Se-77(n,g) ENDF/B-VII.1
2665.04 50.0695
2665.32 36.1099
2665.59 26.8755
2665.87 20.6114
2666.42 13.0616
2666.97 8.95249
2667.52 6.49179
2668.07 4.91654
2669.17 3.09280
2670.27 2.12239
2671.37 1.54681
2672.48 1.17808
2673.58 0.927923
2675.78 0.620154
2677.98 0.445248
2680.18 0.336419
2682.38 0.264108
2686.79 0.176927
2691.19 0.128281
2695.60 0.0983225
2700.00 0.0785244
2700.00 1.39571
3000.00 1.31566
3500.00 1.20995
4000.00 1.13453
5000.00 1.02280
6000.00 0.943099
7000.00 0.879264
8000.00 0.837156
10000.0 0.762584
12500.0 0.689632
15000.0 0.644805
17000.0 0.604989
20000.0 0.559977
25000.0 0.508753
30000.0 0.463618
35000.0 0.426371
40000.0 0.396632
50000.0 0.348860
60000.0 0.312509
70000.0 0.285099
80000.0 0.263073
99999.9 0.229988
100000 0.228928
150000 0.183229
164124 0.175413
164124 0.175413
177801 0.164994
177802 0.164994
200000 0.150683
242134 0.132652
242134 0.132652
250000 0.121948
252974 0.119506
252975 0.119506
300000 0.0836388
305048 0.0812574
305049 0.0812572
375156 0.0582851
445263 0.0442638
500000 0.0380420
513714 0.0368560
527427 0.0357368
542700 0.0342750
557972 0.0329111
573245 0.0316362
588517 0.0304422
601067 0.0296886
613617 0.0289687
626167 0.0282803
638717 0.0276214
651267 0.0269902
663817 0.0263851
676367 0.0258046
688917 0.0252471
700000 0.0247392
712500 0.0243158
725000 0.0239068
737500 0.0235114
750000 0.0231291
762500 0.0227592
775000 0.0224011
787500 0.0220542
800000 0.0217180
806337 0.0215904
819001 0.0212752
828524 0.0210595
835211 0.0207429
851408 0.0202373
867606 0.0197532
883803 0.0192893
900000 0.0188444
923453 0.0183430
941436 0.0179152
959418 0.0175052
982618 0.0169823
990622 0.0168261
1.00000E+06 0.0166481
1.01828E+06 0.0163228
1.01828E+06 0.0163228
1.03763E+06 0.0159446
1.03763E+06 0.0159446
1.06402E+06 0.0155990
1.09042E+06 0.0152692
1.11681E+06 0.0149539
1.14320E+06 0.0146523
1.14695E+06 0.0146084
1.18788E+06 0.0142059
1.19476E+06 0.0141481
1.19477E+06 0.0141480
1.20236E+06 0.0140605
1.20236E+06 0.0140605
1.20854E+06 0.0139849
1.20854E+06 0.0139849
1.24674E+06 0.0135670
1.25000E+06 0.0135291
1.26903E+06 0.0133217
1.29403E+06 0.0130844
1.31903E+06 0.0128557
1.34402E+06 0.0126352
1.36902E+06 0.0124225
1.36902E+06 0.0124225
1.38513E+06 0.0123237
1.41385E+06 0.0121709
1.44257E+06 0.0120230
1.47128E+06 0.0118797
1.50000E+06 0.0117409
1.53125E+06 0.0116097
1.56250E+06 0.0114826
1.59375E+06 0.0113594
1.62500E+06 0.0112398
1.65625E+06 0.0111237
1.68750E+06 0.0110110
1.71875E+06 0.0109014
1.75000E+06 0.0107949
1.78125E+06 0.0106773
1.81250E+06 0.0105629
1.84375E+06 0.0104517
1.87500E+06 0.0103436
1.90625E+06 0.0102383
1.93750E+06 0.0101357
1.96875E+06 0.0100358
2.00000E+06 0.00993845
2.11237E+06 0.00942285
2.22475E+06 0.00895870
2.33712E+06 0.00853865
2.44949E+06 0.00815668
2.58015E+06 0.00775386
2.71081E+06 0.00738941
2.85541E+06 0.00702450
3.00000E+06 0.00669434
3.22371E+06 0.00594378
3.46410E+06 0.00527738
3.72242E+06 0.00468568
4.00000E+06 0.00416033
4.22949E+06 0.00367729
4.47214E+06 0.00325035
4.72871E+06 0.00287297
5.00000E+06 0.00253941
5.38966E+06 0.00211781
5.80969E+06 0.00176621
6.00000E+06 0.00163372
6.48074E+06 0.00139588
7.00000E+06 0.00125635
7.04934E+06 0.00125125
7.09868E+06 0.00124621
7.14802E+06 0.00124122
7.19737E+06 0.00123629
7.24671E+06 0.00123141
7.29605E+06 0.00122658
7.34539E+06 0.00122181
7.39473E+06 0.00121708
7.43902E+06 0.00121288
7.48331E+06 0.00120872
7.52034E+06 0.00121138
7.58030E+06 0.00121567
7.64026E+06 0.00121995
7.70021E+06 0.00122420
7.76017E+06 0.00122844
7.82013E+06 0.00123265
7.88009E+06 0.00123685
7.94004E+06 0.00124104
8.00000E+06 0.00124520
8.00742E+06 0.00124427
8.06533E+06 0.00123707
8.12325E+06 0.00122996
8.18116E+06 0.00122295
8.23907E+06 0.00121602
8.30062E+06 0.00121605
8.36218E+06 0.00121608
8.42373E+06 0.00121611
8.48528E+06 0.00121614
8.55743E+06 0.00122492
8.57126E+06 0.00122660
8.58509E+06 0.00122828
8.59892E+06 0.00122997
8.61275E+06 0.00123165
8.62658E+06 0.00123333
8.64041E+06 0.00123501
8.65424E+06 0.00123669
8.66807E+06 0.00123836
8.68190E+06 0.00124004
8.69573E+06 0.00124172
8.70956E+06 0.00124340
8.72339E+06 0.00124508
8.73723E+06 0.00124675
8.75106E+06 0.00124843
8.76489E+06 0.00125011
8.77872E+06 0.00125178
8.79255E+06 0.00125346
8.80638E+06 0.00125513
8.82021E+06 0.00125681
8.83404E+06 0.00125848
8.84787E+06 0.00126015
8.86170E+06 0.00126183
8.87553E+06 0.00126350
8.88936E+06 0.00126517
8.90319E+06 0.00126685
8.91702E+06 0.00126852
8.93085E+06 0.00127019
8.94468E+06 0.00127186
8.95851E+06 0.00127353
8.97234E+06 0.00127520
8.98617E+06 0.00127687
9.00000E+06 0.00127854
9.06085E+06 0.00127512
9.12171E+06 0.00127173
9.18256E+06 0.00126837
9.24342E+06 0.00126505
9.30427E+06 0.00126175
9.36512E+06 0.00125848
9.42598E+06 0.00125525
9.48683E+06 0.00125204
9.54807E+06 0.00125238
9.60932E+06 0.00125271
9.67056E+06 0.00125304
9.73180E+06 0.00125337
9.73515E+06 0.00125339
9.75170E+06 0.00125348
9.76826E+06 0.00125357
9.78481E+06 0.00125365
9.80136E+06 0.00125374
9.81792E+06 0.00125383
9.83447E+06 0.00125392
9.85102E+06 0.00125401
9.86758E+06 0.00125409
9.88413E+06 0.00125418
9.90068E+06 0.00125427
9.91724E+06 0.00125436
9.93379E+06 0.00125444
9.95034E+06 0.00125453
9.96689E+06 0.00125462
9.98345E+06 0.00125470
1.00000E+07 0.00125479
1.00313E+07 0.00125193
1.00625E+07 0.00124909
1.00938E+07 0.00124626
1.01250E+07 0.00124344
1.01563E+07 0.00124065
1.01875E+07 0.00123786
1.02188E+07 0.00123509
1.02500E+07 0.00123234
1.02813E+07 0.00122960
1.03125E+07 0.00122687
1.03438E+07 0.00122416
1.03750E+07 0.00122146
1.04063E+07 0.00121878
1.04375E+07 0.00121611
1.04688E+07 0.00121346
1.05000E+07 0.00121081
1.05313E+07 0.00120819
1.05625E+07 0.00120557
1.05938E+07 0.00120297
1.06250E+07 0.00120038
1.06563E+07 0.00119781
1.06875E+07 0.00119525
1.07188E+07 0.00119270
1.07500E+07 0.00119016
1.07813E+07 0.00118764
1.08125E+07 0.00118513
1.08438E+07 0.00118263
1.08750E+07 0.00118014
1.09063E+07 0.00117767
1.09375E+07 0.00117521
1.09688E+07 0.00117276
1.10000E+07 0.00117032
1.10313E+07 0.00116756
1.10625E+07 0.00116482
1.10938E+07 0.00116209
1.11250E+07 0.00115937
1.11563E+07 0.00115667
1.11875E+07 0.00115398
1.12188E+07 0.00115130
1.12500E+07 0.00114864
1.12813E+07 0.00114599
1.13125E+07 0.00114336
1.13438E+07 0.00114074
1.13750E+07 0.00113813
1.14063E+07 0.00113554
1.14375E+07 0.00113295
1.14688E+07 0.00113038
1.15000E+07 0.00112783
1.15313E+07 0.00112528
1.15625E+07 0.00112275
1.15938E+07 0.00112023
1.16250E+07 0.00111773
1.16563E+07 0.00111524
1.16875E+07 0.00111275
1.17188E+07 0.00111028
1.17500E+07 0.00110783
1.17813E+07 0.00110538
1.18125E+07 0.00110295
1.18438E+07 0.00110053
1.18750E+07 0.00109812
1.19063E+07 0.00109572
1.19375E+07 0.00109333
1.19688E+07 0.00109095
1.20000E+07 0.00108859
1.20625E+07 0.00108487
1.21250E+07 0.00108118
1.21875E+07 0.00107753
1.22500E+07 0.00107390
1.23125E+07 0.00107031
1.23750E+07 0.00106674
1.24375E+07 0.00106321
1.25000E+07 0.00105970
1.25625E+07 0.00105623
1.26250E+07 0.00105278
1.26875E+07 0.00104936
1.27500E+07 0.00104597
1.28125E+07 0.00104260
1.28750E+07 0.00103927
1.29375E+07 0.00103595
1.30000E+07 0.00103267
1.30625E+07 0.00103060
1.31250E+07 0.00102855
1.31875E+07 0.00102651
1.32500E+07 0.00102448
1.33125E+07 0.00102247
1.33750E+07 0.00102047
1.34375E+07 0.00101849
1.35000E+07 0.00101651
1.35625E+07 0.00101455
1.36250E+07 0.00101260
1.36875E+07 0.00101067
1.37500E+07 0.00100875
1.38125E+07 0.00100684
1.38750E+07 0.00100494
1.39375E+07 0.00100305
1.40000E+07 0.00100118
1.41250E+07 0.000999643
1.42500E+07 0.000998121
1.43750E+07 0.000996615
1.45000E+07 0.000995124
1.46619E+07 0.000993216
1.48237E+07 0.000991332
1.50000E+07 0.000989308
1.51250E+07 0.000989735
1.52500E+07 0.000990158
1.53750E+07 0.000990578
1.55000E+07 0.000990995
1.56250E+07 0.000991409
1.57500E+07 0.000991819
1.58750E+07 0.000992227
1.60000E+07 0.000992631
1.60313E+07 0.000993118
1.60625E+07 0.000993605
1.60938E+07 0.000994090
1.61250E+07 0.000994576
1.61563E+07 0.000995060
1.61875E+07 0.000995544
1.62188E+07 0.000996026
1.62500E+07 0.000996509
1.62813E+07 0.000996990
1.63125E+07 0.000997471
1.63438E+07 0.000997951
1.63750E+07 0.000998431
1.64063E+07 0.000998910
1.64375E+07 0.000999388
1.64688E+07 0.000999865
1.65000E+07 0.00100034
1.65313E+07 0.00100082
1.65625E+07 0.00100129
1.65938E+07 0.00100177
1.66250E+07 0.00100224
1.66563E+07 0.00100272
1.66875E+07 0.00100319
1.67188E+07 0.00100366
1.67500E+07 0.00100413
1.67813E+07 0.00100460
1.68125E+07 0.00100507
1.68438E+07 0.00100554
1.68750E+07 0.00100601
1.69063E+07 0.00100648
1.69375E+07 0.00100695
1.69688E+07 0.00100741
1.70000E+07 0.00100788
1.70625E+07 0.00100946
1.71250E+07 0.00101104
1.71875E+07 0.00101261
1.72500E+07 0.00101419
1.73125E+07 0.00101575
1.73750E+07 0.00101732
1.74375E+07 0.00101888
1.75000E+07 0.00102044
1.75625E+07 0.00102199
1.76250E+07 0.00102354
1.76875E+07 0.00102509
1.77500E+07 0.00102664
1.78125E+07 0.00102818
1.78750E+07 0.00102972
1.79375E+07 0.00103126
1.80000E+07 0.00103279
1.81041E+07 0.00103626
1.82083E+07 0.00103972
1.83124E+07 0.00104317
1.84166E+07 0.00104661
1.85207E+07 0.00105004
1.86248E+07 0.00105347
1.87290E+07 0.00105688
1.88331E+07 0.00106029
1.89421E+07 0.00106385
1.90000E+07 0.00106574
1.92500E+07 0.00107579
1.95000E+07 0.00108580
1.97500E+07 0.00109578
2.00000E+07 0.00110572
