Ta-181(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
330.000 20.2861
350.000 19.4813
400.000 17.7624
500.000 15.1984
600.000 13.3620
700.000 11.9722
720.000 11.7332
850.000 10.4128
1000.00 9.25574
1250.00 7.86278
1500.00 6.87440
1700.00 6.26570
2000.00 5.55215
2500.00 4.69939
3000.00 4.09914
3500.00 3.65153
4000.00 3.30375
5000.00 2.79646
5000.00 2.73883
6272.77 2.45332
10000.0 1.61723
20000.0 1.01077
50000.0 0.567264
100000 0.384890
137026 0.330840
159434 0.298129
200000 0.238911
248783 0.219915
303301 0.198687
339422 0.184622
400000 0.161033
484870 0.147778
497951 0.145736
545534 0.138304
600000 0.129798
618640 0.128450
622501 0.128170
720665 0.121070
777279 0.116975
800000 0.115331
970349 0.118560
1.00000E+06 0.119122
1.03361E+06 0.120916
1.20000E+06 0.129796
1.23827E+06 0.131632
1.24639E+06 0.132022
1.31435E+06 0.135283
1.34747E+06 0.136872
1.39775E+06 0.139285
1.40000E+06 0.139393
1.40000E+06 0.139393
1.41122E+06 0.139506
1.60000E+06 0.141414
1.80000E+06 0.134842
2.00000E+06 0.121562
2.20000E+06 0.105579
2.40000E+06 0.0853023
2.60000E+06 0.0665460
2.80000E+06 0.0520804
3.00000E+06 0.0387768
3.20000E+06 0.0289483
3.40000E+06 0.0218801
3.60000E+06 0.0163613
3.73837E+06 0.0137275
3.80000E+06 0.0125543
4.00000E+06 0.00954714
4.20000E+06 0.00744577
4.40000E+06 0.00579050
4.60000E+06 0.00457329
4.80000E+06 0.00368749
4.87521E+06 0.00340103
5.00000E+06 0.00292576
5.20000E+06 0.00240452
5.40000E+06 0.00195554
5.60000E+06 0.00161286
5.80000E+06 0.00138575
5.97533E+06 0.00119410
6.00000E+06 0.00116714
6.20000E+06 0.00102032
6.40000E+06 0.000930565
6.60000E+06 0.000810572
6.80000E+06 0.000797662
7.00000E+06 0.000786552
7.20000E+06 0.000771690
7.40000E+06 0.000789722
7.60000E+06 0.000762403
7.61899E+06 0.000769906
7.61900E+06 0.000769909
7.80000E+06 0.000841417
8.00000E+06 0.000904019
8.20000E+06 0.000921376
8.40000E+06 0.000981780
8.60000E+06 0.000984926
8.80000E+06 0.00106233
9.00000E+06 0.00113511
9.20000E+06 0.00114814
9.40000E+06 0.00119848
9.60000E+06 0.00120600
9.80000E+06 0.00125765
1.00000E+07 0.00131710
1.02000E+07 0.00131676
1.04000E+07 0.00134806
1.06000E+07 0.00135907
1.08000E+07 0.00138454
1.10000E+07 0.00141850
1.12000E+07 0.00141326
1.14000E+07 0.00142436
1.16000E+07 0.00142305
1.18000E+07 0.00143286
1.20000E+07 0.00144980
1.22000E+07 0.00143199
1.24000E+07 0.00141994
1.26000E+07 0.00139798
1.28000E+07 0.00138039
1.30000E+07 0.00137006
1.32000E+07 0.00133856
1.34000E+07 0.00131414
1.36000E+07 0.00128173
1.38000E+07 0.00123667
1.40000E+07 0.00119850
1.42000E+07 0.00114652
1.42972E+07 0.00112255
1.42972E+07 0.00112254
1.44000E+07 0.00109720
1.46000E+07 0.00105992
1.48000E+07 0.00103120
1.50000E+07 0.000979946
1.52000E+07 0.000947544
1.54000E+07 0.000913417
1.56000E+07 0.000871817
1.58000E+07 0.000844092
1.60000E+07 0.000799693
1.62000E+07 0.000766958
1.64000E+07 0.000737156
1.66000E+07 0.000712721
1.68000E+07 0.000696092
1.70000E+07 0.000666558
1.72000E+07 0.000646742
1.74000E+07 0.000626101
1.76000E+07 0.000608657
1.78000E+07 0.000593528
1.80000E+07 0.000568429
1.82000E+07 0.000549625
1.84000E+07 0.000530876
1.86000E+07 0.000516863
1.88000E+07 0.000509436
1.90000E+07 0.000492264
1.92000E+07 0.000480173
1.94000E+07 0.000468511
1.96000E+07 0.000460180
1.98000E+07 0.000455993
2.00000E+07 0.000444212
