Mg-24(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
4.40330E+06 2.69380
4.41664E+06 2.49168
4.43032E+06 2.28442
4.44384E+06 1.92576
4.44966E+06 1.85968
4.45735E+06 1.77236
4.48437E+06 2.18402
4.48563E+06 2.13141
4.49788E+06 1.62005
4.50000E+06 1.62013
4.50017E+06 1.62014
4.51887E+06 1.62099
4.53539E+06 1.62171
4.53842E+06 1.62184
4.59247E+06 1.88074
4.61949E+06 2.03582
4.64652E+06 2.44749
4.67354E+06 1.93540
4.68705E+06 1.83331
4.71408E+06 2.03966
4.72759E+06 2.39943
4.75000E+06 1.93211
4.75461E+06 1.83595
4.78164E+06 1.63160
4.80866E+06 2.45358
4.83569E+06 2.14654
4.86271E+06 3.17377
4.88974E+06 2.14825
4.90160E+06 2.01346
4.91262E+06 1.88823
4.91676E+06 1.84118
4.93113E+06 1.80524
4.95730E+06 1.73975
5.00000E+06 1.91405
5.02166E+06 2.00257
5.09022E+06 2.28275
5.09657E+06 2.30870
5.16502E+06 1.81575
5.16751E+06 1.79781
5.19588E+06 2.00400
5.20000E+06 1.92219
5.21454E+06 1.63340
5.22426E+06 1.44034
5.26682E+06 1.18496
5.29520E+06 1.95554
5.32357E+06 1.54580
5.38032E+06 1.90662
5.40870E+06 1.80477
5.42330E+06 2.04287
5.43707E+06 2.26743
5.45126E+06 1.80595
5.45630E+06 1.78786
5.49383E+06 1.65320
5.49640E+06 1.65560
5.50000E+06 1.65896
5.55058E+06 1.70622
5.57895E+06 2.06629
5.60000E+06 1.96032
5.62693E+06 1.82469
5.64989E+06 1.70904
5.68650E+06 1.73648
5.68651E+06 1.73649
5.72083E+06 1.76221
5.77758E+06 2.43078
5.80000E+06 1.86377
5.80596E+06 1.71302
5.83433E+06 1.45707
5.89108E+06 2.02282
5.91089E+06 1.90382
5.93364E+06 1.76715
5.94783E+06 1.56216
5.99040E+06 1.40909
6.00000E+06 1.39539
6.06133E+06 1.30808
6.10000E+06 1.12431
6.10390E+06 1.07463
6.15355E+06 1.12872
6.20321E+06 1.15711
6.26306E+06 1.41810
6.27415E+06 1.46650
6.30000E+06 1.37358
6.35928E+06 1.16029
6.43022E+06 1.46960
6.47278E+06 2.03499
6.50000E+06 1.92069
6.55790E+06 1.67737
6.60047E+06 1.37022
6.62884E+06 1.16544
6.64400E+06 1.14873
6.69978E+06 1.83386
6.70000E+06 1.83280
6.70270E+06 1.81982
6.74235E+06 1.62939
6.75600E+06 1.59513
6.78491E+06 2.04071
6.79910E+06 2.34888
6.80800E+06 2.39998
6.84500E+06 2.26392
6.85585E+06 2.04198
6.90000E+06 1.93469
6.91200E+06 1.90552
6.94097E+06 1.68413
7.00000E+06 1.57043
7.03800E+06 1.49732
7.09953E+06 1.53250
7.10000E+06 1.53381
7.18601E+06 1.77334
7.21600E+06 1.82557
7.27249E+06 1.63778
7.31000E+06 1.87573
7.31573E+06 1.91206
7.35000E+06 1.86155
7.37300E+06 1.63900
7.41800E+06 1.45091
7.44800E+06 1.29811
7.50000E+06 1.66978
7.51000E+06 1.74125
7.51030E+06 1.74339
7.55354E+06 1.88076
7.57516E+06 1.70996
7.61840E+06 1.98418
7.62787E+06 1.93434
7.65691E+06 1.78153
7.68326E+06 1.64288
7.70000E+06 1.45767
7.70488E+06 1.40367
7.77500E+06 1.48950
7.87063E+06 1.59275
7.87100E+06 1.59315
7.90000E+06 1.58681
7.93649E+06 1.57883
7.94269E+06 1.57747
8.00000E+06 1.62711
8.04200E+06 1.66343
8.07300E+06 1.65394
8.09403E+06 1.64752
8.11000E+06 1.63925
8.14053E+06 1.62344
8.15888E+06 1.61401
8.22374E+06 1.82015
8.22843E+06 1.85361
8.26698E+06 2.12861
8.31022E+06 2.02650
8.31057E+06 2.02466
8.32296E+06 1.95945
8.37508E+06 1.68507
8.41832E+06 1.78813
8.50000E+06 1.59500
8.50479E+06 1.58366
8.63451E+06 1.75572
8.72099E+06 1.68787
8.82909E+06 1.44905
8.93718E+06 1.65489
9.00000E+06 1.55577
9.04528E+06 1.48446
9.17500E+06 1.69066
9.28309E+06 1.45190
9.39119E+06 1.55521
9.47767E+06 1.72677
9.50000E+06 1.54934
9.51000E+06 1.46987
9.54253E+06 1.72709
9.57300E+06 1.76134
9.65062E+06 1.48812
9.70625E+06 1.54416
9.75300E+06 1.59122
1.00000E+07 1.60491
1.02400E+07 1.61835
1.02843E+07 1.58742
1.03500E+07 1.54149
1.04205E+07 1.55109
1.04206E+07 1.55109
1.05000E+07 1.56205
1.05400E+07 1.56751
1.06700E+07 1.55524
1.07500E+07 1.62002
1.08900E+07 1.59501
1.10000E+07 1.60846
1.10252E+07 1.61163
1.11000E+07 1.62099
1.12700E+07 1.73686
1.14088E+07 1.66949
1.14800E+07 1.63487
1.15000E+07 1.62540
1.15243E+07 1.61392
1.15600E+07 1.59703
1.17000E+07 1.78963
1.18100E+07 1.62255
1.19400E+07 1.64779
1.20000E+07 1.65462
1.20500E+07 1.66043
1.21000E+07 1.69973
1.21832E+07 1.64638
1.22000E+07 1.63562
1.22400E+07 1.60998
1.23700E+07 1.64813
1.24000E+07 1.65239
1.24600E+07 1.66095
1.25510E+07 1.63449
1.25900E+07 1.62313
1.26000E+07 1.62155
1.26415E+07 1.61504
1.26700E+07 1.61057
1.28000E+07 1.69418
1.28100E+07 1.70062
1.29400E+07 1.62359
1.30000E+07 1.60467
1.30600E+07 1.58549
1.32000E+07 1.59359
1.32700E+07 1.59780
1.34000E+07 1.65700
1.35500E+07 1.72575
1.36000E+07 1.71108
1.37700E+07 1.66167
1.38000E+07 1.67391
1.39600E+07 1.73961
1.40000E+07 1.74739
1.41600E+07 1.77722
1.42000E+07 1.78002
1.44000E+07 1.79462
1.45000E+07 1.80228
1.46000E+07 1.80221
1.46958E+07 1.80239
1.48000E+07 1.80264
1.49900E+07 1.80376
1.50000E+07 1.80381
1.55000E+07 1.80293
1.60000E+07 1.80430
1.70000E+07 1.80453
1.72258E+07 1.80406
1.75000E+07 1.80388
1.76954E+07 1.80401
1.80000E+07 1.80456
1.85000E+07 1.80421
1.90000E+07 1.80442
1.95000E+07 1.80413
2.00000E+07 1.80417
