Au-197(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1729.68 0.885186
1730.08 1.11356
1730.48 1.45366
1730.88 1.99147
1731.28 2.91466
1731.48 3.64624
1731.68 4.69814
1731.88 6.28606
1732.08 8.83927
1732.18 10.7369
1732.28 13.3061
1732.38 16.8930
1732.48 22.0853
1732.58 29.9277
1732.68 42.3525
1732.78 62.9711
1732.88 97.3349
1732.99 155.855
1733.10 194.929
1733.21 155.835
1733.32 97.3145
1733.40 68.8509
1733.48 49.9051
1733.56 37.2931
1733.63 28.6943
1733.79 18.2885
1733.95 12.5817
1734.10 9.15781
1734.26 6.95613
1734.57 4.40375
1734.88 3.04283
1735.19 2.23493
1735.82 1.36750
1736.44 0.936644
1737.06 0.693940
1738.31 0.447652
1739.56 0.336827
1740.81 0.284198
1743.30 0.264367
1745.79 0.332248
1747.04 0.416628
1748.29 0.571403
1749.54 0.884989
1750.16 1.17736
1750.78 1.67390
1751.41 2.63624
1751.72 3.50651
1751.87 4.12806
1752.03 4.93854
1752.19 6.04020
1752.26 6.74296
1752.34 7.58230
1752.42 8.59612
1752.50 9.83624
1752.58 11.3749
1752.65 13.3150
1752.73 15.8061
1752.81 19.0719
1752.89 23.4553
1752.97 29.4966
1753.04 38.0668
1753.12 50.5856
1753.20 69.3016
1753.28 96.8309
1753.39 154.323
1753.50 192.678
1753.61 154.504
1753.72 97.2182
1753.79 71.9084
1753.86 54.2793
1754.00 33.5940
1754.14 22.9386
1754.28 17.0123
1754.42 13.5186
1754.56 11.4584
1754.84 9.77367
1755.12 10.3537
1755.40 13.5336
1755.54 16.7825
1755.67 21.9505
1755.81 30.3133
1755.95 43.7753
1756.13 68.8642
1756.30 85.5512
1756.47 68.5455
1756.65 43.1395
1756.76 32.0412
1756.86 24.2373
1757.08 14.9217
1757.29 9.98259
1757.50 7.14608
1757.72 5.36929
1757.93 4.19650
1758.36 2.78304
1758.78 1.99602
1759.21 1.51097
1760.06 0.965215
1760.92 0.677658
1761.77 0.506401
1763.48 0.319408
1765.19 0.223777
1766.89 0.168020
1770.31 0.108468
1773.72 0.0789239
1777.14 0.0622624
1783.97 0.0458842
1790.80 0.0402525
1797.63 0.0425692
1801.04 0.0493967
1802.75 0.0565301
1804.46 0.0695013
1806.17 0.0967698
1807.02 0.123483
1807.87 0.171407
1808.73 0.271656
1809.15 0.369235
1809.58 0.542681
1809.80 0.685570
1810.01 0.897449
1810.22 1.23475
1810.44 1.81303
1810.65 2.94258
1810.76 3.95656
1810.86 5.58137
1810.97 8.47833
1811.08 14.2001
1811.13 19.4997
1811.18 27.8951
1811.24 42.1120
1811.29 66.7302
1811.34 106.742
1811.40 133.413
1811.46 106.736
1811.51 66.7247
1811.55 47.7796
1811.59 35.2513
1811.66 20.7805
1811.74 13.3779
1811.81 9.30249
1811.89 6.79373
1811.96 5.18903
1812.11 3.30726
1812.26 2.28741
1812.41 1.67910
1812.70 1.02348
1813.00 0.694991
1813.30 0.508826
1813.89 0.316359
1814.49 0.225169
1815.08 0.176005
1816.27 0.131591
1817.46 0.122703
1818.65 0.149938
1819.25 0.198620
1819.54 0.248219
1819.84 0.337530
1820.14 0.523021
1820.29 0.700459
1820.44 1.00590
1820.58 1.60916
1820.66 2.15154
1820.73 3.03717
1820.81 4.65193
1820.84 5.96846
1820.88 7.92133
1820.92 10.9690
1820.96 16.0197
1820.99 24.9387
1821.01 32.1024
1821.03 41.2251
1821.05 52.8826
1821.07 66.1711
1821.10 82.1417
1821.14 65.4325
1821.17 41.2235
1821.21 25.2610
1821.24 16.5627
1821.28 11.5056
1821.31 8.39423
1821.35 6.32520
1821.38 4.96151
1821.45 3.28456
1821.52 2.32731
1821.59 1.74694
1821.74 1.09626
1821.88 0.762926
1822.02 0.570146
1822.30 0.367981
1822.58 0.270324
1822.86 0.216455
1823.43 0.163969
1824.56 0.135866
1825.68 0.146618
1826.81 0.194110
1827.37 0.245261
1827.94 0.338736
1828.50 0.534542
1828.78 0.723515
1829.07 1.05503
1829.35 1.71773
1829.49 2.32987
1829.63 3.35408
1829.77 5.25632
1829.84 6.89488
1829.91 9.38125
1829.98 13.5261
1830.05 20.8132
1830.12 35.0838
1830.16 47.3339
1830.19 65.1329
1830.25 104.170
1830.30 130.192
1830.35 104.165
1830.41 65.1279
1830.46 41.5038
1830.51 27.9092
1830.56 19.7275
1830.61 14.5655
1830.70 8.78730
1830.80 5.84689
1830.90 4.15259
1831.00 3.11161
1831.19 1.94146
1831.39 1.33306
1831.59 0.980758
1831.98 0.608156
1832.37 0.425764
1832.77 0.323811
1833.55 0.220964
1834.34 0.173920
1835.12 0.149954
1836.69 0.131304
1839.83 0.139426
1842.97 0.183673
1846.12 0.285682
1847.69 0.384308
1849.26 0.554845
1850.83 0.887604
1851.61 1.18727
1852.40 1.67451
1853.19 2.54523
1853.58 3.25976
1853.97 4.31370
1854.36 5.95707
1854.76 8.66211
1855.15 13.4269
1855.54 22.0508
1855.92 35.1549
1856.30 43.8682
1856.68 35.1936
1857.06 22.1531
1857.44 13.8069
1857.82 9.18608
1858.20 6.62123
1858.58 5.23837
1858.96 4.72978
1859.34 5.46437
1859.53 6.98276
1859.62 8.46698
1859.72 10.9495
1859.81 15.4165
1859.91 24.3990
1859.96 32.6604
1860.00 45.6470
1860.05 67.4323
1860.10 104.692
1860.15 166.620
1860.20 207.971
1860.25 166.532
1860.30 104.522
1860.35 69.0254
1860.39 47.5186
1860.43 34.3049
1860.48 25.8364
1860.57 16.2014
1860.65 11.2107
1860.74 8.31490
1860.83 6.48796
1861.01 4.39190
1861.18 3.26913
1861.36 2.58854
1861.71 1.82223
1862.06 1.40463
1862.41 1.14263
1863.12 0.830200
1864.52 0.528881
1865.93 0.382954
1867.34 0.299334
1868.74 0.247756
1871.56 0.196074
1874.37 0.189489
1875.78 0.205645
1877.18 0.246117
1878.59 0.341838
1879.29 0.438413
1880.00 0.612058
1880.70 0.969505
1881.05 1.30862
1881.40 1.88996
1881.76 3.01884
1881.93 4.02699
1882.11 5.64119
1882.28 8.48875
1882.46 14.1198
1882.55 19.1823
1882.63 27.2551
1882.72 40.7669
1882.81 63.4687
1882.91 101.592
1883.00 126.607
1883.10 101.160
1883.19 63.4592
1883.25 46.3564
1883.31 34.6706
1883.43 20.8445
1883.55 13.6681
1883.67 9.58655
1883.79 7.07691
1883.91 5.43493
1884.15 3.49920
1884.39 2.44748
1884.63 1.82044
1885.11 1.14295
1885.59 0.812362
1886.07 0.651924
1886.32 0.630265
1886.56 0.694226
1886.68 0.815594
1886.80 1.13143
1886.86 1.48659
1886.92 2.19849
1886.95 2.84206
1886.98 3.87067
1887.01 5.59467
1887.04 8.53690
1887.07 13.4746
1887.10 16.6206
1887.13 13.3066
1887.17 8.51955
1887.19 5.95980
1887.21 4.36886
1887.26 2.59838
1887.31 1.75507
1887.36 1.30668
1887.46 0.856328
1887.56 0.651943
1887.75 0.469415
1887.95 0.388456
1888.34 0.312113
1888.73 0.273114
1890.28 0.206828
1893.40 0.178831
1896.52 0.197699
1899.64 0.256183
1902.76 0.386844
1904.32 0.509935
1905.87 0.715822
1907.43 1.09495
1908.21 1.41532
1908.99 1.90178
1909.77 2.68807
1910.55 4.05357
1910.94 5.13120
1911.33 6.64424
1911.72 8.79951
1912.11 11.8437
1912.76 18.9436
1913.40 23.6788
1914.05 18.9287
1914.69 11.8305
1915.42 6.86235
1916.15 4.28638
1916.88 2.88589
1917.61 2.06463
1918.35 1.54927
1919.08 1.20750
1920.54 0.800593
1922.00 0.579714
1923.46 0.449769
1926.38 0.322081
1929.31 0.292692
1930.77 0.312996
1932.23 0.373007
1933.69 0.519241
1934.42 0.666177
1935.15 0.925750
1935.88 1.44335
1936.25 1.91752
1936.62 2.69828
1936.98 4.12184
1937.16 5.31119
1937.35 7.08905
1937.53 9.93015
1937.62 11.9955
1937.71 14.7332
1937.80 18.4795
1937.89 23.5831
1937.99 30.6761
1938.08 40.4621
1938.24 64.6631
1938.40 80.7908
1938.48 76.0415
1938.56 64.6505
1938.72 40.4494
1938.88 25.1505
1939.04 16.4921
1939.20 11.4604
1939.36 8.36707
1939.52 6.35820
1939.68 4.99042
1940.00 3.31227
1940.31 2.36716
1940.63 1.78542
1941.27 1.13894
1941.90 0.808488
1942.54 0.618531
1943.81 0.423474
1945.08 0.335845
1946.36 0.296501
1948.90 0.295644
1951.44 0.391784
1952.71 0.504724
1953.99 0.713556
1955.26 1.14459
1955.89 1.54985
1956.53 2.23593
1957.16 3.53507
1957.48 4.66467
1957.80 6.43531
1958.12 9.41944
1958.28 11.7276
1958.44 14.9517
1958.60 19.6004
1958.75 26.5279
1958.91 37.1413
1959.07 53.3140
1959.29 85.3435
1959.50 106.553
1959.72 85.1615
1959.93 53.2902
1960.09 37.2031
1960.24 26.6704
1960.40 19.7614
1960.56 15.1308
1960.87 9.56751
1961.18 6.54943
1961.50 4.75139
1961.81 3.60076
1962.43 2.27267
1963.06 1.56707
1963.69 1.14882
1964.94 0.699052
1966.19 0.474959
1967.44 0.347450
1969.95 0.214865
1972.45 0.150661
1974.96 0.114716
1979.97 0.0780978
1984.97 0.0613020
1989.98 0.0531692
2000.00 0.0507888
2005.26 0.0564402
2010.51 0.0707142
2013.14 0.0846759
2015.77 0.109703
2017.09 0.132005
2018.40 0.173708
2019.06 0.216318
2019.71 0.313331
2020.04 0.430512
2020.21 0.538563
2020.37 0.723054
2020.54 1.08515
2020.62 1.41145
2020.70 1.94730
2020.78 2.91720
2020.82 3.72459
2020.86 4.93626
2020.90 6.85824
2020.95 10.1184
2020.99 16.0723
2021.03 27.4370
2021.06 43.8943
2021.10 54.4235
2021.14 43.4238
2021.17 27.4421
2021.20 19.6729
2021.22 14.4309
2021.27 8.55491
2021.32 5.55180
2021.37 3.91939
2021.42 2.91191
2021.47 2.27435
2021.57 1.52401
2021.67 1.12425
2021.77 0.888302
2021.97 0.639223
2022.16 0.521763
2022.36 0.461543
2022.76 0.416916
2023.55 0.448746
2024.34 0.577605
2025.13 0.857690
2025.53 1.12013
2025.92 1.56448
2026.32 2.41953
2026.52 3.18219
2026.71 4.40908
2026.91 6.59434
2027.01 8.37843
2027.11 11.0063
2027.21 15.0718
2027.31 21.7327
2027.41 33.3142
2027.50 53.7714
2027.60 85.9702
2027.70 107.148
2027.80 85.6447
2027.90 53.8225
2027.96 38.6474
2028.03 28.5304
2028.16 16.9376
2028.29 11.1232
2028.43 7.89843
2028.56 5.95791
2028.69 4.71584
2028.95 3.30825
2029.22 2.61302
2029.48 2.26972
2030.01 2.15938
2030.54 2.67281
2030.80 3.26863
2031.07 4.29003
2031.20 5.06895
2031.33 6.13690
2031.46 7.64419
2031.60 9.85017
2031.73 13.2248
2031.86 18.6608
2031.93 22.6437
2031.99 27.8881
2032.06 34.8253
2032.12 43.9170
2032.26 69.9221
2032.40 87.1064
2032.47 81.9511
2032.54 69.8056
2032.68 44.0955
2032.84 25.3856
2033.01 16.0412
2033.17 11.1509
2033.34 8.41716
2033.67 5.91864
2034.00 5.36998
2034.33 6.28256
2034.49 7.52672
2034.66 9.74066
2034.82 13.8082
2034.99 21.9855
2035.07 29.3978
2035.15 41.0184
2035.23 60.2361
2035.32 92.5068
2035.41 147.428
2035.50 184.024
2035.59 147.331
2035.68 92.3251
2035.78 57.0561
2035.87 37.2935
2035.96 25.8924
2036.05 18.9762
2036.23 11.3795
2036.42 7.59628
2036.60 5.44651
2036.78 4.12304
2037.15 2.63295
2037.52 1.85160
2037.88 1.39049
2038.62 0.889206
2039.35 0.633085
2040.08 0.483264
2041.55 0.322333
2043.01 0.241884
2044.48 0.196676
2047.41 0.153766
2050.34 0.141733
2053.27 0.150259
2054.73 0.165073
2056.20 0.198280
2056.93 0.236053
2057.66 0.328693
2058.03 0.446143
2058.21 0.556951
2058.40 0.749286
2058.58 1.13062
2058.67 1.48357
2058.76 2.06567
2058.86 3.15529
2058.90 4.08580
2058.95 5.47937
2058.99 7.80503
2059.04 11.9434
2059.08 20.0550
2059.11 27.0147
2059.13 36.5859
2059.17 58.6481
2059.20 72.7727
2059.24 57.9962
2059.27 36.5870
2059.30 24.9391
2059.33 17.5539
2059.36 12.8442
2059.38 9.83206
2059.44 6.20806
2059.49 4.27406
2059.55 3.11824
2059.60 2.40016
2059.71 1.57715
2059.82 1.14055
2059.93 0.886632
2060.15 0.616852
2060.38 0.485350
2060.60 0.413396
2061.04 0.345288
2061.92 0.312721
2062.80 0.324520
2064.57 0.404859
2066.33 0.566228
2068.10 0.894382
2068.98 1.19778
2069.87 1.70563
2070.31 2.10041
2070.75 2.65619
2071.19 3.47760
2071.63 4.75535
2072.07 6.90169
2072.29 8.55532
2072.51 10.8456
2072.74 14.1481
2072.96 19.0206
2073.18 26.4723
2073.40 37.7847
2073.70 60.3279
2074.00 75.3518
2074.30 60.3378
2074.60 37.8268
2074.83 26.4594
2075.05 19.0376
2075.27 14.1845
2075.49 10.9388
2075.94 7.06689
2076.38 5.00812
2076.82 3.81852
2077.27 3.10595
2078.15 2.46135
2079.04 2.53270
2079.48 2.89099
2079.93 3.63734
2080.37 5.18039
2080.59 6.56257
2080.70 7.52499
2080.81 8.74127
2080.92 10.3347
2081.04 12.4493
2081.15 15.3244
2081.26 19.3007
2081.37 25.0768
2081.48 33.6776
2081.59 46.8354
2081.70 66.7789
2081.85 106.573
2082.00 132.859
2082.08 124.927
2082.15 106.263
2082.30 66.7379
2082.47 39.0873
2082.64 24.6441
2082.81 16.7509
2082.98 12.1276
2083.15 9.19916
2083.31 7.25557
2083.65 4.94791
2083.99 3.70140
2084.33 2.98574
2085.00 2.35526
2085.68 2.40749
2086.01 2.72395
2086.35 3.37461
2086.69 4.68129
2086.86 5.81150
2087.03 7.52372
2087.20 10.2851
2087.36 14.9746
2087.53 23.6408
2087.62 30.5887
2087.70 40.1764
2087.85 63.9908
2088.00 79.8809
2088.15 63.9416
2088.30 40.0882
2088.39 29.6188
2088.49 22.3591
2088.67 13.6797
2088.85 9.10307
2089.04 6.49392
2089.22 4.86940
2089.41 3.80528
2089.78 2.53678
2090.14 1.83664
2090.51 1.40950
2091.25 0.933476
2091.99 0.683878
2092.73 0.534892
2094.20 0.369643
2095.68 0.282936
2097.15 0.231336
2100.10 0.177409
2103.05 0.158630
2106.00 0.172914
2107.48 0.208187
2108.21 0.245296
2108.95 0.313219
2109.69 0.456470
2110.06 0.596112
2110.43 0.843313
2110.79 1.34905
2110.98 1.82915
2111.16 2.64982
2111.35 4.24871
2111.44 5.66959
2111.53 7.95898
2111.62 11.9768
2111.72 19.9136
2111.76 27.0426
2111.79 32.0302
2111.81 38.4026
2111.83 46.6439
2111.85 57.4053
2111.88 71.5073
2111.90 89.8121
2111.93 114.923
2111.95 143.621
2112.00 179.491
2112.03 168.939
2112.05 143.616
2112.10 89.8073
2112.13 64.2854
2112.17 47.0511
2112.24 27.6270
2112.30 17.8515
2112.37 12.4008
2112.44 9.09356
2112.50 6.94986
2112.64 4.44514
2112.77 3.09945
2112.91 2.29647
2113.17 1.42892
2113.44 0.996300
2113.71 0.750702
2114.25 0.498324
2114.78 0.379705
2115.32 0.316842
2116.39 0.261296
2118.54 0.253389
2120.68 0.313323
2122.83 0.463345
2123.90 0.608278
2124.97 0.854540
2126.04 1.31944
2126.58 1.72161
2127.12 2.34913
2127.65 3.40266
2127.92 4.21167
2128.19 5.33574
2128.46 6.94561
2128.72 9.32423
2128.99 12.9291
2129.26 18.3946
2129.63 29.2848
2130.00 36.5005
2130.37 29.2763
2130.74 18.3903
2130.97 13.5057
2131.21 10.1046
2131.68 6.09572
2132.14 4.02023
2132.61 2.84350
2133.08 2.12170
2133.54 1.65335
2134.48 1.10835
2135.41 0.823040
2136.35 0.664473
2138.22 0.540129
2140.08 0.591822
2141.02 0.704657
2141.95 0.933061
2142.89 1.42119
2143.36 1.88426
2143.82 2.67238
2144.29 4.16656
2144.52 5.47159
2144.76 7.51225
2144.99 10.9767
2145.11 13.6670
2145.22 17.4008
2145.34 22.8475
2145.46 31.0121
2145.57 43.6152
2145.69 62.9343
2145.85 100.670
2146.00 125.859
2146.16 100.659
2146.31 62.9295
2146.41 45.6763
2146.51 33.8362
2146.71 20.0898
2146.92 13.0959
2147.12 9.17227
2147.32 6.78453
2147.52 5.23599
2147.93 3.43650
2148.33 2.48206
2148.73 1.93424
2149.54 1.43054
2150.35 1.38998
2150.75 1.55281
2151.16 1.92827
2151.56 2.74494
2151.76 3.49976
2151.96 4.72081
2152.16 6.87426
2152.37 11.0937
2152.47 14.8367
2152.57 20.7167
2152.67 30.3570
2152.77 46.1846
2152.89 73.8836
2153.00 92.1570
2153.12 73.6032
2153.23 46.1422
2153.31 33.1461
2153.39 24.4423
2153.54 14.4373
2153.70 9.36891
2153.85 6.56093
2154.00 4.84425
2154.16 3.73710
2154.47 2.43411
2154.78 1.72939
2155.09 1.30511
2155.70 0.839174
2156.32 0.599901
2156.94 0.459144
2158.18 0.305687
2159.41 0.226042
2160.65 0.178252
2163.12 0.124729
2165.59 0.0962758
2168.06 0.0793137
2173.00 0.0623201
2177.95 0.0595334
2180.42 0.0643436
2182.89 0.0771354
2185.36 0.108436
2186.60 0.140718
2187.83 0.199717
2188.45 0.249130
2189.07 0.323791
2189.69 0.444060
2190.31 0.655835
2190.92 1.08121
2191.23 1.47597
2191.54 2.13967
2191.85 3.38133
2192.01 4.45397
2192.16 6.10709
2192.31 8.87119
2192.47 13.8509
2192.55 17.9361
2192.62 23.8867
2192.70 32.7484
2192.78 45.9300
2192.89 73.4709
2193.00 91.8276
2193.11 73.4628
2193.22 45.9217
2193.34 27.8073
2193.46 17.8677
2193.57 12.2286
2193.69 8.82094
2193.80 6.63501
2193.92 5.16016
2194.15 3.36711
2194.38 2.36609
2194.62 1.75331
2195.08 1.07512
2195.54 0.728794
2196.01 0.528708
2196.47 0.402833
2196.94 0.318704
2197.86 0.216313
2198.79 0.158880
2200.65 0.100110
2202.50 0.0721720
2204.36 0.0568540
2208.07 0.0421205
2211.78 0.0373827
2215.49 0.0412361
2217.34 0.0506277
2218.27 0.0605984
2219.20 0.0790276
2220.13 0.118347
2220.59 0.157085
2221.05 0.226449
2221.29 0.284048
2221.52 0.370608
2221.75 0.509347
2221.98 0.752367
2222.21 1.23727
2222.33 1.68437
2222.45 2.43096
2222.56 3.81341
2222.62 4.99029
2222.68 6.79595
2222.74 9.74833
2222.79 14.9793
2222.85 25.1697
2222.88 33.8675
2222.91 45.9255
2222.93 58.9930
2222.96 73.9506
2223.00 92.1592
2223.05 73.2976
2223.09 45.9232
2223.12 32.1231
2223.16 23.0684
2223.19 17.1154
2223.22 13.0965
2223.29 8.28275
2223.35 5.69907
2223.42 4.12989
2223.49 3.13874
2223.62 1.98150
2223.75 1.36210
2223.88 0.998124
2224.14 0.606607
2224.40 0.411428
2224.67 0.301188
2225.19 0.187450
2225.72 0.133219
2226.24 0.103617
2227.29 0.0748741
2228.34 0.0632495
2229.39 0.0592455
2231.48 0.0645383
2233.58 0.0899170
2234.63 0.117908
2235.68 0.170057
2236.21 0.214224
2236.73 0.281406
2237.25 0.391057
2237.78 0.586857
2238.04 0.749155
2238.30 0.991080
2238.57 1.37608
2238.83 2.04328
2239.09 3.35907
2239.22 4.54738
2239.35 6.49289
2239.48 9.98917
2239.55 12.9012
2239.61 17.1656
2239.68 23.9499
2239.75 35.0750
2239.78 43.6095
2239.81 55.1803
2239.84 70.9947
2239.88 91.6744
2239.94 146.667
2240.00 183.325
2240.03 172.540
2240.06 146.660
2240.12 91.6668
2240.20 51.6541
2240.27 31.5556
2240.35 20.8784
2240.42 14.7119
2240.49 10.8801
2240.57 8.35398
2240.72 5.36759
2240.86 3.72326
2241.01 2.73208
2241.31 1.65317
2241.60 1.10715
2241.90 0.795314
2242.19 0.600107
2242.49 0.469894
2243.08 0.312251
2243.67 0.224272
2244.26 0.170220
2244.85 0.134698
2246.03 0.0922356
2247.21 0.0688498
2249.58 0.0453149
2251.94 0.0343871
2254.30 0.0285896
2259.03 0.0236067
2263.75 0.0231924
2268.48 0.0273752
2270.84 0.0331678
2273.20 0.0467588
2274.39 0.0626477
2274.98 0.0770992
2275.57 0.101786
2276.16 0.151384
2276.45 0.198519
2276.75 0.281314
2277.04 0.450239
2277.19 0.610454
2277.34 0.884937
2277.49 1.42478
2277.56 1.91270
2277.63 2.69641
2277.71 4.11464
2277.74 5.28103
2277.78 7.00949
2277.82 9.70304
2277.86 14.1567
2277.89 21.9911
2277.93 35.7001
2277.95 45.6801
2277.96 57.0857
2278.00 71.3425
2278.04 57.0855
2278.07 35.7005
2278.10 23.4576
2278.13 16.2153
2278.16 11.5789
2278.19 8.69011
2278.26 5.32432
2278.32 3.57982
2278.38 2.57111
2278.44 1.93899
2278.56 1.22437
2278.68 0.852702
2278.80 0.635979
2279.05 0.408425
2279.29 0.298450
2279.54 0.238933
2280.02 0.184644
2281.00 0.170693
2281.97 0.216752
2282.46 0.265303
2282.95 0.342575
2283.44 0.471162
2283.92 0.702243
2284.17 0.893406
2284.41 1.17891
2284.65 1.63204
2284.90 2.40935
2285.14 3.92546
2285.26 5.28445
2285.39 7.48506
2285.51 11.3750
2285.57 14.5312
2285.63 19.1463
2285.69 26.2100
2285.75 37.6035
2285.81 56.9718
2285.84 71.2691
2285.87 89.9250
2285.94 143.867
2286.00 179.825
2286.03 169.245
2286.06 143.859
2286.13 89.9170
2286.17 63.6237
2286.22 46.1113
2286.26 34.4491
2286.31 26.6432
2286.40 16.9468
2286.49 11.6790
2286.58 8.47715
2286.67 6.43937
2286.84 4.06773
2287.02 2.79258
2287.20 2.03503
2287.38 1.54921
2287.56 1.22089
2287.92 0.814097
2288.27 0.583385
2288.63 0.439706
2288.99 0.344217
2289.70 0.229048
2290.42 0.165049
2291.13 0.125746
2291.85 0.0999533
2293.28 0.0692022
2294.70 0.0523317
2297.56 0.0355264
2300.42 0.0279649
2303.28 0.0242430
2309.00 0.0221602
2314.71 0.0251407
2317.57 0.0294636
2320.43 0.0379198
2323.29 0.0564260
2324.72 0.0749122
2326.15 0.108538
2326.86 0.136795
2327.58 0.179803
2328.29 0.249955
2329.01 0.375779
2329.36 0.480483
2329.72 0.637543
2330.08 0.889433
2330.44 1.33100
2330.79 2.21673
2330.97 3.03616
2331.15 4.39935
2331.33 6.94621
2331.42 9.11011
2331.51 12.4373
2331.60 17.9747
2331.64 22.1682
2331.69 27.7623
2331.73 35.7743
2331.78 47.0192
2331.82 63.8503
2331.86 87.8433
2331.93 140.538
2332.00 175.665
2332.07 140.531
2332.14 87.8355
2332.20 54.0574
2332.27 35.1419
2332.34 24.2399
2332.41 17.5777
2332.48 13.2695
2332.54 10.3454
2332.68 6.78826
2332.82 4.77218
2332.95 3.53393
2333.22 2.16290
2333.49 1.45762
2333.77 1.05090
2334.04 0.793763
2334.31 0.622147
2334.85 0.413324
2335.39 0.296274
2335.94 0.224198
2336.48 0.176723
2337.57 0.120124
2338.65 0.0890505
2340.82 0.0581522
2343.00 0.0442505
2345.17 0.0373013
2349.51 0.0326506
2353.86 0.0355056
2356.03 0.0404740
2358.20 0.0502837
2360.37 0.0716023
2361.46 0.0927589
2362.54 0.131057
2363.09 0.163110
2363.63 0.211772
2364.17 0.290924
2364.72 0.432689
2364.99 0.550272
2365.26 0.726040
2365.53 1.00825
2365.80 1.49927
2366.07 2.47826
2366.21 3.37750
2366.35 4.85841
2366.48 7.59565
2366.55 9.90788
2366.62 13.4275
2366.69 19.1186
2366.75 29.0384
2366.79 36.8735
2366.82 47.8883
2366.86 63.5945
2366.89 85.0834
2366.94 136.116
2367.00 170.136
2367.03 160.127
2367.06 136.111
2367.11 85.0778
2367.16 54.5796
2367.21 36.8698
2367.26 26.1383
2367.31 19.3331
2367.41 11.6781
