Au-197(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2534.93 127.825
2535.00 159.599
2535.04 150.016
2535.07 127.818
2535.15 80.0218
2535.20 57.5376
2535.24 42.5109
2535.34 24.9732
2535.44 16.1167
2535.53 11.1699
2535.63 8.16553
2535.73 6.21693
2535.92 3.94718
2536.12 2.71894
2536.31 1.98892
2536.70 1.19625
2537.08 0.799047
2537.47 0.573335
2537.86 0.432643
2538.24 0.339100
2539.02 0.226290
2539.79 0.163649
2540.57 0.125292
2541.34 0.100152
2542.89 0.0703933
2544.44 0.0543351
2547.54 0.0392963
2550.63 0.0347399
2553.73 0.0386225
2555.28 0.0475973
2556.05 0.0570077
2556.83 0.0743280
2557.60 0.111182
2557.99 0.147396
2558.38 0.212363
2558.76 0.347069
2558.96 0.477063
2559.15 0.703446
2559.34 1.15732
2559.44 1.57623
2559.54 2.26704
2559.63 3.55655
2559.68 4.66834
2559.73 6.33934
2559.78 9.13137
2559.83 13.9763
2559.88 23.3463
2559.90 31.2928
2559.92 42.7252
2559.94 54.6806
2559.96 68.3439
2560.00 85.4225
2560.04 68.3427
2560.08 42.7239
2560.11 27.9609
2560.14 19.0411
2560.18 13.5766
2560.21 10.1702
2560.27 6.16865
2560.34 4.13630
2560.40 2.94546
2560.47 2.21184
2560.60 1.37544
2560.73 0.940285
2560.86 0.685941
2561.12 0.416178
2561.39 0.283834
2561.65 0.209386
2562.17 0.133282
2562.70 0.0974537
2563.22 0.0780908
2564.27 0.0598027
2566.36 0.0515160
2568.46 0.0582467
2570.56 0.0808436
2571.60 0.104441
2572.65 0.147334
2573.70 0.237021
2574.22 0.323972
2574.75 0.477704
2575.01 0.603322
2575.27 0.789511
2575.53 1.08246
2575.80 1.58219
2576.06 2.53898
2576.19 3.38297
2576.32 4.72681
2576.45 7.04438
2576.58 11.4973
2576.65 15.4164
2576.71 21.3810
2576.78 30.9203
2576.84 46.3218
2576.92 74.1869
2577.00 92.4097
2577.08 73.8075
2577.16 46.3185
2577.23 29.1340
2577.31 19.2494
2577.38 13.4325
2577.46 9.86260
2577.61 5.88812
2577.75 3.89191
2577.90 2.75445
2578.05 2.05690
2578.35 1.27812
2578.65 0.877287
2578.95 0.647215
2579.55 0.411056
2580.14 0.311963
2580.74 0.300839
2581.04 0.351506
2581.34 0.524489
2581.49 0.755245
2581.63 1.32080
2581.71 1.96676
2581.78 3.29081
2581.82 4.58316
2581.86 6.71212
2581.90 10.5514
2581.93 17.7602
2581.97 28.3352
2582.00 35.3847
2582.03 28.3326
2582.07 17.7552
2582.10 11.7439
2582.13 8.07842
2582.16 5.81571
2582.18 4.36116
2582.24 2.70303
2582.30 1.85539
2582.41 1.04481
2582.53 0.689014
2582.76 0.391027
2582.99 0.272387
2583.45 0.177449
2583.91 0.140042
2584.83 0.110649
2585.75 0.101293
2587.60 0.105337
2589.44 0.132972
2591.28 0.202032
2592.20 0.271931
2593.12 0.397890
2593.58 0.502348
2594.04 0.658631
2594.50 0.908830
2594.96 1.34396
2595.42 2.20768
2595.65 2.99625
2595.88 4.30129
2596.12 6.69992
2596.23 8.70853
2596.35 11.7489
2596.46 16.6274
2596.58 25.0383
2596.63 31.6790
2596.69 40.7681
2596.75 53.8180
2596.81 71.7880
2596.90 114.891
2597.00 143.159
2597.10 114.415
2597.20 71.4144
2597.30 42.1074
2597.41 26.6590
2597.52 18.0075
2597.62 12.9105
2597.73 9.64595
2597.84 7.48208
2598.05 4.86746
2598.26 3.41132
2598.47 2.52879
2598.90 1.55467
2599.32 1.06078
2599.75 0.777727
2600.60 0.485419
2601.45 0.349497
2602.30 0.280679
2604.00 0.238182
2605.70 0.284870
2606.55 0.356983
2607.40 0.498405
2607.82 0.618930
2608.25 0.801479
2608.67 1.09437
2609.10 1.60450
2609.52 2.60798
2609.74 3.51989
2609.95 5.00574
2610.16 7.68798
2610.27 9.89056
2610.37 13.1605
2610.48 18.3304
2610.59 26.8548
2610.64 33.2832
2610.69 41.9579
2610.75 53.7539
2610.80 69.6560
2610.90 111.258
2611.00 138.920
2611.05 130.633
2611.10 110.809
2611.20 69.3025
2611.27 49.3258
2611.34 36.0849
2611.41 27.1624
2611.48 21.0174
2611.62 13.4604
2611.76 9.30831
2611.90 6.78272
2612.03 5.16329
2612.31 3.26911
2612.59 2.25441
2612.87 1.64983
2613.42 0.997684
2613.97 0.671154
2614.53 0.485282
2615.08 0.369117
2615.63 0.291942
2616.74 0.198761
2617.85 0.147041
2620.06 0.0960478
2622.28 0.0771158
2624.49 0.0831284
2625.60 0.106634
2626.15 0.132781
2626.70 0.181849
2627.26 0.287121
2627.53 0.390426
2627.81 0.573350
2628.09 0.947013
2628.23 1.30053
2628.36 1.90003
2628.50 3.05825
2628.57 4.07420
2628.64 5.69053
2628.71 8.47448
2628.78 13.8128
2628.81 18.5412
2628.85 25.6254
2628.88 37.3164
2628.92 55.6737
2628.94 71.4107
2628.96 89.3564
2629.00 111.047
2629.04 88.5008
2629.08 55.6712
2629.12 35.6680
2629.16 23.8931
2629.20 16.8340
2629.24 12.3952
2629.31 7.44442
2629.39 4.93414
2629.46 3.50238
2629.54 2.61323
2629.69 1.62047
2629.84 1.10282
2629.99 0.803164
2630.15 0.612239
2630.30 0.484738
2630.60 0.328420
2630.90 0.240973
2631.51 0.152218
2632.12 0.112877
2632.72 0.100492
2633.33 0.143460
2633.63 0.318961
2633.78 0.770153
2633.86 1.57402
2633.90 2.51928
2633.93 4.33386
2633.97 6.87910
2634.00 8.60971
2634.03 6.87812
2634.07 4.33199
2634.10 2.48262
2634.14 1.53523
2634.22 0.740615
2634.38 0.299473
2634.69 0.121421
2635.31 0.0604220
2635.93 0.0449528
2636.55 0.0376684
2637.79 0.0300702
2639.03 0.0258240
2641.52 0.0209594
2644.00 0.0182223
2648.97 0.0158983
2651.45 0.0179577
2652.70 0.0285986
2653.32 0.0673501
2653.63 0.189788
2653.78 0.501591
2653.86 1.07588
2653.90 1.77572
2653.94 3.19693
2653.97 5.07784
2654.00 6.38026
2654.03 5.07777
2654.06 3.19683
2654.09 2.02047
2654.12 1.35716
2654.18 0.710223
2654.30 0.288407
2654.53 0.102390
2655.00 0.0388001
2655.93 0.0200652
2657.79 0.0149223
2661.52 0.0138605
2665.25 0.0146207
2668.98 0.0168532
2672.71 0.0221377
2674.58 0.0274919
2676.44 0.0372518
2678.31 0.0579969
2679.24 0.0785101
2680.17 0.115648
2680.64 0.146817
2681.10 0.194052
2681.57 0.270854
2682.03 0.408270
2682.27 0.521845
2682.50 0.692008
2682.73 0.963610
2682.97 1.43645
2683.20 2.37069
2683.32 3.22751
2683.43 4.62947
2683.55 7.20315
2683.61 9.33721
2683.67 12.5454
2683.72 17.7577
2683.78 26.5195
2683.81 33.2874
2683.84 42.6148
2683.87 55.6092
2683.90 73.5747
2683.92 94.4835
2683.95 117.367
2684.00 146.418
2684.03 137.566
2684.05 116.448
2684.10 72.8567
2684.15 46.6129
2684.20 31.4518
2684.24 22.1252
2684.29 16.3698
2684.38 9.84417
2684.48 6.52543
2684.57 4.62882
2684.66 3.44940
2684.85 2.12978
2685.03 1.44201
2685.22 1.04151
2685.40 0.788246
2685.59 0.618832
2685.96 0.411240
2686.33 0.294815
2686.70 0.222766
2687.08 0.175369
2687.82 0.118704
2688.56 0.0875816
2690.05 0.0566982
2691.53 0.0429435
2693.02 0.0362650
2695.99 0.0326426
2698.96 0.0377871
2700.45 0.0449726
2701.94 0.0586462
2703.42 0.0876859
2704.16 0.116078
2704.91 0.166843
2705.28 0.208951
2705.65 0.272112
2706.02 0.373914
2706.39 0.552776
2706.77 0.914667
2706.95 1.25300
2707.14 1.82280
2707.32 2.90751
2707.42 3.85429
2707.51 5.32466
2707.60 7.83783
2707.69 12.5372
2707.74 16.5722
2707.79 22.5044
2707.83 31.6397
2707.88 45.7469
2707.94 72.9972
2708.00 91.0887
2708.03 85.6075
2708.06 72.5185
2708.12 45.3729
2708.18 29.5199
2708.23 20.0168
2708.29 14.2299
2708.34 10.6026
2708.45 6.44533
2708.55 4.30549
2708.66 3.07326
2708.77 2.30305
2708.98 1.43401
2709.20 0.980870
2709.41 0.717920
2709.84 0.439748
2710.27 0.303975
2710.69 0.228765
2711.55 0.154519
2712.41 0.123384
2713.26 0.111354
2714.98 0.118959
2715.83 0.137368
2716.69 0.170019
2717.55 0.226917
2718.40 0.332044
2718.83 0.420355
2719.26 0.553328
2719.69 0.767532
2720.12 1.14235
2720.55 1.89233
2720.76 2.58211
2720.98 3.73249
2721.19 5.85826
2721.30 7.66400
2721.40 10.4284
2721.51 14.9348
2721.56 18.3458
2721.62 22.8851
2721.67 29.3116
2721.72 38.2793
2721.78 51.4964
2721.83 70.1714
2721.92 112.527
2722.00 140.318
2722.04 131.785
2722.09 111.988
2722.17 70.1640
2722.27 40.3615
2722.36 25.0084
2722.46 16.7010
2722.56 11.8821
2722.65 8.82369
2722.75 6.81314
2722.94 4.39143
2723.14 3.05965
2723.33 2.25250
2723.71 1.36741
2724.10 0.919331
2724.49 0.661908
2724.87 0.500627
2725.26 0.392997
2726.03 0.262731
2726.80 0.190182
2727.58 0.145726
2728.35 0.116632
2729.89 0.0824700
2731.44 0.0645663
2734.53 0.0501337
2737.61 0.0520812
2739.16 0.0601782
2740.70 0.0776692
2742.25 0.117227
2743.02 0.156913
2743.79 0.228803
2744.18 0.288967
2744.57 0.379677
2744.95 0.526096
2745.34 0.785169
2745.53 0.996863
2745.72 1.31048
2745.92 1.80341
2746.11 2.64268
2746.30 4.24417
2746.40 5.66056
2746.50 7.88344
2746.59 11.7364
2746.64 14.7394
2746.69 18.9959
2746.74 25.4100
2746.79 35.0548
2746.83 50.3293
2746.88 74.7116
2746.94 119.923
2747.00 149.393
2747.03 140.466
2747.06 119.115
2747.12 74.7071
2747.17 47.9983
2747.23 32.2239
2747.28 22.7388
2747.33 16.8499
2747.44 10.1204
2747.55 6.72850
2747.66 4.77044
2747.76 3.56404
2747.98 2.20132
2748.19 1.49609
2748.41 1.08534
2748.62 0.825649
2748.84 0.651255
2749.27 0.439218
2749.70 0.320511
2750.13 0.247815
2750.56 0.200547
2751.42 0.145792
2752.28 0.118535
2754.00 0.102663
2755.72 0.123576
2756.58 0.154832
2757.44 0.216288
2757.87 0.269184
2758.30 0.350154
2758.73 0.482075
2759.16 0.716447
2759.37 0.909131
2759.59 1.19551
2759.80 1.64729
2760.02 2.42016
2760.23 3.90510
2760.34 5.22686
2760.45 7.31870
2760.55 10.9789
2760.61 13.8966
2760.66 17.9959
2760.71 24.2161
2760.77 33.7005
2760.82 49.3370
2760.87 74.4425
2760.94 119.093
2761.00 148.858
2761.03 139.838
2761.06 119.088
2761.13 74.4370
2761.18 50.0760
2761.23 35.0753
2761.28 25.5361
2761.33 19.2614
2761.43 11.9419
2761.53 8.06834
2761.63 5.79764
2761.73 4.36075
2761.93 2.72013
2762.13 1.85757
2762.33 1.34989
2762.53 1.02640
2762.73 0.807790
2763.13 0.539440
2763.53 0.388043
2763.93 0.294122
2764.33 0.231884
2765.13 0.157095
2765.93 0.115782
2767.53 0.0746319
2769.13 0.0573449
2770.73 0.0542518
2771.53 0.0614308
2772.33 0.0885513
2772.73 0.127589
2773.13 0.234056
2773.33 0.371685
2773.53 0.716819
2773.63 1.12502
2773.73 2.03085
2773.78 2.95695
2773.83 4.66121
2773.86 6.08266
2773.88 8.18600
2773.91 11.3804
2773.93 16.2381
2773.97 26.1133
2774.00 32.4464
2774.04 25.8121
2774.07 16.2373
2774.10 10.4845
2774.13 7.06892
2774.16 5.00638
2774.19 3.70233
2774.26 2.23998
2774.32 1.49468
2774.44 0.802704
2774.57 0.504247
2774.81 0.259315
2775.06 0.163638
2775.56 0.0899911
2776.05 0.0624994
2777.04 0.0416797
2778.03 0.0339559
2780.02 0.0285471
2782.00 0.0278695
2783.98 0.0304538
2785.96 0.0396177
2786.95 0.0520170
2787.45 0.0640491
2787.94 0.0854410
2788.44 0.129860
2788.94 0.248423
2789.18 0.402260
2789.43 0.793927
2789.56 1.26755
2789.62 1.68598
2789.68 2.35328
2789.74 3.50676
2789.80 5.73108
2789.83 7.67810
2789.87 10.6991
2789.90 15.5736
2789.93 23.3624
2789.96 37.2607
2790.00 46.6954
2790.04 37.2603
2790.07 23.3620
2790.10 15.9785
2790.13 11.2022
2790.16 8.16085
2790.19 6.15960
2790.25 3.82542
2790.30 2.60673
2790.36 1.87725
2790.42 1.41644
2790.54 0.894494
2790.77 0.456311
2791.00 0.283899
2791.23 0.198594
2791.46 0.150664
2791.92 0.102092
2792.38 0.0796895
2792.84 0.0681673
2793.77 0.0588685
2795.61 0.0613668
2797.46 0.0802993
2798.38 0.0981760
2799.30 0.126133
2800.23 0.172325
2801.15 0.255888
2801.61 0.325565
2802.07 0.430399
2802.53 0.599505
2803.00 0.896760
2803.23 1.13906
2803.46 1.49659
2803.69 2.05544
2803.92 2.99392
2804.15 4.76702
2804.26 6.29526
2804.38 8.67777
2804.50 12.7089
2804.55 15.8179
2804.61 20.0602
2804.67 26.2396
2804.73 35.2024
2804.78 49.0151
2804.84 69.5795
2804.92 111.315
2805.00 139.136
2805.08 111.309
2805.16 69.5733
2805.21 50.1973
2805.27 37.1807
2805.37 22.0319
2805.47 14.2997
2805.58 9.94936
2805.68 7.29382
2805.79 5.56518
2805.99 3.53695
2806.20 2.44278
2806.41 1.78800
2806.83 1.07840
2807.24 0.723131
2807.66 0.520546
2808.07 0.394337
2808.49 0.310513
2809.32 0.209786
2810.15 0.154126
2811.82 0.0987322
2813.48 0.0742261
2815.15 0.0627610
2818.47 0.0588308
2821.80 0.0751569
2823.47 0.0958926
2825.13 0.135448
2825.96 0.169089
2826.80 0.220380
2827.63 0.303818
2828.46 0.452688
2828.88 0.575225
2829.29 0.757997
2829.71 1.04789
2830.12 1.54790
2830.54 2.52147
2830.75 3.39567
2830.96 4.81413
2831.16 7.32934
2831.27 9.37688
2831.37 12.3807
2831.48 16.9990
2831.58 24.4956
2831.68 37.3556
2831.74 47.1123
2831.79 59.9816
2831.89 96.0006
2832.00 119.655
2832.11 95.6346
2832.21 59.6939
2832.28 44.0009
2832.35 33.1463
2832.48 20.1256
2832.61 13.2286
2832.74 9.30486
2832.87 6.85943
2833.00 5.26537
2833.26 3.37477
2833.52 2.34122
2833.78 1.72143
2834.30 1.04454
2834.82 0.703650
2835.34 0.509326
2835.86 0.388218
2836.38 0.307903
2837.43 0.211970
2838.47 0.160210
2840.55 0.113826
2842.64 0.106681
2843.68 0.117068
2844.72 0.143993
2845.77 0.208396
2846.29 0.273870
2846.81 0.392592
2847.07 0.491561
2847.33 0.639787
2847.59 0.878109
2847.85 1.29294
2848.11 2.12017
2848.24 2.87613
2848.37 4.12966
2848.50 6.45064
2848.57 8.39578
2848.63 11.3493
2848.70 16.1088
2848.76 24.3650
2848.80 30.9735
2848.83 39.9444
2848.86 53.0805
2848.89 71.0389
2848.92 90.7992
2848.95 113.320
2849.00 141.376
2849.03 132.550
2849.06 112.482
2849.11 70.3838
2849.17 41.9936
2849.23 26.7085
2849.28 18.1563
2849.34 13.1070
2849.40 9.82162
2849.46 7.64915
2849.57 4.98699
2849.69 3.50435
2849.80 2.59819
2850.03 1.59688
2850.26 1.08643
2850.49 0.791998
2850.72 0.607118
2850.95 0.483622
2851.41 0.334403
2851.87 0.251567
2852.79 0.169129
2853.71 0.133270
2854.63 0.117640
2856.47 0.118021
2858.31 0.157377
2859.23 0.203411
2860.15 0.289439
2860.61 0.361984
2861.07 0.471484
2861.53 0.647822
2861.99 0.958067
2862.45 1.58056
2862.68 2.15776
2862.91 3.12753
2863.14 4.94029
2863.26 6.49897
2863.37 8.91523
2863.49 12.9245
2863.55 16.0100
2863.60 20.1866
2863.66 26.2092
2863.72 34.8335
2863.78 47.9143
2863.83 67.0435
2863.92 107.501
2864.00 134.043
2864.04 126.069
2864.08 106.982
2864.17 67.0378
2864.26 39.3886
2864.35 24.8881
2864.44 16.7781
2864.53 12.0179
2864.63 8.96894
2864.72 6.95339
2864.90 4.51985
2865.08 3.16467
2865.26 2.34440
2865.63 1.43881
2865.99 0.978606
2866.36 0.715468
2866.72 0.551326
2867.09 0.442723
2867.82 0.314370
2868.55 0.247792
2870.01 0.199708
2871.47 0.225349
2872.20 0.275479
2872.93 0.377309
2873.30 0.465680
2873.66 0.600386
2874.03 0.818434
2874.39 1.20231
2874.76 1.96913
2874.94 2.67760
2875.12 3.85107
2875.31 6.02681
2875.40 7.86069
2875.49 10.6570
2875.58 15.2545
2875.63 18.6957
2875.67 23.2409
2875.72 29.6636
2875.76 38.5394
2875.81 51.5632
2875.85 69.7502
2875.93 111.880
2876.00 139.457
2876.04 131.149
2876.07 111.266
2876.15 69.7432
2876.23 41.7410
2876.30 26.7386
2876.38 18.1810
2876.46 13.1057
2876.54 9.81957
2876.61 7.63746
2876.77 4.98422
2876.92 3.49506
2877.08 2.59023
2877.38 1.58540
2877.69 1.07117
2878.00 0.775163
2878.31 0.588758
2878.62 0.463790
2879.24 0.311534
2879.86 0.225932
2880.48 0.172779
2881.10 0.137533
2882.33 0.0948594
2883.57 0.0708473
2886.04 0.0459558
2888.52 0.0339431
2890.99 0.0277187
2893.46 0.0274099
2894.70 0.0410286
2895.32 0.0940843
2895.63 0.262900
2895.78 0.695046
2895.86 1.47541
2895.90 2.43000
2895.94 4.32340
2895.97 6.88529
2896.00 8.62067
2896.03 6.88515
2896.06 4.31643
2896.09 2.76286
2896.12 1.85936
2896.18 0.974979
2896.30 0.399044
2896.53 0.141921
2896.99 0.0536369
2897.92 0.0272094
2899.78 0.0194249
2903.50 0.0181697
2905.35 0.0206872
2907.21 0.0296616
2908.14 0.0426373
2909.07 0.0791183
2909.53 0.128516
2910.00 0.261174
2910.23 0.432734
2910.46 0.866265
2910.58 1.38491
2910.64 1.83876
2910.69 2.55526
2910.75 3.77564
2910.81 6.07574
2910.84 8.04183
2910.87 11.0215
2910.90 15.6864
2910.93 23.0329
2910.96 36.8457
2911.00 46.0539
2911.04 36.8451
2911.07 23.0322
2911.10 15.4866
2911.13 10.8950
2911.16 7.95953
2911.19 6.02019
2911.25 3.74750
2911.31 2.53924
2911.37 1.82880
2911.42 1.37827
2911.54 0.862807
2911.77 0.431270
2912.00 0.260241
2912.24 0.175400
2912.47 0.127625
2912.93 0.0783259
2913.40 0.0546744
2913.86 0.0415793
2914.79 0.0282929
2915.72 0.0220523
2916.65 0.0186680
2918.51 0.0155134
2922.22 0.0164753
2923.15 0.0198549
2924.08 0.0298971
2924.54 0.0437411
2925.01 0.0813637
2925.24 0.130598
2925.47 0.257098
2925.59 0.411584
2925.70 0.770504
2925.76 1.15790
2925.82 1.91994
2925.88 3.68186
2925.91 5.47780
2925.94 8.51630
2925.97 13.6196
2926.00 17.0217
2926.03 13.6194
2926.06 8.51609
2926.10 5.32094
2926.13 3.54374
2926.19 1.82885
2926.25 1.09726
2926.31 0.728036
2926.43 0.386078
2926.55 0.241155
2926.79 0.122337
2927.03 0.0762380
2927.51 0.0410269
2927.99 0.0280338
2928.96 0.0184221
2929.92 0.0149706
2931.85 0.0125206
2933.78 0.0117797
2941.49 0.0127949
2945.34 0.0153038
2947.27 0.0177505
2949.20 0.0220772
2951.12 0.0310383
2952.09 0.0397855
2953.05 0.0555014
2954.01 0.0885468
2954.50 0.120935
2954.98 0.178980
2955.46 0.299302
2955.70 0.415041
2955.94 0.617699
2956.18 1.02187
2956.30 1.39627
2956.42 2.01591
2956.55 3.17249
2956.61 4.14877
2956.67 5.64275
2956.73 8.07684
2956.79 12.3678
2956.85 20.6664
2956.88 27.7043
2956.91 37.8295
2956.93 48.5403
2956.95 60.7733
2957.00 75.6443
2957.05 60.2623
2957.10 37.8279
2957.15 21.6643
2957.20 13.4913
2957.26 9.04282
2957.31 6.42989
2957.37 4.76246
2957.42 3.67750
2957.53 2.37604
2957.64 1.65371
2957.75 1.22020
2957.96 0.743831
2958.18 0.501392
2958.40 0.362268
2958.61 0.275191
2958.83 0.217357
2959.26 0.147148
2959.70 0.108131
2960.56 0.0686072
2961.43 0.0501867
2962.30 0.0403496
2964.03 0.0312748
2967.50 0.0277885
2970.96 0.0323433
2974.43 0.0460237
2976.16 0.0601809
2977.90 0.0859981
2978.76 0.107668
2979.63 0.140600
2980.50 0.194223
2981.36 0.290250
2981.80 0.370006
2982.23 0.489567
2982.67 0.681646
2983.10 1.01731
2983.53 1.68882
2983.75 2.30856
2983.97 3.33824
2984.18 5.25337
2984.29 6.87612
2984.40 9.36256
2984.51 13.4699
2984.56 16.5299
2984.62 20.6863
2984.67 26.4725
2984.72 34.7222
2984.78 46.6912
2984.83 63.9876
2984.92 102.611
2985.00 127.954
2985.09 102.121
2985.17 63.9818
2985.25 41.2618
2985.32 27.9156
2985.40 19.7256
2985.47 14.6072
2985.62 8.81032
2985.77 5.86582
2985.92 4.16530
2986.07 3.11239
2986.37 1.92241
2986.68 1.30522
2986.98 0.945195
2987.28 0.717258
2987.58 0.563990
2988.18 0.377237
2988.78 0.272245
2989.38 0.207517
2989.99 0.164895
2991.19 0.114204
2992.40 0.0866707
2994.80 0.0601169
2997.21 0.0493772
2999.62 0.0455086
3004.44 0.0488675
3009.25 0.0665092
3011.66 0.0849638
3014.07 0.117652
3016.48 0.183820
3017.68 0.246512
3018.89 0.355904
3020.09 0.576178
3020.69 0.783339
3021.30 1.13911
3021.90 1.83076
3022.20 2.45253
3022.50 3.46424
3022.80 5.26773
3022.95 6.75061
3023.10 8.92504
3023.25 12.3203
3023.40 17.8615
3023.55 27.5993
3023.63 35.0566
3023.70 45.0011
3023.85 72.0419
3024.00 89.9046
3024.15 71.8447
3024.30 45.0019
3024.47 25.4209
3024.65 15.6175
3024.83 10.3913
3025.00 7.36628
3025.18 5.47585
3025.36 4.23753
3025.71 2.76737
3026.06 1.96600
3026.41 1.48812
3027.12 0.977788
3027.82 0.736951
3028.53 0.619288
3029.94 0.572864
3031.35 0.726288
3032.05 0.918435
3032.75 1.26785
3033.46 1.95720
3033.81 2.57191
3034.16 3.55037
3034.34 4.27539
3034.52 5.24320
3034.69 6.57806
3034.87 8.47977
3035.05 11.2917
3035.22 15.6214
3035.40 22.5396
3035.57 33.6988
3035.79 53.9125
3036.00 67.2995
3036.11 63.3247
3036.21 53.8004
3036.43 33.6853
3036.61 22.4270
3036.78 15.5156
3036.96 11.1794
3037.14 8.38589
3037.49 5.16624
3037.85 3.48792
3038.20 2.51401
3038.56 1.90238
3039.27 1.21042
3039.98 0.852139
3040.69 0.646635
3042.11 0.447104
3043.53 0.396929
3044.24 0.422657
3044.95 0.504795
3045.66 0.706972
3046.01 0.908702
3046.37 1.26058
3046.72 1.94283
3046.90 2.54974
3047.08 3.51239
3047.26 5.18368
3047.43 8.37556
3047.52 11.1716
3047.61 15.4951
3047.70 22.4388
3047.79 33.5397
3047.89 53.6179
3048.00 66.8033
3048.11 53.4109
3048.21 33.3731
3048.32 20.4698
3048.43 13.3413
3048.54 9.23340
3048.64 6.72231
3048.75 5.08541
3048.86 3.98588
3049.07 2.63916
3049.29 1.87857
3049.50 1.41271
3049.93 0.893083
3050.36 0.624491
3050.79 0.467823
3051.64 0.300858
3052.50 0.217365
3053.36 0.169296
3055.07 0.118403
3056.79 0.0942058
3058.50 0.0846204
3059.36 0.0868582
3060.22 0.103017
3060.65 0.128402
3061.08 0.199591
3061.29 0.293413
3061.51 0.531641
3061.61 0.818517
3061.72 1.47108
3061.77 2.16639
3061.83 3.46687
3061.85 4.61217
3061.88 6.37668
3061.91 9.19739
3061.93 13.6412
3061.97 21.7224
3062.00 27.2204
3062.03 21.7220
3062.07 13.6406
3062.10 8.44719
3062.13 5.55973
3062.16 3.83680
3062.20 2.81454
3062.26 1.68165
3062.33 1.12085
3062.46 0.611999
3062.59 0.396700
3062.85 0.222375
3063.10 0.155214
3063.62 0.103821
3064.14 0.0850893
3065.18 0.0721414
3066.22 0.0693257
3068.30 0.0750268
3070.38 0.0943650
3072.45 0.140715
3073.49 0.187415
3074.53 0.271157
3075.57 0.442389
3076.09 0.603975
3076.61 0.879398
3077.13 1.40799
3077.39 1.87442
3077.65 2.61348
3077.91 3.89126
3078.17 6.33085
3078.30 8.46091
3078.43 11.7489
3078.56 17.0194
3078.69 25.4688
3078.84 40.7888
3079.00 50.9130
3079.16 40.6798
3079.31 25.4639
3079.47 15.7932
3079.62 10.3544
3079.77 7.18715
3079.93 5.23684
3080.08 3.96864
3080.23 3.10427
3080.54 2.04255
3080.84 1.44380
3081.15 1.07478
3081.76 0.663785
3082.38 0.452434
3082.99 0.330151
3083.60 0.253061
3084.21 0.201403
3085.44 0.138733
3086.66 0.103899
3089.11 0.0696979
3091.56 0.0573962
3094.01 0.0624597
3095.23 0.0794987
3095.84 0.0982041
3096.46 0.133213
3097.07 0.207925
3097.37 0.281024
3097.68 0.410730
3097.99 0.674042
3098.14 0.921080
3098.29 1.34134
3098.45 2.14187
3098.52 2.84961
3098.60 3.95483
3098.68 5.86963
3098.75 9.44884
3098.79 12.6124
3098.83 17.3212
3098.87 24.7223
3098.90 36.4325
3098.93 46.6261
3098.95 58.2758
3099.00 72.8374
3099.05 58.2743
3099.10 36.4307
3099.13 26.2371
3099.16 19.2987
3099.22 11.3234
3099.29 7.30623
3099.35 5.06586
3099.42 3.70652
3099.48 2.82544
3099.61 1.79600
3099.74 1.24283
3099.86 0.912631
3100.12 0.556441
3100.38 0.377435
3100.63 0.275391
3100.89 0.211761
3101.14 0.169551
3101.65 0.118350
3102.17 0.0897868
3103.19 0.0605064
3104.21 0.0465076
3105.23 0.0387250
3107.28 0.0309122
3111.37 0.0262810
3115.46 0.0278033
3119.56 0.0359856
3121.60 0.0452465
3123.65 0.0626976
3124.67 0.0775645
3125.69 0.100345
3126.72 0.137698
3127.74 0.205149
3128.25 0.261408
3128.76 0.346148
3129.27 0.482999
3129.79 0.724081
3130.04 0.920936
3130.30 1.21193
3130.55 1.66786
3130.81 2.43659
3131.06 3.89621
3131.19 5.16808
3131.32 7.14724
3131.45 10.5145
3131.51 13.1276
3131.58 16.7893
3131.64 22.0899
3131.70 30.0289
3131.77 42.2680
3131.83 60.8289
3131.92 97.3177
3132.00 121.641
3132.09 97.3123
3132.17 60.8235
3132.23 44.2102
3132.28 32.9405
3132.39 19.6838
3132.50 12.7964
3132.60 8.93852
3132.71 6.55319
3132.82 5.01133
3133.04 3.18814
3133.26 2.20258
3133.47 1.61200
3133.91 0.972134
3134.34 0.650372
3134.77 0.467035
3135.21 0.352362
3135.64 0.276237
3136.51 0.184246
3137.37 0.133117
3138.24 0.101793
3139.11 0.0812485
3140.84 0.0569010
3142.58 0.0437124
3146.05 0.0311507
3149.51 0.0267636
3152.98 0.0280312
3154.72 0.0327621
3155.59 0.0378844
3156.45 0.0473948
3157.32 0.0676737
3157.75 0.0876782
3158.19 0.123528
3158.62 0.198209
3159.05 0.396169
3159.27 0.649394
3159.38 0.885456
3159.49 1.27825
3159.60 2.01935
3159.65 2.65087
3159.70 3.62737
3159.76 5.24194
3159.81 8.15137
3159.84 10.5274
3159.87 13.9744
3159.89 19.0838
3159.92 26.8181
3159.94 34.1659
3159.96 42.7878
3160.00 53.6138
3160.04 42.7871
3160.08 26.8173
3160.11 19.3145
3160.13 14.1291
3160.16 10.6327
3160.19 8.22491
3160.24 5.28096
3160.30 3.65020
3160.35 2.66534
3160.40 2.02913
3160.51 1.28828
3160.62 0.891528
3160.73 0.655253
3160.94 0.400358
3161.16 0.273310
3161.38 0.201092
3161.81 0.126611
3162.24 0.0909894
3162.67 0.0715010
3163.53 0.0524537
3164.40 0.0445584
3165.26 0.0415316
3166.98 0.0434587
3168.71 0.0562142
3169.57 0.0704027
3170.44 0.0967394
