B-11(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.20248E+07 2.34752E-07
1.20357E+07 2.34643E-07
1.20466E+07 2.34534E-07
1.20550E+07 2.34450E-07
1.20561E+07 2.34439E-07
1.20740E+07 2.34260E-07
1.20848E+07 2.34153E-07
1.20897E+07 2.34103E-07
1.21034E+07 2.33966E-07
1.21135E+07 2.33865E-07
1.21275E+07 2.33725E-07
1.21350E+07 2.33650E-07
1.21456E+07 2.33544E-07
1.21592E+07 2.33408E-07
1.21675E+07 2.33325E-07
1.21796E+07 2.33204E-07
1.22000E+07 2.33000E-07
1.22248E+07 2.32752E-07
1.22466E+07 2.32534E-07
1.22567E+07 2.32433E-07
1.22567E+07 2.32433E-07
1.22657E+07 2.32343E-07
1.22684E+07 2.32316E-07
1.22824E+07 2.32176E-07
1.23012E+07 2.31988E-07
1.23117E+07 2.31883E-07
1.23337E+07 2.31663E-07
1.23502E+07 2.31498E-07
1.23505E+07 2.31495E-07
1.23751E+07 2.31249E-07
1.24000E+07 2.31000E-07
1.24062E+07 2.30938E-07
1.24122E+07 2.30878E-07
1.24180E+07 2.30820E-07
1.24237E+07 2.30763E-07
1.24248E+07 2.30752E-07
1.24292E+07 2.30708E-07
1.24345E+07 2.30655E-07
1.24396E+07 2.30604E-07
1.24446E+07 2.30554E-07
1.24466E+07 2.30534E-07
1.24494E+07 2.30506E-07
1.24497E+07 2.30503E-07
1.24541E+07 2.30459E-07
1.24632E+07 2.30368E-07
1.24717E+07 2.30283E-07
1.24797E+07 2.30204E-07
1.24848E+07 2.30152E-07
1.24871E+07 2.30129E-07
1.24871E+07 2.30129E-07
1.24942E+07 2.30058E-07
1.25000E+07 2.30000E-07
1.25008E+07 2.29993E-07
1.25036E+07 2.29964E-07
1.25069E+07 2.29931E-07
1.25127E+07 2.29873E-07
1.25135E+07 2.29865E-07
1.25182E+07 2.29818E-07
1.25233E+07 2.29767E-07
1.25281E+07 2.29720E-07
1.25351E+07 2.29650E-07
1.25370E+07 2.29630E-07
1.25434E+07 2.29566E-07
1.25449E+07 2.29551E-07
1.25518E+07 2.29483E-07
1.25578E+07 2.29422E-07
1.25630E+07 2.29370E-07
1.25675E+07 2.29325E-07
1.25677E+07 2.29323E-07
1.25757E+07 2.29243E-07
1.25818E+07 2.29182E-07
1.25909E+07 2.29091E-07
1.26000E+07 2.29000E-07
1.26016E+07 2.28985E-07
1.26031E+07 2.28969E-07
1.26046E+07 2.28954E-07
1.26061E+07 2.28939E-07
1.26062E+07 2.28938E-07
1.26076E+07 2.28924E-07
1.26091E+07 2.28909E-07
1.26106E+07 2.28894E-07
1.26121E+07 2.28879E-07
1.26122E+07 2.28878E-07
1.26135E+07 2.28865E-07
1.26150E+07 2.28850E-07
1.26164E+07 2.28836E-07
1.26178E+07 2.28822E-07
1.26180E+07 2.28820E-07
1.26193E+07 2.28808E-07
1.26221E+07 2.28780E-07
1.26237E+07 2.28763E-07
1.26248E+07 2.28752E-07
1.26275E+07 2.28725E-07
1.26292E+07 2.28708E-07
1.26302E+07 2.28698E-07
1.26329E+07 2.28672E-07
1.26345E+07 2.28655E-07
1.26354E+07 2.28646E-07
1.26380E+07 2.28620E-07
1.26396E+07 2.28604E-07
1.26405E+07 2.28595E-07
1.26430E+07 2.28570E-07
1.26446E+07 2.28554E-07
1.26454E+07 2.28546E-07
1.26478E+07 2.28522E-07
1.26497E+07 2.28503E-07
1.26502E+07 2.28498E-07
1.26525E+07 2.28475E-07
1.26542E+07 2.28458E-07
1.26548E+07 2.28452E-07
1.26571E+07 2.28429E-07
1.26593E+07 2.28407E-07
1.26615E+07 2.28385E-07
1.26633E+07 2.28367E-07
1.26636E+07 2.28364E-07
1.26658E+07 2.28343E-07
1.26678E+07 2.28322E-07
1.26699E+07 2.28301E-07
1.26718E+07 2.28282E-07
1.26719E+07 2.28281E-07
1.26739E+07 2.28261E-07
1.26759E+07 2.28241E-07
1.26778E+07 2.28222E-07
1.26797E+07 2.28203E-07
1.26798E+07 2.28202E-07
1.26816E+07 2.28184E-07
1.26834E+07 2.28166E-07
1.26852E+07 2.28148E-07
1.26870E+07 2.28130E-07
1.26871E+07 2.28129E-07
1.26873E+07 2.28127E-07
1.26888E+07 2.28112E-07
1.26905E+07 2.28095E-07
1.26922E+07 2.28078E-07
1.26939E+07 2.28061E-07
1.26943E+07 2.28057E-07
1.26955E+07 2.28045E-07
1.26972E+07 2.28029E-07
1.26988E+07 2.28013E-07
1.27003E+07 2.27997E-07
1.27009E+07 2.27991E-07
1.27019E+07 2.27981E-07
1.27034E+07 2.27966E-07
1.27049E+07 2.27951E-07
1.27064E+07 2.27936E-07
1.27070E+07 2.27930E-07
1.27079E+07 2.27922E-07
1.27093E+07 2.27907E-07
1.27121E+07 2.27879E-07
1.27128E+07 2.27872E-07
1.27149E+07 2.27852E-07
1.27175E+07 2.27825E-07
1.27183E+07 2.27817E-07
1.27201E+07 2.27799E-07
1.27226E+07 2.27774E-07
1.27234E+07 2.27767E-07
1.27246E+07 2.27754E-07
1.27250E+07 2.27750E-07
1.27273E+07 2.27727E-07
1.27296E+07 2.27704E-07
1.27318E+07 2.27682E-07
1.27329E+07 2.27671E-07
1.27339E+07 2.27661E-07
1.27360E+07 2.27640E-07
1.27380E+07 2.27621E-07
1.27399E+07 2.27601E-07
1.27413E+07 2.27587E-07
1.27418E+07 2.27582E-07
1.27434E+07 2.27566E-07
1.27436E+07 2.27564E-07
1.27453E+07 2.27547E-07
1.27470E+07 2.27530E-07
1.27486E+07 2.27514E-07
1.27487E+07 2.27513E-07
1.27503E+07 2.27497E-07
1.27519E+07 2.27482E-07
1.27534E+07 2.27467E-07
1.27548E+07 2.27452E-07
1.27550E+07 2.27450E-07
1.27576E+07 2.27424E-07
1.27603E+07 2.27397E-07
1.27606E+07 2.27394E-07
1.27628E+07 2.27373E-07
1.27651E+07 2.27349E-07
1.27673E+07 2.27328E-07
1.27693E+07 2.27307E-07
1.27705E+07 2.27295E-07
1.27712E+07 2.27288E-07
1.27730E+07 2.27270E-07
1.27747E+07 2.27253E-07
1.27763E+07 2.27237E-07
1.27778E+07 2.27222E-07
1.27778E+07 2.27222E-07
1.27805E+07 2.27195E-07
1.27830E+07 2.27170E-07
1.27834E+07 2.27166E-07
1.27851E+07 2.27149E-07
1.27870E+07 2.27130E-07
1.27886E+07 2.27114E-07
1.27914E+07 2.27086E-07
1.27917E+07 2.27083E-07
1.27936E+07 2.27064E-07
1.27952E+07 2.27048E-07
1.27976E+07 2.27024E-07
1.28000E+07 2.27000E-07
1.28062E+07 2.26938E-07
1.28122E+07 2.26878E-07
1.28180E+07 2.26820E-07
1.28237E+07 2.26763E-07
1.28292E+07 2.26708E-07
1.28345E+07 2.26655E-07
1.28396E+07 2.26604E-07
1.28398E+07 2.26602E-07
1.28446E+07 2.26554E-07
1.28494E+07 2.26506E-07
1.28497E+07 2.26503E-07
1.28541E+07 2.26459E-07
1.28586E+07 2.26414E-07
1.28591E+07 2.26409E-07
1.28630E+07 2.26370E-07
1.28673E+07 2.26327E-07
1.28678E+07 2.26322E-07
1.28714E+07 2.26286E-07
1.28754E+07 2.26246E-07
1.28761E+07 2.26239E-07
1.28793E+07 2.26207E-07
1.28830E+07 2.26170E-07
1.28838E+07 2.26162E-07
1.28867E+07 2.26133E-07
1.28902E+07 2.26098E-07
1.28910E+07 2.26090E-07
1.28936E+07 2.26064E-07
1.28969E+07 2.26031E-07
1.28978E+07 2.26022E-07
1.28996E+07 2.26004E-07
1.29034E+07 2.25967E-07
1.29042E+07 2.25959E-07
1.29094E+07 2.25906E-07
1.29101E+07 2.25899E-07
1.29150E+07 2.25850E-07
1.29157E+07 2.25843E-07
1.29203E+07 2.25797E-07
1.29253E+07 2.25747E-07
1.29262E+07 2.25738E-07
1.29299E+07 2.25701E-07
1.29343E+07 2.25657E-07
1.29354E+07 2.25646E-07
1.29384E+07 2.25616E-07
1.29422E+07 2.25578E-07
1.29435E+07 2.25565E-07
1.29458E+07 2.25542E-07
1.29492E+07 2.25508E-07
1.29505E+07 2.25495E-07
1.29556E+07 2.25444E-07
1.29567E+07 2.25433E-07
1.29611E+07 2.25389E-07
1.29621E+07 2.25379E-07
1.29660E+07 2.25340E-07
1.29702E+07 2.25298E-07
1.29716E+07 2.25284E-07
1.29739E+07 2.25261E-07
1.29787E+07 2.25213E-07
1.29804E+07 2.25196E-07
1.29853E+07 2.25147E-07
1.29890E+07 2.25110E-07
1.29893E+07 2.25107E-07
1.29945E+07 2.25055E-07
1.30000E+07 2.25000E-07
1.30062E+07 2.24938E-07
1.30182E+07 2.24818E-07
1.30295E+07 2.24705E-07
1.30401E+07 2.24599E-07
1.30497E+07 2.24503E-07
1.30501E+07 2.24500E-07
1.30594E+07 2.24406E-07
1.30681E+07 2.24319E-07
1.30763E+07 2.24237E-07
1.30840E+07 2.24160E-07
1.30871E+07 2.24129E-07
1.30912E+07 2.24088E-07
1.30980E+07 2.24020E-07
1.31044E+07 2.23956E-07
1.31163E+07 2.23837E-07
1.31267E+07 2.23733E-07
1.31359E+07 2.23642E-07
1.31434E+07 2.23566E-07
1.31439E+07 2.23562E-07
1.31509E+07 2.23491E-07
1.31570E+07 2.23430E-07
1.31677E+07 2.23323E-07
1.31758E+07 2.23242E-07
1.31879E+07 2.23121E-07
1.32000E+07 2.23000E-07
1.32124E+07 2.22876E-07
1.32241E+07 2.22759E-07
1.32350E+07 2.22650E-07
1.32452E+07 2.22548E-07
1.32497E+07 2.22503E-07
1.32549E+07 2.22451E-07
1.32639E+07 2.22361E-07
1.32724E+07 2.22277E-07
1.32803E+07 2.22197E-07
1.32878E+07 2.22123E-07
1.32880E+07 2.22120E-07
1.33017E+07 2.21983E-07
1.33140E+07 2.21860E-07
1.33247E+07 2.21754E-07
1.33247E+07 2.21753E-07
1.33341E+07 2.21659E-07
1.33423E+07 2.21577E-07
1.33495E+07 2.21505E-07
1.33621E+07 2.21379E-07
1.33716E+07 2.21284E-07
1.33858E+07 2.21142E-07
1.34000E+07 2.21000E-07
1.34124E+07 2.20876E-07
1.34241E+07 2.20759E-07
1.34350E+07 2.20650E-07
1.34453E+07 2.20548E-07
1.34549E+07 2.20451E-07
1.34639E+07 2.20361E-07
1.34808E+07 2.20192E-07
1.34957E+07 2.20043E-07
1.34996E+07 2.20004E-07
1.35000E+07 2.20000E-07
1.35087E+07 2.19913E-07
1.35201E+07 2.19800E-07
1.35300E+07 2.19700E-07
1.35475E+07 2.19525E-07
1.35606E+07 2.19394E-07
1.35704E+07 2.19296E-07
1.35852E+07 2.19148E-07
1.36000E+07 2.19000E-07
1.36124E+07 2.18876E-07
1.36357E+07 2.18643E-07
1.36562E+07 2.18439E-07
1.36741E+07 2.18260E-07
1.36897E+07 2.18103E-07
1.36996E+07 2.18004E-07
1.37035E+07 2.17965E-07
1.37275E+07 2.17725E-07
1.37456E+07 2.17544E-07
1.37592E+07 2.17408E-07
1.37796E+07 2.17204E-07
1.38000E+07 2.17000E-07
1.38248E+07 2.16752E-07
1.38466E+07 2.16534E-07
1.38848E+07 2.16152E-07
1.39135E+07 2.15865E-07
1.39351E+07 2.15649E-07
1.39675E+07 2.15325E-07
1.40000E+07 2.15000E-07
1.40497E+07 2.14503E-07
1.40872E+07 2.14129E-07
1.41435E+07 2.13565E-07
1.42000E+07 2.13000E-07
1.42497E+07 2.12503E-07
1.43247E+07 2.11753E-07
1.44000E+07 2.11000E-07
1.44030E+07 2.10970E-07
1.44497E+07 2.10503E-07
1.45000E+07 2.10000E-07
1.45247E+07 2.09713E-07
1.46000E+07 2.08836E-07
1.46997E+07 2.07676E-07
1.48000E+07 2.06508E-07
1.48550E+07 2.05868E-07
1.48997E+07 2.05348E-07
1.50000E+07 2.04180E-07
1.50997E+07 2.02145E-07
1.52000E+07 2.00096E-07
1.52997E+07 1.98061E-07
1.54000E+07 1.96013E-07
1.56000E+07 1.91929E-07
1.58000E+07 1.87846E-07
1.59330E+07 1.85130E-07
1.60000E+07 1.83762E-07
1.62000E+07 1.79678E-07
1.64000E+07 1.75595E-07
1.64190E+07 1.75207E-07
1.66000E+07 1.71511E-07
1.68000E+07 1.67428E-07
1.70000E+07 1.63344E-07
1.72000E+07 1.59260E-07
1.74000E+07 1.55177E-07
1.76000E+07 1.51093E-07
1.78000E+07 1.47010E-07
1.80000E+07 1.42926E-07
1.82000E+07 1.38842E-07
1.84000E+07 1.34759E-07
1.86000E+07 1.30675E-07
1.88000E+07 1.26592E-07
1.90000E+07 1.22508E-07
1.92000E+07 1.18424E-07
1.94000E+07 1.14341E-07
1.96000E+07 1.10257E-07
1.98000E+07 1.06174E-07
2.00000E+07 1.02090E-07
