Rb-87(n,tot) ENDF/B-VII.1
7353.97 31.5584
7356.29 24.3961
7358.61 20.0261
7360.92 17.1774
7365.56 13.8504
7370.19 12.1154
7374.82 11.1713
7384.09 10.4724
7393.36 10.6144
7402.63 11.2665
7421.16 13.7719
7439.70 17.9888
7458.23 24.5381
7476.77 34.5446
7495.30 49.6260
7527.65 91.4991
7560.00 131.390
7592.35 120.228
7624.70 85.6333
7657.74 59.2771
7690.78 43.1477
7723.81 33.1597
7756.85 26.6478
7822.93 18.9512
7889.00 14.6821
7955.08 12.0102
8021.15 10.1947
8153.30 7.95538
8285.45 6.96445
8351.53 7.04109
8417.60 7.83454
8483.68 10.0814
8516.71 12.2661
8549.75 15.7375
8582.79 21.3541
8615.83 30.6800
8648.86 46.5821
8681.90 73.8887
8724.95 133.768
8768.00 190.330
8811.05 173.822
8854.10 124.307
8884.88 96.2299
8915.66 76.2391
8946.44 62.1806
8977.22 52.1177
9038.78 39.1473
9100.34 31.4244
9161.90 26.4216
9223.47 22.9614
9346.59 18.5311
9469.71 15.8167
9592.83 13.9384
9654.39 13.1582
9715.95 12.3884
9746.73 11.9497
9762.12 11.6881
9777.51 11.3672
9792.90 10.9277
9800.60 10.6213
9808.29 10.2044
9812.14 9.92824
9815.99 9.58116
9819.83 9.12776
9823.68 8.50641
9825.61 8.09967
9827.53 7.60045
9829.45 6.97688
9831.38 6.18969
9833.30 5.21674
9835.22 4.26537
9836.19 4.25141
9836.67 4.68697
9837.15 5.80848
9837.63 8.31910
9837.87 10.5324
9838.11 13.7922
9838.35 18.6667
9838.59 25.9526
9838.83 36.9334
9839.07 53.3826
9839.30 76.4121
9839.54 106.659
9840.00 165.658
9840.23 173.287
9840.47 163.247
9840.93 124.189
9841.24 101.180
9841.55 83.7470
9842.17 61.3196
9842.80 48.4396
9843.42 40.4553
9844.04 35.1259
9844.66 31.3746
9845.90 26.4967
9847.14 23.4986
9848.39 21.4870
9850.87 18.9750
9853.36 17.4749
9855.84 16.4798
9858.33 15.7705
9860.81 15.2386
9865.79 14.4908
9870.76 13.9861
9875.73 13.6190
9880.70 13.3372
9890.64 12.9259
9900.58 12.6326
9920.47 12.2225
9940.35 11.9309
9960.23 11.6996
10000.0 11.3312
10086.4 10.7203
10172.8 10.2074
10216.0 9.95351
10259.2 9.66796
10280.8 9.48638
10291.6 9.37145
10302.4 9.22439
10313.2 9.01412
10318.6 8.86274
10324.0 8.65176
10326.7 8.50922
10329.4 8.32708
10332.1 8.08434
10334.8 7.74227
10336.1 7.51204
10337.5 7.22159
10338.8 6.84435
10340.2 6.33770
10341.5 5.63584
10342.2 5.18572
10342.9 4.68721
10343.6 4.22381
10343.9 4.13065
10344.2 4.33067
10344.6 5.30300
10344.8 6.43182
10344.9 8.26160
10345.1 11.6413
10345.3 17.7274
10345.4 28.9668
10345.6 48.2688
10345.8 93.7345
10346.0 142.614
10346.1 147.485
10346.2 137.757
10346.4 103.099
10346.6 78.6650
10346.8 62.7553
10346.9 51.8125
10347.1 44.1057
10347.5 34.0977
10347.8 28.4050
10348.2 24.6375
10348.5 22.1209
10349.2 18.9042
10349.9 16.9347
10350.6 15.6312
10351.2 14.7086
10351.9 14.0314
10353.3 13.0787
10354.7 12.4554
10356.1 12.0106
10357.4 11.6811
10360.2 11.2195
10362.9 10.9115
10365.7 10.6899
10368.4 10.5220
10373.9 10.2815
10379.4 10.1146
10390.4 9.88991
10401.4 9.73748
10412.4 9.62090
10434.4 9.44123
10478.4 9.16941
10522.4 8.93829
10610.4 8.49658
10698.4 8.01198
10786.4 7.39483
10830.3 6.98512
10874.3 6.45094
10896.3 6.11181
10918.3 5.70293
10940.3 5.20018
10962.3 4.57458
10984.3 3.81403
10995.3 3.41660
11006.3 3.10546
11017.3 3.16614
11022.8 3.58858
11028.3 4.62421
11033.8 6.92295
11036.6 8.95582
11039.3 11.9910
11042.1 16.5734
11044.8 23.5784
11047.6 34.3844
11050.3 50.9097
11055.2 99.5148
11060.0 151.331
11062.4 156.797
11064.9 146.486
11069.7 109.786
11075.1 77.3146
11080.6 57.6836
11086.0 45.6878
11091.4 37.9358
11096.9 32.6387
11102.3 28.8432
11113.2 23.8408
11124.0 20.7344
11134.9 18.6417
11156.6 16.0193
11178.3 14.4507
11200.1 13.4092
11221.8 12.6661
11243.5 12.1077
11286.9 11.3198
11330.4 10.7850
11417.3 10.0906
11504.2 9.64478
11591.1 9.32367
11764.9 8.87187
11938.6 8.55186
12112.4 8.30185
12460.0 7.91453
12460.0 11.5933
15000.0 11.0944
17000.0 10.7855
20000.0 10.4152
25000.0 9.95866
30000.0 9.62559
35000.0 9.36938
40000.0 9.16439
50000.0 8.85303
60000.0 8.62401
70000.0 8.44541
80000.0 8.30003
99999.9 8.07266
100000 8.09222
150000 8.00849
200000 7.90305
250000 7.77337
300000 7.62420
400000 7.28499
407677 7.26311
500000 6.93649
700000 6.25387
800000 5.94442
855616 5.78380
900000 5.66177
1.00000E+06 5.40682
1.19621E+06 4.98451
1.25000E+06 4.88598
1.47998E+06 4.53384
1.47998E+06 4.53383
1.50000E+06 4.50799
1.59682E+06 4.39234
1.59682E+06 4.39234
1.75000E+06 4.23724
1.76121E+06 4.22708
2.00000E+06 4.04197
2.44303E+06 3.81792
2.58566E+06 3.77004
2.58567E+06 3.77004
2.84383E+06 3.70662
3.00000E+06 3.68078
3.07115E+06 3.68006
3.14229E+06 3.67952
3.14229E+06 3.67952
3.19590E+06 3.67844
3.24951E+06 3.67748
3.30311E+06 3.67662
3.35672E+06 3.67586
3.41033E+06 3.67519
3.46393E+06 3.67462
3.51754E+06 3.67413
3.57115E+06 3.67372
3.62475E+06 3.67339
3.67836E+06 3.67313
3.73197E+06 3.67294
3.78557E+06 3.67282
3.83918E+06 3.67276
3.89279E+06 3.67276
3.94639E+06 3.67282
4.00000E+06 3.67294
4.01563E+06 3.67582
4.03125E+06 3.67869
4.04688E+06 3.68156
4.06250E+06 3.68441
4.07813E+06 3.68726
4.09375E+06 3.69010
4.10938E+06 3.69293
4.12500E+06 3.69576
4.14063E+06 3.69857
4.15625E+06 3.70138
4.17188E+06 3.70418
4.18750E+06 3.70697
4.20313E+06 3.70975
4.21875E+06 3.71252
4.23438E+06 3.71529
4.25000E+06 3.71804
4.26563E+06 3.72079
4.28125E+06 3.72354
4.29688E+06 3.72627
4.31250E+06 3.72900
4.32813E+06 3.73172
4.34375E+06 3.73443
4.35938E+06 3.73713
4.37500E+06 3.73983
4.39063E+06 3.74252
4.40625E+06 3.74520
4.42188E+06 3.74787
4.43750E+06 3.75054
4.45313E+06 3.75320
4.46875E+06 3.75585
4.48438E+06 3.75850
4.50000E+06 3.76113
4.51563E+06 3.76376
4.53125E+06 3.76639
4.54688E+06 3.76900
4.56250E+06 3.77161
4.57813E+06 3.77422
4.59375E+06 3.77681
4.60938E+06 3.77940
4.62500E+06 3.78198
4.64063E+06 3.78456
4.65625E+06 3.78712
4.67188E+06 3.78969
4.68750E+06 3.79224
4.70313E+06 3.79479
4.71875E+06 3.79733
4.73438E+06 3.79987
4.75000E+06 3.80240
4.76563E+06 3.80492
4.78125E+06 3.80744
4.79688E+06 3.80994
4.81250E+06 3.81245
4.82813E+06 3.81495
4.84375E+06 3.81744
4.85938E+06 3.81992
4.87500E+06 3.82240
4.89063E+06 3.82487
4.90625E+06 3.82734
4.92188E+06 3.82980
4.93750E+06 3.83225
4.95313E+06 3.83470
4.96875E+06 3.83714
4.98438E+06 3.83958
5.00000E+06 3.84200
5.06250E+06 3.85905
5.12500E+06 3.87600
5.18750E+06 3.89283
5.25000E+06 3.90957
5.31250E+06 3.92620
5.37500E+06 3.94274
5.43750E+06 3.95918
5.50000E+06 3.97552
5.56250E+06 3.99177
5.62500E+06 4.00792
5.68750E+06 4.02399
5.75000E+06 4.03996
5.81250E+06 4.05585
5.87500E+06 4.07166
5.93750E+06 4.08737
6.00000E+06 4.10301
6.09738E+06 4.12817
6.19477E+06 4.15312
6.29215E+06 4.17786
6.38953E+06 4.20241
6.53867E+06 4.23943
6.68780E+06 4.27600
6.84390E+06 4.31367
7.00000E+06 4.35089
7.11881E+06 4.36866
7.23762E+06 4.38627
7.36047E+06 4.40419
7.48331E+06 4.42195
7.61033E+06 4.44001
7.73734E+06 4.45791
7.86867E+06 4.47611
8.00000E+06 4.49416
8.04268E+06 4.49516
8.08535E+06 4.49616
8.13534E+06 4.49730
8.18533E+06 4.49844
8.23532E+06 4.49958
8.28532E+06 4.50071
8.33531E+06 4.50185
8.38530E+06 4.50299
8.43529E+06 4.50412
8.48528E+06 4.50525
8.54558E+06 4.50658
8.60587E+06 4.50790
8.66617E+06 4.50922
8.72646E+06 4.51054
8.79485E+06 4.51200
8.86323E+06 4.51346
8.93162E+06 4.51492
9.00000E+06 4.51638
9.06085E+06 4.51143
9.12171E+06 4.50653
9.18256E+06 4.50166
9.24342E+06 4.49682
9.30427E+06 4.49201
9.36512E+06 4.48724
9.42598E+06 4.48250
9.48683E+06 4.47780
9.55098E+06 4.47290
9.61512E+06 4.46803
9.67927E+06 4.46320
9.74342E+06 4.45840
9.80756E+06 4.45364
9.87171E+06 4.44891
9.93585E+06 4.44422
1.00000E+07 4.43956
1.00124E+07 4.43749
1.00247E+07 4.43542
1.00371E+07 4.43336
1.00494E+07 4.43130
1.00819E+07 4.42589
1.01144E+07 4.42051
1.01144E+07 4.42051
1.01698E+07 4.41038
1.02251E+07 4.40046
1.02805E+07 4.39075
1.03358E+07 4.38124
1.03912E+07 4.37194
1.04465E+07 4.36284
1.05019E+07 4.35394
1.05572E+07 4.34524
1.06126E+07 4.33672
1.06679E+07 4.32841
1.07233E+07 4.32028
1.07786E+07 4.31234
1.08340E+07 4.30459
1.08893E+07 4.29703
1.09447E+07 4.28965
1.10000E+07 4.28244
1.10306E+07 4.27729
1.10611E+07 4.27220
1.10917E+07 4.26718
1.11223E+07 4.26223
1.11529E+07 4.25735
1.11834E+07 4.25254
1.12140E+07 4.24779
1.12446E+07 4.24311
1.12751E+07 4.23849
1.13057E+07 4.23394
1.13363E+07 4.22946
1.13668E+07 4.22504
1.13974E+07 4.22068
1.14280E+07 4.21639
1.14585E+07 4.21216
1.14891E+07 4.20799
1.15210E+07 4.20347
1.15530E+07 4.19903
1.15849E+07 4.19465
1.16168E+07 4.19034
1.16488E+07 4.18610
1.16807E+07 4.18193
1.17126E+07 4.17782
1.17446E+07 4.17378
1.17765E+07 4.16981
1.18084E+07 4.16591
1.18404E+07 4.16207
1.18723E+07 4.15830
1.19042E+07 4.15460
1.19361E+07 4.15096
1.19681E+07 4.14738
1.20000E+07 4.14387
1.20581E+07 4.13286
1.21162E+07 4.12208
1.21744E+07 4.11155
1.22325E+07 4.10125
1.22906E+07 4.09119
1.23487E+07 4.08135
1.24068E+07 4.07174
1.24650E+07 4.06235
1.25231E+07 4.05318
1.25812E+07 4.04424
1.26393E+07 4.03550
1.26974E+07 4.02699
1.27556E+07 4.01868
1.28137E+07 4.01059
1.28718E+07 4.00270
1.29299E+07 3.99502
1.30000E+07 3.98443
1.31250E+07 3.96476
1.32500E+07 3.94565
1.33750E+07 3.92709
1.35000E+07 3.90907
1.36250E+07 3.89158
1.37500E+07 3.87463
1.38750E+07 3.85820
1.40000E+07 3.84230
1.41250E+07 3.82590
1.42500E+07 3.81009
1.43750E+07 3.79486
1.45000E+07 3.78021
1.46250E+07 3.76468
1.47500E+07 3.74967
1.48750E+07 3.73517
1.50000E+07 3.72118
1.51614E+07 3.70322
1.53227E+07 3.68609
1.54920E+07 3.66726
1.56614E+07 3.64927
1.58307E+07 3.63211
1.60000E+07 3.61579
1.61857E+07 3.59314
1.63714E+07 3.57151
1.66857E+07 3.53447
1.70000E+07 3.49999
1.73130E+07 3.46587
1.73345E+07 3.46346
1.73559E+07 3.46106
1.73774E+07 3.45867
1.73989E+07 3.45629
1.74204E+07 3.45392
1.74418E+07 3.45156
1.74633E+07 3.44921
1.74848E+07 3.44688
1.75062E+07 3.44455
1.75277E+07 3.44223
1.75492E+07 3.43993
1.75706E+07 3.43764
1.75921E+07 3.43535
1.76136E+07 3.43308
1.76350E+07 3.43082
1.76565E+07 3.42858
1.76780E+07 3.42634
1.76994E+07 3.42412
1.77209E+07 3.42190
1.77424E+07 3.41970
1.77639E+07 3.41751
1.77853E+07 3.41533
1.78068E+07 3.41316
1.78283E+07 3.41101
1.78497E+07 3.40887
1.78712E+07 3.40674
1.78927E+07 3.40462
1.79141E+07 3.40251
1.79356E+07 3.40042
1.79571E+07 3.39834
1.79785E+07 3.39627
1.80000E+07 3.39421
1.80503E+07 3.38681
1.81006E+07 3.37947
1.81509E+07 3.37220
1.82012E+07 3.36500
1.82515E+07 3.35786
1.83018E+07 3.35078
1.83522E+07 3.34377
1.84025E+07 3.33684
1.84528E+07 3.32997
1.85031E+07 3.32317
1.85534E+07 3.31644
1.86037E+07 3.30978
1.86540E+07 3.30320
1.87043E+07 3.29668
1.87546E+07 3.29025
1.88049E+07 3.28389
1.89025E+07 3.27103
1.90000E+07 3.25839
1.91250E+07 3.24178
1.92500E+07 3.22548
1.93750E+07 3.20949
1.95000E+07 3.19381
1.96250E+07 3.17848
1.97500E+07 3.16348
1.98750E+07 3.14884
2.00000E+07 3.13458
