Pd-108(n,tot) ENDF/B-VII.1
410.052 2.20846
410.476 2.18214
410.900 2.20438
411.112 2.27946
411.218 2.36389
411.324 2.52028
411.430 2.84018
411.483 3.13456
411.536 3.61786
411.589 4.48747
411.642 6.25998
411.668 7.90226
411.695 10.6030
411.721 15.3180
411.748 23.7587
411.774 36.8665
411.800 45.6126
411.826 36.8615
411.852 23.7468
411.883 14.4183
411.913 9.63590
411.943 7.05584
411.974 5.54908
412.004 4.60469
412.034 3.97750
412.095 3.22516
412.155 2.80847
412.216 2.55284
412.337 2.26501
412.458 2.11043
412.580 2.01394
412.822 1.89564
413.307 1.75963
413.791 1.66117
415.730 1.32400
417.669 1.02147
419.607 0.873430
420.092 0.902327
420.334 0.934650
420.577 0.982057
420.819 1.04762
421.061 1.13499
421.304 1.24873
421.546 1.39443
421.788 1.57913
422.031 1.81138
422.273 2.10234
422.515 2.46571
423.000 3.48717
423.485 5.09466
423.969 7.67878
424.454 11.9779
424.939 19.5099
425.181 25.4294
425.423 33.7501
425.666 45.8182
425.908 63.9986
426.150 92.8140
426.393 141.561
426.635 231.907
426.756 307.926
426.877 422.206
426.999 603.067
427.120 906.097
427.241 1447.30
427.362 2445.76
427.481 4033.54
427.600 5193.32
427.719 4274.33
427.838 2747.29
427.942 1834.36
428.047 1275.80
428.151 929.530
428.255 705.681
428.464 447.827
428.673 312.142
428.881 232.212
429.090 181.171
429.507 121.798
429.924 89.5995
430.342 70.0163
430.759 57.1146
431.176 48.1033
432.011 36.5343
432.845 29.5615
433.680 24.9695
434.514 21.7486
436.183 17.5743
437.852 15.0163
439.522 13.3022
441.191 12.0795
444.529 10.4582
447.867 9.43529
451.205 8.73166
454.543 8.21749
461.219 7.51360
467.895 7.05026
474.572 6.71891
476.241 6.65085
477.910 6.58983
478.744 6.56452
479.579 6.55064
479.996 6.55809
480.205 6.57253
480.413 6.60407
480.622 6.67658
480.726 6.74877
480.831 6.87613
480.935 7.12815
480.987 7.35676
481.039 7.72913
481.091 8.39492
481.118 8.94009
481.144 9.74032
481.170 10.9826
481.196 13.0167
481.222 16.5486
481.248 22.8279
481.274 32.6607
481.300 39.2219
481.326 32.6604
481.352 22.8263
481.371 18.0470
481.389 14.8753
481.407 12.7568
481.425 11.3083
481.462 9.54993
481.498 8.58226
481.534 7.99879
481.571 7.62385
481.644 7.18742
481.717 6.95291
481.789 6.81272
481.935 6.65933
482.081 6.58054
482.226 6.53369
482.518 6.48065
482.809 6.45031
483.101 6.42936
483.683 6.39917
484.849 6.35471
486.014 6.31702
490.676 6.18619
500.000 5.96883
511.237 5.75260
522.473 5.56479
528.092 5.47728
533.710 5.39363
536.519 5.35488
537.924 5.33770
539.328 5.32415
540.733 5.31978
541.435 5.32617
542.138 5.34675
542.489 5.36780
542.840 5.40279
543.191 5.46355
543.542 5.57767
543.718 5.67470
543.893 5.82278
544.069 6.06370
544.244 6.49228
544.332 6.84385
544.420 7.36581
544.508 8.18789
544.596 9.58845
544.683 12.2697
544.727 14.6312
544.771 18.3841
544.815 24.8375
544.859 37.1803
544.881 47.9221
544.903 64.3724
544.925 90.6016
544.947 132.808
544.973 209.382
545.000 260.442
545.027 209.398
545.053 132.828
545.076 90.1689
545.098 63.8307
545.120 47.4024
545.142 36.7590
545.187 24.5340
545.231 18.1713
545.275 14.4671
545.320 12.1390
545.408 9.49995
545.497 8.11856
545.586 7.30910
545.675 6.79367
545.763 6.44605
545.941 6.01973
546.118 5.77785
546.296 5.62704
546.473 5.52631
546.828 5.40328
547.183 5.33263
547.538 5.28727
547.893 5.25559
548.603 5.21335
549.313 5.18503
550.733 5.14515
552.153 5.11412
553.573 5.08645
556.413 5.03459
562.093 4.93214
567.773 4.82421
579.133 4.57585
590.492 4.25256
596.172 4.04338
601.852 3.78378
607.532 3.44869
613.212 2.99526
616.052 2.70238
618.892 2.34831
621.731 1.91815
624.571 1.40826
625.991 1.13922
627.411 0.899413
628.121 0.815668
628.831 0.784112
629.186 0.799585
629.541 0.845320
629.896 0.931482
630.251 1.07189
630.606 1.28577
630.784 1.42826
630.961 1.59999
631.316 2.05293
631.671 2.70057
632.026 3.62639
632.381 4.95848
632.736 6.89977
633.091 9.78364
633.446 14.1892
633.801 21.1736
634.156 32.8239
634.511 53.6760
634.689 70.5431
634.866 94.9697
635.044 131.805
635.221 190.258
635.399 289.263
635.576 471.546
635.665 622.484
635.754 842.914
635.842 1171.80
635.931 1662.18
636.066 2758.60
636.200 3574.75
636.335 2964.42
636.469 1919.93
636.573 1348.18
636.678 975.556
636.782 732.254
636.887 568.712
637.095 372.536
637.304 265.144
637.513 200.272
637.721 158.070
638.139 108.101
638.556 80.5304
638.974 63.5571
639.391 52.2737
639.808 44.3363
640.643 34.0762
641.478 27.8700
641.895 25.6624
642.313 23.9412
642.521 23.3248
642.730 23.1022
642.835 23.4061
642.887 23.8273
642.939 24.6221
642.991 26.1735
643.043 29.4793
643.069 32.5895
643.095 37.7221
643.122 46.6637
643.148 62.5556
643.174 87.6050
643.200 104.188
643.226 87.3571
643.253 62.2580
643.272 49.6298
643.291 41.3192
643.310 35.8361
643.329 32.1336
643.367 27.6391
643.405 25.1498
643.443 23.6247
643.481 22.6123
643.557 21.3614
643.634 20.6077
643.710 20.0876
643.862 19.3676
644.167 18.4131
644.472 17.6933
645.082 16.5374
645.692 15.5979
646.911 14.1236
648.131 13.0111
650.570 11.4419
653.008 10.3897
657.886 9.06919
662.764 8.27283
667.642 7.73762
672.520 7.35069
682.276 6.82164
692.032 6.46832
701.788 6.20774
721.299 5.82835
740.811 5.53928
760.323 5.28529
770.079 5.16183
779.835 5.03717
784.713 4.97411
789.590 4.91188
792.029 4.88334
793.249 4.87143
794.468 4.86363
795.688 4.86637
796.298 4.87764
796.907 4.90527
797.212 4.93149
797.517 4.97374
797.822 5.04555
798.127 5.17831
798.279 5.29024
798.432 5.45993
798.584 5.73419
798.737 6.21860
798.813 6.61359
798.889 7.19552
798.965 8.10405
799.041 9.63523
799.118 12.5096
799.156 14.9915
799.194 18.8552
799.232 25.3044
799.270 37.0895
799.289 46.8797
799.308 61.1918
799.327 82.8583
799.346 115.316
799.373 181.675
799.400 225.929
799.427 181.691
799.454 115.336
799.476 78.4576
799.498 55.7366
799.521 41.5198
799.543 32.2862
799.587 21.6369
799.632 16.0872
799.676 12.8539
799.721 10.8243
799.809 8.51828
799.898 7.31007
799.987 6.60164
800.076 6.15033
800.165 5.84583
800.342 5.47220
800.520 5.26006
800.698 5.12770
800.876 5.03922
801.231 4.93096
801.586 4.86863
801.942 4.82846
802.297 4.80029
803.008 4.76244
803.719 4.73677
805.141 4.70006
806.562 4.67103
807.984 4.64486
810.827 4.59537
816.514 4.49694
822.201 4.39356
833.574 4.16237
839.261 4.03238
840.683 3.99978
842.104 3.97120
842.815 3.96329
843.526 3.97403
843.881 4.00442
844.059 4.03847
844.237 4.10254
844.415 4.23783
844.503 4.36743
844.592 4.59033
844.681 5.02072
844.726 5.40164
844.770 6.00990
844.814 7.06548
844.859 9.09986
844.881 10.8824
844.903 13.6510
844.925 18.1261
844.948 25.4458
844.974 38.4030
845.000 47.0503
845.026 38.4081
845.052 25.4511
845.082 16.3634
845.112 11.6456
845.142 9.07800
845.171 7.57029
845.201 6.62240
845.231 5.99205
845.290 5.23640
845.349 4.81984
845.409 4.56663
845.528 4.28738
845.646 4.14431
845.765 4.06068
846.003 3.97013
846.478 3.89334
846.953 3.85665
847.903 3.81218
848.854 3.77807
850.754 3.71581
852.655 3.65383
860.257 3.37987
867.859 3.04196
875.462 2.60614
879.263 2.33484
883.064 2.01460
886.865 1.63259
890.666 1.17998
892.567 0.933064
894.468 0.692207
896.368 0.510323
896.843 0.488260
897.319 0.482842
897.794 0.500021
898.269 0.547966
898.744 0.638051
899.219 0.786249
899.694 1.01561
900.169 1.35971
900.645 1.86918
901.120 2.62164
901.595 3.74146
902.070 5.43375
902.545 8.05683
903.020 12.2697
903.495 19.3894
903.971 32.3073
904.208 42.8775
904.446 58.3330
904.683 81.9144
904.921 119.880
905.158 185.527
905.396 309.939
905.515 415.951
905.634 575.229
905.752 821.023
905.871 1201.19
906.036 1989.96
906.200 2574.51
906.365 2130.67
906.530 1376.53
906.725 811.230
906.919 517.143
907.114 356.273
907.309 260.972
907.503 200.350
907.698 159.542
908.087 109.656
908.476 81.3573
908.866 63.6691
909.644 43.4097
910.422 32.5081
911.201 25.8660
911.979 21.4606
912.758 18.3529
914.315 14.2915
915.872 11.7675
917.429 10.0434
918.986 8.78105
922.099 7.01721
925.213 5.78413
931.441 3.95788
934.555 3.15900
937.669 2.36947
940.783 1.57955
943.897 0.860235
945.454 0.617401
945.843 0.584072
946.232 0.566962
946.621 0.569792
947.010 0.597199
947.400 0.654989
947.789 0.750409
948.178 0.892715
948.567 1.09357
948.957 1.36817
949.346 1.73595
949.735 2.22265
950.124 2.86234
950.903 4.80077
951.681 8.16656
952.460 14.2042
952.849 18.9812
953.238 25.6872
953.628 35.3454
954.017 49.6998
954.406 71.9228
954.795 108.176
955.184 171.530
955.574 292.624
955.768 396.193
955.963 552.057
956.157 792.777
956.352 1165.80
956.626 1960.24
956.900 2570.70
957.174 2154.34
957.448 1408.59
957.754 863.164
958.059 566.042
958.365 397.864
958.670 295.670
958.976 229.348
959.282 183.856
959.893 126.737
960.504 92.6037
961.115 68.8952
961.421 58.6805
961.574 53.6626
961.726 48.6729
961.879 44.0742
961.956 42.4440
962.032 42.2584
962.108 46.0121
962.147 51.4234
962.185 61.9570
962.223 82.6418
962.242 99.9535
962.261 125.115
962.280 162.388
962.299 218.696
962.319 305.070
962.338 436.557
962.353 590.750
962.369 782.701
962.400 1110.78
962.416 1118.05
962.431 1017.80
962.463 730.453
962.499 488.160
962.536 351.103
962.573 271.197
962.609 221.331
962.646 187.934
962.683 164.463
962.756 133.954
962.829 115.213
962.903 102.618
963.049 86.6887
963.196 76.8947
963.343 70.1404
963.636 61.1392
963.929 55.1551
964.222 50.7256
964.809 44.3450
965.982 36.3020
967.155 31.1907
969.501 24.8796
971.847 21.0935
974.193 18.5646
976.539 16.7563
981.231 14.3428
985.924 12.8040
990.616 11.7351
1000.00 10.3407
1010.61 9.37252
1021.21 8.72530
1031.82 8.25629
1042.42 7.89632
1053.03 7.60771
1063.63 7.36853
1068.93 7.26371
1074.24 7.16991
1076.89 7.13070
1078.21 7.11587
1079.54 7.10843
1080.86 7.11905
1081.53 7.14102
1082.19 7.19023
1082.52 7.23558
1082.85 7.30739
1083.18 7.42859
1083.52 7.65053
1083.68 7.83738
1083.85 8.12046
1084.01 8.57774
1084.18 9.37880
1084.26 10.0337
1084.34 10.9994
1084.43 12.5068
1084.51 15.0066
1084.59 19.7327
1084.63 23.8646
1084.68 30.1273
1084.72 40.8070
1084.76 59.7316
1084.78 75.6549
1084.80 97.6582
1084.82 131.928
1084.84 180.130
1084.87 282.689
1084.90 350.519
1084.93 279.070
1084.96 177.319
1085.00 103.180
1085.03 66.6086
1085.07 46.8282
1085.10 35.2525
1085.14 27.8246
1085.17 23.0549
1085.24 17.3376
1085.31 14.1540
1085.38 12.2549
1085.52 10.1665
1085.67 9.09990
1085.81 8.49059
1085.95 8.10510
1086.09 7.84888
1086.37 7.53496
1086.65 7.35832
1086.93 7.24797
1087.21 7.17377
1087.77 7.08150
1088.34 7.02675
1089.46 6.96282
1090.59 6.92352
1091.71 6.89420
1093.96 6.84775
1098.46 6.77149
1102.96 6.70241
1111.95 6.57153
1116.45 6.50853
1118.70 6.48097
1119.82 6.48171
1120.11 6.49414
1120.39 6.53382
1120.53 6.58786
1120.67 6.72380
1120.74 6.88667
1120.81 7.23954
1120.84 7.59373
1120.88 8.23087
1120.91 9.50123
1120.93 10.6492
1120.95 12.2450
1120.97 15.7125
1121.00 18.0188
1121.03 15.7125
1121.05 12.2444
1121.07 10.4963
1121.09 9.39834
1121.13 8.13265
1121.16 7.51435
1121.20 7.17607
1121.27 6.84293
1121.35 6.69153
1121.50 6.56181
1121.64 6.50881
1121.94 6.46464
1122.23 6.44543
1123.41 6.41328
1125.78 6.37538
1130.50 6.30577
1135.22 6.23546
1137.59 6.20004
1138.77 6.18412
1139.36 6.18339
1139.65 6.20642
1139.80 6.27920
1139.88 6.42772
1139.91 6.62633
1139.95 7.05741
1140.00 7.95100
1140.05 7.05594
1140.09 6.61597
1140.13 6.42390
1140.20 6.27412
1140.34 6.19627
1140.64 6.16354
1141.22 6.14562
1142.39 6.12454
1144.72 6.08583
1149.39 6.00610
1158.73 5.82826
1168.07 5.61104
1177.40 5.32380
1182.07 5.13582
1186.74 4.90013
1191.41 4.59149
1196.08 4.16427
1198.41 3.88079
1200.75 3.52799
1203.08 3.07827
1205.42 2.49456
1206.58 2.14053
1207.75 1.74742
1208.92 1.34204
1210.08 1.03546
1210.38 1.01012
1210.67 1.02655
1210.96 1.10421
1211.25 1.27128
1211.54 1.57277
1211.69 1.79385
1211.84 2.07685
1211.98 2.43696
1212.13 2.89375
1212.27 3.47269
1212.42 4.20165
1212.71 6.32898
1213.00 9.86265
1213.29 15.9716
1213.44 20.6882
1213.59 27.1413
1213.73 36.3109
1213.88 49.6534
1214.02 69.7925
1214.17 101.616
1214.32 154.888
1214.46 250.712
1214.53 327.947
1214.61 437.976
1214.68 596.975
1214.75 822.161
1214.88 1391.05
1215.00 1836.37
1215.12 1549.68
1215.25 1020.55
1215.39 617.112
1215.54 402.527
1215.68 283.208
1215.83 211.963
1215.97 165.759
1216.12 134.512
1216.41 95.6302
1216.69 73.2045
1216.98 58.9778
1217.56 42.3944
1218.14 33.2834
1218.72 27.6385
1219.30 23.8443
1219.87 21.1402
1221.03 17.5709
1222.19 15.3443
1223.34 13.8312
1224.50 12.7399
1226.81 11.2753
1229.12 10.3406
1231.44 9.69220
1233.75 9.21609
1238.37 8.56163
1243.00 8.13072
1247.62 7.82325
1252.25 7.59109
1261.50 7.25912
1270.75 7.02806
1289.25 6.71347
1307.74 6.49406
1326.24 6.31878
1335.49 6.24011
1344.74 6.16578
1349.37 6.13125
1353.99 6.10304
1356.31 6.09759
1357.46 6.10167
1358.62 6.11705
1359.77 6.16089
1360.35 6.20928
1360.93 6.30118
1361.22 6.37998
1361.51 6.50113
1361.80 6.70010
1362.09 7.05898
1362.23 7.35837
1362.37 7.80540
1362.52 8.52689
1362.66 9.78017
1362.81 12.2921
1362.88 14.5853
1362.95 18.3925
1363.03 25.5152
1363.06 31.4749
1363.10 40.5495
1363.13 55.2321
1363.17 80.8554
1363.21 129.672
1363.22 170.494
1363.24 228.589
1363.27 365.516
1363.30 453.147
1363.33 360.669
1363.36 228.626
1363.38 167.857
1363.40 127.842
1363.43 79.9403
1363.47 54.7342
1363.50 40.2561
1363.54 31.0925
1363.58 25.2587
1363.65 18.3313
1363.72 14.5100
1363.79 12.2434
1363.94 9.76527
1364.08 8.50710
1364.23 7.79111
1364.37 7.33977
1364.52 7.04068
1364.81 6.67601
1365.10 6.47236
1365.38 6.34631
1365.67 6.26253
1366.25 6.16049
1366.83 6.10216
1367.99 6.03837
1369.14 6.00309
1370.30 5.97911
1372.61 5.94462
1377.24 5.89189
1381.87 5.84323
1386.50 5.79334
1391.12 5.74000
1400.38 5.61509
1409.63 5.44391
1414.26 5.32399
1418.88 5.15962
1421.20 5.04971
1423.51 4.91017
1425.83 4.72501
1428.14 4.46509
1429.30 4.29034
1430.45 4.07003
1431.61 3.78422
1432.77 3.40217
1433.34 3.16122
1433.92 2.88083
1434.50 2.56242
1435.08 2.24181
1435.37 2.12199
1435.66 2.09790
1435.95 2.30905
1436.09 2.60053
1436.24 3.11943
1436.38 4.03299
1436.45 4.71695
1436.53 5.62693
1436.60 6.86771
1436.67 8.53274
1436.74 10.8283
1436.81 14.0546
1436.89 18.7783
1436.96 25.7147
1437.03 36.4238
1437.10 53.7979
1437.18 84.4104
1437.21 108.151
1437.25 141.446
1437.28 189.402
1437.32 260.352
1437.36 367.575
1437.39 529.655
1437.45 894.392
1437.50 1180.28
1437.56 993.475
1437.61 656.420
1437.65 461.164
1437.70 334.998
1437.74 253.206
1437.78 199.449
1437.87 133.401
1437.96 97.5356
1438.05 75.4753
1438.13 61.1838
1438.31 44.0240
1438.48 34.3350
1438.66 28.3091
1438.83 24.2194
1439.01 21.3191
1439.36 17.4876
1439.70 15.1069
1440.05 13.4989
1440.40 12.3464
1441.10 10.8137
1441.80 9.84631
1442.50 9.18253
1443.19 8.69968
1444.59 8.04489
1445.99 7.62135
1447.38 7.32440
1448.78 7.10411
1451.57 6.79773
1454.36 6.59490
1455.76 6.51954
1457.16 6.46430
1457.85 6.45279
1458.55 6.47901
1458.90 6.54033
1459.08 6.60709
1459.25 6.73016
1459.42 6.98891
1459.51 7.23385
1459.60 7.65331
1459.69 8.46995
1459.73 9.19453
1459.77 10.3201
1459.82 12.3028
1459.86 16.0050
1459.88 19.2864
1459.90 24.3567
1459.93 32.4862
1459.95 44.8804
1459.97 68.3978
1460.00 83.2751
1460.03 67.4838
1460.05 44.8947
1460.08 32.0362
1460.10 24.0803
1460.12 19.1103
1460.14 15.8868
1460.19 12.1802
1460.23 10.2454
1460.27 9.12098
1460.32 8.41342
1460.40 7.61549
1460.49 7.19079
1460.58 6.94075
1460.76 6.67312
1460.93 6.53741
1461.11 6.45865
1461.46 6.37186
1462.16 6.29321
1462.86 6.25140
1464.26 6.19612
1465.67 6.15352
1468.47 6.08283
1471.28 6.02271
1476.89 5.92118
1482.50 5.83525
1493.73 5.68844
1499.34 5.62200
1502.14 5.59085
1503.55 5.58003
1504.25 5.59143
1504.60 5.65307
1504.77 5.83832
1504.86 6.24585
1504.91 6.84859
1504.93 7.44130
1504.95 8.35293
1504.97 10.0222
1505.00 11.1317
1505.03 10.0223
1505.05 8.35266
1505.07 7.40669
1505.10 6.82651
1505.14 6.24328
1505.23 5.83591
1505.40 5.64553
1505.75 5.57496
1506.44 5.54720
1507.83 5.52602
1510.60 5.49317
1516.15 5.43007
1521.70 5.36882
1523.09 5.35565
1524.47 5.34802
1525.17 5.35183
1525.86 5.37702
1526.21 5.41805
1526.55 5.53577
1526.73 5.69271
1526.82 5.84156
1526.90 6.09301
1526.99 6.58040
1527.03 7.00520
1527.07 7.67843
1527.12 8.86731
1527.16 11.0957
1527.18 13.0785
1527.20 15.9803
1527.23 20.8215
1527.25 28.2340
1527.27 42.4043
1527.30 51.4409
1527.33 41.8510
1527.35 28.2430
1527.37 22.3024
1527.39 18.1140
1527.42 13.0834
1527.45 10.4303
1527.48 8.94198
1527.51 7.98364
1527.54 7.37035
1527.61 6.62561
1527.67 6.21285
1527.73 5.96795
1527.86 5.69912
1528.11 5.48281
1528.36 5.39898
1528.87 5.33175
1529.37 5.30329
1530.39 5.27450
1531.40 5.25618
1535.44 5.19956
1539.48 5.14585
1543.52 5.09078
1559.69 4.84423
1575.85 4.53220
1592.02 4.10748
1600.10 3.82673
1608.18 3.47589
1616.27 3.02386
1624.35 2.42180
1628.39 2.04314
1632.43 1.60111
1636.47 1.09676
1640.52 0.577110
1642.54 0.370291
1643.55 0.307948
1644.56 0.295610
1645.06 0.316678
1645.57 0.362148
1646.07 0.438364
1646.58 0.553402
1647.08 0.717665
1647.59 0.944675
1648.09 1.25218
1648.60 1.66374
1649.10 2.21227
1649.61 2.93885
1650.62 5.19258
1651.12 6.92521
1651.63 9.28048
1652.13 12.5281
1652.64 17.0886
1653.15 23.6578
1653.65 33.3607
1654.16 48.2521
1654.66 72.1982
1655.17 113.073
1655.67 188.343
1655.92 250.405
1656.18 340.014
1656.43 472.698
1656.68 667.295
1657.09 1140.46
1657.50 1518.86
1657.91 1289.72
1658.32 853.816
1658.77 536.109
1659.21 359.214
1659.66 257.417
1660.11 194.817
1660.56 153.856
1661.00 125.624
1661.90 90.2010
1662.79 69.5102
1663.68 56.2655
1665.47 40.6912
1667.26 32.0472
1669.05 26.6564
1670.83 23.0100
1672.62 20.3992
1676.20 16.9299
1679.77 14.7426
1683.35 13.2384
1686.92 12.1358
1694.07 10.5959
1701.22 9.47644
1704.80 8.93824
