Cl-37(n,tot) ENDF/B-VII.1
8565.26 10.0364
8616.50 7.78010
8667.74 6.35349
8718.99 5.38486
8770.23 4.69141
8872.71 3.77581
8975.19 3.20603
9077.67 2.82114
9180.15 2.54541
9385.11 2.17898
9590.08 1.94782
9795.04 1.78916
10000.0 1.67357
10312.5 1.54721
10625.0 1.45742
11250.0 1.33710
11875.0 1.25857
12500.0 1.20173
13750.0 1.12072
15000.0 1.06033
16250.0 1.00811
17500.0 0.957855
18750.0 0.905595
20000.0 0.848777
21313.3 0.785890
21969.9 0.759538
22626.5 0.751803
23283.1 0.807205
23611.4 0.900240
23939.8 1.10095
24268.1 1.54641
24432.2 1.96198
24596.4 2.62842
24760.5 3.74530
24924.7 5.72089
25088.9 9.42974
25253.0 16.6498
25416.0 29.1777
25579.0 40.4372
25742.5 36.0198
25906.0 24.9760
26025.7 18.7852
26145.4 14.5027
26265.1 11.5661
26384.8 9.50940
26624.2 6.92678
26863.6 5.43591
27103.1 4.49562
27342.5 3.86160
27581.9 3.41602
27641.7 3.32966
27701.6 3.26137
27731.5 3.24499
27746.5 3.24914
27761.4 3.27270
27776.4 3.34290
27783.9 3.41940
27791.4 3.56062
27798.8 3.85209
27802.6 4.12522
27806.3 4.58541
27810.1 5.44475
27811.9 6.18110
27813.8 7.31745
27815.7 9.18990
27817.5 12.5452
27819.4 19.1990
27820.3 25.0196
27821.3 33.4738
27822.7 51.7853
27824.1 63.9276
27825.5 51.6949
27826.9 33.4732
27828.0 23.9686
27829.0 17.9033
27830.1 13.9425
27831.2 11.3282
27833.3 8.22158
27835.4 6.56279
27837.5 5.57656
27839.7 4.94874
27843.9 4.22814
27848.2 3.84457
27852.4 3.61688
27860.9 3.36876
27869.4 3.24105
27877.9 3.16475
27894.9 3.07697
27912.0 3.02539
27929.0 2.98876
27963.0 2.93439
28031.0 2.85256
28099.1 2.78378
28371.3 2.56033
28915.6 2.24745
29460.0 2.03698
30004.3 1.88581
31093.0 1.68274
31637.4 1.61238
31773.5 1.59848
31909.5 1.58925
31977.6 1.59033
32011.6 1.59513
32045.6 1.60684
32079.7 1.63548
32096.7 1.66509
32113.7 1.71898
32130.7 1.83028
32139.2 1.93568
32147.7 2.11558
32156.2 2.46003
32160.5 2.76252
32164.7 3.24187
32169.0 4.06485
32173.2 5.62434
32175.3 6.97075
32177.5 9.01568
32179.6 12.2612
32181.7 17.4010
32184.4 26.9545
32187.0 33.3165
32189.7 26.9661
32192.3 17.4562
32194.8 11.6291
32197.3 8.25630
32199.8 6.25216
32202.3 4.99979
32207.2 3.60891
32212.2 2.90883
32217.2 2.50978
32222.1 2.26277
32232.0 1.98557
32242.0 1.84174
32251.9 1.75761
32261.8 1.70404
32271.8 1.66774
32291.6 1.62267
32311.5 1.59645
32351.2 1.56762
32390.9 1.55186
32430.6 1.54146
32510.0 1.52730
32668.8 1.50799
32827.6 1.49243
33463.0 1.44061
34733.6 1.35756
37274.8 1.22708
39816.0 1.10201
41086.7 1.02664
41722.0 0.981696
42039.6 0.956579
42198.4 0.943220
42277.9 0.936366
42317.6 0.933154
42337.4 0.932809
42347.3 0.937945
42352.3 0.961057
42354.8 1.04547
42356.0 1.31132
42356.6 1.97609
42357.0 3.15017
42357.3 7.19252
42357.5 13.5152
42357.8 7.23324
42358.1 3.53269
42358.3 2.28472
42358.8 1.47185
42359.8 1.10728
42361.8 0.981139
42365.8 0.943163
42373.8 0.931921
42389.8 0.927576
42421.9 0.923839
42485.9 0.917674
42614.1 0.905419
42870.3 0.879568
43382.9 0.821019
43895.4 0.751291
44407.9 0.668987
44920.4 0.580958
45176.7 0.547499
45433.0 0.547763
45689.2 0.652488
45817.4 0.804647
45945.5 1.10769
46073.6 1.72040
46137.7 2.24593
46201.7 3.02521
46265.8 4.20688
46329.9 6.04087
46393.9 8.94545
46458.0 13.5568
46555.5 25.0616
46653.0 36.4286
46702.0 36.9833
46751.0 33.8106
46849.0 24.2436
46947.5 16.9672
47045.9 12.4852
47144.4 9.70508
47242.9 7.89489
47341.4 6.65521
47439.8 5.76791
47636.8 4.60410
47833.7 3.88862
48030.6 3.41112
48424.5 2.82164
48818.4 2.47602
49212.3 2.25053
49606.1 2.09232
50000.0 1.97537
50773.0 1.81675
50966.2 1.78690
51159.5 1.76015
51352.7 1.73784
51449.3 1.73608
51473.5 1.74335
51497.6 1.76880
51509.7 1.80579
51521.8 1.90866
51527.8 2.04439
51530.9 2.17306
51533.9 2.39413
51536.9 2.82127
51538.4 3.20132
51539.9 3.81167
51541.4 4.87714
51542.9 6.96290
51543.7 8.83271
51544.5 11.7411
51545.2 16.5180
51546.0 24.4825
51546.8 38.1305
51547.7 47.2831
51548.5 38.2700
51549.4 24.6108
51550.2 15.5942
51551.1 10.6365
51552.0 7.82073
51552.9 6.11794
51553.8 5.02507
51554.6 4.28737
51556.4 3.39370
51558.1 2.89082
51559.9 2.58425
51563.4 2.24309
51570.4 1.96717
51577.4 1.86033
51591.5 1.77803
51605.5 1.74673
51633.6 1.72165
51661.7 1.71069
51774.0 1.69117
51998.7 1.66767
52223.3 1.64797
52448.0 1.63050
52897.3 1.60139
53346.6 1.58048
53795.9 1.57128
54020.6 1.57436
54245.2 1.58723
54469.9 1.61914
54694.6 1.69506
54806.9 1.77074
54919.2 1.90301
55031.5 2.16038
55087.7 2.39241
55115.8 2.57028
55129.8 2.73173
55136.8 2.97616
55140.4 3.42697
55142.1 4.08037
55143.0 4.72949
55143.9 5.79212
55144.9 7.63621
55145.9 8.88245
55146.9 7.67214
55147.9 5.83979
55148.8 4.74878
55149.7 4.11478
55151.5 3.49693
55155.1 3.11694
55162.3 3.00101
55176.8 3.09132
55205.7 3.46199
55234.5 4.00475
55263.4 4.79996
55292.3 6.01385
55321.2 7.96074
55350.1 11.2464
55379.0 16.9124
55409.8 26.1794
55440.5 32.3869
55471.2 26.2331
55501.9 16.9465
55523.8 12.3646
55545.6 9.32745
55567.5 7.31410
55589.3 5.94626
55633.1 4.29723
55676.8 3.39611
55720.5 2.85654
55764.2 2.50985
55851.7 2.10767
55939.1 1.89235
56026.5 1.76355
56201.4 1.62265
56376.3 1.55001
56551.2 1.50658
56900.9 1.45700
57250.6 1.42845
57600.4 1.40877
58299.9 1.38099
58999.4 1.36027
59698.9 1.34300
61097.9 1.31408
62496.9 1.28965
63895.8 1.26856
64595.3 1.25994
64945.1 1.25685
65294.8 1.25572
65644.6 1.25952
65819.5 1.26595
65994.3 1.27963
66169.2 1.31049
66256.6 1.34074
66344.1 1.39318
66431.5 1.49451
66475.2 1.58453
66518.9 1.72962
66562.7 1.98811
66584.5 2.20310
66606.4 2.53117
66628.2 3.07753
66639.2 3.50513
66650.1 4.12122
66661.0 5.06729
66672.0 6.65237
66677.4 7.89019
66682.9 9.63990
66688.4 12.1996
66693.8 15.9958
66706.8 26.8706
66710.1 25.2393
66713.3 20.8763
66719.8 11.1459
66722.7 8.13101
66725.6 5.95415
66728.5 4.41993
66731.3 3.35129
66737.1 2.08755
66742.9 1.50023
66748.6 1.27306
66754.4 1.26084
66765.9 1.65447
66777.4 2.54989
66788.9 4.15689
66800.4 7.03754
66811.9 12.2048
66824.7 21.1449
66831.0 25.2156
66837.4 26.8468
66850.2 22.1749
66862.9 15.2171
66872.4 11.5193
66881.8 8.98295
66891.3 7.23980
66900.7 6.01432
66919.6 4.46539
66938.5 3.56917
66957.4 3.00508
66976.3 2.62715
67014.1 2.16616
67051.8 1.90486
67089.6 1.74169
67165.2 1.55556
67240.8 1.45636
67316.4 1.39668
67391.9 1.35764
67467.5 1.33048
67618.7 1.29562
67769.8 1.27441
68072.1 1.24978
68374.4 1.23539
68676.7 1.22540
69281.3 1.21111
69885.9 1.20011
70490.5 1.19051
71699.7 1.17308
74118.0 1.13990
76536.4 1.10513
81373.2 1.01804
83791.5 0.955309
85000.7 0.914547
85605.3 0.890681
85907.6 0.877666
86058.8 0.870913
86134.3 0.867822
86172.1 0.867951
86191.0 0.874994
86200.5 0.904987
86205.2 1.00974
86207.6 1.31527
86208.7 1.98893
86209.3 2.99864
86209.9 5.69433
86210.6 10.5950
86211.3 5.75771
86212.1 2.56831
86212.9 1.66556
86214.5 1.15882
86217.7 0.955770
86224.1 0.889769
86236.9 0.870116
86262.5 0.863578
86313.8 0.859614
86416.4 0.854162
86621.5 0.843668
87031.7 0.821432
87852.2 0.769933
88672.7 0.706184
89493.1 0.626027
90313.6 0.526645
90723.8 0.472710
91134.1 0.426312
91544.3 0.419285
91749.4 0.459081
91954.5 0.567855
92159.7 0.820087
92262.2 1.04709
92364.8 1.38890
92467.3 1.90846
92569.9 2.70709
92672.5 3.94541
92775.0 5.85865
92956.5 11.5815
93138.0 17.9710
93228.8 18.8148
93319.5 17.7164
93501.0 13.3960
93638.5 10.5599
93775.9 8.50685
93913.4 7.05523
94050.9 6.01304
94325.8 4.66446
94600.7 3.85677
94875.6 3.33073
95150.5 2.96538
95700.4 2.49653
96250.2 2.21113
96800.1 2.01965
97349.9 1.88072
97624.8 1.82093
97762.3 1.78604
97831.0 1.75468
97865.4 1.71287
97882.6 1.64956
97891.1 1.56653
97895.4 1.51316
97897.6 1.62063
97898.7 1.99253
97899.7 3.62662
97900.8 8.25943
97901.4 8.14265
97901.9 6.46471
97902.9 4.27286
97903.9 3.32823
97906.0 2.60038
97910.1 2.18125
97918.3 1.97236
97934.7 1.87091
97967.5 1.81832
98033.0 1.78505
98164.1 1.75409
98426.4 1.71230
98688.6 1.67785
98950.9 1.64737
99999.9 1.55068
100000 1.55051
100000 1.55050
100000 1.55048
100001 1.55047
100001 1.55043
100002 1.55036
100004 1.55022
100007 1.54995
100014 1.54940
100029 1.54829
100057 1.54611
100114 1.54178
100229 1.53333
100457 1.51722
100914 1.48774
101827 1.43754
103654 1.36050
107308 1.25361
109135 1.21131
110961 1.17300
111875 1.15579
112332 1.14836
112788 1.14277
113245 1.14157
113473 1.14482
113702 1.15391
113930 1.17606
114044 1.19771
114158 1.23397
114273 1.29928
114387 1.43002
114444 1.54786
114501 1.73551
114558 2.04851
114615 2.57896
114678 3.46837
114740 4.07557
114803 3.48961
114865 2.58654
114906 2.17176
114946 1.88680
115027 1.55424
115108 1.38406
115189 1.28778
115271 1.22842
115352 1.18920
115514 1.14173
115676 1.11439
115838 1.09647
116162 1.07340
116487 1.05772
116811 1.04511
117460 1.02339
118757 0.982402
120054 0.937982
121352 0.886166
122649 0.822710
123946 0.743694
124595 0.711253
124919 0.748617
125001 0.797756
125082 0.922936
125122 1.07052
125163 1.40228
125183 1.75896
125203 2.47372
125213 3.15112
125224 4.29046
125234 6.40658
125239 8.17461
125244 10.6320
125252 16.0096
125259 19.7850
125267 15.8288
125275 9.58300
125282 6.00966
125289 3.96146
125296 2.77373
125303 2.05337
125316 1.29181
125330 0.938334
125344 0.753849
125358 0.654160
125385 0.578756
125413 0.613781
125426 0.685683
125440 0.827163
125454 1.11659
125461 1.37278
125468 1.76397
125475 2.41039
125481 3.53214
125488 5.60879
125495 9.49984
125502 15.6023
125508 19.7124
125515 16.1347
125522 10.6802
125530 6.54235
125538 4.39062
125546 3.20628
125553 2.50564
125569 1.73913
125585 1.35726
125617 0.995173
125649 0.830688
125713 0.681161
125777 0.612195
126031 0.501466
126286 0.441432
126541 0.393078
126796 0.367397
126924 0.379208
127051 0.431935
127179 0.573756
127242 0.709837
127306 0.923229
127370 1.26187
127434 1.80590
127497 2.69486
127561 4.15435
127659 8.11823
127757 12.9353
127806 13.8044
127855 13.1600
127953 9.96653
128017 8.08310
128080 6.69033
128112 6.18640
128143 5.86122
128159 5.82368
128175 5.97738
128183 6.20217
128191 6.61172
128199 7.34880
128207 8.64485
128216 10.9503
128225 12.4870
128234 10.8339
128243 8.36490
128250 7.02010
128256 6.15321
128263 5.56862
128270 5.16891
128284 4.65255
128298 4.33151
128312 4.10470
128326 3.92941
128354 3.66269
128409 3.28311
128465 3.00293
128576 2.59248
128687 2.30006
128909 1.90800
129131 1.65626
129353 1.47939
129576 1.34678
130020 1.15606
130464 1.01842
130909 0.907484
131797 0.720660
132686 0.550041
133130 0.469697
133575 0.401082
134019 0.366705
134241 0.379045
134463 0.430150
134686 0.548962
134908 0.792058
135019 0.996697
135130 1.30366
135241 1.83037
135297 2.30117
135352 3.12809
135434 4.80451
135516 4.04424
135553 3.85056
135590 3.86431
135676 4.33473
135763 5.13712
135935 7.34655
136280 12.0782
136455 12.9576
136630 12.5077
136980 10.0000
137381 7.48116
137782 5.87824
138183 4.86554
138584 4.19535
138985 3.73009
139386 3.39510
140188 2.96508
140989 2.74773
141390 2.71391
141791 2.75230
142192 2.92090
142393 3.09830
142593 3.39253
142794 3.89657
142994 4.80964
143195 6.59574
143295 8.10933
143395 10.2803
143558 15.3067
143721 18.7667
143885 15.5502
144048 10.5908
144114 9.12316
144179 8.03015
144212 7.65760
144245 7.48691
144261 7.54240
144277 7.77940
144294 8.35655
144310 9.55411
144326 11.5306
144342 12.8426
144358 11.3168
144374 9.04743
144385 7.92741
144396 7.14520
144418 6.18970
144440 5.64177
144462 5.27948
144506 4.80129
144550 4.47324
144638 4.00727
144726 3.67209
144902 3.20719
145077 2.89918
145429 2.52141
145781 2.30205
146132 2.15958
146484 2.05932
147187 1.92557
147890 1.83818
148242 1.80457
148594 1.77608
148945 1.75292
149297 1.73882
149473 1.74059
149648 1.76225
149736 1.79478
149780 1.82448
149824 1.87154
149868 1.95094
149912 2.09616
149934 2.21737
149956 2.39828
149978 2.68153
150000 3.14738
150020 3.85394
150039 5.02690
150062 7.08814
150084 8.50487
150107 7.18996
150130 5.15493
150146 4.10289
150163 3.41585
150180 2.96624
150197 2.66515
150230 2.30344
150264 2.10664
150297 1.98857
150331 1.91294
150398 1.82572
150465 1.78199
150532 1.76688
150565 1.77560
150599 1.81717
150616 1.87615
150632 2.02306
150641 2.19361
150649 2.55909
150653 2.91855
150658 3.55201
150662 4.77905
150664 5.82227
150666 7.24185
150669 10.5428
150672 12.7318
150676 10.5461
150679 7.24640
150682 5.00498
150686 3.81312
150689 3.11854
150692 2.71345
150699 2.27326
150706 2.06204
150719 1.87122
150732 1.79145
150759 1.72669
150785 1.70067
150892 1.66695
151105 1.64421
151530 1.61800
151956 1.59816
152382 1.58103
153233 1.55143
154084 1.52636
154935 1.50595
155361 1.49843
155787 1.49445
156212 1.49835
156425 1.50712
156638 1.52643
156851 1.57016
156957 1.61277
157063 1.68599
157170 1.82504
157223 1.94566
157276 2.13376
157329 2.44798
157383 3.02239
157409 3.49821
157436 4.19791
157462 5.25284
157489 6.84582
157526 10.0638
157563 12.3172
157601 10.2235
157638 6.91013
157666 5.19858
157694 4.09491
157723 3.38139
157751 2.90775
157807 2.34717
157863 2.04696
157920 1.86950
157976 1.75642
158089 1.62601
158201 1.55623
158314 1.51427
158539 1.46735
158764 1.44189
158990 1.42553
159440 1.40432
159891 1.38955
160341 1.37751
161242 1.35712
162143 1.33960
163044 1.32575
163495 1.32242
163945 1.32746
164170 1.33964
164283 1.35209
164396 1.37347
164508 1.41291
164565 1.44569
164621 1.49446
164677 1.57059
164733 1.69651
164790 1.91814
164846 2.32192
164900 2.93473
164954 3.35808
165008 2.95388
165062 2.32418
165105 1.98617
165147 1.77288
165190 1.63768
165232 1.54915
165318 1.44675
165403 1.39355
165488 1.36346
165573 1.34578
165744 1.33126
165914 1.33759
165999 1.35127
166084 1.37830
166170 1.43324
166212 1.48259
166255 1.56182
166297 1.69980
166340 1.97021
166361 2.21230
166383 2.59856
166404 3.24907
166425 4.36788
166469 7.39630
166491 6.18752
166513 4.28146
166536 2.97674
166560 2.29966
166584 1.93243
166608 1.71854
166632 1.58502
166656 1.49771
166703 1.39486
166751 1.33958
166798 1.30707
166894 1.27369
166989 1.26227
167084 1.27477
167132 1.30551
167180 1.39517
167203 1.50462
167227 1.73878
167239 1.96097
167251 2.32939
167263 2.97103
167275 4.10857
167288 6.06574
167301 7.39093
167327 4.53819
167338 3.46948
167350 2.81682
167362 2.41122
167374 2.14759
167397 1.84098
167421 1.67766
167468 1.51671
167515 1.44267
167609 1.37952
167704 1.35728
167892 1.35743
168080 1.39709
168269 1.49566
168363 1.58844
168457 1.73922
168551 2.00080
168646 2.49873
168693 2.92524
168740 3.57048
168787 4.57611
168834 6.15037
168896 9.22267
168958 11.3541
169020 9.42786
169082 6.40896
169141 4.51363
169200 3.41306
169259 2.75754
169318 2.34757
169436 1.88934
169554 1.65479
169673 1.51876
169791 1.43233
170027 1.33122
170263 1.27461
170499 1.23816
170971 1.19200
171916 1.13696
172861 1.09602
173805 1.05963
174278 1.04345
174750 1.03048
175222 1.02544
175458 1.02983
175694 1.04461
175931 1.08256
176049 1.12067
176167 1.18638
176285 1.31091
176344 1.41865
176403 1.58592
176462 1.86531
176521 2.37470
176551 2.79656
176580 3.41701
176610 4.35298
176639 5.76809
176681 8.71639
176723 10.7532
176765 8.89510
176806 6.02096
176842 4.35290
176878 3.34616
176914 2.73107
176950 2.34517
177022 1.92967
177094 1.75372
177165 1.70329
177237 1.74196
177381 2.08673
177610 3.03241
177725 2.66703
177840 2.10359
177993 1.67879
178145 1.51403
178298 1.47885
178450 1.52255
178755 1.80892
179060 2.43594
179257 3.10989
179453 4.05987
179551 4.64696
179650 5.32723
179699 5.73573
179748 6.25871
179797 7.08907
179822 7.78210
179846 8.83565
179860 9.65314
179883 11.1517
179905 12.0215
179935 11.0206
179964 9.39156
179986 8.55888
180008 8.02568
180052 7.45551
180096 7.17642
180141 7.00241
180317 6.46131
180494 5.83855
180670 5.19337
181056 4.02119
181442 3.23626
181827 2.71798
182213 2.36075
182985 1.90038
183756 1.59860
184528 1.35113
184913 1.22641
185299 1.08816
185685 0.920817
185878 0.818636
186071 0.698637
186456 0.415125
186553 0.375802
186601 0.384937
186649 0.434057
186697 0.554381
186746 0.802457
186794 1.28026
186842 2.16114
186881 3.32355
186920 4.97069
186997 8.63847
187036 9.44067
187074 9.27302
187151 7.63170
187198 6.60544
187245 5.75874
187338 4.55815
187432 3.79763
187525 3.28955
187619 2.93068
187713 2.66480
187900 2.29659
188087 2.05110
188274 1.87281
188649 1.62550
189023 1.46640
189397 1.39834
189772 1.53778
189959 1.80201
190146 2.34487
190424 4.02598
190702 6.31367
190872 7.15339
190957 7.62306
191000 8.09286
191042 8.94268
191088 10.4158
191134 11.3827
191180 10.2049
191226 8.43433
191258 7.52730
191292 6.83850
191326 6.34553
191395 5.68280
191463 5.24128
191531 4.90994
191668 4.41872
191804 4.05612
192078 3.54203
192351 3.19286
192624 2.94085
192897 2.75088
193444 2.48379
193990 2.30446
194536 2.17494
195629 1.99795
196722 1.87971
197815 1.79242
200000 1.66391
202022 1.56671
204044 1.46155
205054 1.39100
206065 1.28673
206571 1.20859
206824 1.15874
207076 1.10006
207329 1.03449
207582 0.980075
207708 0.980703
207834 1.04290
207961 1.26352
208087 1.88395
208152 2.50107
208217 3.38558
208346 5.39845
208476 5.83271
208606 5.00375
208750 4.09340
208894 3.47658
209038 3.07017
209182 2.79270
209470 2.44721
209758 2.24473
210333 2.02044
210909 1.89962
211485 1.82454
211773 1.79719
212060 1.77497
212348 1.75744
212636 1.74517
212924 1.74307
213068 1.76342
213104 1.78408
213140 1.83644
213158 1.89845
213176 2.03510
213194 2.42169
213203 2.91846
213212 3.97520
213219 5.36405
213225 6.34704
213232 5.48795
213239 4.11417
213245 3.27926
213251 2.78956
213264 2.30230
213276 2.08709
213288 1.97768
213313 1.87517
213337 1.83132
213386 1.79752
213435 1.78799
213533 1.79295
213631 1.81643
213729 1.86190
213827 1.94685
213876 2.01636
213925 2.11678
213974 2.26498
214023 2.48411
214159 3.23850
214193 3.15349
214228 2.91698
214296 2.38897
214346 2.12930
214395 1.96444
214444 1.85972
214494 1.79130
214593 1.71255
214691 1.67158
214889 1.63256
215087 1.61466
215482 1.59801
215877 1.59185
216272 1.59565
216470 1.60421
216668 1.62150
216865 1.65567
217063 1.72659
217162 1.79061
217260 1.89141
217359 2.05613
217458 2.32861
217675 3.09808
217784 2.78542
217892 2.26000
217978 1.96907
218064 1.78423
218150 1.66531
218237 1.58571
218323 1.53248
218409 1.50863
218495 1.56753
218538 1.70814
218581 2.07452
218619 2.67186
218656 3.06402
218732 2.43046
218760 2.22001
218788 2.06849
218844 1.87710
218900 1.76572
218956 1.69373
219068 1.60421
219180 1.54722
219404 1.46786
219516 1.46196
219572 1.54213
219600 1.68283
219628 2.01483
219654 2.60413
219668 2.88220
219681 2.99629
219735 2.37853
219757 2.16164
219779 2.01136
219822 1.82960
219865 1.72748
219909 1.66291
219995 1.58384
220082 1.53402
220255 1.46333
220428 1.39934
220602 1.32077
220688 1.26768
220775 1.19709
220862 1.09585
220948 0.938545
221035 0.695046
221057 0.643485
221078 0.657840
221089 0.734556
221100 0.914204
221111 1.28989
221122 2.02867
221130 2.98066
221138 4.35712
221154 7.52098
221163 8.30632
221171 8.25611
221187 6.97327
221198 6.08695
221208 5.35786
221229 4.33854
221250 3.70550
221271 3.28996
221292 3.00135
221313 2.79119
221355 2.50861
221397 2.32789
221439 2.20340
221523 2.04284
221607 1.94380
221691 1.87659
221858 1.79061
222026 1.73740
222194 1.70083
222530 1.65293
223201 1.60004
223872 1.56919
225215 1.52942
225886 1.51123
226222 1.49593
226390 1.47495
226474 1.43900
226516 1.37533
226537 1.27111
226547 1.13279
226552 1.02605
226555 1.05188
226558 1.74702
226560 4.64559
226561 5.05209
226562 4.37817
226567 2.73625
226571 2.22101
226579 1.88401
226596 1.69896
226629 1.60332
226696 1.55444
226830 1.52852
227098 1.51308
227365 1.50961
227499 1.52440
227566 1.57631
227599 1.68792
227616 1.84322
227633 2.21065
227644 2.65915
227655 2.97768
227667 2.70521
227678 2.26665
227694 1.89285
227711 1.72755
227744 1.60127
227809 1.53493
227941 1.50713
228203 1.49431
228728 1.48594
228991 1.48656
229254 1.49773
229385 1.51577
229516 1.55997
229582 1.60593
229648 1.68782
229713 1.84387
229779 2.15010
229841 2.62994
229903 2.96498
230028 2.28513
230083 2.03372
230138 1.87612
230193 1.77579
230248 1.70919
230357 1.62967
230467 1.58566
230687 1.54017
230906 1.51728
231345 1.49388
231785 1.48113
232663 1.46550
233541 1.45456
237054 1.42194
240567 1.39076
242324 1.37116
243202 1.35848
243641 1.35213
243860 1.35815
243915 1.36947
243970 1.40477
243998 1.45346
244025 1.57823
244039 1.72548
244053 2.04414
244059 2.36030
244066 2.90430
244073 3.95229
244080 6.02481
244086 8.97563
244092 11.0895
244097 9.30412
244103 6.40784
244107 4.93336
244112 3.95387
244120 2.86088
244128 2.32492
244137 2.03252
244153 1.73721
244170 1.60145
244204 1.48200
244237 1.43169
244304 1.38942
244371 1.37147
244639 1.34627
245174 1.32519
245710 1.30446
246246 1.27678
246781 1.23408
247049 1.20181
247317 1.15585
247585 1.08492
247719 1.03281
247852 0.961703
247986 0.860115
248120 0.709340
248254 0.518366
248288 0.502075
248321 0.561893
248338 0.655865
248355 0.829676
248371 1.13471
248388 1.64892
248405 2.47351
248421 3.68257
248455 6.55067
248471 7.31108
248488 7.32745
248521 6.25240
248542 5.52047
248562 4.90283
248602 4.01462
248643 3.44487
248683 3.06472
248723 2.79677
248764 2.60055
248844 2.33427
248925 2.16343
249006 2.04542
249167 1.89414
249328 1.80197
249490 1.74055
249812 1.66520
250135 1.62285
250457 1.59848
251103 1.58380
251748 1.61267
252071 1.65288
252393 1.72598
252716 1.86313
253039 2.14436
253200 2.40146
253361 2.81476
253523 3.51229
253684 4.71508
253858 6.72870
254031 8.17542
254205 6.92788
254378 4.90204
254471 4.11603
254564 3.56743
254610 3.38620
254657 3.30129
254680 3.32830
254703 3.45635
254726 3.80744
254738 4.15337
254749 4.69523
254782 6.63369
254798 5.83564
254814 4.56296
254827 3.86174
254839 3.41379
254865 2.91916
254890 2.66741
254916 2.51479
254967 2.32937
255018 2.21062
255120 2.04934
255222 1.93714
255324 1.85445
255426 1.80187
255477 1.79777
255528 1.83909
255553 1.90645
255579 2.05923
255604 2.44056
255617 2.83568
255629 3.50275
255645 4.76008
255660 5.64467
255691 3.80622
255708 2.99646
255724 2.54680
255741 2.28443
255758 2.12016
255791 1.93230
255825 1.83073
255892 1.72211
255958 1.66142
256092 1.58562
256226 1.52916
256360 1.47358
256493 1.40242
256560 1.35015
256627 1.27183
256694 1.14585
256728 1.10455
256744 1.20392
256753 1.38003
256761 1.75724
256772 2.85450
256783 4.41133
256794 4.84826
256805 4.22735
256824 3.20847
256843 2.66885
256862 2.36976
256881 2.18791
256919 1.98053
256957 1.86728
257032 1.74626
257108 1.68188
257260 1.61228
257411 1.57344
257714 1.52851
258017 1.50167
258320 1.48362
258623 1.47263
258775 1.47176
258926 1.48105
259002 1.49825
259078 1.54688
259116 1.60810
259153 1.75015
259172 1.90282
259191 2.19630
259210 2.85086
259220 3.49684
259229 4.54214
259240 6.45490
259252 7.82341
259263 6.63402
259274 4.71375
259286 3.37400
259299 2.66506
259311 2.27104
259323 2.03624
259347 1.78689
259372 1.66566
259421 1.55640
259469 1.50977
259567 1.47048
259665 1.45372
259860 1.43792
260055 1.42926
260836 1.40863
261617 1.39315
261813 1.39145
262008 1.39770
262106 1.41324
262203 1.46398
262252 1.53245
262301 1.69632
262325 1.87066
262350 2.19731
262374 2.87523
262386 3.48385
262398 4.39825
262417 6.42789
