W-182(n,g) ENDF/B-VII.1
218.778 127.681
219.006 81.0210
219.234 55.5576
219.461 40.3233
219.689 30.5562
220.145 19.2603
220.601 13.2535
221.056 9.69636
221.968 5.88256
222.879 3.99829
223.791 2.93924
224.702 2.29161
225.614 1.87269
227.436 1.40032
229.259 1.18444
231.082 1.11073
232.905 1.14024
233.817 1.19195
234.728 1.27110
235.184 1.32236
235.412 1.35125
235.639 1.38246
235.867 1.41616
236.095 1.45246
236.323 1.49157
236.551 1.53366
236.779 1.57896
237.007 1.62769
237.235 1.68013
237.462 1.73653
237.918 1.86268
238.374 2.00925
238.829 2.18019
239.285 2.38048
240.197 2.89678
241.108 3.63760
242.019 4.74644
242.931 6.50528
243.387 7.79627
243.842 9.52776
244.298 11.9235
244.754 15.3660
245.210 20.5582
245.665 28.8949
246.121 43.4481
246.349 55.1110
246.577 71.9496
246.805 97.3184
247.032 137.328
247.260 203.370
247.488 313.922
247.744 501.111
248.000 622.052
248.256 494.311
248.512 308.364
248.770 189.110
249.028 122.693
249.286 84.5123
249.544 61.2320
249.802 46.1904
250.060 35.9942
250.576 23.5320
251.093 16.5400
251.609 12.2458
252.641 7.47949
253.673 5.03870
254.705 3.62618
255.737 2.73649
256.769 2.14027
258.834 1.41549
260.898 1.00825
262.962 0.756626
265.027 0.590181
269.155 0.390264
273.284 0.279078
277.413 0.210801
281.541 0.165863
289.799 0.112450
298.056 0.0841187
306.313 0.0733109
308.378 0.0771985
310.442 0.0945966
311.474 0.121470
311.990 0.149007
312.506 0.199852
313.023 0.309134
313.281 0.417961
313.539 0.615570
313.668 0.781405
313.797 1.03316
313.926 1.44256
314.055 2.17479
314.119 2.77954
314.184 3.68484
314.248 5.12797
314.313 7.63547
314.377 12.5743
314.410 17.0730
314.442 24.4473
314.474 37.8307
314.490 48.9195
314.506 65.5106
314.514 77.1094
314.522 91.9184
314.531 111.152
314.539 136.227
314.547 170.364
314.555 216.429
314.563 280.777
314.571 367.741
314.578 471.608
314.585 588.477
314.600 733.760
314.607 689.727
314.615 586.358
314.629 366.072
314.645 222.345
314.660 143.568
314.675 98.5806
314.690 71.2618
314.705 53.6743
314.720 41.7757
314.750 27.2698
314.780 19.1284
314.810 14.1557
314.870 8.64163
314.930 5.81757
314.990 4.18785
315.050 3.16200
315.110 2.47500
315.230 1.64052
315.350 1.17320
315.470 0.885058
315.590 0.695248
315.830 0.468248
316.070 0.342987
316.550 0.216523
317.031 0.157032
317.511 0.124297
318.471 0.0911473
320.392 0.0664029
322.313 0.0569164
329.997 0.0454833
337.680 0.0433061
345.364 0.0459351
353.048 0.0565918
356.890 0.0686609
360.731 0.0915532
364.573 0.141390
366.494 0.191342
368.415 0.282662
369.375 0.359745
370.336 0.477631
371.296 0.671236
372.257 1.02259
372.737 1.31726
373.217 1.76498
373.457 2.08173
373.577 2.27369
373.697 2.49368
373.818 2.74786
373.938 3.04318
374.058 3.38963
374.178 3.79900
374.298 4.28837
374.418 4.87948
374.538 5.60260
374.658 6.49929
374.778 7.63183
374.898 9.08800
375.018 11.0071
375.138 13.6030
375.258 17.2409
375.378 22.5499
375.498 30.7418
375.618 44.2983
375.678 54.6877
375.738 69.1138
375.798 89.9538
375.858 121.510
375.919 172.280
375.979 259.790
376.039 423.738
376.069 558.636
376.099 748.079
376.149 1197.62
376.200 1497.91
376.251 1199.06
376.302 749.866
376.352 460.760
376.403 299.371
376.454 206.401
376.505 149.609
376.556 112.837
376.607 87.9414
376.708 57.4975
376.810 40.3914
376.911 29.8929
377.115 18.2293
377.318 12.2564
377.521 8.80017
377.725 6.62402
377.928 5.16704
378.334 3.39726
378.741 2.40522
379.148 1.79415
379.554 1.39146
380.367 0.910445
381.180 0.645283
381.994 0.483847
382.807 0.378428
384.433 0.253868
386.059 0.186153
387.686 0.145576
389.312 0.119620
392.565 0.0903983
395.817 0.0766006
402.322 0.0710329
408.828 0.0883434
412.080 0.111102
415.333 0.155170
416.959 0.193091
418.585 0.251518
420.212 0.347908
421.838 0.523395
422.651 0.670813
423.464 0.895114
423.668 0.969558
423.871 1.05400
424.074 1.15032
424.277 1.26084
424.481 1.38850
424.684 1.53705
424.887 1.71128
425.091 1.91738
425.294 2.16387
425.497 2.46187
425.700 2.82680
425.904 3.28029
426.107 3.85344
426.310 4.59233
426.514 5.56745
426.717 6.89035
426.920 8.74986
427.123 11.4779
427.327 15.7091
427.530 22.7729
427.632 28.2274
427.733 35.8652
427.835 47.0250
427.937 64.1429
428.038 92.1930
428.140 141.935
428.191 181.936
428.241 239.123
428.292 322.364
428.343 443.080
428.422 707.872
428.500 885.506
428.579 708.962
428.658 442.464
428.712 315.673
428.766 230.351
428.820 173.005
428.874 133.605
428.982 85.5386
429.090 58.9674
429.198 42.9405
429.306 32.5961
429.522 20.5635
429.738 14.1202
429.954 10.2846
430.170 7.82152
430.386 6.14834
430.818 4.08574
431.250 2.91265
431.682 2.18265
432.114 1.69790
432.977 1.11458
433.841 0.790560
434.705 0.592289
435.569 0.462311
437.297 0.308092
439.025 0.223883
440.752 0.173233
442.480 0.140721
445.936 0.103904
449.391 0.0862818
456.302 0.0783627
463.213 0.0984667
466.669 0.125619
470.124 0.178499
471.852 0.224056
473.580 0.294189
475.307 0.409610
476.171 0.497327
476.603 0.552837
477.035 0.618691
477.467 0.697638
477.683 0.743122
477.899 0.793332
478.115 0.848999
478.331 0.910913
478.547 0.980042
478.763 1.05751
478.979 1.14480
479.195 1.24360
479.627 1.48459
480.059 1.80444
480.491 2.24167
480.923 2.86162
481.354 3.78150
481.786 5.23114
482.002 6.29085
482.218 7.70723
482.434 9.66102
482.650 12.4584
482.866 16.6578
483.082 23.3540
483.298 34.9402
483.406 44.1379
483.514 57.2916
483.622 76.8863
483.730 107.331
483.838 156.559
483.946 236.992
484.073 378.702
484.200 473.066
484.328 378.216
484.455 236.100
484.577 148.369
484.698 97.9877
484.819 68.3178
484.941 49.9277
485.062 37.8952
485.184 29.6686
485.427 19.5185
485.670 13.7724
485.912 10.2220
486.398 6.25896
486.884 4.21941
487.370 3.03550
487.856 2.28846
488.341 1.78738
489.313 1.17793
490.284 0.835763
491.256 0.624709
492.228 0.485474
494.171 0.318975
496.114 0.227031
498.057 0.170962
500.000 0.134275
504.877 0.0834510
509.755 0.0589596
514.632 0.0454869
519.509 0.0375149
529.264 0.0299276
539.018 0.0289673
548.773 0.0350107
553.650 0.0430407
558.527 0.0588268
560.966 0.0725336
563.404 0.0937694
565.843 0.128989
568.282 0.193472
569.501 0.247898
570.720 0.331063
571.940 0.467390
573.159 0.714052
573.769 0.920189
574.073 1.05904
574.378 1.23231
574.531 1.33560
574.683 1.45248
574.835 1.58555
574.988 1.73792
575.140 1.91353
575.293 2.11734
575.445 2.35573
575.597 2.63696
575.750 2.97218
575.902 3.37558
576.055 3.86725
576.207 4.47492
576.360 5.23804
576.512 6.21437
576.664 7.49105
576.817 9.20453
576.969 11.5798
577.122 14.9989
577.274 20.1718
577.426 28.5158
577.579 43.1827
577.655 55.0173
577.731 72.2304
577.807 98.3944
577.884 140.210
577.960 210.447
578.036 330.875
578.118 529.542
578.200 662.817
578.282 530.975
578.364 331.959
578.439 212.502
578.514 142.308
578.589 100.178
578.664 73.7265
578.814 44.2043
578.964 29.2377
579.114 20.7024
579.263 15.4026
579.563 9.46045
579.863 6.38773
580.163 4.59917
580.463 3.46841
580.762 2.70896
581.362 1.78380
581.961 1.26366
582.561 0.942542
583.160 0.730533
584.359 0.476870
585.558 0.336738
586.758 0.251266
587.957 0.195341
590.355 0.129045
592.753 0.0927720
595.151 0.0708220
597.549 0.0565686
602.345 0.0399068
607.141 0.0311007
616.734 0.0234995
626.326 0.0230154
631.123 0.0255951
635.919 0.0318022
640.715 0.0465710
643.113 0.0618108
645.511 0.0900114
646.710 0.113968
647.909 0.150751
649.108 0.211395
650.307 0.321940
650.907 0.415003
651.506 0.556909
652.106 0.788954
652.705 1.20738
653.005 1.55593
653.155 1.79021
653.305 2.08205
653.455 2.45195
653.605 2.93040
653.680 3.22431
653.755 3.56437
653.830 3.96132
653.905 4.42855
653.980 4.98447
654.054 5.65107
654.129 6.46204
654.204 7.45926
654.279 8.70782
654.354 10.2948
654.429 12.3568
654.504 15.1025
654.579 18.8744
654.654 24.2326
654.729 32.2174
654.804 44.7884
654.879 66.1867
654.916 82.8871
654.954 106.339
654.991 140.598
655.029 192.210
655.066 272.903
655.104 399.092
655.152 639.159
655.200 800.465
655.248 641.595
655.297 401.387
655.327 295.275
655.357 221.067
655.416 133.051
655.476 87.1750
655.536 61.0159
655.596 44.8825
655.656 34.3347
655.776 21.8815
655.896 15.1191
656.016 11.0607
656.255 6.64632
656.495 4.42758
656.735 3.15969
656.974 2.36767
657.214 1.84060
657.693 1.20450
658.172 0.850057
658.652 0.632605
659.131 0.489684
660.090 0.319467
661.048 0.225837
662.007 0.168900
662.965 0.131720
664.883 0.0877349
666.800 0.0637213
668.717 0.0492244
670.634 0.0398540
674.469 0.0291501
678.303 0.0245481
680.220 0.0246158
682.138 0.0290282
683.096 0.0367356
683.575 0.0448062
684.055 0.0598308
684.534 0.0922585
684.774 0.124599
685.013 0.183341
685.253 0.307445
685.373 0.429032
685.493 0.646296
685.553 0.825921
685.613 1.09420
685.672 1.52133
685.732 2.26211
685.792 3.71693
685.822 5.03809
685.852 7.19585
685.882 11.0929
685.897 14.3169
685.912 19.0832
685.927 26.6083
685.942 39.1873
685.950 48.7303
685.957 61.6757
685.965 79.3839
685.972 103.036
685.979 132.221
685.986 165.089
686.000 206.099
686.007 193.752
686.014 164.676
686.028 103.079
686.037 75.1567
686.046 56.0291
686.064 33.4143
686.082 21.7697
686.100 15.1823
686.118 11.1467
686.136 8.51304
686.171 5.41552
686.207 3.74066
686.243 2.73685
686.315 1.64739
686.386 1.10107
686.458 0.789090
686.529 0.594429
686.601 0.465044
686.744 0.308738
686.887 0.221713
687.173 0.133158
687.460 0.0912661
687.746 0.0681832
688.319 0.0448691
688.891 0.0338576
689.464 0.0277526
690.609 0.0214740
692.900 0.0165850
695.190 0.0145700
704.353 0.0119206
722.677 0.0121002
731.839 0.0144356
736.420 0.0169761
741.001 0.0217106
745.582 0.0319137
747.873 0.0421091
750.163 0.0607494
751.309 0.0765054
752.454 0.100652
753.599 0.140430
754.745 0.212974
755.317 0.274123
755.890 0.367512
756.462 0.520592
757.035 0.797660
757.321 1.02940
757.608 1.38042
757.751 1.62818
757.894 1.94941
758.037 2.37693
758.180 2.96240
758.252 3.34032
758.324 3.79561
758.395 4.35087
758.467 5.03653
758.538 5.89937
758.610 7.00429
758.681 8.45074
758.753 10.3916
758.825 13.0875
758.896 16.9785
758.968 22.8818
759.039 32.4237
759.111 49.3087
759.147 63.0113
759.182 83.0534
759.218 113.747
759.254 163.313
759.290 247.772
759.326 394.761
759.363 632.759
759.400 794.559
759.437 638.554
759.475 399.807
759.518 228.021
759.561 140.510
759.605 93.3889
759.648 66.0423
759.691 48.9260
759.735 37.6295
759.821 24.1461
759.908 16.7621
759.995 12.2996
760.168 7.41933
760.342 4.95502
760.515 3.54167
760.688 2.65719
760.862 2.06740
761.209 1.35461
761.555 0.956808
761.902 0.712495
762.249 0.551843
762.942 0.360333
763.636 0.254966
764.330 0.190915
765.023 0.149135
766.410 0.0998394
767.797 0.0731356
769.185 0.0572645
770.572 0.0473285
773.346 0.0374210
776.120 0.0380115
777.508 0.0459576
778.201 0.0552155
778.895 0.0730299
779.588 0.112197
779.935 0.151586
780.282 0.223567
780.455 0.284191
780.629 0.376626
780.802 0.527648
780.975 0.799508
781.062 1.02547
781.149 1.36584
781.236 1.91300
781.322 2.87539
781.366 3.65806
781.409 4.80786
781.452 6.60434
781.496 9.61942
781.539 15.2800
781.550 17.4817
781.561 20.1601
781.572 23.4916
781.582 27.7013
781.593 33.1739
781.604 40.3020
781.615 49.8809
781.626 63.0919
781.637 82.0458
781.647 109.524
781.658 150.595
781.669 211.951
781.677 271.517
781.685 339.642
781.700 424.475
781.708 399.617
781.716 339.523
781.731 212.537
781.741 155.246
781.751 115.540
781.771 68.9013
781.791 44.8843
781.810 31.2975
781.830 22.9740
781.850 17.5423
781.889 11.1654
781.929 7.70644
781.969 5.63385
782.048 3.38686
782.127 2.25852
782.206 1.61500
782.285 1.21335
782.364 0.946023
782.523 0.623381
782.681 0.443665
782.839 0.333411
782.997 0.260971
783.314 0.174582
783.630 0.127010
783.947 0.0980199
784.263 0.0790362
784.897 0.0564585
785.530 0.0440092
786.796 0.0313533
788.062 0.0252840
789.328 0.0218560
791.860 0.0182518
796.925 0.0154488
801.989 0.0144866
822.247 0.0153368
842.504 0.0208816
847.569 0.0241579
852.633 0.0309771
855.166 0.0389772
856.432 0.0465006
857.698 0.0598468
858.964 0.0878386
859.597 0.115496
860.230 0.165743
860.547 0.208041
860.863 0.272604
861.180 0.378444
861.496 0.570161
861.654 0.730676
861.813 0.974215
861.971 1.36972
862.129 2.07525
862.208 2.65766
862.287 3.52697
862.327 4.13330
862.367 4.90927
862.406 5.93007
862.446 7.30243
862.485 9.21839
862.505 10.4717
862.525 11.9982
862.545 13.8827
862.564 16.2454
862.584 19.2610
862.604 23.1679
862.624 28.4071
862.644 35.6071
862.663 45.8517
862.683 60.9604
862.703 84.6441
862.723 123.917
862.742 193.356
862.752 247.511
862.762 319.635
862.781 512.257
862.800 642.753
862.819 516.681
862.838 323.087
862.852 226.484
862.865 163.215
862.879 121.390
862.893 93.0387
862.920 58.9408
862.947 40.3564
862.974 29.2202
863.001 22.1113
863.056 13.8905
863.110 9.51033
863.165 6.91847
863.219 5.25564
863.274 4.13006
863.383 2.74463
863.491 1.95810
863.600 1.46934
863.709 1.14534
863.927 0.755406
864.145 0.538956
864.363 0.406530
864.580 0.319723
865.016 0.216576
865.451 0.160080
866.322 0.103667
867.194 0.0776722
868.065 0.0637844
869.807 0.0506410
873.291 0.0433397
876.776 0.0434056
883.744 0.0508697
890.713 0.0660553
897.682 0.0950193
901.166 0.120814
902.908 0.139315
904.651 0.163955
905.522 0.179568
906.393 0.198188
907.264 0.220719
908.135 0.248441
909.006 0.283223
909.442 0.304093
909.877 0.327881
910.748 0.386817
911.619 0.467240
912.490 0.581628
913.362 0.753137
914.233 1.02882
915.104 1.51667
915.539 1.91673
915.975 2.51230
916.410 3.45629
916.846 5.08424
917.064 6.38202
917.282 8.25924
917.499 11.1168
917.717 15.7642
917.935 24.0479
918.044 30.8277
918.153 40.8196
918.261 56.3200
918.370 81.7953
918.479 126.368
918.588 207.227
918.800 430.142
918.906 354.639
919.012 223.300
919.119 136.707
919.225 88.3587
919.331 60.6444
919.438 43.8288
919.544 33.0010
919.651 25.6900
919.864 16.7853
920.077 11.8101
920.289 8.76411
920.715 5.39478
921.141 3.67708
921.567 2.68746
921.993 2.06746
922.418 1.65480
923.270 1.15975
924.121 0.889491
924.973 0.730087
925.825 0.632266
926.676 0.571967
927.102 0.551660
927.528 0.536488
927.954 0.525705
928.379 0.518748
928.805 0.515195
929.231 0.514730
929.657 0.517125
930.082 0.522226
930.508 0.529937
930.934 0.540214
931.786 0.568550
932.637 0.607820
933.489 0.659367
934.340 0.725369
935.192 0.809093
936.043 0.915278
936.895 1.05087
937.746 1.22603
938.598 1.45623
939.450 1.76543
940.301 2.19270
941.153 2.80443
942.004 3.72090
942.856 5.17690
943.707 7.67817
944.133 9.64953
944.559 12.4516
944.985 16.5862
945.411 22.9356
945.836 33.0509
946.262 49.3212
946.781 78.9510
947.300 99.2174
947.820 79.8360
948.339 49.9669
948.754 33.7580
949.170 23.5602
949.585 17.1001
950.000 12.8679
950.781 8.15962
951.563 5.59838
952.344 4.06764
953.125 3.08557
954.688 1.94862
956.250 1.34283
957.813 0.983179
959.375 0.752701
962.500 0.485687
965.625 0.343472
968.750 0.259670
975.000 0.173128
981.250 0.138825
987.500 0.138605
990.625 0.155319
993.750 0.194196
996.875 0.283435
998.438 0.371844
1000.00 0.527773
1000.84 0.665213
1001.68 0.873002
1002.10 1.01933
1002.31 1.10764
1002.52 1.20810
1002.73 1.32420
1002.94 1.45799
1003.15 1.61481
1003.36 1.79837
1003.57 2.01730
1003.78 2.27997
1003.99 2.59879
1004.19 2.98883
1004.40 3.47791
1004.61 4.09930
1004.82 4.90504
1005.03 5.96940
1005.24 7.43041
1005.45 9.49915
1005.66 12.5591
1005.87 17.3134
1006.08 25.3221
1006.19 31.4907
1006.29 39.9765
1006.40 52.2433
1006.50 70.3934
1006.61 97.9428
1006.71 139.286
1006.86 222.424
1007.00 277.054
1007.15 220.592
1007.29 137.840
1007.46 78.5304
1007.63 48.3551
1007.80 32.1648
1007.97 22.7495
1008.14 16.8707
1008.31 12.9813
1008.65 8.35427
1008.99 5.81021
1009.33 4.27628
1010.01 2.59450
1010.69 1.74368
1011.37 1.25627
1012.05 0.951017
1012.73 0.747304
1014.08 0.500677
1015.44 0.362900
1016.80 0.278098
1018.16 0.222192
1020.88 0.155345
1023.59 0.118479
1029.02 0.0816421
1034.46 0.0653192
1039.89 0.0579405
1050.76 0.0576304
1061.62 0.0759251
1067.06 0.0979609
1072.49 0.139745
1075.21 0.175233
1077.92 0.229258
1079.28 0.267467
1079.96 0.290563
1080.64 0.317015
1081.32 0.347501
1081.66 0.364541
1082.00 0.382877
1082.68 0.424242
1083.02 0.447636
1083.35 0.473022
1083.69 0.500798
1084.03 0.531183
1084.71 0.601065
1085.39 0.686159
1086.07 0.791202
1086.75 0.922927
1087.43 1.09116
1088.11 1.31066
1088.79 1.60446
1089.47 2.01075
1090.15 2.59261
1090.83 3.46780
1091.50 4.86796
1092.18 7.29942
1092.52 9.24071
1092.86 12.0224
1093.20 16.1962
1093.54 22.7041
1093.88 33.3482
1094.22 50.8736
1094.61 81.0875
1095.00 101.090
1095.39 81.0399
1095.78 50.8226
1096.03 36.9227
1096.29 27.3491
1096.80 16.2115
1097.30 10.5124
1097.81 7.31308
1098.32 5.35694
1098.83 4.08663
1099.84 2.59516
1100.86 1.79108
1101.87 1.31015
1103.90 0.789439
1105.93 0.528767
1107.96 0.380239
1109.99 0.287795
1112.02 0.226506
1116.08 0.153092
1120.14 0.113011
1124.20 0.0894560
1128.26 0.0754061
1136.38 0.0655189
1140.44 0.0694423
1144.49 0.0832836
1148.55 0.119314
1150.58 0.157180
1152.61 0.227136
1153.63 0.286179
1154.64 0.376017
1155.66 0.522055
1156.67 0.782545
1156.93 0.879869
1157.18 0.997160
1157.44 1.14026
1157.69 1.31653
1157.82 1.42113
1157.94 1.53891
1158.07 1.67219
1158.20 1.82378
1158.45 2.19681
1158.70 2.69600
1158.96 3.39112
1159.21 4.39460
1159.47 5.91745
1159.72 8.37143
1159.85 10.2131
1159.97 12.7218
1160.10 16.2510
1160.23 21.3607
1160.35 29.2256
1160.48 41.8952
1160.61 63.3891
1160.73 100.243
1160.87 160.081
1161.00 198.662
1161.13 157.802
1161.27 98.4537
1161.38 65.4442
1161.49 45.2672
1161.60 32.6514
1161.71 24.4587
1161.94 15.0228
1162.16 10.0894
1162.38 7.21972
1162.60 5.41346
1163.05 3.36149
1163.49 2.28781
1163.93 1.65782
1164.38 1.25728
1164.82 0.987037
1165.71 0.656189
1166.60 0.469511
1167.49 0.353818
1168.37 0.277178
1170.15 0.185042
1171.93 0.133849
1173.70 0.102407
1175.48 0.0816704
1179.03 0.0567636
1182.59 0.0428376
1189.69 0.0284086
1196.80 0.0213091
1203.90 0.0172293
1218.11 0.0129843
1232.32 0.0112891
1246.53 0.0116524
1253.64 0.0133026
1260.74 0.0179950
1264.30 0.0238287
1266.07 0.0291862
1267.85 0.0383461
1269.63 0.0566830
1270.51 0.0741790
1271.40 0.105257
1271.85 0.131047
1272.29 0.170106
1272.73 0.233733
1273.18 0.348507
1273.40 0.444436
1273.62 0.589988
1273.84 0.826645
1274.07 1.25038
1274.18 1.60098
1274.29 2.12692
1274.40 2.96793
1274.51 4.43616
1274.57 5.63254
1274.62 7.35036
1274.65 8.54374
1274.68 10.0524
1274.71 11.9969
1274.73 14.4558
1274.76 17.8900
1274.79 22.6904
1274.82 29.6711
1274.84 39.8610
1274.86 47.2702
1274.87 56.8546
1274.89 69.4995
1274.90 86.5436
1274.91 110.039
1274.93 143.115
1274.94 190.333
1274.95 251.698
1274.98 402.843
1275.00 504.291
1275.02 404.036
1275.05 252.626
1275.07 152.371
1275.09 99.2946
1275.12 68.6388
1275.14 49.8605
1275.16 37.2653
1275.19 29.1217
1275.23 19.1206
1275.28 13.3862
1275.33 9.94246
1275.42 6.09950
1275.51 4.10589
1275.60 2.95430
1275.70 2.23019
1275.79 1.75004
1275.97 1.16073
1276.16 0.832682
1276.35 0.629919
1276.53 0.497425
1276.90 0.339812
1277.27 0.254352
1278.01 0.172374
1278.76 0.139666
1279.50 0.128727
