Ge-72(n,g) ENDF/B-VII.1
2613.64 0.747160
2614.06 0.839199
2614.48 0.949052
2614.90 1.08194
2615.31 1.24475
2615.73 1.44713
2616.15 1.70295
2616.57 2.03265
2616.99 2.46737
2617.41 3.05800
2617.83 3.88327
2618.25 5.08616
2618.67 6.92952
2619.09 9.93881
2619.51 15.2592
2619.72 19.5337
2619.92 25.5942
2620.13 34.4212
2620.34 47.1006
2620.67 75.3650
2621.00 94.1055
2621.33 75.2504
2621.66 47.0067
2621.92 31.7618
2622.18 22.1746
2622.45 16.1004
2622.71 12.1175
2623.24 7.48741
2623.76 5.04566
2624.29 3.61772
2624.81 2.71569
2625.87 1.68756
2626.92 1.14797
2627.97 0.830797
2629.02 0.628905
2630.07 0.492702
2632.18 0.325826
2634.28 0.231575
2636.38 0.173177
2638.49 0.134562
2642.69 0.0882839
2646.90 0.0627186
2651.11 0.0471683
2655.32 0.0370513
2663.73 0.0252524
2672.14 0.0191039
2680.56 0.0157801
2688.97 0.0141619
2705.80 0.0148310
2714.22 0.0176590
2722.63 0.0238693
2726.84 0.0294407
2731.04 0.0381769
2735.25 0.0527698
2739.46 0.0795924
2741.56 0.102266
2743.66 0.136905
2745.77 0.193691
2747.87 0.296266
2748.92 0.381889
2749.98 0.511356
2751.03 0.720580
2752.08 1.09092
2752.60 1.39419
2753.13 1.84408
2753.39 2.15534
2753.66 2.55244
2753.92 3.06990
2754.18 3.76147
2754.45 4.71430
2754.58 5.33405
2754.71 6.07713
2754.84 6.99294
2754.97 8.12007
2755.10 9.55110
2755.23 11.3731
2755.37 13.7787
2755.50 16.9835
2755.63 21.4442
2755.76 27.7640
2755.89 37.2099
2756.02 51.7019
2756.15 74.9390
2756.29 112.581
2756.44 180.350
2756.60 225.138
2756.76 179.871
2756.92 112.560
2757.03 79.5767
2757.14 57.7903
2757.25 43.2437
2757.36 33.3012
2757.58 21.1979
2757.80 14.5805
2758.02 10.5872
2758.24 8.02921
2758.68 5.05782
2759.12 3.46732
2759.56 2.52401
2760.00 1.91739
2760.44 1.50635
2761.32 0.999123
2762.20 0.711137
2763.08 0.531970
2763.97 0.413003
2765.73 0.269775
2767.49 0.190221
2769.25 0.141465
2771.02 0.109470
2774.54 0.0713783
2778.07 0.0504265
2781.59 0.0376747
2785.12 0.0293345
2792.17 0.0194337
2799.22 0.0139887
2806.27 0.0106657
2813.32 0.00848223
2827.42 0.00586732
2841.52 0.00440812
2869.72 0.00290072
2897.92 0.00216533
2926.12 0.00174755
2982.51 0.00131443
3095.31 0.00101291
3208.11 0.000965984
3320.91 0.00106224
3433.71 0.00140511
3490.11 0.00186312
3518.31 0.00230795
3546.51 0.00310787
3574.71 0.00479980
3588.81 0.00647772
3602.91 0.00953339
3609.96 0.0121089
3617.01 0.0160468
3624.06 0.0225145
3631.11 0.0342617
3634.64 0.0441206
3638.16 0.0591181
3641.69 0.0835631
3645.21 0.127444
3646.97 0.163838
3648.74 0.218500
3649.62 0.256820
3650.50 0.306159
3651.38 0.371254
3652.26 0.459585
3652.70 0.516140
3653.14 0.583807
3653.58 0.665686
3654.02 0.765781
3654.47 0.890505
3654.91 1.04782
3655.35 1.25105
3655.79 1.51846
3656.23 1.88165
3656.67 2.38907
3657.11 3.13050
3657.55 4.26437
3657.99 6.12037
3658.43 9.39575
3658.65 12.0339
3658.87 15.7786
3659.09 21.2074
3659.31 29.0460
3659.66 46.4700
3660.00 58.0805
3660.35 46.4592
3660.69 29.0355
3660.91 21.1396
3661.13 15.6902
3661.58 9.32075
3662.02 6.05693
3662.47 4.21957
3662.91 3.09329
3663.35 2.35951
3664.24 1.49858
3665.13 1.03315
3666.02 0.754776
3667.79 0.452695
3669.57 0.301346
3671.34 0.214971
3673.12 0.161103
3674.89 0.125273
3678.44 0.0820821
3681.99 0.0580411
3685.54 0.0433037
3689.09 0.0336267
3696.19 0.0221091
3703.29 0.0157840
3710.39 0.0119439
3717.49 0.00944194
3731.69 0.00649369
3745.89 0.00489619
3774.28 0.00333112
3802.68 0.00264031
3831.08 0.00229952
3887.88 0.00205396
4001.47 0.00222706
4115.06 0.00292705
4228.65 0.00447562
4285.45 0.00596049
4342.25 0.00855785
4399.04 0.0138202
4427.44 0.0188257
4434.54 0.0205468
4441.64 0.0225352
4448.74 0.0248510
4455.84 0.0275709
4459.39 0.0291130
4462.94 0.0307967
4466.49 0.0326398
4470.04 0.0346629
4473.59 0.0368916
4477.14 0.0393543
4484.24 0.0451242
4491.34 0.0523354
4498.44 0.0615113
4505.54 0.0734429
4512.63 0.0893515
4519.73 0.111227
4526.83 0.142445
4533.93 0.189149
4541.03 0.263338
4548.13 0.390962
4551.68 0.491748
4555.23 0.635300
4558.78 0.847722
4562.33 1.17513
4565.88 1.69903
4569.43 2.54519
4573.72 4.06604
4578.00 5.07435
4582.29 4.05449
4586.58 2.53310
4589.45 1.82280
4592.31 1.34024
4598.05 0.786436
4603.78 0.507948
4609.51 0.352850
4615.24 0.258873
4620.97 0.198055
4632.44 0.127196
4643.90 0.0893410
4655.37 0.0669482
4678.29 0.0432701
4701.22 0.0321748
4724.15 0.0267228
4770.01 0.0243102
4815.86 0.0306272
4838.79 0.0387355
4844.52 0.0416336
4850.25 0.0450088
4853.12 0.0469039
4855.99 0.0489556
4858.85 0.0511797
4861.72 0.0535944
4864.58 0.0562201
4867.45 0.0590804
4870.32 0.0622022
4873.18 0.0656164
4876.05 0.0693586
4878.91 0.0734702
4884.65 0.0830019
4890.38 0.0947036
4896.11 0.109261
4901.84 0.127651
4907.57 0.151299
4913.31 0.182345
4919.04 0.224105
4924.77 0.281897
4930.50 0.364586
4936.23 0.487544
4941.97 0.678285
4947.70 0.986028
4953.43 1.48808
4960.22 2.37643
4967.00 2.96412
4973.79 2.36718
4980.58 1.47858
4985.44 1.04030
4990.29 0.750610
4995.15 0.558960
5000.00 0.428939
5007.82 0.295588
5015.63 0.214887
5023.45 0.162832
5031.26 0.127493
5046.89 0.0841496
5062.52 0.0596869
5078.15 0.0445716
5093.78 0.0345921
5125.05 0.0226498
5156.31 0.0160420
5187.57 0.0120000
5250.09 0.00750145
5312.61 0.00517414
5375.14 0.00380906
5500.18 0.00234463
5625.22 0.00161193
5750.27 0.00119198
6000.36 0.000754113
6250.45 0.000545724
6500.54 0.000435983
7000.72 0.000353885
7500.89 0.000388853
7750.98 0.000463297
8001.07 0.000615829
8251.16 0.000952313
8376.21 0.00128626
8501.25 0.00188686
8563.78 0.00238535
8626.30 0.00313549
8688.82 0.00434094
8751.34 0.00646281
8782.60 0.00818909
8813.86 0.0107368
8829.50 0.0124919
8845.13 0.0147226
8852.94 0.0160721
8860.76 0.0176177
8868.57 0.0193993
8876.39 0.0214674
8884.20 0.0238867
8892.02 0.0267399
8899.83 0.0301371
8907.65 0.0342241
8915.46 0.0391994
8923.28 0.0453345
8931.09 0.0530143
8938.91 0.0627917
8946.72 0.0754859
8954.54 0.0923344
8962.35 0.115282
8970.17 0.147469
8977.99 0.194135
8985.80 0.264167
8993.62 0.372444
9001.43 0.540483
9011.72 0.863829
9022.00 1.07803
9032.29 0.861117
9042.58 0.537780
9052.93 0.329954
9063.28 0.214038
9073.63 0.147423
9083.98 0.106799
9094.33 0.0805696
9104.68 0.0627917
9125.37 0.0410806
9146.07 0.0289107
9166.77 0.0214460
9208.17 0.0131802
9249.56 0.00897281
9290.96 0.00656555
9332.36 0.00508258
9373.75 0.00413223
9456.55 0.00317700
9497.94 0.00307381
9539.34 0.00330095
9580.74 0.00419306
9601.43 0.00521452
9622.13 0.00716097
9632.48 0.00882796
9642.83 0.0113864
9653.18 0.0155812
9663.53 0.0231376
9668.70 0.0294116
9673.88 0.0388412
9679.05 0.0539540
9684.23 0.0803944
9689.40 0.133051
9691.99 0.181470
9693.28 0.216280
9694.58 0.262089
9695.87 0.324110
9696.52 0.363643
9697.16 0.410788
9697.81 0.467591
9698.46 0.536824
9699.11 0.622295
9699.75 0.729157
9700.40 0.865358
9701.05 1.04188
9701.69 1.27535
9702.34 1.59046
9702.99 2.02723
9703.63 2.64563
9704.28 3.53526
9704.93 4.80665
9705.96 7.69088
9707.00 9.61015
9707.52 9.04372
9708.04 7.68582
9709.08 4.80462
9710.21 2.82976
9711.35 1.78305
9712.49 1.20370
9713.62 0.860126
9714.76 0.642325
9715.89 0.496869
9718.17 0.321593
9720.44 0.224631
9722.71 0.165637
9727.26 0.100727
9731.80 0.0677478
9736.35 0.0487608
9740.90 0.0368458
9745.44 0.0288845
9754.53 0.0192356
9763.62 0.0138335
9772.72 0.0105048
9781.81 0.00830818
9799.99 0.00567562
9818.17 0.00421319
9854.54 0.00271814
9890.90 0.00199803
9927.27 0.00159046
10000.0 0.00116126
10076.1 0.000941058
10152.1 0.000820664
10304.2 0.000721726
10456.3 0.000738778
10608.5 0.000877026
10760.6 0.00124710
10836.6 0.00163080
10912.7 0.00233061
10950.7 0.00291548
10988.7 0.00379939
11026.8 0.00522634
11064.8 0.00775176
11083.8 0.00981848
11102.8 0.0128827
11121.8 0.0177120
11140.9 0.0259585
11145.6 0.0289427
11150.4 0.0324693
11155.1 0.0366958
11159.9 0.0417958
11164.6 0.0480531
11167.0 0.0517215
11169.4 0.0558067
11174.1 0.0655879
11178.9 0.0781566
11183.6 0.0946955
11188.4 0.116913
11193.1 0.147699
11197.9 0.191836
11202.7 0.257837
11207.4 0.360503
11212.2 0.527183
11216.9 0.801319
11222.5 1.28317
11228.0 1.60429
11230.8 1.50868
11233.6 1.28154
11239.1 0.799755
11245.1 0.475756
11251.0 0.302087
11256.9 0.204969
11262.9 0.147040
11268.8 0.110114
11274.8 0.0853892
11286.7 0.0554825
11298.6 0.0388877
11310.4 0.0287733
11334.2 0.0176314
11358.0 0.0119744
11381.8 0.00872578
11405.6 0.00669738
11429.3 0.00535338
11476.9 0.00375692
11524.4 0.00291076
11619.6 0.00221144
11714.7 0.00222018
11809.8 0.00295371
11857.3 0.00384481
11904.9 0.00554612
11928.7 0.00699861
11952.4 0.00921971
11976.2 0.0128430
12000.0 0.0193172
12000.0 0.0831452
12500.0 0.0813454
15000.0 0.0737698
17000.0 0.0690238
20000.0 0.0634383
25000.0 0.0568546
30000.0 0.0524041
35000.0 0.0492429
40000.0 0.0469027
50000.0 0.0436381
60000.0 0.0413798
70000.0 0.0396461
72000.0 0.0392994
80000.0 0.0381326
100000 0.0356232
120669 0.0335662
125000 0.0331351
150000 0.0311104
159405 0.0305830
170000 0.0299888
200000 0.0286825
223085 0.0278272
223086 0.0278272
250000 0.0268301
288997 0.0259436
288997 0.0259436
300000 0.0256934
319418 0.0255512
350000 0.0253273
356937 0.0253312
379245 0.0253437
379245 0.0253437
400000 0.0253554
423254 0.0253459
471522 0.0253262
498900 0.0253150
498900 0.0253150
500000 0.0253145
514415 0.0254981
564609 0.0261372
586411 0.0264148
600000 0.0265878
700000 0.0274733
701096 0.0274830
701096 0.0274434
701097 0.0274434
800000 0.0265755
845696 0.0217554
845697 0.0217553
900000 0.0160272
1.00000E+06 0.0126165
1.20000E+06 0.0107117
1.40000E+06 0.0104696
1.48453E+06 0.0100973
1.48453E+06 0.0100973
1.60000E+06 0.00958883
1.75254E+06 0.00891707
1.80000E+06 0.00870806
2.00000E+06 0.00842117
2.05746E+06 0.00830837
2.07774E+06 0.00826856
2.09386E+06 0.00823691
2.20000E+06 0.00802854
2.40000E+06 0.00796338
2.42970E+06 0.00788322
2.42971E+06 0.00788320
2.43599E+06 0.00786624
2.43599E+06 0.00786623
2.49845E+06 0.00769765
2.49846E+06 0.00769763
2.54013E+06 0.00758515
2.54013E+06 0.00758514
2.55007E+06 0.00755832
2.60000E+06 0.00742355
2.60807E+06 0.00739164
2.60807E+06 0.00739163
2.61973E+06 0.00734553
2.61973E+06 0.00734552
2.79293E+06 0.00666065
2.80000E+06 0.00663269
2.81098E+06 0.00661313
2.91593E+06 0.00642614
2.93763E+06 0.00638748
2.98123E+06 0.00630979
2.98123E+06 0.00630979
2.98478E+06 0.00630347
2.98478E+06 0.00630346
2.99178E+06 0.00629100
3.00000E+06 0.00627635
3.07655E+06 0.00606059
3.07655E+06 0.00606058
3.07817E+06 0.00605602
3.07817E+06 0.00605601
3.12350E+06 0.00592825
3.13759E+06 0.00588854
3.13760E+06 0.00588853
3.17288E+06 0.00578907
3.17288E+06 0.00578906
3.17491E+06 0.00578335
3.17491E+06 0.00578335
3.18302E+06 0.00576049
3.18302E+06 0.00576048
3.20000E+06 0.00571263
3.22663E+06 0.00564831
3.26212E+06 0.00556260
3.26820E+06 0.00554792
3.26820E+06 0.00554791
3.27327E+06 0.00553567
3.27327E+06 0.00553567
3.27875E+06 0.00552244
3.29558E+06 0.00548179
3.37163E+06 0.00529812
3.37163E+06 0.00529811
3.38350E+06 0.00526945
3.39272E+06 0.00524718
3.39272E+06 0.00524717
3.42588E+06 0.00516709
3.42588E+06 0.00516709
3.42994E+06 0.00515729
3.46279E+06 0.00507795
3.46279E+06 0.00507794
3.47344E+06 0.00505223
3.49423E+06 0.00500202
3.50000E+06 0.00498808
3.51451E+06 0.00494308
3.53783E+06 0.00487075
3.53783E+06 0.00487075
3.54868E+06 0.00483710
3.54868E+06 0.00483710
3.59685E+06 0.00468771
3.65252E+06 0.00451505
3.66012E+06 0.00449148
3.66012E+06 0.00449147
3.70000E+06 0.00436779
4.00000E+06 0.00366603
4.50000E+06 0.00236794
5.00000E+06 0.00185702
5.07664E+06 0.00184068
5.07664E+06 0.00184068
6.00000E+06 0.00164386
7.00000E+06 0.00114885
8.00000E+06 0.000845360
8.80805E+06 0.000680368
9.00000E+06 0.000641175
9.87426E+06 0.000534785
9.87427E+06 0.000534784
1.00000E+07 0.000519483
1.09028E+07 0.000469082
1.10000E+07 0.000463656
1.20000E+07 0.000467937
1.30000E+07 0.000524391
1.40000E+07 0.000531399
1.50000E+07 0.000516128
1.52096E+07 0.000507351
1.54179E+07 0.000498629
1.60000E+07 0.000474254
1.70000E+07 0.000399270
1.80000E+07 0.000312850
1.84227E+07 0.000278193
1.90000E+07 0.000230860
2.00000E+07 0.000167294
