Cs-133(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1812.32 18.5517
1812.41 14.1055
1812.49 11.4765
1812.57 9.80199
1812.73 7.85514
1812.90 6.77802
1813.06 6.11576
1813.22 5.66876
1813.39 5.35281
1813.71 4.93569
1814.04 4.67594
1814.37 4.49965
1814.69 4.37281
1815.35 4.20157
1816.00 4.09150
1816.65 4.01408
1817.31 3.95634
1818.62 3.87442
1819.92 3.81766
1822.54 3.73971
1825.15 3.68393
1827.77 3.63795
1832.99 3.55554
1838.22 3.46662
1840.84 3.41176
1843.45 3.34208
1846.07 3.24432
1847.37 3.17650
1848.68 3.08699
1849.33 3.03033
1849.99 2.96307
1850.64 2.88278
1851.29 2.78993
1851.62 2.74191
1851.95 2.69999
1852.27 2.68089
1852.60 2.73154
1852.76 2.82178
1852.93 3.00487
1853.09 3.37437
1853.25 4.13676
1853.42 5.87436
1853.50 7.58252
1853.58 10.4663
1853.62 12.7251
1853.66 15.8735
1853.70 20.3941
1853.74 26.9182
1853.79 37.2268
1853.83 53.9539
1853.87 82.3572
1853.91 129.942
1853.95 218.723
1854.00 285.932
1854.02 275.287
1854.05 240.040
1854.09 159.002
1854.14 104.919
1854.18 73.5080
1854.23 54.3973
1854.27 42.1841
1854.32 33.8258
1854.36 28.1108
1854.45 20.8128
1854.54 16.4491
1854.62 13.6730
1854.80 10.3784
1854.98 8.55421
1855.16 7.42079
1855.33 6.65994
1855.51 6.12250
1855.86 5.45728
1856.04 5.28913
1856.22 5.26729
1856.39 5.54011
1856.48 5.92737
1856.57 6.68090
1856.66 8.26179
1856.70 9.67391
1856.75 11.9038
1856.79 15.7337
1856.84 22.4743
1856.88 35.5494
1856.90 46.5733
1856.93 62.3476
1856.96 102.054
1857.00 131.500
1857.04 110.777
1857.08 74.6101
1857.12 47.0492
1857.16 32.2157
1857.20 23.9010
1857.25 18.8837
1857.29 15.6452
1857.33 13.4355
1857.42 10.7131
1857.50 9.11259
1857.59 8.09177
1857.76 6.89371
1857.93 6.21661
1858.10 5.78821
1858.45 5.27228
1858.79 4.96838
1859.13 4.76591
1859.82 4.50618
1860.50 4.34248
1861.19 4.22775
1862.56 4.07396
1863.93 3.97314
1865.30 3.90055
1868.04 3.80018
1870.78 3.73131
1873.52 3.67887
1879.00 3.59853
1884.48 3.53179
1889.96 3.46367
1892.71 3.42224
1894.08 3.39685
1895.45 3.36574
1896.82 3.32471
1897.50 3.29825
1898.19 3.26617
1898.87 3.22884
1899.22 3.21132
1899.56 3.20334
1899.90 3.23380
1900.07 3.29342
1900.24 3.43478
1900.41 3.79174
1900.50 4.16725
1900.59 4.83714
1900.67 6.18069
1900.71 7.37562
1900.76 9.20309
1900.80 12.3086
1900.84 17.8803
1900.89 28.7516
1900.91 37.7198
1900.93 50.5173
1900.96 83.5742
1901.00 108.292
1901.04 90.7332
1901.07 60.5880
1901.11 41.5902
1901.14 30.0230
1901.17 22.8835
1901.21 18.2755
1901.27 12.9619
1901.34 10.1481
1901.40 8.47774
1901.47 7.40077
1901.60 6.13805
1901.73 5.43366
1901.86 4.99761
1902.13 4.49929
1902.39 4.22653
1902.65 4.05780
1903.18 3.86101
1903.71 3.74977
1904.23 3.67779
1905.29 3.58808
1906.34 3.53140
1907.39 3.48961
1909.50 3.42392
1911.61 3.36199
1912.66 3.32662
1913.72 3.28412
1914.77 3.22888
1915.30 3.19406
1915.82 3.15391
1916.35 3.11376
1916.61 3.10304
1916.88 3.11897
1917.14 3.22256
1917.27 3.36700
1917.40 3.66899
1917.53 4.36729
1917.60 5.06039
1917.67 6.23515
1917.73 8.46408
1917.80 13.1625
1917.83 17.5778
1917.86 24.8502
1917.90 37.4466
1917.91 46.7147
1917.93 58.8972
1917.95 76.6117
1917.96 97.6687
1918.00 127.983
1918.02 123.607
1918.04 107.977
1918.07 71.7344
1918.11 46.3244
1918.15 32.0502
1918.19 23.7790
1918.22 18.6731
1918.26 15.3265
1918.30 13.0193
1918.38 10.1276
1918.45 8.44357
1918.53 7.36966
1918.68 6.11949
1918.83 5.42592
1918.98 4.99882
1919.29 4.50530
1919.59 4.23447
1919.89 4.06516
1920.50 3.86622
1921.10 3.75286
1921.71 3.67926
1922.92 3.58742
1924.14 3.53022
1925.35 3.48939
1927.77 3.43072
1930.20 3.38603
1932.62 3.34696
1937.47 3.27119
1942.32 3.18194
1944.75 3.12423
1947.17 3.04965
1948.38 3.00242
1949.60 2.94556
1950.81 2.87566
1952.02 2.78923
1952.63 2.73957
1953.23 2.68808
1953.84 2.64249
1954.45 2.62840
1954.75 2.65578
1955.05 2.73781
1955.35 2.93409
1955.66 3.38983
1955.96 4.51736
1956.11 5.69679
1956.26 7.80378
1956.42 11.9895
1956.49 15.6934
1956.57 21.4058
1956.64 30.9845
1956.72 48.0471
1956.76 61.6902
1956.79 81.0002
1956.83 108.698
1956.87 147.023
1956.94 246.485
1957.00 321.702
1957.07 269.466
1957.13 177.680
1957.17 133.955
1957.22 103.017
1957.30 65.7834
1957.38 46.0056
1957.47 34.5957
1957.55 27.3057
1957.63 22.4234
1957.80 16.4991
1957.97 13.1120
1958.14 10.9974
1958.47 8.54674
1958.81 7.21195
1959.14 6.38939
1959.48 5.83847
1959.81 5.44670
1960.48 4.93080
1961.15 4.60876
1961.82 4.38963
1962.49 4.23134
1963.83 4.01727
1965.17 3.87890
1966.51 3.78141
1967.85 3.70844
1970.53 3.60463
1973.21 3.53237
1978.57 3.43270
1983.93 3.36102
1989.28 3.30181
2000.00 3.19673
2013.23 3.06301
2019.85 2.98492
2026.46 2.89209
2033.08 2.77500
2039.69 2.61562
2043.00 2.50900
2046.31 2.37289
2047.96 2.28954
2049.61 2.19792
2050.44 2.16004
2050.85 2.15419
2051.27 2.17584
2051.68 2.27641
2051.89 2.40503
2052.09 2.66414
2052.30 3.24825
2052.40 3.82302
2052.51 4.82529
2052.61 6.78271
2052.66 8.50320
2052.71 11.1385
2052.77 15.6113
2052.82 23.5073
2052.84 30.0340
2052.87 39.4509
2052.89 53.2788
2052.92 72.5793
2052.96 118.123
2053.00 149.831
2053.04 122.988
2053.08 80.1318
2053.12 50.5905
2053.16 34.3194
2053.21 24.6364
2053.25 18.8154
2053.29 14.9217
2053.33 12.3170
2053.41 9.06629
2053.50 7.17229
2053.58 5.98283
2053.74 4.62466
2053.91 3.88955
2054.07 3.44501
2054.40 2.94111
2054.74 2.66568
2055.07 2.49233
2055.73 2.28086
2057.05 2.06974
2058.37 2.01699
2059.03 2.07907
2059.69 2.26153
2060.35 2.68256
2061.02 3.62557
2061.35 4.49775
2061.68 5.87360
2062.01 8.15200
2062.34 12.1306
2062.67 19.7313
2062.83 26.2040
2063.00 36.0088
2063.16 51.6836
2063.33 77.8168
2063.49 124.114
2063.66 208.563
2063.83 351.676
2064.00 462.486
2064.17 389.751
2064.34 257.261
2064.46 190.862
2064.57 144.763
2064.69 112.950
2064.80 90.7380
2065.04 62.6338
2065.27 46.4681
2065.50 36.3605
2065.73 29.6148
2066.19 21.4106
2066.65 16.7469
2067.12 13.8222
2068.04 10.4325
2068.96 8.57200
2069.89 7.41785
2070.81 6.63732
2071.74 6.07766
2073.59 5.32880
2075.44 4.84918
2077.28 4.51198
2079.13 4.25760
2082.83 3.88279
2086.53 3.58792
2088.38 3.44450
2089.30 3.36858
2090.23 3.28718
2091.15 3.19846
2091.61 3.15279
2092.08 3.11196
2092.54 3.09724
2092.77 3.12312
2093.00 3.21356
2093.23 3.47952
2093.35 3.78077
2093.46 4.34610
2093.58 5.53899
2093.64 6.65094
2093.69 8.44215
2093.75 11.6599
2093.81 17.9638
2093.84 23.4981
2093.87 32.0449
2093.90 45.6837
2093.93 66.6753
2093.96 110.154
2094.00 141.973
2094.04 117.959
2094.08 77.8861
2094.11 52.1832
2094.14 37.1855
2094.18 27.7476
2094.21 21.8806
2094.28 15.0538
2094.35 11.4725
2094.42 9.36105
2094.49 8.00671
2094.63 6.42644
2094.76 5.54883
2094.90 5.00905
2095.18 4.38389
2095.45 4.03707
2095.73 3.81530
2096.28 3.54007
2096.83 3.36448
2097.38 3.23174
2098.48 3.01775
2099.03 2.92189
2099.58 2.83249
2100.13 2.75873
2100.68 2.73370
2100.95 2.76868
2101.23 2.87580
2101.50 3.13039
2101.78 3.71410
2102.05 5.13702
2102.19 6.60934
2102.33 9.21331
2102.46 14.3316
2102.53 18.8169
2102.60 25.6621
2102.67 37.0227
2102.74 56.9485
2102.81 94.5997
2102.84 125.087
2102.88 167.733
2102.94 280.068
2103.00 366.412
2103.06 307.558
2103.12 202.094
2103.17 148.866
2103.21 113.000
2103.25 87.7801
2103.29 70.5320
2103.38 48.6573
2103.46 36.2788
2103.55 28.4708
2103.63 23.2866
2103.80 17.0448
2103.97 13.4995
2104.14 11.2932
2104.48 8.73910
2104.82 7.34529
2105.16 6.48210
2105.50 5.89975
2105.84 5.48286
2106.51 4.92273
2107.19 4.56264
2108.55 4.11644
2109.90 3.83559
2111.26 3.62795
2113.97 3.29789
2115.32 3.14343
2116.68 2.98256
2118.03 2.80711
2119.39 2.61284
2120.07 2.51189
2120.74 2.41830
2121.42 2.35711
2122.10 2.40147
2122.44 2.52396
2122.78 2.79457
2123.12 3.36048
2123.45 4.56191
2123.62 5.65082
2123.79 7.33836
2123.96 10.1001
2124.13 14.8308
2124.30 23.7148
2124.39 31.1756
2124.47 42.1500
2124.56 59.3829
2124.64 87.0589
2124.73 134.733
2124.81 216.463
2124.91 365.726
2125.00 481.108
2125.10 405.831
2125.19 268.617
2125.27 185.212
2125.36 132.734
2125.44 99.4874
2125.52 77.8261
2125.68 52.1088
2125.84 38.2015
2126.01 29.8310
2126.17 24.3805
2126.50 17.8909
2126.82 14.2689
2127.15 12.0095
2127.47 10.4868
2127.80 9.40080
2128.45 7.96760
2129.11 7.07576
2129.76 6.47045
2130.41 6.03399
2131.71 5.44708
2133.02 5.07042
2134.32 4.80665
2135.63 4.61029
2138.24 4.33364
2140.84 4.14360
2146.06 3.88561
2151.28 3.70027
2156.50 3.53628
2159.10 3.44855
2160.41 3.39912
2161.71 3.34252
2163.02 3.27335
2163.67 3.23112
2164.32 3.18134
2164.97 3.12296
2165.30 3.09276
2165.63 3.06955
2165.95 3.08042
2166.11 3.12762
2166.28 3.25386
2166.44 3.58865
2166.52 3.95068
2166.60 4.60351
2166.69 5.92377
2166.73 7.10203
2166.77 8.90319
2166.81 11.9650
2166.85 17.4432
2166.87 21.9638
2166.89 28.0678
2166.91 36.7639
2166.93 49.1028
2166.95 63.9823
2166.97 81.6712
2167.00 106.308
2167.02 102.648
2167.04 89.5080
2167.07 60.0341
2167.11 40.0483
2167.14 28.3665
2167.18 21.3883
2167.21 17.0890
2167.25 14.1281
2167.28 12.1164
2167.35 9.51353
2167.42 7.95878
2167.49 6.97504
2167.63 5.81297
2167.76 5.16359
2167.90 4.76171
2168.18 4.29447
2168.46 4.03304
2168.73 3.86636
2169.29 3.66297
2169.84 3.53773
2170.39 3.44762
2171.50 3.31114
2172.61 3.19175
2173.71 3.06520
2174.27 3.00007
2174.54 2.97497
2174.82 2.97187
2175.10 3.04166
2175.23 3.15350
2175.37 3.39895
2175.51 3.98014
2175.58 4.55805
2175.65 5.55937
2175.72 7.44034
2175.79 11.4050
2175.82 15.1955
2175.86 21.2512
2175.89 32.0451
2175.91 40.0434
2175.93 50.5950
2175.96 83.9337
2176.00 109.023
2176.02 105.273
2176.04 91.8661
2176.08 61.6389
2176.11 41.9187
2176.14 30.2917
2176.18 22.9180
2176.21 18.3049
2176.28 12.8964
2176.35 10.0323
2176.42 8.32988
2176.49 7.22968
2176.63 5.93365
2176.76 5.20509
2176.90 4.75209
2177.18 4.22030
2177.45 3.92022
2177.73 3.72543
2178.28 3.47890
2179.38 3.19135
2180.48 2.97689
2181.03 2.87293
2181.58 2.76797
2182.13 2.66640
2182.68 2.59142
2182.95 2.58666
2183.23 2.63696
2183.50 2.80648
2183.78 3.25377
2184.05 4.43393
2184.19 5.70293
2184.33 7.99827
2184.40 9.87796
2184.47 12.6004
2184.53 16.6860
2184.60 22.9769
2184.67 33.5124
2184.74 52.1686
2184.78 67.2340
2184.81 87.7981
2184.84 116.892
2184.88 157.850
2184.94 266.705
2185.00 350.461
2185.06 295.820
2185.12 196.520
2185.16 149.209
2185.20 115.446
2185.28 74.4066
2185.36 52.3747
2185.44 39.4443
2185.51 31.2507
2185.59 25.7311
2185.75 18.9901
2185.90 15.1027
2186.06 12.6605
2186.37 9.80630
2186.68 8.23634
2186.99 7.26063
2187.30 6.60213
2187.61 6.13059
2188.23 5.50387
2188.86 5.10794
2189.48 4.83548
2190.10 4.63632
2191.34 4.36350
2192.59 4.18374
2193.83 4.05481
2195.08 3.95662
2197.56 3.81399
2200.05 3.71205
2205.03 3.56721
2210.01 3.45988
2214.98 3.36925
2224.93 3.20320
2234.89 3.02254
2239.86 2.91258
2244.84 2.77652
2249.82 2.59444
2252.30 2.47494
2254.79 2.32686
2256.04 2.23978
2257.28 2.14448
2258.52 2.04658
2259.77 1.96888
2260.39 1.95954
2261.01 2.00199
2261.63 2.15857
2262.26 2.58448
2262.88 3.72989
2263.19 4.97070
2263.50 7.25551
2263.66 9.13790
2263.81 11.8648
2263.97 16.0190
2264.12 22.5645
2264.28 33.6531
2264.43 53.6257
2264.51 69.9514
2264.59 93.4109
2264.67 127.665
2264.74 176.779
2264.87 298.117
2265.00 391.787
2265.13 329.566
2265.26 217.269
2265.33 166.786
2265.41 130.147
2265.56 84.8449
2265.72 59.8887
2265.87 44.9976
2266.02 35.4602
2266.18 28.9898
2266.48 21.0016
2266.79 16.4096
2267.09 13.5016
2267.71 10.1143
2268.32 8.25038
2268.93 7.09043
2269.54 6.30514
2270.15 5.73969
2271.38 4.97733
2272.60 4.48074
2275.05 3.83824
2277.50 3.38080
2278.72 3.17147
2279.95 2.96137
2280.56 2.85687
2281.17 2.75885
2281.78 2.68410
2282.40 2.68293
2282.70 2.75213
2283.01 2.92479
2283.31 3.30489
2283.62 4.13872
2283.93 6.10324
2284.08 8.07942
2284.23 11.5310
2284.39 18.0919
2284.46 23.7363
2284.54 32.1820
2284.62 45.7876
2284.69 68.3380
2284.77 109.012
2284.84 182.636
2284.92 306.047
2285.00 401.586
2285.08 337.882
2285.16 222.428
2285.21 160.562
2285.27 119.185
2285.33 91.5594
2285.39 72.9097
2285.50 49.7936
2285.62 36.8267
2285.73 28.7950
2285.85 23.5480
2286.08 17.2282
2286.31 13.6592
2286.54 11.4364
2287.00 8.86523
2287.46 7.45057
2287.92 6.56951
2288.38 5.96817
2288.84 5.53285
2289.76 4.93767
2290.68 4.54285
2292.53 4.01906
2294.37 3.63514
2295.29 3.45516
2296.21 3.26769
2297.13 3.06511
2297.59 2.96316
2298.05 2.88184
2298.29 2.86722
2298.52 2.89691
2298.75 3.02232
2298.98 3.37062
2299.21 4.31254
2299.32 5.32304
2299.44 7.16664
2299.55 10.8329
2299.61 14.1106
2299.67 19.1426
2299.72 27.5889
2299.78 42.1943
2299.81 53.9169
2299.84 70.3611
2299.87 93.6881
2299.90 125.262
2299.95 210.170
2300.00 276.831
2300.05 234.796
2300.10 156.104
2300.14 118.789
2300.17 92.1275
2300.24 60.0361
2300.30 42.4491
2300.37 32.2558
2300.43 25.6797
2300.50 21.3104
2300.63 15.8900
2300.76 12.7823
2300.89 10.8147
2301.15 8.52465
2301.41 7.25293
2301.67 6.46020
2301.94 5.91855
2302.20 5.52825
2302.72 4.99821
2303.24 4.65365
2304.29 4.21890
2305.34 3.93937
2306.38 3.72934
2308.48 3.39070
2310.57 3.06481
2311.61 2.88262
2312.66 2.67803
2313.18 2.56848
2313.71 2.46160
2314.23 2.37715
2314.75 2.37584
2315.02 2.45785
2315.28 2.66348
2315.54 3.12064
2315.80 4.12106
2315.93 5.03749
2316.06 6.47533
2316.19 8.82333
2316.32 12.8339
2316.39 15.9981
2316.45 20.3396
2316.52 26.6582
2316.58 35.8747
2316.65 50.2896
2316.72 73.1048
2316.78 111.163
2316.85 175.618
2316.92 298.569
2317.00 394.880
2317.08 335.051
2317.16 223.260
2317.21 161.940
2317.27 121.356
2317.33 93.6156
2317.39 74.8510
2317.50 51.5293
2317.62 38.3948
2317.73 30.2824
2317.85 24.9065
2318.07 18.4203
2318.30 14.7262
2318.53 12.4095
2318.76 10.8310
2318.99 9.70511
2319.45 8.21053
2319.91 7.27493
2320.37 6.63825
2320.83 6.17832
2321.75 5.55842
2322.67 5.15984
2323.58 4.88015
2324.50 4.67155
2326.34 4.37694
2328.17 4.17423
2331.85 3.90017
2335.52 3.70931
2339.19 3.55654
2346.54 3.29360
2353.88 3.02593
2357.55 2.87096
2361.23 2.68891
2364.90 2.46591
2366.74 2.33435
2368.57 2.18851
2370.41 2.03370
2371.33 1.95935
2372.24 1.89633
2373.16 1.86230
2373.62 1.86859
2374.08 1.90719
2374.54 2.01708
2374.77 2.13529
2375.00 2.35632
2375.23 2.84045
2375.34 3.32446
2375.46 4.18204
2375.57 5.91698
2375.63 7.51091
2375.69 10.0424
2375.72 11.9480
2375.75 14.5117
2375.77 18.0442
2375.80 22.8400
2375.83 30.0323
2375.86 40.3725
2375.89 56.7211
2375.92 80.8545
2375.96 135.647
2376.00 179.075
2376.02 173.404
2376.04 151.777
2376.08 101.047
2376.11 76.9168
2376.14 59.8335
2376.19 39.2724
2376.25 28.3643
2376.30 22.0364
2376.35 18.0812
2376.41 15.4634
2376.52 12.3863
2376.62 10.7456
2376.73 9.84975
2376.95 9.20261
2377.38 10.1871
2377.81 13.5276
2378.24 20.5933
2378.45 26.7470
2378.67 36.0240
2378.89 50.7130
2379.10 74.8729
2379.32 116.732
2379.53 190.903
2379.77 322.003
2380.00 425.284
2380.24 360.218
2380.47 238.653
2380.70 158.187
2380.92 110.257
2381.15 81.2123
2381.37 62.7036
2381.60 50.2912
2381.83 41.5867
2382.28 30.4835
2382.73 23.9030
2383.18 19.6545
2384.09 14.6262
2384.99 11.8174
2385.89 10.0590
2386.80 8.86299
2387.70 8.00105
2389.51 6.83431
2391.31 6.05865
2392.22 5.74293
2393.12 5.45088
2393.57 5.31831
2393.80 5.26669
2394.03 5.24689
2394.25 5.32170
2394.36 5.45433
2394.48 5.74661
2394.59 6.42033
2394.65 7.08663
2394.70 8.19554
2394.76 10.2524
2394.82 14.3144
2394.84 17.9319
2394.87 23.5805
2394.90 32.7117
2394.93 48.2474
2394.96 77.7964
2395.00 101.716
2395.04 86.2972
2395.07 58.7847
2395.09 45.4598
2395.12 35.9758
2395.16 24.5576
2395.21 18.4854
2395.25 15.0020
2395.30 12.7426
2395.35 11.2244
2395.44 9.37808
2395.53 8.30477
2395.62 7.62904
2395.80 6.82515
2395.99 6.36926
2396.17 6.07411
2396.53 5.70641
2397.27 5.30206
2398.00 5.04070
2398.73 4.82206
2399.09 4.71990
2399.46 4.62824
2399.83 4.57834
2400.01 4.60607
2400.19 4.73542
2400.37 5.14184
2400.47 5.60723
2400.56 6.47161
2400.65 8.25674
2400.69 9.87137
2400.74 12.3702
2400.79 16.6481
2400.83 24.1518
2400.85 30.3052
2400.88 39.0753
2400.90 51.7483
2400.92 69.0530
2400.96 115.321
2401.00 150.974
2401.02 146.212
2401.04 127.916
2401.08 86.2340
2401.11 61.2546
2401.15 45.3348
2401.18 35.1343
2401.21 28.3605
2401.28 20.3208
2401.34 15.9398
2401.41 13.2875
2401.48 11.5518
2401.61 9.47196
2401.74 8.30100
2401.87 7.56393
2402.14 6.70097
2402.40 6.21651
2402.66 5.90647
2403.19 5.52898
2403.72 5.30088
2404.25 5.14323
2405.30 4.92918
2406.36 4.78091
2407.41 4.66600
2409.52 4.48813
2413.74 4.22586
2417.96 4.00890
2422.19 3.78852
2424.30 3.66060
2426.41 3.50590
2427.46 3.41217
2428.52 3.30258
2429.57 3.17205
2430.63 3.01653
2431.16 2.93088
2431.68 2.84648
2432.21 2.78111
2432.74 2.78864
2433.00 2.86526
2433.27 3.05219
2433.53 3.46208
2433.79 4.35564
2434.06 6.45843
2434.19 8.55944
2434.32 12.1942
2434.45 18.9915
2434.52 24.6908
2434.59 33.1756
2434.65 46.3274
2434.72 67.6612
2434.78 103.832
2434.85 165.067
2434.92 279.524
2435.00 370.542
2435.08 314.257
2435.15 208.409
2435.24 129.392
2435.32 86.8087
2435.41 62.3777
2435.49 47.6868
2435.58 38.0296
2435.67 31.4873
2435.84 23.2667
2436.01 18.4908
2436.18 15.4446
2436.52 11.8729
2436.86 9.89756
2437.20 8.66701
2437.55 7.83586
2437.89 7.24074
2438.57 6.45058
2439.26 5.95254
2439.94 5.61078
2440.62 5.36202
2441.99 5.02219
2443.36 4.79962
2444.73 4.64087
2446.09 4.52070
2448.83 4.34724
2451.57 4.22441
2457.04 4.05137
2462.51 3.92172
2467.98 3.80136
2470.71 3.73214
2472.08 3.69039
2473.45 3.63933
2474.82 3.57138
2475.50 3.52676
2476.18 3.47145
2476.87 3.40342
2477.21 3.36758
2477.55 3.34120
2477.89 3.36253
2478.06 3.43203
2478.24 3.61281
2478.41 4.08579
2478.49 4.59261
2478.58 5.49936
2478.66 7.30855
2478.71 8.90100
2478.75 11.3047
2478.79 15.3070
2478.83 22.0490
2478.86 27.5363
2478.88 34.7690
2478.90 44.7705
2478.92 58.5175
2478.96 97.3078
2479.00 128.117
2479.04 109.186
2479.08 73.3651
2479.11 55.2985
2479.14 43.1064
2479.19 28.4990
2479.25 20.6525
2479.30 16.1832
2479.36 13.3162
2479.41 11.4280
2479.52 9.10822
2479.63 7.76808
2479.74 6.92185
2479.95 5.93974
2480.17 5.39530
2480.39 5.05733
2480.82 4.66275
2481.26 4.44223
2481.69 4.30179
2482.56 4.13238
2483.43 4.03232
2484.30 3.96473
2486.04 3.87562
2487.78 3.81561
2489.52 3.76920
2493.00 3.69413
2496.48 3.62497
2498.22 3.58745
2499.96 3.54396
2501.70 3.48822
2502.57 3.45185
2503.44 3.40573
2504.31 3.34461
2505.18 3.26549
2505.62 3.23313
2505.84 3.23667
2506.05 3.28575
2506.27 3.47079
2506.38 3.69834
2506.49 4.14271
2506.60 5.10658
2506.65 6.00403
2506.70 7.47623
2506.76 10.1187
2506.81 15.1030
2506.84 19.3529
2506.87 25.7206
2506.89 35.4952
2506.92 50.9592
2506.96 84.7007
2507.00 111.155
2507.04 94.9391
2507.08 63.7964
2507.11 44.5620
2507.15 32.7483
2507.18 25.2725
2507.22 20.3536
2507.28 14.5669
2507.35 11.4392
2507.42 9.55540
2507.49 8.32713
2507.62 6.86131
2507.76 6.04037
2507.90 5.52650
2508.17 4.93058
2508.44 4.60172
2508.71 4.39571
2509.26 4.15361
2509.80 4.01601
2510.34 3.92712
2511.43 3.81714
2512.52 3.74963
2513.61 3.70224
2515.79 3.63594
2517.96 3.58746
2520.14 3.54692
2524.49 3.47402
2528.85 3.39767
2531.03 3.35266
2533.20 3.29786
2535.38 3.22458
2536.47 3.17543
2537.56 3.11202
2538.65 3.02594
2539.19 2.97115
2539.73 2.90881
2540.28 2.85153
2540.55 2.84349
2540.82 2.88809
2541.09 3.09581
2541.23 3.36566
2541.37 3.91389
2541.50 5.12397
2541.57 6.28327
2541.64 8.22172
2541.71 11.6985
2541.74 14.5070
2541.77 18.5511
2541.81 24.5648
2541.84 33.8169
2541.88 48.4815
2541.91 71.8722
2541.96 120.727
2542.00 158.351
2542.05 134.423
2542.09 90.3884
2542.14 59.0884
2542.18 41.3733
2542.23 30.6480
2542.28 24.0693
2542.32 19.6108
2542.37 16.5763
2542.46 12.6878
2542.56 10.4006
2542.65 8.93092
2542.84 7.19786
2543.02 6.23562
2543.21 5.63533
2543.58 4.94076
2543.95 4.55496
2544.32 4.31201
2545.07 4.02400
2545.81 3.85744
2546.55 3.74739
2548.04 3.60558
2549.53 3.51179
2551.01 3.43891
2553.99 3.31439
2556.96 3.18184
2558.45 3.09965
2559.93 2.99607
2560.68 2.93209
2561.42 2.85712
2562.17 2.76889
2562.91 2.66902
2563.65 2.57895
2564.02 2.56952
2564.40 2.64977
2564.58 2.77108
2564.77 3.00850
2564.95 3.47201
2565.14 4.40732
2565.32 6.48758
2565.42 8.49139
2565.51 11.8631
2565.60 17.9686
2565.65 23.0122
2565.70 30.1848
2565.74 41.2185
2565.79 58.0870
2565.84 85.2130
2565.88 129.248
2565.94 218.783
2566.00 288.001
2566.06 243.016
2566.12 161.407
2566.18 104.435
2566.24 72.1278
2566.30 52.9485
2566.36 40.8994
2566.42 32.7902
2566.48 27.2528
2566.60 20.2360
2566.72 16.0772
2566.84 13.4306
2567.08 10.3094
2567.32 8.57248
2567.56 7.49246
2567.81 6.76508
2568.05 6.24784
2568.53 5.56147
2569.01 5.13290
2569.49 4.84035
2569.97 4.62914
2570.93 4.34374
2571.90 4.15947
2572.86 4.02984
2573.82 3.93290
2575.75 3.79538
2577.68 3.69973
2581.53 3.56677
2585.38 3.46672
2589.23 3.37239
2591.16 3.31874
2593.08 3.25061
2594.04 3.20487
2595.01 3.14511
2595.49 3.11177
2595.97 3.10160
2596.21 3.15184
2596.33 3.22806
2596.45 3.39310
2596.57 3.78147
2596.63 4.16553
2596.69 4.82803
2596.75 6.06449
2596.81 8.64315
2596.84 11.0363
2596.87 14.9253
2596.90 21.5403
2596.93 33.0135
2596.95 42.5286
2596.97 53.8280
2597.00 70.1825
2597.03 59.7746
2597.07 40.4455
2597.09 30.4662
2597.12 23.8641
2597.14 19.2925
2597.16 16.0660
2597.21 11.9929
2597.25 9.64178
2597.30 8.14169
2597.35 7.16314
2597.44 5.96767
2597.53 5.27984
2597.62 4.85093
2597.81 4.34844
2598.18 3.89695
2598.55 3.69188
2599.29 3.49578
2600.03 3.39352
2601.51 3.26616
2602.99 3.16160
2604.47 3.04334
2605.21 2.97003
2605.95 2.88204
2606.69 2.77980
2607.06 2.73213
2607.43 2.71121
2607.80 2.79713
2607.98 2.96259
2608.17 3.35090
2608.35 4.30827
2608.44 5.30187
2608.54 7.04382
2608.63 10.4374
2608.68 13.3295
2608.72 17.7286
2608.77 24.7364
2608.81 36.5188
2608.86 57.4711
2608.88 73.8097
2608.91 95.8412
2608.95 161.686
2609.00 212.351
2609.02 205.609
2609.05 179.711
2609.10 120.149
2609.15 76.7681
2609.20 52.4102
2609.25 38.3128
2609.30 29.7509
2609.35 24.0042
2609.40 20.0433
2609.50 15.1126
2609.60 12.2017
2609.70 10.3578
2609.91 8.18643
2610.11 6.97755
2610.31 6.22836
2610.51 5.72023
2610.72 5.35868
2611.12 4.87742
2611.53 4.57603
2611.93 4.36994
2612.34 4.22029
2613.15 4.01712
2613.96 3.88529
2614.77 3.79191
2615.58 3.72185
2617.20 3.62195
2618.82 3.55237
2622.06 3.45713
2625.30 3.39016
2628.55 3.33679
2635.03 3.24880
2648.00 3.09319
2654.48 3.01193
2657.72 2.97367
2659.34 2.97782
2659.75 3.00013
2660.15 3.07234
2660.35 3.17425
2660.56 3.44827
2660.66 3.80349
2660.76 4.67585
2660.81 5.70344
2660.86 7.88453
2660.89 10.1523
2660.91 14.0633
2660.94 21.7270
2660.95 28.6397
2660.96 38.5831
2660.98 60.1606
2661.00 74.2453
2661.02 60.1527
2661.04 38.5728
2661.05 29.2844
2661.06 22.6096
2661.09 14.9464
2661.11 10.7477
2661.13 8.44768
2661.18 6.03142
2661.23 4.91706
2661.32 3.92729
2661.41 3.52021
2661.60 3.19473
2661.78 3.07024
2662.16 2.97243
2662.53 2.93282
2664.02 2.87378
2667.00 2.80867
2669.99 2.74473
2671.48 2.72307
2672.22 2.76608
2672.41 2.82376
2672.60 2.98623
2672.69 3.19914
2672.78 3.73619
2672.83 4.38275
2672.88 5.78886
2672.90 7.30039
2672.92 9.98968
2672.95 15.5356
2672.96 20.8178
2672.97 28.2355
