Bi-209(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
279940 0.00339635
280350 0.00339397
280760 0.00339159
281180 0.00338916
281590 0.00338678
282010 0.00338434
282850 0.00337947
283690 0.00337460
284110 0.00337216
284530 0.00336973
284950 0.00336729
285380 0.00336480
285800 0.00336236
286230 0.00335987
286650 0.00335743
287080 0.00335494
287510 0.00335244
287940 0.00334995
288370 0.00334745
288800 0.00334496
289240 0.00334241
289670 0.00333991
290100 0.00333742
290540 0.00333487
290980 0.00333232
291410 0.00332982
291850 0.00332727
292290 0.00332472
292730 0.00332217
293170 0.00331961
293620 0.00331700
294060 0.00331445
294500 0.00331190
294950 0.00330929
295400 0.00330668
296290 0.00330152
296740 0.00329891
298100 0.00329102
298550 0.00328841
299010 0.00328574
299460 0.00328313
299920 0.00328046
300000 0.00328000
300380 0.00327848
300840 0.00327664
301760 0.00327296
302220 0.00327112
302680 0.00326928
303150 0.00326740
303610 0.00326556
304080 0.00326368
304550 0.00326180
305010 0.00325996
305480 0.00325808
305950 0.00325620
306430 0.00325428
306900 0.00325240
307370 0.00325052
307850 0.00324860
308320 0.00324672
308800 0.00324480
309280 0.00324288
309760 0.00324096
310240 0.00323904
310720 0.00323712
311210 0.00323516
311690 0.00323324
312170 0.00323132
312660 0.00322936
313150 0.00322740
313640 0.00322544
314130 0.00322348
314620 0.00322152
315110 0.00321956
315600 0.00321760
316100 0.00321560
316590 0.00321364
317090 0.00321164
317590 0.00320964
318090 0.00320764
318590 0.00320564
319090 0.00320364
319590 0.00320164
320100 0.00319960
320600 0.00319760
321110 0.00319556
321610 0.00319356
322120 0.00319152
322630 0.00318948
323140 0.00318744
323650 0.00318540
324170 0.00318332
324680 0.00318128
325200 0.00317920
325710 0.00317716
326230 0.00317508
326750 0.00317300
327270 0.00317092
327790 0.00316884
328320 0.00316672
328840 0.00316464
329370 0.00316252
329890 0.00316044
330420 0.00315832
330950 0.00315620
331480 0.00315408
332550 0.00314980
333080 0.00314768
333620 0.00314552
334160 0.00314336
334690 0.00314124
335230 0.00313908
335780 0.00313688
336320 0.00313472
336860 0.00313256
337410 0.00313036
337950 0.00312820
338500 0.00312600
339050 0.00312380
339600 0.00312160
340150 0.00311940
340710 0.00311716
341260 0.00311496
341810 0.00311276
342180 0.00311128
342460 0.00311016
342740 0.00310904
343010 0.00310796
343290 0.00310684
343580 0.00310568
343860 0.00310456
344140 0.00310344
344420 0.00310232
344700 0.00310120
344980 0.00310008
345260 0.00309896
345550 0.00309780
345830 0.00309668
346110 0.00309556
346400 0.00309440
346680 0.00309328
346970 0.00309212
347250 0.00309100
347530 0.00308988
347820 0.00308872
348110 0.00308756
348390 0.00308644
348680 0.00308528
348970 0.00308412
349250 0.00308300
349540 0.00308184
349830 0.00308068
350000 0.00308000
350120 0.00307976
350410 0.00307918
350690 0.00307862
350980 0.00307804
351270 0.00307746
351560 0.00307688
351850 0.00307630
352150 0.00307570
352440 0.00307512
353020 0.00307396
353310 0.00307338
353610 0.00307278
353900 0.00307220
354190 0.00307162
354490 0.00307102
354780 0.00307044
355070 0.00306986
355370 0.00306926
355660 0.00306868
355960 0.00306808
356260 0.00306748
356550 0.00306690
357150 0.00306570
357440 0.00306512
358040 0.00306392
358340 0.00306332
358640 0.00306272
358940 0.00306212
359840 0.00306032
360140 0.00305972
360440 0.00305912
360740 0.00305852
361040 0.00305792
362250 0.00305550
362860 0.00305428
363160 0.00305368
363470 0.00305306
363770 0.00305246
364080 0.00305184
364390 0.00305122
364690 0.00305062
365310 0.00304938
365610 0.00304878
365920 0.00304816
366230 0.00304754
366540 0.00304692
366850 0.00304630
367160 0.00304568
367470 0.00304506
367780 0.00304444
368400 0.00304320
368710 0.00304258
369020 0.00304196
369330 0.00304134
369650 0.00304070
369960 0.00304008
370270 0.00303946
370590 0.00303882
370900 0.00303820
371220 0.00303756
371530 0.00303694
371850 0.00303630
372160 0.00303568
372480 0.00303504
372800 0.00303440
373110 0.00303378
373430 0.00303314
373750 0.00303250
374070 0.00303186
374390 0.00303122
374710 0.00303058
375020 0.00302996
375340 0.00302932
375670 0.00302866
375990 0.00302802
376310 0.00302738
376630 0.00302674
377270 0.00302546
377920 0.00302416
378240 0.00302352
378570 0.00302286
378890 0.00302222
379220 0.00302156
379540 0.00302092
379870 0.00302026
380190 0.00301962
380520 0.00301896
380850 0.00301830
381180 0.00301764
381500 0.00301700
381830 0.00301634
382160 0.00301568
382490 0.00301502
382820 0.00301436
383150 0.00301370
383480 0.00301304
383810 0.00301238
384140 0.00301172
384470 0.00301106
384810 0.00301038
385140 0.00300972
385470 0.00300906
385800 0.00300840
386140 0.00300772
386470 0.00300706
386810 0.00300638
387140 0.00300572
387480 0.00300504
387810 0.00300438
388830 0.00300234
389160 0.00300168
389500 0.00300100
389840 0.00300032
390180 0.00299964
390520 0.00299896
390860 0.00299828
391200 0.00299760
391880 0.00299624
392220 0.00299556
392570 0.00299486
392910 0.00299418
393250 0.00299350
393600 0.00299280
393940 0.00299212
394280 0.00299144
394630 0.00299074
394970 0.00299006
395320 0.00298936
395670 0.00298866
396360 0.00298728
396710 0.00298658
397060 0.00298588
397410 0.00298518
397760 0.00298448
398110 0.00298378
398460 0.00298308
398810 0.00298238
399160 0.00298168
399510 0.00298098
399860 0.00298028
400210 0.00297958
400560 0.00297888
400920 0.00297816
401270 0.00297746
401620 0.00297676
401980 0.00297604
402330 0.00297534
402690 0.00297462
403050 0.00297390
403400 0.00297320
403760 0.00297248
404120 0.00297176
404470 0.00297106
404830 0.00297034
405190 0.00296962
405550 0.00296890
405910 0.00296818
406270 0.00296746
406630 0.00296674
406990 0.00296602
407360 0.00296528
407720 0.00296456
408080 0.00296384
408440 0.00296312
408810 0.00296238
409170 0.00296166
409540 0.00296092
409900 0.00296020
410270 0.00295946
410630 0.00295874
411000 0.00295800
411740 0.00295652
412100 0.00295580
412470 0.00295506
412840 0.00295432
413210 0.00295358
413580 0.00295284
413950 0.00295210
414320 0.00295136
414690 0.00295062
415070 0.00294986
415440 0.00294912
415810 0.00294838
416190 0.00294762
416560 0.00294688
417310 0.00294538
417690 0.00294462
418060 0.00294388
418440 0.00294312
418810 0.00294238
419190 0.00294162
419570 0.00294086
419950 0.00294010
420330 0.00293934
420710 0.00293858
421090 0.00293782
421470 0.00293706
421850 0.00293630
422230 0.00293554
422610 0.00293478
423000 0.00293400
423380 0.00293324
423760 0.00293248
424150 0.00293170
424530 0.00293094
424920 0.00293016
425310 0.00292938
425690 0.00292862
426080 0.00292784
426470 0.00292706
426850 0.00292630
427240 0.00292552
427630 0.00292474
428020 0.00292396
428410 0.00292318
428800 0.00292240
429190 0.00292162
429590 0.00292082
429980 0.00292004
430370 0.00291926
430760 0.00291848
431160 0.00291768
431550 0.00291690
431950 0.00291610
432340 0.00291532
432740 0.00291452
433930 0.00291214
434330 0.00291134
434730 0.00291054
435130 0.00290974
435530 0.00290894
435930 0.00290814
436330 0.00290734
436730 0.00290654
437130 0.00290574
437540 0.00290492
437940 0.00290412
438340 0.00290332
438750 0.00290250
439150 0.00290170
439560 0.00290088
439960 0.00290008
440370 0.00289926
440780 0.00289844
441190 0.00289762
441590 0.00289682
442410 0.00289518
442820 0.00289436
443230 0.00289354
443640 0.00289272
444060 0.00289188
444470 0.00289106
444880 0.00289024
445290 0.00288942
445710 0.00288858
446120 0.00288776
446540 0.00288692
446950 0.00288610
447370 0.00288526
447790 0.00288442
448210 0.00288358
448620 0.00288276
449040 0.00288192
449460 0.00288108
450000 0.00288000
450300 0.00287958
450720 0.00287899
451140 0.00287840
451570 0.00287780
452410 0.00287663
452840 0.00287602
453260 0.00287544
453690 0.00287483
454110 0.00287425
454540 0.00287364
454970 0.00287304
455390 0.00287245
455820 0.00287185
456250 0.00287125
456680 0.00287065
457110 0.00287005
457540 0.00286944
457970 0.00286884
458400 0.00286824
458840 0.00286762
459270 0.00286702
459700 0.00286642
460140 0.00286580
460570 0.00286520
461010 0.00286459
461440 0.00286398
461880 0.00286337
462320 0.00286275
462760 0.00286214
463190 0.00286153
463630 0.00286092
464070 0.00286030
464510 0.00285969
464960 0.00285906
465400 0.00285844
465840 0.00285782
466280 0.00285721
466730 0.00285658
467170 0.00285596
467620 0.00285533
468060 0.00285472
468510 0.00285409
468960 0.00285346
469400 0.00285284
469850 0.00285221
470300 0.00285158
471200 0.00285032
472100 0.00284906
472550 0.00284843
473010 0.00284779
473460 0.00284716
473910 0.00284653
474370 0.00284588
474820 0.00284525
475280 0.00284461
475730 0.00284398
476190 0.00284333
476650 0.00284269
477110 0.00284205
477570 0.00284140
478030 0.00284076
478490 0.00284011
478950 0.00283947
479410 0.00283883
479870 0.00283818
480340 0.00283752
481730 0.00283558
482200 0.00283492
482660 0.00283428
483130 0.00283362
483600 0.00283296
484070 0.00283230
484540 0.00283164
485010 0.00283099
485480 0.00283033
485950 0.00282967
486420 0.00282901
487370 0.00282768
487840 0.00282702
488790 0.00282569
489270 0.00282502
489750 0.00282435
490220 0.00282369
490700 0.00282302
491180 0.00282235
491660 0.00282168
492140 0.00282100
492620 0.00282033
493100 0.00281966
493590 0.00281897
494070 0.00281830
494550 0.00281763
495040 0.00281694
495520 0.00281627
496010 0.00281559
496500 0.00281490
496980 0.00281423
497470 0.00281354
497960 0.00281286
498450 0.00281217
498940 0.00281148
499430 0.00281080
499920 0.00281011
500000 0.00281000
500420 0.00280966
500910 0.00280927
501410 0.00280887
501900 0.00280848
502400 0.00280808
502890 0.00280769
504390 0.00280649
504890 0.00280609
505390 0.00280569
505890 0.00280529
506390 0.00280489
506890 0.00280449
507390 0.00280409
507900 0.00280368
508400 0.00280328
508910 0.00280287
509410 0.00280247
509920 0.00280206
510420 0.00280166
510930 0.00280126
511440 0.00280085
511950 0.00280044
512460 0.00280003
512970 0.00279962
513480 0.00279922
514000 0.00279880
514510 0.00279839
515020 0.00279798
515540 0.00279757
516060 0.00279715
516570 0.00279674
517090 0.00279633
517610 0.00279591
518130 0.00279550
518650 0.00279508
519170 0.00279466
519690 0.00279425
520210 0.00279383
520730 0.00279342
521260 0.00279299
521780 0.00279258
522310 0.00279215
522830 0.00279174
523360 0.00279131
523890 0.00279089
524420 0.00279046
524940 0.00279005
525470 0.00278962
526010 0.00278919
526540 0.00278877
527070 0.00278834
528140 0.00278749
528670 0.00278706
529210 0.00278663
529740 0.00278621
530280 0.00278578
530820 0.00278534
531360 0.00278491
531900 0.00278448
532980 0.00278362
533520 0.00278318
534070 0.00278274
534610 0.00278231
535160 0.00278187
535700 0.00278144
536250 0.00278100
536800 0.00278056
537340 0.00278013
537890 0.00277969
538440 0.00277925
538990 0.00277881
539540 0.00277837
540100 0.00277792
540650 0.00277748
541200 0.00277704
542870 0.00277570
543430 0.00277526
543990 0.00277481
544540 0.00277437
545100 0.00277392
545670 0.00277346
546230 0.00277302
546790 0.00277257
547350 0.00277212
547920 0.00277166
548480 0.00277122
549050 0.00277076
549620 0.00277030
550000 0.00277000
550180 0.00276994
550750 0.00276975
551320 0.00276956
551890 0.00276937
552460 0.00276918
553040 0.00276899
554180 0.00276861
554760 0.00276841
555330 0.00276822
555910 0.00276803
556490 0.00276784
557070 0.00276764
557650 0.00276745
558230 0.00276726
558810 0.00276706
559390 0.00276687
559970 0.00276668
560560 0.00276648
561140 0.00276629
561730 0.00276609
562320 0.00276589
562900 0.00276570
563490 0.00276550
564080 0.00276531
564670 0.00276511
565260 0.00276491
565860 0.00276471
566450 0.00276452
567040 0.00276432
567640 0.00276412
568230 0.00276392
568830 0.00276372
569430 0.00276352
570030 0.00276332
570630 0.00276312
571230 0.00276292
571830 0.00276272
572430 0.00276252
573040 0.00276232
573640 0.00276212
574250 0.00276192
574850 0.00276172
575460 0.00276151
576070 0.00276131
576680 0.00276111
577290 0.00276090
577900 0.00276070
578510 0.00276050
579130 0.00276029
579740 0.00276009
580360 0.00275988
580970 0.00275968
581590 0.00275947
582210 0.00275926
582830 0.00275906
583450 0.00275885
584070 0.00275864
585310 0.00275823
585940 0.00275802
586560 0.00275781
587190 0.00275760
587810 0.00275740
588440 0.00275719
589070 0.00275698
590330 0.00275656
590970 0.00275634
591600 0.00275613
592230 0.00275592
592870 0.00275571
593500 0.00275550
594140 0.00275529
594780 0.00275507
595420 0.00275486
596060 0.00275465
596700 0.00275443
597340 0.00275422
597990 0.00275400
598630 0.00275379
599280 0.00275357
599920 0.00275336
600570 0.00275314
601220 0.00275293
601870 0.00275271
602520 0.00275249
603170 0.00275228
603830 0.00275206
604480 0.00275184
605130 0.00275162
605790 0.00275140
606450 0.00275118
607770 0.00275074
609090 0.00275030
609750 0.00275008
610410 0.00274986
611080 0.00274964
612410 0.00274920
613080 0.00274897
613750 0.00274875
614420 0.00274853
615090 0.00274830
616440 0.00274785
617110 0.00274763
617790 0.00274740
618460 0.00274718
619140 0.00274695
619820 0.00274673
620500 0.00274650
621180 0.00274627
621860 0.00274605
622550 0.00274582
623230 0.00274559
623920 0.00274536
624600 0.00274513
625290 0.00274490
625980 0.00274467
626670 0.00274444
627360 0.00274421
629450 0.00274352
630140 0.00274329
630840 0.00274305
631540 0.00274282
632240 0.00274259
632940 0.00274235
633640 0.00274212
634340 0.00274189
635050 0.00274165
635750 0.00274142
636460 0.00274118
637170 0.00274094
637870 0.00274071
638580 0.00274047
639290 0.00274024
640010 0.00274000
640720 0.00273976
641440 0.00273952
642150 0.00273928
642870 0.00273904
643590 0.00273880
644310 0.00273856
645030 0.00273832
645750 0.00273808
646470 0.00273784
647200 0.00273760
647920 0.00273736
648650 0.00273712
649380 0.00273687
650110 0.00273663
650840 0.00273639
651570 0.00273614
652300 0.00273590
653040 0.00273565
653770 0.00273541
654510 0.00273516
655250 0.00273492
655990 0.00273467
656730 0.00273442
657470 0.00273418
658210 0.00273393
658960 0.00273368
659700 0.00273343
660450 0.00273318
661200 0.00273293
662700 0.00273243
663450 0.00273218
664200 0.00273193
664960 0.00273168
665710 0.00273143
666470 0.00273118
667230 0.00273092
667990 0.00273067
668750 0.00273042
669510 0.00273016
670280 0.00272991
671040 0.00272965
671810 0.00272940
672580 0.00272914
673340 0.00272889
674110 0.00272863
674890 0.00272837
675660 0.00272811
676430 0.00272786
677210 0.00272760
678760 0.00272708
679540 0.00272682
680320 0.00272656
681890 0.00272604
682670 0.00272578
683460 0.00272551
684250 0.00272525
685040 0.00272499
685830 0.00272472
686620 0.00272446
687410 0.00272420
688210 0.00272393
689000 0.00272367
689800 0.00272340
690600 0.00272313
691400 0.00272287
692200 0.00272260
693000 0.00272233
693810 0.00272206
694610 0.00272180
695420 0.00272153
696230 0.00272126
697040 0.00272099
697850 0.00272072
698660 0.00272045
699480 0.00272017
700000 0.00272000
700290 0.00272009
701110 0.00272033
701930 0.00272058
702750 0.00272083
703570 0.00272107
705220 0.00272157
706040 0.00272181
706870 0.00272206
707700 0.00272231
708530 0.00272256
709360 0.00272281
710190 0.00272306
711020 0.00272331
712700 0.00272381
713540 0.00272406
714380 0.00272431
715220 0.00272457
716060 0.00272482
716910 0.00272507
717750 0.00272533
718600 0.00272558
719450 0.00272584
720300 0.00272609
721150 0.00272635
722010 0.00272660
722860 0.00272686
723720 0.00272712
724580 0.00272737
725440 0.00272763
726300 0.00272789
727160 0.00272815
728020 0.00272841
728890 0.00272867
729760 0.00272893
730630 0.00272919
731500 0.00272945
733240 0.00272997
734120 0.00273024
734990 0.00273050
735870 0.00273076
736750 0.00273103
737630 0.00273129
738520 0.00273156
739400 0.00273182
740290 0.00273209
741180 0.00273235
742070 0.00273262
742960 0.00273289
743850 0.00273316
744750 0.00273343
745640 0.00273369
746540 0.00273396
747440 0.00273423
748340 0.00273450
749240 0.00273477
750150 0.00273505
751050 0.00273532
751960 0.00273559
752870 0.00273586
753780 0.00273613
754690 0.00273641
755600 0.00273668
756520 0.00273696
757440 0.00273723
758360 0.00273751
759280 0.00273778
760200 0.00273806
761120 0.00273834
762050 0.00273862
762980 0.00273889
763910 0.00273917
764840 0.00273945
765770 0.00273973
766700 0.00274001
767640 0.00274029
768580 0.00274057
769520 0.00274086
770460 0.00274114
771400 0.00274142
772340 0.00274170
774240 0.00274227
775190 0.00274256
776140 0.00274284
777090 0.00274313
778050 0.00274342
779010 0.00274370
779960 0.00274399
780920 0.00274428
781890 0.00274457
782850 0.00274486
783820 0.00274515
784780 0.00274543
785750 0.00274573
786720 0.00274602
787700 0.00274631
788670 0.00274660
789650 0.00274690
790630 0.00274719
791610 0.00274748
792590 0.00274778
793570 0.00274807
794560 0.00274837
795540 0.00274866
796530 0.00274896
797520 0.00274926
798520 0.00274956
799510 0.00274985
800000 0.00275000
800510 0.00275051
801510 0.00275151
802510 0.00275251
803510 0.00275351
804510 0.00275451
805520 0.00275552
807540 0.00275754
808550 0.00275855
809560 0.00275956
810580 0.00276058
811600 0.00276160
812620 0.00276262
813640 0.00276364
815690 0.00276569
816710 0.00276671
817740 0.00276774
818770 0.00276877
819810 0.00276981
820840 0.00277084
821880 0.00277188
822920 0.00277292
823960 0.00277396
825000 0.00277500
826050 0.00277605
827090 0.00277709
828140 0.00277814
829190 0.00277919
830240 0.00278024
831300 0.00278130
832360 0.00278236
833410 0.00278341
834480 0.00278448
835540 0.00278554
837670 0.00278767
838740 0.00278874
839810 0.00278981
840880 0.00279088
841960 0.00279196
843030 0.00279303
844110 0.00279411
845200 0.00279520
846280 0.00279628
847360 0.00279736
848450 0.00279845
849540 0.00279954
851730 0.00280173
852830 0.00280283
853930 0.00280393
855030 0.00280503
856130 0.00280613
857230 0.00280723
858340 0.00280834
859440 0.00280944
860550 0.00281055
861670 0.00281167
863900 0.00281390
867270 0.00281727
868390 0.00281839
869520 0.00281952
870650 0.00282065
871780 0.00282178
872920 0.00282292
874060 0.00282406
875190 0.00282519
876340 0.00282634
877480 0.00282748
878630 0.00282863
879780 0.00282978
880930 0.00283093
882080 0.00283208
883230 0.00283323
884390 0.00283439
885550 0.00283555
886710 0.00283671
887880 0.00283788
889040 0.00283904
890210 0.00284021
891380 0.00284138
892560 0.00284256
893730 0.00284373
894910 0.00284491
896090 0.00284609
897270 0.00284727
898460 0.00284846
899650 0.00284965
900000 0.00285000
900300 0.00284979
900335 0.00284977
900840 0.00284941
902030 0.00284858
903220 0.00284775
904420 0.00284691
905620 0.00284607
906820 0.00284523
908020 0.00284439
909230 0.00284354
910440 0.00284269
911650 0.00284185
912870 0.00284099
914080 0.00284014
915300 0.00283929
916520 0.00283844
917740 0.00283758
918970 0.00283672
920200 0.00283586
921430 0.00283500
922660 0.00283414
923900 0.00283327
925140 0.00283240
926380 0.00283153
927620 0.00283067
928870 0.00282979
930120 0.00282892
931370 0.00282804
932620 0.00282717
933870 0.00282629
935130 0.00282541
936390 0.00282453
937660 0.00282364
938920 0.00282276
940190 0.00282187
941460 0.00282098
944010 0.00281919
945290 0.00281830
946580 0.00281739
947860 0.00281650
949150 0.00281560
950440 0.00281469
951730 0.00281379
953030 0.00281288
954320 0.00281198
955620 0.00281107
956930 0.00281015
958230 0.00280924
959540 0.00280832
960850 0.00280741
962160 0.00280649
963480 0.00280556
966120 0.00280372
967440 0.00280279
968770 0.00280186
970100 0.00280093
971430 0.00280000
972760 0.00279907
974100 0.00279813
975440 0.00279719
976790 0.00279625
978130 0.00279531
979480 0.00279436
980830 0.00279342
982190 0.00279247
983550 0.00279152
984910 0.00279056
986270 0.00278961
989000 0.00278770
990380 0.00278673
991750 0.00278578
993130 0.00278481
994510 0.00278384
997280 0.00278190
998670 0.00278093
1.00000E+06 0.00278000
1.00010E+06 0.00278003
1.00150E+06 0.00278038
1.00290E+06 0.00278073
1.00430E+06 0.00278108
1.00570E+06 0.00278143
1.00710E+06 0.00278178
1.00850E+06 0.00278213
1.00990E+06 0.00278248
1.01130E+06 0.00278283
1.01270E+06 0.00278318
1.01410E+06 0.00278353
1.01560E+06 0.00278390
1.01700E+06 0.00278425
1.01840E+06 0.00278460
1.01990E+06 0.00278498
1.02130E+06 0.00278533
1.02270E+06 0.00278568
1.02420E+06 0.00278605
1.02560E+06 0.00278640
1.02710E+06 0.00278678
1.02850E+06 0.00278713
1.03000E+06 0.00278750
1.03140E+06 0.00278785
1.03290E+06 0.00278823
1.03440E+06 0.00278860
1.03580E+06 0.00278895
1.03880E+06 0.00278970
1.04030E+06 0.00279008
1.04170E+06 0.00279043
1.04320E+06 0.00279080
1.04470E+06 0.00279118
1.04620E+06 0.00279155
1.04920E+06 0.00279230
1.05070E+06 0.00279268
1.05220E+06 0.00279305
1.05370E+06 0.00279343
1.05520E+06 0.00279380
1.05670E+06 0.00279418
1.05820E+06 0.00279455
1.05970E+06 0.00279493
1.06130E+06 0.00279533
1.06280E+06 0.00279570
1.06430E+06 0.00279608
1.06580E+06 0.00279645
1.06740E+06 0.00279685
1.06890E+06 0.00279723
1.07040E+06 0.00279760
1.07200E+06 0.00279800
1.07350E+06 0.00279838
1.07510E+06 0.00279878
1.07660E+06 0.00279915
1.07820E+06 0.00279955
1.07980E+06 0.00279995
1.08130E+06 0.00280033
1.08290E+06 0.00280073
1.08450E+06 0.00280113
1.08600E+06 0.00280150
1.08760E+06 0.00280190
1.08920E+06 0.00280230
1.09080E+06 0.00280270
1.09240E+06 0.00280310
1.09400E+06 0.00280350
1.09560E+06 0.00280390
1.09720E+06 0.00280430
1.09880E+06 0.00280470
1.10040E+06 0.00280510
1.10200E+06 0.00280550
1.10360E+06 0.00280590
1.10520E+06 0.00280630
1.10680E+06 0.00280670
1.10850E+06 0.00280713
1.11010E+06 0.00280753
1.11170E+06 0.00280793
1.11340E+06 0.00280835
1.11500E+06 0.00280875
1.11660E+06 0.00280915
1.11830E+06 0.00280958
1.11990E+06 0.00280998
1.12160E+06 0.00281040
1.12330E+06 0.00281083
1.12490E+06 0.00281123
1.12660E+06 0.00281165
1.12820E+06 0.00281205
1.12990E+06 0.00281248
1.13160E+06 0.00281290
1.13330E+06 0.00281333
1.13490E+06 0.00281373
1.13660E+06 0.00281415
1.13830E+06 0.00281458
1.14170E+06 0.00281543
1.14340E+06 0.00281585
1.14510E+06 0.00281628
1.14680E+06 0.00281670
1.14850E+06 0.00281713
1.15030E+06 0.00281758
1.15200E+06 0.00281800
1.15370E+06 0.00281843
1.15540E+06 0.00281885
1.15720E+06 0.00281930
1.15890E+06 0.00281973
1.16060E+06 0.00282015
1.16240E+06 0.00282060
1.16410E+06 0.00282103
1.16590E+06 0.00282148
1.16760E+06 0.00282190
1.16940E+06 0.00282235
1.17120E+06 0.00282280
1.17290E+06 0.00282323
1.17470E+06 0.00282368
1.17650E+06 0.00282413
1.17830E+06 0.00282458
1.18000E+06 0.00282500
1.18180E+06 0.00282545
1.18360E+06 0.00282590
1.18540E+06 0.00282635
1.18720E+06 0.00282680
1.18900E+06 0.00282725
1.19080E+06 0.00282770
1.19270E+06 0.00282818
1.19450E+06 0.00282863
1.19630E+06 0.00282908
1.19810E+06 0.00282953
1.19990E+06 0.00282998
1.20000E+06 0.00283000
1.20180E+06 0.00283126
1.20360E+06 0.00283252
1.20550E+06 0.00283385
1.20730E+06 0.00283511
1.20920E+06 0.00283644
1.21100E+06 0.00283770
1.21290E+06 0.00283903
1.21470E+06 0.00284029
1.21660E+06 0.00284162
1.21850E+06 0.00284295
1.22030E+06 0.00284421
1.22220E+06 0.00284554
1.22410E+06 0.00284687
1.22600E+06 0.00284820
1.22790E+06 0.00284953
1.22980E+06 0.00285086
1.23170E+06 0.00285219
1.23360E+06 0.00285352
1.23550E+06 0.00285485
1.23740E+06 0.00285618
1.23930E+06 0.00285751
1.24130E+06 0.00285891
1.24510E+06 0.00286157
1.24710E+06 0.00286297
1.24900E+06 0.00286430
1.25100E+06 0.00286570
1.25290E+06 0.00286703
1.25490E+06 0.00286843
1.25680E+06 0.00286976
1.25880E+06 0.00287116
1.26080E+06 0.00287256
1.26270E+06 0.00287389
1.26470E+06 0.00287529
1.26670E+06 0.00287669
1.26870E+06 0.00287809
1.27070E+06 0.00287949
1.27270E+06 0.00288089
1.27470E+06 0.00288229
1.27870E+06 0.00288509
1.28070E+06 0.00288649
1.28270E+06 0.00288789
1.28480E+06 0.00288936
1.28680E+06 0.00289076
1.28880E+06 0.00289216
1.29290E+06 0.00289503
1.29500E+06 0.00289650
1.29700E+06 0.00289790
1.29910E+06 0.00289937
1.30120E+06 0.00290084
1.30320E+06 0.00290224
1.30530E+06 0.00290371
1.30740E+06 0.00290518
1.30950E+06 0.00290665
1.31370E+06 0.00290959
1.31580E+06 0.00291106
1.31790E+06 0.00291253
1.32000E+06 0.00291400
1.32210E+06 0.00291547
1.32630E+06 0.00291841
1.32850E+06 0.00291995
1.33060E+06 0.00292142
1.33270E+06 0.00292289
1.33490E+06 0.00292443
1.33700E+06 0.00292590
1.33920E+06 0.00292744
1.34140E+06 0.00292898
1.34350E+06 0.00293045
1.34570E+06 0.00293199
1.34790E+06 0.00293353
1.35010E+06 0.00293507
1.35230E+06 0.00293661
1.35450E+06 0.00293815
1.35670E+06 0.00293969
1.35890E+06 0.00294123
1.36110E+06 0.00294277
1.36330E+06 0.00294431
1.36770E+06 0.00294739
1.37000E+06 0.00294900
1.37220E+06 0.00295054
1.37440E+06 0.00295208
1.37670E+06 0.00295369
1.37890E+06 0.00295523
1.38350E+06 0.00295845
1.38570E+06 0.00295999
1.38800E+06 0.00296160
1.39030E+06 0.00296321
1.39260E+06 0.00296482
1.39490E+06 0.00296643
1.39720E+06 0.00296804
1.39950E+06 0.00296965
1.40000E+06 0.00297000
1.40180E+06 0.00297198
1.40410E+06 0.00297451
1.40640E+06 0.00297704
1.40880E+06 0.00297968
1.41110E+06 0.00298221
1.41340E+06 0.00298474
1.41580E+06 0.00298738
1.41810E+06 0.00298991
1.42050E+06 0.00299255
1.42280E+06 0.00299508
1.42520E+06 0.00299772
1.43000E+06 0.00300300
1.43230E+06 0.00300553
1.43470E+06 0.00300817
1.43710E+06 0.00301081
1.43950E+06 0.00301345
1.44190E+06 0.00301609
1.44440E+06 0.00301884
1.44680E+06 0.00302148
1.44920E+06 0.00302412
1.45160E+06 0.00302676
1.45410E+06 0.00302951
1.45650E+06 0.00303215
1.45900E+06 0.00303490
1.46140E+06 0.00303754
1.46390E+06 0.00304029
1.46640E+06 0.00304304
1.46890E+06 0.00304579
1.47140E+06 0.00304854
1.47380E+06 0.00305118
1.47630E+06 0.00305393
1.47880E+06 0.00305668
1.48390E+06 0.00306229
1.48640E+06 0.00306504
1.48890E+06 0.00306779
1.49150E+06 0.00307065
1.49400E+06 0.00307340
1.49650E+06 0.00307615
1.49910E+06 0.00307901
1.50160E+06 0.00308176
1.50420E+06 0.00308462
1.50680E+06 0.00308748
1.50940E+06 0.00309034
1.51200E+06 0.00309320
1.51460E+06 0.00309606
1.51720E+06 0.00309892
1.51980E+06 0.00310178
1.52240E+06 0.00310464
1.52500E+06 0.00310750
1.53030E+06 0.00311333
1.53290E+06 0.00311619
1.53820E+06 0.00312202
1.54090E+06 0.00312499
1.54350E+06 0.00312785
1.54620E+06 0.00313082
1.54890E+06 0.00313379
1.55160E+06 0.00313676
1.55430E+06 0.00313973
1.55700E+06 0.00314270
1.55970E+06 0.00314567
1.56240E+06 0.00314864
1.56510E+06 0.00315161
1.56790E+06 0.00315469
1.57060E+06 0.00315766
1.57340E+06 0.00316074
1.57610E+06 0.00316371
1.57890E+06 0.00316679
1.58100E+06 0.00316910
1.58160E+06 0.00316976
1.58720E+06 0.00317592
1.59280E+06 0.00318208
1.59560E+06 0.00318516
1.59840E+06 0.00318824
1.60000E+06 0.00319000
1.60120E+06 0.00318940
1.60410E+06 0.00318795
1.60970E+06 0.00318515
1.61260E+06 0.00318370
1.61576E+06 0.00318212
1.61600E+06 0.00318200
1.61830E+06 0.00318085
