Rb-85(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
4497.07 8.09558
4497.26 7.73650
4497.62 7.34288
4497.99 7.14205
4498.35 7.02623
4499.08 6.90353
4500.55 6.80862
4502.01 6.77552
4503.47 6.77093
4504.93 6.81005
4505.66 6.87901
4506.39 7.07516
4506.76 7.33036
4506.94 7.56713
4507.12 7.96063
4507.31 8.69249
4507.40 9.31075
4507.49 10.2552
4507.58 11.8115
4507.67 14.5232
4507.76 19.7409
4507.81 24.2024
4507.85 30.4563
4507.93 44.7912
4508.00 54.3821
4508.07 44.8193
4508.15 30.4906
4508.20 23.3345
4508.25 18.7082
4508.30 15.5950
4508.36 13.5269
4508.46 11.0128
4508.57 9.64314
4508.67 8.82465
4508.78 8.29958
4508.99 7.69176
4509.20 7.36757
4509.41 7.17458
4509.83 6.96587
4510.67 6.79870
4511.50 6.73223
4513.18 6.67505
4514.86 6.64697
4518.22 6.61227
4521.58 6.58588
4535.00 6.49618
4548.43 6.41303
4555.15 6.37797
4558.50 6.38432
4559.34 6.40641
4560.18 6.47483
4560.60 6.56770
4561.02 6.80530
4561.23 7.09076
4561.44 7.73231
4561.55 8.39625
4561.65 9.63420
4561.70 10.6921
4561.76 12.2460
4561.81 14.6308
4561.86 18.3098
4561.93 25.5191
4562.00 30.3541
4562.07 25.5619
4562.14 18.3626
4562.19 14.6238
4562.25 12.2172
4562.30 10.6585
4562.35 9.61867
4562.46 8.38803
4562.56 7.72737
4562.78 7.08497
4562.99 6.79875
4563.41 6.55559
4563.84 6.45726
4564.69 6.37721
4565.54 6.34386
4568.93 6.29380
4575.73 6.24329
4589.32 6.15483
4616.50 5.97524
4643.68 5.78291
4657.27 5.68208
4664.06 5.63909
4665.76 5.63636
4667.46 5.65286
4668.31 5.68670
4669.16 5.78897
4669.58 5.92648
4670.01 6.27619
4670.22 6.69559
4670.43 7.62821
4670.54 8.58571
4670.64 10.3549
4670.70 11.8360
4670.75 14.0352
4670.80 17.3897
4670.86 22.5405
4670.93 32.8076
4671.00 39.5728
4671.07 32.8544
4671.14 22.5983
4671.19 18.1723
4671.23 15.0672
4671.32 11.3087
4671.41 9.33977
4671.50 8.22288
4671.68 7.06885
4671.85 6.52592
4672.21 6.04969
4672.56 5.85347
4673.27 5.69424
4673.98 5.63034
4675.40 5.57529
4676.81 5.54852
4679.65 5.51686
4682.48 5.49694
4685.32 5.49002
4688.15 5.52104
4689.57 5.58657
4690.28 5.65715
4690.99 5.78807
4691.70 6.06419
4692.05 6.32930
4692.41 6.78937
4692.76 7.69316
4692.94 8.50602
4693.11 9.82871
4693.29 12.1828
4693.38 14.1190
4693.47 16.9369
4693.56 21.3401
4693.65 28.4508
4693.73 40.9027
4693.82 62.8103
4693.91 97.2706
4694.00 120.232
4694.09 97.2351
4694.18 62.7656
4694.24 47.2084
4694.29 36.6092
4694.40 24.0868
4694.52 17.5955
4694.63 13.9061
4694.74 11.6382
4694.85 10.1545
4695.08 8.40451
4695.30 7.45528
4695.52 6.88472
4695.97 6.26274
4696.42 5.94835
4696.87 5.76683
4697.76 5.57386
4698.66 5.47615
4699.56 5.41780
4701.35 5.34953
4704.93 5.27608
4708.52 5.22566
4715.69 5.14228
4719.27 5.11521
4721.07 5.14583
4721.51 5.18826
4721.96 5.30264
4722.19 5.44266
4722.41 5.76142
4722.52 6.09500
4722.63 6.72468
4722.75 8.08007
4722.80 9.35927
4722.86 11.3839
4722.93 15.2011
4723.00 17.7085
4723.07 15.2010
4723.14 11.3828
4723.20 9.24488
4723.26 7.93703
4723.38 6.59255
4723.51 5.99126
4723.63 5.68125
4723.87 5.38660
4724.11 5.25704
4724.59 5.14828
4725.07 5.10452
4726.04 5.07165
4727.00 5.06793
4727.96 5.09287
4728.93 5.19380
4729.41 5.33853
4729.89 5.71981
4730.13 6.18628
4730.25 6.60154
4730.37 7.25839
4730.49 8.40201
4730.61 10.5799
4730.67 12.4725
4730.73 15.3873
4730.79 20.0459
4730.85 27.6123
4730.93 41.2337
4731.00 50.4085
4731.07 41.3321
4731.15 27.7337
4731.20 20.8656
4731.25 16.3175
4731.31 13.3472
4731.36 11.3836
4731.47 9.00935
4731.57 7.72198
4731.68 6.94913
4731.79 6.45954
4732.00 5.89274
4732.43 5.40834
4732.86 5.21131
4733.72 5.05008
4734.57 4.98235
4736.29 4.91780
4738.00 4.88145
4739.72 4.85665
4741.43 4.84710
4742.29 4.85917
4743.15 4.91532
4743.57 4.99905
4744.00 5.22035
4744.22 5.49070
4744.43 6.10012
4744.54 6.73350
4744.65 7.91937
4744.70 8.93675
4744.75 10.4382
4744.81 12.8110
4744.86 16.5143
4744.93 23.5947
4745.00 28.3236
4745.07 23.6330
4745.14 16.5605
4745.19 13.3651
4745.23 11.1918
4745.32 8.59954
4745.41 7.26139
4745.50 6.50917
4745.67 5.73738
4745.85 5.37586
4746.20 5.05825
4746.56 4.92569
4747.27 4.81391
4747.98 4.76461
4750.81 4.68033
4756.48 4.57738
4767.81 4.37470
4790.49 3.89220
4801.82 3.60140
4813.16 3.27959
4818.83 3.11472
4824.50 2.96219
4827.33 2.90219
4830.17 2.87749
4831.58 2.90531
4833.00 3.03417
4833.71 3.22608
4834.06 3.41413
4834.42 3.74396
4834.77 4.39859
4834.95 4.99238
4835.13 5.96644
4835.30 7.71989
4835.39 9.17854
4835.48 11.3249
4835.57 14.7288
4835.66 20.3389
4835.75 30.4475
4835.83 48.8933
4835.92 76.7224
4836.00 94.9758
4836.08 76.4412
4836.17 48.9828
4836.24 33.1084
4836.31 23.5728
4836.38 17.6713
4836.45 13.8699
4836.59 9.52750
4836.74 7.27497
4836.88 5.97129
4837.02 5.15352
4837.30 4.22760
4837.59 3.74365
4837.87 3.46202
4838.44 3.16474
4839.01 3.02181
4839.58 2.94570
4840.71 2.88168
4842.99 2.89648
4845.26 3.01380
4849.81 3.57903
4854.35 4.92564
4856.63 6.16153
4858.90 8.06607
4861.17 11.0689
4863.45 15.9590
4865.72 24.2782
4867.99 39.2064
4870.27 67.6667
4871.40 91.0984
4872.54 123.972
4874.77 221.296
4877.00 308.355
4879.23 274.655
4881.46 190.819
4883.15 142.438
4883.58 133.099
4884.00 125.074
4884.21 121.813
4884.43 119.690
4884.53 119.587
4884.64 120.971
4884.74 125.704
4884.80 130.625
4884.85 138.253
4884.92 154.834
4885.00 165.566
4885.08 152.617
4885.15 133.710
4885.22 122.080
4885.29 114.801
4885.36 110.034
4885.43 106.675
4885.57 102.097
4885.70 98.9050
4885.98 94.0931
4886.25 90.2203
4886.81 83.6664
4887.36 78.0543
4889.56 61.2218
4891.76 50.0382
4893.97 42.2201
4896.17 36.5416
4898.37 32.3430
4899.48 30.7202
4900.03 30.0560
4900.58 29.5467
4901.13 29.3313
4901.40 29.4510
4901.68 29.8887
4901.96 30.9933
4902.09 32.0490
4902.23 33.7364
4902.37 36.6015
4902.51 41.7182
4902.64 51.7863
4902.71 60.3544
4902.78 72.4692
4902.89 100.163
4903.00 118.591
4903.11 99.9335
4903.22 72.0103
4903.32 55.9580
4903.41 46.1949
4903.51 40.1637
4903.60 36.2689
4903.79 31.7679
4903.98 29.3693
4904.17 27.9027
4904.36 26.9207
4904.74 25.6683
4905.12 24.8594
4905.50 24.2592
4906.26 23.3470
4907.02 22.6220
4907.77 21.9946
4909.29 20.9123
4912.33 19.1614
4915.36 17.7688
4921.44 15.6687
4927.51 14.1560
4939.65 12.1095
4951.79 10.7574
4963.94 9.73828
4970.01 9.28376
4976.08 8.82930
4982.15 8.33312
4985.19 8.04790
4988.22 7.71985
4991.26 7.33527
4992.78 7.12828
4994.29 6.94447
4995.81 6.90453
4996.57 7.06426
4997.33 7.55357
4998.09 8.85600
4998.47 10.1948
4998.85 12.4788
4999.23 16.5898
4999.61 24.4492
4999.80 31.0803
4999.99 40.7639
5000.18 55.2778
5000.36 76.7673
5000.68 132.685
5001.00 182.550
5001.32 162.884
5001.64 114.506
5001.96 79.2799
5002.28 58.2098
5002.60 45.3636
5002.92 37.1113
5003.24 31.5230
5003.56 27.5618
5004.21 22.4269
5004.85 19.3093
5005.49 17.2547
5006.77 14.7466
5008.06 13.2900
5009.34 12.3446
5011.91 11.1879
5014.48 10.4988
5017.05 10.0328
5022.19 9.42223
5027.32 9.01839
5032.46 8.71530
5042.74 8.25702
5053.01 7.89341
5063.28 7.57058
5073.56 7.26548
5076.13 7.19515
5078.70 7.14040
5079.98 7.13482
5081.27 7.18974
5081.91 7.29540
5082.55 7.60177
5082.87 7.99439
5083.03 8.35213
5083.19 8.93144
5083.35 9.96728
5083.51 12.0319
5083.59 13.9396
5083.67 16.9904
5083.75 22.1858
5083.83 31.2417
5083.92 45.9112
5084.00 55.5375
5084.08 45.7524
5084.17 31.2720
5084.25 21.7910
5084.34 16.5292
5084.42 13.5174
5084.51 11.6853
5084.68 9.70339
5084.85 8.72878
5085.02 8.17627
5085.19 7.83678
5085.52 7.45340
5086.20 7.12957
5086.88 6.99030
5088.24 6.85492
5089.59 6.77452
5092.30 6.65189
5095.02 6.54028
5100.44 6.31331
5103.15 6.20154
5104.51 6.18068
5105.19 6.28937
5105.53 6.64135
5105.70 7.32238
5105.78 8.17119
5105.87 9.91005
5105.93 12.2492
5106.00 13.7946
5106.07 12.2704
5106.13 9.93151
5106.23 8.01867
5106.33 7.16814
5106.52 6.51694
5106.91 6.17355
5107.68 6.01276
5109.22 5.89156
5112.31 5.70101
5115.39 5.49962
5118.48 5.27686
5121.56 5.03015
5124.65 4.77050
5126.19 4.65977
5126.97 4.62783
5127.74 4.63848
5128.51 4.75719
5128.89 4.91430
5129.28 5.22304
5129.67 5.88204
5129.86 6.50256
5130.05 7.53980
5130.24 9.43642
5130.34 11.0295
5130.44 13.3936
5130.53 17.1710
5130.63 23.4675
5130.73 34.7982
5130.82 56.0079
5130.91 87.4167
5131.00 108.451
5131.09 87.5312
5131.18 56.1318
5131.24 40.1654
5131.31 29.8990
5131.37 23.1551
5131.44 18.6031
5131.57 13.1162
5131.70 10.1578
5131.83 8.37435
5131.96 7.23496
5132.22 5.89649
5132.48 5.16575
5132.74 4.71518
5133.27 4.19104
5133.79 3.88457
5134.31 3.67098
5135.35 3.35865
5137.44 2.89245
5139.52 2.55867
5141.61 2.60198
5142.65 3.04261
5143.70 4.20344
5144.22 5.30867
5144.74 7.03184
5145.26 9.76889
5145.78 14.2080
5146.30 21.6911
5146.82 34.8175
5147.35 59.0431
5147.87 104.685
5148.43 191.505
5149.00 272.528
5149.57 247.256
5150.13 174.541
5150.80 113.925
5151.46 79.8281
5152.12 60.0165
5152.78 47.6734
5153.44 39.4692
5154.10 33.7160
5155.42 26.3036
5156.74 21.7998
5158.07 18.7928
5160.71 15.0109
5163.35 12.6801
5164.68 11.8280
5166.00 11.1894
5167.32 10.9485
5167.98 11.1712
5168.64 11.9265
5169.30 13.8579
5169.96 18.7639
5170.30 23.8412
5170.63 32.6673
5170.96 48.8376
5171.29 78.9874
5171.64 135.114
5172.00 185.763
5172.36 166.721
5172.72 118.445
5172.94 94.6229
5173.16 77.0573
5173.61 54.8896
5174.05 42.4580
5174.50 34.8892
5174.95 29.9337
5175.39 26.4931
5176.28 22.1018
5177.17 19.4476
5178.07 17.6833
5179.85 15.4854
5181.63 14.1591
5183.42 13.2615
5186.98 12.0996
5190.55 11.3598
5194.12 10.8352
5201.25 10.1211
5208.38 9.64387
5215.52 9.29445
5229.78 8.80388
5244.05 8.46508
5258.31 8.20999
5265.45 8.10367
5272.58 8.00952
5279.71 7.93597
5281.50 7.92990
5283.28 7.95027
5284.17 7.99489
5285.06 8.13085
5285.51 8.31354
5285.96 8.77857
5286.18 9.33212
5286.40 10.5649
5286.51 11.8357
5286.62 14.1583
5286.68 16.1158
5286.74 18.9597
5286.79 23.3587
5286.85 30.0612
5286.92 43.3127
5287.00 52.2893
5287.08 43.3236
5287.15 30.0737
5287.22 22.8022
5287.28 18.2450
5287.34 15.3714
5287.40 13.5189
5287.52 11.3442
5287.65 10.1971
5287.89 9.10110
5288.14 8.61595
5288.63 8.20849
5289.12 8.04446
5290.11 7.91150
5291.09 7.85596
5293.06 7.80286
5295.03 7.77235
5298.97 7.73027
5302.90 7.70108
5306.84 7.68928
5308.81 7.69744
5310.78 7.72768
5312.75 7.81132
5313.73 7.90085
5314.71 8.06546
5315.70 8.40613
5316.19 8.72647
5316.68 9.26917
5317.18 10.2914
5317.42 11.1752
5317.67 12.5517
5317.91 14.8491
5318.16 19.0442
5318.28 22.5147
5318.41 27.6095
5318.53 35.2701
5318.65 46.7892
5318.83 70.4631
5319.00 86.1495
5319.18 70.3614
5319.35 46.8430
5319.52 31.7525
5319.70 23.2868
5319.87 18.4001
5320.04 15.4236
5320.22 13.4833
5320.39 12.1653
5320.74 10.5547
5321.09 9.64510
5321.43 9.08610
5322.13 8.46084
5322.82 8.13726
5323.52 7.94730
5324.91 7.74174
5326.30 7.63553
5327.69 7.57089
5330.47 7.49376
5336.03 7.40926
5341.59 7.35223
5352.71 7.26660
5355.49 7.25429
5358.27 7.25955
5359.66 7.28529
5361.05 7.37387
5361.74 7.49920
5362.44 7.83309
5362.78 8.25097
5362.96 8.62877
5363.13 9.24048
5363.31 10.3364
5363.39 11.2334
5363.48 12.5370
5363.57 14.5715
5363.65 17.8983
5363.74 23.6615
5363.83 33.7697
5363.91 49.8490
5364.00 60.4237
5364.09 49.6937
5364.18 33.8185
5364.26 23.4460
5364.35 17.6918
5364.44 14.3993
5364.53 12.4151
5364.62 11.1189
5364.71 10.2499
5364.88 9.18047
5365.06 8.57722
5365.24 8.20866
5365.59 7.79802
5366.30 7.46224
5367.01 7.32970
5368.43 7.22242
5369.84 7.17669
5372.68 7.13099
5375.51 7.10361
5378.35 7.08441
5381.18 7.07739
5382.60 7.08776
5384.01 7.13520
5384.72 7.20701
5385.43 7.40393
5385.79 7.65632
5386.14 8.27082
5386.32 8.97116
5386.49 10.4469
5386.58 11.8791
5386.67 14.3121
5386.76 18.8946
5386.85 27.7859
5386.92 40.2437
5387.00 48.5600
5387.08 40.2282
5387.15 27.7659
5387.23 19.7641
5387.31 15.2503
5387.38 12.6668
5387.46 11.0960
5387.61 9.39915
5387.77 8.56361
5388.08 7.80789
5388.38 7.48827
5389.00 7.22784
5389.62 7.12500
5390.85 7.04161
5392.08 7.00566
5394.54 6.96874
5397.00 6.94567
5401.93 6.92050
5403.16 6.92676
5404.39 6.96082
5405.01 7.01399
5405.63 7.16127
5405.93 7.34918
5406.24 7.80389
5406.40 8.31553
5406.55 9.37348
5406.63 10.3706
5406.70 12.0417
5406.78 15.0381
5406.86 20.5503
5406.93 28.7737
5407.00 34.3119
5407.07 28.8351
5407.14 20.6262
5407.19 17.0911
5407.23 14.5554
5407.32 11.5205
5407.41 9.92702
5407.49 9.02165
5407.67 8.08444
5407.84 7.64267
5408.20 7.25432
5408.55 7.09382
5409.25 6.96290
5409.95 6.90977
5411.35 6.86310
5412.75 6.83941
5418.36 6.78468
5429.57 6.69783
5440.78 6.61127
5452.00 6.52112
5463.21 6.42558
5474.42 6.32312
5485.63 6.21535
5491.24 6.17696
5492.64 6.18438
5494.04 6.23228
5494.74 6.30916
5495.45 6.52433
5495.80 6.80137
5496.15 7.47559
5496.32 8.24156
5496.50 9.84673
5496.58 11.3943
5496.67 14.0028
5496.76 18.8605
5496.85 28.1213
5496.92 41.3497
5497.00 50.1718
5497.08 41.3554
5497.15 28.1272
5497.25 18.4939
5497.34 13.6948
5497.43 11.1095
5497.52 9.63015
5497.70 8.09103
5497.89 7.36250
5498.25 6.72176
5498.62 6.45575
5499.35 6.23924
5500.08 6.15140
5501.55 6.07401
5503.01 6.03458
5505.94 5.98969
5507.40 6.00304
5508.13 6.11163
5508.50 6.42583
5508.68 7.04290
5508.77 7.83529
5508.87 9.55760
5508.93 11.7534
5509.00 13.1944
5509.07 11.7582
5509.13 9.56204
5509.21 8.10830
5509.28 7.31087
5509.42 6.59972
5509.71 6.17253
5510.28 5.98823
5511.43 5.91283
5513.72 5.86041
5518.31 5.78175
5522.89 5.70189
5527.48 5.61694
5532.06 5.52693
5536.65 5.43769
5538.94 5.40344
5541.23 5.40762
5542.38 5.46416
5543.52 5.67039
5544.10 5.96417
5544.38 6.24781
5544.67 6.73443
5544.96 7.67141
5545.10 8.49214
5545.24 9.78899
5545.39 12.0170
5545.53 16.1870
5545.60 19.7718
5545.67 25.1119
5545.74 33.5568
5545.82 46.6042
5545.91 71.7505
5546.00 88.3738
5546.09 71.6637
5546.19 46.8523
5546.29 29.7834
5546.39 20.7675
5546.49 15.7429
5546.59 12.7421
5546.69 10.8167
5546.79 9.53915
5546.99 7.99119
5547.19 7.12446
5547.39 6.59574
5547.79 6.00424
5548.19 5.69601
5548.59 5.51219
5549.39 5.30576
5551.00 5.11284
5552.60 5.00328
5555.81 4.83832
5559.02 4.68284
5565.43 4.33402
5571.85 3.89235
5575.06 3.62384
5578.27 3.31950
5581.47 2.98686
5584.68 2.66999
5587.89 2.55540
5589.49 2.77222
5591.10 3.50322
5591.90 4.26133
5592.70 5.50441
5593.50 7.56618
5594.31 11.0759
5595.11 17.2971
5595.91 28.9492
5596.31 38.5154
5596.71 52.2409
5597.11 72.1451
5597.51 100.819
5598.26 183.180
5599.00 259.557
5599.74 234.699
5600.49 165.226
5601.34 108.777
5602.18 76.6535
5603.03 57.8239
5603.87 46.0595
5604.72 38.2187
5605.57 32.7285
5607.26 25.6754
5608.95 21.4234
5610.64 18.6253
5614.03 15.2124
5617.42 13.2328
5620.80 11.9494
5624.19 11.0514
5627.57 10.3873
5634.34 9.46690
5641.11 8.85234
5654.65 8.05657
5668.19 7.52391
5681.73 7.09119
5688.51 6.88341
5695.28 6.67002
5698.66 6.56248
5702.05 6.46997
5703.74 6.45300
5705.43 6.52692
5706.28 6.68643
5706.70 6.85707
5707.12 7.16935
5707.55 7.80724
5707.76 8.40012
5707.97 9.38167
5708.18 11.1867
5708.29 12.7022
5708.39 14.9648
5708.50 18.6068
5708.60 24.8401
5708.71 36.3611
5708.82 58.4058
5708.91 89.9319
5709.00 110.646
5709.09 89.6442
5709.19 58.4909
5709.28 37.9598
5709.38 26.6197
5709.47 20.1532
5709.56 16.2631
5709.66 13.7276
5709.75 12.0279
5709.94 9.93697
5710.13 8.75600
5710.32 8.03160
5710.70 7.21745
5711.08 6.78829
5711.46 6.53057
5712.21 6.23543
5713.73 5.94422
5715.24 5.76083
5718.27 5.43798
5721.30 5.06438
5722.81 4.83611
5724.32 4.56833
5725.84 4.25251
5727.35 3.88967
5728.87 3.53361
5729.62 3.43765
5730.38 3.55150
5731.14 4.27043
5731.52 5.18964
5731.89 6.93018
5732.08 8.34775
5732.27 10.3407
5732.46 13.1999
5732.65 17.3809
5732.84 23.6293
5733.03 33.1806
5733.22 48.0497
5733.41 71.2164
5733.70 129.858
5734.00 185.631
5734.15 186.883
5734.30 169.950
5734.59 121.347
5734.94 80.9758
5735.28 57.8821
5735.62 44.3264
5735.96 35.8248
5736.30 30.1507
5736.64 26.1626
5737.32 21.0280
5738.00 17.9151
5738.69 15.8571
5740.05 13.3367
5741.41 11.8650
5742.78 10.9064
5744.14 10.2324
5745.50 9.73270
5748.23 9.03791
5750.96 8.57366
5753.68 8.23725
5756.41 7.97885
5761.86 7.59826
5767.32 7.32022
5778.22 6.90758
5789.13 6.57636
5800.04 6.26797
5805.49 6.11279
5810.94 5.95512
5816.40 5.80744
5817.76 5.78546
5819.13 5.80085
5819.81 5.85791
5820.49 6.04435
5820.83 6.29644
5821.17 6.92434
5821.34 7.64819
5821.51 9.16677
5821.60 10.6257
5821.68 13.1216
5821.77 17.7339
5821.85 26.7882
5821.93 39.5557
5822.00 48.0484
5822.07 39.6215
5822.15 26.8670
5822.23 17.7986
5822.32 13.1683
5822.41 10.6344
5822.49 9.17027
5822.66 7.63071
5822.83 6.89704
5823.17 6.23990
5823.51 5.96097
5824.20 5.72435
5824.88 5.61962
5826.24 5.51154
5827.61 5.44260
5830.33 5.33404
5833.06 5.23908
5838.52 5.08380
5843.97 5.03992
5849.43 5.35558
5852.16 5.87605
5854.89 6.97808
5857.62 9.35925
5858.98 11.5204
5860.34 14.8939
5861.71 20.3459
5863.07 29.5231
5864.44 45.6130
5865.80 74.3359
5867.40 131.338
5869.00 183.329
5870.60 164.858
5872.20 116.238
5873.78 81.1700
5875.36 59.7379
5876.93 46.4852
5878.51 37.8828
5880.09 32.0087
5881.66 27.8231
5884.82 22.3625
5887.97 19.0297
5891.13 16.8217
5897.44 14.1209
5903.75 12.5614
5910.05 11.5800
5913.21 11.2477
5914.79 11.1300
5916.36 11.0671
5917.94 11.1172
5918.73 11.2367
5919.52 11.4994
5920.31 12.0903
5920.70 12.6596
5921.10 13.6258
5921.49 15.4307
5921.69 16.9603
5921.88 19.2915
5922.08 23.0594
5922.28 29.6104
5922.48 41.9994
5922.57 52.3388
5922.67 66.8002
5922.84 100.775
5923.00 123.468
5923.16 100.851
5923.33 66.8807
5923.43 52.1548
5923.53 41.7809
5923.73 29.3849
5923.93 22.8153
5924.13 19.0558
5924.33 16.7114
5924.53 15.1731
5924.92 13.3339
5925.32 12.3202
5925.72 11.6996
5926.52 11.0009
5927.32 10.6247
5928.12 10.3898
5929.71 10.1036
5931.31 9.92328
5932.90 9.78958
5936.09 9.58686
5939.28 9.42854
5942.47 9.29937
5944.07 9.24834
5945.67 9.22085
5946.46 9.23479
5947.26 9.32030
5947.66 9.45198
5948.06 9.80103
5948.26 10.2222
5948.46 11.1527
5948.56 12.1029
5948.66 13.8129
5948.71 15.2340
5948.76 17.3141
5948.81 20.4287
5948.86 25.0090
5948.93 34.5852
5949.00 41.0256
5949.07 34.6281
5949.14 25.0592
5949.23 18.1574
5949.31 14.6273
5949.40 12.7429
5949.48 11.6505
5949.65 10.5186
5949.82 9.98241
5950.16 9.50255
5950.50 9.29928
5951.18 9.12475
5951.86 9.04579
5953.22 8.96168
5954.57 8.90706
5960.00 8.74977
5965.43 8.62236
5970.86 8.51042
5981.71 8.31943
5992.57 8.16068
6014.28 7.90780
6035.99 7.71079
6079.42 7.40899
6101.13 7.28446
6111.99 7.22915
6117.42 7.21657
6118.77 7.22632
6120.13 7.26615
6120.81 7.32540
6121.49 7.48693
6121.83 7.69294
6122.17 8.19009
6122.34 8.75216
6122.50 9.90925
6122.59 11.0084
6122.67 12.8583
6122.76 16.1967
6122.84 22.4288
6122.92 31.6512
6123.00 37.7908
6123.08 31.7298
6123.16 22.5266
6123.21 18.2731
6123.26 15.3913
6123.36 12.0171
6123.47 10.3056
6123.57 9.34645
6123.77 8.38236
6123.98 7.93824
6124.39 7.55183
6124.80 7.39384
6125.63 7.26621
6126.45 7.21503
6129.74 7.14918
6136.32 7.10141
6149.49 7.02949
6162.66 6.96666
6165.95 6.95843
6169.24 6.96910
6170.89 7.00030
6172.53 7.10339
6173.36 7.24908
6173.77 7.39165
6174.18 7.64203
6174.59 8.14289
6174.80 8.60321
6175.00 9.36279
6175.21 10.7597
6175.31 11.9349
6175.41 13.6942
6175.52 16.5406
6175.62 21.4491
6175.72 30.6295
6175.82 48.6624
6175.91 73.6823
6176.00 90.5897
6176.09 73.8045
6176.18 48.8146
6176.27 32.0349
6176.36 22.9121
6176.45 17.7903
6176.55 14.7435
6176.64 12.7734
6176.73 11.4614
6176.92 9.85863
6177.10 8.96485
6177.29 8.41772
6177.66 7.81136
6178.03 7.50053
6178.40 7.31987
6179.14 7.12773
6180.62 6.97563
6182.10 6.91371
6185.06 6.85600
6188.02 6.82316
6193.94 6.77890
6196.90 6.78153
6198.38 6.86421
6198.75 6.94879
6199.12 7.16236
6199.31 7.41300
6199.49 7.95938
6199.58 8.50923
6199.68 9.48267
6199.77 11.4311
6199.81 13.1035
6199.86 15.5545
6199.93 20.8558
6200.00 24.4010
6200.07 20.8626
6200.14 15.5621
6200.21 12.0152
6200.29 10.0964
6200.44 8.36317
6200.59 7.67151
6200.73 7.33652
6201.03 7.03307
6201.33 6.90517
6201.92 6.79928
6202.52 6.75568
6204.90 6.69560
6209.65 6.64318
6219.17 6.54625
6228.68 6.42893
6238.20 6.27302
6247.71 6.04410
6252.47 5.87962
6257.23 5.65631
6259.60 5.51147
6261.98 5.33544
6264.36 5.11883
6266.74 4.85360
6269.12 4.55263
6270.31 4.42380
6271.50 4.39041
6272.69 4.68283
6273.28 5.15980
6273.88 6.16240
6274.47 8.31259
6274.77 10.2428
6275.06 13.2242
6275.36 17.9944
6275.66 25.8487
6275.96 39.2644
6276.25 62.4687
6276.63 111.525
6277.00 157.109
6277.37 142.618
6277.75 101.500
6278.03 77.2701
6278.31 60.4740
6278.59 48.9465
6278.88 40.8602
6279.44 30.6716
6280.00 24.7624
6280.57 21.0024
6281.13 18.4479
6282.26 15.2592
6283.39 13.3794
6284.51 12.1574
6285.64 11.3049
6286.77 10.6791
6289.02 9.82543
6291.28 9.27291
6293.53 8.88708
6295.79 8.60292
6300.30 8.21371
6302.55 8.07661
6304.80 7.96762
6307.06 7.88703
6309.31 7.85462
6310.44 7.88753
6311.57 8.04244
6312.13 8.27163
6312.41 8.49377
6312.70 8.87524
6312.98 9.60995
6313.12 10.2565
6313.26 11.2807
6313.40 13.0314
6313.54 16.3454
6313.61 19.2140
6313.68 23.5153
6313.75 30.2567
6313.82 40.8863
6313.91 60.8017
6314.00 74.0389
6314.09 60.7015
6314.18 40.7579
6314.27 27.6712
6314.36 20.5438
6314.45 16.4754
6314.54 14.0056
6314.64 12.4014
6314.73 11.3299
6314.91 10.0221
6315.09 9.28513
6315.27 8.83469
6315.64 8.33170
6316.37 7.91566
6317.10 7.74664
6318.56 7.60119
6320.01 7.53399
6321.47 7.49808
6322.93 7.49748
6323.66 7.53261
6324.39 7.65729
6324.76 7.83038
6325.12 8.26794
6325.30 8.78154
6325.49 9.87969
6325.58 10.9550
6325.67 12.8321
6325.76 16.4030
6325.80 19.4218
6325.85 23.7154
6325.93 33.6480
6326.00 40.3600
6326.08 33.8954
6326.15 24.0229
6326.20 19.4836
6326.25 16.3522
6326.35 12.7312
6326.44 10.8559
6326.54 9.80813
6326.74 8.73941
6326.93 8.24221
6327.32 7.80354
6327.71 7.62002
6328.49 7.46549
6329.27 7.39838
6330.82 7.33250
6332.38 7.29426
6338.61 7.19906
6344.84 7.12968
6351.08 7.07123
6363.54 6.97367
6376.00 6.89210
6388.46 6.82028
6400.92 6.75483
6413.39 6.69575
6419.62 6.67936
6421.17 6.68639
6422.73 6.71962
6423.51 6.77083
6424.29 6.91387
6424.68 7.09980
6425.07 7.56063
6425.26 8.09800
6425.46 9.25199
6425.56 10.4068
6425.65 12.4325
6425.75 16.3648
6425.80 19.7530
6425.85 24.5766
6425.92 35.4392
6426.00 42.6287
6426.08 35.5259
6426.15 24.6848
6426.24 17.2403
6426.32 13.3151
6426.41 11.1458
6426.49 9.85817
6426.66 8.49673
6426.83 7.83876
6427.16 7.25135
6427.50 7.00515
6428.17 6.80534
6428.84 6.72644
6430.19 6.66224
6431.53 6.63436
6436.91 6.58654
6447.66 6.52808
6469.16 6.41629
6490.67 6.29168
6512.17 6.13950
6533.68 5.93162
6544.43 5.78749
6555.18 5.59293
6560.56 5.46503
6565.94 5.30527
6571.31 5.09811
6576.69 4.81645
6579.38 4.63338
6582.07 4.41022
6584.75 4.13423
6587.44 3.79225
6588.79 3.59629
6590.13 3.39230
6591.47 3.20699
6592.82 3.12219
6594.16 3.40429
6594.83 3.92886
6595.51 5.07791
6596.18 7.60832
6596.51 9.92484
6596.85 13.5533
6597.19 19.4250
6597.52 29.2983
6597.86 46.5441
6598.19 77.1549
6598.60 139.683
6599.00 197.793
6599.40 179.263
6599.81 126.809
6600.17 91.3272
6600.53 68.4995
6600.89 53.7590
