Pt-192(n,tot) JEFF-3.2
21.5220 267.082
21.5282 307.878
21.5343 358.253
21.5404 421.144
21.5466 500.381
21.5527 601.543
21.5588 731.235
21.5650 898.353
21.5711 1110.99
21.5783 1425.77
21.5856 1787.04
21.6000 2249.15
21.6072 2124.81
21.6145 1813.71
21.6289 1144.29
21.6405 778.958
21.6521 548.591
21.6637 402.302
21.6753 306.224
21.6985 194.031
21.7217 134.577
21.7449 99.6006
21.7681 77.3918
21.8145 51.8719
21.8608 38.3195
21.9072 30.2608
21.9536 25.0714
22.0000 21.5274
22.0912 17.1733
22.1823 14.6334
22.2735 13.0129
22.3646 11.9095
22.5469 10.5322
22.7292 9.72487
23.0938 8.83775
23.4583 8.36323
24.1875 7.85085
24.9167 7.55440
26.3750 7.16328
27.8333 6.86112
28.4171 6.74912
29.8223 6.48673
31.2274 6.22443
34.0377 5.66891
35.5928 5.33003
37.8397 4.78747
38.9631 4.49677
40.0866 4.21287
41.2100 3.99466
42.3334 4.03844
42.8952 4.34233
43.4569 5.11471
43.7377 5.83563
43.8782 6.33151
44.0186 6.95000
44.0888 7.31557
44.1239 7.51462
44.1590 7.72544
44.1941 7.94895
44.2293 8.18596
44.2644 8.43741
44.2995 8.70425
44.3346 8.98774
44.3697 9.28902
44.4048 9.60941
44.4399 9.95023
44.5101 10.7001
44.5803 11.5528
44.6970 13.2453
44.8136 15.3746
44.9302 18.0860
45.0469 21.5874
45.1635 26.1860
45.2801 32.3463
45.3968 40.8013
45.5134 52.7512
45.6301 70.2765
45.7467 97.2145
45.8633 141.271
45.9800 219.736
46.0383 283.772
46.0966 378.043
46.1549 524.294
46.2132 767.385
46.2716 1211.79
46.3007 1583.60
46.3299 2142.73
46.3590 3029.93
46.3882 4531.71
46.4174 7259.67
46.4465 12425.3
46.4733 20085.1
46.5000 25387.8
46.5268 20539.6
46.5535 12971.3
46.5804 8037.84
46.6074 5264.90
46.6343 3661.59
46.6612 2678.65
46.6881 2040.32
46.7151 1605.44
46.7689 1070.18
46.8228 766.868
46.8766 578.814
46.9843 367.237
47.0920 256.826
47.1997 191.750
47.3074 150.020
47.4151 121.561
47.6305 86.1248
47.8459 65.5492
48.0614 52.4272
48.2768 43.4768
48.7076 32.2550
49.1384 25.6234
49.5692 21.2883
50.0000 18.2395
50.9166 14.0366
51.3748 12.6578
51.8331 11.7464
52.2914 11.7512
52.5205 12.6300
52.7497 15.0741
52.8642 17.5492
52.9788 21.7137
53.0361 24.8498
53.0934 29.0868
53.1220 31.7693
53.1363 33.2867
53.1507 34.9394
53.1650 36.7425
53.1721 37.7059
53.1793 38.7136
53.1865 39.7684
53.1936 40.8729
53.2079 43.2433
53.2223 45.8535
53.2366 48.7307
53.2509 51.9127
53.2652 55.4416
53.2939 63.7472
53.3225 74.1635
53.3512 87.4340
53.3798 104.633
53.4084 127.405
53.4371 158.319
53.4657 201.598
53.4944 264.455
53.5230 360.172
53.5516 515.053
53.5803 786.695
53.5946 1004.45
53.6089 1318.34
53.6232 1788.80
53.6376 2524.85
53.6519 3723.74
53.6662 5701.54
53.6831 9248.55
53.7000 11726.3
53.7169 9528.16
53.7338 6051.95
53.7502 3831.00
53.7667 2553.63
53.7831 1800.60
53.7995 1332.56
53.8160 1025.29
53.8324 814.231
53.8653 551.969
53.8982 401.823
53.9310 307.941
53.9968 201.319
54.0625 145.033
54.1282 111.530
54.1940 89.8479
54.2597 74.9379
54.3912 56.1589
54.5226 45.0868
54.6541 37.9226
54.7856 32.9669
55.0485 26.6355
55.3115 22.8018
55.5744 20.2436
55.8373 18.4160
56.4698 15.6157
56.7860 14.7219
57.1023 14.1020
57.4185 13.8925
57.5766 14.1172
57.7347 14.8779
57.8929 16.9945
57.9719 19.3096
58.0510 23.6511
58.1300 32.8070
58.1696 41.5212
58.2091 56.3456
58.2486 84.1926
58.2684 108.062
58.2882 144.721
58.2980 170.776
58.3079 204.560
58.3178 249.261
58.3277 309.672
58.3376 393.146
58.3474 510.951
58.3573 679.669
58.3672 920.192
58.3754 1184.30
58.3836 1489.76
58.4000 1889.87
58.4082 1793.33
58.4164 1537.75
58.4328 980.147
58.4440 710.079
58.4553 526.941
58.4665 402.822
58.4777 317.039
58.5002 211.384
58.5227 152.267
58.5452 116.193
58.5676 92.6439
58.6126 64.8076
58.6575 49.5760
58.7024 40.3063
58.7923 29.9917
58.8822 24.6093
58.9721 21.4012
59.1518 17.8445
59.3316 15.9507
59.5113 14.7777
59.8708 13.3818
60.2303 12.5501
60.5898 11.9743
61.3088 11.1852
62.7468 10.2098
64.1848 9.56369
67.0608 8.67661
69.9369 8.04548
74.0889 7.34324
78.2410 6.75962
82.9188 6.15376
87.5967 5.52934
90.2098 5.13838
91.5163 4.92369
92.8229 4.69839
93.4762 4.58830
94.1294 4.49262
94.7827 4.44039
95.4360 4.51405
95.7626 4.66653
96.0893 4.98949
96.4159 5.65833
96.7426 7.10779
96.9059 8.45372
97.0692 10.6302
97.2325 14.3712
97.3142 17.2902
97.3550 19.1584
97.3754 20.2235
97.3958 21.3893
97.4163 22.6697
97.4367 24.0779
97.4571 25.6325
97.4775 27.3516
97.4979 29.2605
97.5183 31.3846
97.5592 36.4195
97.6000 42.8019
97.6408 51.0376
97.6816 61.8882
97.7225 76.5425
97.7633 96.9334
97.8041 126.365
97.8450 170.841
97.8858 242.122
97.9266 365.547
97.9470 463.328
97.9675 602.651
97.9879 808.642
98.0083 1124.95
98.0287 1628.13
98.0491 2435.54
98.0746 3946.45
98.1000 5002.02
98.1255 4061.69
98.1509 2576.00
98.1798 1514.47
98.2087 957.567
98.2376 651.778
98.2665 470.784
98.2954 356.109
98.3243 279.334
98.3820 186.405
98.4398 134.511
98.4976 102.601
98.6132 66.8992
98.7288 48.3137
98.8443 37.3432
98.9599 30.2855
99.0755 25.4516
99.3066 19.3881
99.5377 15.8270
99.7689 13.5288
100.000 11.9419
100.461 9.92165
100.922 8.69681
101.383 7.87657
101.844 7.28660
102.765 6.48294
103.687 5.94455
105.530 5.21797
107.374 4.69333
111.061 3.83786
114.748 3.02359
118.434 2.16877
120.278 1.75370
122.121 1.45440
123.043 1.43939
123.504 1.50398
123.734 1.56345
123.965 1.64619
124.195 1.75730
124.311 1.82538
124.426 1.90303
124.541 1.99132
124.656 2.09141
124.771 2.20467
124.887 2.33263
125.117 2.63995
125.347 3.03019
125.578 3.52600
125.808 4.15746
126.039 4.96579
126.269 6.00666
126.500 7.35975
126.730 9.13932
126.960 11.5154
127.191 14.7431
127.421 19.2293
127.652 25.6423
127.882 35.1472
128.113 49.8855
128.343 74.1886
128.573 117.802
128.689 153.607
128.804 206.454
128.919 288.710
129.034 425.904
129.149 677.515
129.207 888.546
129.265 1206.50
129.322 1712.13
129.380 2570.31
129.437 4134.96
129.495 7116.18
129.548 11543.1
129.600 14695.7
129.653 11975.9
129.705 7588.86
129.765 4421.06
129.826 2772.79
129.886 1874.37
129.946 1345.48
130.007 1011.84
130.067 789.070
130.187 520.512
130.308 370.948
130.428 279.280
130.670 176.959
130.911 123.852
131.152 92.5716
131.393 72.4783
131.634 58.7284
132.116 41.4887
132.598 31.3498
133.081 24.7804
133.563 20.2134
134.527 14.2951
135.492 10.5947
136.456 8.01269
137.420 6.08197
138.338 4.67624
139.256 3.69522
139.715 3.42355
140.174 3.37715
140.403 3.47249
140.518 3.55846
140.632 3.67436
140.747 3.82415
140.862 4.01244
140.977 4.24464
141.091 4.52708
141.206 4.86753
141.321 5.27421
141.435 5.75782
141.550 6.33082
141.780 7.80768
142.009 9.86529
142.238 12.7441
142.468 16.8079
142.697 22.6380
142.927 31.1927
143.156 44.1416
143.386 64.5443
143.615 98.5400
143.844 159.734
143.959 209.776
144.074 283.063
144.189 395.562
144.303 578.896
144.418 902.333
144.475 1162.69
144.533 1537.84
144.590 2101.38
144.647 2980.96
144.705 4413.48
144.762 6767.44
144.831 11106.6
144.900 14233.4
144.969 11657.3
145.038 7454.51
145.091 5207.73
145.144 3747.15
145.197 2795.14
145.250 2155.95
145.355 1392.36
145.461 976.702
145.567 727.138
145.673 565.787
145.884 376.394
146.096 273.131
146.308 210.263
146.519 168.897
146.731 140.082
147.154 103.244
147.577 81.1915
148.000 66.7582
148.423 56.6941
149.270 43.7323
150.116 35.8388
150.962 30.5639
151.809 26.7991
153.501 21.7768
155.194 18.5516
156.887 16.2671
158.579 14.5255
161.965 11.9067
165.350 9.78230
167.043 8.74143
168.735 7.63411
170.428 6.39444
171.274 5.71086
172.120 4.99856
172.731 4.50183
173.342 4.09984
173.953 3.99242
174.258 4.19708
174.411 4.41637
174.563 4.74816
174.640 4.96807
174.716 5.23135
174.792 5.54595
174.869 5.91972
174.945 6.36405
175.021 6.89030
175.098 7.51420
175.174 8.25429
175.250 9.13458
175.327 10.1810
175.479 12.9274
175.632 16.9031
175.785 22.7816
175.937 31.7500
176.090 45.9879
176.243 69.8639
176.319 88.0482
176.395 113.039
176.472 148.464
176.548 200.396
176.624 280.301
176.701 410.362
176.777 639.842
176.815 824.046
176.853 1088.50
176.892 1484.52
176.930 2098.56
176.968 3091.72
177.006 4707.09
177.053 7751.95
177.100 9966.47
177.147 8185.83
177.194 5250.08
177.239 3391.15
177.283 2301.67
177.328 1647.26
177.372 1235.57
177.461 772.155
177.550 533.544
177.640 394.980
177.729 307.267
177.907 206.151
178.085 151.712
178.263 118.753
178.441 97.1024
178.619 82.0126
178.976 62.6606
179.332 51.0059
179.689 43.3247
180.045 37.9315
180.758 30.9201
181.470 26.5989
182.183 23.6825
182.896 21.5846
184.321 18.7640
185.746 16.9455
187.172 15.6649
188.597 14.7061
191.448 13.3462
194.299 12.4073
200.000 11.1466
204.707 10.4237
209.415 9.85129
218.829 8.92786
223.537 8.49551
225.890 8.26314
228.244 8.00044
230.598 7.67397
231.775 7.46501
232.951 7.20131
233.540 7.03858
234.128 6.84713
234.717 6.61974
235.305 6.35433
235.599 6.21468
235.893 6.08862
236.188 6.02162
236.482 6.14802
236.629 6.39727
236.776 6.92639
236.923 8.02729
237.070 10.4160
237.144 12.6275
237.217 16.1727
237.236 17.3813
237.254 18.7648
237.273 20.3556
237.291 22.1938
237.309 24.3291
237.328 26.8241
237.346 29.7581
237.364 33.2125
237.383 37.3565
237.401 42.3465
237.420 48.4143
237.438 55.8745
237.456 65.1617
237.475 76.8884
237.493 91.9382
237.512 111.497
237.530 137.759
237.548 173.769
237.567 224.656
237.585 299.183
237.604 412.993
237.622 595.171
237.640 900.471
237.659 1417.93
237.679 2329.68
237.700 2994.39
237.721 2463.79
237.741 1583.34
237.756 1148.91
237.770 854.900
237.784 654.886
237.798 515.939
237.827 343.943
237.855 247.000
237.884 187.276
237.912 148.202
237.969 101.614
238.026 75.8014
238.083 59.9716
238.139 49.4725
238.196 42.1369
238.310 32.7148
238.424 27.0535
238.537 23.3430
238.651 20.7542
238.878 17.4244
239.106 15.4037
239.333 14.0610
239.561 13.1097
240.015 11.8576
240.470 11.0729
240.925 10.5345
241.380 10.1412
242.289 9.59995
243.199 9.23929
245.018 8.77172
246.837 8.46373
248.656 8.23086
252.295 7.86839
255.933 7.55796
257.752 7.40267
259.571 7.23603
261.390 7.04372
262.300 6.93046
263.209 6.80027
263.664 6.72814
264.119 6.65308
264.574 6.58198
265.029 6.53892
265.256 6.55001
265.483 6.61484
265.711 6.79564
265.938 7.24998
266.052 7.69994
266.166 8.45106
266.279 9.77088
266.393 12.2752
266.507 17.6208
266.564 22.7458
266.620 31.4585
266.649 38.2631
266.677 47.7867
266.691 54.0340
266.706 61.6414
266.720 71.0106
266.734 82.6951
266.748 97.4712
266.762 116.445
266.777 141.219
266.791 174.146
266.805 218.707
266.819 280.005
266.833 365.173
266.848 482.756
266.861 624.749
266.874 790.275
266.900 1014.03
266.913 967.760
266.926 834.498
266.952 537.599
266.973 372.524
266.994 267.528
267.015 200.020
267.036 155.163
267.078 102.113
267.120 73.4921
267.162 56.3934
267.203 45.3691
267.287 32.4507
267.371 25.4027
267.454 21.1131
267.538 18.2855
267.621 16.3106
267.789 13.7774
267.956 12.2539
268.123 11.2519
268.290 10.5493
268.625 9.63731
268.959 9.07555
269.294 8.69557
269.628 8.42083
270.297 8.04648
270.966 7.79830
272.304 7.47387
273.642 7.25316
274.980 7.07767
277.656 6.77585
280.331 6.46776
281.669 6.28667
283.007 6.06634
283.676 5.93254
284.345 5.77555
285.014 5.58747
285.683 5.36066
286.017 5.23343
286.352 5.10455
286.686 4.99711
287.021 4.98558
287.188 5.08181
287.355 5.33926
287.522 5.93675
287.690 7.32116
287.773 8.64798
287.857 10.8207
287.899 12.4298
287.941 14.5791
287.961 15.9270
287.982 17.5098
288.003 19.3806
288.024 21.6079
288.045 24.2812
288.066 27.5190
288.087 31.4806
288.108 36.3837
288.129 42.5321
288.150 50.3583
288.170 60.4939
288.191 73.8873
288.212 92.0094
288.233 117.228
288.254 153.525
288.275 207.930
288.296 293.574
288.317 436.390
288.338 689.411
288.348 887.756
288.359 1152.51
288.379 1894.85
288.400 2433.73
288.421 2002.48
288.442 1288.72
288.464 785.067
288.487 511.161
288.509 356.611
288.532 263.238
288.555 203.133
288.577 162.336
288.622 112.259
288.667 83.6965
288.713 65.8869
288.803 45.5448
288.893 34.6968
288.983 28.1578
289.074 23.8711
289.164 20.8845
289.345 17.0565
289.525 14.7476
289.706 13.2235
289.886 12.1508
290.248 10.7522
290.609 9.88656
290.970 9.29985
291.331 8.87595
292.054 8.30228
292.776 7.92837
293.498 7.66158
294.221 7.45859
295.666 7.16231
297.110 6.94759
300.000 6.63375
304.775 6.25236
309.551 5.92681
319.101 5.27054
323.876 4.88688
328.652 4.41859
331.039 4.13175
333.427 3.79000
335.815 3.36777
338.202 2.82567
339.190 2.55545
340.178 2.25796
341.166 1.94838
342.154 1.69368
342.649 1.65402
343.143 1.77470
343.390 1.95074
343.513 2.08500
343.637 2.26045
343.760 2.48771
343.884 2.78063
344.007 3.15751
344.131 3.64281
344.254 4.27027
344.378 5.08472
344.501 6.15093
344.625 7.56125
344.748 9.45147
344.872 12.0270
344.995 15.6092
345.119 20.7206
345.242 28.2533
345.366 39.8223
345.489 58.5777
345.613 91.2894
345.674 117.327
345.736 154.546
345.798 210.149
345.860 297.296
345.921 443.593
345.983 709.692
346.014 928.596
346.045 1247.10
346.076 1720.23
346.107 2420.16
346.153 3977.81
346.200 5134.31
346.247 4240.57
346.293 2721.02
346.349 1581.73
346.404 995.815
346.459 678.245
346.515 491.627
346.570 373.811
346.625 294.967
346.736 199.391
346.847 145.726
346.957 112.534
347.178 74.9916
347.400 55.1153
347.621 43.1946
347.842 35.3988
348.063 29.9790
348.506 23.0375
348.948 18.8484
349.391 16.0763
349.833 14.1172
350.718 11.5366
351.603 9.90513
352.488 8.76309
353.373 7.89891
355.143 6.59966
356.028 6.05106
356.913 5.51772
357.798 4.97231
358.241 4.69996
358.683 4.46565
358.904 4.39887
359.125 4.42075
359.347 4.64184
359.568 5.34789
359.679 6.10529
359.789 7.41652
359.900 9.78778
359.928 10.6594
359.955 11.6888
359.983 12.9210
360.010 14.3962
360.038 16.1895
360.066 18.3736
360.093 21.0811
360.121 24.4529
360.149 28.7406
360.176 34.2393
360.204 41.4738
360.232 51.1292
360.259 64.4474
360.287 83.2563
360.315 111.044
360.342 153.738
360.370 223.778
360.398 346.307
360.411 444.095
360.425 580.723
360.439 775.425
360.453 1051.66
360.476 1731.07
360.500 2231.41
360.524 1840.37
360.547 1183.73
360.575 695.731
360.603 442.235
360.630 303.942
360.658 222.263
360.686 170.489
360.713 135.725
360.769 93.4171
360.824 69.5667
360.880 54.7403
360.990 37.8890
361.101 28.9144
361.212 23.4979
361.323 19.9374
361.434 17.4474
361.655 14.2340
361.877 12.2734
362.098 10.9614
362.320 10.0235
362.763 8.76881
363.206 7.95958
364.093 6.94840
364.979 6.30861
365.866 5.84021
367.638 5.14170
371.184 4.08613
374.729 3.11155
376.502 2.59907
378.275 2.05962
380.047 1.51014
381.820 1.04278
382.707 0.934574
382.928 0.935822
383.150 0.953579
383.371 0.991518
383.593 1.05419
383.815 1.14729
384.036 1.27795
384.258 1.45523
384.479 1.69071
384.701 1.99930
384.923 2.40044
385.144 2.91974
385.366 3.59107
385.587 4.46133
385.809 5.59398
386.252 9.04225
386.474 11.6730
386.695 15.2530
386.917 20.2216
387.138 27.2859
387.360 37.6563
387.582 53.4916
387.803 78.9579
388.025 122.864
388.246 206.279
388.357 278.195
388.468 388.997
388.579 569.889
388.690 887.084
388.800 1490.64
388.856 1993.07
388.911 2704.58
389.006 4457.19
389.100 5774.90
389.195 4792.49
389.289 3086.96
389.352 2262.62
389.415 1693.20
389.541 1027.06
389.667 684.438
389.792 489.749
389.918 369.514
390.044 290.239
390.296 195.414
390.547 142.769
390.799 110.359
391.302 73.7790
391.805 54.3738
392.309 42.6629
392.812 34.9419
393.315 29.5131
394.321 22.4204
395.328 17.9747
396.334 14.8710
397.341 12.5074
399.354 8.84491
400.360 7.22350
401.367 5.62265
401.870 4.83820
402.373 4.11865
402.877 3.61065
403.128 3.54979
403.380 3.75443
403.506 4.01793
403.631 4.44151
403.694 4.73153
403.757 5.08640
403.820 5.51814
403.883 6.04146
403.946 6.67435
404.009 7.43907
404.072 8.36330
404.135 9.48177
404.260 12.4895
404.386 16.9869
404.512 23.8755
404.638 34.7938
404.764 52.9408
404.889 85.1660
404.952 110.998
405.015 148.064
405.078 203.267
405.141 289.369
405.204 431.654
405.267 684.225
405.298 886.180
405.330 1170.86
405.361 1580.37
405.393 2163.17
405.446 3609.51
405.500 4702.58
405.554 3917.70
405.608 2550.12
405.643 1895.43
405.678 1438.22
405.748 893.759
405.818 608.341
405.889 443.702
405.959 340.757
406.029 272.159
406.170 189.036
406.311 142.168
406.451 112.906
406.732 79.3416
407.013 61.1766
407.295 50.0362
407.576 42.5990
407.857 37.3230
408.419 30.3808
408.982 26.0453
409.544 23.0868
410.106 20.9381
411.231 18.0147
412.356 16.1032
414.605 13.7112
416.854 12.2334
419.104 11.2000
423.602 9.79159
427.992 8.83730
432.383 8.08162
436.773 7.41992
441.163 6.77960
445.554 6.07960
447.749 5.66531
449.944 5.16363
452.139 4.50404
453.237 4.07525
454.334 3.54849
454.883 3.24276
455.432 2.91526
455.981 2.59726
456.529 2.40292
456.804 2.45871
457.078 2.77163
457.215 3.10699
457.284 3.34469
457.353 3.64403
457.421 4.02020
457.490 4.49288
457.558 5.08785
457.627 5.83932
457.696 6.79326
457.764 8.01254
457.833 9.58453
457.901 11.6332
457.970 14.3385
458.039 17.9685
458.107 22.9352
458.176 29.8952
458.244 39.9404
458.313 54.9855
458.382 78.6119
458.450 118.089
458.519 189.809
458.553 248.952
458.587 336.198
458.622 470.552
458.656 687.802
458.690 1056.55
458.725 1693.77
458.762 2807.85
458.800 3646.36
458.838 3030.10
458.876 1960.48
458.906 1357.45
458.936 970.916
458.966 722.276
458.997 557.009
459.057 361.390
459.118 255.660
459.179 192.345
459.239 151.414
459.360 103.288
459.481 76.8780
459.603 60.7044
459.724 49.9782
459.845 42.4569
460.087 32.7478
460.329 26.8596
460.572 22.9618
460.814 20.2145
461.299 16.6293
461.783 14.4108
462.268 12.9079
462.753 11.8226
463.722 10.3536
464.691 9.39460
466.630 8.18006
468.568 7.39591
470.507 6.80356
474.384 5.84341
478.261 4.90871
480.199 4.37083
482.138 3.73113
483.107 3.35567
484.076 2.93458
485.045 2.47128
486.015 2.01159
486.499 1.83812
486.984 1.79244
487.226 1.86846
487.347 1.94737
487.468 2.06320
487.590 2.22620
487.711 2.44926
487.832 2.75022
487.953 3.15196
488.074 3.68700
488.195 4.39843
488.317 5.34934
488.438 6.62699
488.559 8.36420
488.680 10.7554
488.801 14.1124
488.922 18.9285
489.043 26.0580
489.165 37.0064
489.286 54.7156
489.407 85.3108
489.467 109.395
489.528 143.483
489.589 193.512
489.649 270.118
489.710 394.459
489.770 609.967
489.831 1012.48
489.861 1341.57
489.891 1800.18
489.946 2985.34
490.000 3886.18
490.054 3236.50
490.109 2094.20
490.147 1509.08
490.186 1114.94
490.225 848.952
490.263 666.254
490.341 441.744
490.418 316.184
490.495 239.352
490.572 188.965
490.727 128.937
490.882 95.6343
491.036 75.1100
491.191 61.4532
491.345 51.8559
491.654 39.4527
491.963 31.9286
492.272 26.9508
492.582 23.4459
493.200 18.8796
493.818 16.0583
494.436 14.1489
495.054 12.7697
496.291 10.8977
497.527 9.66309
498.764 8.76022
500.000 8.04365
502.535 6.84592
503.803 6.28098
505.070 5.67257
506.338 4.95071
506.972 4.51749
507.606 4.02637
507.923 3.76949
508.239 3.53245
508.556 3.38428
508.873 3.52878
509.032 3.88230
509.190 4.65631
509.269 5.32089
509.309 5.75754
509.349 6.28462
509.388 6.92280
509.428 7.69857
509.467 8.64622
509.507 9.81070
509.547 11.2558
509.586 13.0549
509.626 15.3216
509.666 18.2102
509.705 21.9407
509.745 26.8343
509.784 33.3742
509.824 42.3101
509.864 54.8512
509.903 73.0378
509.943 100.505
509.982 144.173
510.022 218.309
510.062 355.266
510.081 468.975
510.101 635.761
510.121 885.710
510.141 1260.44
510.170 2093.94
510.200 2722.66
510.230 2267.33
510.259 1469.97
510.279 1081.95
510.299 814.437
510.319 629.154
510.339 499.745
510.379 337.193
510.418 244.583
510.458 186.951
510.498 148.788
510.577 102.911
510.656 77.2062
510.736 61.2769
510.815 50.6355
510.894 43.1264
511.053 33.3855
511.211 27.4595
511.370 23.5272
511.529 20.7558
511.846 17.1392
512.163 14.9042
512.481 13.3938
512.798 12.3063
513.433 10.8431
514.067 9.89785
514.702 9.22999
515.336 8.72736
516.606 8.00674
517.875 7.49901
520.413 6.79060
522.952 6.28092
525.490 5.86759
530.567 5.17650
539.341 4.11589
548.116 3.00411
552.503 2.38028
556.891 1.69659
559.084 1.33692
561.278 0.981025
562.375 0.818992
563.472 0.703123
564.020 0.706867
564.294 0.756909
564.569 0.887532
564.843 1.22198
564.911 1.37505
564.980 1.57863
565.048 1.85623
565.117 2.24429
565.186 2.80782
565.220 3.18839
565.254 3.66168
565.288 4.26317
565.323 5.03990
565.357 6.06514
565.391 7.44971
565.425 9.39156
565.460 12.2182
565.494 16.5459
565.528 23.5971
565.563 36.2332
565.580 46.6238
565.597 61.8581
565.614 85.5670
565.631 124.113
565.648 190.770
565.665 309.365
565.683 498.858
565.700 629.326
565.717 508.192
565.735 320.280
565.749 216.152
565.763 151.264
565.777 110.181
565.791 83.2498
565.819 51.8460
565.847 35.3277
565.875 25.6097
565.903 19.4746
565.959 12.4312
566.015 8.70485
566.071 6.49537
566.183 4.11021
566.296 2.90912
566.408 2.21714
566.632 1.48384
566.856 1.11971
567.081 0.911745
567.305 0.782919
567.529 0.699867
567.978 0.613636
568.426 0.593890
568.875 0.622508
569.324 0.695255
569.772 0.814271
570.221 0.985716
570.669 1.21918
571.118 1.52788
571.567 1.92941
572.015 2.44700
572.912 3.96335
573.810 6.47170
574.707 10.7189
575.604 18.2310
576.053 24.1515
576.501 32.4689
576.950 44.4931
577.398 62.5143
577.847 90.8006
578.296 137.967
578.744 223.285
578.969 293.280
579.193 395.984
579.417 552.985
579.641 804.307
579.866 1225.16
580.090 1943.62
580.345 3232.69
580.600 4229.46
580.856 3539.69
581.111 2295.21
581.406 1366.41
581.701 876.114
581.997 605.526
582.292 444.444
582.587 341.633
582.882 272.243
583.472 187.208
584.063 138.875
584.653 108.611
585.833 73.8970
587.014 55.1844
588.194 43.7640
589.375 36.1731
590.556 30.8049
592.917 23.7540
595.278 19.3223
597.639 16.2355
600.000 13.8991
604.144 10.7053
606.216 9.27271
608.288 7.79185
610.359 6.10319
611.395 5.11274
612.431 3.99589
612.949 3.40565
613.467 2.84289
613.985 2.43446
614.244 2.38586
614.374 2.43570
614.503 2.55838
614.633 2.78024
614.762 3.13787
614.892 3.68351
615.021 4.49307
615.086 5.03056
615.151 5.67936
615.280 7.41445
615.410 9.96904
615.539 13.7814
615.669 19.6105
615.798 28.8116
615.928 44.0029
616.057 70.6940
616.122 91.8739
616.187 121.894
616.251 166.043
616.316 233.491
616.381 342.190
616.446 527.608
616.510 865.336
616.575 1504.14
616.638 2529.54
616.700 3322.96
616.763 2792.51
616.825 1829.10
616.867 1353.24
616.910 1023.24
616.952 794.685
