Ge-74(n,tot) ENDF/B-VII.1
2823.82 3.16347
2827.16 4.69830
2830.49 7.02124
2833.83 10.6367
2837.16 16.4906
2840.50 26.4893
2843.84 44.8704
2845.50 60.0281
2847.17 82.2275
2848.84 115.967
2850.51 169.227
2852.17 256.509
2853.84 401.054
2855.92 685.066
2858.00 911.892
2860.08 775.293
2862.16 514.218
2863.63 378.339
2865.10 284.974
2866.57 221.157
2868.04 176.629
2870.98 121.019
2873.93 89.2464
2876.87 69.4376
2879.81 56.2259
2885.69 40.1368
2891.57 30.9701
2897.45 25.1765
2903.34 21.2358
2909.22 18.4050
2920.98 14.6395
2932.75 12.2605
2944.51 10.6166
2956.27 9.39864
2979.80 7.63622
2991.57 6.91492
3003.33 6.20495
3015.09 5.40850
3020.98 4.92307
3026.86 4.32120
3029.80 3.95151
3032.74 3.51521
3035.68 2.99112
3038.62 2.36017
3040.09 2.00810
3041.56 1.65362
3043.03 1.35771
3043.77 1.28004
3044.50 1.30686
3045.24 1.52876
3045.61 1.76241
3045.97 2.12059
3046.34 2.65715
3046.71 3.44623
3047.08 4.61052
3047.44 6.32960
3047.81 8.91754
3048.18 12.8905
3048.55 19.1800
3048.92 29.5217
3049.28 47.5818
3049.47 61.6962
3049.65 81.2319
3049.83 109.169
3050.02 149.790
3050.20 209.779
3050.39 297.625
3050.69 522.069
3051.00 712.106
3051.31 619.989
3051.62 420.968
3051.89 292.591
3052.16 211.893
3052.44 160.641
3052.71 126.784
3053.25 86.6857
3053.80 64.7800
3054.35 51.4382
3054.89 42.6434
3055.98 31.9917
3057.08 25.9107
3058.17 22.0388
3059.26 19.3810
3060.35 17.4538
3062.54 14.8592
3064.72 13.1995
3066.90 12.0481
3069.09 11.2018
3073.46 10.0367
3077.83 9.26693
3082.19 8.71482
3086.56 8.29541
3095.30 7.69083
3104.03 7.26634
3121.51 6.68757
3138.98 6.29320
3156.45 5.99584
3191.40 5.55876
3226.34 5.23859
3261.29 4.98497
3331.18 4.59173
3470.96 4.02437
3610.74 3.57432
3890.31 2.73535
4030.09 2.27542
4099.98 2.01534
4117.45 1.94187
4134.93 1.85797
4143.66 1.80654
4148.03 1.77550
4152.40 1.73771
4156.77 1.68733
4158.95 1.65342
4161.13 1.60907
4163.32 1.54693
4164.41 1.50519
4165.50 1.45353
4166.59 1.39299
4167.14 1.36539
4167.69 1.35582
4168.23 1.41717
4168.51 1.52889
4168.78 1.78829
4169.05 2.42662
4169.19 3.08962
4169.32 4.26252
4169.39 5.21625
4169.46 6.56144
4169.53 8.54823
4169.60 11.6067
4169.67 16.6541
4169.70 20.3403
4169.73 25.2548
4169.77 31.9191
4169.80 41.0954
4169.84 53.8492
4169.87 71.7781
4169.94 120.204
4170.00 158.369
4170.03 152.792
4170.07 133.512
4170.13 88.3743
4170.18 63.4637
4170.23 46.8360
4170.28 35.8765
4170.33 28.5688
4170.43 19.5159
4170.53 14.5450
4170.63 11.4758
4170.73 9.47901
4170.92 7.07827
4171.12 5.72344
4171.32 4.87757
4171.72 3.90433
4172.12 3.37109
4172.51 3.04139
4173.31 2.65958
4174.10 2.44731
4174.90 2.31296
4176.49 2.15248
4178.08 2.05900
4179.67 1.99696
4182.85 1.91737
4186.02 1.86606
4189.20 1.82828
4195.56 1.77230
4208.28 1.69158
4220.99 1.62564
4271.85 1.39315
4373.57 0.934485
4475.29 0.469168
4526.16 0.255577
4551.59 0.162939
4577.02 0.0863924
4589.73 0.0564087
4602.45 0.0335116
4615.16 0.0191520
4627.88 0.0150717
4640.59 0.0233667
4646.95 0.0329261
4653.31 0.0465647
4659.67 0.0646873
4666.02 0.0877303
4678.74 0.150594
4691.45 0.239728
4704.17 0.360730
4729.60 0.727812
4755.03 1.33082
4780.46 2.29602
4805.89 3.83242
4831.32 6.30036
4856.75 10.3535
4882.18 17.2506
4907.61 29.5997
4920.33 39.4229
4933.04 53.2718
4945.76 73.2254
4958.47 102.595
4971.19 146.521
4983.90 212.123
5000.00 334.869
5013.00 451.195
5026.00 526.303
5047.05 464.345
5068.10 319.268
5082.66 242.160
5097.22 187.602
5111.78 149.381
5126.34 122.134
5155.47 87.2775
5184.59 66.7888
5213.71 53.7141
5242.83 44.8191
5301.08 33.7256
5359.32 27.2246
5417.56 23.0202
5475.81 20.1052
5534.05 17.9777
5650.54 15.0977
5767.03 13.2490
5883.51 11.9659
6000.00 11.0244
6000.00 12.2020
7200.00 11.5533
8000.00 11.2053
10000.0 10.5285
12500.0 9.92603
15000.0 9.48352
17000.0 9.20339
20000.0 8.86617
25000.0 8.44775
30000.0 8.14044
35000.0 7.90241
40000.0 7.71090
50000.0 7.41814
60000.0 7.20125
70000.0 7.03141
80000.0 6.89300
90000.0 6.77677
100000 6.67687
125000 6.47574
150000 6.31940
170000 6.21525
200000 6.08222
250000 5.90074
300000 5.75156
350000 5.62428
400000 5.51176
460195 5.39472
460195 5.39472
500000 5.31733
600000 5.15158
603930 5.14548
604000 5.14562
604000 5.15926
620047 5.11526
700000 4.89604
750402 4.77593
800000 4.65776
900000 4.44947
931540 4.39195
956678 4.34612
956678 4.34612
1.00000E+06 4.26713
1.20000E+06 3.96929
1.22063E+06 3.94642
1.22063E+06 3.94641
1.40000E+06 3.74756
1.48377E+06 3.68168
1.48378E+06 3.68168
1.50303E+06 3.66652
1.50303E+06 3.66652
1.60000E+06 3.59026
1.72026E+06 3.52862
1.74844E+06 3.51417
1.80000E+06 3.48774
1.93910E+06 3.44832
1.93910E+06 3.44832
2.00000E+06 3.43106
2.19454E+06 3.41199
2.19454E+06 3.41199
2.19485E+06 3.41195
2.20000E+06 3.41145
2.22789E+06 3.41267
2.22789E+06 3.41267
2.25820E+06 3.41399
2.33138E+06 3.41718
2.33139E+06 3.41718
2.40000E+06 3.42018
2.52398E+06 3.43802
2.57091E+06 3.44477
2.60000E+06 3.44895
2.60436E+06 3.44992
2.63578E+06 3.45693
2.63578E+06 3.45693
2.70603E+06 3.47260
2.73046E+06 3.47805
2.73370E+06 3.47877
2.73370E+06 3.47877
2.74799E+06 3.48196
2.74799E+06 3.48196
2.78955E+06 3.49123
2.78955E+06 3.49123
2.80000E+06 3.49356
2.86710E+06 3.50853
2.87460E+06 3.51020
2.88078E+06 3.51158
2.90004E+06 3.51588
2.91626E+06 3.51949
2.96542E+06 3.53046
2.97556E+06 3.53272
2.97606E+06 3.53284
2.97606E+06 3.53284
2.98012E+06 3.53374
2.98975E+06 3.53589
3.00000E+06 3.53817
3.00343E+06 3.53898
3.00343E+06 3.53898
3.01407E+06 3.54150
3.01408E+06 3.54150
3.04600E+06 3.54905
3.04601E+06 3.54905
3.05817E+06 3.55193
3.07540E+06 3.55601
3.09020E+06 3.55951
3.10186E+06 3.56227
3.12334E+06 3.56735
3.12335E+06 3.56735
3.20000E+06 3.58549
3.50000E+06 3.65648
3.70000E+06 3.70379
4.00000E+06 3.76210
4.50000E+06 3.83971
4.64858E+06 3.85660
5.00000E+06 3.89654
6.00000E+06 3.96339
6.37328E+06 3.97087
6.37329E+06 3.97087
7.00000E+06 3.98346
8.00000E+06 3.96791
9.00000E+06 3.92392
1.00000E+07 3.85607
1.03353E+07 3.82609
1.03353E+07 3.82608
1.10000E+07 3.76667
1.11573E+07 3.74925
1.20000E+07 3.65592
1.22694E+07 3.62052
1.30000E+07 3.52451
1.40000E+07 3.37609
1.50000E+07 3.22768
1.57149E+07 3.12535
1.60000E+07 3.08454
1.70000E+07 2.95721
1.72108E+07 2.93455
1.80000E+07 2.84974
1.90000E+07 2.76186
2.00000E+07 2.69008
