Sb-121(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1435.15 3.97424
1435.29 6.34573
1435.36 8.40378
1435.43 11.6248
1435.50 17.0426
1435.53 21.2255
1435.57 27.0586
1435.60 35.4513
1435.64 47.9245
1435.67 66.9688
1435.71 96.0954
1435.75 154.110
1435.80 191.595
1435.85 152.814
1435.90 96.0857
1435.94 59.4870
1435.99 39.1602
1436.03 27.2523
1436.08 19.8870
1436.13 14.9967
1436.17 11.7389
1436.27 7.72258
1436.36 5.43031
1436.45 4.03245
1436.64 2.46476
1436.82 1.65948
1437.01 1.19257
1437.19 0.898178
1437.37 0.701670
1437.74 0.461352
1438.11 0.326522
1438.48 0.243412
1438.85 0.188725
1439.59 0.123171
1440.33 0.0870422
1441.07 0.0650220
1441.81 0.0506246
1443.29 0.0335787
1444.77 0.0242915
1446.25 0.0187089
1447.73 0.0151236
1450.68 0.0110385
1453.64 0.00904194
1459.55 0.00794394
1465.47 0.00962736
1468.43 0.0120822
1471.38 0.0169434
1472.86 0.0211705
1474.34 0.0277230
1475.82 0.0385986
1477.30 0.0585185
1478.04 0.0753745
1478.78 0.101133
1479.52 0.143419
1480.26 0.220092
1480.63 0.284401
1481.00 0.382047
1481.37 0.540769
1481.73 0.823446
1481.92 1.05718
1482.10 1.40679
1482.29 1.96349
1482.47 2.92223
1482.66 4.81167
1482.75 6.53452
1482.84 9.32530
1482.89 11.4854
1482.94 14.4001
1482.98 18.5481
1483.03 24.7049
1483.07 34.3220
1483.12 50.2803
1483.17 78.5159
1483.19 100.544
1483.21 130.219
1483.26 208.193
1483.30 260.108
1483.34 208.182
1483.39 130.207
1483.43 86.3312
1483.46 59.9428
1483.50 43.3548
1483.53 32.5393
1483.61 19.9131
1483.68 13.4037
1483.75 9.56279
1483.82 7.17911
1483.97 4.44883
1484.11 3.02078
1484.26 2.18315
1484.40 1.65075
1484.55 1.29372
1484.84 0.853697
1485.13 0.606017
1485.42 0.452077
1485.71 0.350559
1486.28 0.228555
1486.86 0.160982
1487.44 0.119696
1488.02 0.0926433
1489.18 0.0605277
1490.34 0.0429262
1491.50 0.0322578
1492.65 0.0253167
1494.97 0.0171631
1497.29 0.0127949
1501.92 0.00873995
1506.55 0.00756869
1511.18 0.00883240
1513.50 0.0115598
1514.66 0.0143920
1515.82 0.0195802
1516.97 0.0305879
1517.55 0.0414548
1518.13 0.0611118
1518.71 0.102584
1519.00 0.143430
1519.29 0.216544
1519.58 0.369188
1519.73 0.516750
1519.87 0.774146
1520.01 1.29404
1520.09 1.78134
1520.16 2.59067
1520.23 4.13156
1520.27 5.44481
1520.30 7.48238
1520.34 10.8676
1520.38 17.0107
1520.39 22.0626
1520.41 29.4384
1520.43 40.4553
1520.45 56.8995
1520.46 72.8541
1520.47 91.1012
1520.50 113.930
1520.53 91.0994
1520.55 56.8974
1520.57 41.9781
1520.58 31.5127
1520.62 19.3063
1520.65 12.8040
1520.68 9.03847
1520.71 6.63341
1520.74 5.10406
1520.80 3.28048
1520.87 2.26894
1520.93 1.66909
1521.05 1.00817
1521.18 0.675284
1521.30 0.484718
1521.55 0.286393
1521.80 0.190863
1522.05 0.137836
1522.55 0.0846384
1523.05 0.0604128
1523.55 0.0482798
1524.55 0.0406611
1525.55 0.0482130
1526.05 0.0602935
1526.55 0.0843641
1527.05 0.137463
1527.30 0.190344
1527.55 0.285649
1527.80 0.483634
1527.92 0.674009
1528.05 1.00682
1528.17 1.66841
1528.24 2.28186
1528.30 3.28484
1528.36 5.15954
1528.39 6.71962
1528.42 9.08586
1528.46 12.8936
1528.49 19.4857
1528.52 31.8936
1528.53 42.5421
1528.55 56.5982
1528.56 72.4681
1528.57 90.6186
1528.60 113.326
1528.63 90.6167
1528.65 56.5959
1528.68 36.0796
1528.70 24.0795
1528.72 16.9192
1528.75 12.5824
1528.79 7.58559
1528.84 5.03642
1528.89 3.55255
1528.94 2.65164
1529.03 1.63670
1529.13 1.10555
1529.22 0.799431
1529.41 0.473416
1529.60 0.313707
1529.79 0.223805
1530.16 0.131510
1530.54 0.0874759
1530.92 0.0630674
1531.68 0.0383089
1532.43 0.0266057
1533.19 0.0201554
1534.70 0.0136879
1536.21 0.0107607
1537.72 0.00933484
1540.75 0.00870085
1543.77 0.0104351
1545.28 0.0127644
1546.80 0.0172964
1548.31 0.0272357
1549.06 0.0372053
1549.82 0.0554097
1550.58 0.0941586
1550.95 0.132484
1551.33 0.201711
1551.71 0.346785
1551.90 0.487904
1552.09 0.738052
1552.18 0.944112
1552.28 1.24665
1552.37 1.72848
1552.47 2.54262
1552.56 4.12137
1552.61 5.50244
1552.66 7.69920
1552.70 11.5907
1552.75 18.9597
1552.77 25.5619
1552.80 35.3512
1552.82 51.8063
1552.84 77.4279
1552.86 99.0812
1552.87 123.815
1552.90 154.710
1552.91 145.624
1552.93 123.812
1552.96 77.4245
1552.98 55.4432
1552.99 40.5807
1553.03 23.9422
1553.07 15.4989
1553.11 10.7643
1553.14 7.88017
1553.18 6.00534
1553.25 3.80835
1553.33 2.61242
1553.40 1.90891
1553.55 1.14596
1553.70 0.761747
1553.85 0.544263
1554.14 0.318210
1554.44 0.209004
1554.74 0.148286
1555.33 0.0867662
1555.92 0.0577429
1556.52 0.0418735
1557.70 0.0260700
1558.89 0.0189071
1560.08 0.0152540
1562.45 0.0125510
1564.83 0.0134467
1566.01 0.0155251
1567.20 0.0198060
1568.39 0.0293189
1568.98 0.0388657
1569.57 0.0562165
1570.17 0.0930516
1570.46 0.129354
1570.76 0.194390
1571.06 0.330189
1571.21 0.460868
1571.35 0.690304
1571.50 1.15433
1571.58 1.58244
1571.65 2.30134
1571.72 3.64402
1571.76 4.79741
1571.80 6.58352
1571.84 9.54257
1571.87 14.8889
1571.89 19.4071
1571.91 25.6254
1571.93 35.3795
1571.95 49.0561
1571.96 63.2434
1571.97 78.2157
1572.00 97.5440
1572.03 78.2140
1572.05 49.0542
1572.08 33.5586
1572.10 23.6551
1572.12 17.2978
1572.14 13.2536
1572.18 8.22943
1572.22 5.61017
1572.26 4.02605
1572.30 3.04376
1572.39 1.90119
1572.47 1.29850
1572.55 0.943060
1572.72 0.562931
1572.88 0.374906
1573.05 0.268478
1573.38 0.158798
1573.71 0.106405
1574.05 0.0774344
1574.71 0.0483132
1575.37 0.0348726
1576.04 0.0277624
1577.37 0.0213713
1580.02 0.0197222
1582.68 0.0250395
1584.01 0.0307116
1585.33 0.0398706
1586.66 0.0553341
1587.99 0.0838592
1588.65 0.107987
1589.32 0.144875
1589.98 0.205333
1590.65 0.314620
1590.98 0.405829
1591.31 0.543760
1591.64 0.766708
1591.97 1.16196
1592.14 1.48554
1592.31 1.96572
1592.47 2.72215
1592.64 4.01410
1592.72 5.03292
1592.80 6.49102
1592.89 8.67842
1592.97 12.1650
1593.05 18.1862
1593.10 23.0263
1593.14 29.7783
1593.18 40.0558
1593.22 55.5863
1593.26 80.4250
1593.30 120.525
1593.35 193.318
1593.40 240.430
1593.45 191.757
1593.50 120.514
1593.54 78.1621
1593.59 52.8404
1593.63 37.4662
1593.68 27.7075
1593.76 16.7236
1593.85 11.1536
1593.94 7.91397
1594.03 5.91490
1594.20 3.64576
1594.38 2.46227
1594.55 1.77607
1594.73 1.34111
1594.90 1.04832
1595.25 0.690297
1595.60 0.489272
1595.95 0.364956
1596.30 0.282771
1597.00 0.184202
1597.70 0.129696
1598.41 0.0964278
1599.11 0.0746686
1600.51 0.0488081
1601.91 0.0346484
1603.31 0.0260645
1604.71 0.0204787
1607.51 0.0139189
1610.32 0.0104125
1613.12 0.00839080
1615.92 0.00721643
1621.53 0.00650427
1624.33 0.00696930
1627.13 0.00838271
1629.93 0.0119604
1631.33 0.0157131
1632.74 0.0226959
1633.44 0.0286461
1634.14 0.0377941
1634.84 0.0528886
1635.54 0.0803696
1636.24 0.138844
1636.59 0.196478
1636.94 0.300262
1637.29 0.517565
1637.47 0.727461
1637.64 1.09734
1637.73 1.40037
1637.82 1.84231
1637.90 2.54117
1637.99 3.70761
1638.08 5.93165
1638.12 7.86629
1638.17 10.8140
1638.21 15.8673
1638.23 19.7717
1638.25 25.2191
1638.28 33.0597
1638.30 44.7130
1638.32 62.4900
1638.34 88.1172
1638.37 140.754
1638.40 175.747
1638.42 165.461
1638.43 140.750
1638.46 88.1132
1638.49 55.1230
1638.52 36.2619
1638.55 25.2166
1638.58 18.5781
1638.60 14.0646
1638.63 10.9871
1638.69 7.25396
1638.75 5.10246
1638.81 3.79669
1638.92 2.32370
1639.04 1.56584
1639.15 1.12596
1639.27 0.848408
1639.38 0.663548
1639.61 0.436484
1639.84 0.309460
1640.07 0.230721
1640.30 0.178976
1640.76 0.116915
1641.22 0.0826269
1641.67 0.0617098
1642.13 0.0480173
1643.05 0.0317730
1643.97 0.0228700
1644.89 0.0174682
1645.81 0.0139464
1647.64 0.00978683
1649.48 0.00752623
1653.15 0.00530628
1656.82 0.00434631
1660.50 0.00392638
1667.84 0.00393927
1675.18 0.00502905
1678.86 0.00632058
1682.53 0.00877147
1684.37 0.0108693
1686.20 0.0140966
1688.04 0.0194274
1689.87 0.0291742
1690.79 0.0374064
1691.71 0.0500089
1692.63 0.0707334
1693.55 0.108431
1694.01 0.140111
1694.46 0.188362
1694.92 0.267136
1695.38 0.408869
1695.61 0.526960
1695.84 0.704046
1696.07 0.990020
1696.30 1.49083
1696.42 1.89932
1696.53 2.50146
1696.65 3.44140
1696.76 5.00771
1696.87 7.96608
1696.93 10.5471
1696.99 14.4944
1697.05 21.2019
1697.08 26.3609
1697.10 33.2368
1697.13 43.3617
1697.16 57.6579
1697.19 79.8447
1697.22 111.904
1697.26 179.522
1697.30 224.799
1697.34 179.515
1697.38 111.896
1697.43 64.2818
1697.48 39.8010
1697.52 26.5660
1697.57 18.8298
1697.62 13.9821
1697.66 10.7666
1697.76 6.92337
1697.85 4.81292
1697.95 3.53509
1698.13 2.13518
1698.32 1.42710
1698.51 1.02056
1698.70 0.765950
1698.89 0.596076
1699.26 0.390656
1699.64 0.275950
1700.01 0.205479
1700.39 0.159120
1701.14 0.103874
1701.89 0.0734900
1702.65 0.0550392
1703.40 0.0430387
1704.90 0.0289335
1706.41 0.0214068
1707.91 0.0170824
1709.41 0.0145801
1712.42 0.0130708
1713.92 0.0140550
1715.43 0.0170307
1716.93 0.0245300
1717.68 0.0323667
1718.43 0.0468609
1719.19 0.0779802
1719.56 0.108839
1719.94 0.164613
1720.31 0.281446
1720.50 0.394973
1720.69 0.595920
1720.88 1.00347
1720.97 1.38590
1721.07 2.03695
1721.16 3.27881
1721.21 4.36957
1721.25 6.09824
1721.30 9.05879
1721.35 14.6847
1721.37 19.6596
1721.40 26.9389
1721.42 38.3310
1721.44 56.2776
1721.47 90.9424
1721.50 113.144
1721.52 106.206
1721.53 89.7053
1721.56 56.2752
1721.58 40.9030
1721.60 30.3231
1721.64 17.9883
1721.67 11.6814
1721.71 8.12904
1721.75 5.95903
1721.79 4.54572
1721.86 2.90215
1721.94 2.00003
1722.01 1.46059
1722.17 0.878965
1722.32 0.585390
1722.47 0.418926
1722.77 0.245273
1723.07 0.161618
1723.38 0.115030
1723.98 0.0676736
1724.59 0.0453072
1725.20 0.0330072
1726.41 0.0206671
1727.62 0.0149586
1728.83 0.0119346
1731.25 0.00934102
1733.68 0.00924070
1736.10 0.0124248
1737.31 0.0176746
1738.53 0.0329303
1739.13 0.0540121
1739.74 0.112430
1740.04 0.190887
1740.19 0.267197
1740.34 0.400888
1740.50 0.672454
1740.57 0.926366
1740.65 1.34939
1740.72 2.15761
1740.76 2.86123
1740.80 3.92931
1740.84 5.76776
1740.87 9.17717
1740.89 12.0430
1740.91 16.3149
1740.93 22.8614
1740.95 32.7851
1740.96 41.4823
1740.97 52.0947
1741.00 65.5006
1741.03 52.0938
1741.05 32.7201
1741.07 24.1806
1741.08 18.0829
1741.12 10.8568
1741.15 7.10255
1741.18 4.96664
1741.21 3.65316
1741.24 2.79371
1741.31 1.78026
1741.37 1.23095
1741.44 0.901205
1741.56 0.544721
1741.69 0.363909
1741.82 0.261286
1742.07 0.153936
1742.58 0.0731713
1743.09 0.0438513
1744.11 0.0223738
1745.13 0.0147559
1747.18 0.00937711
1749.22 0.00769006
1753.30 0.00723053
1757.38 0.00858170
1761.46 0.0122879
1763.51 0.0160718
1765.55 0.0229495
1766.57 0.0287207
1767.59 0.0374996
1768.61 0.0518774
1769.63 0.0778882
1770.14 0.0997365
1770.65 0.132907
1771.16 0.186991
1771.67 0.284204
1771.93 0.365329
1772.18 0.487114
1772.44 0.682912
1772.69 1.02743
1772.82 1.30867
1772.95 1.71979
1773.07 2.36634
1773.20 3.44669
1773.33 5.49083
1773.39 7.25976
1773.46 9.96541
1773.52 14.5458
1773.55 18.0610
1773.58 22.9352
1773.62 29.8964
1773.65 40.1417
1773.68 55.5851
1773.71 77.9630
1773.76 124.528
1773.80 155.482
1773.85 124.522
1773.89 77.9572
1773.92 57.3857
1773.95 42.9885
1774.00 25.8759
1774.06 16.9559
1774.11 11.9395
1774.17 8.78127
1774.23 6.71438
1774.34 4.29247
1774.45 2.96475
1774.56 2.17403
1774.78 1.31152
1775.00 0.875577
1775.23 0.626462
1775.45 0.470989
1775.67 0.367928
1776.12 0.243078
1776.56 0.173820
1777.01 0.131387
1777.45 0.103723
1778.35 0.0711944
1779.24 0.0539680
1781.02 0.0389826
1782.80 0.0370364
1784.58 0.0490182
1785.47 0.0688016
1785.92 0.0887200
1786.36 0.124694
1786.81 0.200354
1787.03 0.274219
1787.26 0.405108
1787.48 0.674829
1787.59 0.933191
1787.70 1.37659
1787.81 2.25420
1787.87 3.05053
1787.92 4.32687
1787.98 6.65437
1788.01 8.57639
1788.04 11.3107
1788.06 15.7115
1788.09 23.0149
1788.12 35.9259
1788.13 45.9777
1788.15 58.4908
1788.16 75.4075
1788.17 93.4464
1788.20 116.843
1788.23 93.4448
1788.25 58.3809
1788.27 42.7866
1788.29 32.4720
1788.32 19.9444
1788.35 13.0981
1788.38 9.27623
1788.42 6.82896
1788.45 5.26698
1788.51 3.39979
1788.58 2.36182
1788.64 1.74490
1788.77 1.06437
1788.90 0.719307
1789.03 0.523675
1789.29 0.320309
1789.55 0.222654
1789.81 0.169396
1790.32 0.117898
1790.84 0.0974658
1791.35 0.0910655
1792.39 0.103162
1792.90 0.121909
1793.42 0.153850
1793.94 0.208795
1794.45 0.310074
1794.71 0.395565
1794.97 0.524711
1795.23 0.733559
1795.49 1.10344
1795.62 1.40854
1795.75 1.85772
1795.88 2.56371
1796.00 3.76546
1796.13 6.05731
1796.20 8.08921
1796.26 11.2591
1796.33 16.7765
1796.36 21.0512
1796.39 27.0977
1796.42 36.2991
1796.46 49.9810
1796.49 71.5639
1796.52 105.850
1796.56 169.178
1796.60 211.322
1796.64 169.172
1796.68 105.843
1796.72 62.9757
1796.77 40.3397
1796.81 27.3211
1796.85 19.6988
1796.89 14.7167
1796.94 11.4475
1797.02 7.43289
1797.11 5.20081
1797.19 3.83821
1797.36 2.33409
1797.53 1.56792
1797.70 1.12604
1797.87 0.848420
1798.04 0.662751
1798.38 0.437659
1798.72 0.311627
1799.06 0.234037
1799.40 0.182911
1800.08 0.121875
1800.76 0.0882608
1801.44 0.0678567
1802.12 0.0546291
1803.48 0.0392784
1804.84 0.0314654
1807.56 0.0259884
1810.28 0.0290072
1811.64 0.0345684
1813.00 0.0455015
1814.36 0.0687110
1815.04 0.0911181
1815.72 0.130608
1816.40 0.211721
1816.74 0.289866
1817.08 0.428323
1817.25 0.542208
1817.42 0.712560
1817.59 0.984564
1817.76 1.45967
1817.93 2.40613
1818.01 3.27857
1818.10 4.73615
1818.18 7.43873
1818.22 9.77637
1818.27 13.2854
1818.31 19.1808
1818.33 23.5231
1818.35 29.4192
1818.37 37.6240
1818.39 49.3179
1818.41 66.2802
1818.43 90.7976
1818.47 145.585
1818.50 182.255
1818.52 170.834
1818.53 145.583
1818.57 90.7975
1818.60 57.4094
1818.63 38.5695
1818.66 27.2492
1818.69 20.1128
1818.75 12.1288
1818.81 8.06769
1818.87 5.71713
1818.93 4.28493
1819.05 2.67653
1819.17 1.84084
1819.29 1.36172
1819.53 0.863218
1819.77 0.631176
1820.01 0.516765
1820.49 0.460429
1820.97 0.578293
1821.22 0.738181
1821.46 1.04030
1821.70 1.67188
1821.82 2.26433
1821.94 3.26749
1822.06 5.17967
1822.12 6.82710
1822.18 9.39989
1822.24 13.7125
1822.30 21.6415
1822.33 28.2475
1822.36 38.0115
1822.39 52.8168
1822.42 75.2856
1822.46 120.850
1822.50 150.201
1822.54 119.688
1822.58 75.2765
1822.62 46.6372
1822.66 30.7643
1822.71 21.2688
1822.75 15.5621
1822.79 11.7539
1822.83 9.22133
1822.91 6.09155
1822.99 4.29820
1823.07 3.19350
1823.23 1.96861
1823.39 1.33412
1823.55 0.967765
1823.71 0.734683
1823.88 0.578906
1824.20 0.387937
1824.52 0.279894
1824.84 0.212675
1825.17 0.167899
1825.81 0.113581
1826.46 0.0829425
1827.75 0.0511431
1829.04 0.0356457
1830.33 0.0269197
1832.92 0.0181252
1835.50 0.0146604
1838.08 0.0152072
1839.38 0.0186573
1840.67 0.0301334
1841.31 0.0465687
1841.96 0.0927161
1842.28 0.155151
1842.61 0.323528
1842.77 0.543097
1842.85 0.749902
1842.93 1.09759
1843.01 1.76981
1843.05 2.35385
1843.09 3.27750
1843.13 4.90806
1843.17 7.95044
1843.19 10.5744
1843.21 14.5884
1843.23 20.9535
1843.25 31.5947
1843.26 40.4195
1843.28 50.2596
1843.30 63.1816
1843.33 50.2588
1843.35 31.5938
1843.37 19.7946
1843.40 13.1904
1843.42 9.12965
1843.44 6.71768
1843.47 5.07091
1843.49 3.99171
1843.54 2.64828
1843.58 1.86743
1843.63 1.39412
1843.72 0.857320
1843.82 0.578178
1843.91 0.418004
1844.10 0.248673
1844.47 0.118930
1844.84 0.0711714
1845.59 0.0357273
1846.33 0.0229076
1847.82 0.0134601
1849.31 0.0100130
1852.29 0.00744536
1855.27 0.00657014
1861.23 0.00634683
1867.19 0.00725296
1873.15 0.00960072
1876.13 0.0118122
1879.11 0.0154885
1882.09 0.0224092
1883.58 0.0286256
1885.07 0.0391074
1886.56 0.0598030
1887.31 0.0793771
1888.05 0.113889
1888.80 0.185203
1889.17 0.254620
1889.54 0.378201
1889.73 0.481021
1889.92 0.634721
1890.10 0.881074
1890.29 1.31308
1890.38 1.66763
1890.47 2.18435
1890.57 2.98843
1890.66 4.33820
1890.75 6.85815
1890.80 9.05064
1890.85 12.3722
1890.89 17.9982
1890.92 22.1914
1890.94 27.9385
1890.96 36.4525
1890.99 48.3522
1891.01 65.9406
1891.03 91.8681
1891.07 146.516
1891.10 182.760
1891.13 146.512
1891.17 91.8645
1891.19 67.8217
1891.21 51.6047
1891.25 31.8004
1891.29 21.1684
1891.33 14.9819
1891.37 11.0402
1891.41 8.50710
1891.49 5.48186
1891.57 3.80602
1891.65 2.80714
1891.81 1.70782
1891.97 1.15385
1892.13 0.836891
1892.30 0.639164
1892.46 0.508548
1892.78 0.350966
1893.10 0.264800
1893.74 0.181899
1894.39 0.149248
1895.03 0.139226
1896.32 0.159112
1896.96 0.189267
1897.60 0.240156
1898.25 0.326972
1898.89 0.485793
1899.21 0.618376
1899.53 0.817825
1899.85 1.13720
1900.18 1.69251
1900.50 2.79549
1900.66 3.80440
1900.82 5.46064
1900.90 6.74123
1900.98 8.49775
1901.06 11.0636
1901.14 14.8922
1901.22 21.0990
1901.30 31.6252
1901.34 39.7989
1901.38 51.1189
1901.42 66.9857
1901.46 89.0808
1901.53 143.127
1901.60 178.549
1901.67 142.292
1901.74 89.0698
1901.79 60.8015
1901.85 43.0661
1901.90 31.4453
1901.95 23.8827
1902.06 14.8876
1902.17 10.0906
1902.27 7.26490
1902.38 5.47086
1902.60 3.41610
1902.81 2.33276
1903.02 1.69406
1903.24 1.28667
1903.45 1.01228
1903.88 0.674200
1904.31 0.483405
1904.73 0.364991
1905.16 0.286986
1906.02 0.193979
1906.87 0.143878
1907.73 0.115103
1908.58 0.0988113
1910.29 0.0917667
1911.15 0.102105
1912.00 0.129283
1912.86 0.195168
1913.29 0.262851
1913.71 0.386136
1913.93 0.489468
1914.14 0.645627
1914.36 0.897309
1914.57 1.33812
1914.68 1.69769
1914.78 2.22747
1914.89 3.05372
1915.00 4.44463
1915.10 7.05171
1915.16 9.32524
1915.21 12.7933
1915.26 18.6832
1915.29 23.2061
1915.32 29.2063
1915.34 38.0436
1915.37 50.4489
1915.40 69.6756
1915.42 97.2548
1915.46 156.710
1915.50 195.117
1915.52 182.710
1915.54 155.077
1915.58 97.2489
1915.61 66.2960
1915.64 46.6223
1915.67 34.0402
1915.70 25.9570
1915.76 16.1088
1915.82 10.9522
1915.88 7.86291
1915.93 5.93548
1916.05 3.71910
1916.17 2.53834
1916.29 1.84741
1916.41 1.40244
1916.53 1.10384
1916.76 0.735549
1917.00 0.526756
1917.24 0.397051
1917.47 0.310966
1917.95 0.207133
1918.42 0.149402
1918.90 0.113860
1919.37 0.0903694
1920.32 0.0620635
1921.27 0.0462049
1923.16 0.0297149
1925.06 0.0215714
1926.96 0.0168705
1930.75 0.0118498
1934.55 0.00937477
1938.34 0.00806147
1945.92 0.00726703
1953.51 0.00843687
1957.30 0.0101641
1961.10 0.0135378
1964.89 0.0208550
1966.79 0.0281107
1968.68 0.0412398
1969.63 0.0522543
1970.58 0.0689969
1971.53 0.0963362
1972.48 0.145642
1972.95 0.186866
1973.43 0.249117
1973.90 0.349837
1974.37 0.528766
1974.61 0.675595
1974.85 0.894038
1975.09 1.23937
1975.32 1.83228
1975.56 2.97847
1975.68 4.00518
1975.80 5.64348
1975.92 8.53908
1975.97 10.8493
1976.03 14.1930
1976.09 19.3486
1976.15 27.4142
1976.21 40.8126
1976.27 63.4551
1976.34 101.312
1976.40 126.459
1976.47 101.305
1976.53 63.4484
1976.57 45.8411
1976.62 33.8002
1976.70 20.0009
1976.79 12.9079
1976.87 8.97980
1976.96 6.55945
1977.04 5.00559
1977.21 3.18086
1977.38 2.19119
1977.56 1.60008
1977.90 0.961887
1978.24 0.641693
1978.58 0.459761
1978.92 0.346111
1979.26 0.270857
1979.95 0.180246
1980.63 0.130114
1981.31 0.0996802
1981.99 0.0800215
1983.36 0.0574938
1984.73 0.0464795
1987.46 0.0406547
1988.82 0.0434357
1990.19 0.0506744
1991.55 0.0649590
1992.92 0.0929943
1993.60 0.117214
1994.29 0.154511
1994.97 0.215844
1995.65 0.326513
1995.99 0.418966
1996.33 0.558014
1996.68 0.782568
1997.02 1.17707
1997.19 1.49891
1997.36 1.97384
1997.53 2.71625
1997.70 3.96052
1997.79 4.94138
1997.87 6.31337
1997.96 8.33672
1998.04 11.4872
1998.13 16.8293
1998.17 20.9480
1998.21 26.5249
1998.25 34.6837
1998.30 46.4139
1998.34 64.5428
1998.38 91.2507
1998.44 146.193
1998.50 181.887
1998.56 145.210
1998.62 91.2418
1998.69 53.4819
1998.75 33.7819
1998.82 22.8509
1998.88 16.3459
1998.95 12.2180
1999.01 9.45483
1999.14 6.12190
1999.27 4.26456
1999.40 3.14388
1999.66 1.90869
1999.92 1.27859
2000.18 0.917220
2000.44 0.690250
2000.70 0.538485
2001.22 0.354273
2001.74 0.251389
2002.26 0.187937
2002.78 0.146206
2003.83 0.0962959
2004.87 0.0687455
2005.91 0.0519468
2006.95 0.0409591
2009.03 0.0279715
2011.11 0.0209624
2015.28 0.0144993
2019.44 0.0130500
2021.52 0.0140357
2023.61 0.0170307
2025.69 0.0246247
2026.73 0.0325945
2027.77 0.0474074
2028.29 0.0600106
2028.81 0.0793007
2029.33 0.111075
2029.85 0.168595
2030.37 0.290000
2030.63 0.408467
2030.89 0.619446
2031.02 0.794551
2031.15 1.05402
2031.28 1.46545
2031.41 2.17485
2031.54 3.55529
2031.61 4.79396
2031.67 6.80221
2031.74 10.3589
2031.77 13.3039
2031.80 17.4874
2031.84 24.1155
2031.87 34.5197
2031.89 42.6840
2031.90 52.8835
2031.92 66.3724
2031.93 84.0401
2031.97 134.921
2032.00 167.378
2032.02 157.332
2032.03 133.326
2032.07 84.0364
2032.09 58.3226
2032.12 42.1329
2032.14 31.4043
2032.16 24.1134
2032.21 15.3176
2032.26 10.5073
2032.31 7.62609
2032.36 5.77534
2032.45 3.63161
2032.55 2.48025
2032.65 1.80532
2032.74 1.37238
2032.84 1.07838
2033.03 0.715010
2033.22 0.509740
2033.42 0.381456
2033.61 0.296773
2033.99 0.194601
2034.38 0.137841
2034.76 0.103079
2035.15 0.0802550
2035.92 0.0530848
2036.69 0.0381319
2037.46 0.0290239
2038.23 0.0230673
2039.77 0.0159746
2041.31 0.0120664
2044.39 0.00811297
2047.47 0.00625375
2050.54 0.00525707
2056.70 0.00442090
2062.86 0.00449731
2065.94 0.00492616
2069.02 0.00585110
2072.10 0.00791651
2073.64 0.00997711
2075.18 0.0137139
2076.72 0.0216462
2077.49 0.0295057
2078.26 0.0437552
2079.03 0.0739924
2079.41 0.103827
2079.80 0.157614
2080.18 0.270051
2080.38 0.379513
2080.57 0.572000
2080.76 0.963898
2080.86 1.32926
2080.95 1.94923
2081.05 3.12598
2081.10 4.15427
2081.15 5.77534
2081.19 8.53094
2081.24 13.7092
2081.27 18.1225
2081.29 24.7931
2081.31 35.2027
2081.34 51.7975
2081.37 82.7196
2081.40 103.606
2081.43 82.7179
2081.46 51.7956
2081.49 35.7466
2081.51 25.4903
2081.53 18.5753
2081.56 14.1705
2081.60 8.84205
2081.65 5.99524
2081.70 4.31661
2081.74 3.25024
2081.84 2.02831
2081.93 1.38382
2082.03 1.00376
2082.21 0.597321
2082.40 0.396282
2082.59 0.282479
2082.97 0.165161
2083.34 0.109070
2083.72 0.0780062
2084.47 0.0466520
2085.22 0.0320156
2085.97 0.0240988
2087.48 0.0164688
2088.98 0.0133443
2090.49 0.0121559
2093.49 0.0128906
2096.50 0.0177250
2098.01 0.0230412
2099.51 0.0328410
2100.26 0.0410810
2101.01 0.0536189
2101.77 0.0740884
2102.52 0.111036
2102.89 0.141914
2103.27 0.188760
2103.65 0.264930
2104.02 0.401360
2104.21 0.514311
2104.40 0.683883
2104.59 0.955363
2104.77 1.43020
2104.96 2.37565
2105.06 3.24545
2105.15 4.69446
2105.24 7.36820
2105.29 9.63623
2105.34 13.1036
2105.38 18.7453
2105.41 23.0666
2105.43 28.6725
2105.46 36.7891
2105.48 47.8223
2105.50 64.4414
2105.53 87.3095
2105.56 140.733
2105.60 175.221
2105.62 164.583
2105.64 139.228
2105.68 87.3055
2105.71 55.3453
2105.75 36.7867
2105.78 25.7743
2105.82 18.9000
2105.89 11.2850
2105.96 7.44797
2106.03 5.26797
2106.10 3.91771
2106.24 2.40704
2106.38 1.62798
2106.52 1.17523
2106.66 0.889385
2106.79 0.698751
2107.07 0.465224
2107.35 0.334902
2107.63 0.254670
2107.91 0.202429
2108.47 0.141318
2109.03 0.110041
2109.59 0.0940302
2110.15 0.0876865
2111.27 0.0995254
2111.83 0.122645
2112.39 0.169894
2112.95 0.274323
2113.23 0.378060
2113.50 0.562821
2113.78 0.942602
2113.92 1.30235
2114.06 1.91474
2114.20 3.10467
2114.27 4.16436
2114.34 5.86830
2114.41 8.84880
2114.45 11.2413
2114.48 14.7029
2114.52 19.9263
2114.55 28.1880
2114.59 41.8551
2114.62 63.9623
2114.66 102.040
2114.70 127.304
2114.74 102.037
2114.78 63.9586
2114.81 43.9194
2114.84 31.0540
2114.87 22.7623
2114.90 17.4054
2114.96 10.9204
2115.02 7.43307
2115.08 5.34007
2115.13 4.03279
2115.25 2.52813
2115.37 1.72592
2115.49 1.25629
2115.61 0.953743
2115.73 0.750682
2115.96 0.500162
