Ge-73(n,g) ENDF/B-VII.1
2298.13 19.6461
2298.42 14.6267
2298.98 8.84036
2299.55 5.89297
2300.11 4.22486
2300.68 3.19512
2301.24 2.51484
2302.37 1.69652
2303.50 1.23745
2304.63 0.951362
2306.89 0.623485
2309.15 0.446666
2311.41 0.338977
2315.93 0.218165
2320.45 0.154480
2324.97 0.116434
2334.01 0.0747716
2343.05 0.0535621
2352.09 0.0414194
2370.17 0.0295370
2388.25 0.0263865
2397.30 0.0277794
2406.34 0.0325265
2415.38 0.0447527
2419.90 0.0575461
2424.42 0.0811660
2426.68 0.101100
2428.94 0.131467
2431.20 0.180944
2433.46 0.269558
2434.59 0.342807
2435.72 0.452527
2436.85 0.627565
2437.98 0.932015
2439.11 1.53264
2439.67 2.07962
2440.24 2.98076
2440.52 3.66796
2440.80 4.61556
2441.08 5.98091
2441.37 8.02387
2441.65 11.2781
2441.93 16.7810
2442.07 21.0491
2442.21 26.8760
2442.36 34.9635
2442.50 46.1060
2442.75 73.7491
2443.00 92.1657
2443.25 73.7316
2443.50 46.0888
2443.74 29.0533
2443.98 19.2571
2444.22 13.4657
2444.46 9.86063
2444.93 5.87224
2445.41 3.87320
2445.89 2.73720
2446.36 2.03604
2447.32 1.25154
2448.27 0.847403
2449.22 0.612666
2450.18 0.464483
2451.13 0.365130
2453.03 0.244149
2454.94 0.176256
2456.84 0.134384
2458.75 0.106805
2462.56 0.0739277
2466.37 0.0559293
2473.99 0.0382630
2481.62 0.0307389
2489.24 0.0275988
2504.48 0.0283573
2519.73 0.0383033
2527.35 0.0497142
2534.97 0.0709614
2538.78 0.0888025
2542.59 0.115723
2546.41 0.158950
2550.22 0.234654
2554.03 0.385370
2555.93 0.523946
2557.84 0.754393
2559.74 1.17899
2560.70 1.53844
2561.65 2.08610
2562.60 2.97526
2563.56 4.53278
2564.03 5.77080
2564.51 7.51617
2564.98 10.0198
2565.46 13.5931
2566.23 21.7450
2567.00 27.1732
2567.77 21.7286
2568.54 13.5773
2569.00 10.0820
2569.47 7.61506
2570.39 4.63829
2571.32 3.06367
2572.25 2.15686
2573.18 1.59452
2574.10 1.22434
2575.96 0.785227
2577.81 0.545878
2579.66 0.401687
2583.37 0.244527
2587.08 0.165427
2590.79 0.120233
2594.49 0.0920690
2598.20 0.0734115
2605.62 0.0511956
2613.03 0.0393118
2627.86 0.0292321
2642.69 0.0294740
2650.11 0.0339626
2657.52 0.0441634
2664.94 0.0676981
2668.65 0.0914453
2672.35 0.134369
2674.21 0.170014
2676.06 0.223526
2677.92 0.309049
2679.77 0.457936
2681.62 0.752264
2682.55 1.02069
2683.48 1.46355
2684.40 2.26862
2684.87 2.94183
2685.33 3.95264
2685.79 5.56498
2686.26 8.30626
2686.49 10.4289
2686.72 13.3418
2686.95 17.4189
2687.18 23.0354
2687.59 36.8603
2688.00 46.0375
2688.41 36.8107
2688.82 23.0220
2689.07 17.0203
2689.32 12.7990
2689.82 7.75561
2690.32 5.10118
2690.82 3.58288
2691.32 2.64246
2691.81 2.02607
2692.81 1.29619
2693.81 0.898665
2694.81 0.659680
2696.81 0.399149
2698.80 0.267977
2700.80 0.192927
2702.80 0.146001
2704.80 0.114719
2708.79 0.0768890
2712.78 0.0557477
2716.78 0.0427255
2720.77 0.0341329
2728.76 0.0238316
2736.75 0.0181139
2752.73 0.0123206
2768.71 0.00964932
2784.68 0.00831518
2816.64 0.00766827
2848.60 0.00927825
2864.57 0.0115150
2880.55 0.0159102
2888.54 0.0197068
2896.53 0.0255511
2904.52 0.0351501
2912.51 0.0524613
2916.50 0.0668500
2920.49 0.0884934
2924.49 0.123225
2928.48 0.184096
2932.48 0.305688
2934.48 0.417857
2936.47 0.605300
2938.47 0.952786
2939.47 1.24916
2940.47 1.70404
2941.47 2.45012
2942.46 3.77493
2942.96 4.84433
2943.46 6.37274
2943.96 8.60127
2944.46 11.8394
2945.23 18.9425
2946.00 23.6733
2946.77 18.9301
2947.54 11.8274
2948.08 8.37977
2948.62 6.07986
2949.16 4.54598
2949.70 3.49867
2950.77 2.22940
2951.85 1.53281
2952.93 1.11399
2954.01 0.844518
2956.16 0.532012
2958.32 0.365148
2960.47 0.266039
2962.63 0.202465
2964.78 0.159296
2969.09 0.106137
2973.41 0.0759178
2977.72 0.0571189
2982.03 0.0446378
2990.65 0.0296075
2999.27 0.0212454
3007.89 0.0161140
3016.51 0.0127376
3033.76 0.00870246
3051.00 0.00646686
3085.48 0.00418792
3119.97 0.00309622
3154.46 0.00248421
3223.43 0.00185638
3361.37 0.00143339
3499.32 0.00142673
3637.26 0.00175746
3706.23 0.00214427
3775.20 0.00285517
3844.18 0.00432800
3878.66 0.00574368
3913.15 0.00824496
3947.63 0.0133848
3964.88 0.0183370
3982.12 0.0270959
3990.74 0.0342806
3999.36 0.0449891
4007.98 0.0619989
4016.61 0.0914609
4020.92 0.115058
4025.23 0.149361
4029.54 0.201936
4033.85 0.288312
4036.00 0.353934
4038.16 0.444537
4040.31 0.574301
4042.47 0.768573
4044.63 1.07582
4046.78 1.59414
4047.86 1.99121
4048.94 2.53374
4050.01 3.28368
4051.09 4.31036
4053.05 6.88894
4055.00 8.60227
4056.96 6.88056
4058.91 4.30239
4060.35 3.00093
4061.78 2.14968
4063.22 1.59181
4064.65 1.21623
4067.52 0.767745
4070.39 0.525099
4073.26 0.380764
4076.13 0.288563
4081.87 0.182428
4087.61 0.126272
4093.35 0.0931862
4104.83 0.0580775
4116.30 0.0412021
4127.78 0.0322777
4150.74 0.0254894
4173.70 0.0279555
4185.18 0.0335688
4196.66 0.0450205
4208.13 0.0696849
4213.87 0.0933186
4219.61 0.133918
4225.35 0.211974
4228.22 0.280940
4231.09 0.390780
4233.96 0.580358
4235.40 0.730458
4236.83 0.944626
4238.27 1.26253
4239.70 1.75426
4241.14 2.54476
4242.57 3.82811
4244.29 6.12149
4246.00 7.64792
4247.72 6.11511
4249.43 3.82189
4251.04 2.42414
4252.64 1.61236
4254.25 1.13076
4255.85 0.830217
4259.06 0.497406
4262.27 0.329819
4265.48 0.234599
4268.69 0.175641
4275.11 0.109720
4281.53 0.0757579
4287.95 0.0560702
4300.79 0.0354576
4313.62 0.0256678
4326.46 0.0205527
4352.14 0.0169023
4377.82 0.0191290
4390.66 0.0232728
4403.50 0.0316210
4416.33 0.0496936
4422.75 0.0671968
4429.17 0.0976612
4435.59 0.157461
4438.80 0.211487
4442.01 0.299606
4445.22 0.457118
4446.83 0.586343
4448.43 0.777217
4450.04 1.07383
4451.64 1.56212
4453.25 2.41646
4454.05 3.07580
4454.85 3.95712
4456.43 6.32710
4458.00 7.90388
4459.58 6.32133
4461.15 3.95149
4462.63 2.50379
4464.10 1.66403
4465.58 1.16572
4467.06 0.855082
4470.01 0.511078
4472.96 0.337866
4475.92 0.239496
4478.87 0.178579
4484.77 0.110418
4490.68 0.0752447
4496.59 0.0547777
4502.49 0.0418316
4508.40 0.0331242
4520.21 0.0224943
4532.02 0.0164891
4555.65 0.0102867
4579.27 0.00730653
4602.89 0.00565832
4650.14 0.00407545
4697.39 0.00362408
4721.01 0.00375972
4744.63 0.00429249
4768.26 0.00570597
4780.07 0.00720139
4791.88 0.00998190
4797.79 0.0123425
4803.69 0.0159574
4809.60 0.0218879
4815.50 0.0326144
4818.46 0.0415683
4821.41 0.0551099
4824.36 0.0769988
4827.32 0.115805
4830.27 0.194721
4831.75 0.269027
4833.22 0.395869
4834.70 0.639295
4835.44 0.854220
4836.18 1.19691
4836.91 1.78912
4837.28 2.25881
4837.65 2.93071
4838.02 3.92981
4838.39 5.48005
4838.76 7.98258
4839.13 12.0694
4839.56 19.3205
4840.00 24.1390
4840.44 19.2986
4840.87 12.0653
4841.18 8.49817
4841.50 6.13586
4841.81 4.57059
4842.12 3.50745
4842.74 2.22605
4843.36 1.52696
4843.98 1.10780
4844.60 0.839130
4845.85 0.527818
4847.09 0.361918
4848.33 0.263565
4849.58 0.200538
4850.82 0.157771
4853.31 0.105142
4855.79 0.0752621
4858.28 0.0566861
4860.76 0.0443590
4865.74 0.0295321
4870.71 0.0212997
4875.68 0.0162626
4880.66 0.0129603
4890.60 0.00904020
4900.55 0.00689835
4920.44 0.00478154
4940.33 0.00384429
4960.22 0.00339492
5000.00 0.00316640
5034.73 0.00341940
5069.45 0.00413885
5104.22 0.00576726
5121.61 0.00735282
5139.00 0.0101572
5156.38 0.0159304
5165.08 0.0215164
5173.77 0.0314619
5178.12 0.0396808
5182.46 0.0520225
5186.81 0.0718356
5191.16 0.106677
5195.50 0.176826
5197.68 0.242183
5199.85 0.352663
5200.94 0.438967
5202.02 0.561350
5203.11 0.742745
5204.20 1.02682
5205.28 1.50621
5205.83 1.87690
5206.37 2.39493
5206.91 3.14403
5207.46 4.25984
5208.00 5.97192
5208.54 8.60631
5209.27 13.7718
5210.00 17.2076
5210.73 13.7595
5211.46 8.60179
5212.05 5.79634
5212.64 4.03848
5213.22 2.92826
5213.81 2.20309
5214.99 1.36052
5216.16 0.917603
5217.34 0.658762
5218.51 0.495583
5220.86 0.309737
5223.21 0.212362
5225.57 0.155223
5230.27 0.0944993
5234.97 0.0647500
5239.67 0.0481433
5249.07 0.0315875
5258.48 0.0244333
5267.88 0.0213652
5286.69 0.0215752
5305.49 0.0292906
5314.90 0.0379466
5324.30 0.0534790
5333.70 0.0844231
5338.40 0.112722
5343.10 0.159663
5347.81 0.246382
5350.16 0.320530
5352.51 0.435401
5354.86 0.627207
5357.21 0.980544
5358.39 1.27724
5359.56 1.71988
5360.74 2.40117
5361.91 3.45486
5363.46 5.47705
5365.00 6.83430
5366.55 5.52968
5368.10 3.57554
5369.37 2.53104
5370.64 1.93038
5371.91 1.62566
5373.19 1.54139
5374.46 1.68035
5375.09 1.86169
5375.73 2.15353
5376.36 2.60965
5377.00 3.31870
5377.64 4.43213
5378.27 6.15734
5378.70 7.76412
5379.14 9.59952
5380.00 11.8838
5380.43 11.1847
5380.87 9.53510
5381.73 6.03021
5382.47 4.02007
5383.22 2.79422
5383.96 2.03573
5384.71 1.54646
5386.19 0.982619
5387.68 0.685148
5389.17 0.509221
5390.65 0.396128
5393.63 0.263208
5396.60 0.190023
5399.58 0.144879
5405.52 0.0936010
5411.47 0.0662171
5417.42 0.0496917
5429.32 0.0313980
5441.21 0.0219422
5453.11 0.0164018
5476.90 0.0105003
5500.69 0.00762505
5524.49 0.00607580
5572.07 0.00484530
5619.66 0.00521255
5643.45 0.00617555
5667.24 0.00821396
5691.03 0.0127990
5702.93 0.0173879
5714.83 0.0256609
5720.77 0.0325225
5726.72 0.0428173
5732.67 0.0592674
5738.62 0.0879297
5744.57 0.144604
5747.54 0.196336
5750.51 0.281769
5753.49 0.437320
5754.98 0.567440
5756.46 0.763566
5757.95 1.07643
5759.44 1.61129
5760.18 2.02624
5760.92 2.59921
5761.67 3.40171
5762.41 4.51468
5763.71 7.21320
5765.00 9.00664
5766.30 7.19797
5767.60 4.49334
5768.48 3.21417
5769.37 2.35163
5770.25 1.76948
5771.13 1.36895
5772.90 0.878662
5774.66 0.606876
5776.43 0.442637
5778.19 0.336488
5781.72 0.212838
5785.25 0.146556
5788.78 0.107064
5795.84 0.0644385
5802.90 0.0431658
5809.96 0.0310576
5817.02 0.0235177
5824.08 0.0185092
5838.20 0.0124791
5852.31 0.00912871
5866.43 0.00708063
5880.55 0.00574213
5908.79 0.00417265
5937.03 0.00335015
5993.50 0.00268999
6049.98 0.00277991
6078.22 0.00314043
6106.45 0.00390282
6134.69 0.00558515
6148.81 0.00724749
6162.93 0.0102325
6177.05 0.0164587
6184.11 0.0225168
6191.17 0.0332990
6194.70 0.0421808
6198.23 0.0554563
6201.76 0.0765939
6205.29 0.113279
6208.82 0.185528
6210.58 0.251221
6212.35 0.359208
6214.11 0.554780
6214.99 0.717534
6215.88 0.961142
6216.76 1.34711
6217.64 1.99874
6218.08 2.49829
6218.52 3.18226
6218.96 4.12811
6219.41 5.42622
6220.20 8.68167
6221.00 10.8469
6221.80 8.67458
6222.60 5.42361
6223.54 3.07745
6224.48 1.88930
6225.42 1.25439
6226.35 0.886555
6227.29 0.657080
6228.23 0.505652
6230.11 0.325300
6231.99 0.226641
6233.87 0.167129
6237.63 0.102162
6241.39 0.0694573
6245.15 0.0508013
6248.90 0.0392182
6252.66 0.0315875
6260.18 0.0226369
6267.70 0.0180470
6282.73 0.0149019
6297.76 0.0170722
6305.28 0.0209113
6312.79 0.0286380
6316.55 0.0353238
6320.31 0.0455700
6324.07 0.0622636
6327.83 0.0919796
6331.59 0.152501
6333.47 0.209415
6335.34 0.306485
6337.22 0.492121
6338.16 0.655712
6339.10 0.915425
6340.04 1.36258
6340.51 1.71561
6340.98 2.21712
6341.45 2.95979
6341.92 4.10315
6342.39 5.92985
6342.86 8.86789
6343.43 14.1821
6344.00 17.7219
6344.57 14.1789
6345.14 8.86479
6345.67 5.66068
6346.19 3.78266
6346.72 2.66040
6347.24 1.95740
6348.29 1.17324
6349.34 0.776747
6350.39 0.550631
6351.44 0.410452
6353.54 0.253242
6355.64 0.172017
6357.73 0.124743
6359.83 0.0948565
6361.93 0.0747844
6366.13 0.0503247
6370.33 0.0365697
6374.53 0.0280805
6378.72 0.0224820
6387.12 0.0158048
6395.51 0.0121561
6412.30 0.00861673
6429.09 0.00719282
6445.88 0.00672342
6479.47 0.00748661
6513.05 0.0108220
6529.84 0.0143878
6546.63 0.0208183
6563.42 0.0338601
6571.81 0.0459853
6580.21 0.0663563
6588.61 0.104380
6592.80 0.137001
6597.00 0.187429
6601.20 0.270810
6603.30 0.334103
6605.40 0.420945
6607.49 0.543497
6609.59 0.721137
6611.69 0.984103
6613.79 1.37243
6616.90 2.19544
6620.00 2.74311
6623.11 2.19278
6626.21 1.36984
6629.13 0.866382
6632.05 0.574920
6634.97 0.402377
6637.89 0.294867
6643.73 0.175978
6649.57 0.116192
6655.41 0.0822561
6661.25 0.0612557
6672.93 0.0377701
6684.62 0.0256598
6696.30 0.0186184
6707.98 0.0141683
6719.66 0.0111781
6743.02 0.00753345
6766.38 0.00548000
6789.74 0.00420928
6813.11 0.00336838
6859.83 0.00236006
6906.55 0.00180371
7000.00 0.00125470
7106.93 0.00100690
7213.85 0.000941072
7320.78 0.00100255
7427.71 0.00122096
7534.63 0.00175536
7588.10 0.00229585
7641.56 0.00327205
7668.29 0.00408400
7695.02 0.00530827
7721.75 0.00728189
7748.48 0.0107738
7761.85 0.0136306
7775.22 0.0178708
7788.58 0.0245562
7801.95 0.0359960
7815.31 0.0580150
7822.00 0.0775502
7828.68 0.108850
7832.02 0.132039
7835.36 0.163333
7838.70 0.206874
7842.05 0.269587
7845.39 0.363747
7848.73 0.511650
7852.07 0.754386
7855.41 1.15871
7859.21 1.85218
7863.00 2.31301
7866.80 1.84891
7870.60 1.15499
7873.32 0.812495
7876.03 0.586164
7878.75 0.436406
7881.47 0.334800
7886.90 0.212476
7892.33 0.145737
7897.76 0.105835
7903.19 0.0802412
7914.06 0.0506464
7924.92 0.0349067
7935.79 0.0255819
7957.51 0.0155811
7979.24 0.0106383
8000.97 0.00785899
8044.43 0.00505934
8087.89 0.00381994
8131.34 0.00325502
8218.26 0.00314572
8305.17 0.00417884
8348.63 0.00540494
8392.08 0.00764493
8435.54 0.0121518
8457.27 0.0162736
8479.00 0.0230570
8500.73 0.0353122
8511.59 0.0454710
8522.45 0.0606389
8533.32 0.0845192
8544.18 0.124584
8549.61 0.155086
8555.05 0.196593
8560.48 0.253581
8565.91 0.331192
8575.96 0.529184
8586.00 0.660322
8596.05 0.527462
8606.10 0.329456
8618.05 0.185999
8630.00 0.113809
8630.00 0.443220
8700.00 0.440815
9180.00 0.425256
9660.00 0.411152
10000.0 0.402046
10140.0 0.398297
10620.0 0.386526
11100.0 0.375700
11580.0 0.365703
12060.0 0.356438
12540.0 0.347822
13020.0 0.339785
13484.0 0.332518
13500.0 0.332267
13680.0 0.329571
13680.0 0.330294
20000.0 0.299613
39539.6 0.206852
39539.7 0.206852
50000.0 0.157193
67622.6 0.128393
69751.6 0.124914
69751.6 0.124914
70000.0 0.124508
91245.2 0.0969532
100000 0.0855983
110508 0.0818653
156131 0.0656577
200000 0.0500731
240582 0.0453781
240582 0.0453780
266638 0.0423636
300000 0.0385039
358491 0.0351550
369035 0.0345513
397929 0.0328970
397929 0.0328970
400000 0.0327784
500000 0.0294947
506004 0.0293059
508335 0.0292326
508335 0.0292326
558621 0.0276515
558621 0.0276515
562575 0.0275272
562575 0.0275271
600000 0.0263504
605866 0.0261837
668115 0.0244142
668115 0.0244142
700000 0.0235078
751959 0.0221922
751959 0.0221921
787747 0.0212860
787747 0.0212860
800000 0.0209757
820190 0.0198526
820190 0.0198526
822218 0.0197398
831342 0.0192323
831342 0.0192323
837222 0.0189052
837222 0.0189052
880006 0.0165253
880006 0.0165253
900000 0.0154131
906467 0.0152233
906467 0.0152233
916504 0.0149287
916504 0.0149287
928163 0.0145865
928163 0.0145865
944587 0.0141045
944587 0.0141045
1.00000E+06 0.0124782
1.00744E+06 0.0123919
1.00745E+06 0.0123918
1.02296E+06 0.0122118
1.04019E+06 0.0120118
1.04019E+06 0.0120118
1.04323E+06 0.0119765
1.04323E+06 0.0119765
1.05337E+06 0.0118588
1.05337E+06 0.0118588
1.05763E+06 0.0118094
1.14614E+06 0.0107823
1.14756E+06 0.0107658
1.14766E+06 0.0107646
1.14867E+06 0.0107529
1.14867E+06 0.0107529
1.16895E+06 0.0105175
1.20000E+06 0.0101572
1.20849E+06 0.0101139
1.28189E+06 0.00973916
1.32488E+06 0.00951971
1.32913E+06 0.00949801
1.32914E+06 0.00949799
1.33623E+06 0.00946177
1.33623E+06 0.00946176
1.35843E+06 0.00934844
1.35843E+06 0.00934842
1.40000E+06 0.00913623
1.60000E+06 0.00865078
1.74582E+06 0.00793850
1.79144E+06 0.00771566
1.79144E+06 0.00771565
1.80000E+06 0.00767385
1.95467E+06 0.00669277
2.00000E+06 0.00640524
2.07430E+06 0.00626895
2.07430E+06 0.00626895
2.20000E+06 0.00603837
2.23753E+06 0.00595413
2.37135E+06 0.00565376
2.37135E+06 0.00565375
2.40000E+06 0.00558945
2.42204E+06 0.00548051
2.42205E+06 0.00548049
2.46260E+06 0.00528004
2.53803E+06 0.00490722
2.54573E+06 0.00486916
2.54573E+06 0.00486914
2.60000E+06 0.00460092
2.61771E+06 0.00455811
2.61772E+06 0.00455810
2.64711E+06 0.00448705
2.64712E+06 0.00448703
2.77313E+06 0.00418243
2.77314E+06 0.00418242
2.80000E+06 0.00411748
2.80122E+06 0.00411508
2.85090E+06 0.00401741
2.91781E+06 0.00388585
2.95988E+06 0.00380314
2.95988E+06 0.00380313
3.00000E+06 0.00372426
3.01209E+06 0.00368463
3.01210E+06 0.00368461
3.07394E+06 0.00348187
3.20000E+06 0.00306862
3.50000E+06 0.00274156
3.70000E+06 0.00227892
4.00000E+06 0.00206548
4.50000E+06 0.00159944
5.00000E+06 0.00129449
5.38052E+06 0.00129752
6.00000E+06 0.00130244
6.87671E+06 0.000951589
6.87671E+06 0.000951589
7.00000E+06 0.000902250
7.29937E+06 0.000839810
8.00000E+06 0.000693677
9.00000E+06 0.000590093
1.00000E+07 0.000570180
1.01379E+07 0.000576868
1.01379E+07 0.000576869
1.10000E+07 0.000618680
1.19524E+07 0.000657500
1.20000E+07 0.000659440
1.30000E+07 0.000692686
1.40000E+07 0.000699264
1.50000E+07 0.000647080
1.60000E+07 0.000590354
1.67491E+07 0.000517906
1.67491E+07 0.000517904
1.70000E+07 0.000493640
1.77774E+07 0.000414154
1.77775E+07 0.000414149
1.80000E+07 0.000391394
1.90000E+07 0.000286545
2.00000E+07 0.000222118
