V-50(n,tot) ENDF/B-VII.1
275.000 7.61893
312.500 6.14763
350.000 5.21562
400.000 4.33441
500.000 3.12593
600.000 2.29589
700.000 1.73255
750.000 1.55527
812.500 1.45879
875.000 1.55542
937.500 1.95264
1000.00 2.85922
1046.84 4.11547
1093.68 6.23819
1140.51 9.90689
1187.35 16.5628
1210.77 21.9332
1234.19 29.6366
1257.61 41.0539
1281.03 58.6740
1304.44 87.2587
1327.86 136.485
1351.28 226.879
1374.70 398.935
1397.35 674.310
1420.00 880.119
1442.65 733.403
1465.30 481.049
1482.01 347.634
1498.72 258.030
1515.43 197.871
1532.14 156.445
1565.56 105.457
1598.98 76.7258
1632.39 58.9760
1665.81 47.2129
1732.65 32.9733
1799.49 24.9006
1866.33 19.8100
2000.00 13.8621
2187.50 9.59998
2375.00 7.25190
2750.00 4.72537
3125.00 3.35731
3500.00 2.47304
4000.00 1.66746
4500.00 1.12334
5000.00 0.853284
5289.90 0.954055
5434.85 1.17123
5579.80 1.62409
5724.75 2.58084
5797.23 3.46194
5869.70 4.91215
5942.18 7.55588
5978.41 9.79686
6014.65 13.2609
6050.89 19.0654
6087.13 29.9429
6105.24 39.3099
6123.36 53.7275
6141.48 76.8857
6159.60 114.468
6179.80 174.419
6200.00 206.312
6220.20 155.405
6240.40 91.1609
6252.27 65.5629
6264.14 47.7964
6276.01 35.5075
6287.88 26.8878
6311.61 16.2148
6335.35 10.3178
6359.09 6.83651
6382.83 4.67882
6406.56 3.29776
6430.30 2.40057
6454.04 1.82111
6477.78 1.46099
6525.25 1.17956
6572.73 1.29548
6620.20 1.70974
6667.68 2.40010
6715.15 3.39203
6762.63 4.75215
6810.10 6.59448
6857.58 9.09853
6905.05 12.5430
6952.53 17.3638
7000.00 24.2522
7074.05 41.9274
7148.10 74.6582
7224.05 129.838
7300.00 172.211
7376.00 143.676
7452.00 92.5290
7543.25 52.6099
7634.50 31.2822
7725.75 19.1131
7817.00 11.4485
7908.25 6.30041
7953.88 4.50062
7999.50 3.40025
8022.31 3.26167
8045.13 3.56361
8067.94 4.53872
8090.75 6.58484
8113.56 10.3982
8136.38 17.2171
8159.19 29.2398
8182.00 50.0956
8199.00 74.0798
8216.00 105.964
8250.00 168.704
8267.00 177.052
8284.00 166.738
8318.00 125.795
8344.28 98.1902
8370.56 78.1280
8396.84 63.8651
8423.13 53.5521
8475.69 40.0415
8528.25 31.7888
8580.81 26.2980
8633.38 22.3997
8738.50 17.2360
8843.63 13.9552
8948.75 11.6675
9159.00 8.63983
9369.25 6.67506
9579.50 5.25237
10000.0 3.21648
10060.7 2.97507
10256.5 2.25441
10452.3 1.60959
10648.1 1.04835
10843.9 0.635454
10941.8 0.542181
11039.6 0.596578
11088.6 0.712023
11137.5 0.914783
11186.5 1.23769
11235.4 1.72817
11284.4 2.45654
11333.3 3.52806
11382.3 5.10415
11431.2 7.43629
11480.2 10.9250
11529.1 16.2048
11578.1 24.2685
11627.0 36.5169
11713.5 71.7992
11800.0 107.449
11843.3 109.828
11886.5 101.064
11973.0 73.4195
12065.9 50.6646
12158.7 36.7793
12251.5 28.2033
12344.4 22.6073
12530.1 15.9511
12715.8 12.2020
12901.4 9.80120
13087.1 8.11289
13458.5 5.81160
13829.9 4.18136
14015.6 3.48068
14201.3 2.82712
14386.9 2.24811
14479.8 2.03456
14572.6 1.96088
14665.5 2.24269
14711.9 2.69308
14758.3 3.58994
14804.7 5.38826
14828.0 6.92824
14851.2 9.22559
14874.4 12.7611
14897.6 18.4014
14920.8 27.7130
14944.0 43.2234
14972.0 72.2841
15000.0 94.4743
15028.5 79.2806
15057.0 52.4621
15076.8 39.3924
15096.5 30.9199
15136.0 23.1905
15175.5 24.0645
15195.3 27.7562
15215.0 34.2188
15257.5 59.6177
15300.0 88.1238
15342.5 84.8811
15385.0 63.6129
15418.5 49.4720
15452.0 39.3709
15485.5 32.2695
15518.9 27.1756
15585.9 20.5458
15652.9 16.5161
15719.9 13.8390
15786.8 11.9362
15920.8 9.39877
16054.7 7.75337
16188.6 6.56367
16456.5 4.83940
16724.4 3.45420
16858.3 2.77030
16992.3 2.04126
17126.2 1.24156
17193.2 0.828600
17260.1 0.459220
17293.6 0.330894
17310.4 0.295697
17327.1 0.289807
17343.9 0.324344
17360.6 0.414701
17377.3 0.582579
17394.1 0.858848
17410.8 1.28830
17427.6 1.93543
17444.3 2.89651
17461.0 4.31521
17477.8 6.40778
17494.5 9.49844
17511.3 14.0610
17528.0 20.7375
17546.0 31.0752
17564.0 44.9673
17600.0 73.1055
17618.0 77.4451
17636.0 73.5702
17672.0 56.4511
17708.4 41.7092
17744.8 32.0542
17781.1 25.7919
17817.5 21.5671
17890.3 16.3905
17963.0 13.4153
18035.8 11.5102
18108.5 10.1940
18254.0 8.50302
18399.5 7.47386
18545.0 6.79851
18836.0 6.05997
19127.0 5.92326
19418.0 6.53368
19563.5 7.32679
19709.0 8.72553
19854.5 11.2144
20000.0 15.8442
20127.0 23.4495
20254.0 37.5670
20377.0 59.3343
20500.0 73.8960
20623.0 59.4010
20746.0 37.6063
20842.7 25.8887
20939.4 18.3740
21036.1 13.5134
21132.8 10.2626
21326.1 6.41253
21519.5 4.47471
21712.9 3.80193
21809.6 3.98922
21906.3 4.68116
22002.9 6.13314
22099.6 8.80312
22196.3 13.4868
22293.0 21.4551
22369.8 31.1441
22446.5 44.0771
22600.0 69.5925
22676.8 73.0004
22753.5 68.8349
22907.0 52.2557
23081.2 36.8875
23255.4 27.3835
23429.6 21.4542
23603.8 17.5297
23952.1 12.7258
24300.5 9.85579
24648.9 7.83988
24823.1 6.99438
24997.3 6.21202
25171.4 5.49551
25258.5 5.19138
25345.6 4.98470
25432.7 5.02150
25519.8 5.73249
25563.4 6.70593
25606.9 8.58084
25650.5 12.1952
25694.0 19.1303
25747.0 34.8041
25800.0 51.8945
25853.0 50.6103
25906.0 38.7761
25952.0 30.1733
25998.0 24.2520
26044.0 20.2287
26090.0 17.4140
26182.0 13.8325
26274.0 11.6858
26366.0 10.2581
26458.0 9.23143
26642.0 7.82119
26826.0 6.85533
27010.0 6.11250
27378.0 4.93982
27746.0 3.92120
27930.0 3.41952
28114.0 2.91969
28298.0 2.47048
28390.0 2.32325
28482.0 2.32160
28574.0 2.65743
28620.0 3.08164
28666.0 3.81602
28712.0 5.05559
28758.0 7.13288
28804.0 10.6096
28850.0 16.3685
28887.5 23.4962
28925.0 33.0374
29000.0 52.2205
29037.5 55.1190
29075.0 52.4058
29150.0 40.5699
29203.1 33.0095
29256.3 27.3044
29309.4 23.1138
29362.5 20.0073
29468.8 15.8327
29575.0 13.2211
29681.3 11.4551
29787.5 10.1845
30000.0 8.46967
30230.8 7.26652
30461.5 6.41190
30923.0 5.20999
31384.5 4.32869
31846.0 3.60058
32307.5 2.99614
32769.0 2.67885
32999.8 2.84717
33230.5 3.62731
33345.9 4.48813
33461.3 5.92326
33576.6 8.28388
33692.0 12.0969
33794.0 17.1747
33896.0 24.0142
34100.0 37.7986
34202.0 39.8436
34304.0 37.8342
34508.0 29.1975
34645.7 23.8928
34783.4 19.7935
35058.8 14.3413
35334.1 11.0294
35609.5 8.82298
35884.9 7.28553
36160.3 6.41918
36297.9 6.45089
36435.6 7.18559
36573.3 9.44189
36642.2 11.6650
36711.0 15.0940
36855.5 27.8905
37000.0 43.5703
37144.5 44.7017
37289.0 35.7840
37458.4 26.6940
37627.9 20.9555
37797.3 17.3145
37966.8 14.8570
38305.6 11.7484
38644.5 9.79283
38983.4 8.35061
39322.3 7.14662
39661.1 6.07071
39830.6 5.61330
40000.0 5.33628
40111.8 5.41125
40223.5 5.98049
40335.3 7.65827
40447.0 11.8172
40510.3 16.1504
40573.5 22.3437
40700.0 36.4613
40826.5 39.2230
40953.0 32.7856
41049.7 27.7703
41146.4 23.8907
41243.1 21.0118
41339.8 18.8612
41533.1 15.9390
41726.5 14.0809
41919.9 12.8040
42113.3 11.8722
42500.0 10.5952
42500.0 14.0464
50000.0 12.4415
51949.9 12.2246
60000.0 11.4413
70000.0 10.4412
80000.0 9.64379
90000.0 9.04916
100000 8.45453
105000 8.25191
105001 8.25189
110000 8.06325
120000 7.67196
130000 7.28068
140000 7.05348
150000 6.82628
160000 6.59908
170000 6.37187
180000 6.14467
190000 5.91747
200000 5.69027
215511 5.50740
225000 5.40459
230768 5.33868
230768 5.33868
230840 5.33780
230912 5.33693
231057 5.33517
231201 5.33343
231346 5.33167
231636 5.32816
231926 5.32466
232216 5.32117
232507 5.31767
233089 5.31069
233673 5.30372
234258 5.29676
235433 5.28286
236614 5.26900
237801 5.25517
240192 5.22764
242607 5.20025
245047 5.17299
250000 5.11892
275000 4.83324
300000 4.54756
326626 4.38661
344602 4.27298
362577 4.16929
362577 4.16929
373423 4.10061
395868 3.96791
396244 3.96579
397898 3.95575
400000 3.94308
500000 3.59839
551060 3.49261
570321 3.45599
600000 3.40261
647142 3.35204
660506 3.33851
700000 3.30035
800000 3.25934
800000 3.25934
800000 3.25934
853189 3.25920
893002 3.25909
898522 3.25907
899844 3.25907
900000 3.25907
928377 3.26653
928377 3.26648
928479 3.26656
928479 3.26656
979419 3.28008
1.00000E+06 3.28536
1.00738E+06 3.28900
1.00798E+06 3.28929
1.06165E+06 3.31505
1.06206E+06 3.31524
1.10000E+06 3.33279
1.12235E+06 3.34369
1.14387E+06 3.35402
1.18295E+06 3.37237
1.18315E+06 3.37247
1.20000E+06 3.38022
1.20843E+06 3.38504
1.20897E+06 3.38534
1.27048E+06 3.41968
1.30000E+06 3.43569
1.30000E+06 3.43569
1.30000E+06 3.43569
1.32768E+06 3.45105
1.32768E+06 3.45105
1.34909E+06 3.46295
1.35839E+06 3.46808
1.40000E+06 3.49117
1.41933E+06 3.50193
1.43021E+06 3.50793
1.43021E+06 3.50793
1.45125E+06 3.51975
1.47982E+06 3.53559
1.50000E+06 3.54664
1.50482E+06 3.54857
1.52550E+06 3.55679
1.52952E+06 3.55840
1.54906E+06 3.56616
1.54907E+06 3.56616
1.57981E+06 3.57844
1.59324E+06 3.58374
1.60000E+06 3.58643
1.62061E+06 3.59480
1.70000E+06 3.62623
1.71107E+06 3.63063
1.71107E+06 3.63063
1.73453E+06 3.63997
1.73454E+06 3.63996
1.73454E+06 3.63996
1.73749E+06 3.64115
1.73749E+06 3.64115
1.75361E+06 3.64756
1.75361E+06 3.64756
1.75943E+06 3.64988
1.76004E+06 3.65012
1.76004E+06 3.65012
1.78687E+06 3.66080
1.78687E+06 3.66080
1.79707E+06 3.66486
1.79707E+06 3.66480
1.79789E+06 3.66518
1.80000E+06 3.66602
1.83889E+06 3.68152
1.84737E+06 3.68487
1.90000E+06 3.70582
1.92041E+06 3.71394
1.92042E+06 3.71394
1.93145E+06 3.71837
1.97510E+06 3.73570
1.97972E+06 3.73755
1.99197E+06 3.74242
1.99346E+06 3.74301
1.99346E+06 3.74301
2.00000E+06 3.74561
2.07916E+06 3.75790
2.07917E+06 3.75790
2.15363E+06 3.76946
2.15363E+06 3.76946
2.17608E+06 3.77295
2.18070E+06 3.77367
2.20566E+06 3.77754
2.20566E+06 3.77754
2.24301E+06 3.78335
2.24803E+06 3.78413
2.25000E+06 3.78443
2.35461E+06 3.80067
2.35930E+06 3.80139
2.35930E+06 3.80139
2.39134E+06 3.80637
2.39596E+06 3.80709
2.44076E+06 3.81405
2.44745E+06 3.81508
2.46840E+06 3.81834
2.47295E+06 3.81904
2.47295E+06 3.81904
2.47397E+06 3.81920
2.47397E+06 3.81920
2.50000E+06 3.82324
2.50280E+06 3.82325
2.50458E+06 3.82325
2.52835E+06 3.82330
2.53314E+06 3.82331
2.53314E+06 3.82331
2.59184E+06 3.82344
2.61202E+06 3.82348
2.62449E+06 3.82350
2.62551E+06 3.82351
2.66529E+06 3.82359
2.69896E+06 3.82366
2.75000E+06 3.82376
2.76204E+06 3.82379
2.78466E+06 3.82384
2.83975E+06 3.82395
2.85607E+06 3.82399
2.86423E+06 3.82400
2.87597E+06 3.82403
2.90729E+06 3.82409
2.95095E+06 3.82418
3.00000E+06 3.82428
3.50000E+06 3.78637
4.00000E+06 3.72984
4.50000E+06 3.66461
5.00000E+06 3.59511
5.50000E+06 3.52284
5.74456E+06 3.48506
5.84282E+06 3.47044
6.00000E+06 3.44768
6.24500E+06 3.40811
6.50000E+06 3.36900
6.74537E+06 3.32755
7.00000E+06 3.28660
7.25249E+06 3.24244
7.41611E+06 3.21489
7.46082E+06 3.20751
7.48533E+06 3.20348
7.49852E+06 3.20132
7.50000E+06 3.20108
7.60109E+06 3.18283
7.64041E+06 3.17581
7.76604E+06 3.15374
7.76605E+06 3.15374
7.88513E+06 3.13326
7.88514E+06 3.13326
8.00000E+06 3.11390
8.11231E+06 3.09371
8.14978E+06 3.08706
8.36413E+06 3.04983
8.39783E+06 3.04409
8.39891E+06 3.04391
8.40694E+06 3.04255
8.41381E+06 3.04139
8.50000E+06 3.02691
8.56096E+06 3.01620
8.61836E+06 3.00622
8.61907E+06 3.00609
8.76945E+06 2.98039
8.88351E+06 2.96131
8.94286E+06 2.95152
8.94676E+06 2.95088
9.00000E+06 2.94218
9.08223E+06 2.92846
9.16937E+06 2.91412
9.19956E+06 2.90920
9.34034E+06 2.88656
9.36111E+06 2.88326
9.36111E+06 2.88326
9.36351E+06 2.88288
9.38186E+06 2.87998
9.42472E+06 2.87323
9.50000E+06 2.86148
9.52164E+06 2.85810
9.52446E+06 2.85766
9.52447E+06 2.85765
9.53433E+06 2.85612
9.55531E+06 2.85285
9.61999E+06 2.84286
9.66549E+06 2.83588
9.66855E+06 2.83542
9.70538E+06 2.82981
9.70700E+06 2.82957
9.73792E+06 2.82489
9.77567E+06 2.81920
9.83790E+06 2.80990
9.86514E+06 2.80586
9.88993E+06 2.80219
9.91339E+06 2.79874
1.00000E+07 2.78608
1.00891E+07 2.77388
1.01081E+07 2.77129
1.02360E+07 2.75410
1.02808E+07 2.74815
1.05000E+07 2.71957
1.08238E+07 2.67596
1.08899E+07 2.66730
1.10000E+07 2.65305
1.10551E+07 2.64674
1.10713E+07 2.64489
1.11666E+07 2.63411
1.11927E+07 2.63119
1.12050E+07 2.62981
1.13455E+07 2.61424
1.14559E+07 2.60220
1.14724E+07 2.60042
1.15000E+07 2.59744
1.15402E+07 2.59283
1.15520E+07 2.59149
1.15801E+07 2.58828
1.16249E+07 2.58321
1.16456E+07 2.58087
1.16958E+07 2.57523
1.16961E+07 2.57520
1.18193E+07 2.56151
1.18194E+07 2.56150
1.18827E+07 2.55455
1.18937E+07 2.55335
1.19229E+07 2.55017
1.19254E+07 2.54990
1.19509E+07 2.54713
1.19529E+07 2.54692
1.20000E+07 2.54183
1.20477E+07 2.53719
1.20563E+07 2.53636
1.20611E+07 2.53589
1.20768E+07 2.53438
1.21065E+07 2.53151
1.21641E+07 2.52599
1.22019E+07 2.52238
1.22151E+07 2.52113
1.22355E+07 2.51920
1.22423E+07 2.51855
1.22529E+07 2.51755
1.22590E+07 2.51697
1.22620E+07 2.51669
1.23135E+07 2.51184
1.23284E+07 2.51045
1.23875E+07 2.50494
1.24545E+07 2.49873
1.25000E+07 2.49455
1.29374E+07 2.45303
1.29850E+07 2.44865
1.30000E+07 2.44727
1.35000E+07 2.40613
1.40000E+07 2.36499
1.41496E+07 2.35405
1.41497E+07 2.35404
1.45000E+07 2.32917
1.50000E+07 2.29334
1.55000E+07 2.26285
1.60000E+07 2.23236
1.64191E+07 2.21150
1.64191E+07 2.21150
1.65000E+07 2.20757
1.70000E+07 2.18278
1.75000E+07 2.16402
1.80000E+07 2.14526
1.85000E+07 2.13246
1.90000E+07 2.11965
1.95000E+07 2.11247
2.00000E+07 2.10529
