Eu-151(n,tot) ENDF/B-VII.1
1.83520 275.214
1.85540 199.295
1.85540 199.289
1.85541 199.272
1.85541 199.255
1.85542 199.222
1.85544 199.155
1.85548 199.021
1.85556 198.754
1.85572 198.225
1.85604 197.168
1.85668 195.076
1.85795 190.969
1.86050 183.081
1.86922 159.315
1.87794 140.148
1.89538 112.585
1.93025 82.9341
1.96513 68.9509
2.00000 61.5499
2.09560 53.9215
2.19120 53.7238
2.28680 58.1650
2.38240 68.9804
2.38240 68.9808
2.38241 68.9816
2.38241 68.9822
2.38242 68.9837
2.38244 68.9867
2.38247 68.9925
2.38254 69.0040
2.38268 69.0271
2.38296 69.0736
2.38353 69.1669
2.38465 69.3547
2.38689 69.7358
2.39139 70.5207
2.40037 72.1866
2.41834 75.9504
2.45428 85.7032
2.52615 121.626
2.56209 157.556
2.59803 223.218
2.63396 360.019
2.65193 486.071
2.66990 681.181
2.68168 855.544
2.69345 1054.46
2.71700 1303.03
2.74055 1057.18
2.76410 689.290
2.78253 495.408
2.80096 373.826
2.83783 249.388
2.87469 197.775
2.91155 177.574
2.98528 182.432
3.05900 232.052
3.05900 232.055
3.05901 232.063
3.05902 232.071
3.05903 232.088
3.05907 232.121
3.05913 232.187
3.05926 232.319
3.05951 232.584
3.06002 233.116
3.06104 234.189
3.06309 236.372
3.06717 240.894
3.07534 250.595
3.09168 272.915
3.12435 332.445
3.15703 421.270
3.18970 559.646
3.22238 789.114
3.25505 1203.23
3.27139 1541.93
3.28773 2034.02
3.30406 2764.96
3.32040 3849.30
3.34420 6111.30
3.36800 7608.68
3.39180 6093.31
3.41560 3838.90
3.43106 2814.93
3.44653 2115.73
3.47745 1316.98
3.50838 933.991
3.53930 754.674
3.57023 703.664
3.60115 775.858
3.63208 1039.14
3.64754 1297.85
3.66300 1691.50
3.67475 2097.34
3.68650 2565.50
3.71000 3149.12
3.72175 2966.67
3.73350 2537.33
3.75700 1625.38
3.77836 1077.79
3.79973 751.356
3.82109 552.523
3.84245 425.210
3.88518 279.058
3.92790 201.550
3.92790 201.547
3.92791 201.537
3.92791 201.529
3.92793 201.513
3.92795 201.479
3.92800 201.411
3.92810 201.274
3.92830 201.004
3.92870 200.463
3.92950 199.391
3.93109 197.275
3.93428 193.160
3.94066 185.369
3.95342 171.357
3.97893 148.386
4.02996 116.147
4.13203 80.2478
4.23409 61.8020
4.33615 51.7272
4.43821 47.2200
4.54028 49.3366
4.59131 55.5125
4.64234 70.7376
4.66785 86.0388
4.69337 112.522
4.71889 161.462
4.74440 255.564
4.76720 391.404
4.79000 482.407
4.81280 392.121
4.83560 256.181
4.85615 175.500
4.87670 127.682
4.89725 98.9022
4.91780 80.8214
4.95890 60.9603
5.00000 51.5762
5.04350 47.1294
5.04350 47.1293
5.04351 47.1290
5.04351 47.1288
5.04352 47.1283
5.04354 47.1273
5.04357 47.1253
5.04364 47.1214
5.04378 47.1134
5.04405 47.0977
5.04461 47.0667
5.04571 47.0063
5.04791 46.8919
5.05233 46.6884
5.06115 46.3793
5.07880 46.1374
5.11410 47.1400
5.18470 56.7794
5.22000 68.4282
5.25530 90.1663
5.29060 133.731
5.30825 171.483
5.32590 226.597
5.35295 347.020
5.38000 427.458
5.40705 347.328
5.43410 227.179
5.46509 142.546
5.49608 99.3381
5.52706 76.4932
5.55805 63.8047
5.62003 52.9676
5.68200 52.4437
5.74398 60.6451
5.80595 84.1424
5.83694 108.603
5.86793 152.179
5.89891 236.285
5.92990 408.296
5.95495 639.105
5.98000 793.137
6.00510 639.205
6.03020 408.152
6.05806 248.496
6.08593 164.590
6.11379 118.578
6.14165 91.5050
6.19738 63.3850
6.25310 50.4245
6.36455 40.7340
6.47600 39.7496
6.47600 39.7496
6.47601 39.7497
6.47601 39.7498
6.47602 39.7499
6.47603 39.7501
6.47607 39.7506
6.47613 39.7515
6.47626 39.7535
6.47652 39.7573
6.47703 39.7651
6.47807 39.7809
6.48013 39.8138
6.48426 39.8844
6.49252 40.0444
6.50903 40.4397
6.54206 41.5298
6.60813 44.9672
6.74025 58.5017
6.80631 70.7840
6.87238 90.3172
6.93844 125.284
6.97147 156.233
7.00450 208.854
7.02725 264.481
7.05000 315.451
7.09550 348.703
7.13290 445.531
7.15160 536.149
7.17030 668.799
7.18900 865.998
7.20770 1168.71
7.22640 1649.87
7.24510 2422.83
7.26755 3801.56
7.29000 4751.60
7.31245 3958.33
7.33490 2782.94
7.35035 2313.33
7.36580 2134.86
7.38125 2227.24
7.39670 2606.96
7.40753 3053.02
7.41835 3601.68
7.44000 4287.24
7.45083 4026.68
7.46165 3447.51
7.48330 2223.10
7.50930 1314.03
7.53530 846.064
7.56130 589.743
7.58730 436.717
7.63930 271.424
7.69130 188.357
7.74330 140.464
7.79530 110.209
7.89930 75.4492
8.00330 57.0586
8.10730 46.3911
8.31530 36.4468
8.31530 36.4468
8.31531 36.4467
8.31531 36.4465
8.31532 36.4463
8.31534 36.4458
8.31539 36.4448
8.31547 36.4428
8.31564 36.4389
8.31599 36.4310
8.31667 36.4152
8.31804 36.3841
8.32079 36.3229
8.32627 36.2051
8.33724 35.9878
8.35918 35.6259
8.40306 35.1954
8.49083 35.6023
8.57859 38.1808
8.66635 44.3380
8.75411 57.8337
8.79800 70.3010
8.84188 90.5143
8.88576 125.761
8.92964 193.915
8.95158 253.506
8.97352 345.726
8.99546 493.969
9.01740 734.701
9.04370 1166.19
9.07000 1455.06
9.09630 1169.32
9.12260 738.519
9.15002 453.217
9.17744 297.049
9.20486 208.619
9.23228 155.257
9.28711 98.0360
9.34195 70.1347
9.39679 54.7133
9.45163 45.4698
9.56130 35.9420
9.67098 32.3456
9.78065 32.2187
9.89033 35.3321
10.0000 43.2178
10.1058 60.1592
10.1586 76.0818
10.2115 102.589
10.2644 150.982
10.2908 191.435
10.3173 252.277
10.3437 349.090
10.3701 513.918
10.3834 641.198
10.3966 816.612
10.4098 1061.12
10.4230 1399.46
10.4465 2241.55
10.4700 2811.33
10.4935 2255.09
10.5170 1417.63
10.5370 944.115
10.5570 656.015
10.5770 478.744
10.5970 365.451
10.6370 238.589
10.6770 176.959
10.6770 176.938
10.6771 176.874
10.6771 176.821
10.6772 176.715
10.6774 176.493
10.6779 176.052
10.6787 175.180
10.6804 173.484
10.6837 170.245
10.6904 164.336
10.7038 154.643
10.7305 142.616
10.7840 146.151
10.8108 165.961
10.8375 207.474
10.8643 289.740
10.8910 450.572
10.9155 689.010
10.9400 848.550
10.9645 688.480
10.9890 445.444
11.0077 317.428
11.0264 234.307
11.0451 180.089
11.0638 143.631
11.1011 99.8452
11.1385 75.7942
11.2133 51.6526
11.2880 40.3618
11.4375 30.8837
11.5870 28.5454
11.7365 30.9582
11.8113 34.6256
11.8860 41.3601
11.9608 54.3113
11.9981 65.5357
12.0355 83.0710
12.0729 112.708
12.1103 168.528
12.1289 216.641
12.1476 290.528
12.1663 408.685
12.1850 600.132
12.2075 946.794
12.2300 1182.13
12.2525 955.078
12.2750 615.825
12.2950 420.578
12.3150 307.365
12.3350 242.208
12.3550 204.841
12.3950 176.247
12.4350 186.552
12.4750 235.483
12.4950 281.646
12.5150 351.730
12.5350 460.215
12.5550 633.913
12.5750 922.455
12.5950 1406.73
12.6175 2230.47
12.6400 2783.38
12.6625 2250.23
12.6850 1429.39
12.6993 1055.47
12.7137 794.401
12.7423 485.260
12.7710 324.587
12.7996 232.992
12.8283 176.446
12.8569 139.304
12.9143 95.2411
12.9716 71.2157
13.0289 56.8263
13.1435 41.7934
13.2581 36.1534
13.3728 37.9813
13.4301 43.7262
13.4874 57.4185
13.5160 70.6990
13.5447 92.8242
13.5734 131.603
13.6020 201.174
13.6310 312.025
13.6600 387.320
13.6850 330.030
13.7100 230.545
13.7100 230.472
13.7101 230.220
13.7101 230.004
13.7103 229.572
13.7105 228.674
13.7110 226.888
13.7120 223.356
13.7140 216.451
13.7180 203.323
13.7337 160.031
13.7493 128.249
13.7807 88.0703
13.8120 65.6964
13.8434 52.3724
13.9060 38.3577
13.9687 31.8681
14.0941 27.4237
14.2194 28.5855
14.3448 35.3993
14.4074 42.6765
14.4701 55.3871
14.5328 79.7381
14.5641 101.048
14.5955 134.655
14.6268 191.930
14.6581 300.209
14.6738 393.221
14.6895 535.012
14.7051 758.841
14.7208 1114.80
14.7404 1776.22
14.7600 2222.55
14.7796 1789.69
14.7992 1134.33
14.8205 689.186
14.8417 453.003
14.8630 323.744
14.8842 249.180
14.9267 178.616
14.9692 160.624
15.0117 179.568
15.0542 251.930
15.0755 327.990
15.0967 459.019
15.1073 559.445
15.1180 695.848
15.1286 882.591
15.1392 1135.40
15.1494 1448.79
15.1596 1809.52
15.1800 2271.15
15.1902 2146.78
15.2004 1835.08
15.2208 1164.40
15.2394 759.528
15.2580 519.626
15.2766 374.710
15.2953 282.865
15.3325 179.214
15.3697 125.704
15.4069 94.5845
15.4441 74.8707
15.5186 52.0965
15.5930 39.8088
15.6675 32.3532
15.8164 24.0376
15.9652 19.7012
16.1141 17.1694
16.4119 14.6801
16.7097 14.1451
17.0075 15.6947
17.1563 18.1302
17.3052 23.6657
17.3797 29.2573
17.4541 39.4428
17.5286 60.8542
17.5658 81.5513
17.6030 117.533
17.6030 117.559
17.6031 117.623
17.6031 117.688
17.6032 117.805
17.6034 118.039
17.6038 118.522
17.6045 119.498
17.6060 121.475
17.6089 125.587
17.6148 134.506
17.6266 155.531
17.6501 215.596
17.6737 315.045
17.6854 388.150
17.6972 482.440
17.7104 615.775
17.7236 768.814
17.7500 963.734
17.7632 910.766
17.7764 778.737
17.8028 495.151
17.8220 352.247
17.8412 258.185
17.8604 196.197
17.8796 154.297
17.9180 104.111
17.9563 76.9750
17.9947 60.9772
18.0331 50.9507
18.1099 40.0582
18.1866 35.3188
18.2634 33.8221
18.4169 37.2858
18.5704 50.7347
18.6472 64.4065
18.7240 87.6883
18.8007 130.725
18.8391 166.888
18.8775 221.416
18.9159 308.229
18.9542 455.913
18.9734 569.758
18.9926 726.347
19.0118 944.058
19.0310 1244.74
19.0655 2001.06
19.1000 2515.25
19.1345 2018.46
19.1690 1266.36
19.1950 879.193
19.2209 628.819
19.2469 466.247
19.2729 357.528
19.3248 228.468
19.3768 158.928
19.4287 117.612
19.4806 91.1957
19.5845 60.6813
19.6884 44.4204
19.7923 34.7531
20.0000 24.3552
20.2060 19.3144
20.4121 16.6740
20.6181 15.4672
20.8241 15.4982
21.0301 17.3091
21.1331 19.5085
21.2362 23.5668
21.3392 31.7543
21.3907 39.2544
21.4422 51.6529
21.4937 74.3213
21.5194 93.4065
21.5452 122.421
21.5710 169.362
21.5967 251.326
21.6096 316.296
21.6225 407.885
21.6353 539.232
21.6482 726.400
21.6691 1155.54
21.6900 1444.76
21.7109 1164.58
21.7318 738.950
21.7457 540.434
21.7596 405.188
21.7873 249.885
21.8151 172.574
21.8428 130.799
21.8983 93.9535
21.9538 86.7769
22.0093 101.471
22.0371 120.530
22.0648 153.822
22.0926 213.789
22.1064 261.979
22.1203 331.017
22.1342 433.506
22.1481 591.297
22.1619 843.173
22.1758 1247.88
22.1929 1993.09
22.2100 2499.90
22.2186 2361.64
22.2271 2017.48
22.2442 1278.06
22.2554 935.301
22.2666 699.898
22.2891 426.162
22.3115 286.660
22.3339 208.493
22.3563 161.124
22.3788 130.781
22.4236 96.9790
22.4685 82.2032
22.5133 79.0751
22.5582 87.3061
22.6030 113.840
22.6030 113.858
22.6031 113.904
22.6031 113.951
22.6032 114.043
22.6034 114.229
22.6038 114.602
22.6046 115.359
22.6062 116.901
22.6094 120.148
22.6157 127.343
22.6285 145.104
22.6539 200.671
22.6794 305.166
22.6921 390.364
22.7048 508.852
22.7161 646.292
22.7274 804.517
22.7500 1007.01
22.7613 952.432
22.7726 815.642
22.7952 521.267
22.8223 304.491
22.8493 194.867
22.8764 136.130
22.9035 101.866
22.9576 65.9708
23.0117 48.6046
23.0658 38.8968
23.1199 32.9348
23.2282 26.3964
23.4447 22.0667
23.6612 23.1372
23.8776 29.9591
23.9859 37.6088
24.0941 51.5733
24.1483 63.0200
24.2024 79.8352
24.2565 105.787
24.2836 124.326
24.3106 148.569
24.3377 181.039
24.3647 225.780
24.3918 289.572
24.4189 384.353
24.4459 532.378
24.4730 777.544
24.4865 961.765
24.5000 1209.51
24.5136 1545.07
24.5271 1995.82
24.5536 3212.33
24.5800 4044.91
24.6065 3264.67
24.6329 2061.70
24.6636 1195.51
24.6943 749.598
24.7250 508.431
24.7557 367.454
24.7864 279.222
24.8171 220.939
24.8785 152.542
24.9399 118.180
25.0013 104.879
25.0320 106.879
25.0627 118.784
25.0934 150.561
25.1241 226.698
25.1471 326.928
25.1700 393.800
25.1930 323.604
25.2159 218.963
25.2371 155.312
25.2583 117.710
25.3007 80.7886
25.3431 65.3328
25.3856 59.1486
25.4280 59.3464
25.4704 67.7711
25.4916 77.5852
25.5128 94.5951
25.5340 124.615
25.5552 177.712
25.5776 264.990
25.6000 323.519
25.6224 264.754
25.6448 176.235
25.6609 132.038
25.6771 102.773
25.7093 70.1061
25.7416 54.0667
25.7738 45.2482
25.8383 36.6527
25.9028 33.1422
26.0318 32.2873
26.1608 37.1020
26.2898 50.6966
26.3543 64.4708
26.4188 88.5038
26.4833 134.841
26.5156 175.562
26.5478 239.823
26.5801 348.840
26.6123 552.369
26.6284 724.411
26.6446 981.817
26.6607 1378.59
26.6768 1991.47
26.6984 3196.19
26.7200 4013.88
26.7416 3231.19
26.7632 2035.38
26.7825 1326.49
26.8018 903.216
26.8211 646.261
26.8405 483.085
26.8791 299.159
26.9177 204.964
26.9563 150.919
26.9950 117.352
27.0722 80.3420
27.1495 63.3053
27.2267 58.8213
27.2653 62.5094
27.3040 74.1398
27.3426 104.135
27.3619 134.216
27.3812 182.901
27.4056 275.412
27.4300 338.650
27.4544 277.613
27.4788 184.008
27.4965 136.718
27.5142 105.325
27.5496 70.1430
27.5849 52.6641
27.6203 42.8839
27.6911 32.9976
27.7618 28.6939
27.8326 27.3916
27.9033 29.4794
27.9387 33.0418
27.9741 40.5915
28.0094 57.7550
28.0271 74.2793
28.0448 100.528
28.0674 150.443
28.0900 184.407
28.1126 151.810
28.1352 101.943
28.1630 64.6329
28.1907 46.1016
28.2184 36.3177
28.2462 30.6954
28.3017 24.9738
28.3572 22.4345
28.4681 20.9491
28.5791 21.9138
28.6901 25.2207
28.8011 32.6111
28.8565 39.3376
28.9120 50.0510
28.9675 68.3303
29.0230 102.837
29.0230 102.854
29.0231 102.898
29.0231 102.933
29.0232 103.003
29.0233 103.143
29.0237 103.424
29.0243 103.991
29.0256 105.148
29.0282 107.516
29.0333 112.532
29.0436 123.774
29.0642 152.433
29.0848 193.002
29.1054 252.733
29.1260 344.906
29.1466 495.110
29.1672 753.916
29.1878 1211.46
29.2089 1942.64
29.2300 2439.83
29.2511 1966.80
29.2722 1241.84
29.2863 900.504
29.3004 667.789
29.3286 399.504
29.3568 263.952
29.3850 188.195
29.4132 142.147
29.4414 112.316
29.4979 77.6321
29.5543 59.4039
29.6107 49.1398
29.7235 40.6726
29.8363 42.9047
29.8927 48.9601
29.9492 61.0823
30.0056 85.4861
30.0338 106.920
30.0620 140.209
30.0902 195.049
30.1184 292.382
30.1325 370.452
30.1466 481.466
30.1607 642.006
30.1748 873.198
30.1974 1401.88
30.2200 1766.18
30.2313 1671.28
30.2426 1429.66
30.2652 907.810
30.2807 656.694
30.2961 486.729
30.3116 371.934
30.3271 292.728
30.3580 195.629
30.3890 141.727
30.4199 109.211
30.4508 88.4029
30.5127 65.2830
30.5746 55.7310
30.6365 56.6625
30.6674 62.8676
30.6983 76.6377
30.7293 105.914
30.7602 168.654
30.7851 254.426
30.8100 312.902
30.8349 256.218
30.8598 169.503
30.8811 119.650
30.9024 89.0163
30.9236 69.9378
30.9449 57.5648
30.9874 43.3219
31.0300 35.9590
31.1151 29.6937
31.2002 28.9683
31.2852 33.0979
31.3278 38.1065
31.3703 46.8791
31.4129 62.9108
31.4554 94.9596
31.4767 123.587
31.4980 168.622
31.5192 242.381
31.5405 364.739
31.5529 465.339
31.5653 581.016
31.5900 729.802
31.6148 591.940
31.6395 378.091
31.6680 224.445
31.6965 144.748
31.7250 101.313
31.7536 75.7124
31.7821 59.5236
31.8106 48.6870
31.8676 35.5392
31.9246 28.1452
31.9817 23.5498
32.0957 18.3049
32.2098 15.4822
32.3238 13.7605
32.5519 11.8534
32.7800 11.0140
33.0081 11.1193
33.1222 11.9077
33.2362 14.2761
33.2932 17.1706
33.3503 23.5121
33.3788 29.8110
33.4073 40.9406
33.4358 62.4691
33.4501 80.7122
33.4643 106.912
33.4872 166.641
33.5100 207.385
33.5329 168.859
33.5557 109.693
33.5708 82.0444
33.5860 63.1145
33.6163 41.2160
33.6465 30.1084
33.6768 23.8905
33.7373 17.6813
33.7979 14.8899
33.9190 12.7711
34.0401 12.4637
34.1611 13.2672
34.2822 15.7319
34.3428 18.4119
34.4033 23.7589
34.4336 28.7914
34.4639 37.4790
34.4941 54.2104
34.5244 89.4359
34.5472 134.360
34.5700 165.320
34.5929 137.912
34.6157 95.5260
34.6399 67.7890
34.6641 53.8193
34.7126 44.7989
34.7610 47.3032
34.8094 58.1153
34.8578 81.1136
34.8820 100.861
34.9063 130.571
34.9305 177.344
34.9547 255.192
34.9668 313.909
34.9789 392.993
34.9910 500.454
35.0031 645.012
35.0266 1031.69
35.0500 1294.94
35.0735 1045.03
35.0969 661.696
35.1118 488.867
35.1267 368.616
35.1564 226.541
35.1862 152.954
35.2159 111.194
35.2456 85.5828
35.2754 68.9168
35.3349 49.5849
35.3944 39.6339
35.4539 34.3634
35.5729 31.4753
35.6918 36.8270
35.7513 44.1483
35.8108 57.6871
35.8703 84.3661
35.9001 107.911
35.9298 145.006
35.9596 207.675
35.9744 256.106
35.9893 323.633
36.0042 420.764
36.0191 564.741
36.0339 783.905
36.0488 1118.11
36.0694 1794.37
36.0900 2256.04
36.1106 1819.50
36.1312 1149.65
36.1443 847.879
36.1573 637.860
36.1835 389.895
36.2096 261.458
36.2358 188.532
36.2619 143.753
36.2880 114.558
36.3403 80.5246
36.3926 62.7536
36.4449 53.0176
36.5494 46.2615
36.6540 52.0512
36.7062 61.4015
36.7585 78.9871
36.8108 113.383
36.8369 143.213
36.8631 189.215
36.8892 264.500
36.9153 397.238
36.9284 503.021
36.9415 652.835
36.9545 868.333
36.9676 1176.61
36.9888 1887.45
37.0100 2373.38
37.0312 1915.20
37.0524 1211.29
37.0658 894.671
37.0792 674.215
37.1061 413.487
37.1329 278.160
37.1597 201.255
37.1865 154.031
37.2134 123.286
37.2670 87.6460
37.2670 87.6367
37.2671 87.6091
37.2671 87.5815
37.2672 87.5309
37.2675 87.4253
37.2679 87.2197
37.2688 86.8073
37.2707 85.9962
37.2743 84.4277
37.2816 81.4968
37.2961 76.3565
37.3252 68.4595
37.3834 59.5527
37.4416 57.4850
37.4998 62.2236
37.5580 77.4398
37.5870 92.2128
37.6161 115.885
37.6452 155.461
37.6743 225.985
37.6889 282.408
37.7034 362.315
37.7180 477.281
37.7325 641.574
37.7563 1022.77
37.7800 1283.66
37.8038 1037.98
37.8275 659.807
37.8482 439.230
37.8690 305.566
37.8897 223.345
37.9104 170.604
37.9519 110.404
37.9933 79.0627
38.0348 60.7884
38.0762 49.2181
38.1591 35.9440
38.2420 28.9452
38.3249 24.9070
38.4907 21.2269
38.6565 21.1961
38.8223 25.6828
38.9052 31.6802
38.9881 44.5541
39.0296 57.1569
39.0710 79.7958
39.0917 98.6826
39.1125 127.171
39.1228 147.078
39.1332 172.396
39.1435 204.806
39.1539 246.062
39.1654 303.434
39.1770 369.334
39.2000 462.508
39.2231 418.377
39.2461 351.749
39.2668 347.680
39.2875 409.035
39.2978 470.655
39.3081 560.326
39.3185 686.762
39.3288 859.745
39.3494 1342.96
39.3700 1673.74
39.3803 1581.50
39.3906 1353.24
39.4112 862.337
39.4265 610.125
39.4418 444.912
39.4570 336.308
39.4723 263.027
39.5029 175.102
39.5334 127.308
39.5640 98.9400
39.5945 81.0832
39.6556 62.0515
39.7167 55.9397
39.7778 61.9570
39.8084 73.1606
39.8389 96.9537
39.8695 150.573
39.8847 201.680
39.9000 282.117
39.9100 354.825
39.9200 438.635
39.9400 546.778
39.9600 447.262
39.9800 292.110
40.0005 189.271
40.0211 131.931
40.0416 98.9635
40.0621 78.8238
40.1032 56.9658
40.1442 46.2469
40.2263 37.1036
40.3085 34.4087
40.4727 37.0399
40.6369 48.4868
40.7190 59.2280
40.8011 75.8865
40.8832 102.826
40.9654 149.492
41.0064 186.442
41.0475 239.261
41.0885 318.097
41.1296 442.382
41.1706 652.935
41.2117 1044.52
41.2322 1374.02
41.2528 1864.99
41.2733 2616.60
41.2938 3769.32
41.3219 6084.18
41.3500 7675.68
41.3781 6200.69
41.4062 3915.84
41.4271 2740.78
41.4479 1972.07
41.4688 1468.25
41.4897 1128.96
41.5314 722.859
41.5731 502.213
41.6149 370.438
41.6566 285.925
41.7401 188.470
41.8235 138.039
41.9070 112.679
41.9487 108.573
41.9904 113.926
42.0322 141.099
42.0530 174.109
42.0739 233.754
42.0970 339.365
42.1200 416.175
42.1431 351.302
42.1661 244.648
42.1967 157.266
42.2273 114.175
42.2579 90.9978
42.2885 77.0837
42.3498 61.5274
42.4110 53.1713
42.5334 45.0034
42.6559 42.9269
42.7783 47.0597
42.8395 53.2411
42.9007 65.1053
42.9620 88.9805
42.9926 110.192
43.0232 143.621
43.0538 199.822
43.0844 302.723
43.0997 387.795
43.1150 512.262
43.1303 698.578
43.1456 977.261
43.1678 1562.76
43.1900 1963.18
43.2122 1587.14
43.2344 1007.41
43.2524 688.518
43.2703 488.003
