Ni-62(n,g) ENDF/B-VII.1
9387.74 0.0457352
9395.69 0.0653389
9399.67 0.0848544
9403.65 0.120308
9407.63 0.195275
9409.62 0.268897
9411.61 0.400668
9412.60 0.509686
9413.60 0.673097
9414.59 0.934050
9415.59 1.38800
9416.58 2.28617
9417.08 3.10499
9417.58 4.45649
9418.07 6.92203
9418.32 8.98528
9418.57 12.0807
9418.82 17.0352
9419.07 25.4611
9419.32 41.0661
9419.57 71.1445
9419.78 113.937
9420.00 142.294
9420.22 113.724
9420.44 71.1431
9420.58 51.5668
9420.72 38.2104
9421.00 22.6135
9421.28 14.6639
9421.57 10.1964
9421.85 7.47169
9422.13 5.69922
9422.70 3.62097
9423.27 2.50053
9423.83 1.83030
9424.96 1.10414
9426.10 0.740584
9427.23 0.533181
9428.36 0.403858
9429.49 0.317845
9431.76 0.214158
9434.02 0.156428
9438.55 0.0977539
9443.08 0.0700340
9447.60 0.0547725
9456.66 0.0393944
9474.77 0.0281759
9492.88 0.0241139
9565.33 0.0197241
9710.22 0.0176638
10000.0 0.0154833
10961.2 0.0107947
11922.3 0.00790480
13844.7 0.00468268
15767.0 0.00304972
16728.2 0.00253787
17208.7 0.00237351
17449.0 0.00247791
17569.2 0.00323617
17629.3 0.00639403
17644.3 0.00964460
17659.3 0.0187850
17666.8 0.0313066
17674.3 0.0658727
17678.1 0.112249
17680.0 0.157107
17681.8 0.235538
17683.7 0.393810
17684.6 0.540889
17685.6 0.785112
17686.5 1.24623
17687.0 1.64350
17687.5 2.26049
17687.9 3.28681
17688.4 5.15199
17688.6 6.72663
17688.9 8.93010
17689.1 12.1925
17689.3 17.0139
17689.7 27.2235
17690.0 34.0302
17690.3 27.2224
17690.7 17.0133
17691.0 11.2123
17691.3 7.77087
17691.5 5.61365
17691.8 4.20990
17692.4 2.56967
17692.9 1.72966
17693.5 1.23280
17694.1 0.926012
17695.2 0.574135
17696.3 0.390269
17697.5 0.282488
17699.7 0.168176
17702.0 0.111577
17704.2 0.0797534
17708.7 0.0469112
17717.8 0.0225359
17726.8 0.0137447
17744.8 0.00733937
17762.9 0.00505929
17798.9 0.00340600
17835.0 0.00281464
17907.2 0.00237363
17979.4 0.00220244
18268.0 0.00196473
18845.3 0.00175558
20000.0 0.00146159
22229.8 0.00107345
23344.7 0.000937563
23902.2 0.000888960
24180.9 0.000903969
24320.2 0.00106019
24389.9 0.00172733
24424.8 0.00438299
24442.2 0.0147305
24450.9 0.0539108
24453.1 0.0923743
24455.2 0.194703
24456.3 0.325388
24457.4 0.649592
24458.0 1.03350
24458.5 1.85685
24458.8 2.67873
24459.1 4.14989
24459.3 7.06495
24459.5 9.71319
24459.6 13.4904
24459.8 21.6911
24460.0 26.9809
24460.2 21.6909
24460.4 13.4903
24460.6 7.88991
24460.9 4.89796
24461.1 3.27358
24461.3 2.32202
24461.8 1.32875
24462.2 0.854851
24463.2 0.436831
24464.1 0.264075
24465.9 0.126510
24467.8 0.0743054
24475.1 0.0202447
24489.8 0.00581358
24519.1 0.00208256
24577.9 0.00112989
24695.4 0.000880589
24930.3 0.000800421
25400.2 0.000747578
26340.0 0.000677612
27279.9 0.000625234
27749.8 0.000618418
27984.7 0.000673998
28102.2 0.000930010
28160.9 0.00196211
28190.3 0.00604390
28205.0 0.0219380
28212.3 0.0821622
28214.2 0.141472
28216.0 0.298290
28216.9 0.499529
28217.8 1.00002
28218.3 1.58686
28218.8 2.87398
28219.0 4.17176
28219.2 6.51933
28219.4 11.2353
28219.6 15.1593
28219.7 20.8571
28219.8 33.3714
28220.0 41.7143
28220.2 33.3713
28220.3 20.8571
28220.5 13.9370
28220.6 9.88780
28220.9 5.52723
28221.1 3.46343
28221.4 2.35544
28221.9 1.28179
28222.4 0.801530
28223.5 0.395002
28224.5 0.235287
28226.6 0.110662
28228.7 0.0641980
28237.1 0.0171649
28253.8 0.00481447
28287.2 0.00164891
28354.0 0.000847040
28487.6 0.000645667
28754.9 0.000613492
29022.1 0.000757488
29155.8 0.00140710
29222.6 0.00400680
29256.0 0.0142049
29264.3 0.0245535
29272.7 0.0532983
29276.9 0.0921721
29281.0 0.196865
29283.1 0.333451
29284.2 0.463023
29285.2 0.682665
29286.3 1.10956
29286.8 1.48467
29287.3 2.08365
29287.8 3.12103
29288.4 5.12809
29288.6 6.89170
29288.9 9.64003
29289.1 14.1041
29289.4 21.6352
29289.7 34.7316
29290.0 43.2720
29290.3 34.7309
29290.6 21.6348
29291.0 12.3000
29291.3 7.51183
29291.7 4.96757
29292.0 3.53013
29292.4 2.60612
29292.7 2.01195
29293.5 1.29142
29294.2 0.896739
29294.9 0.658158
29296.3 0.397169
29299.1 0.189705
29302.0 0.110790
29307.7 0.0513130
29313.3 0.0296093
29324.7 0.0136772
29336.1 0.00799003
29358.8 0.00387016
29381.5 0.00241289
29472.4 0.000992323
29654.2 0.000627485
30017.9 0.000523777
30745.1 0.000477915
31472.4 0.000460941
31836.0 0.000483491
32017.8 0.000608897
32108.7 0.00112433
32154.2 0.00317420
32176.9 0.0112249
32188.3 0.0421914
32193.9 0.156722
32195.4 0.266291
32196.8 0.548559
32197.5 0.894592
32198.2 1.70309
32198.6 2.59850
32198.9 4.32506
32199.1 5.92598
32199.3 8.50867
32199.5 12.8952
32199.6 19.9545
32199.8 31.9273
32200.0 39.9093
32200.2 31.9272
32200.4 19.9544
32200.5 14.2469
32200.6 10.4024
32200.9 6.15386
32201.2 3.92892
32201.4 2.73884
32201.9 1.51995
32202.4 0.960769
32203.4 0.481553
32204.5 0.289347
32206.5 0.137210
32208.5 0.0798544
32216.6 0.0212622
32232.9 0.00576617
32265.4 0.00178027
32330.3 0.000768577
32460.3 0.000511493
32720.2 0.000442871
33240.0 0.000420500
33759.8 0.000425410
34019.7 0.000481834
34149.7 0.000718971
34214.7 0.00166660
34247.1 0.00541015
34263.4 0.0199816
34271.5 0.0751620
34273.5 0.129253
34275.6 0.272968
34276.6 0.457526
34277.6 0.909734
34278.1 1.44214
34278.6 2.60714
34278.9 3.80884
34279.1 5.89174
34279.4 10.0004
34279.5 13.7251
34279.6 18.7437
34279.8 29.9901
34280.0 37.4877
34280.2 29.9900
34280.4 18.7437
34280.6 10.4806
34280.8 6.36868
34281.1 4.19884
34281.3 2.95126
34281.8 1.67008
34282.2 1.06749
34283.1 0.541502
34284.1 0.325950
34285.9 0.155270
34287.7 0.0907796
34295.1 0.0242238
34309.8 0.00651675
34339.1 0.00194957
34397.8 0.000789256
34515.3 0.000496140
34750.2 0.000421685
35219.9 0.000403281
36159.5 0.000409513
37099.1 0.000454229
37568.8 0.000567882
37803.7 0.000954588
37921.2 0.00243753
37979.9 0.00818483
37994.6 0.0139762
38009.3 0.0299252
38016.6 0.0512216
38023.9 0.107755
38027.6 0.179756
38029.4 0.246519
38031.3 0.357656
38033.1 0.565406
38034.0 0.743241
38034.9 1.01388
38035.9 1.46333
38036.8 2.26775
38037.7 3.85913
38038.2 5.23755
38038.6 7.20064
38039.3 11.5296
38040.0 14.3505
38040.7 11.4633
38041.4 7.14889
38042.0 4.82477
38042.5 3.38641
38043.1 2.46924
38043.6 1.86458
38044.7 1.15307
38045.8 0.779997
38046.9 0.559231
38048.0 0.420815
38050.2 0.262415
38052.4 0.178670
38054.6 0.129587
38059.1 0.0770136
38067.9 0.0363402
38076.7 0.0211935
38094.3 0.00993063
38112.0 0.00586826
38147.3 0.00290877
38182.6 0.00185876
38323.7 0.000842872
38606.0 0.000611416
39170.5 0.000628249
39735.1 0.000754783
40017.4 0.000869485
40158.5 0.000995495
40229.1 0.00128246
40264.4 0.00229603
40282.0 0.00619538
40290.8 0.0210726
40295.3 0.0754259
40297.5 0.258059
40298.6 0.772170
40299.1 1.86095
40299.4 3.46275
40299.7 7.30340
40299.8 11.6849
40300.0 14.6060
40300.2 11.6849
40300.3 7.30340
40300.5 4.37486
40300.7 2.85432
40301.0 1.43602
40301.7 0.556414
40303.1 0.176822
40305.8 0.0508367
40311.3 0.0142746
40322.2 0.00442796
40344.0 0.00188324
40387.7 0.00125954
40475.1 0.00115589
40649.9 0.00126644
40824.7 0.00151624
40912.1 0.00195531
40955.8 0.00334154
40977.7 0.00855980
40988.6 0.0283543
40994.1 0.100020
40996.8 0.335634
40998.2 0.986211
40998.9 2.29764
40999.2 4.07603
40999.5 8.20064
40999.8 13.1202
41000.0 16.3999
41000.2 13.1201
41000.5 8.20059
41000.7 5.25489
41000.9 3.52067
41001.3 1.85149
41002.1 0.738945
41003.8 0.240932
41007.1 0.0701834
41013.7 0.0200066
41027.0 0.00641793
41053.6 0.00291586
41106.7 0.00210000
41212.9 0.00207416
41425.4 0.00256308
41637.8 0.00339928
41850.2 0.00480645
42062.7 0.00740616
42168.9 0.00960988
42222.0 0.0111042
42248.6 0.0119857
42275.1 0.0129755
42301.7 0.0140923
42328.2 0.0153571
42354.8 0.0167971
42381.3 0.0184434
42407.9 0.0203368
42434.5 0.0225246
42461.0 0.0250687
42487.6 0.0280423
42514.1 0.0315410
42540.7 0.0356786
42567.2 0.0406028
42593.8 0.0464872
42646.9 0.0620284
42700.0 0.0842559
42742.5 0.107649
42785.0 0.134288
42870.0 0.167201
42912.5 0.157202
42955.0 0.133598
43040.0 0.0835886
43095.0 0.0608194
43150.0 0.0451283
43260.0 0.0268233
43369.9 0.0174624
43479.9 0.0121925
43589.9 0.00897483
43699.9 0.00688079
43919.8 0.00442565
44139.7 0.00310527
44359.7 0.00232677
44579.6 0.00189426
44689.6 0.00201821
44744.6 0.00318010
44772.1 0.00803255
44785.8 0.0269112
44792.7 0.0972556
44796.2 0.342110
44797.0 0.562028
44797.9 1.08620
44798.3 1.66961
44798.7 2.86305
44799.2 5.82080
44799.4 8.97734
44799.6 14.8322
44799.8 23.6164
44800.0 29.6633
44800.2 23.6162
44800.4 14.8321
44800.6 10.2774
44800.7 7.24613
44801.1 4.00890
44801.7 1.70731
44802.3 0.921116
44803.0 0.577060
44805.5 0.169966
44810.6 0.0470834
44820.7 0.0132982
44841.0 0.00442155
44881.7 0.00210541
44962.9 0.00144203
45125.4 0.00114641
45450.4 0.000888150
46100.3 0.000617308
46750.3 0.000472623
47400.2 0.000385133
48700.1 0.000288579
50000.0 0.000239910
51549.8 0.000212138
52324.7 0.000209601
52712.2 0.000219828
52905.9 0.000261186
53002.7 0.000423126
53051.2 0.00106243
53075.4 0.00356991
53087.5 0.0132190
53093.5 0.0488622
53096.6 0.171089
53098.1 0.529617
53098.8 1.35052
53099.2 2.63927
53099.6 6.21420
53100.0 12.4283
53100.4 6.21418
53100.6 3.55390
53100.9 2.21373
53101.3 1.05483
53102.3 0.386903
53104.1 0.119728
53107.8 0.0334560
53115.2 0.00899201
53130.1 0.00246657
53159.7 0.000781501
53219.0 0.000354074
53337.6 0.000247771
53574.8 0.000224978
54049.2 0.000232758
54523.6 0.000259307
54998.0 0.000314005
55472.4 0.000437278
55709.6 0.000562606
55946.8 0.000793249
56184.0 0.00128777
56302.6 0.00177950
56421.2 0.00267173
56480.5 0.00341923
56539.8 0.00455374
56599.1 0.00639643
56658.4 0.00968603
56688.0 0.0123977
56717.7 0.0164491
56747.3 0.0228899
56777.0 0.0340365
56806.6 0.0558522
56821.4 0.0755568
56836.3 0.107694
56851.1 0.165216
56858.5 0.212430
56865.9 0.282291
56873.3 0.390955
56880.7 0.570211
56888.1 0.884782
56895.5 1.45483
56902.8 2.32870
56910.0 2.91108
56917.2 2.32764
56924.5 1.45413
56930.5 0.966093
56936.5 0.665978
56942.6 0.479048
56948.6 0.358065
56960.7 0.219238
56972.7 0.146926
56984.8 0.104971
56996.8 0.0786108
57021.0 0.0487167
57045.1 0.0330958
57069.2 0.0239450
57093.3 0.0181314
57117.4 0.0142115
57165.7 0.00941901
57213.9 0.00671431
57262.2 0.00503984
57310.4 0.00393188
57406.9 0.00260297
57503.4 0.00186675
57599.9 0.00141668
57696.4 0.00112157
57889.3 0.000770621
58082.3 0.000577677
58468.3 0.000383288
58854.2 0.000291782
59240.2 0.000241233
60012.1 0.000189688
61555.8 0.000151368
62327.7 0.000145771
62713.7 0.000155785
62906.7 0.000207399
63003.2 0.000418008
63051.4 0.00125537
63075.5 0.00454675
63087.6 0.0172493
63093.6 0.0645393
63096.6 0.229128
63098.1 0.729213
63098.9 1.90747
63099.3 3.88758
63099.5 6.07433
63099.6 9.93329
63099.8 15.9802
63100.0 19.8666
63100.2 15.9802
63100.4 9.93328
63100.7 4.24689
63101.0 2.21656
63101.7 0.875591
63103.0 0.284298
63105.7 0.0815510
63111.0 0.0219465
63121.7 0.00578102
63142.9 0.00157084
63185.5 0.000497028
63270.7 0.000225333
63441.0 0.000156218
63781.6 0.000137425
64462.8 0.000130467
65825.1 0.000126216
68549.9 0.000125698
71274.7 0.000133457
72637.1 0.000144098
73318.2 0.000159954
73658.8 0.000200990
73829.1 0.000349400
73914.3 0.000929639
73956.9 0.00320990
73978.2 0.0120531
73988.8 0.0452683
73994.1 0.162468
73996.8 0.528491
73998.1 1.44461
73998.8 3.09288
73999.1 5.00838
73999.4 8.74727
73999.7 14.0937
74000.0 17.4945
74000.3 13.8972
74000.6 8.74721
74001.0 4.49045
74001.4 2.61401
74002.1 1.15906
74003.7 0.403585
74006.9 0.120461
74013.1 0.0330676
74025.7 0.00877412
74050.8 0.00236250
74101.0 0.000717185
74201.5 0.000302143
74402.3 0.000201907
74804.1 0.000188277
75607.6 0.000236348
76009.3 0.000307578
76210.2 0.000377918
76411.1 0.000505281
76611.9 0.000774742
76712.4 0.00104040
76812.8 0.00151924
76863.0 0.00191818
76913.3 0.00252071
76963.5 0.00349320
77013.7 0.00521369
77038.8 0.00661996
77063.9 0.00870359
77089.0 0.0119791
77114.1 0.0175572
77139.2 0.0282045
77164.3 0.0524116
77176.9 0.0778919
77183.2 0.0979545
77189.5 0.126400
77195.7 0.168367
77198.9 0.196961
77202.0 0.232567
77205.1 0.277582
77208.3 0.334678
77211.4 0.407147
77214.6 0.497913
77218.4 0.637506
77222.3 0.796564
77230.0 0.995152
77233.9 0.936379
77237.7 0.795948
77245.5 0.497395
77254.6 0.281015
77263.8 0.172078
77273.0 0.113995
77282.2 0.0804286
77291.3 0.0595235
77300.5 0.0457453
77318.9 0.0293597
77337.2 0.0204015
77355.5 0.0149987
77392.2 0.00909628
77428.9 0.00611906
77465.6 0.00441363
77502.3 0.00334710
77539.0 0.00263634
77612.4 0.00177800
77685.8 0.00129974
77759.2 0.00100658
77832.5 0.000814437
77979.3 0.000587810
78126.1 0.000469858
78272.9 0.000434981
78346.2 0.000570777
78382.9 0.00120257
78401.3 0.00371092
78410.5 0.0132853
78415.0 0.0481423
78417.3 0.162997
78418.5 0.482293
78419.1 1.13045
78419.6 4.09705
78420.0 8.19381
78420.4 4.09705
78420.8 1.39225
78421.3 0.645301
78422.2 0.235617
78424.0 0.0721843
78427.7 0.0202364
78435.0 0.00557567
78449.6 0.00167025
78478.9 0.000657601
78537.4 0.000389659
78654.4 0.000304707
78888.5 0.000260428
79356.6 0.000227952
80292.8 0.000211893
82165.2 0.000227984
84037.6 0.000271004
85910.0 0.000345163
87782.5 0.000478620
89654.9 0.000757439
90123.0 0.000876382
90591.1 0.00103140
91059.2 0.00123873
91293.2 0.00136958
91527.3 0.00152434
91761.4 0.00170896
91995.4 0.00193112
92229.5 0.00220089
92463.5 0.00253134
92697.6 0.00293936
92931.6 0.00344661
93165.7 0.00408490
93282.7 0.00449628
93341.2 0.00487061
93370.5 0.00567058
93385.1 0.00844787
93392.4 0.0188612
93396.1 0.0567539
93397.9 0.182713
93398.8 0.530681
93399.3 1.26292
93399.7 4.79800
93400.0 9.59117
93400.3 4.79800
93400.7 1.49300
93401.1 0.667171
93401.9 0.237091
93403.4 0.0748079
93406.5 0.0240507
93412.7 0.00992293
93425.2 0.00622459
93450.0 0.00535599
93528.1 0.00538495
93606.3 0.00567737
93762.5 0.00635904
94075.0 0.00785504
94700.0 0.00968394
95012.5 0.00911412
95325.0 0.00779931
95950.0 0.00505713
96456.2 0.00359052
96962.5 0.00269994
97468.7 0.00216772
97975.0 0.00185305
98987.4 0.00159644
99999.9 0.00164547
100000 0.00164551
100001 0.00164559
100001 0.00164566
100002 0.00164580
100003 0.00164608
100007 0.00164663
100013 0.00164774
100026 0.00165002
100052 0.00165469
100103 0.00166449
100206 0.00168602
100412 0.00173701
100825 0.00187237
101237 0.00205762
101649 0.00230257
102061 0.00262338
102473 0.00305298
102885 0.00375583
103092 0.00488404
103195 0.00830743
103246 0.0207400
103259 0.0328792
103272 0.0651029
103278 0.106641
103285 0.207802
103288 0.324948
103291 0.577726
103293 0.828100
103294 1.27226
103296 2.14024
103297 2.88457
103298 4.01520
103299 6.49457
103300 8.02653
103301 6.49436
103302 4.01507
103304 2.30060
103305 1.39205
103307 0.915282
103308 0.642505
103311 0.363804
103314 0.236509
103320 0.121150
103326 0.0747978
103338 0.0377214
103350 0.0236953
103368 0.0147660
103386 0.0108374
103422 0.00757825
103494 0.00571338
103638 0.00510065
103925 0.00535856
104500 0.00648213
105650 0.00788740
106225 0.00736112
106800 0.00622742
107950 0.00389207
108962 0.00254836
109974 0.00174592
110986 0.00127400
111492 0.00117994
111619 0.00122410
111745 0.00142117
111872 0.00262538
111935 0.00740171
111967 0.0252528
111974 0.0424787
111982 0.0873279
111986 0.144072
111990 0.275819
111992 0.426129
111994 0.737245
111995 1.03095
111996 1.52378
111997 2.40745
111998 3.87331
111999 6.30180
112000 7.74581
112001 6.30166
112002 3.87321
112003 2.65988
112003 1.81433
112004 1.29364
112005 0.960204
112007 0.582155
112008 0.387689
112011 0.205979
112015 0.128970
112021 0.0630924
112027 0.0377508
112040 0.0180808
112053 0.0108025
112078 0.00541161
112103 0.00347311
112154 0.00204902
112205 0.00153715
112306 0.00115329
112408 0.00100403
112814 0.000800526
113626 0.000640579
115249 0.000460579
116873 0.000367576
117279 0.000365363
117685 0.000400155
118091 0.000671764
118294 0.00180032
118396 0.00618914
118446 0.0225401
118459 0.0383412
118472 0.0795241
118478 0.131336
118484 0.252981
118488 0.390633
118491 0.661663
118492 0.920715
118494 1.35149
118495 2.11494
118497 3.43152
118499 5.54037
118500 6.86294
118502 5.54017
118503 3.43139
118504 2.38991
118505 1.67645
118507 1.22091
118508 0.941483
118510 0.591321
118512 0.402698
118517 0.216998
118522 0.136152
118531 0.0673477
118540 0.0402586
118559 0.0190530
118577 0.0111320
118614 0.00522266
118651 0.00309323
118725 0.00153625
118799 0.000980973
118948 0.000577074
119096 0.000431508
119392 0.000321043
119688 0.000276717
120874 0.000211969
123245 0.000159872
127986 0.000111426
130357 0.000102658
132728 0.000110556
133913 0.000132854
135099 0.000204735
135691 0.000307625
136284 0.000598888
136580 0.000997793
136877 0.00209382
137025 0.00355234
137099 0.00495319
137173 0.00739618
137247 0.0122532
137284 0.0167162
137321 0.0241064
137358 0.0377116
137377 0.0491610
137395 0.0665570
137414 0.0946178
137432 0.143368
137451 0.235603
137460 0.312692
137469 0.420561
137485 0.674214
137500 0.841897
137515 0.672193
137531 0.420379
137545 0.264533
137560 0.174840
137575 0.122008
137589 0.0892090
137618 0.0530668
137647 0.0349902
137677 0.0247073
137706 0.0183701
137764 0.0112748
137822 0.00761515
137881 0.00549377
137939 0.00415423
137997 0.00325505
138114 0.00216022
138231 0.00154564
138347 0.00116633
138464 0.000915926
138697 0.000616252
138930 0.000450780
139397 0.000283932
139863 0.000206112
140330 0.000164217
141263 0.000125563
142196 0.000116086
143129 0.000135369
143595 0.000172807
144062 0.000284334
144295 0.000440630
144528 0.000882964
144645 0.00149562
144762 0.00321443
144878 0.0120617
144937 0.0439391
144951 0.0737004
144966 0.148004
144973 0.235560
144980 0.428943
144984 0.629092
144988 0.984804
144989 1.27727
144991 1.70416
144993 2.34154
144995 3.29239
144997 5.26791
145000 6.58484
145003 5.26767
145005 3.29222
145007 2.21641
145009 1.54287
145012 1.11778
145014 0.850762
145018 0.523225
145022 0.354553
145030 0.190907
145038 0.119268
145055 0.0588500
145071 0.0349284
145104 0.0164169
145137 0.00952184
145203 0.00439578
145269 0.00254537
145401 0.00119808
145533 0.000720540
146061 0.000264440
146326 0.000216877
146590 0.000198343
147118 0.000208319
147646 0.000281747
147910 0.000363706
148174 0.000514512
148438 0.000828049
148570 0.00112662
148702 0.00164143
148834 0.00264228
148900 0.00353737
148966 0.00498380
149032 0.00753255
149098 0.0125987
149131 0.0171784
149164 0.0245234
149181 0.0298828
149197 0.0369135
149214 0.0461717
149222 0.0518608
149230 0.0582421
149239 0.0659539
149248 0.0743952
149265 0.0927800
149300 0.115628
149318 0.108894
149335 0.0927232
149370 0.0581867
149414 0.0321797
149457 0.0194109
149501 0.0127429
149544 0.00894340
149587 0.00659504
149631 0.00505617
149718 0.00324044
149805 0.00225344
149892 0.00166097
150066 0.00101600
150239 0.000691399
150413 0.000505675
150761 0.000311933
151109 0.000218045
151456 0.000165399
152152 0.000111277
152847 8.52349E-05
153543 7.06502E-05
154933 5.59173E-05
156324 5.01589E-05
157715 5.19361E-05
158410 5.94809E-05
159106 8.46236E-05
159801 0.000226577
160149 0.000792677
160323 0.00301003
160410 0.0114826
160453 0.0424989
160475 0.145818
160486 0.439115
160491 1.05374
160494 1.92780
160497 4.14089
160498 6.59388
160500 8.28182
160502 6.59379
160503 4.14084
160505 2.57642
160507 1.66427
160510 0.825249
160517 0.314948
160530 0.0999865
160557 0.0283173
160611 0.00756273
160719 0.00197660
160935 0.000527217
161368 0.000157527
162232 6.33663E-05
163096 4.51601E-05
163960 3.83222E-05
167416 3.02409E-05
174329 2.69269E-05
181242 2.86362E-05
182970 3.11446E-05
184698 3.80625E-05
185563 4.74223E-05
186427 7.33323E-05
186859 0.000108512
187291 0.000204825
187507 0.000332785
187723 0.000669722
187831 0.00109467
187885 0.00148400
187939 0.00212962
187993 0.00331247
188020 0.00430835
188047 0.00581922
188074 0.00825126
188101 0.0124635
188128 0.0203958
188155 0.0361947
188177 0.0578828
188200 0.0723225
188223 0.0578584
188245 0.0361775
188271 0.0208828
188297 0.0129958
188323 0.00869500
188348 0.00618361
188374 0.00460045
188400 0.00355299
188451 0.00229644
188503 0.00160555
188554 0.00118688
188657 0.000728173
188760 0.000495712
188863 0.000362206
189069 0.000222834
189275 0.000155357
189481 0.000117716
189893 7.94372E-05
190305 6.14128E-05
190717 5.15789E-05
191540 4.19117E-05
193188 3.56047E-05
194835 3.42381E-05
201425 3.97230E-05
204720 4.66978E-05
208015 5.89995E-05
209663 6.98815E-05
211310 9.08189E-05
212134 0.000113301
212958 0.000167087
213370 0.000233968
213575 0.000296523
213781 0.000403997
213987 0.000613989
214090 0.000803992
214193 0.00111507
214296 0.00167629
214348 0.00214126
214399 0.00283388
214451 0.00392636
214502 0.00576030
214554 0.00905931
214605 0.0152154
214653 0.0242625
214700 0.0302719
214748 0.0242447
214795 0.0152039
214840 0.00960136
214886 0.00638152
214931 0.00448330
214976 0.00330427
215066 0.00200379
215157 0.00135284
215247 0.000984100
215338 0.000756808
215519 0.000503826
215699 0.000374533
215880 0.000300452
216242 0.000224602
216965 0.000173600
217689 0.000163182
219136 0.000178063
220583 0.000217804
222029 0.000284198
223476 0.000392738
224923 0.000575755
225647 0.000711857
226008 0.000794698
226370 0.000888556
226761 0.00100281
227153 0.00112928
227544 0.00126481
227935 0.00140281
228718 0.00164103
229500 0.00173514
230283 0.00162841
231065 0.00138506
232630 0.000879349
233778 0.000630180
234925 0.000473174
236073 0.000379627
237220 0.000333464
238368 0.000336955
238941 0.000367808
239515 0.000436237
240089 0.000582279
240376 0.000714942
240663 0.000926436
240949 0.00128657
241236 0.00195713
241523 0.00335944
241667 0.00464061
241738 0.00552042
241774 0.00603483
241810 0.00660091
241859 0.00745937
241908 0.00840924
241956 0.00943107
242005 0.0104730
242103 0.0122893
242200 0.0130395
242298 0.0122725
242395 0.0104460
242590 0.00656942
242822 0.00375671
243053 0.00233743
243285 0.00158042
243516 0.00114171
243748 0.000867890
243979 0.000686652
244443 0.000469710
244906 0.000349758
245369 0.000276318
246295 0.000194058
247221 0.000150801
248148 0.000124904
250000 9.64523E-05
250000 9.64503E-05
250001 9.64440E-05
250001 9.64377E-05
