La-139(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
11039.9 3.01586
11049.9 2.99645
11054.9 2.99168
11057.4 3.01262
11058.7 3.11379
11059.3 3.49767
11059.6 4.73498
11059.7 5.81107
11059.8 8.23795
11059.8 10.7614
11059.9 15.4881
11059.9 25.4925
11059.9 45.4761
11060.0 67.8388
11060.0 87.7739
11060.0 67.9572
11060.1 45.6159
11060.1 29.7296
11060.1 19.6035
11060.2 10.8418
11060.2 7.46695
11060.3 5.86038
11060.4 4.44624
11060.5 3.89666
11061.0 3.23019
11061.9 3.03736
11063.8 2.98103
11067.6 2.95719
11075.0 2.93189
11090.0 2.87906
11105.0 2.80933
11112.5 2.76404
11116.2 2.73825
11118.1 2.72688
11119.0 2.73158
11119.5 2.77513
11119.7 2.93676
11119.9 3.48065
11119.9 4.94741
11120.0 7.79352
11120.0 16.3036
11120.0 29.9298
11120.0 16.3335
11120.1 7.81629
11120.1 5.57946
11120.1 3.75917
11120.2 3.02891
11120.4 2.79410
11120.8 2.72519
11121.6 2.70021
11123.2 2.68098
11126.3 2.64850
11132.6 2.57304
11138.8 2.47406
11145.1 2.33751
11148.2 2.24768
11151.4 2.13773
11154.5 2.00039
11157.6 1.82980
11160.8 1.62936
11162.4 1.53789
11163.9 1.50191
11165.5 1.66881
11166.3 1.97126
11167.1 2.62836
11167.8 4.12304
11168.2 5.50574
11168.6 7.71563
11169.0 11.3927
11169.4 17.8176
11169.8 29.6430
11170.2 52.0302
11170.6 92.6748
11171.0 129.201
11171.4 115.538
11171.8 80.6658
11172.3 52.0924
11172.8 36.1959
11173.3 27.0549
11173.7 21.4115
11174.2 17.6918
11174.7 15.1046
11175.7 11.8366
11176.6 9.86200
11177.6 8.57289
11179.5 7.02256
11181.4 6.12857
11183.3 5.55786
11185.2 5.16062
11187.1 4.87175
11191.0 4.47764
11194.8 4.22261
11198.6 4.04416
11202.5 3.91217
11210.1 3.72948
11217.8 3.60823
11225.4 3.52111
11233.1 3.45493
11248.4 3.35902
11263.7 3.29078
11294.4 3.19332
11325.0 3.11809
11355.6 3.04846
11386.3 2.97374
11401.6 2.93208
11409.2 2.91554
11413.1 2.93321
11415.0 3.04232
11415.5 3.15410
11415.9 3.45202
11416.2 3.82947
11416.4 4.74967
11416.5 5.80004
11416.7 8.01757
11416.7 10.1563
11416.8 13.8289
11416.8 20.6333
11416.9 32.0419
11417.0 50.7344
11417.0 61.4952
11417.1 50.7855
11417.1 32.1081
11417.2 20.6939
11417.2 14.7349
11417.3 10.6770
11417.3 8.65382
11417.4 6.22681
11417.5 5.12790
11417.7 4.05543
11418.0 3.59826
11418.4 3.22529
11418.8 3.07964
11420.5 2.92241
11423.8 2.86822
11430.6 2.82934
11444.0 2.76062
11457.5 2.67464
11470.9 2.55666
11477.7 2.47821
11484.4 2.37989
11491.1 2.25286
11497.8 2.08340
11501.2 1.97608
11504.6 1.85037
11511.3 1.54816
11514.7 1.43143
11516.3 1.45106
11518.0 1.63625
11519.7 2.26656
11520.5 2.97934
11521.4 4.27024
11522.2 6.71828
11522.6 8.74772
11523.1 11.6996
11523.5 16.1009
11523.9 22.8347
11524.3 33.3596
11524.7 49.8534
11525.4 90.0148
11526.0 125.962
11526.6 112.729
11527.3 78.9913
11527.9 55.3273
11528.5 40.5660
11529.1 31.2931
11529.7 25.2900
11530.9 18.0628
11532.1 14.1363
11533.3 11.7088
11534.4 10.1104
11536.8 8.15009
11539.2 7.00934
11541.6 6.27695
11544.0 5.76670
11546.4 5.39501
11551.1 4.88840
11555.9 4.56110
11560.7 4.33258
11565.4 4.16401
11575.0 3.93144
11584.5 3.77828
11594.1 3.66904
11603.6 3.58665
11622.7 3.46914
11641.8 3.38767
11660.9 3.32644
11670.4 3.30193
11675.2 3.29578
11677.6 3.31360
11678.8 3.40102
11679.4 3.72980
11679.7 4.81602
11679.8 7.77388
11679.9 12.9859
11679.9 20.6447
11679.9 35.1188
11680.0 52.1728
11680.0 66.5272
11680.0 52.2196
11680.1 35.1747
11680.1 23.8173
11680.1 16.1064
11680.2 10.0708
11680.3 6.03692
11680.5 4.14950
11680.9 3.52784
11681.7 3.34145
11683.3 3.28700
11686.6 3.26612
11693.2 3.24826
11706.3 3.22057
11732.5 3.17214
11785.0 3.08405
11811.3 3.03749
11837.5 2.98245
11863.7 2.90541
11876.9 2.84613
11883.4 2.80482
11886.7 2.77927
11888.3 2.76515
11889.2 2.75898
11889.6 2.76109
11889.8 2.77983
11889.9 2.83958
11889.9 2.97788
11890.0 4.60949
11890.0 6.47429
11890.0 4.61332
11890.1 2.97829
11890.1 2.83824
11890.2 2.77589
11890.4 2.75224
11890.9 2.74173
11891.7 2.73084
11893.4 2.71040
11896.7 2.66221
11900.1 2.59855
11903.4 2.50908
11906.7 2.37195
11908.4 2.27104
11910.1 2.13240
11911.7 1.93180
11913.4 1.63179
11914.3 1.44903
11915.1 1.37959
11915.5 1.61907
11915.7 1.98062
11915.9 2.73050
11916.1 4.33539
11916.2 5.87509
11916.3 8.05767
11916.5 11.9540
11916.6 17.9199
11916.7 28.1277
11916.8 47.0506
11916.9 85.2614
11917.0 118.298
11917.1 106.670
11917.2 74.1443
11917.3 58.6259
11917.4 46.4559
11917.6 31.4016
11917.7 23.1548
11917.9 18.4674
11918.0 15.1995
11918.2 12.9651
11918.5 10.2308
11918.8 8.55826
11919.1 7.50428
11919.8 6.20918
11920.4 5.46696
11921.0 4.99015
11922.3 4.42063
11923.5 4.08895
11924.8 3.87354
11927.3 3.61054
11929.8 3.45345
11932.3 3.34826
11937.4 3.21179
11942.4 3.12204
11947.4 3.05376
11957.5 2.94059
11967.5 2.82266
11972.5 2.74821
11977.6 2.65057
11982.6 2.50686
11985.1 2.40303
11987.6 2.26073
11990.1 2.05201
11992.6 1.72862
11995.1 1.34356
11995.8 1.45937
11996.1 1.71713
11996.4 2.28855
11996.7 3.63964
11996.9 4.92417
11997.0 6.83869
11997.2 10.2153
11997.3 15.6664
11997.5 26.1923
11997.7 45.3946
11997.8 82.4702
11998.0 115.654
11998.2 104.578
11998.3 73.2148
11998.5 54.3823
11998.6 41.3105
11998.8 32.6046
11998.9 26.6413
11999.2 19.3090
11999.5 15.1487
11999.7 12.5463
12000.0 10.7958
12000.6 8.62980
12001.1 7.36504
12001.7 6.54650
12002.3 5.97762
12002.8 5.56115
12003.9 4.99481
12005.1 4.62917
12006.2 4.37419
12007.3 4.18637
12009.5 3.92805
12011.8 3.75830
12014.0 3.63768
12016.3 3.54743
12020.7 3.41895
12025.2 3.33088
12034.2 3.21299
12043.1 3.13244
12052.1 3.06896
12061.0 3.01402
12065.5 2.99080
12067.7 2.99149
12068.8 3.03933
12069.4 3.23821
12069.7 3.92254
12069.8 5.89167
12069.9 10.1436
12069.9 15.0649
12070.0 29.0453
12070.0 46.2252
12070.0 55.1921
12070.0 46.2710
12070.0 29.1060
12070.1 15.1157
12070.1 9.16888
12070.2 5.38273
12070.4 3.73377
12070.7 3.17745
12071.3 3.01290
12072.6 2.96083
12075.1 2.93369
12080.2 2.89927
12090.3 2.83024
12100.4 2.74834
12110.5 2.64188
12115.6 2.57339
12120.6 2.48948
12125.7 2.38311
12130.7 2.24463
12135.8 2.06069
12140.8 1.84261
12143.4 1.78912
12144.6 1.84423
12145.9 2.05712
12147.2 2.67848
12147.8 3.33338
12148.4 4.47154
12149.0 6.53896
12149.7 10.5353
12150.0 13.9759
12150.3 18.8770
12150.6 26.4309
12150.9 37.3248
12151.5 66.8382
12152.0 93.2104
12152.5 83.8053
12153.1 59.2466
12153.6 41.7324
12154.1 30.8032
12154.6 23.9411
12155.1 19.5116
12155.6 16.3947
12156.1 14.1620
12157.1 11.2593
12158.2 9.46099
12159.2 8.27788
12161.2 6.82480
12163.2 5.97710
12165.2 5.43010
12167.3 5.05018
12169.3 4.77307
12173.4 4.39329
12177.4 4.14752
12181.5 3.97504
12185.5 3.84710
12193.6 3.66898
12201.7 3.55001
12209.8 3.46367
12217.9 3.39740
12234.1 3.29974
12250.4 3.22827
12282.8 3.11999
12315.2 3.02420
12331.4 2.97131
12347.6 2.90728
12363.8 2.81902
12371.9 2.75664
12380.0 2.67090
12384.1 2.61345
12388.2 2.54093
12392.2 2.44558
12396.3 2.31396
12400.3 2.12023
12402.3 1.98639
12404.4 1.81881
12408.4 1.46460
12409.4 1.58450
12409.9 1.83576
12410.4 2.39442
12411.0 3.69325
12411.2 4.89213
12411.5 6.80565
12411.7 10.1425
12412.0 15.7733
12412.2 26.0477
12412.5 45.2664
12412.7 81.0320
12413.0 113.596
12413.3 102.271
12413.5 71.8915
12413.8 49.5908
12414.1 35.9987
12414.4 27.6256
12414.6 22.3712
12414.9 18.6317
12415.2 15.9739
12415.7 12.5683
12416.2 10.4514
12416.8 9.07620
12417.8 7.37767
12418.9 6.39569
12420.0 5.76302
12421.0 5.32419
12422.1 5.00573
12424.2 4.56801
12426.4 4.28621
12428.5 4.08832
12430.6 3.94290
12434.9 3.74172
12439.2 3.60894
12443.4 3.51419
12447.7 3.44271
12456.3 3.34070
12464.8 3.27008
12481.9 3.17437
12499.0 3.10769
12516.1 3.05423
12550.2 2.96106
12584.4 2.86171
12601.5 2.79974
12618.6 2.71967
12627.1 2.66802
12635.6 2.60404
12644.2 2.52128
12652.7 2.40835
12657.0 2.33440
12661.3 2.24335
12665.5 2.12897
12669.8 1.98322
12678.3 1.63410
12680.5 1.67711
12681.6 1.83090
12682.6 2.20858
12683.7 3.11904
12684.2 4.00791
12684.8 5.42940
12685.3 7.88306
12685.8 12.1574
12686.4 20.1000
12686.9 35.2730
12687.4 63.3337
12688.0 89.2841
12688.6 80.8007
12689.1 57.1291
12689.5 44.9928
12689.8 36.2915
12690.5 25.2585
12691.2 18.9751
12691.9 15.2066
12692.7 12.7073
12693.4 11.0017
12694.8 8.81843
12696.2 7.51674
12697.6 6.66492
12700.4 5.63185
12703.2 5.03576
12706.0 4.65077
12708.9 4.38256
12711.7 4.18528
12717.3 3.91461
12723.0 3.73731
12728.6 3.61169
12734.2 3.51770
12745.5 3.38465
12756.8 3.29361
12779.3 3.17227
12801.9 3.08980
12824.4 3.02544
12869.5 2.91907
12914.7 2.81815
12959.8 2.70331
12982.3 2.63355
13004.9 2.54950
13016.1 2.49972
13027.4 2.44296
13038.7 2.37736
13044.3 2.34206
13047.2 2.33071
13048.6 2.35499
13049.3 2.48095
13049.6 2.94114
13049.8 4.46793
13049.9 8.53827
13049.9 14.8834
13049.9 21.8241
13050.0 35.7787
13050.0 69.2617
13050.0 35.8600
13050.1 17.9125
13050.1 9.64630
13050.2 4.96000
13050.4 3.10714
13050.7 2.51894
13051.3 2.34873
13052.6 2.29440
13055.1 2.26204
13060.3 2.21447
13070.5 2.11052
13080.7 1.98222
13090.9 1.82020
13111.3 1.41261
13116.4 1.42303
13119.0 1.55403
13121.5 1.91123
13124.1 2.82220
13125.4 3.73767
13126.6 5.26653
13127.9 7.98461
13129.2 13.0412
13129.8 17.2460
13130.5 23.3282
13131.1 32.2397
13131.7 45.0154
13132.9 80.1521
13134.0 111.657
13135.1 99.4662
13136.3 69.1393
13137.2 50.3812
13138.1 38.0817
13138.6 33.6143
13139.0 29.9894
13139.5 27.2034
13139.7 26.6782
13139.8 28.2453
13139.9 32.3372
13139.9 37.9862
13140.0 48.2541
13140.0 72.0457
13140.0 47.8613
13140.1 32.9006
13140.1 28.3826
13140.2 24.8740
13140.4 22.8027
13140.8 20.9395
13141.5 18.4334
13142.2 16.4782
13142.9 14.9254
13144.3 12.5694
13145.8 10.9051
13148.6 8.71580
13151.5 7.36225
13154.3 6.44468
13157.2 5.78352
13162.9 4.87024
13168.6 4.21653
13174.3 3.61020
13177.1 3.24302
13178.5 3.01278
13180.0 2.72926
13181.4 2.35675
13182.8 1.87469
13183.5 1.64091
13184.2 1.71425
13184.6 2.27730
13184.8 2.95263
13185.0 4.09594
13185.1 6.32346
13185.3 10.6740
13185.4 14.3380
13185.5 19.6821
13185.6 27.5532
13185.7 38.4866
13185.8 71.1750
13186.0 104.736
13186.1 105.858
13186.2 96.7688
13186.3 70.1195
13186.4 55.9852
13186.6 45.0952
13186.8 31.8747
13187.0 24.0559
13187.2 19.4959
13187.4 16.3521
13187.6 14.2633
13188.0 11.5631
13188.5 9.88762
13188.9 8.78084
13189.8 7.43194
13190.6 6.62712
13191.5 6.10274
13192.3 5.72916
13193.2 5.44831
13194.9 5.04888
13196.6 4.77763
13198.3 4.57738
13199.1 4.49597
13199.6 4.46260
13199.8 4.46177
13199.9 4.50930
13200.0 6.09508
13200.0 7.77391
13200.0 6.09671
13200.1 4.52245
13200.2 4.43705
13200.4 4.39870
13200.7 4.36404
13201.4 4.31107
13202.8 4.21979
13205.6 4.06857
13211.2 3.84329
13216.8 3.67412
13222.3 3.53586
13233.5 3.30435
13244.6 3.09065
13255.8 2.85222
13261.4 2.70444
13266.9 2.51842
13272.5 2.26302
13275.3 2.09247
13278.1 1.88058
13283.7 1.38253
13285.1 1.43811
13285.8 1.64566
13286.4 2.15053
13286.8 2.62597
13287.1 3.36210
13287.5 4.52074
13287.8 6.32410
13288.2 9.40347
13288.5 14.7657
13288.9 24.5214
13289.2 41.9458
13289.6 76.2951
13290.0 108.468
13290.4 98.8468
13290.8 70.2124
13291.2 46.3992
13291.7 32.8340
13292.1 24.9001
13292.6 20.0278
13293.0 16.6967
13293.5 14.4068
13294.4 11.4157
13295.3 9.59015
13296.1 8.39979
13297.9 6.94141
13299.7 6.08722
13301.5 5.53440
13303.3 5.14407
13305.1 4.85626
13308.6 4.45485
13312.2 4.18620
13319.3 3.83991
13326.5 3.61485
13333.6 3.44568
13347.9 3.17472
13362.2 2.90975
13369.3 2.75227
13376.5 2.55543
13380.0 2.43267
13383.6 2.28529
13387.2 2.10354
13390.7 1.87423
13394.3 1.58638
13397.9 1.29269
13399.7 1.29263
13400.6 1.45440
13401.4 1.89854
13401.9 2.33270
13402.3 2.99935
13402.8 4.08419
13403.2 5.80875
13403.7 8.77329
13404.1 13.8415
13404.6 23.3172
13405.0 40.5988
13405.5 74.9191
13406.0 107.730
13406.5 98.5773
13407.0 70.1225
13407.4 54.2614
13407.7 42.9000
13408.1 34.8721
13408.4 29.1079
13409.1 21.6646
13409.8 17.2862
13410.5 14.4122
13411.2 12.4623
13412.6 9.97314
13414.0 8.47977
13415.4 7.50731
13418.1 6.31836
13420.9 5.62093
13423.7 5.16533
13426.5 4.84122
13429.3 4.59895
13434.9 4.25420
13440.4 4.01424
13451.6 3.67600
13462.7 3.40245
13468.3 3.26006
13473.8 3.09587
13479.4 2.88766
13482.2 2.75640
13485.0 2.60233
13487.8 2.43323
13490.6 2.35000
13491.9 2.51858
13492.6 2.78778
13493.3 3.33921
13494.0 4.52520
13494.4 5.58823
13494.7 7.16956
13495.1 9.74050
13495.4 13.9695
13495.8 21.1586
13496.1 33.0601
13496.6 59.2800
13497.0 83.0327
13497.5 75.1188
13497.9 53.5701
13498.3 38.2174
13498.7 28.7451
13499.1 22.5815
13499.6 18.6014
13500.4 13.7919
13501.2 11.1357
13502.0 9.49757
13502.9 8.40399
13504.5 7.06239
13506.2 6.27311
13507.8 5.76049
13509.5 5.40218
13511.2 5.13939
13514.5 4.77538
13517.8 4.53669
13521.1 4.36682
13524.4 4.23901
13531.0 4.05744
13537.7 3.93285
13544.3 3.84051
13550.9 3.76838
13564.2 3.66040
13577.4 3.58139
13603.9 3.46839
13630.4 3.38717
13657.0 3.32294
13683.5 3.26890
13696.7 3.24451
13703.4 3.23293
13706.7 3.22773
13708.3 3.22706
13709.2 3.23421
13709.6 3.26508
13709.8 3.37868
13709.9 3.70349
13709.9 4.43339
13710.0 5.98761
13710.0 10.9709
13710.0 18.7058
13710.0 10.9784
13710.1 5.99326
13710.1 4.43720
13710.1 3.70569
13710.2 3.36663
13710.5 3.26246
13710.9 3.23090
13711.7 3.22125
13713.5 3.21622
13716.9 3.20993
13723.8 3.19848
13737.5 3.17650
13765.0 3.13464
13792.4 3.09506
13806.2 3.07834
13813.0 3.08010
13816.5 3.11855
13818.2 3.27854
13818.6 3.43648
13819.1 3.85456
13819.3 4.40113
13819.5 5.67137
13819.6 7.19015
13819.7 10.0399
13819.8 13.3448
13819.8 18.1096
13819.9 26.5706
13819.9 34.8293
13819.9 45.3764
13820.0 68.6425
13820.0 87.5494
13820.1 68.7747
13820.1 45.5355
13820.1 31.8735
13820.2 22.6970
13820.3 13.4495
13820.3 9.36178
13820.4 7.46007
13820.6 5.37192
13820.7 4.51855
13821.0 3.77904
13821.3 3.49487
13822.5 3.18539
13825.0 3.11334
13827.4 3.18945
13828.1 3.28126
13828.7 3.52999
13829.0 3.85589
13829.3 4.63409
13829.4 5.60981
13829.6 7.61980
13829.7 9.78439
13829.7 13.1402
13829.8 20.7314
13829.9 27.5384
13829.9 36.8466
13829.9 55.7012
13830.0 70.4715
13830.1 55.7179
13830.1 36.8668
13830.2 25.5819
13830.2 18.2628
13830.3 11.4740
13830.4 8.06244
13830.5 6.47485
13830.7 4.87183
13830.9 4.19941
13831.2 3.60527
13831.6 3.37781
13833.1 3.13057
13836.1 3.05791
13842.1 3.03004
13854.1 3.00658
13878.1 2.96814
13926.0 2.88721
13950.0 2.84128
13973.9 2.78956
13997.9 2.73020
14009.9 2.70070
14015.9 2.70371
14018.9 2.77992
14019.6 2.86321
14020.4 3.09144
14020.8 3.39354
14021.1 4.13263
14021.3 5.03104
14021.5 6.89046
14021.6 8.99920
14021.7 12.4881
14021.8 19.4207
14021.8 26.3189
14021.9 36.2189
14021.9 55.3777
14022.0 70.1616
14022.1 55.5085
14022.1 36.3774
14022.2 24.8324
14022.3 17.5362
14022.4 10.7667
14022.5 7.67019
14022.6 6.03954
14022.8 4.48246
14023.0 3.79356
14023.5 3.21665
14023.9 2.98685
14024.8 2.80523
14025.7 2.73621
14029.2 2.65549
14036.3 2.60982
14050.4 2.54259
14064.5 2.46518
14078.7 2.36628
14092.8 2.22923
14099.9 2.13575
14106.9 2.01397
14114.0 1.84499
14117.5 1.73297
14121.0 1.59511
14124.6 1.43085
14128.1 1.30006
14129.9 1.37615
14130.8 1.55298
14131.6 1.96728
14132.5 2.95348
14133.0 3.89588
14133.4 5.44072
14133.9 8.09103
14134.3 12.9086
14134.7 22.2597
14135.0 30.0818
14135.2 41.2074
14135.6 73.4458
14136.0 101.264
14136.4 89.5614
14136.8 62.2892
14137.1 46.5911
14137.5 35.7979
14137.8 28.4321
14138.1 23.4297
14138.7 17.0038
14139.3 13.2787
14139.9 10.8892
14140.5 9.30145
14141.7 7.32460
14143.0 6.15739
14144.2 5.40681
14146.6 4.49756
14149.1 3.96606
14151.5 3.61710
14156.4 3.17288
14161.3 2.88624
14166.2 2.66894
14176.0 2.31002
14185.7 1.95081
14190.6 1.74780
14195.5 1.52572
14200.4 1.31469
14202.9 1.25799
14205.3 1.32098
14207.8 1.72608
14209.0 2.24032
14210.2 3.21361
14211.4 5.13079
14212.0 6.72952
14212.6 9.06504
14213.3 12.5522
14213.9 17.8784
14214.5 26.1639
14215.1 39.0669
14216.0 71.7856
14217.0 102.855
14218.0 93.8827
14218.9 66.6539
14220.0 45.1122
14221.0 32.5179
14222.0 24.8671
14223.1 20.0371
14224.1 16.7451
14225.1 14.4360
14227.2 11.4320
14229.3 9.59156
14231.3 8.37016
14235.5 6.87080
14239.6 5.98992
14243.7 5.41470
14247.9 5.00747
14252.0 4.70420
14260.3 4.27675
14268.5 3.98364
14285.1 3.58165
14301.6 3.27049
14309.9 3.11265
14318.2 2.93060
14326.4 2.69147
14330.6 2.52970
14334.7 2.31785
14338.8 2.02132
14340.9 1.82491
14343.0 1.58883
14345.0 1.32427
14346.1 1.21354
14347.1 1.18546
14348.1 1.43189
14348.7 1.82683
14349.2 2.62069
14349.7 4.29414
14350.0 5.75627
14350.2 7.85140
14350.5 11.1745
14350.7 16.4069
14351.0 24.8170
14351.2 37.7103
14351.6 70.5672
14352.0 101.435
14352.2 102.485
14352.4 93.4754
14352.8 67.4237
14353.2 44.8647
14353.7 31.9694
14354.1 24.4093
14354.6 19.7543
14355.0 16.5627
14355.5 14.3199
14356.4 11.4522
14357.3 9.69110
14358.1 8.53679
14359.9 7.10859
14361.7 6.27295
14363.5 5.72745
14365.3 5.34401
14367.1 5.06113
14370.7 4.66652
14374.2 4.40462
14381.4 4.07455
14388.6 3.86970
14395.7 3.72654
14410.0 3.53059
14424.3 3.39336
14438.6 3.28390
14467.2 3.09731
14495.8 2.90759
14510.1 2.79491
14524.4 2.65664
14531.6 2.57230
14538.8 2.47376
14545.9 2.35702
14553.1 2.21974
14560.2 2.07320
14563.8 2.01827
14567.4 2.02210
14570.9 2.21185
14572.7 2.48915
14574.5 3.04675
14576.3 4.21127
14577.2 5.24635
14578.1 6.80693
14579.0 9.28677
14579.9 13.2694
14580.8 19.9239
14581.7 31.1530
14582.8 55.6426
14584.0 78.3760
14585.2 70.9291
14586.3 50.2387
14587.3 37.1510
14588.3 28.4422
14589.3 22.6716
14590.2 18.7650
14592.1 13.9329
14594.1 11.1886
14596.0 9.46173
14597.9 8.30489
14601.8 6.86812
14605.7 6.02278
14609.5 5.47401
14613.4 5.08998
14617.3 4.80670
14625.0 4.41624
14632.7 4.15912
14640.4 3.97554
14648.2 3.83669
14663.6 3.63615
14679.1 3.49351
14694.5 3.38181
14702.3 3.33315
14706.1 3.31042
14708.0 3.30054
14709.0 3.30054
14709.5 3.31894
14709.7 3.39170
14709.9 3.61806
14709.9 4.17171
14709.9 5.14070
14710.0 10.6954
14710.0 18.1042
14710.0 10.7141
14710.1 4.70561
14710.1 3.80335
14710.2 3.44464
14710.4 3.32939
14710.8 3.29508
14711.6 3.28177
14713.2 3.27062
14716.3 3.25270
14722.5 3.21880
14735.0 3.15377
14760.0 3.02617
14785.0 2.88880
14797.5 2.81076
14803.7 2.76801
14806.9 2.74558
14808.4 2.73428
14809.2 2.72950
14809.6 2.73068
14809.8 2.74418
14809.9 2.79137
14810.0 3.94316
14810.0 5.16925
14810.0 3.94800
14810.1 2.80414
14810.2 2.74635
14810.4 2.72685
14810.7 2.71851
14811.4 2.71154
14812.8 2.70021
14815.6 2.67763
14821.2 2.62978
14832.3 2.52049
14843.4 2.38626
14854.6 2.21657
14865.7 1.99893
14876.8 1.75373
14882.4 1.70456
14885.2 1.77452
14888.0 2.01844
14890.8 2.68577
14892.1 3.36157
14893.5 4.49167
14894.9 6.44450
14896.3 9.97095
14897.7 16.6608
14899.1 29.7108
14900.6 54.1997
14902.0 77.4084
14903.5 71.0012
14904.9 50.9311
14905.9 40.0146
14906.9 32.1359
14908.8 22.3065
14910.8 16.8911
14912.7 13.6283
14914.7 11.5060
14916.6 10.0394
14920.5 8.18029
14924.4 7.06418
14928.3 6.33135
14936.1 5.43207
14943.9 4.90389
14951.7 4.55660
14959.5 4.30916
14967.3 4.12239
14982.8 3.85416
14998.4 3.66424
15029.6 3.38843
15060.8 3.15766
15076.4 3.03669
15091.9 2.89835
15107.5 2.72327
15115.3 2.61009
15123.1 2.46598
15130.9 2.26682
15134.8 2.13117
15138.7 1.95483
15142.6 1.71122
15146.5 1.35991
15148.4 1.14243
15150.4 1.00547
15151.4 1.15866
15151.9 1.42858
15152.3 1.98317
15152.8 3.16852
15153.1 4.18455
15153.3 5.70285
15153.6 8.14040
15153.8 11.8286
15154.0 17.7061
15154.3 27.0896
15154.6 50.9332
15155.0 73.5079
15155.2 74.3697
15155.4 67.8892
15155.7 49.0631
15156.0 38.8170
15156.2 31.2571
15156.7 21.8991
15157.2 16.5293
15157.6 13.3215
15158.1 11.1691
15158.6 9.70217
15159.5 7.81545
15160.5 6.66105
15161.4 5.89570
15163.3 4.95200
15165.2 4.38569
15167.1 4.00742
15170.9 3.51649
15174.7 3.19497
15178.5 2.95125
15186.0 2.56493
15193.6 2.24175
15197.4 2.11866
15201.2 2.07982
15205.0 2.29257
15206.9 2.64283
15208.8 3.36399
15210.7 4.87681
15211.6 6.20636
15212.6 8.19219
15213.5 11.3005
15214.5 16.1969
15215.4 24.2775
15216.3 37.3999
15217.7 67.9800
15219.0 97.0053
15220.3 88.6766
15221.7 63.2567
15222.5 49.8925
15223.4 40.0916
15225.1 27.8936
15226.9 21.1006
15228.6 16.9805
15230.3 14.2893
15232.1 12.4246
15235.5 10.0511
15239.0 8.62515
15242.4 7.68950
15249.4 6.54406
15256.3 5.87345
15263.2 5.43535
15270.1 5.12620
15277.1 4.89600
15290.9 4.57462
15304.7 4.35967
15318.6 4.20426
15332.4 4.08583
15360.1 3.91475
15387.8 3.79465
15443.2 3.63046
15498.6 3.51576
15554.0 3.42300
15609.3 3.33745
15637.0 3.29623
15650.9 3.28992
15654.3 3.30248
15657.8 3.34919
15659.5 3.41813
15661.3 3.60999
15662.1 3.86369
15663.0 4.50095
15663.4 5.28635
15663.9 7.02834
15664.1 8.89630
15664.3 12.2427
15664.4 15.2222
15664.5 19.7692
15664.6 26.9400
15664.7 37.4131
15664.9 57.7219
15665.0 71.6981
15665.1 57.8350
15665.3 37.5541
15665.4 24.7725
15665.5 17.5673
15665.7 13.2894
15665.8 10.6167
15666.1 7.65207
15666.3 6.15555
15666.6 5.27876
15666.9 4.75912
15667.4 4.17456
15668.4 3.69059
15669.5 3.50251
15671.6 3.35437
15673.6 3.29651
15677.8 3.24746
15682.0 3.22350
15698.8 3.16664
15715.5 3.11136
15732.2 3.04032
15740.6 2.99393
15749.0 2.93567
15757.3 2.85901
15765.7 2.75187
15769.9 2.67981
15774.1 2.58899
15778.3 2.47018
15782.4 2.30937
15786.6 2.08154
15790.8 1.76072
15792.9 1.59201
15794.0 1.54890
15795.0 1.61098
15796.0 1.97835
15796.6 2.43813
15797.1 3.30434
15797.6 5.02911
15797.9 6.45208
15798.1 8.52513
15798.4 11.6098
15798.7 16.3005
15798.9 23.5573
15799.2 34.7855
15799.6 63.9679
15800.0 90.9677
15800.4 83.1639
15800.8 59.6606
15801.3 41.3355
15801.7 30.2360
15802.1 23.4345
15802.5 19.1270
15803.0 16.1133
15803.4 13.9683
15804.3 11.1967
15805.1 9.47958
15806.0 8.35103
15807.7 6.95397
15809.4 6.13940
15811.1 5.61071
15812.8 5.24165
15814.5 4.97013
15817.9 4.59823
15821.4 4.35580
15824.8 4.18523
15828.2 4.05884
15835.0 3.88244
15841.9 3.76483
15848.7 3.67975
15855.5 3.61481
15869.2 3.52000
15882.9 3.45158
15910.2 3.35044
15937.6 3.26402
15951.2 3.21739
15964.9 3.16160
15978.6 3.08516
15985.4 3.03113
15992.2 2.95657
15999.1 2.84239
16002.5 2.75737
16005.9 2.63842
16009.3 2.45808
16012.7 2.15655
16014.5 1.92439
16016.2 1.63758
16017.0 1.54666
16017.9 1.79747
16018.3 2.43820
16018.5 3.10059
16018.7 4.22814
16018.9 6.33572
16019.2 10.0879
16019.4 17.3800
16019.5 23.7963
16019.6 32.9381
16019.8 60.5074
16020.0 86.8363
16020.2 79.9015
16020.4 57.2253
16020.6 39.6879
16020.9 29.0383
16021.1 22.5299
16021.3 18.3353
16021.5 15.4833
16021.7 13.4526
16022.2 10.8491
16022.6 9.21206
16023.0 8.14587
16023.9 6.81374
16024.8 6.03510
16025.7 5.52889
16027.4 4.91467
16029.1 4.55614
16030.9 4.32403
16034.4 4.03971
16037.9 3.87139
16041.3 3.76013
16048.3 3.62032
16055.3 3.53441
16062.2 3.47507
16076.2 3.39552
16090.1 3.34143
16104.0 3.29979
16118.0 3.26658
16124.9 3.26103
16128.4 3.29690
16130.2 3.45952
16130.6 3.62338
16131.0 4.04468
16131.3 4.58545
16131.5 5.90710
16131.6 7.42169
16131.7 10.6382
16131.8 14.1359
16131.8 19.1724
16131.9 28.0987
16131.9 47.3917
