Br-79(n,g) ENDF/B-VII.1
71.1813 0.270867
76.9450 0.181693
82.7088 0.137417
88.4725 0.112332
100.000 0.0874838
114.437 0.0771598
128.873 0.0785238
143.310 0.0910472
150.528 0.107499
154.137 0.135755
155.039 0.158163
155.942 0.214389
156.393 0.284791
156.618 0.349833
156.844 0.459172
157.069 0.664675
157.182 0.842623
157.295 1.12040
157.408 1.58717
157.521 2.44836
157.577 3.16868
157.633 4.23749
157.690 5.86627
157.746 8.34687
157.823 13.2691
157.900 16.5428
157.977 13.2631
158.054 8.33982
158.115 5.69254
158.176 4.02016
158.237 2.95681
158.298 2.25776
158.421 1.44316
158.543 1.01300
158.665 0.760984
158.787 0.601904
159.031 0.420692
159.276 0.325926
159.520 0.270566
160.009 0.212386
160.986 0.169888
161.963 0.156820
165.872 0.160298
169.781 0.188540
173.690 0.240443
177.598 0.344948
179.553 0.444517
181.507 0.620709
183.462 0.985485
184.439 1.33983
185.416 1.97158
185.905 2.49342
186.393 3.27631
186.882 4.53012
187.371 6.72774
187.615 8.50846
187.859 11.1267
188.104 15.2022
188.226 18.1497
188.348 22.0499
188.470 27.3677
188.592 34.8604
188.714 45.8953
188.836 63.0147
188.959 91.5156
189.020 113.288
189.081 143.298
189.142 186.007
189.203 248.499
189.264 342.088
189.325 481.893
189.413 770.611
189.500 962.863
189.588 770.147
189.675 481.397
189.759 302.693
189.842 200.076
189.925 139.679
190.009 102.212
190.176 60.9754
190.342 40.3494
190.509 28.7147
190.676 21.5772
191.010 13.8041
191.343 10.2420
191.677 9.25008
191.844 9.99529
192.010 12.5814
192.094 15.3587
192.177 20.2267
192.261 29.1727
192.344 46.0452
192.422 71.3193
192.500 88.1593
192.578 70.9550
192.656 45.3350
192.713 32.3875
192.771 23.9131
192.886 14.5783
193.000 10.0221
193.115 7.50158
193.345 4.93233
193.574 3.67937
194.033 2.46828
194.492 1.87300
195.410 1.27280
196.328 0.969252
198.164 0.673226
200.000 0.541174
202.862 0.459744
205.723 0.451388
208.585 0.518302
209.300 0.573822
210.015 0.705816
210.373 0.863739
210.731 1.23782
210.910 1.65884
211.088 2.53991
211.178 3.38560
211.267 4.83470
211.357 7.52230
211.446 12.7642
211.523 20.0822
211.600 24.9434
211.677 20.0787
211.754 12.7624
211.806 9.29229
211.858 6.94327
211.963 4.26290
212.067 2.92391
212.172 2.18198
212.380 1.44602
212.589 1.11232
213.007 0.833876
213.424 0.729475
215.095 0.662492
218.436 0.799643
221.776 1.08313
225.117 1.61133
226.787 2.05528
228.458 2.72867
230.128 3.82049
231.799 5.76443
232.634 7.36324
233.469 9.74732
234.304 13.5287
235.139 20.0536
235.557 25.2536
235.975 32.7725
236.392 44.2102
236.810 62.8024
237.227 95.8657
237.436 122.865
237.645 162.598
237.854 223.952
238.063 324.149
238.271 497.517
238.480 805.796
238.690 1288.52
238.900 1609.20
239.110 1286.23
239.320 803.476
239.527 497.335
239.734 324.704
239.942 224.573
240.149 163.156
240.356 123.302
240.563 96.2072
240.977 62.9944
241.391 44.3019
241.806 32.8039
242.634 20.0200
243.463 13.4672
244.291 9.67517
245.120 7.28794
245.948 5.68965
247.605 3.75111
249.262 2.66672
250.919 2.00067
252.576 1.56339
255.890 1.04555
259.204 0.765650
262.519 0.601290
265.833 0.500920
272.461 0.408096
279.089 0.417819
282.403 0.475693
285.717 0.622907
287.374 0.783726
289.031 1.11215
289.860 1.42964
290.688 2.00418
291.102 2.49942
291.517 3.31336
291.724 3.97503
291.931 5.04072
292.138 7.23596
292.242 9.59161
292.345 14.2449
292.500 23.9926
292.655 16.2599
292.746 13.2678
292.837 12.3141
293.019 13.2867
293.201 16.6232
293.383 22.7317
293.474 27.4350
293.564 33.8891
293.655 43.0229
293.746 56.3997
293.837 76.9312
293.928 110.054
294.019 166.431
294.110 264.651
294.205 422.966
294.300 528.426
294.395 422.766
294.490 264.403
294.583 164.897
294.675 108.332
294.768 75.3446
294.860 55.0143
294.953 41.7871
295.045 32.7686
295.230 21.6881
295.415 15.4389
295.600 11.5883
295.970 7.30384
296.340 5.10894
296.710 3.84218
297.450 2.52315
298.190 1.89894
298.930 1.56809
300.410 1.28359
303.370 1.28605
306.330 1.70041
307.810 2.10400
309.290 2.73683
310.770 3.77759
311.510 4.56236
312.250 5.63819
312.990 7.16630
313.730 9.43749
314.470 13.0199
315.210 19.1470
315.580 23.9850
315.950 30.9173
316.320 41.3344
316.690 57.9788
317.060 86.8311
317.245 109.787
317.430 142.727
317.615 191.905
317.800 268.624
317.985 393.357
318.170 598.790
318.385 957.602
318.600 1196.16
318.815 956.286
319.030 597.458
319.177 426.315
319.325 311.185
319.472 233.770
319.619 180.561
319.913 115.625
320.208 79.7165
320.502 58.0481
320.797 44.0669
321.385 27.7979
321.974 19.0902
322.563 13.9080
323.152 10.5804
323.741 8.31911
324.918 5.53308
326.096 3.94843
327.274 2.96227
328.451 2.30741
330.807 1.51915
333.162 1.08093
335.517 0.812492
337.873 0.636315
342.583 0.427113
347.294 0.313103
352.004 0.245350
356.715 0.203445
366.136 0.165553
370.847 0.165881
375.558 0.184844
380.268 0.243162
382.624 0.306996
384.979 0.426980
386.157 0.529229
387.334 0.685941
388.512 0.942969
389.689 1.40692
390.278 1.79331
390.867 2.37602
391.456 3.31428
392.045 4.96824
392.339 6.31501
392.634 8.30192
392.928 11.4082
393.222 16.6565
393.370 20.7513
393.517 26.5522
393.664 35.1388
393.811 48.5764
393.958 71.1776
394.032 88.6270
394.106 112.961
394.179 147.977
394.253 200.028
394.326 279.535
394.400 401.234
394.500 641.739
394.600 801.926
394.700 641.510
394.800 400.978
394.868 287.294
394.935 210.475
395.003 158.572
395.071 122.759
395.206 78.8482
395.341 54.4876
395.476 39.7407
395.612 30.2104
395.882 19.0947
396.153 13.1350
396.423 9.58291
396.694 7.29994
396.964 5.74750
397.505 3.83343
398.046 2.74377
398.587 2.06532
399.128 1.61464
400.210 1.07180
401.292 0.769858
402.374 0.584739
403.456 0.463096
405.620 0.318125
407.784 0.238248
412.111 0.157765
416.439 0.120243
420.767 0.100226
429.423 0.0830245
438.078 0.0822926
446.734 0.0997573
451.062 0.123626
455.389 0.176593
457.553 0.230686
459.717 0.333961
460.799 0.428129
461.881 0.594069
462.422 0.741620
462.963 1.01454
463.234 1.28041
463.504 1.81492
463.639 2.34604
463.775 3.33922
463.842 4.19929
463.910 5.53303
463.977 7.69797
464.045 11.2723
464.123 17.4413
464.200 21.5706
464.278 17.5204
464.355 11.4328
464.412 8.38703
464.468 6.40514
464.581 4.26616
464.694 3.28286
464.808 2.79669
465.034 2.44701
465.260 2.45928
465.713 3.00868
466.165 4.24179
466.618 6.77206
466.844 9.07538
467.070 12.8344
467.296 19.5466
467.409 25.0403
467.523 33.1432
467.636 45.7049
467.749 66.2856
467.862 102.091
467.975 166.264
468.088 266.075
468.200 332.651
468.313 265.990
468.425 166.166
468.535 103.269
468.645 67.6651
468.755 46.9472
468.865 34.1983
468.975 25.9066
469.085 20.2638
469.305 13.3364
469.525 9.43097
469.745 7.02712
470.185 4.35339
470.625 2.98377
471.065 2.19364
471.946 1.37158
472.826 0.985210
473.706 0.786200
475.466 0.650758
477.226 0.750379
478.106 0.922754
478.987 1.26685
479.867 2.01136
480.307 2.73501
480.747 4.00153
481.187 6.51224
481.407 8.80478
481.627 12.5901
481.847 19.4814
481.957 25.2393
482.067 33.9102
482.177 47.7245
482.287 71.2991
482.342 89.5442
482.397 114.737
482.452 149.921
482.507 198.722
482.604 318.016
482.700 397.578
482.797 317.924
482.893 198.618
482.954 145.681
483.014 108.822
483.135 65.2898
483.257 42.7030
483.378 29.8788
483.499 21.9914
483.620 16.8371
483.862 10.7603
484.104 7.46575
484.347 5.48904
484.831 3.34001
485.316 2.26093
485.800 1.64493
486.285 1.26146
486.769 1.00806
487.738 0.712464
488.707 0.583034
489.192 0.582219
489.676 0.683766
489.919 0.842299
490.161 1.22756
490.282 1.64032
490.403 2.42549
490.464 3.10008
490.524 4.12243
490.585 5.72703
490.645 8.25033
490.723 13.0070
490.800 16.1698
490.877 12.9895
490.955 8.22997
491.025 5.37427
491.096 3.69244
491.167 2.68281
491.237 2.04739
491.379 1.33454
491.520 0.970231
491.662 0.759771
491.803 0.627090
492.085 0.473826
492.651 0.338056
493.216 0.276402
494.347 0.215793
495.477 0.183593
497.739 0.147795
500.000 0.128263
505.023 0.110506
507.534 0.118488
508.162 0.129775
508.790 0.160375
509.104 0.198774
509.418 0.290213
509.575 0.391612
509.732 0.597607
509.810 0.788509
509.889 1.10272
509.967 1.65228
510.046 2.64202
510.123 4.16662
510.200 5.18250
510.277 4.16595
510.354 2.64113
510.428 1.69576
510.502 1.15328
510.575 0.834102
510.649 0.636113
510.796 0.418025
510.943 0.308857
511.238 0.208835
511.532 0.166213
512.121 0.131584
512.710 0.118282
515.066 0.105602
519.777 0.108331
529.199 0.138668
533.911 0.168908
538.622 0.218920
543.333 0.315491
545.689 0.437037
546.278 0.511772
546.866 0.674950
547.161 0.860177
547.455 1.27848
547.603 1.72750
547.750 2.61460
547.823 3.41530
547.897 4.70008
547.971 6.87196
548.044 10.6273
548.122 16.7382
548.200 20.8136
548.278 16.7435
548.356 10.6396
548.419 7.31001
548.482 5.22985
548.545 3.91993
548.608 3.06670
548.734 2.07990
548.860 1.56523
549.113 1.08308
549.365 0.879601
549.869 0.729990
550.374 0.693830
552.392 0.804865
554.410 1.09289
556.428 1.62968
557.437 2.07673
558.446 2.74855
559.455 3.82448
559.960 4.62324
560.464 5.70644
560.969 7.22664
561.473 9.45373
561.978 12.9017
562.482 18.6474
562.734 23.0707
562.987 29.2549
563.239 38.2604
563.491 52.0312
563.743 74.4672
563.996 113.980
564.122 145.554
564.248 190.366
564.374 255.072
564.500 348.093
564.700 556.778
564.900 695.706
565.100 556.386
565.300 347.696
565.450 240.794
565.599 171.509
565.749 126.428
565.898 96.2487
566.197 60.4172
566.496 41.1320
566.795 29.7012
567.094 22.4175
567.692 14.0439
568.290 9.61369
568.888 6.99738
569.486 5.32663
570.084 4.19668
571.281 2.81215
572.477 2.03056
573.673 1.54846
574.869 1.23198
577.261 0.860708
579.653 0.667839
582.045 0.566245
584.438 0.521358
589.222 0.567865
591.614 0.681183
594.006 0.916279
596.399 1.43453
597.595 1.94403
598.791 2.84562
599.987 4.66219
600.585 6.35129
601.183 9.19504
601.482 11.4066
601.781 14.5280
602.080 19.1268
602.379 26.2779
602.678 38.1961
602.977 59.9262
603.127 77.8813
603.276 104.213
603.426 143.760
603.575 203.143
603.788 324.875
604.000 405.922
604.213 324.656
604.425 202.918
604.555 150.068
604.685 112.888
604.945 68.3887
605.204 45.0197
605.464 31.6309
605.724 23.3518
605.984 17.9150
606.503 11.4822
607.023 7.98303
607.542 5.87857
608.581 3.58742
609.620 2.43603
610.659 1.77868
611.699 1.36945
612.738 1.09856
614.816 0.776569
616.894 0.604824
621.050 0.458998
625.206 0.453328
627.284 0.500094
629.363 0.601036
631.441 0.812604
632.480 1.00920
633.519 1.34275
634.558 1.99348
635.077 2.59337
635.597 3.61347
636.117 5.59102
636.376 7.37666
636.636 10.3075
636.766 12.5371
636.896 15.6247
637.026 20.0658
637.156 26.7513
637.285 37.4276
637.350 45.2718
637.415 55.7066
637.480 69.9161
637.545 89.5703
637.610 117.121
637.675 155.484
637.788 248.283
637.900 310.172
638.013 248.270
638.125 155.515
638.246 92.7652
638.368 59.2040
638.489 40.5102
638.610 29.3826
638.731 22.3182
638.853 17.6015
639.095 11.9412
639.337 8.84599
639.580 7.00564
640.065 5.10625
640.550 4.32274
641.035 4.09046
642.005 4.67115
642.974 6.85562
643.459 9.09603
643.944 12.9874
644.187 16.0630
644.429 20.4515
644.672 26.9923
644.914 37.3002
645.157 54.8062
645.278 68.4332
645.399 87.5841
645.520 115.439
645.642 157.335
645.763 222.340
645.884 323.625
646.042 517.032
646.200 645.652
646.359 516.132
646.517 322.330
646.618 235.698
646.718 175.616
646.919 104.973
647.120 68.5099
647.321 47.8642
647.522 35.1963
647.723 26.9263
648.125 17.1863
648.527 11.9125
648.928 8.74731
649.732 5.30494
650.536 3.57248
651.340 2.57928
652.144 1.95689
652.947 1.54086
654.555 1.03551
656.162 0.751116
657.770 0.574792
659.377 0.457683
662.593 0.316150
665.808 0.236787
672.238 0.155326
678.668 0.116838
685.098 0.0965223
697.959 0.0811703
710.819 0.0873506
717.249 0.100600
723.679 0.127292
730.110 0.185009
733.325 0.241639
736.540 0.343120
738.147 0.427469
739.755 0.554975
741.362 0.761702
742.970 1.13126
743.774 1.43708
744.578 1.89639
745.381 2.63259
746.185 3.92309
746.587 4.96846
746.989 6.50424
747.391 8.89118
747.793 12.8897
747.994 15.9857
748.194 20.3363
748.395 26.7155
748.596 36.5591
748.797 52.8066
748.998 81.9679
749.099 105.708
749.199 139.984
749.300 190.594
749.400 265.001
749.550 423.893
749.700 529.738
749.850 423.726
750.000 264.832
750.148 164.053
750.296 107.168
750.444 74.1777
750.592 53.9379
750.739 40.7972
750.887 31.8625
751.183 20.9035
751.479 14.7351
751.774 10.9389
752.366 6.71757
752.957 4.55367
753.549 3.30152
754.140 2.51379
754.731 1.98705
755.914 1.35031
757.097 0.997048
759.463 0.646393
761.828 0.494859
764.194 0.429250
768.925 0.431624
771.291 0.488909
773.656 0.597406
776.022 0.791202
778.388 1.15376
779.570 1.45895
780.753 1.92045
781.936 2.66336
783.119 3.96872
783.710 5.02661
784.302 6.58044
784.893 8.99365
785.484 13.0317
785.780 16.1520
786.076 20.5321
786.372 26.9378
786.667 36.7991
786.963 53.0014
787.259 81.9206
787.407 105.319
787.554 138.927
787.702 188.200
787.850 260.120
788.075 416.085
788.300 519.951
788.525 415.858
788.750 259.886
788.934 174.019
789.119 120.624
789.303 87.1169
789.487 65.3091
789.856 40.1468
790.224 26.9752
790.593 19.3058
790.962 14.4768
791.699 8.99035
792.436 6.11916
793.173 4.43523
793.910 3.36517
794.647 2.64431
796.122 1.76693
797.596 1.28538
799.070 1.06055
799.439 1.07847
799.807 1.21165
799.992 1.39954
800.176 1.82552
800.268 2.24952
800.360 2.98962
800.452 4.38723
800.544 7.16526
800.622 11.0103
800.700 13.5703
800.778 10.9923
800.856 7.12990
800.907 5.34498
800.958 4.12410
801.060 2.70550
801.163 1.98123
801.265 1.57163
801.469 1.15098
801.674 0.947626
802.083 0.754348
802.492 0.658817
804.128 0.488593
807.400 0.344876
810.673 0.292114
811.491 0.302698
812.309 0.354265
812.718 0.429073
813.127 0.621097
813.331 0.847295
813.434 1.04136
813.536 1.34041
813.638 1.83308
813.740 2.71292
813.843 4.45206
813.894 5.95540
813.945 8.15329
814.022 12.9108
814.100 16.0817
814.178 12.9089
814.255 8.15043
814.318 5.56776
814.380 3.94936
814.442 2.92407
814.505 2.25379
814.629 1.47496
814.754 1.06512
814.879 0.825578
815.003 0.674586
815.253 0.503510
815.751 0.365725
816.250 0.322555
816.749 0.325692
817.247 0.393342
817.497 0.489905
817.746 0.718121
817.871 0.960838
817.996 1.42396
818.058 1.82412
818.120 2.43481
818.183 3.40061
818.245 4.93925
818.322 7.77803
818.400 9.66987
818.478 7.77554
818.555 4.93481
818.606 3.63299
818.656 2.73898
818.758 1.70015
818.859 1.17087
818.960 0.873572
819.162 0.573592
819.365 0.434648
819.769 0.314404
820.174 0.265632
820.983 0.228882
821.793 0.218968
823.411 0.229393
825.030 0.274483
826.649 0.386939
827.458 0.502140
828.267 0.711126
829.077 1.14478
829.481 1.55939
829.886 2.27808
830.291 3.68724
830.493 4.96068
830.695 7.04100
830.898 10.7694
830.999 13.8364
831.100 18.3769
831.201 25.4606
831.302 37.1670
831.353 45.9694
831.403 57.8112
831.454 73.8583
831.505 95.3683
831.553 122.051
831.602 152.538
831.700 190.580
831.749 179.362
831.798 152.454
831.896 95.2936
831.970 65.5506
832.045 46.4524
832.119 34.1170
832.194 25.9064
832.343 16.2149
832.492 11.0281
832.641 7.96567
832.790 6.01816
833.088 3.78406
833.386 2.60391
833.684 1.90751
834.280 1.16167
834.876 0.791824
835.472 0.581890
836.664 0.364282
837.856 0.259104
839.048 0.200006
841.432 0.138747
843.816 0.108733
846.201 0.0915706
850.969 0.0738049
855.737 0.0667742
860.505 0.0687513
862.890 0.0770049
865.274 0.103048
866.466 0.139136
867.062 0.174469
867.658 0.237363
868.254 0.366043
868.552 0.487920
868.850 0.697627
869.148 1.10445
869.297 1.46836
869.446 2.05643
869.595 3.09299
869.744 5.15498
869.819 7.02103
869.893 10.0179
869.968 15.0845
870.042 23.8400
870.121 38.1065
870.200 47.6148
870.279 38.1030
870.358 23.8357
870.445 14.0415
870.532 8.85927
870.618 5.99572
870.705 4.29691
870.792 3.22037
870.878 2.50196
871.052 1.63694
871.225 1.15835
871.399 0.867463
871.746 0.547522
872.092 0.385165
872.439 0.291895
873.133 0.194666
873.827 0.148009
874.520 0.122424
875.908 0.0977546
878.683 0.0853483
881.457 0.0921575
884.232 0.118293
885.620 0.146172
887.007 0.197411
888.394 0.305935
889.088 0.412435
889.782 0.603149
890.129 0.760963
890.475 0.997619
890.822 1.37615
891.169 2.03678
891.516 3.34860
891.689 4.55116
891.863 6.54715
892.036 10.2124
892.123 13.3021
892.210 17.9977
892.296 25.5742
892.340 31.1997
892.383 38.7430
892.427 49.1317
892.470 63.6733
892.513 84.4157
892.557 113.698
892.592 145.525
892.628 181.888
892.700 227.240
892.736 213.862
892.772 181.769
892.844 113.598
892.929 64.2164
893.014 39.3229
893.099 26.0639
893.184 18.3997
893.270 13.6248
893.355 10.4774
893.525 6.73209
893.695 4.68468
893.866 3.45005
894.206 2.10174
894.547 1.42177
894.888 1.03244
895.228 0.789062
895.569 0.627091
896.250 0.431901
896.931 0.323643
898.294 0.215082
899.657 0.165834
901.019 0.140909
903.744 0.122326
906.470 0.124082
909.195 0.141155
911.920 0.191492
912.601 0.225191
913.283 0.300765
913.623 0.388429
913.794 0.466023
913.964 0.591853
914.134 0.817125
914.304 1.28115
914.390 1.71958
914.475 2.45690
914.560 3.79222
914.645 6.30882
914.723 9.97449
914.800 12.4178
914.878 9.97688
914.955 6.31424
915.014 4.40566
915.073 3.18141
915.133 2.39024
915.192 1.86526
915.310 1.24645
915.428 0.916798
915.665 0.601640
915.901 0.464719
916.374 0.357763
916.848 0.324632
918.740 0.351258
920.633 0.467964
922.525 0.692660
923.471 0.880913
924.418 1.16412
925.364 1.61745
926.310 2.40828
927.256 3.97480
927.729 5.40695
928.203 7.77633
928.676 12.1033
928.912 15.7336
929.149 21.2188
929.385 30.0080
929.622 45.1150
929.859 73.2754
929.977 96.3260
930.095 128.526
930.298 205.600
930.500 256.940
930.703 205.512
930.905 128.436
931.040 92.4739
931.175 67.9971
931.445 39.8716
931.715 25.7025
931.985 17.7998
932.255 13.0046
932.525 9.89661
933.064 6.26537
933.604 4.31441
934.144 3.15003
935.224 1.89113
936.303 1.26209
937.383 0.903682
938.462 0.680382
939.542 0.531949
941.701 0.353092
943.860 0.253545
946.020 0.192495
948.179 0.152370
952.497 0.104570
956.816 0.0782806
965.453 0.0519675
974.089 0.0399886
982.726 0.0340268
991.363 0.0314962
1000.00 0.0325126
1005.92 0.0403344
1007.40 0.0473699
1008.88 0.0654878
1009.63 0.0888324
1010.00 0.110946
1010.37 0.149297
1010.74 0.225012
1010.92 0.294207
1011.11 0.408790
1011.29 0.618477
1011.38 0.796047
1011.48 1.06239
1011.57 1.49573
1011.66 2.23758
1011.75 3.64932
1011.85 6.42583
1011.92 10.2768
1012.00 12.7965
1012.08 10.2236
1012.16 6.42530
1012.21 4.68619
1012.26 3.48642
1012.35 2.09479
1012.45 1.37821
1012.55 0.972783
1012.65 0.724404
1012.75 0.562336
1012.95 0.371819
1013.15 0.268562
1013.35 0.207211
1013.74 0.140994
1014.14 0.108206
1014.53 0.0900187
1015.33 0.0724103
1016.91 0.0640656
1018.50 0.0700264
1020.08 0.0903368
1020.88 0.111301
1021.67 0.148905
1022.46 0.226437
1022.86 0.300433
1023.25 0.429254
1023.65 0.685387
1023.85 0.919755
1024.05 1.30893
1024.24 2.02388
1024.34 2.62774
1024.44 3.54701
1024.54 5.03403
1024.64 7.62837
1024.74 12.5684
1024.79 16.7461
1024.84 22.5651
1024.92 36.0936
1025.00 45.1201
1025.08 36.0912
1025.16 22.5628
1025.25 13.2858
1025.34 8.37672
1025.43 5.66697
1025.52 4.06064
1025.61 3.04427
1025.70 2.36547
1025.87 1.55215
1026.05 1.09982
1026.23 0.826583
1026.58 0.526142
1026.94 0.375082
1027.29 0.290555
1028.00 0.209573
1028.72 0.186595
1029.43 0.215066
1029.78 0.271438
1029.96 0.326566
1030.14 0.419173
1030.31 0.590925
1030.49 0.951255
1030.58 1.29933
1030.67 1.89570
1030.76 2.99959
1030.85 5.11117
1030.92 8.13779
1031.00 10.1212
1031.08 8.09529
1031.16 5.10938
1031.25 2.94700
1031.34 1.84930
1031.43 1.26168
1031.52 0.920587
1031.61 0.707931
1031.70 0.567441
1031.88 0.400347
1032.07 0.309249
1032.25 0.254612
1032.61 0.196078
1033.34 0.154185
1034.07 0.145309
1035.52 0.163215
1036.98 0.219727
1037.71 0.270901
1038.43 0.350092
1039.16 0.479778
1039.89 0.711212
1040.25 0.901787
1040.62 1.18561
1040.98 1.63458
1041.34 2.40567
1041.71 3.89644
1041.89 5.22466
1042.07 7.36174
1042.25 11.1040
1042.44 18.4697
1042.53 25.0589
1042.62 35.5133
1042.71 52.8947
1042.75 65.5608
1042.80 81.8863
1042.85 105.204
1042.90 131.320
1043.00 163.862
1043.05 153.932
1043.10 130.783
1043.20 81.8684
1043.29 52.1467
1043.39 34.9236
1043.48 24.5167
1043.57 18.0590
1043.76 10.8233
1043.94 7.16161
1044.13 5.07565
1044.31 3.78128
1044.68 2.33330
1045.05 1.58262
1045.42 1.14586
1045.79 0.869804
1046.16 0.684776
1046.90 0.458751
1047.64 0.331776
1048.38 0.253239
1049.12 0.201428
1050.60 0.139344
1052.08 0.105016
1055.03 0.0704011
1057.99 0.0542512
1060.95 0.0455486
1066.86 0.0372810
1078.69 0.0330659
1090.52 0.0342970
1114.18 0.0459641
1126.01 0.0603161
1131.93 0.0809355
1133.41 0.0959675
1134.89 0.133252
1135.63 0.180786
1136.00 0.225806
1136.37 0.303609
1136.74 0.457537
1136.92 0.598213
1137.10 0.829500
1137.29 1.25408
1137.38 1.61323
1137.47 2.15127
1137.57 3.02510
1137.66 4.51706
1137.75 7.30252
1137.84 12.7870
1137.92 20.4838
1138.00 25.5354
1138.08 20.3787
1138.16 12.7858
1138.21 9.18570
1138.26 6.78695
1138.37 4.00376
1138.47 2.60484
1138.58 1.83143
1138.68 1.35712
1138.79 1.05252
1138.99 0.694483
1139.20 0.501499
1139.41 0.387122
1139.83 0.263785
1140.25 0.202483
1140.67 0.168071
1141.51 0.133333
1143.18 0.110128
1144.85 0.104860
1151.55 0.119339
1158.25 0.158353
1161.59 0.204327
1162.43 0.233209
1163.27 0.301060
1163.69 0.386471
1163.90 0.467620
1164.10 0.610040
1164.31 0.897961
1164.42 1.17014
1164.52 1.63078
1164.63 2.52513
1164.68 3.31068
1164.73 4.56500
1164.78 6.79400
1164.81 8.54475
1164.84 11.0595
1164.86 14.8189
1164.88 17.4143
1164.89 20.6934
1164.90 24.8793
1164.91 30.2639
1164.93 37.2033
1164.94 46.0584
1164.96 58.8430
1164.97 73.4253
1165.00 91.6101
1165.02 86.2658
1165.03 73.4237
1165.06 46.0571
1165.08 32.2152
1165.10 23.4788
1165.12 17.6407
1165.15 13.6460
1165.19 8.70934
1165.23 6.07015
1165.27 4.44915
1165.32 3.43214
1165.40 2.23715
1165.49 1.60072
1165.57 1.22327
1165.74 0.819662
1165.91 0.618377
1166.08 0.505001
1166.42 0.390114
1167.10 0.309912
1167.78 0.287153
1170.49 0.300417
1175.92 0.438161
1178.64 0.565816
1181.36 0.791189
1182.71 1.00006
1184.07 1.42452
1184.75 1.89069
1185.09 2.30074
1185.43 2.97115
1185.77 4.21672
1185.94 5.29402
1186.11 6.97413
1186.28 9.84259
1186.45 15.2102
1186.53 19.8286
1186.62 26.8499
1186.70 37.8881
1186.79 55.0947
1186.84 70.3030
1186.89 87.3276
1187.00 108.769
1187.11 87.3554
1187.21 55.1585
1187.29 39.8198
1187.36 29.5849
1187.50 17.8154
1187.65 11.9444
1187.79 8.71652
1187.94 6.76051
1188.08 5.50819
1188.37 4.08272
1188.95 2.95325
1189.53 2.61557
1190.69 2.71641
1191.27 3.14410
1191.56 3.83192
1191.70 4.78838
1191.77 5.73642
1191.84 7.33461
1192.00 11.7432
1192.16 7.50688
