U-238(n,g) ENDF/B-VII.1
82.0547 0.269190
82.1986 0.230242
82.3424 0.201478
82.4862 0.179723
82.7739 0.150163
82.9178 0.141080
82.9897 0.140321
83.0257 0.147697
83.0436 0.165920
83.0616 0.256601
83.0731 0.380430
83.0846 0.255690
83.1036 0.161663
83.1226 0.142787
83.1605 0.133144
83.2364 0.128793
83.3882 0.131887
83.4641 0.142795
83.5400 0.177217
83.5779 0.224004
83.5969 0.268493
83.6159 0.344755
83.6348 0.491190
83.6443 0.620395
83.6538 0.825687
83.6633 1.17936
83.6728 1.85558
83.6775 2.44421
83.6823 3.34874
83.6870 4.79363
83.6917 7.12379
83.6975 11.3429
83.7033 14.1506
83.7090 11.3356
83.7148 7.12416
83.7202 4.54828
83.7256 3.05613
83.7309 2.17095
83.7363 1.61853
83.7471 1.00671
83.7579 0.698411
83.7687 0.523056
83.7795 0.414484
83.8010 0.292793
83.8226 0.229770
83.8442 0.192957
83.8873 0.153657
83.9735 0.122619
84.0598 0.110237
84.4048 0.0943548
85.0949 0.0857594
86.4750 0.0831772
87.8551 0.0928037
88.2001 0.100886
88.5452 0.121058
88.7177 0.147291
88.8040 0.172797
88.8902 0.218530
88.9765 0.314082
89.0196 0.407079
89.0627 0.572279
89.1058 0.909933
89.1274 1.22970
89.1490 1.77939
89.1705 2.84547
89.1813 3.79780
89.1921 5.33505
89.2029 8.04002
89.2137 13.4059
89.2191 18.2471
89.2244 25.9973
89.2298 39.0435
89.2352 61.4668
89.2410 98.3368
89.2468 122.866
89.2526 98.2751
89.2583 61.4749
89.2621 44.5822
89.2659 32.9890
89.2734 19.5423
89.2809 12.6879
89.2885 8.84445
89.2960 6.49848
89.3035 4.97504
89.3186 3.18891
89.3337 2.22556
89.3487 1.64981
89.3789 1.02595
89.4090 0.713754
89.4391 0.535772
89.4994 0.351238
89.5596 0.262659
89.6199 0.213585
89.7404 0.164268
89.9815 0.129682
90.2225 0.119008
91.1867 0.118189
92.1508 0.132530
92.6329 0.145061
92.8739 0.162171
92.9342 0.175070
92.9945 0.206978
93.0246 0.246479
93.0547 0.342915
93.0698 0.454539
93.0849 0.695881
93.0924 0.936252
93.0999 1.36425
93.1075 2.20637
93.1112 2.93382
93.1150 3.99205
93.1207 6.29580
93.1265 7.83164
93.1322 6.29647
93.1380 3.99311
93.1428 2.70983
93.1475 1.91871
93.1523 1.42395
93.1571 1.10400
93.1666 0.736006
93.1762 0.544208
93.1953 0.363102
93.2144 0.284105
93.2526 0.219185
93.2908 0.194286
93.4435 0.171154
93.7490 0.172902
94.3601 0.192776
95.5822 0.254940
96.8043 0.362087
97.4153 0.447396
97.7208 0.506360
97.8736 0.554128
97.9500 0.626233
97.9882 0.792165
97.9977 0.910039
98.0073 1.13408
98.0168 1.62733
98.0216 2.10525
98.0264 2.87775
98.0321 4.26603
98.0379 5.19202
98.0436 4.26900
98.0494 2.88352
98.0570 1.80189
98.0646 1.29712
98.0722 1.04302
98.0798 0.901858
98.0951 0.762357
98.1103 0.700239
98.1713 0.636329
98.2932 0.644835
98.5370 0.713696
99.0247 0.912931
99.5123 1.21729
100.000 1.71147
100.314 2.21291
100.471 2.55241
100.628 2.97749
100.706 3.23171
100.785 3.52033
100.863 3.84985
100.903 4.03216
100.942 4.22786
100.981 4.43885
101.020 4.66556
101.059 4.91024
101.099 5.17484
101.177 5.77381
101.256 6.48294
101.334 7.33331
101.413 8.36371
101.491 9.62881
101.569 11.2034
101.648 13.2030
101.726 15.7916
101.805 19.2257
101.883 23.9101
101.962 30.5525
102.040 40.4012
102.119 55.8981
102.197 82.2809
102.237 103.105
102.276 132.788
102.315 177.214
102.354 247.803
102.393 369.590
102.413 465.548
102.433 602.203
102.452 804.239
102.472 1115.38
102.491 1612.83
102.511 2416.31
102.535 3887.40
102.547 4576.31
102.553 4783.51
102.556 4835.74
102.559 4850.00
102.562 4825.62
102.565 4766.38
102.571 4549.54
102.583 3868.31
102.606 2426.53
102.623 1712.28
102.640 1238.07
102.656 923.194
102.673 708.973
102.707 450.340
102.740 308.838
102.774 224.078
102.808 169.635
102.875 106.586
102.942 72.9949
103.009 53.0572
103.076 40.2801
103.144 31.6104
103.278 20.9453
103.412 14.8879
103.547 11.1228
103.681 8.62642
103.950 5.62264
104.219 3.95597
104.487 2.93610
104.756 2.26776
105.294 1.47436
105.831 1.04031
106.369 0.778210
106.906 0.608772
107.981 0.413192
109.056 0.314077
110.131 0.265549
110.669 0.256613
110.938 0.263005
111.072 0.295152
111.106 0.325707
111.139 0.402427
111.156 0.493331
111.173 0.695610
111.181 0.903074
111.190 1.28625
111.198 2.08298
111.202 2.80835
111.206 3.88271
111.212 6.08148
111.218 7.51336
111.224 6.04139
111.229 3.88313
111.235 2.51334
111.240 1.74501
111.246 1.29296
111.251 1.01247
111.262 0.703508
111.273 0.548631
111.295 0.406340
111.317 0.346072
111.362 0.297079
111.406 0.278355
111.582 0.260338
111.934 0.261999
112.639 0.290947
113.344 0.354614
114.049 0.484953
114.401 0.599757
114.754 0.778657
115.106 1.07667
115.459 1.62364
115.635 2.08617
115.811 2.79311
115.987 3.95250
116.164 6.05096
116.252 7.80715
116.296 8.99073
116.318 9.68542
116.340 10.4645
116.362 11.3466
116.384 12.3410
116.406 13.4729
116.428 14.7690
116.439 15.4954
116.450 16.2698
116.472 18.0040
116.494 20.0321
116.516 22.4244
116.538 25.2877
116.560 28.7204
116.582 32.9035
116.604 38.0723
116.626 44.5949
116.648 52.9045
116.670 63.7673
116.692 78.3417
116.714 98.6297
116.736 127.727
116.758 171.727
116.780 242.649
116.803 367.942
116.814 468.638
116.825 614.995
116.836 837.238
116.847 1191.92
116.858 1786.36
116.869 2802.25
116.880 4480.46
116.886 5272.89
116.892 5592.87
116.898 5255.58
116.904 4470.40
116.916 2794.17
116.926 1897.44
116.935 1329.97
116.944 968.529
116.954 732.625
116.972 453.796
116.991 306.843
117.010 220.153
117.029 165.567
117.066 103.134
117.104 70.1913
117.141 50.8073
117.179 38.4597
117.216 30.1367
117.291 19.9124
117.366 14.1374
117.441 10.5567
117.516 8.18507
117.666 5.33682
117.815 3.75831
117.965 2.79336
118.115 2.16111
118.415 1.40943
118.715 0.997632
119.014 0.752296
119.164 0.683132
119.239 0.714532
119.258 0.766254
119.277 0.895276
119.286 1.03703
119.295 1.30822
119.305 1.91436
119.309 2.50132
119.314 3.42020
119.320 5.13700
119.326 6.25436
119.331 5.10053
119.337 3.41030
119.343 2.33689
119.348 1.72563
119.359 1.15011
119.370 0.905766
119.382 0.781300
119.426 0.607101
119.515 0.521284
119.693 0.448842
120.048 0.357825
120.759 0.248616
121.470 0.185930
122.182 0.146347
123.604 0.101222
124.315 0.0902669
124.671 0.0967570
124.759 0.107641
124.848 0.139544
124.893 0.182563
124.915 0.223610
124.937 0.294594
124.959 0.432964
124.971 0.557195
124.982 0.758620
124.993 1.11525
125.004 1.82953
125.009 2.48792
125.015 3.53394
125.021 5.35423
125.026 8.48152
125.032 13.5690
125.038 16.8817
125.043 13.4760
125.049 8.48198
125.053 5.99582
125.057 4.38181
125.061 3.28012
125.065 2.54758
125.073 1.64800
125.081 1.15937
125.089 0.861708
125.098 0.670426
125.114 0.449723
125.130 0.331081
125.146 0.260945
125.178 0.185096
125.243 0.125205
125.307 0.102238
125.436 0.0841339
125.565 0.0766565
126.081 0.0653836
127.113 0.0553656
129.177 0.0435873
131.242 0.0365431
132.274 0.0345429
132.790 0.0357132
133.048 0.0438350
133.112 0.0521962
133.177 0.0746966
133.209 0.103675
133.241 0.175734
133.257 0.261111
133.274 0.448261
133.282 0.639412
133.290 0.983070
133.298 1.69119
133.302 2.31478
133.306 3.24675
133.312 5.19275
133.317 6.45998
133.323 5.15719
133.329 3.24698
133.334 2.08373
133.339 1.41198
133.345 1.00102
133.350 0.747407
133.360 0.461002
133.371 0.315694
133.392 0.181265
133.413 0.123457
133.455 0.0761144
133.497 0.0576768
133.581 0.0434409
133.665 0.0381034
134.000 0.0323386
134.672 0.0300564
135.343 0.0293657
135.679 0.0305898
135.847 0.0365379
135.931 0.0573979
135.973 0.118834
135.994 0.257284
136.004 0.470957
136.010 0.687225
136.015 1.05272
136.021 1.67325
136.026 2.07744
136.032 1.66190
136.038 1.05278
136.047 0.504302
136.057 0.286020
136.075 0.134504
136.113 0.0633011
136.188 0.0380813
136.338 0.0304055
136.639 0.0280650
137.240 0.0270502
138.441 0.0262995
140.845 0.0269792
142.047 0.0296343
143.249 0.0383147
143.850 0.0507910
144.150 0.0633577
144.451 0.0864087
144.751 0.135851
144.901 0.185113
145.052 0.274841
145.127 0.350447
145.202 0.465592
145.277 0.653816
145.352 0.993082
145.390 1.27596
145.427 1.70162
145.465 2.38940
145.502 3.60009
145.521 4.58935
145.540 6.05199
145.559 8.34448
145.577 12.2043
145.596 19.5457
145.606 25.9473
145.615 36.0163
145.624 53.0746
145.634 84.9570
145.639 111.972
145.643 152.558
145.648 215.375
145.650 257.955
145.653 310.421
145.656 397.731
145.659 497.730
145.665 623.048
145.668 586.143
145.671 497.709
145.677 310.395
145.684 183.803
145.691 116.972
145.697 79.5365
145.704 57.1050
145.710 42.7994
145.717 33.1875
145.730 21.5497
145.744 15.0406
145.757 11.1028
145.783 6.75247
145.810 4.52864
145.836 3.25145
145.862 2.44859
145.889 1.91144
145.942 1.25917
145.995 0.894221
146.048 0.669692
146.100 0.522047
146.206 0.345452
146.312 0.248198
146.418 0.188911
146.523 0.150192
146.735 0.104311
146.946 0.0792223
147.369 0.0541649
147.792 0.0425554
148.215 0.0362940
149.061 0.0302735
150.753 0.0276473
151.599 0.0325637
151.811 0.0381121
152.022 0.0537991
152.128 0.0752500
152.181 0.0963294
152.234 0.134012
152.286 0.212051
152.313 0.286675
152.339 0.416601
152.366 0.674732
152.379 0.909747
152.392 1.29788
152.405 2.00463
152.412 2.59586
152.419 3.48703
152.425 4.90872
152.432 7.33936
152.438 11.8295
152.445 20.5384
152.451 32.9374
152.456 41.0045
152.462 32.7109
152.468 20.5400
152.474 12.1139
152.481 7.64079
152.487 5.16639
152.493 3.71570
152.499 2.77886
152.506 2.15308
152.518 1.40430
152.531 0.986248
152.543 0.733807
152.568 0.454497
152.593 0.312576
152.619 0.230855
152.669 0.145418
152.719 0.103864
152.769 0.0806300
152.869 0.0569533
153.070 0.0395637
153.271 0.0333789
153.672 0.0290064
154.073 0.0276080
155.679 0.0274067
157.284 0.0297981
158.087 0.0331594
158.488 0.0410721
158.589 0.0482969
158.689 0.0675742
158.739 0.0928719
158.789 0.158644
158.815 0.240843
158.840 0.438289
158.852 0.661442
158.865 1.12028
158.871 1.55787
158.877 2.28141
158.884 3.60706
158.890 6.05271
158.896 9.69613
158.901 12.0686
158.907 9.62956
158.913 6.05321
158.918 3.87527
158.923 2.61756
158.928 1.85947
158.934 1.38066
158.944 0.844128
158.954 0.570846
158.975 0.316494
158.996 0.207583
159.038 0.118160
159.080 0.0834220
159.163 0.0570121
159.246 0.0474547
159.580 0.0388225
160.246 0.0394839
161.580 0.0503959
162.247 0.0618469
162.914 0.0835370
163.247 0.102755
163.581 0.133897
163.914 0.190176
164.081 0.239990
164.164 0.285082
164.206 0.345681
164.227 0.450838
164.237 0.602051
164.247 1.00755
164.259 1.71856
164.270 1.01965
164.279 0.680129
164.287 0.530843
164.303 0.423801
164.335 0.384497
164.400 0.409183
164.529 0.532794
164.658 0.745577
164.787 1.13347
164.851 1.45954
164.916 1.95450
164.980 2.76008
165.045 4.20279
165.077 5.39828
165.109 7.19177
165.142 10.0593
165.174 15.0426
165.206 24.9429
165.222 33.9697
165.238 48.8948
165.247 60.3763
165.251 67.7714
165.255 76.3546
165.259 86.9274
165.263 99.4589
165.267 114.833
165.271 133.947
165.275 158.749
165.279 189.894
165.283 230.606
165.287 284.883
165.291 360.902
165.295 464.181
165.299 609.236
165.303 811.654
165.310 1299.68
165.317 1625.76
165.320 1527.44
165.324 1300.19
165.331 812.025
165.338 470.486
165.346 294.602
165.354 198.129
165.361 141.167
165.369 104.844
165.377 80.9935
165.392 52.3186
165.408 36.4024
165.423 26.8042
165.454 16.2454
165.485 10.8711
165.516 7.79012
165.547 5.85173
165.577 4.56150
165.639 2.99683
165.701 2.12231
165.763 1.58467
165.824 1.23079
165.948 0.808754
166.071 0.576360
166.194 0.434990
166.318 0.342694
166.565 0.233604
166.812 0.174244
167.305 0.115518
167.799 0.0889389
168.292 0.0751622
169.280 0.0632118
171.254 0.0609991
172.241 0.0669884
172.735 0.0820706
172.858 0.0958533
172.982 0.132888
173.044 0.181906
173.074 0.229146
173.105 0.311697
173.136 0.477408
173.152 0.630237
173.167 0.886190
173.182 1.36669
173.190 1.77627
173.198 2.40850
173.206 3.45121
173.213 5.32272
173.221 9.04334
173.225 12.3351
173.229 17.0483
173.234 27.2951
173.240 33.9550
173.246 27.1080
173.252 17.0496
173.256 12.1338
173.260 8.84140
173.264 6.63859
173.268 5.13085
173.276 3.29896
173.284 2.30001
173.292 1.68981
173.300 1.29703
173.315 0.843251
173.331 0.599118
173.347 0.454852
