U-238(n,g) ENDF/B-VII.1
8971.51 0.0160879
8972.86 0.0121543
8974.20 0.0111165
8974.88 0.0161580
8975.21 0.0384664
8975.38 0.121841
8975.47 0.400814
8975.51 1.19258
8975.53 2.89443
8975.54 5.57840
8975.55 12.9250
8975.56 25.8463
8975.58 12.9252
8975.59 4.58145
8975.60 2.16002
8975.63 0.818138
8975.69 0.261493
8975.79 0.0781453
8976.01 0.0259536
8976.45 0.0117720
8977.31 0.00820974
8978.18 0.0106847
8978.62 0.0244942
8978.83 0.0772012
8978.94 0.263148
8979.00 0.826651
8979.02 2.17601
8979.04 4.57774
8979.05 11.9715
8979.06 23.9145
8979.07 11.9387
8979.09 5.18784
8979.10 2.75931
8979.12 1.08770
8979.17 0.352697
8979.26 0.104938
8979.44 0.0317223
8979.80 0.0116767
8980.53 0.00621871
8981.99 0.00461943
8983.45 0.00508592
8984.18 0.00900749
8984.54 0.0246997
8984.72 0.0830349
8984.81 0.283171
8984.86 0.890264
8984.88 2.31950
8984.90 10.5377
8984.92 21.0769
8984.93 10.5382
8984.94 3.45411
8984.96 1.51368
8984.99 0.524911
8985.06 0.157909
8985.18 0.0454517
8985.44 0.0143389
8985.95 0.00606482
8986.97 0.00388292
8989.01 0.00338911
8991.06 0.00399930
8992.08 0.00630809
8992.59 0.0145451
8992.84 0.0450159
8992.97 0.154814
8993.03 0.512971
8993.07 1.47791
8993.08 3.37198
8993.10 10.3005
8993.11 20.6032
8993.12 10.3017
8993.14 3.59043
8993.15 1.61387
8993.18 0.586281
8993.24 0.181829
8993.35 0.0531108
8993.59 0.0173607
8994.06 0.00854694
8994.99 0.00935851
8995.93 0.0259855
8996.40 0.0916327
8996.63 0.336532
8996.75 1.18744
8996.80 3.71613
8996.83 9.58039
8996.85 19.5375
8996.86 29.5545
8996.86 48.5057
8996.87 78.7830
8996.88 96.9959
8996.88 78.8094
8996.89 48.4932
8996.90 29.5662
8996.91 19.5442
8996.92 9.58288
8996.95 3.62080
8997.01 1.15264
8997.13 0.326116
8997.37 0.0888214
8997.84 0.0253126
8998.79 0.00909854
9000.70 0.00601563
9002.60 0.0104531
9003.55 0.0295193
9004.03 0.102641
9004.27 0.373863
9004.38 1.30977
9004.44 4.06065
9004.47 10.5469
9004.49 21.0778
9004.50 31.4303
9004.50 52.4653
9004.51 81.7938
9004.52 104.953
9004.53 81.8156
9004.53 52.4823
9004.54 29.5977
9004.55 18.9925
9004.57 9.03982
9004.60 3.41976
9004.67 1.07712
9004.80 0.304373
9005.06 0.0843539
9005.60 0.0256850
9006.66 0.0121163
9007.72 0.0166553
9008.25 0.0428114
9008.52 0.141475
9008.65 0.490511
9008.71 1.56334
9008.75 4.19260
9008.76 8.97248
9008.78 24.5605
9008.80 49.1696
9008.80 40.0546
9008.81 24.6030
9008.82 10.0053
9008.84 5.12061
9008.87 1.96152
9008.92 0.633236
9009.04 0.184047
9009.27 0.0545846
9009.73 0.0202260
9010.65 0.0125638
9012.49 0.0168464
9014.32 0.0471161
9014.78 0.0759232
9015.24 0.151907
9015.47 0.250357
9015.70 0.502370
9015.82 0.815961
9015.93 1.57231
9015.99 2.44516
9016.05 4.27272
9016.07 6.09617
9016.10 9.17515
9016.13 15.3098
9016.15 20.3226
9016.16 27.9029
9016.18 44.2347
9016.21 55.6371
9016.23 44.4377
9016.25 28.2753
9016.27 17.4844
9016.30 11.7198
9016.32 8.76657
9016.35 7.50759
9016.37 7.58197
9016.39 9.70031
9016.42 18.2533
9016.43 30.8523
9016.44 58.8554
9016.45 92.0873
9016.46 115.518
9016.46 91.9194
9016.47 58.4656
9016.48 37.5646
9016.49 24.5682
9016.50 12.6521
9016.53 5.35035
9016.60 2.11391
9016.72 0.825753
9016.98 0.314601
9017.48 0.124815
9017.99 0.0875233
9018.49 0.0882330
9019.00 0.120053
9019.25 0.157037
9019.50 0.224889
9019.75 0.364965
9020.01 0.717454
9020.13 1.13504
9020.26 2.06231
9020.32 3.01079
9020.38 4.75742
9020.42 6.24337
9020.45 8.37516
9020.48 11.7251
9020.51 16.7682
9020.53 21.4339
9020.55 26.8981
9020.58 31.6937
9020.59 33.1297
9020.60 33.5825
9020.61 33.0583
9020.62 31.5604
9020.64 26.9529
9020.68 16.8108
9020.73 10.4299
9020.77 6.85364
9020.81 4.76480
9020.85 3.47572
9020.90 2.61988
9020.94 2.05181
9021.02 1.35233
9021.11 0.953247
9021.19 0.710367
9021.36 0.438057
9021.53 0.298322
9021.70 0.217401
9021.87 0.166478
9022.03 0.132614
9022.37 0.0915590
9022.71 0.0691722
9023.05 0.0562660
9023.39 0.0490299
9024.06 0.0464630
9024.74 0.0657606
9025.41 0.195834
9025.75 0.688004
9025.83 1.16148
9025.92 2.35869
9025.96 3.80613
9026.00 7.12147
9026.02 10.6404
9026.04 17.4199
9026.07 32.5528
9026.08 48.3212
9026.09 72.3890
9026.10 117.237
9026.11 144.734
9026.12 117.226
9026.14 72.3808
9026.15 50.1992
9026.16 34.8465
9026.18 18.8708
9026.20 11.5926
9026.21 7.92624
9026.25 4.28657
9026.29 2.67296
9026.37 1.32348
9026.45 0.789062
9026.60 0.375303
9026.76 0.220986
9027.38 0.0640398
9028.63 0.0217922
9031.13 0.0108165
9032.38 0.0104791
9033.63 0.0124954
9034.88 0.0214103
9035.50 0.0412419
9035.81 0.0908772
9035.97 0.240228
9036.05 0.701971
9036.09 1.93308
9036.11 4.48846
9036.12 8.01860
9036.12 16.1727
9036.14 32.2758
9036.15 16.1749
9036.17 5.27684
9036.19 2.41981
9036.22 0.910999
9036.29 0.352660
9036.42 0.247558
9036.55 0.563850
9036.62 1.65068
9036.66 4.51809
9036.67 9.93956
9036.68 16.1995
9036.69 30.9393
9036.70 61.7916
9036.72 30.9335
9036.72 16.1982
9036.73 9.40941
9036.75 4.19041
9036.79 1.51641
9036.86 0.527437
9037.00 0.239189
9037.29 0.274685
9037.43 0.427664
9037.57 0.845823
9037.65 1.36997
9037.72 2.58240
9037.75 3.92178
9037.79 6.60275
9037.82 12.9854
9037.84 19.6934
9037.86 30.6895
9037.87 39.6414
9037.88 49.0346
9037.89 58.1823
9037.90 61.5432
9037.91 57.5719
9037.92 49.1991
9037.93 30.8170
9037.96 17.9321
9037.98 11.2455
9038.00 7.57146
9038.02 5.39992
9038.06 3.07806
9038.10 1.99533
9038.15 1.38496
9038.19 1.02379
9038.27 0.621855
9038.36 0.418307
9038.44 0.301283
9038.61 0.178834
9038.78 0.119374
9038.95 0.0860489
9039.29 0.0519382
9039.63 0.0357148
9039.97 0.0267744
9040.65 0.0179239
9041.33 0.0142541
9042.01 0.0136091
9042.69 0.0208083
9043.03 0.0528701
9043.20 0.172243
9043.29 0.577363
9043.33 1.71993
9043.35 4.16569
9043.36 7.99510
9043.37 17.9388
9043.39 35.8562
9043.40 17.9374
9043.41 7.99460
9043.42 4.16545
9043.44 1.66203
9043.49 0.544115
9043.57 0.161756
9043.75 0.0497300
9044.10 0.0190792
9044.80 0.0110261
9046.20 0.00942186
9047.60 0.0102322
9049.00 0.0122604
9050.40 0.0159433
9051.80 0.0227706
9052.50 0.0285348
9053.20 0.0376159
9053.90 0.0563829
9054.25 0.0904278
9054.42 0.188474
9054.51 0.507623
9054.56 1.43018
9054.58 3.47501
9054.59 6.55359
9054.60 13.7003
9054.61 27.3373
9054.62 13.7055
9054.64 5.76888
9054.65 3.00519
9054.67 1.19405
9054.72 0.427249
9054.82 0.178138
9055.02 0.114389
9055.42 0.122421
9055.82 0.162841
9056.21 0.237350
9056.61 0.384121
9056.81 0.515746
9057.01 0.727189
9057.21 1.10112
9057.31 1.40162
9057.41 1.83850
9057.51 2.51055
9057.56 2.98320
9057.61 3.57592
9057.66 4.35978
9057.70 5.36498
9057.75 6.71263
9057.80 8.46277
9057.91 13.5083
9057.96 15.9099
9057.99 16.6346
9058.02 16.8706
9058.04 16.5931
9058.07 15.8335
9058.12 13.4487
9058.23 8.41629
9058.31 5.96124
9058.38 4.32126
9058.46 3.22921
9058.53 2.49276
9058.68 1.59177
9058.83 1.09622
9058.98 0.798348
9059.13 0.606583
9059.42 0.384130
9059.72 0.265632
9060.02 0.195583
9060.62 0.121719
9061.21 0.0888802
9061.81 0.0819338
9062.40 0.144862
9062.70 0.424391
9062.85 1.41068
9062.89 2.32344
9062.93 4.45843
9062.95 6.92219
9062.96 11.6950
9062.98 24.3280
9062.99 37.7151
9063.00 64.6620
9063.01 101.817
9063.02 129.316
9063.03 101.834
9063.04 64.6748
9063.05 35.8090
9063.06 21.3285
9063.08 9.67625
9063.10 5.42607
9063.12 3.52023
9063.21 1.08513
9063.38 0.321105
9063.73 0.102932
9064.42 0.0411535
9065.11 0.0270068
9065.81 0.0208495
9067.19 0.0153447
9068.57 0.0135387
9069.96 0.0144593
9071.34 0.0208311
9072.73 0.0570857
9073.42 0.185896
9073.59 0.306565
9073.77 0.616457
9073.85 1.00316
9073.94 1.91913
9073.98 2.98069
9074.03 5.16154
9074.05 7.30996
9074.07 10.8103
9074.09 17.6060
9074.11 30.9834
9074.13 49.0401
9074.15 61.9857
9074.17 49.2513
9074.19 31.1656
9074.20 20.5530
9074.22 14.3850
9074.23 10.2868
9074.25 7.80803
9074.28 4.86340
9074.31 3.34961
9074.37 1.98227
9074.43 1.50993
9074.56 2.13515
9074.62 5.45213
9074.65 13.3260
9074.66 25.2243
9074.67 38.4523
9074.68 60.5643
9074.69 97.4942
9074.70 120.818
9074.70 97.4767
9074.71 60.5298
9074.72 40.6558
9074.73 27.8056
9074.74 14.8386
9074.77 6.28361
9074.82 2.18538
9074.93 0.725384
9075.15 0.248045
9075.59 0.0895434
9076.46 0.0363225
9077.34 0.0325855
9077.77 0.0622809
9077.99 0.181126
9078.10 0.595703
9078.16 1.88454
9078.18 4.94043
9078.20 10.3549
9078.21 26.5049
9078.22 52.9628
9078.24 26.4966
9078.25 9.73900
9078.27 4.72351
9078.29 1.73292
9078.35 0.543366
9078.47 0.164325
9078.70 0.0577324
9079.16 0.0316414
9080.09 0.0390694
9081.02 0.120456
9081.25 0.202358
9081.48 0.419411
9081.60 0.697295
9081.71 1.38604
9081.77 2.19009
9081.83 3.94322
9081.86 5.69927
9081.89 8.85254
9081.91 15.1196
9081.93 20.3440
9081.94 28.1648
9081.96 44.8428
9081.99 56.1155
9082.01 44.6541
9082.03 28.0175
9082.05 16.3387
9082.08 10.1136
9082.10 6.74732
9082.13 4.78069
9082.18 2.73283
9082.23 1.77194
9082.33 0.909619
9082.43 0.552186
9082.63 0.266091
9082.82 0.157651
9083.22 0.0754906
9083.62 0.0454607
9085.21 0.0157760
9086.79 0.0114848
9087.59 0.0131433
9087.98 0.0203734
9088.18 0.0461581
9088.28 0.134374
9088.33 0.407088
9088.36 1.07292
9088.38 5.34892
9088.39 10.6834
9088.40 5.34613
9088.43 0.887892
9088.46 0.323690
9088.52 0.106509
9088.64 0.0390155
9088.87 0.0213943
9089.33 0.0220343
9089.79 0.0464609
9090.02 0.135378
9090.14 0.447380
9090.20 1.42544
9090.23 3.89060
9090.24 8.04752
9090.26 22.5547
9090.27 45.0837
9090.28 22.5540
9090.29 9.72131
9090.30 4.91664
9090.33 1.97556
9090.37 0.643769
9090.47 0.198663
9090.65 0.0693791
9091.03 0.0400074
9091.40 0.0432684
9091.77 0.0592541
9092.15 0.0970187
9092.52 0.202240
9092.71 0.341433
9092.89 0.699191
9092.99 1.13797
9093.08 2.16359
9093.13 3.29505
9093.17 5.49376
9093.20 7.57631
9093.22 10.7950
9093.24 16.2071
9093.25 20.4472
9093.26 25.8797
9093.28 33.1123
9093.29 41.1692
9093.30 48.8330
9093.31 51.6778
9093.33 48.2616
9093.34 41.0234
9093.36 25.7661
9093.39 15.8410
9093.41 10.2422
9093.44 7.03770
9093.46 5.08937
9093.51 2.98461
9093.56 1.96361
9093.61 1.37721
9093.66 1.02382
9093.76 0.625981
9093.86 0.420464
9093.96 0.302896
9094.16 0.179030
9094.36 0.118346
9094.55 0.0844724
9094.95 0.0497406
9095.35 0.0331567
9095.74 0.0239808
9096.54 0.0146978
9097.33 0.0103144
9098.12 0.00791277
9099.71 0.00555362
9101.30 0.00463260
9102.89 0.00463427
9104.47 0.00694423
9105.27 0.0152675
9105.66 0.0449138
9105.86 0.152090
9105.96 0.518391
9106.01 1.63062
9106.03 4.26566
9106.05 8.32356
9106.06 20.8520
9106.07 41.7014
9106.08 20.8533
9106.10 6.91706
9106.11 3.24662
9106.15 1.16094
9106.21 0.361649
9106.33 0.107321
9106.57 0.0373548
9107.06 0.0292306
9107.55 0.0829432
9107.80 0.293884
9107.92 1.00623
9107.98 3.05055
9108.01 7.64562
9108.03 14.2996
9108.04 32.5398
9108.05 51.4629
9108.06 65.0108
9108.07 51.3982
9108.08 32.4895
9108.09 15.7224
9108.10 8.89019
9108.13 3.83225
9108.18 1.29546
9108.29 0.381777
9108.50 0.105935
9108.92 0.0299719
9109.77 0.00979688
9111.46 0.00479778
9113.16 0.00588147
9114.00 0.0141167
9114.43 0.0466711
9114.64 0.168842
9114.74 0.596452
9114.80 1.90896
9114.82 4.97009
9114.84 9.97370
9114.85 25.6844
9114.86 51.3590
9114.87 25.6867
9114.88 12.9342
9114.89 7.44568
9114.91 3.14398
9114.95 1.06057
9115.03 0.311765
9115.18 0.0862445
9115.48 0.0243355
9116.09 0.00810078
9117.30 0.00392469
9119.73 0.00302772
9122.16 0.00354051
9123.38 0.00516202
9123.98 0.0100133
9124.29 0.0270190
9124.44 0.0878860
9124.52 0.289673
9124.55 0.853528
9124.57 2.03057
9124.59 7.57772
9124.60 15.1581
9124.62 7.58440
9124.64 1.92297
9124.66 0.822884
9124.69 0.283851
9124.77 0.0875714
9124.92 0.0282080
9125.23 0.0128442
9125.84 0.0138788
9126.45 0.0410960
9126.75 0.147340
9126.90 0.528948
9126.98 1.76273
9127.02 5.04555
9127.04 11.4231
9127.05 20.3446
9127.05 38.8344
9127.06 61.5798
9127.07 77.6544
9127.08 61.5912
9127.08 38.8433
9127.10 15.9102
9127.11 7.80672
9127.14 2.95002
9127.19 0.925510
9127.31 0.262066
9127.53 0.0718656
9127.98 0.0210085
9128.87 0.00792538
9130.66 0.00499273
9132.45 0.00507123
9134.24 0.00599572
9136.02 0.00790454
9137.81 0.0119578
9138.71 0.0159316
9139.60 0.0231758
9140.50 0.0401308
9140.94 0.0668437
9141.17 0.129287
9141.28 0.322510
9141.33 0.909253
9141.36 2.35835
9141.38 4.88551
9141.39 12.5398
9141.40 25.0059
9141.41 12.5394
9141.43 4.60185
9141.44 2.16852
9141.47 0.830180
9141.53 0.309410
9141.65 0.154433
9141.89 0.136552
9142.13 0.174134
9142.37 0.252751
9142.61 0.414542
9142.85 0.812730
9142.97 1.27750
9143.09 2.26971
9143.15 3.25762
9143.21 4.96963
9143.24 6.35997
9143.27 8.34347
9143.30 11.2242
9143.32 15.2961
9143.35 19.6288
9143.37 24.4904
9143.40 29.0373
9143.41 30.4555
9143.42 30.9619
9143.43 30.5530
9143.44 29.2189
9143.47 24.9641
9143.51 15.6656
9143.55 10.5829
9143.59 7.40986
9143.62 5.34793
9143.66 4.03493
9143.74 2.48808
9143.81 1.68316
9143.89 1.20571
9143.96 0.904917
9144.11 0.564602
9144.26 0.384962
9144.41 0.280189
9144.56 0.213457
9144.71 0.168390
9145.01 0.113116
9145.30 0.0819853
9145.60 0.0627961
9145.90 0.0502220
9146.50 0.0353359
9147.10 0.0274529
9148.29 0.0206151
9149.49 0.0195813
9150.68 0.0233743
9151.88 0.0392787
9152.47 0.0734651
9152.77 0.163833
9152.92 0.450471
9153.00 1.35197
9153.03 3.64397
9153.05 8.06767
9153.06 13.2530
9153.07 24.3252
9153.09 48.5717
9153.10 24.3180
9153.11 11.1176
9153.13 6.08323
9153.15 2.57412
9153.20 0.920017
9153.29 0.342168
9153.49 0.196933
9153.87 0.291198
9154.06 0.475053
9154.25 0.974022
9154.35 1.60997
9154.45 3.17407
9154.49 4.98184
9154.54 8.87115
9154.57 12.7103
9154.59 19.4942
9154.61 32.6729
9154.63 43.9108
9154.64 60.9857
9154.66 97.0680
9154.68 122.018
9154.69 97.1001
9154.71 61.0106
9154.73 38.7240
9154.75 25.4802
9154.77 17.7192
9154.78 12.9220
9154.82 7.66012
9154.86 5.08754
9154.89 3.58281
9154.93 2.65664
9155.00 1.63648
9155.14 0.799096
9155.28 0.476527
9155.57 0.228528
9155.85 0.137706
9156.43 0.0710468
9157.00 0.0479369
9158.14 0.0335363
9159.28 0.0323827
9160.42 0.0377042
9161.56 0.0503988
9162.70 0.0783283
9163.27 0.111469
9163.56 0.167278
9163.70 0.322242
9163.77 0.797962
9163.81 2.09907
9163.83 4.73399
9163.84 16.2784
9163.86 32.4126
9163.87 16.2760
9163.88 7.25276
9163.89 3.83617
9163.91 1.66017
9163.95 0.647725
9164.04 0.295475
9164.21 0.207217
9164.55 0.225843
9164.89 0.291533
9165.23 0.403057
9165.40 0.486092
9165.57 0.597891
9165.74 0.752524
9165.91 0.973424
9165.99 1.12038
9166.08 1.30107
9166.16 1.52559
9166.25 1.80750
9166.33 2.16476
9166.42 2.62057
9166.50 3.20278
9166.59 3.93908
9166.79 6.29769
9166.89 7.40165
9166.95 7.73800
9167.00 7.85300
9167.02 7.81818
9167.05 7.72630
9167.07 7.57435
9167.10 7.38026
9167.20 6.26672
9167.40 3.91463
9167.64 2.23417
9167.88 1.37763
9168.12 0.917546
9168.36 0.650677
9168.59 0.483120
9168.83 0.372266
9169.31 0.240343
9169.78 0.167960
9170.26 0.124393
9171.21 0.0771393
9172.16 0.0543154
9173.11 0.0441490
9174.06 0.0527752
9174.30 0.0675268
9174.54 0.109888
9174.65 0.167535
9174.77 0.323176
9174.89 1.04449
9174.95 3.09396
9174.98 7.66362
9175.00 14.5514
9175.01 32.3445
9175.02 50.6998
9175.03 63.5910
9175.04 49.3033
9175.05 31.2623
9175.06 17.2589
9175.07 10.7573
9175.09 4.99584
9175.13 1.86336
9175.21 0.597182
9175.29 0.307265
9175.38 0.199519
9175.54 0.125878
9175.71 0.113971
9176.04 0.242188
9176.21 0.783331
9176.29 2.55224
9176.33 7.15633
9176.35 16.2599
9176.36 27.3291
9176.37 53.2525
9176.38 83.5474
9176.39 106.459
9176.39 83.5331
9176.40 53.2411
9176.41 32.5877
9176.42 21.9277
9176.43 11.0169
9176.46 4.26254
9176.52 1.38949
9176.64 0.412835
9176.88 0.124737
9177.35 0.0446536
9178.30 0.0212341
9179.25 0.0156345
9180.19 0.0134263
9182.09 0.0153097
9183.04 0.0320932
9183.51 0.0983635
9183.75 0.344553
9183.87 1.20281
9183.93 3.76328
9183.96 9.93437
9183.97 20.2015
9183.98 30.4769
9183.99 49.1333
9183.99 80.1958
9184.00 98.2493
9184.01 80.1856
9184.01 49.1253
9184.02 30.4724
9184.03 20.1989
9184.04 10.3513
9184.07 4.07369
9184.13 1.31687
9184.24 0.382233
9184.46 0.109343
9184.91 0.0362672
9185.81 0.0214045
9186.71 0.0399466
9187.16 0.120100
9187.38 0.408403
9187.49 1.35282
9187.55 3.93322
9187.58 9.14351
9187.59 16.1981
9187.61 32.5638
9187.62 53.1510
9187.62 65.0821
9187.63 53.1344
9187.64 32.5337
9187.66 16.1929
9187.67 8.81635
9187.70 3.74436
9187.76 1.27823
9187.88 0.385014
9188.11 0.120884
9188.58 0.0665391
9189.04 0.152716
9189.28 0.518939
9189.39 1.77850
9189.45 5.39429
9189.48 13.3222
9189.50 25.8485
9189.50 37.6572
9189.51 59.5377
9189.52 95.9777
9189.53 118.991
9189.54 95.9192
9189.54 59.4917
9189.56 28.6292
9189.57 15.6212
9189.60 6.49276
9189.65 2.20806
9189.75 0.650044
9189.96 0.182126
9190.37 0.0529251
9191.19 0.0180989
9192.84 0.00888355
9194.48 0.00998258
9195.31 0.0213786
9195.72 0.0657756
9195.92 0.230487
9196.03 0.798467
9196.08 2.46144
9196.10 6.38124
9196.12 12.7285
9196.13 31.2682
9196.14 62.4990
9196.15 31.2554
9196.17 13.5373
9196.18 7.35604
9196.20 3.05876
9196.24 1.02720
9196.33 0.304247
9196.51 0.0869488
9196.86 0.0285006
9197.57 0.0172674
9198.28 0.0373472
9198.63 0.124343
9198.81 0.439438
9198.90 1.44741
9198.94 4.08788
9198.96 9.10488
9198.97 15.4681
9198.98 30.1193
9198.99 48.7026
9199.00 60.0964
9199.01 48.5226
9199.02 29.9778
9199.03 13.1933
9199.05 6.81473
9199.08 2.76331
9199.13 0.910907
9199.25 0.266305
9199.48 0.0748032
9199.95 0.0227545
9200.41 0.0126376
9200.88 0.00901838
9202.74 0.00568419
9204.60 0.00610887
9205.53 0.00860100
9205.99 0.0168553
9206.23 0.0466580
9206.34 0.150340
9206.40 0.471300
9206.43 1.26668
9206.44 2.75061
9206.46 8.06291
9206.47 16.1117
9206.48 8.05570
9206.50 2.06098
9206.52 0.883472
9206.56 0.299356
9206.64 0.0922501
9206.80 0.0305670
9207.11 0.0145286
9207.73 0.0141054
9208.35 0.0329038
9208.66 0.105637
9208.82 0.369457
9208.90 1.23822
9208.94 3.62557
9208.96 8.26233
9208.97 14.8642
9208.98 30.3743
9208.99 60.7529
9209.00 30.3678
9209.02 12.2843
9209.03 6.15424
9209.05 2.44521
9209.10 0.784137
9209.21 0.229880
9209.41 0.0671504
9209.81 0.0237595
9210.63 0.0137961
9211.44 0.0137603
9212.25 0.0161699
9213.06 0.0208013
9213.87 0.0291121
9214.69 0.0461419
9215.09 0.0671338
9215.30 0.106597
9215.40 0.218464
9215.45 0.553816
9215.47 1.34450
9215.50 6.96428
9215.51 13.8505
9215.52 6.96546
9215.54 2.03280
9215.56 0.928976
9215.59 0.367869
9215.66 0.170572
9215.80 0.121376
9216.08 0.136677
9216.36 0.184300
9216.64 0.270618
9216.92 0.441209
9217.20 0.843020
9217.27 1.03031
9217.34 1.28631
9217.41 1.64801
9217.48 2.17976
9217.55 2.99948
9217.58 3.58151
9217.62 4.33444
9217.65 5.32229
9217.69 6.63342
9217.72 8.38213
9217.76 10.6309
9217.79 13.6112
9217.83 17.0177
9217.87 19.9685
9217.88 20.8351
9217.90 21.0920
9217.92 20.7226
9217.94 19.7598
9217.97 16.8095
9218.04 10.4679
9218.12 6.09376
9218.20 3.79264
9218.29 2.54022
9218.37 1.80486
9218.45 1.34264
9218.53 1.03536
9218.69 0.668935
9218.85 0.465706
9219.01 0.342543
9219.34 0.207784
9219.66 0.139295
9219.98 0.100057
9220.31 0.0753884
9220.63 0.0589730
9221.28 0.0390815
9221.92 0.0279818
9222.57 0.0211818
9223.22 0.0167458
9224.51 0.0116134
9225.80 0.00935532
9227.10 0.0112342
9227.74 0.0247905
9228.07 0.0783443
9228.23 0.275292
9228.31 0.936740
9228.35 2.76619
9228.37 6.55944
9228.38 11.8657
9228.39 25.2291
9228.40 50.4373
9228.42 25.2271
9228.43 11.8649
9228.44 6.55920
9228.46 2.76628
9228.50 0.917705
9228.58 0.272928
9228.74 0.0798121
9228.90 0.0493210
9228.98 0.0694495
9229.07 1.33765
9229.08 2.65114
9229.09 1.33597
9229.13 0.128421
9229.18 0.0526512
9229.27 0.0253193
9229.45 0.0147073
9229.81 0.00927930
9230.52 0.00617961
9231.96 0.00463587
9233.39 0.00485287
9234.11 0.00749884
9234.46 0.0178150
9234.64 0.0556697
9234.73 0.185412
9234.78 0.567826
9234.80 1.40022
9234.82 6.55488
9234.83 13.1107
9234.85 6.55480
9234.87 1.64008
9234.89 0.675671
9234.93 0.231166
9235.00 0.0707054
9235.16 0.0221633
9235.47 0.00887909
9236.10 0.00572706
9237.35 0.00644264
9238.60 0.0123138
9239.23 0.0275645
9239.54 0.0738456
9239.70 0.230268
9239.77 0.738835
9239.81 2.13997
9239.83 5.15975
9239.84 9.50523
9239.85 19.6196
9239.86 39.2284
9239.88 19.6201
9239.89 8.31213
9239.90 4.41312
9239.92 1.74590
9239.97 0.589327
9240.06 0.190698
9240.24 0.0834817
9240.60 0.0974839
9240.78 0.155475
9240.96 0.320735
9241.05 0.539992
9241.14 1.09586
9241.24 3.36577
9241.28 8.32207
9241.30 15.9782
9241.31 23.2953
9241.33 35.2462
9241.34 56.3304
9241.35 70.0974
9241.36 65.1750
9241.36 55.8253
9241.38 34.8515
9241.39 21.4573
9241.40 13.9582
9241.43 7.15278
9241.45 4.26875
9241.48 2.81736
9241.53 1.48223
9241.58 0.910617
9241.68 0.443980
9241.78 0.262637
9241.98 0.123548
9242.18 0.0725162
9242.58 0.0346523
9242.98 0.0210817
9243.78 0.0115051
9244.58 0.00880895
9246.19 0.0138672
9246.99 0.0434805
9247.39 0.158748
9247.59 0.578863
9247.69 1.97489
9247.74 5.87602
9247.77 14.0358
9247.78 26.2752
9247.79 55.2488
9247.80 87.5889
9247.81 110.502
9247.81 87.5703
9247.82 55.2345
9247.83 37.0855
9247.84 24.8902
9247.85 12.9075
9247.88 5.25435
9247.93 1.70519
9248.04 0.489755
9248.26 0.132998
9248.70 0.0364397
9249.58 0.0116415
9250.46 0.00965697
9250.90 0.0188400
9251.12 0.0553582
9251.23 0.184494
9251.28 0.591694
9251.31 1.58918
9251.32 3.43843
9251.34 9.29379
9251.35 18.5749
9251.36 9.29290
9251.37 3.67273
9251.39 1.74879
9251.41 0.647636
9251.46 0.208447
9251.57 0.0654386
9251.77 0.0318766
9251.98 0.0619425
9252.08 0.194039
9252.13 0.593602
9252.16 1.56868
9252.18 8.28785
9252.19 16.5652
9252.21 8.28775
9252.22 2.83792
9252.24 1.30688
9252.27 0.472722
9252.33 0.149357
9252.44 0.0449393
9252.68 0.0146012
9253.15 0.00582873
9254.10 0.00300200
9255.98 0.00186887
9259.76 0.00130138
9267.32 0.00103749
9274.87 0.00119986
9278.65 0.00188077
9280.54 0.00394072
9281.48 0.0111587
9281.95 0.0382153
9282.19 0.138197
9282.31 0.483049
9282.37 1.51779
9282.40 4.02927
9282.41 8.26433
9282.43 21.5035
9282.44 43.0072
9282.45 21.5203
9282.47 10.4340
9282.48 5.75489
9282.50 2.49730
9282.54 0.845866
9282.63 0.249568
9282.80 0.0697828
9283.14 0.0202034
9283.82 0.00771241
9285.19 0.00712780
9286.56 0.0194981
9287.25 0.0598506
9287.59 0.172479
9287.76 0.467701
9287.85 1.25567
9287.89 3.24044
9287.91 7.02026
9287.92 12.3459
9287.93 23.9657
9287.95 47.4932
9287.96 38.7113
9287.96 24.0907
9287.98 10.6858
9287.99 6.03808
9288.02 3.08269
9288.07 2.67908
9288.12 5.81797
9288.15 12.1517
9288.16 19.4995
9288.18 35.4641
9288.19 56.6975
9288.20 70.7175
9288.21 56.6729
9288.22 35.4100
9288.23 19.4058
9288.25 11.6231
9288.28 5.32673
9288.33 1.93323
9288.44 0.610153
9288.67 0.177960
9289.11 0.0499834
9290.00 0.0143356
9291.78 0.00520970
9293.56 0.00597736
9294.45 0.0157139
9294.89 0.0545301
9295.11 0.198263
9295.22 0.689484
9295.28 2.16280
9295.31 5.57493
9295.32 11.0035
9295.33 24.9069
9295.35 49.8069
9295.36 24.8899
9295.37 13.0607
9295.39 7.28953
9295.41 3.08735
9295.45 1.04330
9295.54 0.309815
9295.71 0.0852955
9296.06 0.0236327
9296.76 0.00737885
9298.16 0.00326221
9300.95 0.00290188
9302.35 0.00389013
9303.75 0.00700560
9304.45 0.0113723
9305.14 0.0236197
9305.49 0.0404035
9305.84 0.0869131
9306.02 0.149871
9306.19 0.318601
9306.28 0.541014
9306.37 1.10320
9306.45 3.33943
9306.50 8.28621
9306.52 15.7038
9306.53 23.1061
9306.54 34.9423
9306.55 55.2991
9306.57 69.9610
9306.57 65.0213
9306.58 55.3947
9306.59 35.0165
9306.61 18.6443
9306.62 11.1930
9306.66 5.02360
9306.69 2.79862
9306.72 1.77296
