Au-197(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
3810.31 14.9841
3810.84 14.3156
3811.36 13.8166
3812.41 13.1109
3813.45 12.6254
3815.55 11.9682
3817.64 11.5057
3819.74 11.1274
3823.92 10.4469
3828.11 9.70418
3830.21 9.24718
3832.30 8.67883
3834.39 7.92429
3835.44 7.44265
3836.49 6.87751
3837.01 6.57216
3837.54 6.27756
3838.06 6.05471
3838.58 6.07757
3839.11 6.87962
3839.37 8.04935
3839.63 10.4158
3839.89 15.3895
3840.02 19.8176
3840.15 26.6276
3840.28 37.4475
3840.42 55.2896
3840.55 85.7807
3840.68 138.059
3840.84 246.466
3841.00 345.372
3841.16 310.142
3841.33 217.879
3841.49 148.338
3841.66 106.963
3841.83 81.9236
3842.00 65.9884
3842.17 55.1488
3842.34 47.5149
3842.67 37.5808
3843.01 31.5339
3843.35 27.5482
3844.02 22.6697
3844.70 19.8257
3845.37 17.9766
3846.05 16.6738
3846.72 15.7052
3848.07 14.3438
3849.42 13.4122
3852.12 12.1479
3854.82 11.2268
3857.51 10.3931
3858.86 9.94246
3860.21 9.39984
3860.89 9.04889
3861.22 8.83560
3861.56 8.58364
3861.90 8.28128
3862.24 7.96006
3862.40 7.89157
3862.49 7.96739
3862.57 8.23979
3862.66 8.99110
3862.74 10.9851
3862.78 13.1106
3862.83 16.8957
3862.87 23.9492
3862.89 29.6124
3862.91 37.4136
3862.93 48.9995
3862.96 63.5442
3863.00 87.8407
3863.05 80.8175
3863.09 59.6763
3863.13 47.0542
3863.16 38.2131
3863.19 32.0925
3863.23 27.7678
3863.30 22.2715
3863.36 19.0829
3863.43 17.0023
3863.50 15.5939
3863.63 13.7908
3863.77 12.6967
3863.90 11.9716
3864.17 11.0527
3864.44 10.4766
3864.71 10.0679
3865.26 9.48271
3866.34 8.65264
3867.42 7.92395
3868.50 7.17611
3869.04 6.81297
3869.58 6.54464
3870.12 6.66066
3870.40 7.14912
3870.67 8.37540
3870.94 11.3556
3871.07 14.2539
3871.21 19.0353
3871.34 27.2795
3871.48 42.3281
3871.54 54.5684
3871.61 71.6466
3871.68 96.4485
3871.75 131.257
3871.87 231.242
3872.00 320.459
3872.13 285.358
3872.25 198.866
3872.38 138.771
3872.50 101.842
3872.62 78.7144
3872.74 63.5684
3872.98 45.6723
3873.22 35.9457
3873.46 29.9677
3873.70 26.0124
3874.18 21.1453
3874.66 18.2862
3875.14 16.4081
3876.10 14.0604
3877.06 12.5931
3878.02 11.5305
3879.95 9.91316
3881.87 8.48496
3882.83 7.74778
3883.79 6.99006
3884.75 6.32608
3885.24 6.18813
3885.72 6.47771
3886.20 7.94508
3886.44 9.75070
3886.68 13.1128
3886.92 19.6576
3887.04 25.1269
3887.16 33.1321
3887.28 45.1344
3887.40 63.5885
3887.52 92.5633
3887.64 138.164
3887.82 248.445
3888.00 350.232
3888.18 316.243
3888.36 222.863
3888.56 149.687
3888.76 107.173
3888.95 81.7775
3889.15 65.6707
3889.34 54.8443
3889.54 47.2000
3889.93 37.3063
3890.32 31.2828
3890.72 27.2983
3891.50 22.3841
3892.29 19.4768
3893.07 17.5493
3894.64 15.0984
3896.21 13.5367
3897.78 12.3850
3900.91 10.5995
3904.05 8.98963
3905.62 8.13896
3907.19 7.22686
3908.76 6.31440
3909.54 5.97255
3910.33 5.94757
3911.11 6.88215
3911.51 8.26728
3911.90 11.0594
3912.29 16.8241
3912.49 21.8490
3912.68 29.4340
3912.88 41.2017
3913.07 60.0214
3913.27 90.9576
3913.47 142.171
3913.73 256.738
3914.00 362.958
3914.27 328.160
3914.54 231.531
3914.72 178.291
3914.91 140.514
3915.10 113.750
3915.28 94.6781
3915.65 70.0370
3916.03 55.4476
3916.40 46.0185
3916.77 39.5562
3917.52 31.3614
3918.26 26.4476
3919.01 23.1863
3920.50 19.0986
3921.99 16.5719
3923.48 14.7778
3926.46 12.1463
3929.44 9.92532
3930.93 8.79793
3932.42 7.62177
3933.91 6.49936
3934.65 6.12609
3935.40 6.20831
3936.14 7.58023
3936.52 9.44350
3936.89 13.0107
3937.26 19.9877
3937.45 25.7929
3937.63 34.2060
3937.82 46.7082
3938.01 65.4380
3938.19 94.0304
3938.38 137.617
3938.69 254.509
3939.00 367.593
3939.16 371.555
3939.31 338.715
3939.62 242.920
3939.81 195.169
3940.00 159.121
3940.38 112.410
3940.76 85.4850
3941.14 68.7746
3941.51 57.6810
3941.89 49.8998
3942.65 39.8697
3943.40 33.7525
3944.16 29.6668
3945.67 24.5592
3947.18 21.4591
3948.69 19.3336
3951.71 16.4535
3954.74 14.3453
3956.25 13.3702
3957.76 12.3521
3959.27 11.1854
3960.03 10.4919
3960.78 9.67908
3961.54 8.70456
3961.92 8.16524
3962.29 7.65782
3962.67 7.42612
3962.86 7.66902
3963.05 8.56586
3963.24 11.0341
3963.33 13.5631
3963.43 17.7519
3963.52 25.0802
3963.62 38.1971
3963.66 48.5956
3963.71 63.0686
3963.76 83.3414
3963.80 111.587
3963.90 201.739
3964.00 287.268
3964.05 289.020
3964.10 262.723
3964.20 187.764
3964.26 146.816
3964.33 117.231
3964.40 96.1598
3964.46 80.9340
3964.60 61.1398
3964.73 49.3531
3964.87 41.6409
3965.00 36.3530
3965.27 29.5954
3965.53 25.5289
3965.80 22.8291
3966.33 19.4623
3966.87 17.4155
3967.40 16.0104
3968.47 14.1112
3969.54 12.7770
3970.61 11.6922
3972.74 9.78620
3974.88 7.90867
3975.95 6.97004
3977.02 6.16799
3978.09 5.98259
3978.62 6.58570
3979.16 8.35705
3979.42 10.0698
3979.69 12.7343
3979.96 16.8980
3980.22 23.4961
3980.49 34.1836
3980.76 51.9741
3981.02 82.3853
3981.29 134.768
3981.65 253.970
3982.00 372.158
3982.18 378.591
3982.36 347.291
3982.71 251.715
3983.11 170.803
3983.51 123.532
3983.91 95.1997
3984.32 77.1902
3984.72 64.9374
3985.12 56.1702
3985.32 52.6627
3985.52 49.7036
3985.62 48.5561
3985.72 48.0390
3985.77 48.3821
3985.82 49.7503
3985.87 53.5669
3985.90 57.4202
3985.92 63.7493
3985.96 79.9424
3986.00 95.1773
3986.04 90.5536
3986.08 76.4618
3986.11 68.8148
3986.13 63.1008
3986.19 55.9146
3986.24 51.7919
3986.29 49.1469
3986.40 45.8700
3986.51 43.7924
3986.73 41.0127
3986.94 39.0240
3987.37 36.0283
3987.80 33.7308
3988.67 30.2819
3989.53 27.7542
3991.25 24.2050
3992.98 21.7180
3994.70 19.7043
3995.56 18.7416
3996.42 17.7202
3997.29 16.5210
3997.72 15.7861
3998.15 14.8938
3998.58 13.7647
3998.79 13.0888
3999.01 12.3693
3999.23 11.7667
3999.33 11.7028
3999.44 12.1144
3999.55 13.7222
3999.66 18.5688
3999.71 23.9108
3999.76 33.4651
3999.79 40.9088
3999.82 51.0772
3999.85 64.9976
3999.87 83.1202
3999.90 114.435
3999.94 153.550
4000.00 225.233
4000.03 231.124
4000.07 214.470
4000.13 160.514
4000.20 114.891
4000.27 87.4842
4000.34 70.5699
4000.41 59.5655
4000.48 52.0134
4000.54 46.5872
4000.68 39.4176
4000.82 34.9581
4000.96 31.9442
4001.23 28.1535
4001.51 25.8634
4001.79 24.3334
4002.34 22.3850
4002.89 21.1655
4003.44 20.3087
4004.55 19.1318
4005.65 18.3133
4006.76 17.6777
4008.97 16.6891
4013.39 15.1885
4017.81 13.8619
4022.22 12.4082
4024.43 11.5253
4026.64 10.4421
4028.85 9.03307
4029.96 8.15917
4031.06 7.17601
4032.17 6.23339
4032.72 5.98432
4033.27 6.26749
4033.82 8.02164
4034.10 10.1962
4034.38 14.2046
4034.65 21.7258
4034.79 27.8116
4034.93 36.4177
4035.07 48.7650
4035.20 66.7273
4035.34 93.0996
4035.48 131.664
4035.74 247.027
4036.00 361.613
4036.13 367.772
4036.26 337.319
4036.52 244.638
4036.82 166.366
4037.11 120.716
4037.40 93.4441
4037.70 76.1094
4037.99 64.4156
4038.29 56.1232
4038.87 45.3206
4039.46 38.6905
4040.05 34.2667
4041.23 28.7638
4042.40 25.4789
4043.58 23.2764
4044.17 22.4072
4044.76 21.6322
4045.35 20.9021
4045.49 20.7350
4045.64 20.6315
4045.71 20.6761
4045.79 20.9508
4045.86 22.0673
4045.90 23.6435
4045.93 26.9531
4045.97 32.7866
4046.00 38.1599
4046.03 36.5509
4046.07 31.8249
4046.09 28.8970
4046.12 26.9346
4046.17 24.5974
4046.27 22.5844
4046.37 21.7390
4046.47 21.2700
4046.67 20.7331
4046.88 20.3995
4047.28 19.9382
4047.68 19.5865
4048.49 19.0172
4049.30 18.5423
4052.53 17.1023
4055.76 16.0374
4058.99 15.1428
4062.22 14.3113
4065.46 13.4558
4067.07 12.9806
4068.69 12.4272
4069.49 12.0891
4070.30 11.6607
4070.71 11.3827
4071.11 11.0405
4071.31 10.8676
4071.51 10.8355
4071.62 11.0763
4071.72 12.0018
4071.77 13.1987
4071.82 15.5967
4071.87 20.8299
4071.89 25.6259
4071.92 32.9365
4071.94 41.6566
4071.96 52.6091
4072.00 70.8769
4072.04 65.6085
4072.08 49.7352
4072.11 41.2957
4072.14 35.2771
4072.19 27.5953
4072.24 23.2301
4072.29 20.5438
4072.40 17.5079
4072.50 15.9166
4072.71 14.2859
4072.92 13.4604
4073.13 12.9455
4073.34 12.5849
4073.75 12.0805
4074.59 11.4089
4075.42 10.8774
4077.09 9.86322
4078.76 8.73501
4080.43 7.41640
4081.26 6.72988
4082.09 6.18186
4082.93 6.27011
4083.35 7.01976
4083.76 8.93627
4083.97 10.7174
4084.18 13.4207
4084.39 17.5990
4084.60 24.0985
4084.81 34.5409
4085.01 51.6083
4085.22 80.5007
4085.43 129.247
4085.72 242.632
4086.00 354.798
4086.14 360.798
4086.29 330.958
4086.57 240.104
4086.87 166.495
4087.18 122.274
4087.48 95.2635
4087.79 77.8391
4088.09 65.9671
4088.39 57.4904
4089.00 46.3778
4089.61 39.5214
4090.22 34.9335
4091.44 29.2183
4092.65 25.8116
4093.87 23.5473
4096.30 20.6831
4098.73 18.8886
4101.17 17.5965
4106.03 15.6640
4110.90 13.9491
4113.33 12.9971
4115.76 11.8611
4118.20 10.3828
4119.41 9.43722
4120.63 8.30744
4121.85 7.02057
4122.46 6.42314
4123.06 6.09870
4123.67 6.71283
4123.98 7.94615
4124.28 10.5919
4124.43 12.8507
4124.58 16.1243
4124.74 20.9112
4124.89 28.0042
4125.04 38.6878
4125.19 55.0629
4125.34 80.5069
4125.50 119.980
4125.75 227.933
4126.00 336.908
4126.13 344.419
4126.25 317.537
4126.51 232.196
4126.67 186.757
4126.83 152.594
4127.15 108.793
4127.47 83.6494
4127.79 68.1414
4128.11 57.8171
4128.44 50.5898
4129.08 41.2169
4129.72 35.4726
4130.36 31.6014
4131.65 26.6585
4132.94 23.4838
4133.58 22.2025
4134.22 21.0175
4134.87 19.8887
4135.19 19.3646
4135.51 18.9445
4135.83 18.8607
4135.99 19.1651
4136.15 20.0212
4136.31 22.1020
4136.47 27.1052
4136.55 32.1097
4136.63 40.3346
4136.71 54.3818
4136.79 78.5834
4136.90 131.779
4137.00 182.211
4137.10 168.571
4137.21 124.772
4137.32 90.7182
4137.43 70.3454
4137.53 57.8418
4137.64 49.7451
4137.75 44.2114
4137.86 40.2491
4138.07 35.0325
4138.29 31.7829
4138.51 29.5967
4138.94 26.8295
4139.37 25.1338
4139.80 23.9758
4140.67 22.4516
4141.53 21.4526
4142.40 20.7197
4144.13 19.6656
4145.86 18.8990
4147.59 18.2855
4151.04 17.2890
4154.50 16.4011
4156.23 15.9363
4157.96 15.4121
4159.69 14.7596
4160.56 14.3426
4161.42 13.8183
4162.29 13.1086
4162.72 12.6398
4163.15 12.0526
4163.58 11.3025
4163.80 10.8654
4164.02 10.4254
4164.23 10.1479
4164.34 10.2456
4164.45 10.7882
4164.56 12.4067
4164.66 16.9092
4164.72 21.7710
4164.77 30.4548
4164.80 37.2544
4164.83 46.6078
4164.85 59.5312
4164.88 77.6698
4164.91 105.121
4164.94 139.309
4165.00 199.362
4165.03 202.241
4165.06 185.874
4165.12 135.974
4165.16 111.031
4165.19 91.8943
4165.27 67.1159
4165.34 52.8480
4165.42 43.9935
4165.49 38.1110
4165.56 33.9792
4165.71 28.6600
4165.86 25.3757
4166.01 23.1655
4166.30 20.3628
4166.60 18.5958
4166.89 17.3230
4167.48 15.3961
4168.07 13.6763
4168.37 12.7676
4168.66 11.7988
4168.96 10.8617
4169.11 10.5541
4169.26 10.6314
4169.40 11.7631
4169.55 15.9703
4169.62 21.0924
4169.70 30.9007
4169.74 38.9558
4169.77 50.4187
4169.81 66.8129
4169.85 89.3799
4169.88 123.277
4169.92 166.957
4170.00 246.085
4170.04 252.657
4170.08 234.172
4170.16 174.533
4170.22 135.723
4170.28 108.858
4170.34 89.9288
4170.40 76.7610
4170.52 59.8154
4170.64 49.8823
4170.76 43.4151
4170.88 38.9900
4171.12 33.3217
4171.36 29.8852
4171.60 27.6078
4172.09 24.7693
4172.57 23.0641
4173.05 21.9240
4174.02 20.4744
4174.98 19.5760
4175.95 18.9526
4177.88 18.1208
4179.81 17.5701
4181.74 17.1635
4185.60 16.5740
4189.46 16.1395
4193.32 15.7853
4201.04 15.1949
4208.76 14.6621
4216.48 14.1011
4220.34 13.7720
4224.20 13.3605
4226.13 13.0878
4227.09 12.9175
4228.06 12.7073
4229.02 12.4263
4229.50 12.2388
4229.99 11.9979
4230.47 11.6679
4230.71 11.4525
4230.95 11.1925
4231.19 10.8965
4231.31 10.7615
4231.43 10.7001
4231.55 10.8913
4231.61 11.2392
4231.67 11.9815
4231.73 13.5952
4231.79 17.1481
4231.82 20.4739
4231.85 25.7790
4231.88 34.4449
4231.91 48.9766
4231.94 64.0896
4231.96 82.6631
4232.00 115.730
4232.04 107.263
4232.09 79.6115
4232.12 63.6982
4232.15 52.1663
4232.18 44.0846
4232.21 38.4798
4232.27 31.1104
4232.33 26.7273
4232.39 23.8965
4232.45 21.9480
4232.57 19.4784
4232.70 17.9999
4232.82 17.0243
4233.06 15.8214
4233.31 15.1073
4233.55 14.6301
4234.04 14.0185
4234.53 13.6253
4235.02 13.3364
4235.99 12.9007
4237.94 12.2051
4239.90 11.4766
4240.87 11.0407
4241.85 10.5227
4242.83 9.88478
4243.80 9.07496
4244.29 8.58602
4244.78 8.03806
4245.27 7.44666
4245.75 6.89354
4246.24 6.70116
4246.49 7.06534
4246.73 8.24987
4246.97 11.3460
4247.10 14.3966
4247.22 19.3637
4247.34 27.6613
4247.46 41.9905
4247.58 67.6031
4247.71 114.038
4247.85 211.700
4248.00 308.179
4248.07 313.066
4248.15 286.814
4248.30 208.127
4248.39 167.069
4248.48 136.596
4248.66 97.3788
4248.85 74.8348
4249.03 60.9923
4249.22 51.7837
4249.40 45.3773
4249.77 37.1149
4250.14 32.1135
4250.51 28.7982
4251.25 24.7141
4251.99 22.3113
4252.72 20.7317
4253.46 19.6121
4254.20 18.7751
4255.67 17.5937
4257.15 16.7869
4260.10 15.7095
4263.05 14.9566
4266.00 14.3115
4267.48 13.9741
4268.22 13.7848
4268.96 13.5667
4269.69 13.2954
4270.06 13.1250
4270.43 12.9172
4270.80 12.6565
4271.17 12.3498
4271.36 12.2468
4271.54 12.4555
4271.63 13.0166
4271.72 14.6371
4271.77 16.4468
4271.82 19.7915
4271.86 26.3058
4271.91 39.6119
4271.95 63.8791
4272.00 86.9393
4272.05 80.9498
4272.09 61.0093
4272.13 49.8290
4272.16 41.6988
4272.19 35.9751
4272.22 31.9844
4272.29 26.6652
4272.35 23.5501
4272.49 20.1209
4272.62 18.3482
4272.75 17.2852
4272.88 16.5819
4273.14 15.7127
4273.40 15.1890
4273.66 14.8347
4274.19 14.3720
4274.71 14.0654
4275.23 13.8340
4276.28 13.4757
4278.37 12.9002
4280.47 12.3299
4282.56 11.6444
4283.61 11.2101
4284.65 10.6668
4285.70 9.94010
4286.22 9.46946
4286.75 8.89826
4287.27 8.22285
4287.53 7.88399
4287.79 7.64912
4288.05 7.83221
4288.19 8.37684
4288.32 9.65553
4288.45 12.5957
4288.51 15.3526
4288.58 19.6280
4288.64 26.6719
4288.71 38.3191
4288.77 58.4755
4288.84 93.8051
4288.92 168.648
4289.00 239.920
4289.04 241.433
4289.08 219.926
4289.16 157.871
4289.25 110.614
4289.33 82.1483
4289.41 64.3779
4289.49 52.9923
4289.58 45.1171
4289.66 39.5572
4289.82 32.2531
4289.99 27.7273
4290.15 24.7002
4290.48 20.9461
4290.81 18.7013
4291.14 17.2047
4291.80 15.2780
4292.46 14.0240
4293.12 13.0710
4294.43 11.5051
4295.75 9.95658
4296.41 9.08770
4297.07 8.13380
4297.73 7.18495
4298.06 6.86182
4298.39 6.93286
4298.72 8.13288
4298.88 9.75797
4299.05 12.8369
4299.21 18.8087
4299.29 23.7002
4299.37 30.7007
4299.46 41.0245
4299.54 56.1092
4299.62 78.6092
4299.70 112.060
4299.85 209.456
4300.00 305.597
4300.08 310.799
4300.15 285.258
4300.30 207.551
4300.41 159.347
4300.52 125.816
4300.64 102.563
4300.75 86.1072
4300.98 65.1396
4301.20 52.7882
4301.43 44.8439
4301.65 39.3802
4302.11 32.4406
4302.56 28.2581
4303.01 25.4709
4303.91 21.9702
4304.82 19.8158
4305.72 18.3015
4307.53 16.1270
4309.34 14.3073
4310.24 13.3389
4311.15 12.2166
4312.05 10.8129
4312.50 9.95839
4312.96 9.00257
4313.41 8.08053
4313.63 7.81550
4313.86 8.01782
4314.09 9.48612
4314.20 11.3176
4314.31 14.6625
4314.42 20.8264
4314.48 25.7721
4314.54 32.5245
4314.59 42.1820
4314.65 55.6389
4314.71 75.1769
4314.76 102.396
4314.82 142.888
4314.88 194.027
4315.00 287.254
4315.06 294.416
4315.12 272.265
4315.24 201.074
4315.37 140.921
4315.50 104.704
4315.63 82.6385
4315.76 68.4179
4315.89 58.7262
4316.02 51.7994
4316.28 42.6993
4316.54 37.0732
4316.80 33.2889
4317.32 28.5565
4317.84 25.7268
4318.36 23.8418
4319.40 21.4655
4320.44 19.9979
4321.48 18.9705
4323.56 17.5377
4325.64 16.4354
4326.68 15.8947
4327.72 15.2938
4328.76 14.5398
4329.28 14.0488
4329.80 13.4215
4330.06 13.0318
4330.32 12.5722
4330.58 12.0255
4330.84 11.3829
4331.10 10.6990
4331.23 10.4362
4331.36 10.4162
4331.49 11.1173
4331.55 12.1274
4331.62 14.0859
4331.68 17.8799
4331.75 25.4454
4331.78 31.9846
4331.81 41.2488
4331.84 54.8113
4331.88 74.5733
4331.91 102.445
4331.94 137.143
4332.00 200.345
4332.03 205.230
4332.06 190.166
4332.13 142.017
4332.17 111.939
4332.22 90.8826
4332.27 75.7476
4332.31 65.1506
4332.40 51.3195
4332.50 43.1500
4332.59 37.7879
4332.68 34.1180
4332.87 29.4039
4333.05 26.5451
4333.24 24.6575
4333.61 22.3140
4333.98 20.9131
4334.35 19.9809
4334.72 19.3081
4335.09 18.7981
4335.83 18.0625
4336.57 17.5463
4338.05 16.8384
4339.53 16.3426
4341.02 15.9496
4343.98 15.2988
4346.94 14.6840
4348.43 14.3461
4349.91 13.9543
4351.39 13.4583
4352.13 13.1420
4352.87 12.7517
4353.61 12.2515
4353.98 11.9501
4354.35 11.6265
4354.72 11.3542
4354.91 11.3278
4355.09 11.5342
4355.28 12.3525
4355.37 13.2986
4355.46 14.9735
4355.56 18.0962
4355.65 24.0750
4355.74 36.5420
4355.79 47.3203
4355.83 63.1045
4355.92 108.289
4356.00 151.480
4356.09 139.470
4356.17 102.227
4356.23 81.0460
4356.29 65.9330
4356.35 55.2920
4356.41 47.6711
4356.53 37.8508
4356.65 32.0123
4356.77 28.2400
4356.89 25.6396
4357.13 22.3417
4357.37 20.3393
4357.61 18.9998
4358.09 17.3011
4358.57 16.2236
4359.05 15.4344
4360.00 14.1984
4360.96 13.0151
4361.44 12.3346
4361.92 11.5306
4362.40 10.5591
4362.64 10.0288
4362.88 9.55881
4363.12 9.44547
4363.24 9.81503
4363.36 10.8995
4363.48 13.6170
4363.54 16.2127
4363.60 20.3340
4363.66 27.0151
4363.72 38.1313
4363.78 57.0944
4363.84 88.9468
4363.88 122.259
4363.92 163.739
4364.00 239.312
4364.04 244.193
4364.08 225.431
4364.16 166.041
4364.26 114.856
4364.35 85.2077
4364.44 67.4600
4364.53 56.1584
4364.62 48.4523
4364.72 43.0474
4364.90 35.9899
4365.09 31.6352
4365.27 28.7385
4365.64 25.1278
4366.01 22.9860
4366.38 21.5702
4366.75 20.5629
4367.11 19.8072
4367.85 18.7414
4368.59 18.0162
4370.07 17.0671
4371.54 16.4435
4373.02 15.9772
4375.97 15.2541
4378.92 14.6051
4380.39 14.2497
4381.87 13.8313
4383.35 13.2892
4384.08 12.9387
4384.82 12.5088
4385.56 11.9833
4385.93 11.7017
4386.30 11.4684
4386.67 11.4835
4386.85 11.7781
4387.03 12.5564
4387.22 14.4438
4387.40 19.0727
4387.50 23.7249
4387.59 31.5916
4387.68 45.3393
4387.77 69.6669
4387.89 122.009
4388.00 172.464
4388.12 159.985
4388.23 117.676
4388.36 82.0049
4388.49 61.4001
4388.62 49.2188
4388.75 41.5360
4388.88 36.3841
4389.02 32.7482
4389.28 28.0510
4389.54 25.1764
4389.80 23.2710
4390.32 20.9104
4390.85 19.5143
4391.37 18.5950
4391.89 17.9404
4392.42 17.4476
4393.46 16.7462
4394.51 16.2609
4396.60 15.6008
4398.69 15.1356
4400.79 14.7565
4404.97 14.0771
4409.16 13.3254
4411.25 12.8477
4413.34 12.2297
4414.39 11.8346
4415.43 11.3527
4416.48 10.7462
4417.53 9.95772
4418.05 9.46995
4418.57 8.90825
4419.10 8.27258
4419.62 7.60799
4420.14 7.14096
4420.40 7.23263
4420.67 7.95883
4420.93 10.2646
4421.06 12.7151
4421.19 16.8460
4421.32 24.0916
4421.45 37.1884
4421.58 61.8478
4421.65 81.5699
4421.71 108.756
4421.86 202.621
4422.00 295.323
4422.07 300.531
4422.15 276.149
4422.29 201.042
4422.39 159.006
4422.49 128.540
4422.59 106.388
4422.68 90.4088
4422.88 69.3092
4423.08 56.5378
4423.28 48.1916
4423.47 42.3979
4423.87 35.0092
4424.26 30.5394
4424.65 27.5777
4425.44 23.9202
4426.23 21.7423
4427.02 20.2860
4427.80 19.2225
4428.59 18.3920
4430.17 17.0821
4430.95 16.4886
4431.74 15.8620
4432.53 15.1109
4432.92 14.6379
4433.32 14.0507
4433.71 13.2822
4433.91 12.8084
4434.10 12.2829
4434.30 11.8022
4434.40 11.6992
4434.50 11.9009
4434.60 12.9075
4434.69 16.1506
4434.74 19.8616
4434.79 26.6955
4434.82 32.2775
4434.84 39.7340
4434.87 50.5918
4434.89 65.4200
4434.92 88.3357
4434.95 117.253
4435.00 171.378
4435.03 175.627
4435.06 163.178
4435.11 122.653
4435.15 99.8445
4435.18 82.6754
4435.26 61.2757
4435.33 49.0889
4435.40 41.7388
4435.48 36.8296
4435.55 33.4470
4435.70 29.0815
4435.84 26.4057
4435.99 24.6224
4436.28 22.4107
4436.58 21.0857
4436.87 20.2049
4437.16 19.5695
4437.46 19.0892
4438.04 18.3992
4438.63 17.9193
4439.80 17.2729
4440.98 16.8354
4442.15 16.5036
4444.50 15.9954
4446.85 15.5709
4448.02 15.3575
4449.19 15.1211
4450.37 14.8284
4450.95 14.6402
4451.54 14.4021
4452.13 14.0802
4452.42 13.8718
4452.71 13.6253
4453.01 13.3560
4453.15 13.2475
4453.30 13.2297
4453.45 13.4987
4453.52 13.9066
4453.59 14.7282
4453.67 16.4292
4453.74 20.0196
4453.81 28.2827
4453.85 36.3285
4453.89 48.8906
4453.94 80.6297
4454.00 111.900
4454.06 104.285
4454.11 78.3768
4454.18 56.3789
4454.24 43.8041
4454.31 36.3696
4454.37 31.6798
4454.44 28.5343
4454.50 26.3142
4454.63 23.4380
4454.76 21.6864
4454.89 20.5222
4455.15 19.0859
4455.42 18.2381
4455.68 17.6836
4456.20 16.9973
4456.72 16.5843
4457.24 16.3049
4458.28 15.9402
4459.32 15.7022
4460.36 15.5271
4462.44 15.2712
4464.52 15.0792
4466.60 14.9201
4470.77 14.6526
4479.09 14.1979
4487.42 13.7504
4495.74 13.2232
4499.91 12.8884
4504.07 12.4603
4508.23 11.8579
4510.31 11.4369
4512.39 10.8721
4513.43 10.5056
4514.48 10.0552
4515.52 9.48639
4516.56 8.74709
4517.08 8.29007
4517.60 7.76443
4518.12 7.17080
4518.64 6.55260
4519.16 6.12492
4519.42 6.22184
4519.68 6.92507
4519.94 9.12940
4520.07 11.4673
4520.20 15.4488
4520.33 22.4044
4520.46 35.0221
4520.52 45.0254
4520.59 58.9192
4520.65 78.3146
4520.72 105.239
4520.86 195.732
4521.00 285.291
4521.07 289.809
4521.14 265.872
4521.28 192.899
4521.40 143.566
4521.52 110.589
4521.65 88.7044
4521.77 73.8351
4522.01 55.3422
4522.25 44.8207
4522.49 38.1519
4522.73 33.6419
4523.21 27.9681
4523.70 24.5877
4524.18 22.3539
4525.15 19.5788
4526.11 17.8929
4527.08 16.7274
4529.01 15.0999
4530.94 13.8120
4531.90 13.1649
4532.87 12.4556
4533.84 11.6351
4534.32 11.1803
4534.80 10.7328
4535.28 10.4413
4535.53 10.5131
4535.77 10.9860
4536.01 12.4282
4536.25 16.4287
4536.37 20.7585
4536.49 28.4026
4536.61 42.6887
4536.73 69.4462
4536.87 122.654
4537.00 173.860
4537.14 161.054
4537.27 117.542
4537.35 95.8186
4537.43 79.4010
4537.60 58.0767
4537.76 45.7199
4537.93 38.0224
4538.09 32.8072
4538.25 29.0989
4538.58 24.0848
4538.91 20.7367
4539.07 19.4101
4539.23 18.3115
4539.40 17.6142
4539.48 17.6250
4539.56 18.1836
4539.64 19.9470
4539.72 24.5947
4539.77 29.2777
4539.81 37.0687
4539.85 50.2903
4539.89 72.0834
4539.92 95.7666
4539.94 124.959
4540.00 177.119
4540.06 166.712
4540.11 125.183
4540.15 101.344
4540.19 84.2846
4540.27 62.8439
4540.34 50.7005
4540.42 43.3754
4540.50 38.4720
4540.57 35.0741
4540.73 30.6201
4540.88 27.8598
4541.03 25.9769
4541.34 23.5559
4541.64 22.0287
4541.95 20.9588
4542.56 19.5199
4543.17 18.5583
4543.78 17.8469
4545.01 16.8032
4546.23 15.9898
4547.45 15.1970
4548.06 14.7243
4548.37 14.4405
4548.67 14.1071
4548.98 13.7092
4549.29 13.3032
4549.44 13.2469
4549.52 13.3805
4549.59 13.7836
4549.67 14.8091
4549.74 17.3111
4549.78 19.7867
4549.82 23.8866
4549.86 30.8441
4549.90 42.9288
4549.92 54.9816
4549.95 70.6673
4550.00 98.9642
4550.05 93.5999
4550.10 71.4925
4550.15 56.8514
4550.19 46.9225
4550.23 40.1704
4550.27 35.4622
4550.36 29.4953
4550.44 26.0718
4550.53 23.8596
4550.61 22.3620
4550.78 20.4582
4550.95 19.3016
4551.12 18.5292
4551.45 17.5581
4551.79 16.9587
4552.13 16.5440
4552.80 15.9827
4553.48 15.5977
4554.15 15.2995
4555.50 14.8302
4558.20 14.0763
4560.90 13.3347
4563.60 12.4241
4564.95 11.8258
4566.30 11.0544
4566.97 10.5716
4567.65 10.0001
4568.32 9.31921
4569.00 8.52306
4569.67 7.69280
4570.01 7.40021
4570.35 7.45866
4570.69 8.54897
4570.85 10.0416
4571.02 12.8870
4571.19 18.4340
4571.28 22.9934
4571.36 29.5336
4571.44 39.1965
4571.53 53.3499
4571.61 74.5072
4571.70 106.033
4571.85 197.695
4572.00 289.571
4572.08 295.122
4572.15 271.529
4572.30 198.315
4572.44 146.101
4572.58 112.121
4572.72 89.7822
4572.85 74.7949
4573.13 56.4585
4573.40 46.1142
4573.68 39.5918
4573.95 35.1768
4574.50 29.6585
