Ge-70(n,g) ENDF/B-VII.1
1457.02 0.170723
1459.78 0.241190
1462.54 0.368380
1463.92 0.474448
1465.30 0.634710
1466.68 0.893464
1467.37 1.08708
1467.71 1.20849
1468.06 1.35105
1468.40 1.52102
1468.75 1.72527
1469.09 1.97365
1469.44 2.27980
1469.61 2.46085
1469.78 2.66309
1470.13 3.15165
1470.47 3.78766
1470.82 4.63376
1471.16 5.80052
1471.51 7.46588
1471.85 9.95549
1472.20 13.9049
1472.54 20.6791
1472.71 26.0299
1472.89 33.5855
1473.06 44.7817
1473.23 61.8387
1473.40 88.8872
1473.58 132.131
1473.79 211.585
1474.00 264.188
1474.21 211.117
1474.43 132.061
1474.65 79.0963
1474.88 50.4131
1475.10 34.3027
1475.33 24.6359
1475.55 18.4662
1475.78 14.3190
1476.22 9.30416
1476.67 6.50702
1477.12 4.79935
1478.02 2.91574
1478.92 1.95497
1479.82 1.40146
1480.72 1.05365
1481.62 0.821020
1483.42 0.538902
1485.22 0.381017
1487.02 0.283862
1488.82 0.219895
1492.41 0.143488
1496.01 0.101368
1499.61 0.0757017
1503.20 0.0589103
1510.40 0.0389882
1517.59 0.0280564
1524.79 0.0214050
1531.98 0.0170495
1546.37 0.0118557
1560.76 0.00897069
1589.54 0.00599048
1618.32 0.00451624
1647.10 0.00365249
1704.66 0.00269375
1762.21 0.00218776
1819.77 0.00193033
1848.55 0.00192071
1877.33 0.00215391
1891.72 0.00258581
1906.11 0.00391285
1913.30 0.00580811
1920.50 0.0112349
1924.09 0.0187988
1925.89 0.0263609
1927.69 0.0401694
1929.49 0.0696468
1930.39 0.0988653
1931.29 0.151788
1931.74 0.196117
1932.19 0.263352
1932.64 0.372468
1933.09 0.566477
1933.31 0.726469
1933.54 0.965232
1933.76 1.34423
1933.99 1.99482
1934.21 3.26706
1934.32 4.41696
1934.44 6.26805
1934.55 9.58635
1934.61 12.2696
1934.66 16.2051
1934.72 22.2542
1934.77 32.0699
1934.83 48.9031
1934.89 78.5194
1934.94 126.079
1935.00 157.062
1935.06 125.206
1935.12 78.5222
1935.18 45.8811
1935.24 28.9301
1935.31 19.4357
1935.37 13.9035
1935.43 10.3485
1935.50 8.01258
1935.62 5.19218
1935.75 3.61833
1935.88 2.66216
1936.13 1.61422
1936.38 1.07996
1936.64 0.773713
1936.89 0.580818
1937.14 0.452471
1937.65 0.296699
1938.16 0.209595
1939.17 0.120748
1940.19 0.0786524
1941.20 0.0554499
1943.23 0.0320858
1945.25 0.0211330
1947.28 0.0151369
1951.34 0.00913113
1959.45 0.00479457
1967.56 0.00325470
1983.78 0.00212644
2000.00 0.00170822
2036.15 0.00134776
2072.31 0.00119326
2144.61 0.00102888
2289.22 0.000853928
2578.45 0.000685052
2789.22 0.000634873
3000.00 0.000675287
3078.45 0.00317417
3117.67 0.00524915
3127.47 0.00650728
3137.28 0.00956512
3142.18 0.0135716
3147.08 0.0246641
3149.54 0.0399047
3151.99 0.0825610
3153.21 0.140929
3153.83 0.198459
3154.44 0.301752
3155.05 0.517097
3155.36 0.725540
3155.66 1.09088
3155.82 1.38962
3155.97 1.82687
3156.12 2.50785
3156.28 3.65206
3156.43 5.79097
3156.51 7.64475
3156.58 10.4806
3156.66 15.2500
3156.74 23.7713
3156.78 30.9595
3156.81 41.1839
3156.85 56.3658
3156.89 78.8633
3156.95 126.293
3157.00 157.026
3157.06 125.394
3157.11 78.1610
3157.18 44.2523
3157.24 27.3133
3157.31 18.0940
3157.37 12.8216
3157.44 9.47969
3157.51 7.30380
3157.64 4.68729
3157.77 3.25484
3157.90 2.38927
3158.16 1.44274
3158.42 0.964790
3158.68 0.690658
3159.21 0.404689
3159.73 0.266406
3160.26 0.189222
3161.30 0.110677
3162.35 0.0734854
3163.40 0.0530209
3165.49 0.0324648
3169.69 0.0176541
3173.88 0.0124940
3182.26 0.00893657
3190.64 0.00784145
3224.16 0.00751625
3291.21 0.00913609
3425.31 0.0129611
3693.50 0.0208512
3827.60 0.0249089
3961.69 0.0291604
4028.74 0.0314570
4095.79 0.0340307
4129.31 0.0355377
4162.84 0.0373915
4179.60 0.0386304
4196.36 0.0405396
4204.74 0.0423145
4213.12 0.0463291
4217.32 0.0513708
4221.51 0.0650242
4223.60 0.0835919
4225.70 0.135202
4226.74 0.205420
4227.27 0.274323
4227.79 0.397402
4228.32 0.652118
4228.58 0.896151
4228.84 1.32137
4229.10 2.16264
4229.23 2.93114
4229.36 4.20139
4229.49 6.51718
4229.56 8.47479
4229.63 11.3841
4229.69 16.1070
4229.76 24.0752
4229.82 38.7669
4229.89 67.3831
4229.94 107.649
4230.00 134.672
4230.06 107.650
4230.11 67.3251
4230.15 47.5637
4230.19 34.4839
4230.23 25.7735
4230.27 19.8329
4230.35 12.6411
4230.43 8.69541
4230.52 6.30408
4230.60 4.78873
4230.76 3.02994
4230.92 2.08643
4231.08 1.52983
4231.40 0.929867
4231.72 0.630226
4232.04 0.460462
4232.68 0.284461
4233.32 0.200007
4233.96 0.153107
4235.24 0.105599
4237.81 0.0710724
4240.37 0.0589568
4245.50 0.0505871
4250.63 0.0480532
4260.88 0.0472019
4271.14 0.0481064
4291.65 0.0522636
4312.16 0.0601246
4322.42 0.0666001
4332.67 0.0762896
4342.93 0.0918216
4353.19 0.119219
4355.75 0.129390
4358.31 0.141619
4360.88 0.156506
4363.44 0.174884
4366.01 0.197938
4367.29 0.211732
4368.57 0.227404
4369.85 0.245311
4371.13 0.265898
4373.70 0.317514
4376.26 0.388943
4378.83 0.491712
4381.39 0.647015
4383.95 0.897152
4385.24 1.08338
4386.52 1.33594
4387.80 1.68930
4389.08 2.20226
4390.36 2.97995
4391.65 4.21847
4392.93 6.28849
4394.21 9.81441
4395.61 15.6666
4397.00 19.5582
4398.40 15.6541
4399.79 9.80237
4400.96 6.51188
4402.14 4.49205
4403.31 3.23639
4404.48 2.42624
4406.83 1.49833
4409.17 1.01632
4411.51 0.736984
4413.86 0.561772
4418.55 0.363309
4423.24 0.259810
4427.93 0.199277
4432.62 0.160900
4437.30 0.135085
4446.68 0.103659
4456.06 0.0860607
4465.44 0.0752818
4474.82 0.0682501
4493.57 0.0600505
4512.33 0.0557654
4531.09 0.0533685
4549.84 0.0519936
4587.36 0.0508222
4624.87 0.0506939
4699.90 0.0517106
4774.92 0.0534299
4849.95 0.0554577
5000.00 0.0600490
5147.11 0.0668314
5220.66 0.0708117
5294.21 0.0757070
5330.99 0.0788279
5367.76 0.0827972
5404.54 0.0882911
5422.93 0.0920212
5432.12 0.0942593
5441.32 0.0968230
5445.91 0.0982511
5450.51 0.0997919
5455.11 0.101460
5459.70 0.103271
5464.30 0.105244
5468.90 0.107402
5473.50 0.109770
5478.09 0.112380
5487.29 0.118477
5496.48 0.126084
5505.67 0.135776
5514.87 0.148432
5524.06 0.165433
5533.26 0.189064
5542.45 0.223290
5551.64 0.275446
5560.84 0.360143
5565.44 0.423411
5570.03 0.509061
5574.63 0.627836
5579.23 0.796430
5583.82 1.03977
5588.42 1.38941
5595.71 2.17271
5603.00 2.69139
5610.29 2.16624
5617.58 1.38378
5622.15 1.03732
5626.72 0.795975
5635.86 0.510676
5645.00 0.362829
5654.14 0.278949
5663.28 0.227530
5672.42 0.194030
5690.70 0.154846
5708.97 0.133953
5727.25 0.121709
5763.81 0.109076
5800.37 0.103463
5836.93 0.100883
5873.48 0.0998210
5910.04 0.0996042
5983.16 0.100509
6056.27 0.102326
6202.50 0.107158
6348.73 0.112870
6421.85 0.116085
6494.96 0.119761
6568.08 0.124509
6604.63 0.127844
6641.19 0.132720
6659.47 0.136299
6677.75 0.141317
6696.03 0.148921
6714.31 0.161668
6718.88 0.166268
6723.45 0.171728
6728.02 0.178288
6732.58 0.186270
6734.87 0.190931
6737.15 0.196133
6739.44 0.201962
6741.72 0.208526
6746.29 0.224407
6750.86 0.245219
6755.43 0.273250
6760.00 0.312230
6764.57 0.368599
6769.14 0.454116
6773.71 0.591953
6776.00 0.694072
6778.28 0.831169
6780.57 1.01949
6782.85 1.28352
6785.14 1.65896
6787.42 2.18949
6791.21 3.42509
6795.00 4.24644
6798.79 3.42064
6802.58 2.18550
6805.67 1.50917
6808.75 1.08742
6811.84 0.822146
6814.92 0.649248
6821.09 0.449397
6827.26 0.344701
6833.43 0.283781
6839.60 0.245488
6851.94 0.202152
6864.27 0.179689
6876.61 0.166704
6888.95 0.158624
6901.29 0.153330
6925.97 0.147231
6950.65 0.144207
6975.32 0.142702
7000.00 0.142033
7062.50 0.142171
7125.00 0.143493
7187.50 0.145311
7250.00 0.147376
7375.00 0.151864
7500.00 0.156586
7647.55 0.157270
7795.11 0.158084
7942.66 0.159051
8090.21 0.160279
8237.76 0.162100
8311.54 0.163533
8385.32 0.165787
8459.09 0.169972
8477.54 0.171636
8486.76 0.172621
8495.98 0.173731
8505.20 0.174991
8514.42 0.176429
8523.65 0.178082
8532.87 0.179996
8542.09 0.182232
8551.31 0.184867
8560.53 0.188003
8569.76 0.191777
8578.98 0.196375
8588.20 0.202058
8597.42 0.209193
8606.64 0.218314
8615.87 0.230221
8625.09 0.246143
8634.31 0.268036
8643.53 0.299134
8652.75 0.344969
8661.98 0.415287
8671.20 0.527153
8680.42 0.706671
8691.71 1.03287
8703.00 1.24886
8714.29 1.03007
8725.58 0.704108
8735.05 0.521513
8744.52 0.409355
8754.00 0.339685
8763.47 0.294708
8782.41 0.243249
8801.35 0.216559
8820.30 0.201145
8839.24 0.191516
8877.12 0.180712
8915.01 0.175191
8952.89 0.172062
9028.67 0.168980
9104.44 0.167749
9180.21 0.167329
9331.75 0.167666
9483.29 0.169132
9559.06 0.170469
9634.84 0.172626
9672.72 0.174274
9691.66 0.175332
9710.61 0.176608
9720.08 0.177348
9729.55 0.178172
9739.02 0.179092
9748.49 0.180126
9757.97 0.181294
9767.44 0.182622
9776.91 0.184141
9786.38 0.185892
9795.85 0.187927
9805.32 0.190312
9814.79 0.193136
9824.26 0.196514
9833.74 0.200605
9843.21 0.205627
9852.68 0.211885
9862.15 0.219820
9871.62 0.230084
9881.09 0.243660
9890.56 0.262093
9900.04 0.287866
9909.51 0.325120
9918.98 0.380856
9928.45 0.466752
9937.92 0.599622
9950.46 0.856462
9963.00 1.02665
9975.54 0.854799
9988.08 0.598620
10000.0 0.440854
10010.6 0.357414
10021.3 0.305630
10031.9 0.272125
10042.5 0.249530
10063.7 0.222311
10085.0 0.207538
10106.2 0.198976
10127.5 0.193980
10170.0 0.190540
10191.2 0.191502
10212.4 0.194520
10223.1 0.197024
10233.7 0.200397
10239.0 0.202483
10244.3 0.204885
10249.6 0.207652
10254.9 0.210843
10260.3 0.214535
10265.6 0.218803
10270.9 0.223761
10276.2 0.229541
10286.8 0.244284
10297.4 0.264965
10308.0 0.294720
10318.7 0.338698
10329.3 0.405125
10339.9 0.505284
10355.0 0.710309
10370.0 0.845818
10377.5 0.804399
10385.1 0.706914
10400.1 0.500631
10411.2 0.395990
10422.4 0.327743
10433.5 0.282982
10444.6 0.252816
10466.9 0.216546
10489.1 0.196615
10511.3 0.184470
10533.6 0.176454
10578.1 0.166624
10622.6 0.160764
10667.1 0.156748
10756.1 0.151218
10845.0 0.147174
10934.0 0.143786
11112.0 0.137907
11290.0 0.132674
11379.0 0.130291
11468.0 0.128180
11556.9 0.126677
11601.4 0.126459
11645.9 0.127089
11690.4 0.129741
11712.7 0.132842
11734.9 0.138662
11757.2 0.150636
11762.7 0.155518
11768.3 0.161667
11771.1 0.165352
11773.9 0.169540
11776.6 0.174323
11779.4 0.179817
11782.2 0.186189
11785.0 0.193573
11787.8 0.202222
11790.5 0.212431
11793.3 0.224583
11796.1 0.239188
11798.9 0.256921
11801.7 0.278701
11804.4 0.305784
11807.2 0.339924
11810.0 0.383591
11812.8 0.440296
11815.6 0.515034
11818.3 0.614791
11821.1 0.748767
11823.9 0.927116
11829.5 1.41438
11835.0 1.73895
11837.8 1.64224
11840.6 1.41249
11846.1 0.924970
11851.2 0.631808
11856.3 0.460126
11861.4 0.357543
11866.5 0.293158
11876.8 0.221397
11887.0 0.184978
11897.2 0.164086
11907.4 0.151017
11927.8 0.136127
11948.3 0.128154
11968.7 0.123278
12009.6 0.117586
12050.5 0.114219
12091.3 0.111829
12173.1 0.108283
12254.8 0.105431
12336.5 0.102881
12500.0 0.0982533
12684.5 0.0905008
12776.8 0.0870558
12869.0 0.0842258
12961.3 0.0827560
13007.4 0.0831258
13030.4 0.0838233
13042.0 0.0843554
13053.5 0.0850410
13059.3 0.0854509
13065.0 0.0859112
13070.8 0.0864270
13076.6 0.0870029
13082.3 0.0876473
13088.1 0.0883653
13099.6 0.0900608
13111.2 0.0921700
13122.7 0.0947989
13134.2 0.0980881
13145.8 0.102227
13157.3 0.107478
13168.8 0.114189
13180.4 0.122860
13191.9 0.134192
13203.4 0.149165
13214.9 0.169131
13226.5 0.195842
13238.0 0.231207
13262.0 0.332222
13286.0 0.399150
13298.0 0.377941
13310.0 0.328756
13334.0 0.225595
13354.8 0.166482
13375.6 0.130576
13396.4 0.108266
13417.3 0.0936859
13458.9 0.0763556
13500.5 0.0665238
13542.1 0.0600571
13583.8 0.0553041
13667.0 0.0482824
13750.3 0.0428049
13833.5 0.0380222
14000.0 0.0293746
14000.0 0.141072
15000.0 0.135817
17000.0 0.126640
20000.0 0.115396
25000.0 0.101193
30000.0 0.0906815
35000.0 0.0825872
40000.0 0.0761753
50000.0 0.0671732
60000.0 0.0610111
70000.0 0.0566299
72000.0 0.0557536
85000.0 0.0516500
100000 0.0481528
125000 0.0439384
150000 0.0409060
170000 0.0393484
200000 0.0375830
250000 0.0350703
300000 0.0333408
350000 0.0321438
400000 0.0313333
450000 0.0305644
500000 0.0300221
550000 0.0296603
600000 0.0294452
650000 0.0301019
700000 0.0308613
750000 0.0317089
800000 0.0326331
850000 0.0333751
885593 0.0339464
885593 0.0339464
900000 0.0341777
950000 0.0350351
1.00000E+06 0.0359427
1.05000E+06 0.0352209
1.05400E+06 0.0351651
1.05400E+06 0.0355729
1.05419E+06 0.0355572
1.05419E+06 0.0355571
1.20000E+06 0.0234576
1.23293E+06 0.0227904
1.23293E+06 0.0227903
1.40000E+06 0.0194053
1.40112E+06 0.0194009
1.40113E+06 0.0194009
1.54608E+06 0.0188339
1.54609E+06 0.0188339
1.58646E+06 0.0186760
1.60000E+06 0.0186230
1.73254E+06 0.0178761
1.77737E+06 0.0176235
1.77738E+06 0.0176235
1.80000E+06 0.0174960
1.89545E+06 0.0170360
1.89545E+06 0.0170360
1.90266E+06 0.0170013
1.90935E+06 0.0169690
1.90935E+06 0.0169690
1.90955E+06 0.0169681
1.90956E+06 0.0169681
1.91513E+06 0.0169412
1.91513E+06 0.0169412
1.92426E+06 0.0168972
1.92426E+06 0.0168972
1.93471E+06 0.0168468
1.93471E+06 0.0168468
1.98756E+06 0.0165922
1.98756E+06 0.0165921
2.00000E+06 0.0165322
2.00298E+06 0.0165276
2.00298E+06 0.0165276
2.03737E+06 0.0164749
2.03737E+06 0.0164749
2.04244E+06 0.0164671
2.04245E+06 0.0164671
2.08322E+06 0.0164046
2.08322E+06 0.0164046
2.10676E+06 0.0163685
2.13790E+06 0.0163208
2.13790E+06 0.0163208
2.18456E+06 0.0162493
2.18457E+06 0.0162493
2.18852E+06 0.0162432
2.18852E+06 0.0162432
2.20000E+06 0.0162256
2.34018E+06 0.0148375
2.40000E+06 0.0142452
2.48686E+06 0.0138854
2.48686E+06 0.0138854
2.57228E+06 0.0135315
2.59835E+06 0.0134235
2.60000E+06 0.0134167
2.80000E+06 0.0120410
2.84719E+06 0.0119487
2.92946E+06 0.0117877
2.98769E+06 0.0116737
3.00000E+06 0.0116496
3.09075E+06 0.0114076
3.09075E+06 0.0114076
3.10303E+06 0.0113749
3.15182E+06 0.0112448
3.20000E+06 0.0111163
3.22628E+06 0.0109922
3.24028E+06 0.0109261
3.28877E+06 0.0106972
3.34365E+06 0.0104381
3.34486E+06 0.0104324
3.34487E+06 0.0104324
3.36170E+06 0.0103529
3.36170E+06 0.0103529
3.38270E+06 0.0102537
3.38270E+06 0.0102537
3.39325E+06 0.0102039
3.39325E+06 0.0102039
3.39934E+06 0.0101752
3.42054E+06 0.0100751
3.42054E+06 0.0100751
3.46589E+06 0.00986096
3.47238E+06 0.00983032
3.47745E+06 0.00980639
3.48151E+06 0.00978722
3.50000E+06 0.00969992
3.50585E+06 0.00966532
3.50585E+06 0.00966530
3.53253E+06 0.00950754
3.53253E+06 0.00950752
3.53974E+06 0.00946490
3.61409E+06 0.00902521
3.61409E+06 0.00902519
3.61947E+06 0.00899339
3.63276E+06 0.00891480
3.64209E+06 0.00885962
3.64209E+06 0.00885962
3.68358E+06 0.00861426
3.68358E+06 0.00861425
3.68947E+06 0.00857942
3.70000E+06 0.00851715
3.72000E+06 0.00841525
4.00000E+06 0.00698866
4.14791E+06 0.00630064
4.14791E+06 0.00630062
4.50000E+06 0.00466285
5.00000E+06 0.00350879
6.00000E+06 0.00289236
6.03437E+06 0.00285989
7.00000E+06 0.00194768
8.00000E+06 0.00140611
8.65140E+06 0.00117103
8.65140E+06 0.00117103
9.00000E+06 0.00104522
1.00000E+07 0.000829196
1.10000E+07 0.000711350
1.17044E+07 0.000681105
1.17045E+07 0.000681102
1.20000E+07 0.000668412
1.30000E+07 0.000652617
1.32022E+07 0.000647923
1.40000E+07 0.000629403
1.50000E+07 0.000587392
1.53673E+07 0.000567978
1.53673E+07 0.000567976
1.60000E+07 0.000534536
1.70000E+07 0.000449798
1.80000E+07 0.000357719
1.90000E+07 0.000272331
2.00000E+07 0.000202392
