Co-59(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
109130 2.98600
109180 2.40640
109220 3.50829
109270 6.92139
109320 6.28018
109370 9.84848
109420 12.4730
109470 13.4110
109520 11.4990
109570 11.6590
109620 10.5050
109670 9.65995
109720 7.69544
109770 8.28274
109820 7.46163
109870 6.41223
109920 5.08122
109970 5.76652
110020 6.36481
110070 5.20011
110120 5.97180
110170 5.74390
110220 3.47119
110270 3.41919
110320 3.42978
110370 2.55478
110420 2.22777
110470 3.56087
110520 1.79596
110570 7.42586
110630 11.9859
110680 14.8658
110730 13.4718
110780 8.76844
110830 9.27103
110880 7.85253
110930 5.94942
110980 8.57841
111030 6.50901
111080 5.15150
111130 4.93640
111180 3.34869
111230 4.71279
111280 5.92238
111340 4.27288
111390 4.52027
111440 6.04977
111490 11.2088
111540 12.2218
111590 7.52905
111640 7.49705
111690 6.15194
111740 5.73174
111800 5.27243
111850 4.74193
111900 6.75512
111950 6.87942
112000 4.68571
112050 5.44111
112100 4.32740
112160 4.95450
112210 5.21589
112260 5.88408
112310 3.33638
112360 3.89677
112410 2.81897
112470 0.596593
112520 0.102220
112570 2.18195
112620 2.89535
112670 6.63784
112730 10.6416
112780 10.8196
112830 8.92683
112880 5.71612
112930 7.51502
112990 5.82551
113040 6.61131
113090 3.22390
113140 4.71960
113190 4.59109
113250 4.01078
113300 3.18248
113350 2.32437
113400 3.95207
113460 4.05546
113510 3.20046
113560 4.01315
113610 4.60955
113670 5.97464
113720 9.65704
113770 12.7925
113820 10.8525
113880 8.73162
113930 6.13592
113980 5.42511
114040 3.80260
114090 4.53240
114140 3.02589
114190 3.19509
114250 2.11978
114300 3.13648
114350 0.705802
114410 1.16577
114460 2.52106
114510 2.87676
114570 2.60765
114620 1.93725
114670 4.12994
114730 5.63363
114780 2.22693
114830 2.38032
114890 2.47422
114940 3.12621
114990 3.78281
115050 5.41410
115100 6.02880
115150 6.46649
115210 9.56589
115260 7.71828
115310 9.57158
115370 10.2964
115420 11.1944
115480 11.4474
115530 12.7374
115580 11.9984
115640 11.6363
115690 11.7443
115750 11.4603
115800 10.7183
115850 11.6843
115910 10.3743
115960 11.5103
116020 9.83080
116070 9.00830
116120 6.77129
116180 7.67649
116230 6.04258
116290 6.51498
116340 6.79367
116400 7.78756
116450 6.32956
116510 5.44805
116560 5.42555
116610 4.96414
116670 4.47764
116720 4.87243
116780 3.34553
116830 4.65552
116890 3.45241
116940 7.45381
117000 10.0682
117050 11.3332
117110 7.78979
117160 6.60199
117220 2.78478
117270 3.78248
117330 1.42027
117380 1.83806
117440 2.75026
117490 3.96625
117550 3.68565
117610 3.19684
117660 5.39794
117720 6.59413
117770 7.54043
117830 10.8801
117880 12.9911
117940 12.9281
117990 12.7731
118050 13.0141
118100 10.8981
118160 10.3331
118220 10.7591
118270 9.58787
118330 8.74027
118380 8.05966
118440 7.71856
118500 5.88815
118550 6.64865
118610 5.45534
118660 5.08143
118720 6.69713
118780 5.92102
118830 6.83472
118890 7.71041
118940 7.76651
119000 8.45470
119060 8.85659
119110 9.37209
119170 10.0300
119230 11.2100
119280 10.8860
119340 12.7130
119400 12.7010
119450 10.4070
119510 9.60985
119570 10.4019
119620 10.4979
119680 11.8429
119740 14.3979
119790 12.0079
119850 12.1929
119910 13.4219
119960 13.6189
120020 15.8449
120080 16.2209
120140 18.3699
120190 19.3339
120250 20.3749
120310 18.1189
120370 15.3669
120420 16.6599
120480 14.5019
120540 13.8598
120590 13.3698
120650 12.1978
120710 13.0048
120770 12.7438
120820 12.6148
120880 10.5018
120940 11.3198
121000 10.2448
121060 9.94939
121110 11.3938
121170 10.1298
121230 11.0928
121290 9.28807
121350 9.27646
121400 8.57406
121460 7.99115
121520 9.33424
121580 8.50384
121640 8.59223
121690 8.05383
121750 6.85332
121810 6.84321
121870 6.88971
121930 7.89130
121990 6.53620
122040 6.70849
122100 6.69679
122160 6.20658
122220 7.15997
122280 5.87017
122340 6.25686
122400 6.73065
122460 6.09315
122510 6.07064
122570 4.78604
122630 5.12343
122690 6.01523
122750 4.39172
122810 5.21601
122870 4.73751
122930 4.90640
122990 3.80369
123050 4.87319
123100 5.14468
123160 4.15908
123220 3.92597
123280 4.33887
123340 4.07766
123400 4.03955
123460 3.18875
123520 4.43154
123580 3.59223
123640 3.25213
123700 3.99922
123760 4.24842
123820 3.01601
123880 2.98740
123940 2.60110
124000 1.56049
124060 2.92999
124120 4.16418
124180 3.16877
124240 2.61907
124300 3.95856
124360 4.65266
124420 2.79495
124480 3.14644
124540 3.41224
124600 4.71683
124660 7.79433
124720 8.46892
124780 10.1854
124840 10.2074
124900 10.6244
124960 12.2384
125020 9.57699
125080 8.17388
125150 7.55248
125210 6.58507
125270 5.35156
125330 5.07536
125390 3.63595
125450 3.22894
125510 3.11294
125570 3.09163
125630 2.10803
125690 1.34012
125760 1.39661
125820 3.03571
125880 5.42060
125940 5.07420
126000 2.70779
126060 4.38598
126120 8.48278
126180 13.8253
126250 15.3583
126310 13.4623
126370 13.6423
126430 12.3862
126490 12.2032
126550 11.3832
126620 11.6322
126680 11.9282
126740 11.3602
126800 11.5662
126860 10.1022
126930 9.27899
126990 9.30319
127050 8.74728
127110 8.50528
127170 8.29027
127240 8.71606
127300 8.35596
127360 8.28515
127420 8.03494
127490 7.80674
127550 6.84913
127610 7.98073
127670 5.57152
127740 6.75321
127800 6.99141
127860 5.71800
127930 7.18469
127990 9.99539
128050 9.99098
128110 10.3551
128180 6.40507
128240 7.27686
128300 5.98716
128370 5.01195
128430 6.34884
128490 4.31834
128560 4.87363
128620 4.64432
128680 3.98142
128750 4.13011
128810 4.52790
128870 4.61430
128940 4.96019
129000 4.42188
129060 4.02588
129130 4.39067
129190 3.69596
129250 3.35586
129320 3.20775
129380 3.56795
129450 2.72494
129510 4.14063
129570 3.82013
129640 3.07142
129700 2.54891
129770 1.80271
129830 3.86540
129890 3.27149
129960 4.12299
130020 4.00498
130090 4.22837
130150 5.00987
130220 6.65296
130280 6.54145
130350 7.08775
130410 8.73324
130470 10.0858
130540 12.0218
130600 12.3348
130670 11.4098
130730 12.1088
130800 11.5768
130860 12.1848
130930 12.2978
130990 12.5238
131060 11.8548
131120 11.2228
131190 11.5358
131250 11.8578
131320 12.0748
131380 14.4537
131450 16.5967
131520 16.7687
131580 16.6487
131650 15.6487
131710 13.7207
131780 14.3117
131840 14.5707
131910 13.9797
131980 12.8667
132040 11.3447
132110 11.3037
132170 10.2747
132240 10.6347
132300 10.6927
132370 9.96124
132440 9.17293
132500 8.51473
132570 8.12502
132640 9.83561
132700 7.07071
132770 7.48290
132830 7.93879
132900 6.69439
132970 6.96138
133030 7.41307
133100 5.68587
133170 5.64286
133230 5.23615
133300 4.52235
133370 4.12174
133430 4.62813
133500 3.92673
133570 5.92132
133640 8.13731
133700 12.7705
133770 14.7865
133840 14.2695
133900 14.4335
133970 12.9265
134040 12.6185
134110 10.1515
134170 10.6515
134240 11.0225
134310 11.2724
134380 10.0614
134440 8.27843
134510 10.3624
134580 8.44192
134650 9.41451
134710 9.11140
134780 9.05730
134850 9.93609
134920 7.94488
134990 8.11918
135050 6.42657
135120 6.52216
135190 8.07836
135260 7.03035
135330 7.10764
135400 6.71363
135460 5.08963
135530 5.14812
135600 6.53061
135670 5.89151
135740 6.62960
135810 5.48979
135880 5.23869
135940 6.71748
136010 5.97467
136080 6.33856
136150 10.5053
136220 11.5333
136290 8.52774
136360 9.15244
136430 8.30553
136500 6.99892
136570 6.40891
136640 6.90641
136700 6.59980
136770 5.75909
136840 7.21489
136910 5.88608
136980 6.16957
137050 5.93987
137120 5.96736
137190 5.99405
137260 4.89704
137330 5.01014
137400 4.96593
137470 4.91782
137540 7.32742
137610 10.2341
137680 8.75210
137750 7.86100
137820 7.48209
137890 6.16658
137960 7.10487
138030 6.01247
138100 6.39356
138170 6.88065
138240 6.25875
138310 5.22064
138390 5.73293
138460 5.16432
138530 6.18952
138600 5.58331
138670 6.27060
138740 5.13099
138810 4.81279
138880 5.56548
138950 5.20107
139020 5.18397
139090 5.83926
139170 4.84815
139240 4.19534
139310 3.38054
139380 3.98423
139450 5.00962
139520 3.52772
139590 3.78661
139670 3.68770
139740 3.60189
139810 3.59179
139880 7.39268
139950 8.59347
140020 6.68536
140100 6.19066
140170 5.02195
140240 5.38004
140310 4.74274
140380 5.05783
140460 5.41652
140530 4.13051
140600 4.89921
140670 7.41140
140750 7.48959
140820 8.05238
140890 5.54548
140960 7.10407
141040 10.0968
141110 5.89405
141180 4.92595
141260 5.78584
141330 4.62513
141400 4.40562
141470 4.24662
141550 4.45231
141620 3.56850
141690 4.12509
141770 5.98939
141840 5.00688
141910 4.12367
141990 4.23886
142060 3.31616
142130 3.65195
142210 3.96234
142280 3.15233
142350 2.74483
142430 3.83442
142500 2.90671
142580 2.94730
142650 3.10760
142720 2.77979
142800 4.22308
142870 2.14517
142950 3.00417
143020 5.27856
143090 7.69105
143170 9.90054
143240 9.59544
143320 8.37443
143390 6.90672
143470 7.25721
143540 6.29451
143620 5.13180
143690 3.89189
143770 4.08248
143840 3.44278
143920 3.19237
143990 4.18466
144070 7.04695
144140 7.00875
144220 6.12464
144290 8.04213
144370 9.49612
144440 7.77362
144520 6.29021
144590 4.93000
144670 4.44439
144740 5.14878
144820 4.67288
144890 4.50497
144970 4.54046
145050 4.23595
145120 4.50705
145200 4.03644
145270 3.74763
145350 4.47112
145430 4.26131
145500 3.26141
145580 3.93320
145650 3.06249
145730 3.32118
145810 3.48928
145880 2.86207
145960 1.94486
146040 2.92035
146110 3.01045
146190 3.40304
146270 4.96033
146340 8.49202
146420 9.69001
146500 7.84341
146570 6.95650
146650 6.21989
146730 5.27088
146810 4.45837
146880 4.42897
146960 5.04776
147040 4.64595
147120 4.70834
147190 3.74114
147270 4.50283
147350 4.22752
147430 3.66161
147500 4.34570
147580 5.04020
147660 3.90259
147740 3.10308
147810 3.84877
147890 3.15746
147970 2.90056
148050 3.75075
148130 5.42474
148210 3.98783
148280 3.97773
148360 3.72942
148440 4.51721
148520 3.35420
148600 4.23339
148680 3.22378
148760 3.05528
148830 3.14837
148910 3.60086
148990 3.24185
149070 2.92614
149150 4.31904
149230 2.83963
149310 2.91352
149390 2.74041
149470 2.64190
149550 3.57510
149630 2.89749
149700 3.35098
149780 3.03037
149860 2.36326
149940 1.87746
150000 3.03625
150020 3.42265
150100 2.38955
150180 2.91304
150260 3.03494
150340 1.13063
150420 2.39553
150500 2.54112
150580 2.61272
150660 2.13201
150740 1.93571
150820 1.62231
150900 2.35010
150980 4.51200
151070 6.29319
151150 4.36629
151230 3.15328
151310 4.25508
151390 2.83068
151470 2.71357
151550 2.47467
151630 2.14226
151710 1.77036
151790 1.99305
151870 3.07955
151960 1.72494
152040 1.19854
152120 2.48474
152200 2.07693
152280 1.94163
152360 3.31302
152440 1.37402
152530 1.25111
152610 0.985749
152690 0.456754
152770 1.11290
152850 3.62150
152940 6.23359
153020 5.24059
153100 3.35518
153180 2.32898
153260 2.35117
153350 1.95207
153430 1.79626
153510 3.41636
153590 5.00946
153680 2.98945
153760 1.60335
153840 1.34194
153930 2.07074
154010 0.443063
154090 1.78813
154170 0.405564
154260 1.10592
154340 1.04512
154420 0.951060
154510 0.548796
154590 1.57470
154670 1.36970
154760 0.996312
154840 2.46649
154930 2.96718
155010 1.21168
155090 0.612304
155180 1.00100
155260 1.30397
155340 2.53606
155430 2.82626
155510 2.20705
155600 4.04015
155680 5.21224
155770 6.89624
155850 9.10473
155930 10.0865
156020 9.79362
156100 8.31342
156190 7.49872
156270 7.44861
156360 7.32711
156440 6.28440
156530 7.39830
156610 7.48489
156700 8.45389
156780 8.60018
156870 9.55958
156950 11.4535
157040 13.6955
157120 11.2835
157210 10.5895
157300 9.26235
157380 8.31025
157470 7.08875
157550 8.18344
157640 8.37704
157720 8.45193
157810 6.64633
157900 6.26242
157980 5.40432
158070 5.27851
158160 5.03551
158240 9.08280
158330 7.32190
158410 5.07999
158500 4.23509
158590 4.62748
158670 4.73438
158760 5.36068
158850 7.60507
158940 9.20777
159020 9.98856
159110 12.3784
159200 12.2984
159280 11.9774
159370 11.2223
159460 10.5563
159550 9.64173
159630 7.45483
159720 8.65952
159810 11.2303
159900 8.88811
159980 8.19301
160070 6.76470
160160 7.25460
160250 6.08099
160340 6.74899
160420 6.71489
160510 7.42168
160600 6.84668
160690 5.44337
160780 6.40327
160870 4.72506
160950 4.80026
161040 4.47445
161130 5.02875
161220 3.79934
161310 4.23614
161400 4.26693
161490 3.63033
161580 3.75752
161670 2.77142
161760 3.82691
161840 3.67571
161930 3.42570
162020 2.47100
162110 2.54609
162200 1.84149
162290 1.78208
162380 2.84678
162470 4.70107
162560 5.84927
162650 7.96236
162740 6.91246
162830 5.52126
162920 5.71015
163010 7.92905
163100 9.65084
163190 7.14414
163280 5.39923
163370 4.91853
163470 3.77912
163560 3.72972
163650 3.64421
163740 3.66861
163830 3.29630
163920 2.57130
164010 2.49479
164100 3.68179
164190 5.06168
164280 2.51778
164380 1.40217
164470 1.21447
164560 1.86326
164650 1.27466
164740 1.25785
164830 1.33305
164930 1.27384
165020 0.0925139
165110 1.25693
165200 1.02593
165290 1.32692
165390 2.22982
165480 3.47841
165570 3.98631
165660 6.78340
165760 9.70510
165850 11.7280
165940 13.4000
166030 15.9320
166130 14.7460
166220 12.1490
166310 11.3000
166410 10.1610
166500 9.10536
166590 8.81605
166690 7.93035
166780 7.39874
166870 6.56474
166970 7.33113
167060 5.81753
167150 6.15172
167250 5.02852
167340 4.27661
167440 4.11081
167530 4.27150
167620 4.02540
167720 3.95319
167810 3.36149
167910 3.46678
168000 3.09247
168100 2.48247
168190 2.77496
168290 1.83766
168380 0.968004
168480 1.59235
168570 0.869094
168670 0.335018
168760 1.10073
168860 2.12243
168950 4.54732
169050 7.08092
169140 7.11921
169240 7.58391
169330 7.28130
169430 9.30210
169520 13.2138
169620 12.5168
169720 11.5508
169810 9.81558
169910 8.53197
170000 7.49137
170100 5.46016
170200 5.35066
170290 5.77025
170390 5.78975
170490 3.45634
170580 2.89414
170680 3.54623
170780 4.91422
170870 6.46272
170970 9.23821
171070 9.28141
171170 8.92950
171260 8.00130
171360 7.55079
171460 7.30179
171550 5.82068
171650 4.68338
171750 4.41007
171850 6.45487
171950 9.45496
172040 8.99426
172140 7.83225
172240 8.61225
172310 6.70744
172360 6.98854
172410 5.10184
172460 5.12343
172510 5.06893
172560 5.01873
172610 4.75243
172660 4.10192
172710 6.00102
172760 5.70112
172810 4.69981
172850 4.79071
172900 4.32041
172950 4.01371
173000 4.36670
173050 3.82460
173100 4.05150
173150 3.75400
173200 4.23929
173250 2.80589
173300 2.69789
173350 3.92428
173400 3.89478
173450 5.02588
173500 3.54238
173550 4.28507
173600 3.53647
173650 3.51447
173700 2.93047
173750 2.36446
173800 3.20876
173840 2.55376
173890 3.55846
173940 2.37705
173990 2.97605
174040 2.24305
174090 2.08874
174140 1.81244
174190 2.31624
174240 1.62324
174290 2.01803
174340 3.82373
174390 6.84593
174440 7.76733
174490 8.17122
174540 7.14472
174590 4.68702
174640 4.50262
174690 4.63681
174740 3.33691
174790 3.25841
174840 3.77170
174890 2.89600
174940 3.92170
174990 5.01500
175040 6.63319
175100 5.62769
175150 3.83659
175200 2.95638
175250 3.19258
175300 2.92328
175350 2.66878
175400 3.17607
175450 2.77327
175500 2.19587
175550 3.17737
175600 1.93676
175650 2.65556
175700 3.57616
175750 2.84955
175800 2.78685
175850 1.93075
175900 1.85925
175950 2.59454
176000 1.91914
176050 1.08164
176110 2.42174
176160 1.21223
176210 1.07683
176260 0.788717
176310 1.20002
176360 1.10212
176410 1.05482
176460 0.331916
176510 1.86131
176560 0.811031
176610 0.829188
176660 0.594325
176720 1.32500
176770 0.198829
176820 0.949016
176870 1.50679
176920 0.699581
176970 0.540718
177020 0.897956
177070 0.295743
177120 0.464070
177180 0.399147
177230 0.302254
177280 2.35107
177330 2.79847
177380 3.74377
177430 5.51416
177480 8.74346
177530 11.0064
177590 11.4584
177640 10.9134
177690 10.5294
177740 11.4374
177790 10.2093
177840 8.67964
177890 10.4493
177950 9.36014
178000 8.94223
178050 8.30013
178100 7.72053
178150 7.78212
178200 7.12282
178250 7.10992
178310 5.03252
178360 6.72991
178410 5.91141
178460 6.79701
178510 6.33001
178570 7.65940
178620 7.72600
178670 6.86960
178720 5.81109
178770 4.27929
178820 4.83589
178880 3.12349
178930 4.49708
178980 4.14268
179030 4.89518
179080 4.20677
179140 4.46467
179190 4.26887
179240 3.75057
179290 3.33896
179340 3.79166
179400 2.93536
179450 3.80695
179500 3.90535
179550 3.61865
179610 3.95455
179660 2.96954
179710 3.09894
179760 3.30694
179810 2.66603
179870 2.12873
179920 2.38093
179970 2.64553
180020 1.74472
180080 1.34292
180130 2.10352
180180 2.43061
180230 1.07101
180290 1.64171
180340 0.838146
180390 1.17850
180440 2.21360
180500 4.41490
180550 5.96649
180600 6.54929
180650 5.41269
180710 4.02149
180760 3.50878
180810 3.36828
180870 3.21578
180920 2.70517
180970 2.96207
181020 2.08447
181080 2.80617
181130 2.31186
181180 2.08516
181240 2.94116
181290 2.45365
181340 2.54875
181390 3.04895
181450 2.33395
181500 2.52674
181550 1.75634
181610 2.63604
181660 2.71663
181710 3.21013
181770 2.78833
181820 2.64523
181870 1.79742
181930 2.34382
181980 1.61892
182030 0.805674
182090 2.40731
182140 1.92881
182190 1.61281
182250 1.89250
182300 0.475699
182350 1.08280
182410 1.84989
182460 2.26639
182510 1.39699
182570 1.78039
182620 2.01098
182670 2.65938
182730 2.25648
182780 2.30617
182830 3.54597
182890 3.76937
182940 4.16027
183000 4.20136
183050 3.04426
183100 3.88216
183160 5.05725
183210 5.33125
183260 6.24305
183320 3.84664
183370 0.761331
183430 1.79594
183480 1.63224
183530 1.93243
183590 1.22403
183640 2.42743
183700 1.48362
183750 2.19282
183800 2.51132
183860 2.01612
183910 2.16061
183970 2.46511
184020 3.08701
184080 3.19420
184130 3.45920
184180 2.85870
184240 3.35519
184290 3.81259
184350 4.15539
184400 3.94389
184460 4.23288
184510 3.83768
184560 5.08378
184620 4.96237
184670 5.36957
184730 6.07667
184780 5.58997
184840 5.84216
184890 5.62006
184950 5.38766
185000 6.59335
185050 5.91825
185110 6.90475
185160 6.46044
185220 6.03234
185270 7.10444
185330 6.60944
185380 6.03533
185440 6.50783
185490 6.22803
185550 5.85322
185600 5.48652
185660 5.16552
185710 4.49292
185770 3.78021
185820 2.52921
185880 0.805635
185930 0.472623
185990 0.349999
186040 0.559417
186100 0.526203
186150 1.12659
186210 1.55129
186260 2.66979
186320 3.26088
186370 4.86788
186430 5.70858
186480 6.09197
186540 6.79847
186590 5.87577
186650 6.22906
186700 6.60666
186760 7.01236
186820 6.45085
186870 8.47045
186930 8.64485
186980 9.95435
187040 9.89784
187090 9.54784
187150 11.5398
187200 11.0118
187260 12.0408
187310 12.2208
187370 12.7438
187430 13.8158
187480 12.5948
187540 12.8618
187590 13.5118
187650 13.2368
187710 13.0458
187760 12.2378
187820 13.2798
187870 11.6948
187930 11.7698
187980 11.4628
188040 10.6398
188100 9.68489
188150 9.66118
188210 9.63648
188260 8.49858
188320 7.43837
188380 7.45417
188430 6.62807
188490 5.73016
188540 5.53346
188600 4.14926
188660 3.94936
188710 5.92165
188770 5.73165
188830 6.97685
188880 7.88434
188940 8.83184
189000 10.1647
189050 8.86203
189110 8.93083
189160 7.89443
189220 8.70562
189280 7.14092
189330 8.14612
189390 6.17422
189450 6.42091
189500 6.46261
189560 6.07321
189620 6.04600
189670 3.34740
189730 2.81660
189790 2.68439
189840 2.82829
189900 2.50889
189960 3.12998
190010 4.96678
190070 6.42048
190130 5.80458
190190 7.20417
190240 7.70987
190300 7.84667
190360 7.65856
190410 7.60236
190470 7.37256
190530 7.85635
190580 7.22525
190640 8.32815
190700 8.27334
190760 7.76994
190810 6.18364
190870 5.98104
190930 5.49743
190980 6.39803
191040 5.26173
191100 4.97212
191160 5.06432
191210 4.77372
191270 4.58021
191330 4.46791
191390 3.47371
191440 4.16520
191500 4.67980
191560 4.94550
191620 5.99129
191670 6.65259
191730 9.46029
191790 7.89619
191850 8.11028
191900 8.67488
191960 9.71328
192020 10.8956
192080 11.1436
192140 12.3546
192190 11.0026
192250 11.2056
192310 9.76566
192370 11.6976
192420 10.3746
192480 9.13595
192540 7.62384
192600 6.57244
192660 6.68834
192710 6.87684
192770 5.23903
192830 5.74923
192890 5.72723
192950 3.95922
193010 4.49672
193060 4.58642
193120 3.06551
193180 2.26811
193240 1.46851
