Nb-93(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
3378.18 50.8632
3378.25 35.5089
3378.32 26.6459
3378.39 21.3065
3378.45 17.7622
3378.52 15.3508
3378.66 12.2803
3378.79 10.4664
3378.93 9.28970
3379.20 7.87652
3379.47 7.06770
3379.74 6.54586
3380.28 5.90916
3380.82 5.52552
3381.35 5.26117
3382.43 4.89804
3384.59 4.42263
3386.75 4.06586
3387.83 3.92460
3388.91 3.83597
3389.99 3.86566
3391.07 4.18550
3392.15 5.29652
3392.69 6.58465
3393.23 8.98378
3393.77 13.7617
3394.04 17.9206
3394.30 24.2343
3394.57 34.2764
3394.84 50.9316
3395.11 79.8129
3395.38 130.655
3395.69 227.000
3396.00 308.732
3396.31 269.404
3396.62 184.057
3396.84 137.384
3397.06 105.337
3397.29 83.2858
3397.51 67.9232
3397.96 48.6116
3398.40 37.5154
3398.85 30.5212
3399.30 25.8258
3400.19 20.0297
3401.08 16.6697
3401.98 14.5161
3403.76 11.9471
3405.55 10.4747
3407.34 9.50436
3408.23 9.11701
3409.12 8.76066
3409.57 8.58881
3410.02 8.44295
3410.24 8.42593
3410.46 8.60050
3410.58 8.94330
3410.69 9.86270
3410.74 10.8974
3410.80 12.8730
3410.85 16.9849
3410.88 20.6519
3410.91 26.0169
3410.96 39.5638
3411.00 50.9469
3411.05 45.5262
3411.09 33.4581
3411.12 27.6734
3411.15 23.3912
3411.21 18.1182
3411.26 15.2409
3411.32 13.5250
3411.44 11.6627
3411.55 10.7104
3411.79 9.77338
3412.02 9.31523
3412.48 8.84641
3412.94 8.58883
3413.87 8.27443
3414.80 8.06161
3416.65 7.75138
3418.50 7.51315
3420.35 7.30966
3422.20 7.11571
3423.13 7.01070
3424.06 6.88805
3424.52 6.81829
3424.98 6.76356
3425.21 6.78556
3425.44 6.98562
3425.56 7.32642
3425.68 8.22693
3425.73 9.22924
3425.79 11.1449
3425.85 15.1520
3425.88 18.7462
3425.91 24.0127
3425.95 37.2335
3426.00 48.3313
3426.05 43.0673
3426.09 31.3278
3426.13 24.3759
3426.17 19.7321
3426.21 16.6924
3426.24 14.6839
3426.32 12.2013
3426.39 10.8109
3426.54 9.37716
3426.69 8.67467
3426.99 8.00648
3427.29 7.69065
3427.89 7.38423
3428.49 7.22798
3429.69 7.05412
3430.89 6.94693
3433.30 6.80028
3435.70 6.69163
3440.50 6.52401
3445.30 6.39148
3454.90 6.17933
3464.51 6.00065
3474.11 5.82947
3483.71 5.64323
3493.31 5.40819
3498.12 5.24873
3500.52 5.14300
3501.72 5.07374
3502.32 5.05166
3502.62 5.15648
3502.77 5.53651
3502.84 6.22533
3502.88 6.99995
3502.92 8.40350
3502.96 10.9450
3503.00 13.1763
3503.04 12.1110
3503.08 9.84870
3503.12 8.25290
3503.17 7.29149
3503.25 6.32816
3503.41 5.66054
3503.74 5.30613
3504.39 5.12603
3505.70 4.99475
3508.31 4.80915
3510.93 4.60648
3513.54 4.36111
3516.16 4.06743
3517.46 3.91783
3518.77 3.81068
3520.08 3.88070
3520.73 4.10739
3521.39 4.64821
3522.04 5.88867
3522.69 8.86231
3523.02 11.8530
3523.35 17.0037
3523.67 26.4735
3523.84 34.1898
3524.00 45.3176
3524.24 71.8259
3524.48 119.449
3524.74 207.504
3525.00 282.392
3525.26 246.913
3525.53 168.901
3525.79 114.331
3526.05 81.7206
3526.31 61.7702
3526.56 49.0264
3526.82 40.3865
3527.08 34.3068
3527.60 26.4639
3528.12 21.7379
3528.64 18.6514
3529.68 14.9290
3530.71 12.8091
3531.75 11.4617
3532.79 10.5362
3533.82 9.86442
3535.90 8.95775
3537.97 8.37629
3540.05 7.97148
3542.12 7.67274
3546.27 7.25844
3550.42 6.98056
3558.72 6.61600
3567.01 6.36236
3575.31 6.13487
3579.46 6.00497
3583.61 5.83164
3585.68 5.70412
3586.72 5.61836
3587.76 5.50637
3588.79 5.34925
3589.31 5.24274
3589.83 5.10856
3590.35 4.94079
3590.61 4.85058
3590.87 4.77923
3591.13 4.80872
3591.26 4.94710
3591.39 5.30839
3591.52 6.23638
3591.58 7.18686
3591.65 8.79752
3591.71 11.7861
3591.78 17.7359
3591.81 23.0458
3591.84 30.9039
3591.87 43.1109
3591.91 62.8093
3591.93 82.3722
3591.95 107.087
3592.00 144.911
3592.02 142.474
3592.05 127.272
3592.09 87.9906
3592.13 67.2740
3592.16 52.6772
3592.19 42.5542
3592.23 35.5840
3592.29 26.5445
3592.36 21.2611
3592.42 17.8647
3592.49 15.6054
3592.62 12.8012
3592.75 11.1579
3592.88 10.1100
3593.14 8.85965
3593.40 8.14685
3593.66 7.69239
3594.18 7.14373
3594.70 6.82194
3595.22 6.60737
3596.26 6.32761
3597.31 6.13903
3598.35 5.98958
3600.43 5.72577
3602.52 5.43788
3603.56 5.26292
3604.60 5.05703
3605.65 4.82814
3606.17 4.73154
3606.69 4.71074
3607.21 4.95839
3607.47 5.36790
3607.73 6.25608
3607.99 8.27662
3608.12 10.1976
3608.25 13.3473
3608.38 18.8436
3608.51 28.9399
3608.58 37.2086
3608.64 49.1043
3608.71 66.4540
3608.77 91.6893
3608.89 158.116
3609.00 215.092
3609.11 188.525
3609.23 129.692
3609.34 87.5344
3609.46 62.6226
3609.57 47.6225
3609.69 38.0833
3609.80 31.6785
3609.92 27.1724
3610.15 21.4049
3610.38 17.9304
3610.60 15.6700
3611.06 12.9421
3611.52 11.3901
3611.98 10.4022
3612.44 9.72332
3612.90 9.23036
3613.82 8.56464
3614.74 8.13824
3616.57 7.62384
3618.41 7.32332
3620.25 7.12357
3622.08 6.97384
3623.00 6.90804
3623.46 6.90364
3623.69 7.02498
3623.80 7.36243
3623.86 7.86245
3623.92 9.09374
3623.96 10.8113
3624.00 12.2587
3624.04 11.5865
3624.08 10.0638
3624.14 8.65738
3624.20 7.99346
3624.32 7.44695
3624.57 7.12756
3625.05 6.96518
3626.01 6.86796
3627.94 6.78138
3631.80 6.68684
3639.51 6.62111
3647.22 6.69575
3651.08 6.81501
3653.01 6.90770
3653.97 6.96315
3654.46 6.99692
3654.70 7.04319
3654.82 7.15456
3654.88 7.35267
3654.94 8.00383
3655.00 9.38473
3655.06 8.43870
3655.14 7.62988
3655.21 7.37745
3655.36 7.22751
3655.65 7.17553
3656.24 7.19890
3657.43 7.31860
3659.79 7.68914
3662.15 8.30363
3664.51 9.39278
3666.88 11.5695
3668.06 13.5643
3669.24 16.8643
3670.42 22.8841
3671.01 27.9216
3671.60 35.4979
3672.19 47.5938
3672.78 68.2054
3673.37 106.258
3673.96 179.727
3674.48 284.494
3675.00 354.532
3675.52 284.388
3676.04 179.766
3676.38 131.878
3676.72 99.0491
3677.39 61.0053
3678.07 41.6360
3678.75 30.7543
3679.43 24.1091
3680.10 19.7921
3681.46 14.7249
3682.81 11.9856
3684.17 10.3437
3686.88 8.55391
3689.58 7.64720
3692.29 7.12097
3695.00 6.78500
3697.71 6.55446
3703.13 6.25913
3708.55 6.07374
3713.97 5.93934
3719.38 5.82926
3730.22 5.62690
3735.64 5.51304
3741.05 5.37127
3746.47 5.17090
3749.18 5.02865
3751.89 4.83533
3753.24 4.70910
3754.60 4.55429
3755.95 4.36069
3757.31 4.11697
3757.99 3.97435
3758.66 3.82285
3759.34 3.67970
3760.02 3.60280
3760.69 3.79522
3761.03 4.19428
3761.37 5.11897
3761.71 7.31630
3761.88 9.46400
3762.05 13.0561
3762.22 19.4509
3762.30 24.5134
3762.39 31.5373
3762.47 41.7465
3762.56 56.5594
3762.64 78.9473
3762.72 111.946
3762.86 194.923
3763.00 266.343
3763.14 233.675
3763.28 160.409
3763.38 120.588
3763.47 92.9407
3763.57 73.8984
3763.67 60.5133
3763.87 43.6524
3764.07 33.9004
3764.27 27.7494
3764.46 23.6019
3764.86 18.4789
3765.26 15.5079
3765.65 13.6017
3766.05 12.2888
3766.44 11.3380
3767.24 10.0563
3768.03 9.24154
3768.82 8.67965
3769.61 8.27076
3771.19 7.71532
3772.78 7.35658
3774.36 7.10538
3775.94 6.91926
3779.11 6.66047
3782.28 6.48751
3788.61 6.26588
3794.94 6.12458
3801.27 6.02184
3807.61 5.93805
3810.77 5.89509
3812.35 5.86459
3813.15 5.84075
3813.54 5.84622
3813.74 5.96035
3813.84 6.30172
3813.89 6.85406
3813.94 8.38050
3813.97 10.3553
3814.00 12.0248
3814.03 11.2705
3814.06 9.52987
3814.12 7.64584
3814.18 6.90797
3814.30 6.37839
3814.53 6.09880
3814.99 5.97129
3815.92 5.91045
3817.78 5.87147
3821.50 5.83206
3825.22 5.80455
3828.93 5.78636
3832.65 5.78572
3834.51 5.80064
3836.37 5.84020
3838.23 5.94066
3839.16 6.04669
3840.09 6.24257
3840.55 6.40743
3841.02 6.65685
3841.48 7.05830
3841.95 7.76058
3842.41 9.16137
3842.65 10.4512
3842.88 12.5842
3843.11 16.5171
3843.23 19.8203
3843.34 24.8341
3843.46 32.9095
3843.57 46.9067
3843.69 73.2954
3843.75 95.1358
3843.81 125.950
3843.90 198.321
3844.00 246.663
3844.10 198.423
3844.19 126.081
3844.27 88.4500
3844.34 64.2678
3844.42 48.6594
3844.49 38.2754
3844.64 26.0240
3844.79 19.4692
3844.93 15.5991
3845.08 13.1379
3845.38 10.3135
3845.67 8.82082
3845.97 7.93874
3846.27 7.37469
3846.56 6.99326
3847.15 6.52155
3847.74 6.25259
3848.93 5.97004
3850.11 5.82981
3851.29 5.74782
3853.66 5.65554
3856.03 5.60212
3858.39 5.56420
3863.12 5.50661
3872.59 5.41112
3882.05 5.31432
3891.52 5.20292
3900.98 5.06190
3905.72 4.97085
3910.45 4.85350
3912.81 4.77712
3915.18 4.67768
3916.36 4.61197
3917.55 4.52512
3918.14 4.46805
3918.73 4.39982
3919.02 4.36925
3919.32 4.38174
3919.47 4.46276
3919.62 4.75167
3919.69 5.13137
3919.76 5.96434
3919.84 8.05586
3919.88 10.2758
3919.91 14.0733
3919.96 21.6303
3920.00 28.0959
3920.04 25.1983
3920.09 18.5408
3920.12 15.4323
3920.14 13.1041
3920.20 10.2095
3920.25 8.57680
3920.30 7.58174
3920.41 6.48231
3920.51 5.91293
3920.73 5.34928
3920.94 5.07669
3921.36 4.80288
3921.79 4.65393
3922.64 4.45847
3923.49 4.29030
3924.33 4.10113
3924.76 3.98974
3925.18 3.86834
3925.61 3.76061
3925.82 3.74549
3926.03 3.82147
3926.25 4.16416
3926.35 4.58783
3926.46 5.40446
3926.56 7.07045
3926.67 10.8161
3926.72 14.4615
3926.78 20.5859
3926.80 25.2947
3926.83 31.3672
3926.86 39.8558
3926.88 51.0255
3926.91 67.3973
3926.94 87.6985
3927.00 119.111
3927.03 117.393
3927.06 105.055
3927.12 72.7696
3927.16 57.3877
3927.19 46.2329
3927.26 32.0028
3927.34 24.0871
3927.41 19.3117
3927.48 16.2165
3927.56 14.0905
3927.70 11.4191
3927.85 9.84612
3927.99 8.82726
3928.29 7.60824
3928.58 6.90911
3928.87 6.46107
3929.45 5.91701
3930.03 5.59550
3930.62 5.37845
3931.78 5.09090
3932.95 4.89255
3934.12 4.73212
3936.45 4.44336
3938.78 4.12424
3939.95 3.92833
3941.11 3.69125
3942.28 3.40351
3942.86 3.24999
3943.45 3.12675
3944.03 3.16252
3944.32 3.37353
3944.61 3.93404
3944.90 5.36771
3945.05 6.82807
3945.19 9.31375
3945.34 13.8514
3945.41 17.5141
3945.49 22.7496
3945.56 30.4255
3945.63 41.9739
3945.71 59.7140
3945.78 86.5474
3945.89 151.479
3946.00 207.167
3946.11 181.774
3946.22 125.098
3946.34 82.6697
3946.46 58.3371
3946.58 43.8888
3946.70 34.7826
3946.82 28.6606
3946.93 24.4107
3947.17 18.9653
3947.41 15.6938
3947.64 13.5658
3948.12 10.9931
3948.59 9.52176
3949.06 8.57823
3950.01 7.44340
3950.95 6.78231
3951.90 6.34371
3953.79 5.77924
3955.68 5.40722
3957.58 5.11942
3961.36 4.63279
3963.25 4.39243
3965.14 4.13561
3967.03 3.85195
3968.93 3.53981
3969.87 3.38191
3970.82 3.24242
3971.76 3.16635
3972.71 3.27587
3973.66 3.94282
3974.13 4.81889
3974.60 6.55279
3974.84 8.02106
3975.08 10.1701
3975.31 13.4282
3975.55 18.4926
3975.79 26.7702
3976.02 40.8578
3976.26 66.1647
3976.49 112.836
3976.75 197.757
3977.00 270.947
3977.25 238.035
3977.51 163.606
3977.80 104.320
3978.10 71.6196
3978.39 52.9251
3978.68 41.4709
3978.98 33.9230
3979.27 28.7080
3979.86 22.0784
3980.44 18.1331
3981.03 15.5520
3982.20 12.3955
3983.38 10.4945
3984.55 9.11262
3985.14 8.48950
3985.73 7.89519
3986.02 7.69538
3986.17 7.71012
3986.31 7.94281
3986.46 8.74749
3986.54 9.66532
3986.61 11.3101
3986.68 14.5074
3986.76 21.0699
3986.79 27.1027
3986.83 36.3014
3986.87 51.5655
3986.90 75.6833
3986.95 129.057
3987.00 174.158
3987.05 153.299
3987.10 107.220
3987.14 80.5249
3987.18 62.3987
3987.21 50.1915
3987.25 41.7585
3987.33 31.3137
3987.40 25.3590
3987.48 21.6295
3987.56 19.1212
3987.71 16.0332
3987.86 14.2130
3988.01 13.0365
3988.31 11.5955
3988.62 10.7415
3988.92 10.1717
3989.53 9.43676
3990.13 8.96396
3990.74 8.62242
3991.95 8.13931
3994.38 7.53527
3996.80 7.14291
4001.66 6.62441
4006.51 6.26826
4011.36 5.98366
4016.21 5.72639
4021.06 5.45671
4022.28 5.37754
4023.49 5.28436
4024.10 5.22787
4024.70 5.16205
4025.01 5.13017
4025.31 5.12675
4025.46 5.17793
4025.61 5.37999
4025.69 5.65821
4025.76 6.28767
4025.84 7.93100
4025.88 9.73889
4025.91 12.8647
4025.96 18.8855
4026.00 24.1102
4026.04 21.7876
4026.09 16.4882
4026.12 13.7459
4026.14 11.7944
4026.20 9.43592
4026.26 8.17186
4026.32 7.43608
4026.43 6.63250
4026.55 6.22310
4026.78 5.82191
4027.01 5.62654
4027.47 5.42908
4027.93 5.32143
4029.77 5.08394
4031.61 4.89849
4033.45 4.69509
4035.30 4.43879
4036.22 4.27563
4037.14 4.07691
4038.06 3.83564
4038.52 3.70651
4038.98 3.60146
4039.44 3.62289
4039.67 3.78682
4039.90 4.22912
4040.13 5.36693
4040.25 6.52103
4040.36 8.49835
4040.48 12.0775
4040.54 14.9866
4040.59 19.0603
4040.65 25.1169
4040.71 34.0286
4040.77 47.8853
4040.82 68.7008
4040.91 119.095
4041.00 162.819
4041.09 143.448
4041.18 99.1463
4041.28 63.2001
4041.39 43.8085
4041.50 32.7126
4041.60 26.0011
4041.71 21.5714
4041.81 18.5399
4042.02 14.6873
4042.23 12.4064
4042.44 10.9235
4042.87 9.14120
4043.29 8.11564
4043.71 7.45344
4044.55 6.64585
4045.40 6.16158
4046.24 5.82963
4047.93 5.37737
4049.61 5.05373
4051.30 4.78466
4054.67 4.30504
4056.36 4.07745
4058.05 3.86627
4059.74 3.70794
4061.42 3.71337
4063.11 4.24034
4063.95 5.03260
4064.80 6.68541
4065.64 10.2918
4066.06 13.6314
4066.48 18.9547
4066.91 27.8780
4067.33 43.6656
4067.75 73.3576
4067.96 97.5570
4068.17 131.110
4068.59 229.879
4069.00 315.669
4069.42 277.542
4069.83 190.764
4070.12 145.192
4070.40 112.979
4070.69 90.4295
4070.97 74.4164
4071.54 53.9051
4072.11 41.8682
4072.68 34.2010
4073.25 28.9946
4074.38 22.5167
4075.52 18.7271
4076.66 16.2789
4077.80 14.5688
4078.37 13.8938
4078.65 13.6585
4078.80 13.8045
4078.87 14.3616
4078.90 15.1482
4078.94 16.7829
4078.97 19.4804
4079.00 21.7307
4079.03 20.6381
4079.06 18.2934
4079.12 15.6629
4079.18 14.6054
4079.30 13.7730
4079.53 13.1954
4080.00 12.6645
4080.93 11.9714
4082.80 10.9908
4086.53 9.75977
4090.27 9.00874
4094.00 8.49995
4097.73 8.12966
4101.47 7.84421
4105.20 7.60790
4107.07 7.48967
4108.00 7.41603
4108.47 7.38958
4108.70 7.50425
4108.82 7.94634
4108.88 8.76333
4108.91 9.67860
4108.94 11.3789
4108.97 14.4631
4109.00 17.1848
4109.03 15.9805
4109.06 13.2600
4109.10 11.2014
4109.13 9.99804
4109.20 8.85519
4109.34 8.10055
4109.62 7.71645
4110.18 7.53009
4111.30 7.41390
4113.54 7.29623
4118.02 7.12803
4126.98 6.85732
4131.46 6.72451
4133.70 6.64993
4135.94 6.56182
4138.18 6.44542
4139.30 6.36657
4140.42 6.26197
4141.54 6.11135
4142.10 6.00656
4142.66 5.87060
4143.22 5.69278
4143.50 5.58959
4143.78 5.49311
4144.06 5.46941
4144.20 5.55706
4144.34 5.83651
4144.48 6.60986
4144.55 7.42955
4144.62 8.87489
4144.69 11.5748
4144.76 17.0490
4144.80 21.9108
4144.83 29.4147
4144.87 41.2962
4144.90 59.9261
4144.95 101.878
4145.00 138.931
4145.03 137.184
4145.05 122.626
4145.10 85.7094
4145.14 62.3622
4145.18 47.4078
4145.23 37.4929
4145.27 31.0051
4145.35 23.0990
4145.44 18.7187
4145.52 16.0253
4145.61 14.2374
4145.78 12.0658
4145.95 10.8080
4146.12 10.0074
4146.46 9.05114
4146.80 8.50777
4147.13 8.15966
4147.81 7.74087
4148.49 7.49734
4149.17 7.33765
4150.53 7.13819
4151.88 7.01577
4153.24 6.93089
4155.95 6.81624
4158.66 6.73811
4161.38 6.67847
4166.80 6.58800
4177.65 6.45963
4188.50 6.36243
4210.21 6.20352
4215.63 6.16367
4221.06 6.11689
4223.77 6.08599
4226.48 6.04064
4227.84 6.00479
4229.20 5.94700
4229.87 5.90135
4230.55 5.83746
4230.89 5.80407
4231.23 5.81171
4231.40 5.89813
4231.57 6.22944
4231.65 6.68896
4231.74 7.74391
4231.78 8.80324
4231.82 10.5653
4231.87 13.6972
4231.91 19.4730
4231.95 30.2069
4232.00 39.4290
4232.05 35.4538
4232.09 26.0552
4232.12 21.3209
4232.15 17.8608
4232.22 13.7127
4232.28 11.4373
4232.34 10.1130
4232.46 8.67284
4232.58 7.94926
4232.83 7.24562
4233.07 6.91701
4233.57 6.60989
4234.06 6.46669
4235.04 6.32982
4236.02 6.26284
4237.98 6.19377
4239.94 6.15554
4243.87 6.10859
4247.80 6.07593
4255.65 6.02414
4263.50 5.97753
4271.35 5.92920
4279.20 5.87041
4283.13 5.82974
4287.05 5.76753
4289.01 5.71644
4290.98 5.63031
4291.96 5.55773
4292.94 5.44296
4293.43 5.36207
4293.92 5.28656
4294.17 5.30732
4294.41 5.56833
4294.53 6.03632
4294.66 7.28824
4294.72 8.72113
4294.78 11.4319
4294.84 17.0895
4294.87 22.2483
4294.90 29.9441
4294.93 38.3926
4294.95 49.0168
4295.00 65.9784
4295.05 58.6302
4295.10 41.8810
4295.15 30.4486
4295.19 23.4393
4295.24 19.0349
4295.28 16.1456
4295.38 12.7149
4295.47 10.8707
4295.56 9.73604
4295.65 8.99568
4295.84 8.09094
4296.21 7.24047
4296.58 6.84546
4297.32 6.47590
4298.06 6.30106
4299.54 6.12945
4301.02 6.04013
4303.98 5.92438
4305.46 5.85195
4306.20 5.79347
4306.57 5.82578
4306.66 5.91693
4306.75 6.18693
4306.84 7.16762
4306.89 8.65247
4306.93 12.4271
4306.97 17.5600
4307.00 22.1515
4307.03 20.1600
4307.07 15.6585
4307.10 12.1994
4307.14 10.2421
4307.21 8.35058
4307.35 7.08133
4307.63 6.43776
4308.19 6.14872
4309.31 6.01380
4311.55 5.93673
4316.03 5.87346
4325.00 5.79415
4330.97 5.74187
4333.96 5.71096
4336.95 5.67286
4339.94 5.62049
4341.43 5.58402
4342.92 5.53471
4344.42 5.46183
4345.91 5.33955
4346.66 5.24093
4347.40 5.10228
4347.78 5.03038
4348.15 5.05209
4348.34 5.24834
4348.43 5.49910
4348.52 5.98946
4348.62 7.01575
4348.71 9.32566
4348.76 11.6150
4348.80 15.3881
4348.85 22.1965
4348.87 27.3462
4348.90 34.4971
4348.92 44.9310
4348.95 57.5875
4349.00 77.7083
4349.05 69.1145
4349.10 48.9203
4349.14 37.5465
4349.18 29.8717
4349.22 24.4865
4349.26 20.8211
4349.34 16.1587
4349.41 13.4743
4349.49 11.7845
4349.57 10.6457
4349.72 9.24485
4349.87 8.42424
4350.03 7.89941
4350.33 7.27005
4350.64 6.91184
4350.95 6.68231
4351.56 6.40613
4352.18 6.24506
4352.79 6.13856
4354.02 6.00119
4356.48 5.82153
4357.09 5.77121
4357.70 5.70583
4358.01 5.66549
4358.32 5.63403
4358.47 5.65237
4358.63 5.79447
4358.70 6.03148
4358.78 6.64473
4358.82 7.32296
4358.86 8.55045
4358.89 10.9868
4358.93 16.0940
4358.97 24.2536
4359.00 31.4198
4359.03 28.3543
4359.07 21.1976
4359.09 17.4727
4359.11 14.9182
4359.16 11.7173
4359.20 9.98562
4359.25 8.95830
4359.34 7.84924
4359.43 7.29128
4359.61 6.74629
4359.79 6.48858
4360.14 6.24504
4360.50 6.12939
4361.22 6.01526
4361.94 5.95648
4363.37 5.89166
4364.80 5.85318
4367.67 5.80380
4370.53 5.76958
4376.27 5.71830
4382.00 5.67591
4387.73 5.63512
4393.47 5.58929
4396.33 5.55975
4399.20 5.51706
4400.63 5.48333
4402.06 5.42757
4402.78 5.38089
4403.50 5.30657
4403.86 5.25274
4404.21 5.19728
4404.39 5.20002
4404.57 5.33964
4404.66 5.60865
4404.75 6.34972
4404.80 7.20982
4404.84 8.89843
4404.89 12.5405
4404.91 15.7984
4404.93 20.8275
4404.97 33.0084
4405.00 43.8035
4405.04 39.1940
4405.07 28.5382
4405.11 20.3221
4405.15 15.5711
4405.19 12.8106
4405.23 11.0968
4405.30 9.17613
4405.38 8.18283
4405.54 7.19562
4405.69 6.72630
4406.00 6.28635
4406.31 6.08249
4406.93 5.89011
4407.55 5.79802
4408.80 5.70672
4410.04 5.65922
4412.52 5.60527
4415.00 5.57033
4419.97 5.51124
4422.45 5.46794
4423.69 5.42255
4424.32 5.38759
4424.63 5.44483
4424.78 5.79452
4424.86 6.62822
4424.90 7.76565
4424.94 10.2490
4424.97 14.0869
4425.00 17.4025
4425.03 16.0041
4425.06 12.6540
4425.12 9.28431
4425.17 7.81031
4425.27 6.65923
4425.48 6.02063
4425.90 5.72710
4426.74 5.59531
4428.42 5.52791
4431.78 5.47831
4438.49 5.41305
4441.84 5.37756
4445.20 5.33039
4446.88 5.29549
4448.55 5.24065
4449.39 5.19663
4450.23 5.12938
4450.65 5.08378
4451.07 5.04547
4451.28 5.06483
4451.49 5.23101
4451.60 5.51391
4451.70 6.25597
4451.75 7.08143
4451.81 8.60022
4451.86 11.6600
4451.91 18.2680
4451.96 28.6906
4452.00 37.7116
4452.05 33.9187
4452.09 24.8085
4452.14 18.4363
4452.18 14.5313
4452.23 12.1460
4452.27 10.6133
4452.36 8.84176
4452.45 7.90031
4452.63 6.94939
4452.81 6.49205
4453.17 6.06178
4453.52 5.86103
4454.24 5.67132
4454.96 5.58020
4456.39 5.48870
4457.82 5.43994
4460.69 5.38250
4463.55 5.34398
4469.28 5.28372
4475.01 5.22907
4480.74 5.17269
4486.47 5.10858
4489.34 5.06952
4492.20 5.01831
4493.63 4.98180
4495.07 4.92631
4495.78 4.88236
4496.50 4.81436
4496.86 4.76555
4497.22 4.71297
4497.39 4.70965
4497.57 4.81564
4497.66 5.03046
4497.75 5.63358
4497.80 6.34134
4497.84 7.74333
4497.89 10.8016
4497.91 13.5650
4497.93 17.9380
4497.97 28.3811
4498.00 37.4205
4498.03 33.6420
4498.07 24.5165
4498.09 19.9078
4498.11 16.6521
4498.16 12.5577
4498.20 10.3359
4498.25 9.01568
4498.34 7.58883
4498.43 6.87066
4498.61 6.16963
4498.79 5.83897
4499.14 5.52890
4499.50 5.38286
4500.22 5.24163
4500.93 5.17062
4502.37 5.09383
4503.80 5.04780
4506.66 4.98397
4509.53 4.93231
4520.99 4.72901
4526.71 4.60274
4532.44 4.43437
4535.31 4.31657
4536.74 4.24064
4538.17 4.14461
4539.60 4.01317
4540.32 3.92424
4541.04 3.80904
4541.75 3.65227
4542.47 3.43481
4542.83 3.31759
4543.18 3.31834
4543.36 3.56215
4543.45 3.89148
4543.54 4.53972
4543.63 5.90998
4543.72 9.01238
4543.77 12.0990
4543.81 17.3428
4543.86 26.6845
4543.88 33.7592
4543.90 43.4639
4543.93 57.4272
4543.95 74.8747
4544.00 102.854
4544.03 101.774
4544.05 91.0830
4544.10 63.6608
4544.15 43.9999
4544.20 32.0615
4544.25 24.7971
4544.30 20.2166
4544.35 17.0474
4544.40 14.8461
4544.50 11.9610
4544.60 10.2015
4544.70 9.05719
4544.89 7.66690
4545.09 6.86345
4545.29 6.34955
4545.69 5.72896
4546.08 5.36803
4546.48 5.12962
4547.28 4.82602
4548.07 4.63025
4548.86 4.48316
4550.45 4.24740
4552.04 4.02352
4552.83 3.90021
4553.63 3.76318
4554.42 3.61756
4554.82 3.55611
4555.21 3.53648
4555.61 3.65843
4555.81 3.86647
4556.01 4.31391
4556.21 5.31291
4556.31 6.24052
4556.41 7.72604
4556.50 10.2105
4556.60 14.5928
4556.65 18.0689
4556.70 22.7839
4556.75 29.4972
4556.80 38.6241
4556.85 51.1156
4556.90 66.4095
4557.00 90.5568
4557.05 89.6185
4557.10 80.2762
4557.20 56.3006
4557.28 41.9276
4557.36 32.4004
4557.44 25.9482
4557.51 21.5721
4557.67 16.1397
4557.83 13.0721
4557.98 11.1414
4558.14 9.85266
4558.45 8.25500
4558.77 7.32134
4559.08 6.71907
4559.71 5.99019
4560.33 5.56428
4560.96 5.28315
4562.21 4.92555
4563.46 4.69750
4564.72 4.53051
4567.22 4.28237
4572.23 3.91386
4577.25 3.60964
4582.26 3.42220
4584.76 3.48011
4587.27 3.84111
4589.77 5.00883
4591.03 6.31671
4592.28 8.68858
4593.53 13.2378
4594.16 17.0655
4594.79 22.7061
4595.41 31.2976
4596.04 44.7666
4596.66 66.5177
4597.29 101.891
4598.15 179.377
4599.00 247.578
4599.86 219.177
4600.71 151.679
4601.64 100.248
4602.56 70.6299
4603.49 53.1143
4604.41 42.1233
4605.34 34.7909
4606.26 29.6607
4608.11 23.0905
4609.96 19.1535
4611.81 16.5795
4615.52 13.4694
4619.22 11.6877
4622.92 10.5458
4626.62 9.75512
4630.32 9.17623
4637.72 8.38404
4645.13 7.86044
4652.53 7.46333
4654.38 7.36582
4656.23 7.25312
4657.15 7.18038
4658.08 7.07935
4658.54 7.00741
4659.00 6.91459
4659.24 6.87076
4659.47 6.89368
4659.58 7.02751
4659.70 7.50279
4659.76 8.13507
4659.81 9.52761
4659.87 13.0254
4659.90 16.7264
4659.93 22.9502
4659.97 35.7748
4660.00 46.8586
4660.04 42.3161
4660.07 31.1666
4660.11 23.2179
4660.14 18.4854
4660.18 15.5854
4660.21 13.7161
4660.28 11.5478
4660.35 10.3809
4660.49 9.20799
4660.63 8.64147
4660.91 8.10449
4661.19 7.85039
4661.75 7.60414
4662.31 7.47986
4663.43 7.34483
4664.55 7.26398
4666.79 7.15541
4669.03 7.07445
4673.51 6.94394
4677.99 6.83210
4682.48 6.72628
4686.96 6.61190
4689.20 6.54015
4691.44 6.43786
4692.56 6.35834
4693.68 6.23143
4694.24 6.13222
4694.80 5.99571
4695.08 5.92746
4695.36 5.95527
4695.50 6.15280
4695.64 6.88305
4695.71 7.86353
4695.78 10.0478
4695.81 12.1468
4695.85 15.6214
4695.88 21.6115
4695.92 32.1568
4695.94 41.5488
4695.96 53.1163
4696.00 71.1313
4696.04 63.3824
4696.08 45.5678
4696.12 32.7614
4696.16 25.1579
4696.21 20.3503
4696.25 17.3160
4696.33 13.7312
4696.41 11.7974
4696.57 9.85266
4696.73 8.91486
4697.06 8.03087
