Cu-63(n,tot) ENDF/B-VII.1
402.321 4.93548
402.417 4.70012
402.512 4.57253
402.608 4.49649
402.704 4.44774
402.895 4.39124
403.086 4.36089
403.277 4.34262
403.659 4.32228
404.424 4.30456
405.189 4.29598
406.718 4.28565
408.247 4.27788
414.364 4.25081
426.598 4.19684
451.065 4.07656
475.533 3.92863
500.000 3.72893
519.616 3.49445
529.424 3.33109
539.232 3.11591
544.136 2.98089
549.039 2.82264
553.943 2.63995
558.847 2.44558
561.299 2.36240
563.751 2.32061
566.203 2.38949
568.655 2.75701
569.881 3.20296
571.107 4.02094
571.720 4.66749
572.333 5.56592
572.946 6.83620
573.559 8.67311
574.172 11.4094
574.785 15.6436
575.398 22.5339
576.011 34.5356
576.318 44.0306
576.624 57.5294
576.931 77.4413
577.237 108.180
577.544 158.386
577.850 246.265
578.157 412.553
578.310 549.968
578.463 743.680
578.732 1231.32
579.000 1592.84
579.269 1318.94
579.538 853.370
579.813 539.030
580.087 360.661
580.362 256.554
580.636 192.130
580.911 149.884
581.185 120.816
581.734 84.5302
582.283 63.5526
582.832 50.2897
583.931 34.9655
585.029 26.6772
586.127 21.6256
587.225 18.2837
588.323 15.9371
590.519 12.9009
592.715 11.0497
594.912 9.81690
597.108 8.94307
601.500 7.79458
605.893 7.07784
610.285 6.58942
614.677 6.23529
623.462 5.75458
632.247 5.43982
636.639 5.31837
641.032 5.21520
643.228 5.17395
644.326 5.16002
645.424 5.15759
646.522 5.18573
647.071 5.22938
647.620 5.32253
648.169 5.53781
648.444 5.75413
648.718 6.13714
648.993 6.89156
649.130 7.56566
649.268 8.64175
649.405 10.4919
649.542 13.9891
649.611 16.9777
649.679 21.4792
649.748 28.4692
649.817 39.3733
649.908 61.1032
650.000 76.5510
650.092 63.4018
650.184 42.2415
650.260 30.1764
650.336 22.6521
650.413 17.9071
650.489 14.8095
650.642 11.2057
650.795 9.29525
650.948 8.16777
651.101 7.44736
651.407 6.61080
651.713 6.15859
652.018 5.88409
652.630 5.57666
653.242 5.41285
653.853 5.31211
655.076 5.19380
656.299 5.12423
657.523 5.07616
659.969 5.00910
664.862 4.91996
669.754 4.85366
679.539 4.74948
689.325 4.66595
708.895 4.53381
728.466 4.42983
767.607 4.26647
787.178 4.19420
792.070 4.17512
796.963 4.15446
799.409 4.14371
800.633 4.13892
801.856 4.13606
803.079 4.13990
803.690 4.14917
804.302 4.17159
804.914 4.22769
805.219 4.28621
805.525 4.39148
805.831 4.59947
805.984 4.78372
806.137 5.07333
806.290 5.55659
806.443 6.42562
806.595 8.13108
806.672 9.58691
806.748 11.6935
806.874 16.7692
807.000 20.6112
807.126 17.8698
807.252 13.0689
807.343 10.5746
807.434 8.89422
807.526 7.76484
807.617 6.98815
807.799 6.03361
807.981 5.49830
808.163 5.16935
808.345 4.95283
808.709 4.69303
809.074 4.54749
809.438 4.45678
810.166 4.35226
810.895 4.29497
811.623 4.25912
813.080 4.21656
814.537 4.19159
815.994 4.17458
818.908 4.15146
824.736 4.12181
830.564 4.09981
853.875 4.03089
900.498 3.91556
947.121 3.80632
958.776 3.77660
970.432 3.74216
976.260 3.72070
979.174 3.70787
982.088 3.69289
985.002 3.67535
986.459 3.66615
987.916 3.65878
988.644 3.65764
989.373 3.66094
990.101 3.67406
990.830 3.71049
991.558 3.80997
991.922 3.91920
992.287 4.12313
992.651 4.54363
992.833 4.92958
993.015 5.55603
993.197 6.64541
993.379 8.71916
993.470 10.4888
993.561 13.1435
993.653 17.2391
993.744 23.5640
993.808 29.7413
993.872 37.0235
994.000 47.2833
994.129 40.1211
994.257 27.4483
994.347 21.0210
994.436 16.6314
994.526 13.6417
994.616 11.5616
994.795 8.97744
994.975 7.51332
995.154 6.60711
995.334 6.00769
995.693 5.28513
996.051 4.87921
996.410 4.62599
997.128 4.33509
997.846 4.17704
998.564 4.07954
999.281 4.01400
999.999 3.96713
1000.00 3.96702
1000.01 3.96657
1000.02 3.96613
1000.03 3.96530
1000.06 3.96359
1000.12 3.96031
1000.25 3.95396
1000.49 3.94211
1000.98 3.92131
1001.96 3.88840
1003.91 3.84394
1005.86 3.81485
1007.81 3.79391
1011.72 3.76471
1015.63 3.74416
1023.44 3.71441
1031.25 3.69148
1062.50 3.62035
1125.00 3.50150
1250.00 3.28366
1375.00 3.07781
1500.00 2.89448
1625.00 2.79811
1687.50 2.85467
1750.00 3.10814
1812.50 3.87352
1843.75 4.71715
1875.00 6.25575
1906.25 9.27786
1921.88 11.9104
1937.50 15.9649
1953.13 22.5442
1968.75 33.9762
1984.38 55.7203
1992.19 74.2675
2000.00 102.161
2008.20 148.031
2016.40 221.239
2027.20 370.101
2038.00 489.202
2048.80 414.280
2059.60 271.696
2068.66 187.161
2077.71 133.703
2086.76 99.7463
2095.82 77.3826
2113.93 51.1173
2132.03 36.9911
2150.14 28.5322
2168.25 23.0491
2204.47 16.5506
2240.69 12.9336
2276.90 10.6699
2313.12 9.12705
2349.34 8.00182
2421.77 6.41719
2457.99 5.79373
2494.20 5.20601
2530.42 4.59638
2548.53 4.26239
2566.64 3.90206
2575.69 3.71777
2584.75 3.54622
2593.80 3.42571
2602.85 3.46687
2607.38 3.63873
2611.91 4.03126
2616.44 4.85860
2620.96 6.61515
2623.23 8.18564
2625.49 10.6099
2627.75 14.5030
2630.02 21.0840
2632.28 33.0369
2633.41 42.7884
2634.54 56.9319
2635.68 78.1882
2636.81 111.298
2637.94 164.614
2639.07 251.266
2640.54 427.605
2642.00 573.051
2643.47 491.955
2644.93 327.923
2646.24 223.897
2647.55 159.457
2648.86 119.180
2650.17 92.9368
2652.79 62.3538
2655.41 45.9743
2658.03 36.1527
2660.65 29.7682
2665.89 22.1590
2671.13 17.8946
2676.38 15.2195
2681.62 13.4048
2686.86 12.1017
2697.34 10.3646
2707.82 9.26405
2718.30 8.50410
2728.78 7.94636
2749.75 7.17658
2770.71 6.66308
2812.63 6.00172
2854.56 5.57624
2896.49 5.26730
2980.34 4.82710
3064.19 4.51049
3148.04 4.25953
3231.89 4.04645
3273.82 3.94529
3284.30 3.91822
3294.78 3.88762
3300.02 3.86896
3305.26 3.84466
3307.88 3.82822
3310.50 3.80750
3311.81 3.79769
3313.12 3.80237
3313.78 3.83281
3314.10 3.87210
3314.43 3.95054
3314.76 4.12030
3314.92 4.27926
3315.09 4.53680
3315.25 4.98545
3315.41 5.82618
3315.58 7.55655
3315.66 9.09377
3315.74 11.3548
3315.87 16.8228
3316.00 21.2292
3316.13 18.6966
3316.26 13.7447
3316.35 11.0832
3316.45 9.26734
3316.54 8.03453
3316.64 7.17832
3316.82 6.11481
3317.01 5.50957
3317.20 5.13281
3317.39 4.88157
3317.76 4.57527
3318.14 4.40028
3318.52 4.28929
3319.27 4.15891
3320.77 4.03966
3322.27 3.98432
3325.28 3.93037
3328.29 3.90218
3334.30 3.86921
3340.32 3.84720
3352.35 3.81359
3364.38 3.78513
3412.50 3.68511
3460.62 3.59022
3472.65 3.56532
3484.68 3.53788
3490.69 3.52169
3496.71 3.50124
3499.72 3.48761
3502.72 3.46986
3504.23 3.45998
3505.73 3.45685
3506.48 3.47119
3507.23 3.53932
3507.61 3.64508
3507.99 3.92031
3508.17 4.23020
3508.36 4.83861
3508.46 5.36882
3508.55 6.17786
3508.64 7.44587
3508.74 9.41637
3508.87 13.7379
3509.00 17.2284
3509.13 15.2273
3509.26 11.3113
3509.42 8.29140
3509.57 6.66490
3509.72 5.74533
3509.87 5.18604
3510.17 4.57287
3510.47 4.26041
3511.08 3.96052
3511.68 3.82220
3512.89 3.69569
3514.10 3.63775
3516.52 3.58289
3518.94 3.55554
3523.77 3.52558
3528.61 3.50704
3538.28 3.48061
3547.95 3.45929
3586.64 3.38664
3664.01 3.25406
3741.38 3.12465
3780.06 3.05918
3799.41 3.02496
3809.08 3.00575
3813.91 2.99414
3816.33 2.99135
3817.54 3.01485
3818.15 3.10634
3818.45 3.29963
3818.60 3.54954
3818.75 4.08080
3818.88 4.86515
3819.00 5.49153
3819.13 5.12328
3819.25 4.41127
3819.39 3.88173
3819.53 3.58649
3819.80 3.31236
3820.35 3.13647
3821.45 3.05118
3823.65 3.01301
3828.06 2.99156
3836.86 2.97065
3854.47 2.93787
3889.69 2.87559
3960.12 2.74833
4100.99 2.46080
4171.43 2.28361
4206.65 2.17895
4241.86 2.05713
4277.08 1.90938
4294.69 1.82180
4312.30 1.72306
4329.91 1.61517
4338.71 1.56242
4347.52 1.51944
4356.32 1.50669
4365.13 1.58198
4369.53 1.70081
4373.93 1.94172
4378.33 2.45899
4379.43 2.68922
4380.53 3.03140
4381.08 3.30272
4381.63 3.76209
4381.91 4.16997
4382.18 4.88899
4382.32 5.50033
4382.46 6.44253
4382.60 8.01381
4382.73 10.6745
4382.87 14.4223
4383.00 16.3507
4383.13 13.0156
4383.27 8.90092
4383.39 6.61717
4383.51 5.37850
4383.64 4.69813
4383.76 4.31209
4384.00 3.95883
4384.25 3.85255
4384.74 3.89867
4385.23 4.07210
4387.20 5.20978
4389.17 7.01274
4391.14 9.93139
4393.11 14.9677
4395.07 24.4026
4396.06 32.3004
4397.04 43.9441
4398.03 61.4905
4399.01 88.0300
4402.00 203.728
4403.50 177.653
4404.99 118.850
4406.23 83.1479
4407.48 60.2306
4408.72 45.5158
4409.96 35.7450
4412.44 24.1633
4414.93 17.8660
4417.41 14.0597
4419.90 11.5739
4424.86 8.59981
4429.83 6.92601
4434.80 5.86870
4437.29 5.47383
4439.77 5.14067
4441.01 4.99751
4442.25 4.88863
4442.87 4.87599
4443.50 4.97403
4443.81 5.15485
4444.12 5.61484
4444.27 6.10874
4444.43 7.00832
4444.58 8.78830
4444.74 12.5147
4444.87 18.0822
4445.00 22.4843
4445.13 19.7445
4445.26 14.6081
4445.36 11.7443
4445.47 9.84408
4445.57 8.58346
4445.67 7.72988
4445.87 6.67367
4446.07 6.08080
4446.47 5.45966
4446.87 5.14665
4447.68 4.82619
4448.49 4.65170
4450.10 4.43770
4451.71 4.28942
4454.93 4.06504
4458.15 3.88760
4471.04 3.39331
4483.93 3.07562
4496.81 2.84752
4522.59 2.52846
4548.37 2.30033
4599.92 1.95006
4651.47 1.63929
4703.02 1.31483
4728.79 1.14266
4754.57 0.977802
4780.35 0.885777
4793.23 0.941440
4806.12 1.19811
4812.56 1.48801
4819.01 1.98902
4825.45 2.86916
4831.90 4.47785
4838.34 7.62158
4841.56 10.3274
4844.78 14.4230
4848.01 20.8715
4851.23 31.4938
4854.45 49.8031
4857.67 82.0628
4861.34 142.866
4865.00 196.466
4868.67 172.719
4872.34 116.978
4876.33 74.8652
4880.32 51.0297
4884.31 37.1745
4888.30 28.5916
4892.29 22.9357
4896.28 19.0133
4904.26 14.0472
4912.23 11.1096
4920.21 9.20530
4936.17 6.92313
4952.13 5.62081
4968.09 4.78244
5000.00 3.75936
5032.59 3.13402
5065.19 2.70747
5130.37 2.16165
5162.97 2.00914
5195.56 1.96851
5228.15 2.13437
5244.45 2.36545
5252.60 2.55260
5256.67 2.69999
5257.69 2.76241
5258.71 2.86918
5259.22 2.97101
5259.73 3.17470
5259.98 3.37793
5260.24 3.75969
5260.49 4.62760
5260.62 5.51152
5260.74 7.01918
5260.87 9.25076
5261.00 10.4766
5261.13 8.61449
5261.26 6.21109
5261.37 4.91793
5261.47 4.15863
5261.69 3.42587
5261.91 3.12300
5262.13 2.97944
5262.56 2.86440
5263.00 2.83017
5263.87 2.82777
5264.74 2.85040
5268.23 2.98182
5275.19 3.29756
5289.13 4.17790
5303.07 5.58764
5317.00 7.93211
5330.94 12.0405
5344.88 19.7905
5351.84 26.3080
5358.81 35.9952
5365.78 50.9111
5369.26 61.3956
5371.01 67.7042
5371.88 71.2406
5372.31 73.2021
5372.53 74.2968
5372.75 75.5110
5373.00 76.3974
5373.25 76.5862
5373.52 77.6738
5373.78 78.9274
5374.31 81.4906
5375.36 86.8181
5377.48 98.6230
5381.70 127.968
5390.85 220.984
5400.00 304.425
5404.58 301.498
5409.15 268.259
5418.30 180.548
5424.67 133.970
5431.04 101.571
5437.42 79.2741
5443.79 63.6469
5456.53 44.0651
5469.27 32.8310
5482.02 25.7975
5494.76 21.0832
5520.24 15.2896
5545.73 11.9284
5571.21 9.74665
5622.19 7.03186
5673.16 5.25356
5698.64 4.48081
5724.13 3.69663
5749.61 2.83039
5762.36 2.34813
5775.10 1.84802
5787.84 1.44320
5794.21 1.41586
5797.40 1.51727
5800.59 1.75943
5803.77 2.23314
5806.96 3.09914
5810.14 4.65737
5813.33 7.50281
5816.51 12.9174
5818.11 17.4045
5819.70 23.9142
5821.29 33.5939
5822.89 48.3293
5824.48 71.1964
5826.07 106.668
5828.54 193.599
5831.00 271.494
5833.47 242.488
5835.93 169.342
5837.91 124.699
5839.89 94.6474
5841.87 74.5100
5843.85 60.6369
5847.81 43.4655
5851.77 33.6522
5855.73 27.4800
5859.69 23.3093
5867.61 18.1179
5875.53 15.0607
5883.45 13.0646
5899.29 10.6267
5915.13 9.19240
5930.97 8.24174
5962.64 7.04170
5994.32 6.29661
6026.00 5.77510
6089.36 5.06706
6152.71 4.58584
6216.07 4.22171
6342.78 3.67591
6596.21 2.89059
6722.92 2.54690
6786.28 2.36515
6802.12 2.31312
6817.96 2.25156
6825.88 2.21222
6833.80 2.15859
6837.76 2.12077
6841.72 2.07073
6843.70 2.04465
6845.68 2.04754
6846.67 2.10997
6847.16 2.19490
6847.66 2.36955
6848.15 2.75532
6848.40 3.12355
6848.65 3.73081
6848.90 4.80720
6849.14 6.86562
6849.27 8.63056
6849.39 11.2522
6849.51 15.3059
6849.64 21.4956
6849.82 35.6147
6850.00 47.5144
6850.18 41.3941
6850.36 28.3746
6850.48 21.8824
6850.60 17.2720
6850.84 11.7215
6851.08 8.77148
6851.31 7.05494
6851.55 5.96404
6851.79 5.23207
6852.26 4.32961
6852.74 3.81078
6853.21 3.48103
6854.16 3.09394
6855.12 2.87812
6856.07 2.74238
6857.97 2.58207
6859.87 2.49045
6861.77 2.43070
6865.57 2.35572
6869.37 2.30859
6873.17 2.27458
6880.77 2.22524
6895.97 2.15589
6911.17 2.10012
6971.99 1.90180
7002.39 1.79871
7032.80 1.68049
7048.00 1.60707
7055.60 1.56238
7063.20 1.50782
7070.80 1.43534
7074.60 1.38723
7078.40 1.32582
7082.21 1.24410
7084.11 1.19348
7086.01 1.13833
7087.91 1.09492
7088.86 1.09898
7089.81 1.16207
7090.76 1.39748
7091.23 1.68316
7091.71 2.23940
7091.94 2.71172
7092.18 3.41040
7092.42 4.48987
7092.66 6.21887
7092.89 9.17679
7093.01 11.4560
7093.13 14.5711
7093.25 18.9989
7093.37 25.3871
7093.49 34.7600
7093.61 48.3763
7093.80 82.8410
7094.00 112.920
7094.10 111.238
7094.20 98.7196
7094.39 66.4840
7094.62 41.2233
7094.85 27.5587
7095.08 19.8903
7095.31 15.2560
7095.53 12.2588
7095.76 10.2092
7096.22 7.65900
7096.67 6.17278
7097.13 5.22320
7098.04 4.10659
7098.95 3.48443
7099.86 3.09476
7100.78 2.82956
7101.69 2.63867
7103.51 2.38277
7105.33 2.21942
7107.16 2.10586
7108.98 2.02200
7112.62 1.90514
7116.27 1.82612
7123.56 1.72180
7130.85 1.65160
7138.14 1.59767
7152.72 1.51312
7211.05 1.26209
7269.38 1.03157
7327.71 0.790113
7386.04 0.533015
7415.20 0.405184
7444.36 0.297095
7458.95 0.265813
7473.53 0.270886
7480.82 0.297817
7488.11 0.351358
7495.40 0.444798
7502.69 0.599653
7509.98 0.852184
7517.27 1.26655
7524.57 1.96327
7531.86 3.18639
7539.15 5.47950
7542.79 7.39136
7546.44 10.2106
7550.08 14.5196
7553.73 21.3678
7557.38 32.6856
7561.02 51.7374
7570.00 126.602
7572.25 126.570
7574.49 113.381
7578.98 76.6656
7584.18 47.1236
7589.38 31.0867
7594.57 22.0963
7599.77 16.6712
7604.97 13.1669
7610.16 10.7742
7620.56 7.79979
7630.95 6.08162
7641.35 4.99740
7662.14 3.77149
7682.92 3.17987
7703.71 2.93965
7745.29 3.24852
7766.08 3.85857
7786.87 4.93237
7807.66 6.73537
7828.45 9.77319
7849.23 15.0545
7870.02 24.7204
7880.42 32.5223
7890.81 43.5833
7901.21 59.4444
7911.60 82.1396
7930.80 146.364
7950.00 206.648
7959.60 206.948
7969.20 186.309
7988.40 128.587
8000.13 100.402
8011.85 79.5356
8035.31 53.1733
8058.76 38.4284
8082.22 29.4930
8105.67 23.6716
8129.12 19.6477
8176.03 14.5271
8222.94 11.4252
8269.85 9.30797
8293.30 8.45603
8305.03 8.06690
8316.75 7.70800
8328.48 7.41549
8334.34 7.33573
8340.21 7.37437
8346.07 7.71470
8349.00 8.15316
8351.93 8.98976
8354.87 10.6580
8357.80 14.2871
8359.26 17.7246
8360.73 23.3712
8362.20 33.0746
8363.66 50.1637
8367.00 114.076
8368.67 103.106
8370.34 71.9547
8371.42 56.1645
8372.49 44.8037
8374.64 30.9893
8376.79 23.5772
8378.95 19.2168
8381.10 16.4378
8383.25 14.5494
8387.55 12.1930
8391.85 10.8035
8396.15 9.89252
8404.76 8.76383
8413.36 8.07564
8421.97 7.59585
8439.17 6.93430
8456.38 6.46527
8473.59 6.09205
8508.01 5.49439
8576.84 4.55963
8611.25 4.11190
8619.86 3.97932
8628.46 3.81345
8632.76 3.70057
8634.92 3.62831
8637.07 3.53766
8639.22 3.41666
8640.29 3.33862
8641.37 3.24518
8642.44 3.13911
8642.98 3.09102
8643.52 3.06936
8644.06 3.14061
8644.33 3.27197
8644.60 3.55767
8644.86 4.18176
8645.13 5.63345
8645.27 7.06135
8645.40 9.42475
8645.54 13.5022
8645.60 16.5807
8645.67 20.6367
8645.75 27.2866
8645.84 35.4705
8646.00 49.3549
8646.08 49.4785
8646.17 45.0276
8646.33 32.5274
8646.49 23.5051
8646.65 17.9302
8646.81 14.4346
8646.97 12.1418
8647.13 10.5645
8647.29 9.43247
8647.60 7.94494
8647.92 7.02978
8648.24 6.41900
8648.88 5.66469
8649.51 5.22126
8650.15 4.93007
8651.42 4.56838
8652.69 4.34701
8653.96 4.19155
8656.51 3.96791
8659.05 3.78282
8661.60 3.58079
8662.87 3.45705
8664.14 3.32603
8664.78 3.29893
8665.10 3.33229
8665.41 3.45170
8665.73 3.77974
8666.05 4.68003
8666.21 5.66663
8666.37 7.47575
8666.53 10.9849
8666.61 13.9257
8666.69 18.0346
8666.76 23.6503
8666.84 30.6647
8667.00 42.4636
8667.08 42.6235
8667.16 38.8550
8667.32 28.3411
8667.44 21.7616
8667.57 17.3407
8667.69 14.3636
8667.82 12.3048
8668.07 9.74600
8668.32 8.27675
8668.58 7.34905
8668.83 6.72008
8669.33 5.93387
8670.34 5.16279
8671.35 4.78793
8672.36 4.56522
8673.37 4.41635
8675.38 4.22533
8677.40 4.10356
8679.42 4.01566
8683.45 3.89015
8691.52 3.72341
8699.58 3.60025
8731.85 3.22698
8796.39 2.60162
8860.93 1.98976
8925.46 1.34999
8990.00 0.695150
9022.27 0.414127
9038.40 0.317701
9054.54 0.282544
9062.61 0.301516
9070.67 0.356011
9078.74 0.458271
9086.81 0.625252
9094.87 0.880775
9102.94 1.25885
9111.01 1.80891
9119.07 2.60430
9127.14 3.75639
9135.21 5.43851
9143.28 7.92816
9151.34 11.6826
9159.41 17.4763
9167.48 26.6478
9175.54 41.4917
9183.61 65.5953
9195.31 123.013
9207.00 177.659
9218.70 162.588
9230.39 115.442
9238.83 88.3663
9247.26 69.1167
9255.69 55.6071
9264.13 45.9567
9281.00 33.5523
9297.86 26.1954
9314.73 21.4492
9331.60 18.1823
9365.34 14.0372
9399.08 11.5510
9432.81 9.91164
9500.29 7.93036
9567.76 6.90486
9635.23 6.63573
9668.97 6.91952
9702.71 7.80047
9719.58 8.72817
9736.44 10.4825
9744.88 12.1009
9753.31 15.0381
9757.53 17.6617
9761.75 22.1393
9763.86 25.7755
9765.96 31.2121
9768.07 39.9228
9770.18 54.8356
9772.09 77.1460
9774.00 100.667
9774.96 100.177
9775.91 85.8901
9777.82 45.2603
9778.67 32.4545
9779.51 23.4989
9780.36 17.4116
9781.21 13.3028
9782.90 8.61400
9784.59 6.42953
9786.29 5.43151
9787.98 5.03011
9791.37 5.02846
9794.76 5.45027
9798.14 6.01331
9804.92 7.25905
9818.46 9.93478
9832.01 13.0674
9859.11 22.4856
9886.20 40.4336
9913.10 71.9851
9940.00 102.113
9966.90 93.6970
9993.80 66.6271
10014.9 49.8839
10036.0 38.4060
10057.2 30.6203
10078.3 25.2073
10120.5 18.4201
10162.7 14.4611
10205.0 11.9013
10247.2 10.1039
10289.4 8.73766
10310.6 8.12248
10315.8 7.95532
10321.1 7.76085
10323.8 7.63991
10326.4 7.48685
10327.7 7.39649
10329.0 7.32830
10329.7 7.36480
10330.4 7.64472
10330.7 8.09395
10331.0 9.20604
10331.2 10.4076
10331.3 12.4085
10331.5 16.0848
10331.7 23.0553
10331.8 36.0446
10332.0 48.1086
10332.2 43.7443
10332.3 32.3576
10332.5 26.1755
10332.6 22.1467
10332.7 19.0482
10332.8 17.0156
10333.0 14.2627
10333.3 12.6351
10333.7 10.8775
10334.2 9.99597
10335.1 9.11611
10336.0 8.68914
10337.8 8.26598
10339.6 8.04849
10343.3 7.80161
10346.9 7.64480
10354.2 7.41684
10361.5 7.23317
10390.7 6.63030
10449.0 5.64010
10507.4 4.78005
10536.6 4.37897
10551.2 4.18329
10558.5 4.08504
10562.1 4.03719
10563.9 4.03196
10564.8 4.10380
10565.3 4.32270
10565.5 4.69504
10565.7 5.74366
10566.0 7.90834
10566.3 6.16995
10566.4 5.24553
10566.6 4.76817
10566.9 4.37859
10567.6 4.14589
10568.9 4.02937
10571.5 3.95668
10576.8 3.87546
10587.4 3.74088
10608.5 3.49800
10629.6 3.29024
10640.2 3.20726
10645.5 3.17892
10648.1 3.19107
10649.4 3.27582
10650.1 3.51453
10650.4 3.96789
10650.6 4.55789
10650.7 5.72700
10650.9 7.29843
10651.0 8.39252
10651.1 7.36757
10651.3 5.79687
10651.4 4.65970
10651.6 4.05338
10651.9 3.56526
10652.5 3.29040
10653.7 3.17564
10656.2 3.12960
10661.2 3.10309
10671.1 3.09163
10691.0 3.20822
10710.9 3.63116
10730.7 4.65270
10750.6 6.92703
10760.5 8.96653
10770.5 12.0623
10780.4 16.8608
10790.3 24.4462
10800.3 36.6725
10810.2 56.4000
10825.1 105.331
10840.0 153.047
10854.9 141.807
10869.8 102.427
10882.6 75.8513
10895.5 58.1210
10908.3 46.3599
10921.2 38.3093
10946.8 28.3734
10972.5 22.6782
10998.2 19.0635
11023.9 16.5930
11075.2 13.4581
11126.6 11.5556
11177.9 10.2730
11280.6 8.62958
11383.3 7.59164
11486.0 6.85029
11691.5 5.79585
11896.9 4.99505
12102.3 4.25612
12205.0 3.85651
12307.7 3.38261
12359.1 3.08565
12384.7 2.91056
12410.4 2.71141
12436.1 2.48936
12448.9 2.38085
12461.8 2.30292
12474.6 2.34225
12481.0 2.48760
12487.4 2.84181
12493.9 3.66826
12497.1 4.44919
12500.3 5.70068
12503.5 7.77980
12506.7 11.3934
12509.9 17.9915
12513.1 30.3653
12520.0 77.9913
12521.7 79.3631
12523.5 72.5802
12526.9 51.5268
12529.9 37.2775
12532.9 27.9974
12535.9 21.9934
12538.9 17.9852
12544.9 13.1542
12550.9 10.4642
12556.9 8.79637
12562.9 7.67709
12574.8 6.28459
12586.8 5.45508
12598.8 4.90176
12622.8 4.19224
12646.7 3.73363
12670.7 3.39193
12718.6 2.86548
12766.6 2.42390
12814.5 2.00564
12838.5 1.79586
12862.4 1.58115
12874.4 1.46974
12886.4 1.35522
12892.4 1.30126
12898.4 1.27447
12901.4 1.31189
12904.4 1.51329
12905.9 1.83921
12906.6 2.16657
12907.4 2.73954
12908.1 3.83751
12908.5 4.80130
12908.9 6.24449
12909.2 8.65574
12909.6 12.7381
12910.0 20.3550
12910.2 26.8112
12910.3 35.4615
12911.0 81.7910
12911.2 81.2721
12911.3 72.4336
12911.7 47.8523
12911.9 34.4233
12912.1 25.4130
12912.4 19.4308
12912.6 15.3668
12913.1 10.4589
12913.6 7.80133
12914.1 6.15048
12914.5 5.07657
12915.5 3.81443
12916.4 3.10797
12917.4 2.67572
12919.3 2.18027
12921.2 1.90861
12923.1 1.73901
12926.9 1.53769
12930.7 1.41827
12934.6 1.33629
12942.2 1.22350
12957.4 1.07016
12961.2 1.03029
12965.1 0.977546
12967.0 0.939884
12968.9 0.890343
12969.8 0.865619
12970.8 0.873631
12971.3 0.938865
12971.7 1.16850
12972.0 1.47226
12972.2 2.12503
12972.4 3.68948
12972.6 5.26274
12972.7 7.69540
12972.8 13.4641
12973.0 18.6422
12973.1 18.7094
12973.2 17.0393
12973.3 12.0950
12973.5 7.85952
12973.7 5.62186
12973.9 4.31013
12974.1 3.55547
12974.6 2.70112
12975.0 2.26114
12975.8 1.83073
12976.6 1.62810
12978.2 1.43626
12979.9 1.34763
12983.1 1.26833
12986.4 1.23801
12999.4 1.26604
13012.5 1.42667
13025.5 1.73130
13038.6 2.23963
13051.6 3.05543
13064.7 4.36278
13071.2 5.32963
13072.8 5.63925
13074.5 6.01978
13076.1 6.64116
13076.9 7.43381
13077.3 8.52298
13077.5 9.68818
13077.7 12.0397
13077.9 14.1587
13078.0 14.6738
13078.1 11.5813
13078.3 8.80047
13078.5 6.88019
