Eu-153(n,g) ENDF/B-VII.1
0.779490 38.9023
0.876420 36.7497
0.876420 36.7497
0.876421 36.7497
0.876421 36.7497
0.876422 36.7497
0.876424 36.7496
0.876428 36.7496
0.876435 36.7494
0.876450 36.7492
0.876481 36.7487
0.876541 36.7476
0.876662 36.7456
0.876903 36.7414
0.877386 36.7332
0.878351 36.7168
0.880282 36.6843
0.884144 36.6204
0.891868 36.4971
0.907315 36.2680
0.938210 35.8791
1.00000 35.3741
1.12540 35.5011
1.12540 35.5011
1.12541 35.5011
1.12541 35.5012
1.12542 35.5013
1.12544 35.5014
1.12548 35.5017
1.12556 35.5023
1.12571 35.5035
1.12603 35.5059
1.12665 35.5108
1.12790 35.5206
1.13040 35.5409
1.13539 35.5836
1.14538 35.6780
1.16535 35.9040
1.20530 36.5169
1.28520 38.5331
1.44500 48.5831
1.44500 48.5834
1.44501 48.5842
1.44502 48.5850
1.44503 48.5866
1.44506 48.5898
1.44512 48.5962
1.44523 48.6091
1.44546 48.6348
1.44593 48.6865
1.44685 48.7905
1.44871 49.0011
1.45241 49.4330
1.45981 50.3420
1.47463 52.3634
1.50425 57.4463
1.56350 75.0707
1.59313 91.6852
1.62275 120.381
1.65238 175.488
1.68200 290.423
1.70450 436.169
1.72700 531.838
1.74950 434.748
1.77200 291.400
1.79285 205.998
1.81370 157.426
1.85540 113.780
1.85540 113.779
1.85541 113.776
1.85541 113.774
1.85542 113.768
1.85544 113.758
1.85547 113.738
1.85554 113.697
1.85568 113.616
1.85597 113.455
1.85653 113.136
1.85766 112.513
1.85992 111.320
1.86444 109.142
1.87348 105.518
1.89155 100.623
1.92770 97.2980
2.00000 106.206
2.09560 144.479
2.14340 180.543
2.19120 237.848
2.23900 335.050
2.28680 517.521
2.31070 674.334
2.33460 916.192
2.35850 1311.68
2.37045 1606.36
2.38240 2000.92
2.38240 2001.00
2.38241 2001.27
2.38242 2001.53
2.38243 2002.03
2.38246 2003.06
2.38251 2005.13
2.38262 2009.28
2.38283 2017.60
2.38326 2034.34
2.38413 2068.39
2.38585 2138.80
2.38930 2289.25
2.39620 2632.81
2.41000 3522.44
2.43300 5593.64
2.45600 6952.14
2.46750 6529.82
2.47900 5542.23
2.50200 3459.65
2.51941 2387.41
2.53681 1697.78
2.55422 1252.51
2.57163 956.490
2.60644 608.271
2.64125 423.506
2.67606 316.020
2.71088 249.331
2.78050 177.852
2.85013 148.301
2.91975 143.096
2.98938 160.559
3.05900 213.834
3.05900 213.837
3.05901 213.844
3.05901 213.851
3.05902 213.864
3.05905 213.891
3.05909 213.944
3.05918 214.052
3.05936 214.267
3.05973 214.698
3.06045 215.568
3.06190 217.333
3.06480 220.970
3.07060 228.693
3.08219 246.135
3.10538 291.057
3.15175 448.901
3.17494 592.546
3.19813 823.052
3.22131 1211.39
3.24450 1878.59
3.26925 2966.39
3.29400 3681.87
3.31875 2945.01
3.34350 1852.72
3.36079 1324.95
3.37808 973.498
3.39537 739.755
3.41266 580.855
3.44724 390.280
3.48183 288.484
3.51641 230.729
3.55099 197.680
3.62015 174.957
3.68931 197.276
3.72389 230.423
3.75848 288.881
3.79306 392.954
3.82764 590.410
3.84493 757.248
3.86222 1005.77
3.87951 1385.46
3.89680 1965.82
3.91235 2694.06
3.92790 3482.08
3.92790 3482.17
3.92791 3482.52
3.92792 3482.87
3.92793 3483.58
3.92796 3484.95
3.92803 3487.73
3.92815 3493.26
3.92841 3504.25
3.92891 3525.86
3.92991 3567.68
3.93193 3645.16
3.93595 3770.85
3.94400 3875.24
3.95580 3642.31
3.96760 3094.06
3.99120 1936.04
4.01349 1227.14
4.03578 817.996
4.05807 576.339
4.08036 425.947
4.12494 259.663
4.16953 175.861
4.21411 128.132
4.25869 98.4750
4.34785 65.2352
4.43701 48.4612
4.52618 40.1642
4.61534 40.6057
4.65992 49.5641
4.68221 60.6351
4.70450 81.0502
4.75000 135.426
4.79550 77.2862
4.82106 52.9765
4.84663 40.0264
4.89775 28.2409
4.94888 23.1855
5.00000 20.4626
5.04350 18.9923
5.04350 18.9923
5.04351 18.9921
5.04351 18.9920
5.04352 18.9918
5.04353 18.9913
5.04357 18.9904
5.04363 18.9886
5.04376 18.9850
5.04402 18.9778
5.04454 18.9633
5.04558 18.9347
5.04766 18.8780
5.05182 18.7676
5.06013 18.5575
5.07676 18.1764
5.11001 17.5473
5.17653 16.6956
5.30955 16.1537
5.44258 16.9869
5.57560 19.7103
5.70863 26.2193
5.77514 32.5318
5.84165 43.2422
5.90816 63.2095
5.94142 80.2245
5.97468 106.304
6.00793 148.850
6.04119 223.964
6.07444 369.556
6.09107 493.304
6.10770 671.646
6.12078 856.928
6.13385 1068.41
6.16000 1331.13
6.18615 1063.82
6.21230 665.880
6.22878 489.019
6.24526 366.148
6.27823 221.330
6.31119 146.501
6.34415 104.094
6.37711 78.0932
6.41008 61.1265
6.47600 41.1954
6.47600 41.1950
6.47601 41.1933
6.47602 41.1918
6.47603 41.1888
6.47606 41.1828
6.47611 41.1708
6.47623 41.1468
6.47645 41.0988
6.47690 41.0032
6.47780 40.8133
6.47959 40.4380
6.48319 39.7057
6.49037 38.3103
6.50474 35.7712
6.53348 31.5309
6.59096 25.4364
6.70591 18.5544
6.82087 15.0719
6.93583 13.1967
7.16574 11.8052
7.39565 12.2189
7.62556 14.2063
7.85548 18.5469
8.08539 27.9168
8.20034 36.8345
8.31530 52.0670
8.31530 52.0674
8.31531 52.0688
8.31532 52.0700
8.31533 52.0727
8.31536 52.0778
8.31542 52.0882
8.31554 52.1090
8.31577 52.1504
8.31624 52.2337
8.31718 52.4007
8.31907 52.7375
8.32283 53.4218
8.33036 54.8346
8.34543 57.8492
8.37555 64.7470
8.43580 83.2200
8.49605 111.601
8.55630 158.386
8.61655 243.388
8.64668 314.371
8.67680 421.215
8.70693 591.390
8.73705 881.786
8.75211 1106.58
8.76718 1417.03
8.78224 1850.74
8.79730 2452.47
8.82365 3917.60
8.85000 4889.81
8.87635 3905.23
8.90270 2437.39
8.91985 1767.40
8.93699 1307.54
8.97128 773.475
9.00557 501.673
9.03986 349.134
9.07415 256.219
9.10844 195.857
9.17703 125.221
9.24561 87.2640
9.31419 64.6515
9.45135 40.3513
9.58851 28.4160
9.72568 21.8441
10.0000 15.7718
10.3385 14.3206
10.5078 15.4051
10.6770 18.0927
10.6770 18.0931
10.6771 18.0944
10.6771 18.0956
10.6772 18.0980
10.6775 18.1029
10.6779 18.1125
10.6787 18.1318
10.6805 18.1708
10.6839 18.2494
10.6908 18.4102
10.7046 18.7455
10.7323 19.4753
10.7875 21.2064
10.8980 26.1340
11.0085 34.2357
11.1190 48.5501
11.2295 76.9974
11.2848 102.966
11.3400 145.787
11.3953 223.535
11.4229 288.397
11.4505 385.852
11.4781 540.809
11.5058 804.346
11.5196 1007.75
11.5334 1287.98
11.5472 1678.45
11.5610 2218.97
11.5855 3557.63
11.6100 4452.35
11.6345 3549.74
11.6590 2209.35
11.6824 1383.97
11.7059 912.243
11.7293 635.776
11.7528 464.816
11.7762 353.238
11.7996 277.028
11.8465 183.279
11.8934 130.377
11.9403 97.8481
12.0340 61.9871
12.1278 44.4515
12.2215 36.4344
12.2684 35.8226
12.3153 39.3561
12.3387 44.3344
12.3621 53.8764
12.3856 72.6167
12.4090 110.187
12.4295 164.544
12.4500 200.897
12.4705 163.000
12.4910 107.272
12.5124 70.6881
12.5338 50.6502
12.5551 39.1920
12.5765 32.1735
12.6193 24.4266
12.6620 20.4796
12.7475 16.9390
12.8330 16.1292
12.9185 17.6255
13.0040 23.6017
13.0468 30.8533
13.0895 45.7716
13.1109 59.4604
13.1323 81.5719
13.1536 119.144
13.1750 184.228
13.1975 289.290
13.2200 358.793
13.2425 288.544
13.2650 183.096
13.2789 136.721
13.2928 104.161
13.3206 65.3007
13.3484 44.9269
13.3763 33.2430
13.4319 21.2249
13.4875 15.5224
13.5988 10.4319
13.7100 8.25763
13.7100 8.25736
13.7101 8.25668
13.7101 8.25600
13.7102 8.25478
13.7104 8.25234
13.7107 8.24747
13.7115 8.23763
13.7129 8.21808
13.7159 8.17944
13.7217 8.10405
13.7334 7.96044
13.7567 7.69919
13.8035 7.26317
13.8969 6.64027
14.0838 5.98205
14.4575 5.94372
14.6444 6.60689
14.8313 8.46803
14.9247 10.6967
15.0181 15.7141
15.0649 20.9855
15.1116 31.0897
15.1349 39.9091
15.1583 53.5788
15.1817 75.6346
15.2050 111.624
15.2325 174.963
15.2600 216.999
15.2875 174.805
15.3150 111.538
15.3453 67.9924
15.3756 45.0257
15.4059 32.4123
15.4363 24.9928
15.4969 17.3035
15.5575 13.7740
15.6788 11.1136
15.8000 10.7111
16.0425 13.2870
16.1638 17.1966
16.2244 21.3720
16.2547 25.2328
16.2850 32.1375
16.3300 46.3074
16.3750 40.2437
16.4128 39.8899
16.4507 45.3357
16.4885 55.6350
16.5264 72.6515
16.5642 101.593
16.6020 154.947
16.6210 199.398
16.6399 265.088
16.6588 364.702
16.6777 515.842
16.7039 818.545
16.7300 1019.85
16.7562 817.811
16.7823 515.359
16.8064 332.963
16.8306 226.406
16.8547 162.990
16.8789 123.436
16.9271 79.9090
16.9754 58.5275
17.0237 47.0146
17.0720 40.6064
17.1685 35.8342
17.2651 37.8657
17.3616 47.7635
17.4099 58.7020
17.4582 79.6905
17.4823 98.3581
17.5064 128.441
17.5306 180.570
17.5426 220.896
17.5547 275.044
17.5660 340.105
17.5774 414.219
17.6000 508.707
17.6030 507.369
17.6030 507.347
17.6031 507.292
17.6031 507.247
17.6032 507.154
17.6034 506.948
17.6037 506.514
17.6043 505.509
17.6057 502.960
17.6083 495.819
17.6136 474.425
17.6242 414.354
17.6453 294.607
17.6652 222.634
17.6850 183.235
17.7247 156.788
17.7644 167.100
17.8042 205.823
17.8240 238.697
17.8439 284.759
17.8637 349.956
17.8836 444.356
17.9034 585.751
17.9233 805.777
17.9432 1161.67
17.9630 1742.80
17.9865 2773.41
18.0100 3459.40
18.0218 3255.98
18.0335 2769.79
18.0570 1738.53
18.0763 1171.33
18.0955 819.214
18.1148 598.719
18.1340 455.629
18.1726 291.651
18.2111 207.343
18.2496 160.058
18.2881 132.430
18.3652 108.984
18.4422 113.763
18.5192 154.162
18.5578 201.790
18.5963 291.304
18.6348 473.985
18.6541 635.328
18.6733 874.498
18.7017 1379.80
18.7300 1715.74
18.7584 1376.23
18.7867 868.965
18.8050 638.377
18.8234 479.596
18.8600 294.568
18.8967 200.104
18.9333 147.145
18.9700 115.070
19.0066 94.5225
19.0799 71.4959
19.1532 60.8042
19.2265 56.6386
19.3732 60.9342
19.5198 83.6467
19.5931 107.439
19.6664 148.383
19.7397 224.891
19.7763 289.859
19.8130 388.901
19.8497 549.150
19.8863 828.216
19.9046 1048.50
19.9230 1357.81
19.9413 1798.88
19.9596 2423.68
20.0000 4358.87
20.0200 4833.39
20.0502 3863.99
20.0804 2414.90
20.0993 1774.67
20.1181 1328.27
20.1559 799.379
20.1936 524.530
20.2313 368.088
20.2690 271.837
20.3067 208.824
20.3822 134.463
20.4576 94.1111
20.5331 69.8623
20.6839 43.4851
20.8348 30.2702
20.9857 22.8035
21.2875 15.4948
21.5892 13.1841
21.7401 13.5017
21.8910 15.2768
22.0419 19.9901
22.1173 24.7539
22.1927 33.0706
22.2682 49.1620
22.3059 63.3923
22.3436 86.0468
22.3813 125.060
22.4191 199.815
22.4379 264.819
22.4568 365.037
22.4756 525.463
22.4851 640.079
22.4945 784.833
22.5059 1002.61
22.5173 1251.18
22.5400 1561.54
22.5514 1469.64
22.5628 1249.97
22.5855 783.425
22.6030 539.217
22.6030 538.994
22.6031 538.217
22.6031 537.552
22.6033 536.226
22.6035 533.475
22.6040 528.135
22.6050 517.551
22.6070 497.182
22.6109 459.452
22.6188 394.709
22.6347 298.175
22.6663 185.202
22.6980 125.986
22.7296 91.7700
22.7613 70.4580
22.7929 56.4070
22.8562 39.8706
22.9195 31.2190
22.9828 26.5536
23.1094 23.7619
23.2360 27.8807
23.2993 33.7378
23.3626 44.6079
23.4259 65.9682
23.4576 84.7368
23.4892 114.186
23.5209 163.643
23.5525 254.521
23.5683 330.128
23.5842 441.567
23.6000 610.052
23.6158 864.920
23.6379 1380.06
23.6600 1722.89
23.6821 1378.49
23.7042 862.801
23.7233 567.211
23.7423 388.059
23.7614 278.013
23.7805 207.535
23.8186 127.478
23.8568 86.1639
23.8949 62.3027
23.9330 47.3488
24.0093 30.3906
24.0856 21.5002
24.1618 16.2551
24.3144 10.6010
24.4669 7.75186
24.6195 6.10449
24.9246 4.37291
25.2296 3.59575
25.5347 3.43359
25.6873 3.72786
25.8398 4.79638
25.9161 6.20102
25.9542 7.46691
25.9924 9.50191
26.0305 13.0384
26.0686 19.8751
26.0877 25.8670
26.1068 35.1689
26.1258 50.1881
26.1449 74.6975
26.1675 118.106
26.1900 146.993
26.2126 117.987
26.2351 74.5330
26.2535 50.6593
26.2719 35.7920
26.2904 26.4507
26.3088 20.3644
26.3456 13.3328
26.3825 9.64503
26.4193 7.49495
26.4561 6.13899
26.5298 4.59556
26.6772 3.31696
26.8245 2.83267
27.1192 2.56567
27.4140 2.72466
27.7087 3.36523
27.8560 4.05312
28.0034 5.30411
28.1507 7.88408
28.2244 10.3344
28.2981 14.5583
28.3718 22.7819
28.4086 30.1697
28.4455 42.1686
28.4823 63.4853
28.5007 80.8765
28.5191 106.449
28.5376 145.892
28.5560 210.212
28.5744 321.274
28.5836 406.039
28.5928 518.221
28.6021 662.584
28.6114 827.454
28.6300 1033.22
28.6486 826.919
28.6672 517.574
28.6894 292.119
28.7117 178.987
28.7339 118.942
28.7562 84.3050
28.7784 62.7878
28.8006 48.6150
28.8451 31.8059
28.8896 22.6528
28.9341 17.1565
29.0230 11.2163
29.0230 11.2154
29.0231 11.2127
29.0231 11.2105
29.0232 11.2060
29.0234 11.1971
29.0238 11.1788
29.0246 11.1428
29.0263 11.0716
29.0295 10.9314
29.0360 10.6614
29.0490 10.1599
29.0750 9.29104
29.1270 7.96822
29.2310 6.38315
29.3350 5.63628
29.4390 5.46716
29.5430 5.94466
29.6469 7.75067
29.6989 9.96395
29.7509 14.6868
29.7769 19.2403
29.8029 27.0387
29.8289 41.4809
29.8549 69.5592
29.8775 109.066
29.9000 135.372
29.9226 109.040
29.9451 69.5675
29.9641 47.3618
29.9831 33.7629
30.0021 25.3428
30.0211 19.9277
30.0591 13.7824
30.0970 10.6555
30.1730 7.88829
30.2490 6.93409
30.4009 6.98895
30.5528 8.65278
30.7047 12.6738
30.7807 16.5177
30.8567 22.9943
30.9326 35.0272
30.9706 45.2720
31.0086 60.9795
31.0466 86.6304
31.0845 131.995
31.1225 220.161
31.1415 295.292
31.1605 403.802
31.1754 516.306
31.1903 644.767
31.2200 805.187
31.2498 644.148
31.2795 403.042
31.3147 228.947
31.3498 141.005
31.3850 94.0786
31.4201 66.9156
31.4553 50.0089
31.4904 38.8611
31.5607 25.6277
31.6310 18.4325
31.7013 14.1353
31.8420 9.60021
31.9826 7.65200
32.1232 7.35004
32.1935 8.10577
32.2638 10.4350
32.2990 13.0600
32.3341 18.1139
32.3693 29.0329
32.3868 39.2906
32.4044 55.3318
32.4272 85.8972
32.4500 106.221
32.4728 85.7529
32.4956 55.0860
32.5111 40.5169
32.5266 30.6754
32.5577 19.4627
32.5887 13.8613
32.6198 10.7528
32.6818 7.65847
32.7439 6.25486
32.8680 5.12429
32.9922 4.80433
33.2405 5.09373
33.4888 6.34059
33.7370 9.27291
33.8612 12.1537
33.9853 17.2112
34.1095 27.2910
34.1716 36.5696
34.2336 52.0466
34.2957 80.6828
34.3267 105.060
34.3578 142.454
34.3888 203.648
34.4198 312.166
34.4354 399.435
34.4509 524.179
34.4664 705.728
34.4819 968.760
34.5060 1547.63
34.5300 1932.89
34.5541 1546.50
34.5781 967.431
34.5936 704.368
34.6091 523.016
34.6402 311.348
34.6712 203.069
34.7023 142.107
34.7333 104.875
34.7643 80.6484
34.8264 52.2684
34.8885 37.0139
34.9506 27.9469
35.0747 18.2854
35.1989 13.6788
35.3230 11.3219
35.5713 9.86239
35.8196 11.3709
35.9438 13.6257
36.0679 17.8677
36.1921 26.4464
36.2541 34.2848
36.3162 47.1766
36.3783 70.5019
36.4093 89.8971
36.4404 118.962
36.4714 165.025
36.5024 243.063
36.5180 303.058
36.5335 385.419
36.5490 499.674
36.5645 656.886
36.5923 1047.07
36.6200 1306.79
36.6478 1046.54
36.6755 656.493
36.6940 474.611
36.7125 350.889
36.7494 208.730
36.7864 137.292
36.8234 97.6383
36.8604 73.7738
36.8973 58.5101
36.9713 41.2783
37.0452 32.9100
37.1191 29.0405
37.2670 29.5231
37.2670 29.5239
37.2671 29.5261
37.2671 29.5280
37.2672 29.5321
37.2675 29.5404
37.2679 29.5566
37.2688 29.5898
37.2705 29.6568
37.2740 29.7960
37.2809 30.0936
37.2948 30.7684
37.3225 32.4658
37.3780 37.5913
37.4336 46.1240
37.4891 60.6806
37.5446 87.4182
37.5723 109.759
37.6001 143.302
37.6278 196.575
37.6417 235.490
37.6556 287.080
37.6695 356.926
37.6834 453.147
37.6972 587.210
37.7111 772.558
37.7233 984.706
37.7356 1226.91
37.7600 1530.00
37.7722 1441.31
37.7845 1228.36
37.8089 776.150
37.8369 458.051
37.8648 295.223
37.8927 208.557
37.9207 159.734
37.9766 115.254
38.0325 106.369
38.0883 124.003
38.1163 146.392
38.1442 184.267
38.1722 249.267
38.2001 366.962
38.2141 462.061
38.2281 597.934
38.2420 795.095
38.2560 1079.66
38.2780 1714.49
38.3000 2136.58
38.3220 1711.33
38.3440 1074.19
38.3657 670.144
38.3873 441.480
38.4090 308.505
38.4306 226.672
38.4739 137.013
38.5172 92.1485
38.5605 66.6516
38.6038 50.7954
38.6903 32.8656
38.7769 23.4337
38.8635 17.8302
39.0367 11.7332
39.2099 8.64392
39.3830 6.87626
39.7294 5.13776
40.0757 4.62406
40.4220 5.18633
40.5952 6.30570
40.6818 7.40042
40.7684 9.28910
40.8550 12.9661
40.8983 16.2898
40.9415 21.7587
40.9848 31.7285
41.0065 40.1151
41.0281 52.8465
41.0498 73.4160
41.0714 109.249
41.0931 177.493
41.1039 234.497
41.1147 315.532
41.1235 402.386
41.1324 501.444
41.1500 625.189
41.1677 501.429
41.1853 315.673
41.1997 213.486
41.2142 149.889
41.2286 109.980
41.2430 84.0417
41.2719 54.1802
41.3007 38.6810
41.3296 29.7932
41.3584 24.3405
41.4161 18.5481
41.4738 16.0942
41.5315 15.3467
41.6470 17.1420
41.7624 23.9314
41.8201 30.8310
41.8778 42.6884
41.9355 65.0924
41.9643 84.4342
41.9932 114.488
42.0221 164.510
42.0365 202.716
42.0509 255.422
42.0653 330.345
42.0798 439.835
42.0942 603.820
42.1086 848.951
42.1293 1355.74
42.1500 1693.46
42.1707 1355.12
42.1914 848.309
42.2058 604.011
42.2201 440.606
42.2345 331.298
42.2489 256.494
42.2776 165.635
42.3063 115.713
42.3350 85.7651
42.3638 66.5771
42.4212 44.5745
42.4787 33.2401
42.5361 27.0115
42.6510 22.2384
42.7659 24.2834
42.8234 28.4493
42.8808 36.4284
42.9383 51.9769
42.9670 65.3273
42.9957 85.6802
43.0244 118.456
43.0532 174.924
43.0819 280.183
43.0962 366.221
43.1106 486.391
43.1230 621.150
43.1353 775.194
43.1600 967.607
43.1847 774.466
43.2094 485.289
43.2339 301.438
43.2583 197.902
43.2828 137.946
43.3072 101.168
43.3561 61.0738
43.4050 41.1468
43.4539 29.9004
43.5028 22.9578
43.6006 15.2052
43.6984 11.2175
43.7962 8.92468
43.9918 6.64811
44.1873 5.92285
44.3829 6.54155
44.4807 7.89254
44.5785 11.4130
44.6274 15.4235
44.6763 23.7031
44.7008 31.4801
44.7252 44.4638
44.7497 67.6356
44.7741 110.537
44.7971 174.427
44.8200 216.995
44.8430 174.404
44.8659 110.558
44.8932 64.2253
44.9205 40.9586
44.9478 28.6224
44.9752 21.5338
45.0298 14.3390
45.0844 11.1117
45.1937 8.84958
45.3029 9.00146
45.4122 11.1375
45.4668 13.4361
45.5214 17.3700
45.5760 24.6068
45.6307 39.6884
45.6580 53.9714
45.6853 77.9989
45.7126 121.353
45.7399 202.818
45.7524 258.524
45.7650 322.123
45.7900 401.595
45.8151 321.989
45.8401 202.684
45.8592 140.633
45.8783 100.768
45.8974 75.0262
45.9165 57.9197
45.9547 37.7651
45.9929 27.0324
46.0310 20.7446
46.0692 16.7981
46.1456 12.4188
46.2220 10.3154
46.2984 9.32078
46.4511 9.14947
46.6039 11.0031
46.6802 13.0922
46.7566 16.7304
46.8330 23.6325
46.8712 29.6281
46.9094 39.0384
46.9475 55.0042
46.9857 85.0592
47.0048 110.803
47.0239 149.926
47.0430 211.490
47.0526 254.883
47.0621 309.094
47.0741 393.586
47.0861 490.035
47.1100 610.678
47.1220 575.313
47.1340 490.434
47.1579 310.091
47.1796 203.063
47.2012 139.932
47.2229 102.122
47.2445 78.4778
47.2879 52.6110
47.3312 40.2744
47.3745 34.1637
47.4178 31.4774
47.5045 32.5281
47.5911 41.6973
47.6344 50.9410
47.6777 65.7900
47.7210 90.7454
47.7644 136.131
47.7860 173.635
47.8077 229.137
47.8293 314.936
47.8510 453.660
47.8510 453.823
47.8511 454.314
47.8511 454.805
47.8513 455.790
47.8515 457.685
47.8520 461.590
47.8529 469.448
47.8547 485.698
47.8585 520.452
47.8659 600.091
47.8808 807.098
47.9054 1287.53
47.9300 1607.34
47.9546 1286.60
47.9792 805.825
47.9991 543.313
48.0191 379.236
48.0390 275.732
48.0589 208.154
48.0988 129.866
48.1386 88.7285
48.1785 64.7300
48.2183 49.6012
48.2980 32.4143
48.3777 23.4634
48.4574 18.2804
48.6168 13.0174
48.7762 10.8931
48.9356 10.5000
49.0950 12.3049
49.1747 16.0521
49.2146 21.0641
49.2345 25.8212
49.2544 33.5059
49.3000 55.8325
49.3456 38.3923
49.3728 32.6160
49.4000 33.3589
49.4271 40.4573
49.4543 57.4472
49.4772 81.7546
49.5000 98.2262
49.5229 82.3441
49.5457 58.5547
49.5711 42.6012
49.5966 34.9569
49.6475 30.6788
49.6983 33.0654
49.7492 40.4474
49.8001 55.3766
49.8510 86.8965
49.8764 116.615
49.9018 166.317
49.9146 204.049
49.9273 255.284
49.9400 325.477
49.9527 420.802
49.9645 535.070
49.9764 665.533
50.0000 828.823
50.0118 781.063
50.0237 666.352
50.0473 422.698
50.0671 286.812
50.0868 203.464
50.1065 151.887
50.1263 118.894
50.1658 82.0624
50.2053 64.3235
50.2842 52.2383
50.3632 55.6060
50.4422 72.9245
50.4817 89.9351
50.5212 117.100
50.5606 162.502
50.6001 243.978
50.6199 309.848
50.6396 404.228
50.6594 541.931
50.6791 742.046
50.7096 1180.64
50.7400 1472.48
50.7705 1179.57
50.8009 740.527
50.8236 516.419
50.8462 370.728
50.8689 275.768
50.8915 212.145
50.9368 136.531
50.9822 95.8701
51.0275 71.8637
51.0728 56.6856
51.1634 39.6353
51.2540 31.2374
51.3447 27.0619
51.5259 25.6266
51.7072 31.9520
51.7978 39.6642
51.8884 53.5419
51.9790 80.5131
52.0243 104.217
52.0697 141.603
52.1150 205.063
52.1376 254.461
52.1603 323.830
52.1829 424.637
52.2056 576.250
52.2283 811.542
52.2509 1177.97
52.2805 1878.51
52.3100 2344.77
52.3396 1877.78
52.3691 1177.49
52.3891 846.446
52.4091 622.578
52.4491 367.506
52.4891 240.425
52.5292 170.413
52.5692 128.673
52.6092 102.423
52.6892 74.5532
52.7692 65.4696
52.8493 72.9044
52.8893 86.8660
52.9293 115.263
52.9693 174.603
52.9893 226.955
53.0093 304.017
53.0245 382.111
53.0397 471.416
53.0700 582.687
53.1004 469.315
53.1307 299.979
53.1653 180.556
53.1999 118.596
53.2345 84.8469
53.2690 65.0223
53.3382 44.3876
53.4074 34.8683
53.5457 28.2497
53.6840 29.6978
53.8223 39.2106
53.8915 49.4669
53.9607 67.3790
54.0298 101.368
54.0644 130.622
54.0990 175.796
54.1336 250.147
54.1681 382.954
54.1854 490.371
