K-41(n,tot) ENDF/B-VII.1
10949.5 0.986178
10967.6 0.968393
11003.9 0.962829
11076.6 0.959116
11149.2 0.956648
11185.6 0.957068
11203.7 0.963326
11212.8 0.989211
11215.1 1.01499
11217.3 1.08443
11218.5 1.17509
11219.6 1.40351
11220.2 1.68147
11220.7 2.31955
11221.0 3.01443
11221.3 4.30939
11221.5 5.43352
11221.6 7.16378
11221.7 9.92813
11221.9 14.4284
11222.0 22.4720
11222.2 27.8804
11222.4 22.4811
11222.5 14.4270
11222.7 10.4366
11222.8 7.63934
11222.9 5.84000
11223.1 4.64777
11223.3 3.24848
11223.6 2.50435
11224.1 1.78998
11224.6 1.47332
11225.7 1.20876
11226.7 1.10484
11228.8 1.02357
11230.8 0.993491
11239.1 0.962883
11255.7 0.954426
11288.9 0.951244
11355.2 0.948349
11487.9 0.943496
11753.2 0.934196
12283.9 0.913629
12549.2 0.898269
12814.5 0.869988
12947.2 0.842342
13013.5 0.820565
13079.8 0.788662
13146.2 0.738040
13179.3 0.700124
13212.5 0.647832
13229.1 0.613865
13245.7 0.573008
13262.3 0.524147
13278.8 0.468560
13295.4 0.420536
13303.7 0.419485
13312.0 0.474388
13316.2 0.551431
13320.3 0.697604
13324.4 0.976796
13328.6 1.52825
13330.7 2.00321
13332.7 2.71182
13334.8 3.81182
13336.9 5.59985
13339.0 8.70447
13341.0 14.4681
13342.1 19.2808
13343.1 26.2419
13344.1 36.6991
13345.2 52.1007
13346.8 89.4025
13348.5 120.542
13350.1 104.074
13351.8 69.7562
13353.4 45.9660
13355.0 31.9816
13356.7 23.5137
13358.3 18.1761
13359.9 14.5840
13361.6 12.0838
13364.8 8.89194
13368.1 6.99160
13371.4 5.76611
13377.9 4.30792
13384.4 3.49232
13391.0 2.98099
13397.5 2.63442
13404.0 2.38587
13417.1 2.05577
13430.1 1.84865
13443.2 1.70749
13456.3 1.60557
13482.4 1.46895
13508.5 1.38224
13534.6 1.32271
13560.8 1.27956
13613.0 1.22185
13665.3 1.18578
13769.7 1.14541
13978.7 1.11837
14187.7 1.12253
14396.7 1.14683
14605.7 1.19457
14710.2 1.23363
14762.5 1.26077
14814.7 1.29768
14866.9 1.35487
14893.1 1.39990
14919.2 1.46918
14945.3 1.59342
14958.4 1.70211
14971.4 1.88095
14984.5 2.21796
14991.0 2.51787
14997.6 3.00828
15004.1 3.90276
15007.4 4.66207
15010.6 5.82635
15013.9 7.75600
15017.2 11.2464
15018.8 14.1507
15020.4 18.4022
15022.1 24.8306
15023.7 34.5808
15025.9 53.6857
15028.1 66.4156
15030.3 53.0957
15032.5 33.1114
15034.0 23.6245
15035.5 17.3042
15037.0 13.1034
15038.5 10.2495
15041.6 6.82169
15044.6 4.97119
15047.6 3.87320
15050.6 3.18067
15056.6 2.39561
15062.7 1.99206
15068.7 1.76267
15080.8 1.53166
15092.8 1.42925
15104.9 1.37934
15129.0 1.34214
15153.2 1.33734
15177.3 1.34467
15225.5 1.37339
15273.8 1.41045
15322.1 1.45289
15370.3 1.50174
15394.4 1.53441
15406.5 1.57437
15409.5 1.60382
15412.5 1.67617
15414.0 1.76620
15415.6 1.98788
15416.3 2.24983
15417.1 2.81873
15417.4 3.40346
15417.8 4.43731
15418.2 6.59549
15418.4 8.53078
15418.6 11.2608
15418.8 17.1509
15419.1 21.1172
15419.4 17.1623
15419.6 11.2604
15419.8 8.40075
15420.0 6.58574
15420.4 4.46521
15420.8 3.41490
15421.1 2.84743
15421.9 2.26672
15422.6 2.00579
15424.1 1.78197
15425.5 1.69342
15428.5 1.62582
15431.4 1.60279
15443.1 1.59019
15466.6 1.61339
15490.1 1.64485
15513.5 1.68076
15537.0 1.72310
15560.5 1.78036
15572.2 1.82526
15578.1 1.85884
15583.9 1.90918
15589.8 1.99854
15592.7 2.07692
15595.7 2.20608
15598.6 2.45246
15600.1 2.67373
15601.5 3.03523
15603.0 3.70380
15603.7 4.26954
15604.5 5.14157
15605.2 6.61051
15605.9 9.25421
15606.3 11.4774
15606.7 14.6609
15607.0 19.6100
15607.4 26.9049
15607.9 41.5223
15608.4 51.2314
15608.9 41.0512
15609.4 25.9411
15609.9 16.5171
15610.4 11.3323
15610.9 8.27736
15611.3 6.45304
15611.8 5.25299
15612.3 4.45961
15613.3 3.49370
15614.2 2.95267
15615.2 2.62888
15617.1 2.27628
15619.1 2.10338
15621.0 2.00838
15624.9 1.91720
15632.6 1.86483
15640.3 1.85932
15655.8 1.87875
15671.2 1.90833
15702.1 1.97550
15733.0 2.04895
15856.6 2.41668
15980.1 2.96652
16103.7 3.84480
16227.3 5.36575
16350.9 8.29722
16412.6 10.8563
16474.4 14.8098
16536.2 21.1446
16598.0 31.3744
16673.0 49.8151
16748.0 61.9420
16823.5 49.7043
16899.0 31.5366
16966.3 20.8595
17033.5 14.4686
17100.7 10.5766
17168.0 8.09814
17302.5 5.29415
17437.0 3.85030
17571.4 3.01706
17705.9 2.49500
17840.4 2.14767
17874.0 2.07955
17907.7 2.01825
17941.3 1.96941
17949.7 1.96495
17958.1 1.97753
17962.3 2.00664
17966.5 2.09847
17968.6 2.22664
17970.7 2.57238
17971.8 3.01530
17972.3 3.43026
17972.8 4.11230
17973.3 5.40715
17973.6 6.49565
17973.9 8.16754
17974.1 11.0450
17974.4 16.0383
17974.6 25.9021
17974.8 34.4578
17974.9 48.0826
17975.1 75.1024
17975.3 94.2905
17975.5 75.1885
17975.7 48.1551
17975.9 31.5086
17976.0 22.0981
17976.2 16.3242
17976.4 12.6264
17976.7 8.33983
17977.1 6.20792
17977.4 4.94596
17977.8 4.18135
17978.4 3.31298
17979.1 2.85334
17979.8 2.58806
17981.2 2.30286
17983.9 2.08117
17986.7 1.99646
17992.2 1.92855
17997.6 1.89908
18019.6 1.84699
18063.4 1.78437
18151.2 1.68417
18326.6 1.53342
18502.1 1.42689
18589.9 1.38566
18633.7 1.36847
18655.7 1.36432
18666.6 1.37696
18672.1 1.43552
18673.5 1.49193
18674.9 1.63517
18675.5 1.80883
18676.2 2.19633
18676.6 2.61604
18676.9 3.39332
18677.3 5.07773
18677.4 6.68192
18677.6 9.34851
18677.8 14.1897
18678.0 17.3471
18678.2 14.2021
18678.4 9.34851
18678.6 6.91766
18678.8 5.37953
18679.1 3.66108
18679.4 2.81908
18679.7 2.35752
18680.3 1.90264
18680.9 1.69625
18682.1 1.52069
18683.3 1.45012
18688.1 1.37333
18697.7 1.34933
18716.9 1.33728
18755.4 1.32314
18832.3 1.29973
18986.1 1.26265
19293.7 1.21992
19447.5 1.21421
19601.3 1.22277
19678.2 1.23531
19755.1 1.25716
19793.5 1.27377
19832.0 1.29781
19851.2 1.31619
19870.4 1.34851
19880.0 1.38216
19889.7 1.46302
19894.5 1.56565
19896.9 1.66314
19899.3 1.83362
19901.7 2.17756
19902.9 2.49677
19904.1 3.03611
19905.3 4.05382
19905.9 4.93789
19906.5 6.32309
19907.1 8.65701
19907.7 12.9833
19908.0 16.6187
19908.3 22.0372
19908.6 30.3428
19908.9 43.1118
19909.3 68.6256
19909.7 85.1720
19910.1 68.0756
19910.5 43.2320
19910.8 28.7964
19911.2 20.0600
19911.5 14.6997
19911.9 11.2697
19912.6 7.37770
19913.3 5.37187
19914.0 4.21596
19914.7 3.49311
19916.1 2.67721
19917.5 2.25318
19918.9 2.00575
19921.7 1.74501
19924.5 1.61774
19927.3 1.54734
19932.9 1.47824
19944.1 1.43584
19955.3 1.43070
19977.6 1.45098
20000.0 1.48862
20037.1 1.58055
20074.3 1.72129
20111.4 1.94530
20148.6 2.33030
20185.7 3.07459
20204.3 3.73771
20222.8 4.80515
20241.4 6.67670
20260.0 10.3705
20269.3 13.6886
20278.5 18.9684
20287.8 27.7947
20297.1 42.8357
20307.2 67.6806
20317.2 84.3231
20327.3 67.7469
20337.4 42.7107
20345.9 28.6742
20354.3 20.0640
20362.8 14.7171
20371.3 11.2654
20388.2 7.31589
20405.1 5.26546
20422.0 4.07900
20438.9 3.33535
20472.8 2.49486
20506.6 2.05810
20540.5 1.80374
20608.1 1.53654
20675.8 1.40863
20743.5 1.33973
20878.9 1.27724
21014.2 1.25806
21149.6 1.25852
21420.3 1.29072
21961.8 1.44225
22503.2 1.74081
23044.7 2.33110
23315.4 2.84682
23586.1 3.64679
23856.8 4.96204
24127.6 7.28912
24398.3 11.7720
24533.6 15.5394
24669.0 20.9042
24893.5 33.4159
25118.0 41.5035
25342.5 33.2787
25567.0 21.3059
25748.3 14.7721
25929.7 10.6429
26111.0 8.00786
26292.3 6.26595
26655.0 4.21687
26836.3 3.59360
26881.7 3.46570
26927.0 3.34867
26972.3 3.24408
26995.0 3.19914
27006.3 3.19801
27009.2 3.22168
27012.0 3.30817
27013.4 3.43675
27014.8 3.78120
27015.5 4.20566
27016.2 5.15860
27016.6 6.14478
27017.0 7.87321
27017.3 11.2614
27017.5 14.2576
27017.7 18.4886
27017.9 28.3289
27018.2 34.8136
27018.5 28.8296
27018.8 19.5117
27019.0 15.0236
27019.2 12.0368
27019.6 8.49173
27020.0 6.69546
27020.3 5.70361
27021.1 4.66247
27021.9 4.17620
27023.4 3.73757
27025.0 3.55034
27028.1 3.39081
27031.2 3.32499
27037.4 3.27207
27043.5 3.25573
27055.9 3.26984
27068.3 3.34472
27080.7 3.54095
27086.9 3.74242
27093.0 4.10016
27099.2 4.81017
27102.3 5.45039
27105.4 6.48915
27108.5 8.33224
27111.6 11.9929
27113.1 15.3169
27114.7 20.6135
27116.2 29.6091
27117.8 45.0099
27119.4 70.3537
27121.1 87.3564
27122.7 70.5591
27124.4 45.2212
27125.6 32.5131
27126.8 24.2211
27128.0 18.7108
27129.2 15.0157
27131.5 10.5585
27133.9 8.13996
27136.3 6.68722
27138.7 5.75484
27143.5 4.67503
27148.3 4.09473
27153.0 3.74734
27162.6 3.36478
27172.1 3.16497
27181.7 3.04376
27200.7 2.90139
27219.8 2.81547
27238.9 2.75334
27277.1 2.65987
27315.3 2.58495
27353.5 2.51919
27429.9 2.40318
27582.6 2.20827
27735.3 2.04671
28040.8 1.79353
28193.6 1.69757
28231.7 1.68011
28269.9 1.67376
28289.0 1.68467
28298.6 1.70069
28308.1 1.73365
28317.7 1.80783
28322.4 1.88162
28327.2 2.01300
28332.0 2.27938
28334.4 2.52754
28336.8 2.94345
28339.1 3.72566
28340.3 4.39662
28341.5 5.43730
28342.7 7.18478
28343.9 10.3385
28344.5 12.9608
28345.1 16.7298
28345.7 22.4666
28346.3 30.9053
28347.2 48.6503
28348.0 60.4111
28348.9 48.5484
28349.7 30.9509
28350.3 22.4628
28350.9 16.8527
28351.5 13.0717
28352.0 10.4675
28353.2 7.26227
28354.4 5.50480
28355.5 4.43492
28356.7 3.75021
28359.0 2.95159
28361.4 2.52164
28363.7 2.26642
28368.3 1.98953
28373.0 1.85050
28377.6 1.77052
28386.9 1.68559
28396.2 1.64248
28405.5 1.61649
28424.1 1.58563
28461.3 1.55157
28498.5 1.52806
28647.3 1.45541
28944.9 1.33965
29540.1 1.16929
30730.6 0.963434
31921.0 0.852060
32516.2 0.818011
32665.0 0.809859
32813.8 0.799251
32888.2 0.791002
32962.6 0.776818
32999.8 0.764034
33037.0 0.740474
33055.6 0.718429
33074.2 0.677170
33083.5 0.638964
33092.8 0.571060
33097.4 0.514211
33102.1 0.431925
33106.7 0.396093
33107.9 0.507334
33109.1 0.932918
33109.7 1.51275
33110.2 2.81619
33110.5 4.07705
33110.8 6.17640
33111.1 9.82386
33111.4 16.4133
33111.7 29.1540
33112.1 41.0957
33112.2 41.0269
33112.4 36.8574
33112.7 25.6297
33113.0 18.4662
33113.3 13.8244
33113.6 10.6873
33113.9 8.64828
33114.5 6.13436
33115.0 4.73518
33116.2 3.29776
33117.3 2.59555
33119.6 1.93217
33121.9 1.62502
33126.4 1.34321
33131.0 1.21756
33140.1 1.11853
33149.2 1.11169
33158.3 1.19183
33162.9 1.29087
33167.5 1.47323
33172.0 1.83343
33174.3 2.15107
33176.6 2.64915
33178.9 3.48047
33181.1 4.98367
33183.4 7.97483
33184.6 10.5687
33185.7 14.3608
33187.5 22.8440
33189.3 28.5050
33191.0 23.1273
33192.8 15.0456
33194.1 10.9470
33195.4 8.22619
33196.7 6.41686
33198.0 5.18206
33200.5 3.68153
33203.1 2.85105
33205.7 2.34700
33208.3 2.01865
33213.4 1.63087
33218.6 1.41725
33223.8 1.28638
33234.1 1.13916
33244.4 1.06088
33254.7 1.01347
33275.3 0.959896
33295.9 0.930948
33316.6 0.913096
33357.8 0.892666
33399.1 0.881830
33440.3 0.875677
33522.8 0.870902
33605.3 0.873179
33687.8 0.886254
33729.1 0.904773
33749.7 0.922979
33770.3 0.955739
33790.9 1.02441
33801.3 1.09127
33811.6 1.20999
33821.9 1.45198
33827.0 1.67985
33832.2 2.06778
33837.4 2.81053
33839.9 3.46387
33842.5 4.49500
33845.1 6.26660
33847.7 9.63163
33849.0 12.5295
33850.2 16.9516
33851.5 23.9338
33852.8 34.9278
33854.4 55.5128
33856.0 69.2230
33857.7 55.6408
33859.3 35.2424
33860.9 21.9865
33862.5 14.5861
33864.2 10.3313
33865.8 7.74779
33867.4 6.06623
33869.0 4.93150
33872.3 3.53737
33875.5 2.75153
33878.8 2.26966
33885.3 1.73312
33891.8 1.45704
33898.3 1.29707
33911.3 1.12822
33924.3 1.04582
33937.3 0.999713
33963.4 0.953135
33989.4 0.931919
34015.4 0.921172
34067.4 0.912867
34171.5 0.914794
34275.6 0.925405
34691.9 1.00596
35108.2 1.14921
35316.4 1.25481
35420.5 1.32097
35472.5 1.36339
35498.5 1.40307
35511.5 1.47803
35514.8 1.53928
35518.0 1.69077
35519.7 1.87701
35521.3 2.32422
35522.1 2.84748
35522.9 3.97491
35523.3 5.12725
35523.7 7.16715
35524.1 11.4304
35524.3 15.1609
35524.5 21.0005
35524.8 32.5830
35525.1 40.2290
35525.4 32.4651
35525.7 20.6044
35525.9 13.7815
35526.2 9.67001
35526.4 7.19373
35526.7 5.63397
35527.2 3.89582
35527.7 3.03151
35528.7 2.22069
35529.6 1.88177
35531.6 1.61037
35533.6 1.50994
35541.6 1.41785
35557.5 1.40992
35589.3 1.43308
35652.9 1.48741
35780.1 1.60870
36034.5 1.91952
36543.3 2.99725
36797.8 3.94187
37052.2 5.37684
37306.6 7.60268
37561.0 11.0683
38338.0 28.6129
38462.2 31.6519
38524.3 35.7196
38555.4 40.2183
38586.4 48.5035
38646.8 69.7002
38677.0 60.4470
38707.1 46.6566
38732.6 38.7053
38758.1 33.6595
38809.1 28.0487
38860.1 24.9933
38911.1 22.9356
39013.0 20.0037
39115.0 17.7683
39288.2 14.7861
39374.8 13.5823
39418.1 13.0733
39439.7 12.9295
39445.1 12.9633
39450.5 13.1327
39453.2 13.3742
39455.9 13.9695
39457.3 14.6511
39458.7 16.0765
39459.3 17.4708
39460.0 19.8651
39460.7 24.5333
39461.0 28.5041
39461.4 34.1274
39462.4 54.6086
39462.9 46.0929
39463.4 32.8748
39463.8 26.7705
39464.1 22.6283
39464.5 19.8855
39464.8 18.0295
39465.5 15.8120
39466.2 14.6322
39467.6 13.4848
39469.0 12.9798
39471.8 12.5613
39474.5 12.3919
39480.1 12.2397
39485.7 12.1538
39507.9 11.9031
39552.4 11.4454
39641.4 10.5977
39819.4 9.17358
40175.3 7.14974
40531.3 5.84108
40887.2 4.97845
41243.2 4.44259
41599.1 4.27852
41777.1 4.47871
41866.1 4.74284
41955.1 5.22463
42044.0 6.12594
42133.0 7.94345
42177.5 9.56324
42222.0 12.0935
42266.5 16.1918
42288.8 19.1484
42299.9 20.9295
42311.0 22.9846
42315.5 23.9480
42319.9 25.1299
42322.2 25.9434
42324.4 27.1856
42325.5 28.1835
42326.6 29.7097
42327.7 32.3197
42328.9 36.9660
42330.0 44.2361
42331.0 49.1581
42333.2 39.2144
42334.6 34.7853
42335.9 32.6421
42337.2 31.5956
42338.5 31.0931
42341.1 30.8385
42343.7 31.0274
42349.0 31.8868
42354.2 32.9880
42375.2 37.7832
42417.2 43.1561
42470.3 35.1220
42523.3 23.0407
42575.7 15.3351
42628.1 10.9671
42680.5 8.41813
42732.9 6.83998
42785.4 5.80463
42837.8 5.09069
42864.0 4.81494
42890.2 4.58320
42903.3 4.48657
42916.4 4.41833
42922.9 4.41569
42929.5 4.49274
42932.8 4.62823
42936.0 4.98714
42937.7 5.40251
42939.3 6.25763
42940.1 7.04902
42941.0 8.34074
42941.8 10.5620
42942.6 14.4045
42943.4 20.7304
42944.3 25.0006
42945.2 20.9476
42946.0 14.7856
42946.7 11.5343
42947.3 9.43161
42948.0 8.06512
42948.7 7.16090
42950.0 6.06298
42951.3 5.46922
42953.9 4.87561
42956.5 4.59735
42961.8 4.33854
42967.0 4.21442
42977.6 4.07956
42988.1 3.99354
43009.1 3.86563
43030.1 3.76159
43072.1 3.58815
43114.2 3.44439
43282.3 3.04071
43450.5 2.78683
43618.7 2.60781
43955.0 2.35972
44123.1 2.26301
44207.2 2.21810
44249.3 2.20669
44259.8 2.21541
