Br-81(n,tot) ENDF/B-VII.1
201.218 7.24565
201.827 7.28279
202.436 7.38971
202.740 7.49978
203.044 7.68620
203.349 8.01709
203.653 8.64937
203.958 10.0098
204.110 11.3214
204.262 13.5723
204.414 17.8322
204.491 21.4974
204.567 27.1396
204.643 36.3485
204.719 52.5056
204.795 83.2939
204.833 108.992
204.871 145.353
204.903 186.227
204.936 233.543
205.000 296.863
205.065 244.595
205.129 159.180
205.178 113.602
205.227 83.8686
205.277 64.4351
205.326 51.3832
205.424 35.7236
205.522 27.1918
205.621 22.0577
205.719 18.7391
205.916 14.8381
206.113 12.7092
206.309 11.4119
206.506 10.5574
206.703 9.96135
207.096 9.19749
207.489 8.73812
207.883 8.43561
208.276 8.22305
209.063 7.94543
209.849 7.77210
211.423 7.56448
212.996 7.44002
214.570 7.35322
217.716 7.23221
224.010 7.07446
230.304 6.96068
242.891 6.78855
246.038 6.75412
249.184 6.72652
250.758 6.72012
251.545 6.72227
252.331 6.73302
253.118 6.76468
253.511 6.79936
253.905 6.86389
254.298 6.99900
254.495 7.12758
254.691 7.34774
254.888 7.76966
254.986 8.14123
255.085 8.73006
255.183 9.74033
255.281 11.6594
255.331 13.3160
255.380 15.8424
255.429 19.8481
255.478 26.2201
255.539 37.9341
255.600 45.7322
255.661 37.9397
255.722 26.2263
255.762 20.8809
255.801 17.1974
255.880 12.9007
255.959 10.7038
256.038 9.46773
256.117 8.71144
256.196 8.21928
256.354 7.64051
256.512 7.32728
256.670 7.13930
256.985 6.93404
257.301 6.82963
257.617 6.76872
258.249 6.70250
258.881 6.66744
259.512 6.64524
260.776 6.61683
263.302 6.58126
265.829 6.55404
275.936 6.46340
296.150 6.30830
316.364 6.17088
321.418 6.13916
326.471 6.11025
328.998 6.09904
330.261 6.09580
331.525 6.09634
332.788 6.10612
333.420 6.11938
334.051 6.14608
334.683 6.20528
334.999 6.26383
335.315 6.36757
335.631 6.57624
335.789 6.76927
335.946 7.09220
336.104 7.69119
336.183 8.20213
336.262 8.98590
336.341 10.2709
336.420 12.5495
336.499 17.0088
336.539 20.8293
336.578 26.3517
336.639 38.4574
336.700 46.4978
336.762 38.3563
336.823 26.1923
336.885 18.3986
336.947 14.0570
337.008 11.5635
337.070 10.0433
337.132 9.06192
337.194 8.39658
337.317 7.58386
337.441 7.12813
337.565 6.84850
337.812 6.53895
338.059 6.38189
338.306 6.29301
338.801 6.20812
339.295 6.18860
339.542 6.20129
339.789 6.23861
340.037 6.32634
340.160 6.41034
340.284 6.55048
340.407 6.80418
340.531 7.32331
340.593 7.80504
340.655 8.59780
340.716 9.98264
340.778 12.4699
340.839 16.3181
340.900 18.8833
340.961 16.3173
341.022 12.4670
341.077 10.1761
341.132 8.82222
341.187 8.00593
341.243 7.49024
341.353 6.91163
341.463 6.61664
341.573 6.44716
341.684 6.34129
341.904 6.22110
342.125 6.15771
342.345 6.11988
342.786 6.07821
343.227 6.05646
343.668 6.04356
344.550 6.03097
345.432 6.03144
345.873 6.03893
346.314 6.05666
346.755 6.09801
346.976 6.13909
347.196 6.21112
347.417 6.35219
347.527 6.47865
347.637 6.68243
347.747 7.04006
347.858 7.74344
347.913 8.37358
347.968 9.37101
348.023 11.0274
348.078 13.8271
348.139 18.5461
348.200 21.6967
348.261 18.5500
348.322 13.8312
348.363 11.6244
348.404 10.1276
348.485 8.40633
348.567 7.54001
348.648 7.05735
348.729 6.76393
348.811 6.57360
348.974 6.35086
349.137 6.23055
349.300 6.15831
349.626 6.07910
349.951 6.03834
350.277 6.01413
350.929 5.98690
351.581 5.97156
352.233 5.96115
353.536 5.94656
356.143 5.92606
358.750 5.90983
361.357 5.89722
362.661 5.89349
363.964 5.89379
365.268 5.90396
365.919 5.91808
366.571 5.94683
366.897 5.97208
367.223 6.01115
367.549 6.07515
367.875 6.18903
368.200 6.41916
368.363 6.63304
368.526 6.99194
368.689 7.66148
368.771 8.23517
368.852 9.11954
368.934 10.5794
369.015 13.1941
369.097 18.3907
369.137 22.9040
369.178 29.5270
369.239 43.6699
369.300 53.0700
369.361 43.6754
369.422 29.5335
369.486 20.1331
369.550 14.9938
369.613 12.0873
369.677 10.3371
369.741 9.21422
369.805 8.45850
369.932 7.53961
370.060 7.02652
370.187 6.71265
370.442 6.36478
370.697 6.18641
370.952 6.08278
371.207 6.01701
371.462 5.97246
371.972 5.91713
372.483 5.88471
373.503 5.84840
374.523 5.82775
375.543 5.81344
377.583 5.79255
381.664 5.76074
385.744 5.73248
402.067 5.62343
434.711 5.39092
467.356 5.11526
500.000 4.75264
515.017 4.52994
530.034 4.23959
537.543 4.05176
545.052 3.81558
548.806 3.66960
552.560 3.49542
554.437 3.39553
556.314 3.29640
557.253 3.27033
557.722 3.28410
558.192 3.34939
558.661 3.55430
558.896 3.78965
559.130 4.24003
559.365 5.19540
559.482 6.09614
559.599 7.59993
559.717 10.3253
559.834 15.8619
559.893 20.9222
559.951 29.0454
560.010 42.7517
560.039 52.9502
560.069 66.2400
560.102 85.3033
560.134 107.518
560.200 137.946
560.266 114.513
560.331 74.9800
560.402 47.3262
560.472 32.0901
560.543 23.4030
560.613 18.1118
560.684 14.6834
560.754 12.3432
560.895 9.44599
561.036 7.78337
561.177 6.73580
561.459 5.52645
561.741 4.86918
562.023 4.46418
562.587 3.99648
563.151 3.73350
563.715 3.56195
564.843 3.34340
567.099 3.11144
569.355 3.06454
570.483 3.16042
571.611 3.42611
572.739 4.03692
573.866 5.42731
574.430 6.73954
574.994 8.86639
575.558 12.5011
576.122 19.1976
576.404 24.7586
576.686 33.0052
576.968 45.8237
577.250 66.9984
577.532 104.995
577.673 135.997
577.814 181.316
577.955 250.333
578.096 360.374
578.237 543.765
578.378 854.360
578.539 1406.18
578.700 1808.67
578.861 1489.39
579.022 958.562
579.195 588.460
579.368 385.393
579.541 269.925
579.714 199.766
579.887 154.410
580.060 123.521
580.405 85.4042
580.751 63.6366
581.097 49.9945
581.789 34.3819
582.480 26.0209
583.172 20.9629
583.863 17.6351
584.555 15.3078
585.938 12.3078
587.322 10.4824
588.705 9.26510
590.088 8.39815
592.854 7.24412
595.621 6.50360
601.154 5.57743
606.687 4.97875
612.220 4.51822
623.286 3.74501
628.819 3.37556
634.351 3.00591
639.884 2.65636
645.417 2.42231
648.184 2.44096
650.950 2.68524
653.717 3.41764
655.100 4.14193
656.483 5.29545
657.867 7.15766
659.250 10.2491
660.633 15.6172
662.016 25.5887
662.708 33.8688
663.399 46.0912
664.091 64.9127
664.783 95.5071
665.474 148.877
666.166 251.072
666.512 338.793
666.857 471.399
667.203 677.474
667.549 999.110
668.025 1667.51
668.500 2172.72
668.976 1811.18
669.451 1179.50
669.751 886.402
670.051 678.388
670.652 427.040
671.252 293.074
671.853 214.971
672.453 165.791
673.053 132.860
674.254 92.7775
675.455 70.0894
676.656 55.8942
679.057 39.5867
681.459 30.7631
683.861 25.3570
686.262 21.7542
688.664 19.2034
693.467 15.8615
698.270 13.7879
703.073 12.3865
705.475 11.8579
706.075 11.7499
706.675 11.6722
706.976 11.6666
707.276 11.7376
707.426 11.8561
707.576 12.1400
707.651 12.4302
707.726 12.9446
707.801 13.9321
707.876 15.9306
707.938 18.6606
708.000 20.4735
708.062 18.6344
708.124 15.8871
708.186 14.1174
708.248 13.1229
708.310 12.5457
708.372 12.1894
708.496 11.7925
708.620 11.5854
708.869 11.3743
709.117 11.2610
709.613 11.1207
710.110 11.0179
712.096 10.6932
716.068 10.1677
724.012 9.36972
739.900 8.33397
755.788 7.67664
763.732 7.42962
765.718 7.37741
767.704 7.33634
768.697 7.32877
769.193 7.33443
769.690 7.35507
770.186 7.41149
770.435 7.47110
770.683 7.57882
770.931 7.79541
771.055 7.99295
771.179 8.31640
771.304 8.89485
771.366 9.36921
771.428 10.0676
771.490 11.1502
771.552 12.9193
771.614 15.9939
771.676 21.4734
771.738 30.0315
771.800 35.7360
771.862 30.0299
771.924 21.4691
771.962 17.7311
772.001 15.1123
772.077 11.9788
772.153 10.3359
772.229 9.39486
772.306 8.81303
772.382 8.43052
772.535 7.97654
772.687 7.72800
772.840 7.57699
773.145 7.40910
773.450 7.32085
773.755 7.26713
774.366 7.20401
774.976 7.16587
775.586 7.13811
776.807 7.09568
779.248 7.02897
781.689 6.97033
791.454 6.76201
810.984 6.40325
820.749 6.23576
830.514 6.06058
835.397 5.96057
837.838 5.90348
840.279 5.83860
842.721 5.76332
843.941 5.72262
845.162 5.68559
845.772 5.67401
846.382 5.67561
846.993 5.70764
847.603 5.81483
847.908 5.93120
848.213 6.13359
848.518 6.49996
848.824 7.20907
849.129 8.74071
849.281 10.2108
849.434 12.7041
849.586 17.3259
849.663 21.2054
849.739 27.0214
849.815 36.1627
849.892 51.3459
849.968 78.0476
850.044 126.320
850.122 205.829
850.200 264.758
850.278 220.162
850.356 144.371
850.409 106.882
850.463 81.2281
850.516 63.6785
850.570 51.4708
850.677 36.2811
850.783 27.6812
850.890 22.3663
850.997 18.8617
851.211 14.6556
851.425 12.3096
851.638 10.8567
851.852 9.88748
852.066 9.20415
852.493 8.31848
852.920 7.77892
853.348 7.42045
853.775 7.16691
854.630 6.83418
855.485 6.62624
856.340 6.48364
857.195 6.37912
858.904 6.23409
860.614 6.13558
864.033 6.00305
867.452 5.91069
870.872 5.83728
877.710 5.71765
891.388 5.52176
905.065 5.34558
932.419 5.00135
946.096 4.82311
949.516 4.77868
952.935 4.73804
954.645 4.72382
955.499 4.72160
956.354 4.72748
957.209 4.75338
957.637 4.78447
958.064 4.84444
958.491 4.97293
958.705 5.09666
958.919 5.31028
959.132 5.72284
959.239 6.08871
959.346 6.67247
959.453 7.68335
959.560 9.63136
959.613 11.3400
959.667 13.9865
959.720 18.2571
959.774 25.2274
959.837 37.6035
959.900 45.8393
959.963 37.5852
960.027 25.2295
960.093 17.0422
960.159 12.5780
960.225 10.0502
960.291 8.52862
960.357 7.55246
960.423 6.89541
960.555 6.09617
960.687 5.64966
960.819 5.37578
961.083 5.07112
961.348 4.91369
961.612 4.82108
962.140 4.72001
962.669 4.66665
963.197 4.63312
964.254 4.59069
965.310 4.56163
966.367 4.53786
968.481 4.49628
972.708 4.41822
976.935 4.33673
981.162 4.24593
983.275 4.19508
985.389 4.13968
987.502 4.08202
988.559 4.05725
989.616 4.04695
990.144 4.05634
990.673 4.08807
991.201 4.16597
991.729 4.34865
991.994 4.52298
992.258 4.80681
992.522 5.29277
992.786 6.18823
993.050 8.02947
993.183 9.73220
993.315 12.5332
993.447 17.5226
993.579 27.4302
993.645 36.2890
993.711 50.2163
993.777 73.0350
993.843 110.930
993.922 180.536
994.000 231.446
994.079 191.453
994.157 124.693
994.248 75.3263
994.340 49.4609
994.431 35.2547
994.522 26.8224
994.614 21.4572
994.705 17.8437
994.888 13.4309
995.070 10.9333
995.253 9.37557
995.618 7.59767
995.983 6.64551
996.348 6.06764
996.714 5.68554
997.079 5.41668
997.809 5.06603
998.539 4.84850
999.270 4.70000
1000.00 4.59142
1001.18 4.46438
1002.37 4.37243
1004.74 4.24177
1009.47 4.06761
1018.94 3.81341
1028.41 3.58209
1030.78 3.52680
1033.14 3.48008
1034.33 3.46929
1034.92 3.47374
1035.51 3.49415
1036.10 3.55345
1036.40 3.61771
1036.69 3.73590
1036.99 3.97839
1037.14 4.20402
1037.29 4.58100
1037.43 5.27549
1037.51 5.86196
1037.58 6.75329
1037.66 8.19040
1037.73 10.6834
1037.80 15.3850
1037.88 24.5824
1037.94 37.3602
1038.00 45.8874
1038.06 37.3517
1038.12 24.5692
1038.19 16.4838
1038.25 11.9732
1038.31 9.33388
1038.37 7.70235
1038.49 5.91062
1038.61 5.01394
1038.73 4.50574
1038.85 4.19079
1039.09 3.83657
1039.33 3.65053
1039.57 3.54027
1040.05 3.41751
1040.53 3.35035
1041.01 3.30660
1041.97 3.24791
1043.89 3.16800
1045.81 3.10088
1053.50 2.83730
1057.34 2.69524
1061.19 2.54653
1063.11 2.47457
1065.03 2.42085
1065.99 2.42229
1066.47 2.44531
1066.95 2.50430
1067.44 2.65023
1067.68 2.79923
1067.92 3.06477
1068.16 3.59257
1068.28 4.07061
1068.40 4.84870
1068.52 6.22936
1068.64 8.99591
1068.70 11.5154
1068.76 15.5858
1068.82 22.5205
1068.88 34.6151
1068.94 54.2026
1069.00 66.9680
1069.06 53.8769
1069.13 34.6171
1069.18 24.0989
1069.23 17.4765
1069.28 13.2773
1069.32 10.5671
1069.42 7.33816
1069.52 5.64711
1069.62 4.64425
1069.72 4.01464
1069.92 3.28729
1070.12 2.90006
1070.32 2.66778
1070.72 2.40960
1071.12 2.27082
1071.51 2.18250
1072.31 2.06935
1073.90 1.92645
1075.49 1.81610
1077.08 1.72623
1077.88 1.69794
1078.67 1.69957
1079.47 1.78113
1079.87 1.89824
1080.26 2.14013
1080.66 2.68582
1080.86 3.22411
1081.06 4.16246
1081.26 5.97477
1081.36 7.57610
1081.46 10.0686
1081.56 14.3063
1081.66 22.0096
1081.71 28.4567
1081.76 37.7096
1081.81 51.8587
1081.86 72.6222
1081.93 117.715
1082.00 148.835
1082.07 120.746
1082.15 77.2135
1082.23 46.5719
1082.30 30.3584
1082.38 21.1870
1082.46 15.7620
1082.54 12.2487
1082.62 9.90814
1082.78 7.04250
1082.94 5.41291
1083.10 4.40119
1083.42 3.25528
1083.73 2.64114
1084.05 2.26793
1084.68 1.83823
1085.32 1.59325
1085.95 1.42898
1087.22 1.20723
1089.76 0.944895
1091.03 0.882479
1092.30 0.890390
1092.93 0.935409
1093.57 1.02090
1094.20 1.16267
1094.84 1.38306
1095.47 1.71699
1096.11 2.21588
1096.74 2.96466
1097.37 4.09783
1098.01 5.85510
1098.64 8.66006
1099.28 13.3623
1099.91 21.7443
1100.23 28.5059
1100.55 38.1950
1100.86 52.6353
1101.18 75.1571
1101.50 112.486
1101.82 178.431
1102.13 304.911
1102.29 411.047
1102.45 561.090
1102.73 940.624
1103.00 1230.62
1103.28 1028.88
1103.55 671.496
1103.72 511.450
1103.88 395.923
1104.21 253.660
1104.55 175.841
1104.88 129.912
1105.21 100.591
1105.54 80.8646
1106.20 56.6484
1106.86 42.8090
1107.53 34.1052
1108.85 24.0618
1110.18 18.5982
1111.50 15.2456
1114.15 11.4326
1116.80 9.38696
1119.45 8.16534
1124.76 6.98066
1130.06 7.00077
1132.71 7.63821
1135.36 9.13050
1138.01 12.5530
1139.33 15.8912
1140.66 21.6187
1141.99 32.4517
1142.65 41.7807
1143.31 56.1639
1143.97 79.8449
1144.64 121.919
1145.30 204.293
1145.63 274.666
1145.96 376.581
1146.48 604.933
1147.00 760.698
1147.52 613.793
1148.04 387.779
1148.49 255.885
1148.95 175.957
1149.40 126.862
1149.86 95.4520
1150.76 59.6306
1151.67 41.0486
1152.58 30.2470
1153.48 23.4401
1155.30 15.6411
1157.11 11.4825
1158.93 8.98397
1162.56 6.21281
1166.18 4.76462
1169.81 3.92601
1177.07 3.29591
1180.70 3.49125
1184.33 4.21790
1187.96 5.88033
1191.59 9.41123
1193.40 12.5112
1195.21 17.1977
1197.03 24.5238
1198.84 36.4756
1200.66 57.1643
1202.47 95.7434
1203.38 127.786
1204.29 174.582
1205.19 244.151
1206.10 347.445
1207.55 595.681
1209.00 796.038
1210.45 679.581
1211.90 452.752
1212.88 339.081
1213.85 259.263
1215.80 164.165
1217.75 114.041
1219.70 84.8880
1221.65 66.4750
1223.60 54.0666
1227.50 38.7667
1231.40 29.9084
1235.30 24.2229
1243.10 17.4776
1250.90 13.9685
1254.80 13.2298
1258.70 13.6212
1262.60 16.5796
1264.55 20.3256
1266.50 27.5440
1268.45 42.3948
1269.43 55.7706
1270.40 76.9204
1271.38 112.236
1272.35 175.368
1273.33 297.409
1273.81 400.063
1274.30 546.331
1275.15 920.689
1276.00 1214.90
1276.85 1027.85
1277.70 680.554
1278.24 517.623
1278.77 401.241
1279.84 259.168
1280.91 182.515
1281.97 137.353
1283.04 108.642
1284.11 89.2423
1286.25 65.3367
1288.38 51.5727
1290.52 42.8142
1294.79 32.5068
1299.06 26.7329
1303.33 23.0706
1307.61 20.5554
1309.74 19.6192
1310.28 19.4482
1310.81 19.3750
1311.08 19.4503
1311.21 19.5634
1311.34 19.7817
1311.48 20.2217
1311.61 21.1796
1311.68 22.1128
1311.74 23.7007
1311.81 26.5858
1311.88 31.9108
1311.94 39.8615
1312.00 45.0268
1312.06 39.6784
1312.12 31.8185
1312.18 26.8702
1312.24 24.0567
1312.30 22.3814
1312.36 21.3287
1312.47 20.1451
1312.59 19.5285
1312.71 19.1580
1312.82 18.9153
1313.05 18.6080
1313.29 18.4101
1313.52 18.2628
1313.98 18.0347
1314.91 17.6790
1315.84 17.3728
1319.56 16.3390
1327.00 14.7682
1334.44 13.6084
1336.30 13.3671
1338.16 13.1512
1339.09 13.0630
1339.55 13.0313
1340.02 13.0183
1340.48 13.0491
1340.72 13.1026
1340.95 13.2134
1341.18 13.4544
1341.30 13.6796
1341.41 14.0513
1341.53 14.7156
1341.64 16.0474
1341.70 17.2556
1341.76 19.1961
1341.82 22.4729
1341.88 28.1245
1341.94 37.4179
1342.00 43.6289
1342.06 37.4102
1342.12 28.1048
1342.17 23.1320
1342.22 20.0391
1342.27 18.0525
1342.32 16.7346
1342.41 15.1703
1342.51 14.3426
1342.61 13.8464
1342.70 13.5313
1342.90 13.1598
1343.09 12.9546
1343.28 12.8253
1343.67 12.6688
1344.05 12.5712
1344.44 12.4990
1345.21 12.3875
1346.75 12.2113
1348.30 12.0568
1354.47 11.5168
1366.81 10.6380
1391.50 9.32759
1416.19 8.30825
1428.53 7.84535
1431.62 7.73338
1434.70 7.62712
1436.25 7.58162
1437.02 7.56476
1437.79 7.55753
1438.56 7.57391
1438.95 7.60343
1439.33 7.66653
1439.72 7.80934
1439.91 7.94939
1440.10 8.19065
1440.30 8.65708
1440.39 9.07016
1440.49 9.71689
1440.59 10.8311
1440.68 12.9064
1440.73 14.6714
1440.78 17.3322
1440.83 21.4694
1440.88 27.9351
1440.94 40.4286
1441.00 48.6058
1441.06 40.2199
1441.13 27.9356
1441.18 21.0447
1441.23 16.8604
1441.28 14.2305
1441.33 12.5155
1441.43 10.5177
1441.54 9.48078
1441.64 8.86946
1441.74 8.48690
1441.95 8.04621
1442.15 7.81186
1442.36 7.67114
1442.76 7.51428
1443.17 7.42885
1443.58 7.37383
1444.40 7.30212
1446.04 7.20943
1447.68 7.13570
1450.96 7.00072
1454.24 6.86885
1467.34 6.32134
1480.45 5.70778
1493.56 4.99353
1500.12 4.59221
1506.67 4.17028
1513.23 3.76650
1519.78 3.51572
1523.06 3.56869
1526.34 3.90967
1529.61 4.85318
1532.89 7.14892
1534.53 9.33878
1536.17 12.8495
1537.81 18.6776
1539.45 28.8467
1541.09 47.9339
1541.90 63.8922
1542.72 87.5292
1543.54 123.904
1544.36 182.063
1545.18 278.788
1546.00 441.925
1547.00 760.311
1548.00 1020.55
1549.00 874.887
1550.00 585.373
1550.91 400.042
1551.81 285.481
1552.72 213.801
1553.62 167.097
1555.43 112.506
1557.24 83.1382
1559.05 65.4438
1560.86 53.8934
1564.49 40.0471
1568.11 32.2367
1571.73 27.3103
1575.35 23.9542
1578.97 21.5357
1586.21 18.3018
1593.45 16.2480
1600.70 14.8294
1607.94 13.7889
1622.42 12.3560
1636.91 11.4014
1651.39 10.7040
1655.01 10.5566
1658.63 10.4199
1660.44 10.3582
1662.25 10.3098
1663.16 10.3017
1664.07 10.3363
1664.52 10.4079
1664.74 10.4827
1664.97 10.6168
1665.20 10.8848
1665.31 11.1258
1665.42 11.5157
1665.54 12.2007
1665.65 13.5507
1665.71 14.7711
1665.76 16.6712
1665.82 19.8832
1665.88 25.2078
1665.94 34.2885
1666.00 40.2006
1666.06 34.1283
1666.13 25.1962
1666.17 21.0399
1666.21 18.1896
1666.29 14.9122
1666.37 13.2188
1666.45 12.2780
1666.53 11.6959
1666.61 11.3210
1666.78 10.8758
1666.94 10.6333
1667.10 10.4859
1667.43 10.3215
1667.75 10.2333
1668.08 10.1783
1668.73 10.1104
1670.03 10.0317
1671.34 9.97522
1673.94 9.87878
1676.54 9.78891
1681.75 9.61260
1686.96 9.43015
1692.17 9.22527
1694.78 9.10451
1697.38 8.96041
1699.99 8.77524
1701.29 8.65772
1702.59 8.51706
1703.24 8.43758
1703.90 8.35525
1704.55 8.28017
1705.20 8.24560
1705.52 8.27262
1705.85 8.36890
1706.17 8.60877
1706.50 9.16453
1706.83 10.5138
1706.99 11.8778
1707.15 14.2260
1707.31 18.6273
1707.48 27.7199
1707.56 36.0985
1707.64 49.3107
1707.72 71.1509
1707.80 107.716
1707.90 179.359
1708.00 236.648
1708.10 203.413
1708.20 138.173
1708.31 88.9975
1708.43 62.0560
1708.54 46.7341
1708.65 37.3801
1708.77 31.2853
1708.88 27.0941
1709.10 21.8414
1709.33 18.7717
1709.56 16.8028
1710.01 14.4772
1710.46 13.1784
1710.91 12.3618
1711.36 11.8053
1711.82 11.4041
1712.72 10.8632
1713.62 10.5162
1714.53 10.2730
1715.43 10.0923
1717.24 9.83723
1719.04 9.66189
1722.66 9.42479
1726.27 9.26047
1729.89 9.13152
1737.12 8.92555
1751.57 8.59671
1766.03 8.29706
1780.49 7.97766
1787.72 7.79351
1794.95 7.57747
1802.18 7.30718
1805.79 7.13953
1809.41 6.93935
1813.02 6.69369
1816.63 6.38713
1818.44 6.21178
1819.35 6.12485
1820.25 6.05049
1821.15 6.02044
1821.60 6.05130
1822.06 6.15894
1822.51 6.45366
1822.73 6.76472
1822.96 7.32365
1823.19 8.43046
1823.30 9.42140
1823.41 11.0090
1823.52 13.7546
1823.64 19.0248
1823.69 23.6550
1823.75 30.6549
1823.81 41.7779
1823.86 59.6005
1823.93 92.2365
1824.00 114.012
1824.07 92.2157
1824.14 59.5531
1824.21 37.3172
1824.29 25.5778
1824.36 19.0111
1824.44 15.0770
1824.51 12.5655
1824.58 10.8741
1824.73 8.81489
1824.88 7.64937
1825.03 6.93012
1825.32 6.10344
1825.62 5.64439
1825.92 5.34817
1826.51 4.96272
1827.69 4.48013
1828.88 4.18767
1829.47 4.16369
1830.06 4.32792
1830.66 4.88921
1831.25 6.34632
1831.55 7.77406
1831.84 10.0792
1832.14 13.9279
1832.43 20.6611
1832.58 25.9652
1832.73 33.3167
1832.88 43.8240
1833.03 59.2889
1833.18 82.8317
1833.32 120.010
1833.47 180.724
1833.62 280.894
1833.81 486.574
1834.00 657.180
1834.19 568.305
1834.38 384.446
1834.50 294.620
1834.63 230.031
1834.87 150.892
1835.11 107.971
1835.36 82.5350
1835.60 66.2658
1835.85 55.2082
1836.33 41.4781
1836.82 33.5016
1837.31 28.3924
1838.28 22.3520
1839.26 18.9593
1840.24 16.8183
1841.21 15.3520
1842.19 14.2910
1844.14 12.8604
1846.09 11.9435
1848.04 11.3052
1849.99 10.8341
1853.89 10.1812
1857.80 9.74451
1861.70 9.42588
1865.60 9.17786
1873.41 8.79791
1877.31 8.63745
1881.21 8.48138
1885.11 8.31441
1887.07 8.21870
1889.02 8.10653
1890.97 7.96648
1891.94 7.88136
1892.92 7.78616
1893.41 7.73792
1893.90 7.69604
1894.38 7.67617
1894.87 7.72160
1895.36 7.97012
1895.60 8.30038
1895.85 8.97377
1896.09 10.4539
1896.21 11.8604
1896.33 14.1879
1896.46 18.2963
1896.58 26.1901
1896.64 32.9364
1896.70 43.0503
1896.76 58.5633
1896.82 81.9153
1896.91 135.145
1897.00 177.448
1897.09 152.482
1897.18 103.906
1897.26 74.6574
1897.33 56.0120
1897.41 44.0674
1897.48 36.2201
1897.64 26.7551
1897.79 21.6185
1897.94 18.4792
1898.09 16.4338
1898.39 13.9730
1898.69 12.5791
1899.00 11.7040
1899.30 11.1074
1899.60 10.6802
1900.21 10.1112
1900.81 9.75371
1901.42 9.51081
1902.02 9.33764
1903.23 9.12192
1903.84 9.06638
1904.44 9.05373
1905.05 9.11972
1905.35 9.21596
1905.65 9.40593
1905.96 9.80950
1906.11 10.1862
1906.26 10.8132
1906.41 11.9658
1906.49 12.9296
1906.56 14.3550
1906.64 16.6393
1906.71 20.4383
1906.79 27.4032
1906.86 40.3416
1906.93 59.3208
1907.00 71.9620
1907.07 59.3197
1907.14 40.3337
1907.18 31.7839
1907.23 25.8586
