V-51(n,g) ENDF/B-VII.1
4395.69 0.612541
4400.75 0.505912
4405.80 0.461947
4426.00 0.396084
4497.75 0.298351
4569.50 0.235008
4713.00 0.158024
4856.50 0.117139
5000.00 0.0943290
5314.10 0.0736324
5628.20 0.0725973
5942.30 0.0855800
6256.40 0.117853
6547.70 0.178674
6839.00 0.273777
6934.35 0.300235
6982.03 0.309483
7005.87 0.314984
7017.78 0.326606
7023.74 0.367193
7025.23 0.406551
7026.72 0.510493
7027.47 0.642162
7028.21 0.965063
7028.59 1.33800
7028.96 2.13542
7029.14 2.91860
7029.33 4.29410
7029.52 6.93928
7029.61 9.17041
7029.70 12.3661
7029.85 19.5982
7030.00 24.4202
7030.15 19.5993
7030.30 12.3671
7030.39 9.08583
7030.49 6.82230
7030.68 4.18758
7030.87 2.83422
7031.06 2.06971
7031.45 1.29660
7031.83 0.937878
7032.59 0.627633
7033.36 0.501751
7034.89 0.402579
7036.41 0.365185
7042.53 0.327019
7054.76 0.316946
7079.21 0.313555
7128.12 0.307711
7225.95 0.284819
7421.60 0.216808
7539.13 0.178377
7656.65 0.147062
7774.18 0.122820
7891.70 0.104431
8009.23 0.0905552
8126.75 0.0800690
8244.28 0.0721168
8361.80 0.0660697
8596.85 0.0579857
8831.90 0.0534469
9302.00 0.0503380
10000.0 0.0528889
10064.7 0.0543955
10097.1 0.0590768
10105.2 0.0636968
10113.3 0.0764806
10117.3 0.0937870
10121.4 0.140584
10123.4 0.202234
10125.4 0.360559
10126.4 0.554712
10126.9 0.730427
10127.4 1.00861
10128.0 1.50888
10128.5 2.48286
10128.7 3.40202
10129.0 4.82652
10129.2 7.22128
10129.5 11.3347
10129.7 18.1745
10130.0 22.7643
10130.3 18.1748
10130.5 11.3352
10130.7 7.87815
10130.9 5.72433
10131.1 4.29210
10131.3 3.31551
10131.7 2.13265
10132.1 1.48294
10132.5 1.09258
10132.8 0.841255
10133.6 0.549471
10135.1 0.299982
10136.6 0.200624
10139.7 0.122728
10142.7 0.0935984
10148.8 0.0717988
10154.9 0.0639181
10179.3 0.0562106
10228.0 0.0544686
10325.5 0.0544850
10520.4 0.0552849
10910.3 0.0561816
11690.0 0.0529588
11724.8 0.0542734
11742.2 0.0605604
11751.0 0.0851646
11753.1 0.109616
11755.3 0.174980
11756.4 0.259838
11757.5 0.474721
11758.0 0.735798
11758.6 1.31592
11758.8 1.91908
11759.1 3.05215
11759.3 4.06140
11759.4 5.47695
11759.5 7.86082
11759.7 11.4655
11759.8 18.4249
11760.0 22.8507
11760.2 18.4301
11760.3 11.4369
11760.6 6.53070
11760.8 4.06267
11761.0 2.67991
11761.2 1.91958
11761.6 1.11077
11762.0 0.729260
11762.8 0.395619
11763.6 0.258703
11765.3 0.150193
11766.9 0.109178
11770.2 0.0781107
11773.4 0.0667545
11786.5 0.0553466
11812.7 0.0521750
11865.0 0.0509512
11917.3 0.0507441
11943.5 0.0525250
11956.6 0.0605857
11963.1 0.0914251
11964.8 0.121613
11966.4 0.200555
11967.2 0.300556
11968.0 0.544370
11968.4 0.823356
11968.8 1.41543
11969.1 2.00880
11969.3 2.98834
11969.5 4.80711
11969.6 6.29325
11969.7 8.54490
11969.8 13.6898
11970.0 17.0405
11970.2 13.6897
11970.3 8.54490
11970.5 5.95395
11970.6 4.23445
11970.9 2.38126
11971.1 1.50632
11971.4 1.05160
11971.9 0.591127
11972.4 0.389445
11973.4 0.217552
11974.5 0.149208
11976.5 0.0961667
11978.6 0.0763545
11986.8 0.0562052
12003.3 0.0507257
12036.2 0.0489531
12102.1 0.0477553
12233.8 0.0459100
12497.3 0.0422459
13024.2 0.0351070
14078.0 0.0244096
14882.7 0.0212550
15285.0 0.0235673
15486.2 0.0284778
15586.8 0.0361513
15611.9 0.0414214
15637.1 0.0539429
15649.6 0.0695417
15655.9 0.0841919
15662.2 0.109439
15668.5 0.159204
15671.6 0.204537
15674.8 0.279493
15677.9 0.417022
15679.5 0.532321
15681.1 0.706952
15682.6 0.987459
15684.2 1.47191
15685.8 2.38055
15687.4 4.18079
15688.7 6.67867
15690.0 8.33164
15691.3 6.66664
15692.7 4.18754
15694.1 2.49145
15695.5 1.58728
15697.0 1.08553
15698.4 0.787008
15699.9 0.597653
15701.3 0.470957
15704.2 0.318264
15707.1 0.233792
15709.9 0.182447
15715.7 0.126188
15721.4 0.0977769
15727.2 0.0816622
15738.7 0.0652978
15761.7 0.0544444
15784.7 0.0522724
15876.8 0.0625754
15968.9 0.0890976
16061.0 0.140226
16145.5 0.213726
16230.0 0.257210
16314.5 0.205207
16399.0 0.135979
16453.5 0.106307
16508.0 0.0874226
16617.0 0.0728692
16671.5 0.0761240
16726.0 0.0893732
16780.5 0.120080
16807.8 0.145960
16835.0 0.180339
16866.3 0.224981
16897.5 0.254144
16928.8 0.242840
16960.0 0.199216
17022.5 0.114017
17085.0 0.0691927
17145.8 0.0475581
17206.6 0.0356898
17328.3 0.0238799
17449.9 0.0183210
17571.5 0.0152037
17814.7 0.0122296
17936.4 0.0130140
17966.8 0.0146472
17997.2 0.0195962
18012.4 0.0264849
18020.0 0.0332551
18027.6 0.0453427
18035.2 0.0701268
18039.0 0.0936322
18042.8 0.134101
18046.6 0.212638
18048.5 0.282894
18050.4 0.396419
18052.3 0.596469
18054.2 0.994195
18055.1 1.35387
18056.1 1.93104
18057.0 2.90564
18058.0 4.58690
18059.0 7.32899
18060.0 9.15077
18061.0 7.32051
18062.0 4.58044
18063.0 2.90198
18063.9 1.92902
18064.9 1.35272
18065.8 0.996530
18067.7 0.597608
18069.6 0.397813
18071.5 0.283710
18073.4 0.213428
18077.2 0.134689
18081.0 0.0939365
18084.7 0.0702948
18092.3 0.0452663
18099.9 0.0330060
18107.5 0.0260967
18122.6 0.0189787
18152.9 0.0136276
18183.2 0.0116165
18304.3 0.00927644
18546.5 0.00805631
19031.0 0.00708027
19515.5 0.00683335
20000.0 0.00739828
20374.4 0.00903628
20561.5 0.0110486
20655.1 0.0139257
20701.9 0.0212633
20713.6 0.0280995
20725.3 0.0464732
20731.2 0.0706405
20734.1 0.0937654
20737.0 0.133817
20739.9 0.213094
20741.4 0.285066
20742.9 0.403555
20744.3 0.618305
20745.0 0.797104
20745.8 1.06534
20746.5 1.49049
20747.2 2.21070
20748.0 3.52350
20748.7 6.02469
20749.4 9.66139
20750.0 12.0384
20750.7 9.60529
20751.3 6.02692
20751.8 4.30106
20752.2 3.14047
20752.7 2.36096
20753.1 1.82569
20754.0 1.17310
20754.9 0.815625
20755.8 0.597122
20756.7 0.457504
20758.5 0.293739
20760.3 0.205999
20762.1 0.153733
20765.6 0.0973398
20772.8 0.0532665
20780.0 0.0367918
20794.3 0.0246683
20808.6 0.0204847
20837.2 0.0178930
20865.9 0.0174982
20980.4 0.0204347
21095.0 0.0266515
21152.3 0.0313260
21180.9 0.0347305
21195.3 0.0388825
21202.4 0.0495813
21206.0 0.0844627
21207.8 0.189441
21208.7 0.442913
21209.1 0.870853
21209.6 2.22471
21210.0 4.40726
21210.4 2.21950
21210.8 1.06878
21211.1 0.607916
21211.8 0.277853
21213.1 0.118535
21215.7 0.0613225
21221.0 0.0446525
21231.6 0.0412126
21252.8 0.0427699
21295.2 0.0488573
21337.6 0.0563531
21380.0 0.0649979
21455.0 0.0818300
21530.0 0.0956027
21605.0 0.0981742
21680.0 0.0874611
21830.0 0.0543093
21980.0 0.0324046
22120.6 0.0214501
22261.2 0.0153015
22401.8 0.0116146
22542.4 0.00925845
22823.5 0.00654587
23104.7 0.00509978
23667.0 0.00366542
23948.2 0.00330390
24088.8 0.00330930
24159.1 0.00389032
24194.2 0.00641470
24211.8 0.0162124
24220.6 0.0523563
24225.0 0.174658
24226.1 0.281843
24227.2 0.529776
24227.7 0.795978
24228.3 1.31611
24228.8 2.50449
24229.1 3.67200
24229.4 5.67673
24229.7 9.08842
24230.0 11.3421
24230.3 9.08923
24230.6 5.66831
24230.9 3.61782
24231.2 2.43932
24231.8 1.27665
24232.3 0.764536
24232.9 0.509095
24234.0 0.269797
24235.1 0.167506
24239.6 0.0501348
24248.6 0.0155840
24266.6 0.00619353
24302.6 0.00371968
24374.7 0.00303638
24518.7 0.00276941
24806.7 0.00254589
25382.9 0.00226722
26535.1 0.00197229
27687.3 0.00199574
28263.4 0.00234120
28551.5 0.00282869
28695.5 0.00331104
28767.5 0.00381162
28803.5 0.00476367
28821.5 0.00784480
28830.5 0.0191234
28835.0 0.0589856
28837.3 0.184768
28838.4 0.508433
28839.0 1.09489
28839.3 1.80258
28839.5 3.22902
28839.8 5.16086
28840.0 6.44804
28840.2 5.16206
28840.5 3.22298
28840.8 1.57822
28841.2 0.881358
28841.9 0.376182
28843.3 0.130812
28846.0 0.0412349
28851.6 0.0141492
28862.8 0.00673785
28885.1 0.00493364
28929.7 0.00479865
29018.9 0.00566646
29108.0 0.00719224
29197.2 0.00978111
29286.4 0.0146081
29331.0 0.0187372
29375.6 0.0251003
29420.2 0.0355787
29464.8 0.0543487
29509.4 0.0916607
29531.7 0.124256
29554.0 0.172498
29620.0 0.355300
29653.0 0.292324
29686.0 0.184364
29709.2 0.130528
29732.5 0.0946401
29755.7 0.0708185
29779.0 0.0546530
29825.4 0.0352274
29871.9 0.0247479
29918.4 0.0187285
29964.9 0.0155980
29988.1 0.0153819
30011.3 0.0176782
30023.0 0.0218700
30028.8 0.0261829
30034.6 0.0339555
30040.4 0.0497609
30043.3 0.0645084
30046.2 0.0891982
30049.1 0.135381
30050.6 0.174791
30052.0 0.235525
30053.5 0.335428
30054.9 0.513999
30056.4 0.866730
30057.1 1.17464
30057.8 1.61896
30058.9 2.58668
30060.0 3.23302
30061.1 2.58743
30062.2 1.61949
30063.3 1.00378
30064.4 0.657401
30065.5 0.457013
30066.6 0.334212
30067.7 0.254633
30068.7 0.200531
30070.9 0.134454
30073.1 0.0970483
30075.3 0.0741039
30079.6 0.0484484
30084.0 0.0352234
30088.3 0.0275091
30097.0 0.0192768
30105.7 0.0151491
30114.4 0.0127422
30131.8 0.0100953
30166.6 0.00773637
30201.4 0.00655606
30271.0 0.00521578
30340.6 0.00440074
30479.8 0.00341060
30619.0 0.00282944
30897.5 0.00219391
31175.9 0.00186787
31732.7 0.00155938
32011.1 0.00149221
32150.3 0.00151348
32219.9 0.00170125
32254.7 0.00248366
32272.1 0.00553557
32280.8 0.0170043
32285.2 0.0574397
32287.4 0.184202
32288.5 0.502889
32289.0 1.06333
32289.3 1.71975
32289.5 3.03496
32290.0 6.06397
32290.5 3.03043
32290.8 1.59407
32291.1 0.922447
32291.7 0.410801
32293.0 0.143977
32295.5 0.0440835
32300.6 0.0131149
32310.7 0.00448231
32331.0 0.00220059
32371.5 0.00161021
32452.4 0.00145278
32614.4 0.00140320
32938.4 0.00140518
33262.3 0.00161267
33343.3 0.00184322
33424.3 0.00249764
33464.8 0.00339735
33485.0 0.00428588
33505.3 0.00588636
33525.5 0.00922899
33535.6 0.0124645
33545.8 0.0181693
33555.9 0.0296844
33561.0 0.0404103
33566.0 0.0585299
33571.1 0.0926660
33576.1 0.168412
33578.7 0.245712
33581.2 0.387262
33582.5 0.504947
33583.7 0.675825
33585.0 0.932420
33586.3 1.30625
33587.2 1.66754
33588.1 2.04985
33589.1 2.32522
33590.0 2.34662
33591.9 1.72430
33593.8 1.05554
33595.7 0.645041
33597.6 0.421139
33599.5 0.292296
33601.4 0.213286
33603.4 0.161741
33605.3 0.126811
33609.1 0.0838368
33613.0 0.0594920
33616.8 0.0445009
33624.5 0.0277581
33632.2 0.0191245
33639.9 0.0141162
33655.2 0.00882709
33670.6 0.00624231
33686.0 0.00478994
33716.7 0.00330224
33747.5 0.00259478
33778.2 0.00220405
33839.7 0.00181006
33962.7 0.00152525
34085.6 0.00142641
34577.5 0.00135094
35561.2 0.00145819
36544.9 0.00186344
36790.8 0.00211330
37036.8 0.00262020
37159.7 0.00318574
37282.7 0.00457614
37344.2 0.00634002
37374.9 0.00801180
37405.7 0.0109218
37436.4 0.0167150
37451.8 0.0220630
37467.2 0.0310212
37482.5 0.0477087
37490.2 0.0620241
37497.9 0.0841212
37505.6 0.120688
37513.3 0.186444
37517.1 0.240248
37521.0 0.318041
37524.8 0.433158
37528.6 0.603199
37534.3 0.964251
37540.0 1.20509
37545.7 0.964755
37551.4 0.604204
37555.0 0.442759
37558.6 0.330654
37565.8 0.198648
37573.0 0.130494
37580.2 0.0918726
37587.4 0.0681876
37594.6 0.0527211
37609.0 0.0345330
37623.4 0.0246927
37637.8 0.0188056
37666.5 0.0124338
37695.3 0.00926507
37724.1 0.00748079
37781.7 0.00568921
37896.9 0.00453596
38012.0 0.00435994
38242.4 0.00494571
38472.7 0.00640201
38703.0 0.00921855
38818.2 0.0115910
38933.4 0.0151548
39048.5 0.0207922
39106.1 0.0248864
39163.7 0.0302840
39221.3 0.0375218
39278.8 0.0473710
39336.4 0.0608842
39394.0 0.0794946
39421.7 0.0920545
39435.6 0.105527
39442.5 0.136830
39446.0 0.231448
39447.7 0.486715
39448.6 1.00665
39449.0 1.70494
39449.4 3.37373
39450.0 6.64383
39450.6 3.37114
39451.2 1.32952
39451.8 0.702020
39453.1 0.327599
39455.6 0.173998
39460.6 0.125431
39470.5 0.115223
39490.4 0.120009
39530.3 0.134812
39610.0 0.146570
39718.0 0.111994
39826.0 0.0695766
39905.4 0.0489163
39984.7 0.0354691
40064.1 0.0266430
40143.5 0.0206836
40302.2 0.0135524
40461.0 0.00972526
40619.7 0.00756755
40778.4 0.00657162
40857.8 0.00670806
40937.2 0.00817254
40976.9 0.0105945
40996.7 0.0130770
41016.6 0.0176070
41036.4 0.0270966
41046.3 0.0362481
41056.2 0.0522686
41066.2 0.0841388
41071.1 0.113401
41076.1 0.162023
41081.0 0.251352
41083.5 0.326773
41086.0 0.441517
41088.5 0.626941
41091.0 0.949912
41093.4 1.56330
41094.7 2.07452
41095.9 2.79974
41098.0 4.47818
41100.0 5.59712
41102.0 4.47748
41104.1 2.79927
41105.4 2.05474
41106.6 1.53937
41109.2 0.925947
41111.7 0.607194
41114.3 0.425780
41116.8 0.314180
41119.4 0.241132
41124.5 0.155080
41129.6 0.108297
41134.7 0.0802475
41144.9 0.0496920
41155.1 0.0343144
41165.2 0.0255198
41185.6 0.0163409
41206.0 0.0118811
41226.4 0.00937223
41267.2 0.00676908
41348.7 0.00474796
41430.2 0.00393212
41593.3 0.00321528
41756.4 0.00291448
41919.5 0.00286276
42082.5 0.00325394
42164.1 0.00395834
42204.8 0.00468203
42245.6 0.00599117
42286.4 0.00868283
42327.1 0.0155670
42347.5 0.0238877
42357.7 0.0312236
42367.9 0.0429055
42378.1 0.0630750
42388.3 0.102003
42393.4 0.136269
42398.5 0.189791
42403.6 0.278004
42408.7 0.427806
42420.0 0.971720
42422.8 0.973071
42425.7 0.864478
42431.3 0.553562
42435.8 0.374153
42440.2 0.259686
42444.6 0.187386
42449.0 0.140355
42457.9 0.0863356
42466.7 0.0582618
42475.5 0.0420254
42484.4 0.0318544
42502.1 0.0203590
42519.7 0.0143748
42537.4 0.0108747
42572.8 0.00715572
42608.1 0.00532285
42643.5 0.00428410
42714.2 0.00320490
42855.6 0.00237737
42997.1 0.00205667
43562.8 0.00169258
44128.5 0.00170610
44269.9 0.00179961
44411.4 0.00207423
44482.1 0.00245145
44552.8 0.00349201
44588.2 0.00488799
44605.8 0.00624056
44623.5 0.00862835
44641.2 0.0134531
44650.0 0.0179631
44658.9 0.0256091
44667.7 0.0401014
44672.1 0.0527461
44676.6 0.0726479
44681.0 0.106397
44685.4 0.169572
44687.6 0.223193
44689.8 0.303895
44692.0 0.429110
44694.2 0.623169
44697.1 0.997036
44700.0 1.24610
44702.9 0.997366
44705.8 0.624533
44708.2 0.411490
44710.7 0.282238
44713.2 0.202446
44715.6 0.151153
44720.5 0.0926941
44725.5 0.0624412
44730.4 0.0449615
44735.3 0.0340105
44745.1 0.0216258
44755.0 0.0151736
44764.8 0.0113987
44784.5 0.00739115
44804.2 0.00542268
44823.9 0.00431393
44863.2 0.00317775
44942.0 0.00234554
45020.7 0.00205807
45335.6 0.00187692
45650.5 0.00226612
45729.2 0.00266273
45807.9 0.00374619
45847.3 0.00520505
45867.0 0.00662922
45886.7 0.00916963
45906.3 0.0143944
45916.2 0.0193761
45926.0 0.0280127
45935.9 0.0449667
45940.8 0.0603254
45945.7 0.0854849
45950.6 0.130739
45953.1 0.168123
45955.5 0.223767
45958.0 0.311017
45960.5 0.456584
45962.9 0.716170
45965.4 1.19659
45967.7 1.91564
45970.0 2.39355
45972.3 1.91446
45974.6 1.19830
45976.7 0.776726
45978.8 0.525184
45980.8 0.372676
45982.9 0.275967
45987.0 0.167209
45991.1 0.111635
45995.2 0.0797824
45999.4 0.0599360
46007.6 0.0376262
46015.8 0.0260418
46024.1 0.0192930
46040.5 0.0121421
46057.0 0.00863878
46073.5 0.00666894
46106.4 0.00465381
46172.3 0.00318076
46238.2 0.00267091
46369.9 0.00234630
46501.7 0.00228683
47028.7 0.00265745
47292.2 0.00312008
47555.8 0.00403619
47687.5 0.00496291
47753.4 0.00572177
47819.3 0.00688709
47852.2 0.00773310
47885.2 0.00886835
47918.1 0.0104513
47951.0 0.0127641
47984.0 0.0163429
48016.9 0.0222871
48033.4 0.0268143
48049.9 0.0330245
48066.3 0.0417146
48082.8 0.0540074
48111.4 0.0870915
48140.0 0.123924
48154.3 0.127562
48168.6 0.116249
48197.2 0.0773964
48215.8 0.0574640
48234.4 0.0439714
48252.9 0.0353440
48271.5 0.0303171
48290.1 0.0286660
48308.7 0.0327993
48318.0 0.0406915
48322.6 0.0484604
48327.2 0.0616166
48331.9 0.0859586
48336.5 0.137022
48338.9 0.185710
48341.2 0.268175
48343.5 0.418205
48345.8 0.702962
48347.9 1.11605
48350.0 1.38838
48352.1 1.11178
48354.2 0.700906
48355.6 0.510546
48357.0 0.380295
48359.7 0.229590
48362.5 0.153122
48365.2 0.110352
48368.0 0.0841562
48370.7 0.0671490
48376.2 0.0470783
48381.8 0.0361444
48387.3 0.0295369
48398.3 0.0222128
48420.3 0.0161167
48442.4 0.0135961
48486.5 0.0115506
48530.6 0.0109545
48574.7 0.0111747
48618.8 0.0126180
48640.8 0.0146438
48662.9 0.0200248
48673.9 0.0269677
48679.4 0.0334926
48684.9 0.0446604
48690.4 0.0661918
48693.2 0.0853863
48695.9 0.116121
48698.7 0.170075
48701.4 0.275698
48702.8 0.370367
48704.2 0.520487
48705.6 0.769908
48707.0 1.18763
48708.5 1.89620
48710.0 2.36383
48711.5 1.89019
48713.1 1.18686
48714.2 0.828008
48715.3 0.595971
48716.4 0.442835
48717.6 0.340821
48719.8 0.218540
48722.0 0.152682
48724.3 0.113342
48726.5 0.0883217
48731.0 0.0594267
48735.5 0.0441019
48740.0 0.0350810
48749.0 0.0254586
48767.0 0.0181416
48784.9 0.0156013
48820.9 0.0141594
48856.8 0.0141860
48928.7 0.0156262
49000.5 0.0181251
49072.4 0.0216877
49144.3 0.0266385
49216.1 0.0335099
49288.0 0.0429929
49353.5 0.0544129
49419.0 0.0681937
49550.0 0.0908991
49615.5 0.0899072
49681.0 0.0796683
49812.0 0.0520773
49906.0 0.0372572
50000.0 0.0273808
50171.7 0.0172320
50343.5 0.0122858
50515.2 0.0101041
50601.1 0.0112160
50622.6 0.0129956
50644.0 0.0181217
50654.8 0.0249521
50660.1 0.0314375
50665.5 0.0425552
50670.9 0.0640515
50673.5 0.0831165
50676.2 0.113673
50678.9 0.167132
50681.6 0.271121
50682.9 0.363253
50684.3 0.507987
50685.6 0.745459
50687.0 1.14082
50688.5 1.82220
50690.0 2.26917
50691.5 1.81164
50693.1 1.13627
50694.3 0.772757
50695.5 0.543272
50696.7 0.397376
50697.9 0.301452
50700.3 0.189625
50702.7 0.130667
50705.1 0.0959426
50707.6 0.0740539
50712.4 0.0489848
50717.2 0.0357918
50722.0 0.0280165
50731.7 0.0196918
50751.0 0.0131929
50770.4 0.0107193
50809.0 0.00878332
50847.7 0.00800350
51002.2 0.00703046
51311.4 0.00713326
51466.0 0.00783656
51543.3 0.00845661
51620.6 0.00940033
51659.3 0.0100732
51697.9 0.0109648
51736.6 0.0121988
51775.2 0.0140085
51813.9 0.0168776
51833.2 0.0190121
51852.5 0.0219223
51871.8 0.0260397
51891.2 0.0320972
51910.5 0.0413875
51929.8 0.0560892
51954.9 0.0876413
51980.0 0.124286
51992.6 0.129022
52005.1 0.118877
52030.2 0.0810643
52048.5 0.0593444
52066.7 0.0451712
52103.2 0.0303587
52139.7 0.0239323
52176.2 0.0209507
52249.1 0.0191332
52322.1 0.0196707
52395.1 0.0214199
52468.1 0.0240948
52541.0 0.0276615
52614.0 0.0321527
52715.5 0.0398800
52817.0 0.0485746
53020.0 0.0585155
53121.5 0.0547552
53223.0 0.0467523
53426.0 0.0301337
53657.3 0.0183812
53888.6 0.0122427
54119.9 0.00889855
54351.1 0.00694941
54813.7 0.00501066
55045.0 0.00473515
55160.6 0.00550957
55189.5 0.00643469
55218.5 0.00902572
55232.9 0.0124629
55247.4 0.0213766
55254.6 0.0323773
55258.2 0.0422719
55261.8 0.0582768
55265.4 0.0867207
55269.1 0.143610
55270.9 0.195680
55272.7 0.279519
55274.5 0.423668
55276.3 0.674740
55278.1 1.07728
55280.0 1.34256
55281.9 1.07358
55283.7 0.671860
55285.2 0.465047
55286.6 0.331493
55288.0 0.244914
55289.4 0.187452
55292.2 0.118854
55295.0 0.0821398
55297.8 0.0603294
55300.6 0.0464856
55306.3 0.0305431
55311.9 0.0221095
55317.5 0.0171249
55328.8 0.0117796
55351.3 0.00761505
55373.8 0.00604551
55418.9 0.00484787
55463.9 0.00438874
55644.0 0.00383593
56004.3 0.00356572
56724.8 0.00352738
57445.3 0.00381262
58165.9 0.00438556
58526.1 0.00479910
58706.3 0.00504434
58886.4 0.00531881
59066.6 0.00562579
59156.6 0.00579263
59246.7 0.00596903
59336.8 0.00615558
59426.8 0.00635283
59606.9 0.00678207
59787.1 0.00726220
59967.2 0.00779910
60147.3 0.00839914
60327.5 0.00906879
60687.7 0.0106411
61048.0 0.0125874
61078.9 0.0128941
61094.3 0.0134865
61102.0 0.0154520
61105.9 0.0225108
61107.8 0.0461360
61108.7 0.112519
61109.7 0.988586
61110.0 1.96130
61110.3 0.985615
61111.2 0.123930
61112.1 0.0503484
61113.9 0.0238822
61117.5 0.0159236
61124.7 0.0137655
61139.0 0.0132741
61167.8 0.0132983
61225.3 0.0136100
61340.3 0.0143176
61570.2 0.0158004
62030.2 0.0186625
62950.0 0.0204875
63901.0 0.0160873
64852.0 0.0124883
64895.6 0.0132450
64917.5 0.0165286
64928.4 0.0288561
64933.8 0.0713011
64936.6 0.197380
64937.9 0.485297
64938.6 0.939197
64939.3 2.26712
64940.0 4.51903
64940.7 2.26388
64941.5 0.869373
64942.2 0.432873
64943.7 0.170636
64946.7 0.0617738
64952.8 0.0259584
64964.8 0.0156358
64988.9 0.0128250
65037.1 0.0120115
65133.5 0.0116531
65326.3 0.0113426
65711.9 0.0111514
66483.0 0.0122643
66850.4 0.0139433
67034.2 0.0166756
67080.1 0.0187831
67126.0 0.0239064
67149.0 0.0300533
67171.9 0.0443181
67183.4 0.0598225
67194.9 0.0907015
67200.6 0.118713
67206.4 0.163834
67212.1 0.240462
67217.9 0.373684
67223.9 0.589236
67229.9 0.733845
67235.9 0.590878
67241.9 0.375061
67246.7 0.259354
67251.5 0.186183
67256.2 0.139620
67261.0 0.108993
67270.5 0.0732877
67280.0 0.0544359
67299.0 0.0364352
67318.1 0.0285292
67356.1 0.0220491
67394.2 0.0196166
67546.5 0.0176953
67851.0 0.0188382
68460.0 0.0223798
68499.7 0.0230809
68519.5 0.0252291
68529.4 0.0330176
68534.4 0.0601963
68536.9 0.143907
68538.1 0.348610
68538.7 0.700602
68539.3 1.84036
68539.9 3.65865
68540.5 1.84080
68541.4 0.479672
68542.3 0.210497
68544.2 0.0851057
68547.9 0.0407323
68555.3 0.0274769
68570.1 0.0239005
68599.7 0.0230507
68659.0 0.0229808
68777.5 0.0231594
69014.6 0.0231611
69488.7 0.0213799
70437.0 0.0145777
70648.1 0.0132042
70753.7 0.0127042
70806.5 0.0129789
70832.9 0.0150589
70846.1 0.0233542
70852.7 0.0531034
70856.0 0.147888
70857.6 0.393149
70858.4 0.845007
70859.2 2.58001
70859.9 5.14333
70860.6 2.57530
70861.3 0.893892
70862.1 0.425658
70863.6 0.163081
70866.7 0.0582209
70872.9 0.0247929
70885.3 0.0153106
70909.9 0.0129188
70934.6 0.0136991
70947.0 0.0188254
70953.2 0.0377300
70956.2 0.0989693
70957.8 0.260145
70958.6 0.568299
70959.3 1.81373
70959.9 3.61678
70960.5 1.81455
70961.0 0.757246
70961.6 0.387932
70962.7 0.158361
70964.9 0.0584747
70969.4 0.0247576
70978.3 0.0149012
70996.1 0.0121311
71031.7 0.0112147
71102.8 0.0106378
71245.2 0.00988491
71529.9 0.00865858
71814.7 0.00765369
71957.1 0.00724407
72028.2 0.00715559
72063.8 0.00751185
72081.6 0.00922541
72090.5 0.0158165
72095.0 0.0391172
72097.2 0.111340
72098.3 0.289921
72098.9 0.606583
72099.4 1.65758
72099.9 3.30876
72100.4 1.65799
72101.0 0.537331
72101.6 0.249436
72102.9 0.0931625
