Ga-69(n,g) ENDF/B-VII.1
115.155 3.23656
115.850 2.40480
116.546 1.85685
117.937 1.20296
119.328 0.842898
120.718 0.623972
122.109 0.481121
124.891 0.312402
127.673 0.220492
130.455 0.165042
133.237 0.129075
138.800 0.0868538
144.364 0.0639898
155.491 0.0413450
166.618 0.0309177
177.746 0.0253028
200.000 0.0199615
233.404 0.0180178
250.105 0.0189288
266.807 0.0217729
283.509 0.0289096
291.860 0.0363401
300.211 0.0500993
304.386 0.0617835
308.561 0.0797223
312.737 0.109311
316.912 0.163349
319.000 0.208956
321.088 0.278728
323.176 0.393383
325.263 0.601760
326.307 0.776764
327.351 1.04315
328.395 1.47785
329.439 2.25947
329.961 2.90888
330.483 3.88654
331.004 5.45775
331.526 8.22072
331.787 10.4650
332.048 13.7700
332.309 18.9226
332.570 27.5896
332.701 34.3270
332.831 43.8364
332.962 57.8439
333.092 79.5985
333.223 115.862
333.353 181.940
333.418 236.558
333.484 316.491
333.549 436.426
333.614 616.355
333.707 986.638
333.800 1233.54
333.893 986.172
333.986 615.863
334.054 430.430
334.121 308.952
334.189 228.992
334.257 175.112
334.392 110.549
334.527 75.5336
334.662 54.6532
334.798 41.3006
335.068 25.8845
335.339 17.6986
335.609 12.8504
335.880 9.74811
336.150 7.64548
336.691 5.06191
337.232 3.59623
337.773 2.68597
338.314 2.08239
339.396 1.35719
340.478 0.954868
341.560 0.708836
342.642 0.547543
344.806 0.355996
346.970 0.251000
349.134 0.187338
351.298 0.145879
355.626 0.0970141
359.954 0.0704763
364.282 0.0545352
368.610 0.0442674
377.266 0.0324388
385.922 0.0263834
403.235 0.0217414
420.547 0.0228460
429.203 0.0259880
437.859 0.0326498
446.515 0.0477287
450.843 0.0630022
455.171 0.0910149
457.335 0.114690
459.499 0.150919
461.663 0.210439
463.827 0.318523
464.909 0.409193
465.991 0.547055
467.073 0.771614
468.155 1.17436
468.696 1.50799
469.237 2.00898
469.778 2.81109
470.319 4.21382
470.860 7.00550
471.131 9.57237
471.401 13.8459
471.672 21.7239
471.807 28.4029
471.942 38.5956
472.077 55.1694
472.213 84.2487
472.280 107.426
472.348 140.201
472.415 187.357
472.483 254.896
472.592 408.149
472.700 510.401
472.809 407.995
472.917 254.732
473.023 158.468
473.129 103.840
473.234 72.0202
473.340 52.4248
473.446 39.6825
473.552 30.9981
473.763 20.3316
473.975 14.3171
474.187 10.6108
474.610 6.48470
475.033 4.36553
475.456 3.13728
475.879 2.36308
476.302 1.84422
477.149 1.21366
477.995 0.859972
478.842 0.641975
479.688 0.498260
481.381 0.326571
483.073 0.231886
484.766 0.174231
486.459 0.136567
489.844 0.0920291
493.229 0.0677726
500.000 0.0438197
507.968 0.0319965
515.936 0.0275414
519.920 0.0277408
523.904 0.0319991
525.896 0.0391327
526.892 0.0464827
527.888 0.0599956
528.884 0.0886844
529.382 0.116821
529.880 0.167034
530.378 0.270078
530.627 0.367960
530.876 0.536836
531.125 0.865700
531.250 1.16100
531.374 1.64013
531.499 2.48961
531.561 3.18170
531.623 4.19522
531.686 5.75579
531.748 8.28431
531.810 12.6285
531.872 20.2606
531.936 32.4101
532.000 40.5126
532.064 32.4136
532.128 20.2651
532.166 15.0539
532.205 11.3682
532.282 6.93168
532.359 4.58379
532.436 3.23116
532.512 2.39209
532.589 1.83959
532.743 1.18401
532.897 0.826491
533.051 0.611008
533.358 0.375910
533.666 0.257433
533.974 0.189556
534.589 0.118797
535.204 0.0845839
535.819 0.0654749
537.050 0.0459814
538.280 0.0367284
539.510 0.0316148
541.971 0.0264529
546.893 0.0227806
551.814 0.0216843
571.501 0.0230878
591.187 0.0298060
601.030 0.0397099
603.491 0.0465816
605.952 0.0634175
607.182 0.0851146
607.798 0.106058
608.413 0.143294
609.028 0.219981
609.336 0.293434
609.643 0.421605
609.951 0.676046
610.105 0.909447
610.258 1.29709
610.412 2.00907
610.489 2.61012
610.566 3.52448
610.643 5.00200
610.720 7.57545
610.797 12.4628
610.835 16.5423
610.874 22.3142
610.937 35.6964
611.000 44.6022
611.063 35.6774
611.127 22.3188
611.165 16.5092
611.204 12.4320
611.281 7.54368
611.358 4.97593
611.436 3.50553
611.513 2.59514
611.590 1.99787
611.745 1.29029
611.899 0.905330
612.054 0.673703
612.363 0.421463
612.672 0.294655
612.981 0.222191
613.599 0.147000
614.217 0.110987
614.835 0.0911666
616.071 0.0715998
618.543 0.0589452
621.015 0.0563534
630.903 0.0661981
640.792 0.0902770
650.680 0.135657
655.624 0.174033
660.568 0.232597
665.512 0.328362
670.456 0.501009
672.929 0.644786
675.401 0.861829
677.873 1.21191
680.345 1.83085
681.581 2.33634
682.817 3.08476
684.053 4.26049
685.289 6.26060
685.907 7.83227
686.525 10.0735
687.143 13.4205
687.761 18.7231
688.379 27.8017
688.688 34.9358
688.997 45.0517
689.306 59.9228
689.615 82.6517
689.924 118.625
690.233 176.006
690.617 281.503
691.000 351.651
691.384 281.141
691.767 175.650
692.010 128.424
692.254 95.6600
692.740 57.1185
693.227 37.2308
693.713 25.9688
694.200 19.0626
694.686 14.5542
695.659 9.24902
696.632 6.37922
697.606 4.65911
699.552 2.79247
701.498 1.85670
703.444 1.32261
705.390 0.989536
707.336 0.768045
711.229 0.501148
715.121 0.352682
719.013 0.261733
722.905 0.202039
730.690 0.131072
738.475 0.0921290
746.259 0.0684985
754.044 0.0530980
769.613 0.0349223
785.182 0.0250231
800.751 0.0190496
816.320 0.0151753
847.459 0.0106413
878.597 0.00824567
909.735 0.00713324
925.304 0.00801831
929.197 0.00934505
933.089 0.0133015
935.035 0.0188507
936.981 0.0344106
937.954 0.0555508
938.441 0.0762146
938.927 0.113029
939.414 0.188483
939.657 0.260086
939.901 0.383444
940.144 0.623423
940.265 0.838510
940.387 1.18691
940.509 1.80379
940.570 2.30439
940.630 3.03699
940.691 4.15962
940.752 5.97376
940.813 9.06708
940.874 14.4702
940.937 23.1590
941.000 28.9409
941.063 23.1459
941.127 14.4720
941.184 9.29156
941.242 6.23483
941.299 4.39819
941.357 3.24127
941.472 1.94858
941.587 1.29199
941.702 0.917075
941.817 0.684066
942.046 0.422604
942.276 0.287257
942.506 0.208421
942.966 0.125047
943.426 0.0842009
943.886 0.0612191
944.806 0.0376348
946.646 0.0201692
948.486 0.0138628
952.165 0.00922968
955.845 0.00753894
963.204 0.00623635
970.563 0.00570157
1000.00 0.00491700
1062.97 0.00441013
1125.94 0.00440702
1188.90 0.00489891
1220.39 0.00568942
1228.26 0.00620116
1236.13 0.00739966
1240.07 0.00892101
1244.00 0.0130460
1245.97 0.0186433
1247.94 0.0341326
1248.92 0.0550822
1249.41 0.0755297
1249.90 0.111926
1250.40 0.186438
1250.64 0.257086
1250.89 0.378763
1251.13 0.615116
1251.26 0.826794
1251.38 1.16929
1251.50 1.77401
1251.63 2.98005
1251.69 4.08541
1251.75 5.83614
1251.81 8.79270
1251.87 13.8969
1251.94 22.2673
1252.00 27.8628
1252.07 22.2683
1252.13 13.8982
1252.18 9.52270
1252.23 6.72423
1252.28 4.92501
1252.33 3.75127
1252.43 2.34792
1252.53 1.59625
1252.63 1.15214
1252.73 0.869579
1252.92 0.545270
1253.12 0.373283
1253.32 0.272372
1253.72 0.164288
1254.11 0.110646
1254.51 0.0803450
1255.30 0.0490727
1256.89 0.0257956
1258.47 0.0174265
1261.64 0.0114014
1264.81 0.00934790
1271.16 0.00807286
1277.50 0.00787995
1290.18 0.00848169
1302.87 0.0100163
1315.55 0.0132803
1321.89 0.0164531
1328.23 0.0221538
1334.57 0.0342009
1337.75 0.0461356
1340.92 0.0678404
1342.50 0.0861141
1344.09 0.113993
1345.67 0.159707
1347.26 0.242403
1348.05 0.311604
1348.84 0.416521
1349.64 0.586731
1350.43 0.889657
1350.83 1.13964
1351.22 1.51173
1351.62 2.10201
1352.01 3.12048
1352.41 5.11187
1352.61 6.89874
1352.81 9.80127
1353.01 14.9565
1353.10 19.1604
1353.20 25.3381
1353.30 34.8580
1353.40 50.3614
1353.45 61.9707
1353.50 77.0804
1353.55 97.6763
1353.60 124.386
1353.70 199.401
1353.80 248.741
1353.85 233.690
1353.90 198.587
1354.00 124.363
1354.11 72.9520
1354.22 45.8168
1354.33 30.8684
1354.45 22.0189
1354.56 16.4245
1354.67 12.6902
1354.89 8.19868
1355.11 5.71731
1355.33 4.20894
1355.78 2.55303
1356.22 1.71023
1356.66 1.22545
1357.11 0.921464
1357.55 0.718846
1358.44 0.472979
1359.33 0.335710
1360.21 0.251299
1361.10 0.195734
1362.88 0.129442
1364.65 0.0929784
1366.42 0.0708016
1368.20 0.0563480
1371.75 0.0393011
1375.30 0.0300722
1382.40 0.0210589
1389.49 0.0171226
1396.59 0.0152276
1410.79 0.0140004
1439.18 0.0155752
1467.58 0.0206119
1495.97 0.0314886
1510.17 0.0418197
1524.36 0.0597608
1538.56 0.0958717
1545.66 0.130171
1552.76 0.190351
1556.31 0.239585
1559.86 0.313013
1563.41 0.430146
1565.18 0.517103
1566.95 0.635146
1568.73 0.801481
1570.50 1.04649
1571.39 1.21536
1572.28 1.42974
1573.17 1.70793
1574.05 2.07794
1574.94 2.58555
1575.83 3.30603
1576.71 4.37686
1577.60 6.06265
1578.49 8.92766
1578.93 11.1609
1579.38 14.2949
1579.82 18.8652
1580.26 25.7411
1580.71 36.4613
1581.15 53.1793
1581.73 85.0311
1582.30 106.228
1582.88 84.9589
1583.45 53.1114
1583.85 37.8224
1584.24 27.5636
1584.64 20.6865
1585.04 15.9718
1585.83 10.2336
1586.63 7.07268
1587.42 5.16699
1588.21 3.94058
1589.80 2.51609
1591.39 1.75697
1592.97 1.30860
1596.15 0.833287
1599.32 0.607724
1602.50 0.492976
1608.85 0.424334
1615.19 0.505888
1618.37 0.623895
1621.54 0.842157
1624.72 1.26928
1626.31 1.64308
1627.89 2.22763
1629.48 3.20496
1631.07 4.98931
1631.86 6.46486
1632.65 8.62502
1633.45 11.8704
1634.24 16.7303
1635.37 26.6967
1636.50 33.3071
1637.63 26.6467
1638.76 16.6778
1639.65 11.3517
1640.54 7.97522
1641.43 5.82150
1642.32 4.40189
1644.10 2.74262
1645.88 1.86268
1647.66 1.34596
1649.44 1.01841
1653.00 0.643386
1656.56 0.445324
1660.12 0.328139
1667.24 0.201968
1674.36 0.138831
1681.48 0.102663
1695.72 0.0648937
1709.96 0.0467863
1724.20 0.0371241
1752.68 0.0296259
1781.16 0.0323908
1795.40 0.0389025
1809.64 0.0525716
1816.76 0.0646116
1823.88 0.0832713
1831.00 0.114032
1838.12 0.169604
1841.68 0.215794
1845.24 0.285273
1848.80 0.396675
1852.36 0.591767
1854.14 0.749489
1855.92 0.980695
1857.70 1.33889
1859.48 1.93627
1860.37 2.39639
1861.26 3.04035
1862.15 3.97846
1863.04 5.41502
1863.93 7.75780
1864.82 11.8933
1865.27 15.2012
1865.71 19.9065
1866.16 26.7125
1866.60 36.5111
1867.30 58.2740
1868.00 72.7037
1868.71 58.0546
1869.41 36.2001
1869.98 24.3320
1870.55 16.9202
1871.12 12.2501
1871.69 9.20491
1872.83 5.67214
1873.97 3.81771
1875.11 2.73485
1876.25 2.05256
1878.53 1.27598
1880.80 0.868861
1883.08 0.629884
1885.36 0.477991
1887.64 0.375689
1892.20 0.251266
1896.76 0.183696
1901.31 0.157527
1902.45 0.167019
1903.59 0.208249
1904.16 0.269352
1904.45 0.329448
1904.73 0.434723
1905.02 0.644318
1905.16 0.836432
1905.30 1.15070
1905.44 1.72429
1905.52 2.19823
1905.59 2.90721
1905.66 4.02633
1905.73 5.91089
1905.80 9.31645
1905.87 15.7313
1905.94 25.1313
1906.00 31.4081
1906.07 25.1313
1906.13 15.7309
1906.17 11.3778
1906.22 8.40779
1906.30 4.98335
1906.39 3.25263
1906.47 2.29374
1906.56 1.70251
1906.65 1.31901
1906.82 0.872298
1906.99 0.630055
1907.16 0.485860
1907.50 0.328828
1907.84 0.249233
1908.19 0.203235
1908.87 0.154211
1910.24 0.114189
1911.61 0.0966780
1917.10 0.0683511
1928.07 0.0454157
1939.03 0.0334903
1950.00 0.0262253
1971.94 0.0187057
1982.91 0.0192844
1985.65 0.0218975
1988.39 0.0301936
1989.76 0.0419719
1991.13 0.0748456
1991.82 0.119022
1992.16 0.161717
1992.50 0.236482
1992.85 0.386669
1993.02 0.525271
1993.19 0.757418
1993.36 1.19279
1993.45 1.56661
1993.53 2.13668
1993.62 3.08790
1993.70 4.77355
1993.74 6.15850
1993.79 8.16190
1993.83 11.1184
1993.87 15.3461
1993.94 24.4975
1994.00 30.5786
1994.06 24.4982
1994.13 15.3470
1994.17 10.7925
1994.22 7.78204
1994.27 5.79150
1994.31 4.44197
1994.40 2.81870
1994.50 1.94113
1994.59 1.40964
1994.68 1.06906
1994.86 0.677058
1995.05 0.467205
1995.23 0.343403
1995.60 0.209816
1995.96 0.143383
1996.33 0.105632
1997.06 0.0665463
1998.53 0.0372594
2000.00 0.0265362
2002.61 0.0190154
2005.22 0.0159169
2010.43 0.0132229
2020.86 0.0111251
2041.72 0.00931493
2083.43 0.00779416
2125.15 0.00759829
2146.01 0.00864055
2156.44 0.0126091
2159.04 0.0165983
2161.65 0.0277177
2162.96 0.0428718
2164.26 0.0844063
2164.91 0.139653
2165.24 0.192705
2165.56 0.285384
2165.89 0.469494
2166.05 0.638417
2166.21 0.918966
2166.38 1.43414
2166.46 1.87215
2166.54 2.53002
2166.62 3.60598
2166.70 5.45464
2166.78 8.94355
2166.83 11.8763
2166.87 15.9145
2166.93 25.5355
2167.00 31.8246
2167.07 25.3852
2167.14 15.9152
2167.21 9.63124
2167.27 6.22215
2167.34 4.27499
2167.41 3.09232
2167.48 2.32187
2167.55 1.80933
2167.69 1.18391
2167.83 0.831509
2167.97 0.617125
2168.24 0.379159
2168.52 0.256984
2168.80 0.186404
2169.35 0.112392
2170.46 0.0561330
2171.56 0.0354971
2173.78 0.0203253
2175.99 0.0149165
2180.42 0.0110516
2184.85 0.00975118
2202.56 0.00889260
2237.97 0.0101751
2273.39 0.0130297
2308.81 0.0184855
2326.52 0.0231006
2344.23 0.0300982
2361.94 0.0413957
2379.65 0.0613296
2397.36 0.101500
2406.22 0.138920
2415.07 0.202112
2423.93 0.321226
2428.35 0.424575
2432.78 0.586255
2437.21 0.858244
2439.42 1.06826
2441.64 1.36102
2443.85 1.78251
2446.06 2.40885
2448.28 3.36615
2450.49 4.83080
2453.50 7.72042
2456.50 9.63392
2459.51 7.69626
2462.51 4.80749
2464.57 3.43190
2466.62 2.50557
2468.68 1.88254
2470.73 1.45426
2474.85 0.931483
2478.96 0.642364
2483.07 0.467944
2487.18 0.355362
2495.41 0.224380
2503.63 0.154304
2511.85 0.112606
2520.08 0.0858422
2528.30 0.0676641
2544.75 0.0452861
2561.20 0.0325734
2577.65 0.0246760
2594.09 0.0194426
2626.99 0.0131710
2659.89 0.00971794
2725.68 0.00630827
2791.47 0.00485075
2857.26 0.00428542
2923.05 0.00456492
2939.50 0.00502177
2955.95 0.00626132
2964.17 0.00791772
2972.40 0.0124992
2976.51 0.0187802
2980.62 0.0363748
2982.68 0.0604993
2983.70 0.0843401
2984.73 0.127379
2985.76 0.217507
2986.27 0.305110
2986.79 0.460256
2987.05 0.587135
2987.30 0.775240
2987.56 1.07117
2987.82 1.57562
2988.07 2.53991
2988.20 3.39291
2988.33 4.73750
2988.46 7.06766
2988.59 11.4861
2988.65 15.3098
2988.72 21.1762
2988.78 30.5070
2988.84 45.4782
2988.92 72.9550
2989.00 90.9666
2989.08 72.5842
2989.16 45.4791
2989.24 26.6328
2989.33 16.7073
2989.42 11.2482
2989.50 8.04895
2989.59 5.99959
2989.68 4.64610
2989.85 3.00510
2990.02 2.09754
2990.20 1.54543
2990.54 0.937931
2990.89 0.628741
2991.24 0.451393
2991.93 0.265733
2992.62 0.175574
2993.31 0.125241
2994.70 0.0738727
2996.08 0.0495555
2997.47 0.0361707
3000.24 0.0227360
3005.78 0.0131239
3011.32 0.00988497
3022.39 0.00804644
3033.47 0.00832752
3044.55 0.0103352
3055.63 0.0168117
3061.17 0.0259445
3063.94 0.0350707
3066.71 0.0517112
3069.48 0.0871254
3070.86 0.122144
3072.25 0.185313
3072.94 0.238061
3073.63 0.317657
3074.33 0.446388
3075.02 0.673979
3075.37 0.860630
3075.71 1.13656
3076.06 1.57036
3076.40 2.30917
3076.75 3.71942
3076.92 4.95911
3077.10 6.92561
3077.27 10.2984
3077.44 16.7241
3077.53 22.3178
3077.61 30.7907
3077.70 44.4086
3077.79 65.9660
3077.89 105.767
3078.00 131.979
3078.11 105.367
3078.21 65.9649
3078.29 47.0655
3078.36 34.3469
3078.43 25.7982
3078.51 19.9246
3078.65 12.7586
3078.80 8.79696
3078.94 6.40727
3079.09 4.86474
3079.38 3.07405
3079.67 2.11139
3079.96 1.53841
3080.26 1.17047
3080.55 0.921148
3081.13 0.612729
3081.71 0.437517
3082.30 0.328407
3082.88 0.255907
3084.05 0.168545
3085.21 0.120010
3087.55 0.0707277
3089.88 0.0474864
3092.21 0.0347298
3096.88 0.0219390
3106.21 0.0127741
3115.55 0.00963258
3134.21 0.00761079
3152.88 0.00720003
3190.21 0.00774232
3227.54 0.00922967
3264.87 0.0117424
3302.20 0.0159470
3339.53 0.0236156
3358.20 0.0307031
3367.53 0.0388238
3369.86 0.0441587
3372.20 0.0570892
3373.36 0.0736765
3374.53 0.117849
3375.11 0.175746
3375.70 0.325978
3375.99 0.513135
3376.28 0.958185
3376.43 1.45618
3376.57 2.47951
3376.64 3.43873
3376.72 5.03754
3376.79 7.88304
3376.86 13.0318
3376.93 20.7987
3377.00 25.9646
3377.07 20.7990
3377.14 13.0323
3377.20 8.71746
3377.25 6.04162
3377.31 4.36684
3377.37 3.29463
3377.48 2.04210
3377.59 1.38527
3377.82 0.759635
3378.04 0.486273
3378.50 0.258727
3378.95 0.169312
3379.86 0.100732
3380.76 0.0756492
3382.57 0.0577737
3384.38 0.0521485
3391.63 0.0509671
3406.12 0.0644016
3420.61 0.0878288
3435.10 0.127928
3442.35 0.159343
3449.60 0.203969
3456.84 0.270240
3464.09 0.374387
3471.33 0.550685
3474.96 0.687657
3478.58 0.879811
3482.20 1.15842
3485.83 1.57668
3489.45 2.22355
3493.07 3.22744
3497.84 5.15858
3502.60 6.43675
3507.37 5.14051
3512.13 3.21003
3515.67 2.22705
3519.22 1.58817
3522.76 1.17172
3526.30 0.892576
3533.39 0.560556
3540.47 0.381635
3547.56 0.275511
3554.64 0.207837
3568.81 0.130005
3582.99 0.0888241
3597.16 0.0644998
3611.33 0.0489707
3625.50 0.0384689
3653.84 0.0256171
3682.18 0.0184263
3710.52 0.0144205
3724.70 0.0147568
3731.78 0.0217361
3733.55 0.0293617
3735.32 0.0508053
3736.21 0.0798695
3737.09 0.158186
3737.54 0.259966
3737.98 0.518762
3738.20 0.831753
3738.42 1.54237
3738.53 2.29604
3738.64 3.72257
3738.70 4.98379
3738.76 6.89148
3738.81 9.92792
3738.87 14.8060
3738.93 23.7965
3739.00 29.6906
3739.07 23.6555
3739.14 14.8064
3739.20 9.19939
3739.27 6.06099
3739.33 4.20041
3739.40 3.07068
3739.53 1.82184
3739.66 1.20281
3739.92 0.634052
3740.18 0.391939
3740.70 0.194927
3741.23 0.118845
3742.27 0.0607349
3743.32 0.0392956
3745.41 0.0233751
3747.49 0.0175605
3755.85 0.0113934
3772.57 0.00894149
3806.00 0.00709502
3839.43 0.00648888
3847.79 0.00685107
3856.15 0.00832429
3864.51 0.0170690
3866.60 0.0261173
3868.69 0.0513975
3869.73 0.0857158
3870.78 0.179008
3871.30 0.301627
3871.56 0.417798
3871.82 0.617969
3872.08 1.00707
3872.21 1.35749
3872.34 1.92055
3872.47 2.92408
3872.60 4.91398
3872.67 6.75430
3872.73 9.68509
3872.80 14.6645
3872.86 23.3185
3872.93 37.2375
3873.00 46.4882
3873.07 37.2379
3873.14 23.3191
3873.18 16.4939
3873.23 12.0254
3873.28 9.02667
3873.33 6.96866
3873.42 4.44138
3873.51 3.06414
3873.61 2.22622
3873.70 1.69203
3873.89 1.06746
3874.08 0.733718
3874.27 0.535235
3874.65 0.321705
3875.40 0.154256
3876.16 0.0914778
3877.67 0.0445049
3879.18 0.0274609
3882.20 0.0149754
3885.22 0.0104955
3897.31 0.00598299
3909.40 0.00502770
3921.49 0.00465236
3945.66 0.00473953
3957.75 0.00670470
3963.79 0.0147795
3965.30 0.0229261
3966.81 0.0452638
3967.57 0.0749230
3968.33 0.152722
3968.70 0.250591
3969.08 0.486709
3969.27 0.755047
3969.46 1.31818
3969.55 1.86216
3969.65 2.78264
3969.74 4.47795
3969.84 7.75341
3969.92 12.4343
3970.00 15.5051
3970.08 12.3741
3970.17 7.75349
3970.22 5.48706
3970.28 3.97751
3970.40 2.28665
3970.51 1.45682
3970.63 1.00164
3970.86 0.552838
3971.09 0.349766
3971.56 0.176373
3972.02 0.106735
3972.94 0.0523320
3973.87 0.0319151
3977.58 0.0111190
3984.99 0.00561553
3999.80 0.00418549
4029.44 0.00393180
4059.08 0.00424995
4088.72 0.00513101
4118.36 0.00724996
4133.18 0.00942208
4147.99 0.0134016
4155.40 0.0167499
4162.81 0.0218447
4170.22 0.0301487
4177.63 0.0450467
4181.34 0.0573966
4185.04 0.0759543
4188.75 0.105699
4192.45 0.157787
4196.16 0.261773
4198.01 0.357725
4199.86 0.517954
4201.71 0.815097
4202.64 1.06820
4203.57 1.45692
4204.49 2.09350
4205.42 3.22408
4205.88 4.13394
4206.34 5.43552
4206.81 7.33136
4207.27 10.0822
4207.99 16.1079
4208.70 20.1133
4209.42 16.1012
4210.13 10.0757
4210.72 6.75028
4211.30 4.68058
4211.89 3.38117
4212.47 2.53637
4213.64 1.56003
4214.82 1.04859
4215.99 0.750790
4217.16 0.563242
4219.50 0.350103
4221.84 0.238528
4224.18 0.173108
4226.53 0.131533
4228.87 0.103503
4233.55 0.0692629
4238.24 0.0499905
4242.92 0.0381164
4247.61 0.0303210
4256.97 0.0211561
4266.34 0.0163595
4285.08 0.0125869
4303.82 0.0134594
4313.19 0.0160569
4322.55 0.0216095
4327.24 0.0265278
4331.92 0.0341638
4336.61 0.0467641
4341.29 0.0695302
4343.63 0.0884525
4345.98 0.116882
4348.32 0.162400
4350.66 0.241931
4353.00 0.399854
4354.17 0.544651
4355.34 0.784934
4356.51 1.22563
4357.10 1.59746
4357.69 2.16123
4358.27 3.07178
4358.86 4.64976
4359.15 5.89351
4359.44 7.63716
4359.74 10.1162
4360.03 13.6063
4360.51 21.7758
4361.00 27.2043
4361.49 21.7521
4361.97 13.6006
4362.51 7.95894
4363.05 4.99435
4363.59 3.36333
4364.13 2.39859
4364.67 1.78816
4365.21 1.38174
4366.29 0.893072
4367.37 0.622979
4368.44 0.459004
4370.60 0.278709
4372.76 0.187169
4374.91 0.134499
4377.07 0.101458
4379.23 0.0793905
4383.54 0.0526399
4387.85 0.0376639
4392.17 0.0284336
4396.48 0.0223393
4405.11 0.0150305
4413.73 0.0109668
4430.99 0.00680763
4448.24 0.00480227
4465.49 0.00366642
4500.00 0.00246537
4500.00 0.322541
7250.00 0.261368
10000.0 0.226813
17500.0 0.162838
25000.0 0.131836
37500.0 0.103703
50000.0 0.0874640
70000.0 0.0722732
100000 0.0600452
100000 0.0600452
126132 0.0543528
200000 0.0445995
300000 0.0388017
323359 0.0379856
323360 0.0379855
323364 0.0379853
323364 0.0379853
361682 0.0360321
400000 0.0343616
500000 0.0324638
582492 0.0317806
582500 0.0317778
582501 0.0317776
582501 0.0317775
600000 0.0262007
700000 0.0226557
750000 0.0217651
800000 0.0209638
884747 0.0201308
884760 0.0201304
884760 0.0201304
900000 0.0197158
1.00000E+06 0.0187018
1.04353E+06 0.0184908
1.04355E+06 0.0184907
1.04370E+06 0.0184898
1.12290E+06 0.0180342
1.12298E+06 0.0180338
1.15058E+06 0.0177875
1.15060E+06 0.0177873
1.15060E+06 0.0177873
1.25000E+06 0.0169716
1.35614E+06 0.0162059
1.35616E+06 0.0162056
1.35630E+06 0.0162033
1.50000E+06 0.0141039
1.50930E+06 0.0140505
1.50975E+06 0.0140479
1.54820E+06 0.0133491
1.54821E+06 0.0133489
1.54823E+06 0.0133488
1.54823E+06 0.0133487
1.74890E+06 0.0120699
1.74893E+06 0.0120698
1.75000E+06 0.0120646
1.79060E+06 0.0118739
1.79063E+06 0.0118737
1.91925E+06 0.0111119
1.91928E+06 0.0111118
1.95233E+06 0.0109709
1.95236E+06 0.0109707
2.00000E+06 0.0106889
2.00123E+06 0.0106819
2.00127E+06 0.0106779
2.00194E+06 0.0106019
2.00198E+06 0.0106015
2.03695E+06 0.0102129
2.03698E+06 0.0102127
2.05338E+06 0.0101019
2.05342E+06 0.0101017
2.07510E+06 0.00995675
2.07513E+06 0.00995665
2.23013E+06 0.00947230
2.23017E+06 0.00947219
2.25174E+06 0.00940927
2.25178E+06 0.00940913
2.25245E+06 0.00940657
2.28391E+06 0.00929756
2.28394E+06 0.00929745
2.35341E+06 0.00906627
2.35345E+06 0.00906616
2.38770E+06 0.00895673
2.38774E+06 0.00895661
2.45872E+06 0.00873881
2.45876E+06 0.00873868
2.46420E+06 0.00872248
2.46424E+06 0.00872235
2.46552E+06 0.00871855
2.46556E+06 0.00871843
3.00000E+06 0.00739325
4.00000E+06 0.00510110
4.44684E+06 0.00411459
4.44745E+06 0.00411345
4.54811E+06 0.00393079
5.00000E+06 0.00324332
6.00000E+06 0.00199503
6.70369E+06 0.00138891
