I-127(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1732.34 0.148584
1732.74 0.107850
1733.52 0.0813060
1734.31 0.0767803
1735.88 0.0895108
1737.45 0.124856
1738.24 0.155839
1739.02 0.203001
1739.81 0.279165
1740.59 0.413569
1740.99 0.523603
1741.38 0.687183
1741.77 0.946297
1742.16 1.39433
1742.56 2.27530
1742.75 3.08049
1742.95 4.40429
1743.05 5.42700
1743.15 6.83576
1743.25 8.86999
1743.34 11.9502
1743.44 16.8978
1743.54 25.4457
1743.59 32.1425
1743.64 41.4921
1743.69 54.7214
1743.74 73.3276
1743.82 117.502
1743.90 146.477
1743.98 116.948
1744.07 73.3662
1744.14 46.6663
1744.22 31.2913
1744.30 22.0145
1744.37 16.2920
1744.52 9.90836
1744.68 6.71798
1744.83 4.94239
1744.98 3.89007
1745.29 2.89994
1745.60 2.83375
1745.75 3.17972
1745.90 3.97344
1746.05 5.69241
1746.13 7.29256
1746.21 9.86177
1746.28 14.4364
1746.36 23.2754
1746.40 31.0820
1746.44 43.2919
1746.47 63.2001
1746.51 96.0991
1746.56 153.532
1746.60 191.874
1746.64 153.491
1746.69 96.0221
1746.74 55.1149
1746.79 34.4798
1746.84 23.0768
1746.89 16.5368
1746.94 12.3483
1746.99 9.62063
1747.09 6.33562
1747.19 4.49976
1747.29 3.39078
1747.49 2.15286
1747.70 1.51107
1747.90 1.13590
1748.30 0.729018
1748.70 0.520166
1749.10 0.397310
1749.91 0.264081
1750.71 0.199896
1751.52 0.177744
1751.92 0.190177
1752.32 0.251315
1752.52 0.339900
1752.72 0.568087
1752.83 0.840197
1752.93 1.43172
1752.98 2.04079
1753.03 3.12179
1753.08 5.28212
1753.10 7.17314
1753.13 9.96478
1753.16 15.8748
1753.20 19.8095
1753.24 15.8736
1753.27 9.96237
1753.31 6.24431
1753.35 4.12780
1753.38 2.89221
1753.42 2.14697
1753.49 1.31099
1753.56 0.891337
1753.70 0.503907
1753.84 0.339071
1754.13 0.202465
1754.41 0.148049
1754.98 0.104236
1755.55 0.0879981
1756.12 0.0840970
1756.69 0.0966537
1756.98 0.120109
1757.26 0.185657
1757.40 0.269345
1757.55 0.467884
1757.62 0.687444
1757.69 1.13177
1757.72 1.54831
1757.76 2.21051
1757.79 3.39248
1757.83 5.43889
1757.87 8.70255
1757.90 10.7909
1757.94 8.60588
1757.97 5.43826
1758.00 3.81305
1758.02 2.78051
1758.07 1.60631
1758.12 1.03533
1758.17 0.728550
1758.28 0.422047
1758.38 0.282735
1758.58 0.163799
1758.78 0.115625
1759.18 0.0772546
1759.59 0.0622703
1761.21 0.0461143
1762.82 0.0452469
1764.44 0.0518487
1766.06 0.0712667
1766.87 0.0919797
1767.67 0.130318
1768.48 0.212157
1768.89 0.292548
1769.29 0.436387
1769.49 0.555865
1769.70 0.733955
1769.90 1.01773
1770.10 1.51047
1770.30 2.47990
1770.40 3.36015
1770.50 4.80567
1770.60 7.41541
1770.66 9.60539
1770.71 12.8131
1770.76 17.9743
1770.81 26.4778
1770.83 33.2396
1770.86 42.1295
1770.88 54.3258
1770.91 70.9290
1770.95 114.140
1771.00 142.201
1771.05 113.154
1771.09 70.9240
1771.13 47.0192
1771.17 32.6372
1771.21 23.6040
1771.25 17.7171
1771.32 10.9130
1771.40 7.34348
1771.47 5.26259
1771.55 3.95082
1771.70 2.45849
1771.85 1.67660
1772.01 1.21748
1772.16 0.925446
1772.31 0.728383
1772.61 0.487359
1772.92 0.351299
1773.22 0.267145
1773.53 0.211576
1774.13 0.145312
1774.74 0.109191
1775.96 0.0748298
1777.18 0.0636189
1778.39 0.0706243
1779.00 0.0889551
1779.61 0.143632
1779.91 0.216925
1780.22 0.407640
1780.37 0.643330
1780.44 0.855299
1780.52 1.19977
1780.60 1.81197
1780.63 2.31151
1780.67 3.04605
1780.71 4.17902
1780.75 6.02648
1780.79 9.21692
1780.82 14.8831
1780.86 23.9616
1780.90 29.8270
1780.94 23.7134
1780.98 14.8837
1781.01 9.44190
1781.05 6.35143
1781.08 4.45319
1781.12 3.29699
1781.19 1.98863
1781.26 1.33397
1781.33 0.954597
1781.40 0.722207
1781.54 0.459160
1781.83 0.243765
1782.11 0.160879
1782.67 0.0989583
1783.24 0.0784933
1784.37 0.0715955
1785.50 0.0859491
1786.63 0.128093
1787.19 0.172083
1787.76 0.252631
1788.04 0.320292
1788.32 0.422404
1788.60 0.588192
1788.89 0.881127
1789.03 1.12276
1789.17 1.47902
1789.31 2.03975
1789.45 2.99626
1789.59 4.82665
1789.66 6.45419
1789.73 9.00671
1789.80 13.4697
1789.84 16.9522
1789.87 21.9074
1789.91 29.4834
1789.95 40.8897
1789.98 59.1307
1790.02 88.6042
1790.06 142.784
1790.10 177.932
1790.12 166.672
1790.14 141.433
1790.19 88.5989
1790.22 61.1414
1790.25 43.4243
1790.28 31.9440
1790.31 24.2822
1790.38 15.2128
1790.44 10.4023
1790.50 7.50089
1790.57 5.65524
1790.70 3.54924
1790.82 2.42595
1790.95 1.76760
1791.08 1.34634
1791.20 1.06085
1791.46 0.709116
1791.71 0.510712
1791.97 0.387272
1792.22 0.306026
1792.73 0.209013
1793.24 0.156477
1793.75 0.126016
1794.26 0.108316
1795.28 0.0979651
1796.29 0.127494
1796.80 0.181854
1797.06 0.237632
1797.31 0.338106
1797.57 0.546157
1797.69 0.742937
1797.82 1.08103
1797.95 1.74176
1798.01 2.33319
1798.08 3.27000
1798.14 4.93842
1798.20 8.17150
1798.24 11.1097
1798.27 15.7947
1798.30 23.6340
1798.33 36.4613
1798.35 47.0472
1798.37 58.4877
1798.40 73.2432
1798.44 58.4861
1798.47 36.4592
1798.50 24.9424
1798.52 17.8117
1798.55 13.0206
1798.58 9.94799
1798.63 6.23317
1798.68 4.24284
1798.74 3.06675
1798.79 2.31840
1798.89 1.46510
1799.00 1.00872
1799.10 0.741427
1799.32 0.453034
1799.53 0.309419
1799.74 0.228383
1800.16 0.144591
1800.58 0.104465
1801.01 0.0825788
1801.85 0.0621806
1802.70 0.0576711
1803.54 0.0703950
1803.96 0.0939137
1804.39 0.160811
1804.60 0.248369
1804.81 0.469258
1804.91 0.733487
1805.02 1.31734
1805.07 1.92336
1805.12 3.05015
1805.15 4.02106
1805.18 5.41655
1805.20 7.54042
1805.23 10.7757
1805.27 17.2592
1805.30 21.3978
1805.34 17.0681
1805.37 10.7758
1805.41 6.36517
1805.45 4.06465
1805.49 2.77417
1805.52 2.00024
1805.60 1.16723
1805.68 0.768511
1805.83 0.409063
1805.98 0.259530
1806.29 0.138644
1806.59 0.0921178
1807.20 0.0566379
1807.81 0.0436244
1810.26 0.0319308
1812.70 0.0336529
1815.14 0.0414308
1817.58 0.0588843
1818.80 0.0752401
1820.02 0.102829
1821.24 0.155808
1821.86 0.204012
1822.47 0.285359
1823.08 0.444869
1823.38 0.592851
1823.69 0.847254
1823.99 1.35045
1824.14 1.81789
1824.30 2.60218
1824.45 4.10002
1824.53 5.40436
1824.60 7.46679
1824.68 11.0547
1824.72 13.8479
1824.75 17.8114
1824.79 23.6447
1824.83 32.5765
1824.87 46.7516
1824.91 69.4515
1824.95 111.259
1825.00 139.251
1825.05 111.269
1825.09 69.4743
1825.15 40.7713
1825.20 25.8930
1825.25 17.5133
1825.30 12.6447
1825.35 9.50419
1825.40 7.45015
1825.51 4.97536
1825.61 3.60246
1825.71 2.78702
1825.92 1.91865
1826.12 1.52637
1826.33 1.36246
1826.74 1.41916
1827.15 1.97880
1827.35 2.59096
1827.56 3.67669
1827.76 5.80851
1827.87 7.70748
1827.97 10.7110
1828.07 15.9567
1828.12 20.0779
1828.17 25.9585
1828.23 34.8838
1828.28 48.4681
1828.33 70.2897
1828.38 105.708
1828.44 168.938
1828.50 211.035
1828.56 168.920
1828.62 105.684
1828.69 62.2353
1828.76 39.2051
1828.82 26.4789
1828.89 18.9288
1828.96 14.1483
1829.02 10.9531
1829.16 7.12544
1829.29 4.98700
1829.42 3.69345
1829.69 2.25973
1829.96 1.52676
1830.23 1.10501
1830.49 0.839139
1830.76 0.660626
1831.30 0.442580
1831.83 0.319654
1832.36 0.243148
1832.90 0.192391
1833.97 0.131027
1835.04 0.0967506
1837.17 0.0619505
1839.31 0.0458963
1841.45 0.0377477
1845.72 0.0323896
1850.00 0.0363019
1852.14 0.0424678
1854.28 0.0536952
1856.41 0.0750934
1857.48 0.0936095
1858.55 0.122926
1859.62 0.175053
1860.16 0.219587
1860.69 0.291154
1861.22 0.424886
1861.49 0.545236
1861.76 0.748663
1862.03 1.14673
1862.16 1.51587
1862.29 2.13634
1862.43 3.33236
1862.49 4.39410
1862.56 6.06789
1862.63 9.02916
1862.66 11.4504
1862.69 14.8545
1862.71 17.2161
1862.73 20.1624
1862.74 23.8850
1862.76 28.3340
1862.78 34.4080
1862.79 41.8114
1862.81 52.0310
1862.83 64.3960
1862.85 82.8230
1862.86 102.719
1862.90 128.220
1862.92 120.343
1862.94 102.730
1862.97 64.4185
1863.00 44.0083
1863.03 31.3933
1863.06 22.9800
1863.09 17.5926
1863.15 11.1211
1863.20 7.71978
1863.26 5.67698
1863.31 4.40493
1863.43 2.94175
1863.54 2.18008
1863.65 1.75165
1863.88 1.33768
1864.11 1.19554
1864.33 1.19051
1864.79 1.46131
1865.24 2.21112
1865.46 2.93264
1865.69 4.13777
1865.92 6.34754
1866.03 8.18359
1866.14 10.9363
1866.26 15.2915
1866.37 22.6459
1866.48 35.9831
1866.54 46.7353
1866.60 61.2098
1866.70 98.0263
1866.80 122.223
1866.90 97.6290
1867.01 61.1886
1867.08 43.1310
1867.15 31.2950
1867.22 23.3162
1867.30 17.9583
1867.44 11.4293
1867.59 7.85332
1867.73 5.70938
1867.88 4.33122
1868.16 2.73733
1868.45 1.88308
1868.74 1.37674
1869.32 0.829299
1869.90 0.555937
1870.48 0.400047
1871.06 0.302782
1871.64 0.238025
1872.80 0.159819
1873.96 0.116339
1875.11 0.0898195
1876.27 0.0726669
1878.59 0.0536559
1880.90 0.0478607
1882.06 0.0516908
1883.22 0.0697475
1883.80 0.0969260
1884.38 0.173310
1884.67 0.275538
1884.81 0.373692
1884.96 0.543304
1885.10 0.880450
1885.18 1.19084
1885.25 1.69623
1885.32 2.62952
1885.36 3.39987
1885.39 4.55688
1885.43 6.39340
1885.46 9.51045
1885.50 15.2059
1885.54 26.0807
1885.55 33.3211
1885.57 41.5673
1885.60 51.8319
1885.63 41.5664
1885.66 26.0796
1885.69 18.3549
1885.71 13.4234
1885.73 9.98078
1885.75 7.73303
1885.80 4.93516
1885.84 3.39902
1885.89 2.47675
1885.93 1.88342
1886.02 1.20062
1886.11 0.831083
1886.20 0.613647
1886.38 0.377499
1886.74 0.192765
1887.10 0.123364
1887.81 0.0715399
1888.53 0.0530899
1889.96 0.0411253
1891.40 0.0404721
1892.83 0.0480167
1893.55 0.0571737
1894.26 0.0743926
1894.98 0.111102
1895.34 0.147011
1895.70 0.211122
1896.05 0.343879
1896.23 0.470882
1896.41 0.692619
1896.59 1.13332
1896.68 1.54106
1896.77 2.21194
1896.86 3.46284
1896.91 4.52606
1896.95 6.10953
1896.99 8.73450
1897.04 13.3566
1897.08 22.2738
1897.11 29.6113
1897.13 40.0465
1897.15 51.2735
1897.16 64.1171
1897.20 80.1904
1897.24 64.1161
1897.27 40.0458
1897.30 26.2872
1897.33 17.9464
1897.37 12.8216
1897.40 9.53901
1897.46 5.81084
1897.52 3.88805
1897.58 2.77965
1897.64 2.08647
1897.77 1.30423
1897.89 0.898019
1898.02 0.661372
1898.26 0.413234
1898.51 0.294011
1898.76 0.230825
1899.25 0.181189
1899.75 0.193828
1900.25 0.302151
1900.49 0.462934
1900.62 0.618984
1900.74 0.887449
1900.86 1.41516
1900.93 1.88924
1900.99 2.65785
1901.05 4.01784
1901.11 6.73702
1901.14 9.20932
1901.17 13.1961
1901.21 19.9649
1901.24 31.2020
1901.25 40.2881
1901.27 49.9941
1901.30 61.9357
1901.33 49.3880
1901.37 31.1994
1901.39 21.1412
1901.42 14.7925
1901.44 10.7609
1901.47 8.19731
1901.52 5.11640
1901.57 3.47663
1901.62 2.51174
1901.67 1.89949
1901.77 1.19847
1901.88 0.828775
1901.98 0.610636
1902.18 0.376950
1902.39 0.260933
1902.59 0.194944
1903.00 0.126385
1903.81 0.0747190
1904.63 0.0560969
1906.26 0.0445165
1907.90 0.0455741
1909.53 0.0571966
1910.34 0.0703979
1911.16 0.0949717
1911.98 0.147265
1912.38 0.198680
1912.79 0.290924
1913.20 0.482378
1913.40 0.666830
1913.61 0.990453
1913.81 1.63810
1913.91 2.23728
1914.02 3.24165
1914.12 5.11257
1914.17 6.71541
1914.22 9.19083
1914.27 13.2765
1914.30 16.4439
1914.32 20.6185
1914.35 26.7370
1914.37 35.2445
1914.40 48.3172
1914.42 66.8273
1914.44 85.5483
1914.46 106.953
1914.50 133.723
1914.52 125.846
1914.54 106.950
1914.58 66.8244
1914.61 41.1221
1914.65 26.7354
1914.69 18.4458
1914.73 13.4867
1914.77 10.1761
1914.80 7.98121
1914.88 5.24365
1914.95 3.70090
1915.03 2.75053
1915.18 1.69264
1915.33 1.14969
1915.48 0.835157
1915.63 0.637058
1915.78 0.504426
1916.08 0.343723
1916.38 0.254142
1916.98 0.164123
1917.58 0.123629
1918.18 0.103935
1919.38 0.0936758
1920.58 0.109986
1921.18 0.131536
1921.78 0.170098
1922.38 0.243220
1922.68 0.305791
1922.98 0.402072
1923.28 0.560875
1923.58 0.850063
1923.73 1.09298
1923.88 1.46246
1924.03 2.06392
1924.18 3.13969
1924.31 5.03839
1924.38 6.69035
1924.45 9.29689
1924.48 11.2319
1924.51 13.7332
1924.55 17.2599
1924.58 22.0860
1924.61 29.3492
1924.65 40.0228
1924.68 57.2411
1924.71 83.5439
1924.76 134.078
1924.80 167.946
1924.82 157.527
1924.84 134.074
1924.89 83.5391
1924.93 50.2259
1924.98 32.4142
1925.02 22.2586
1925.06 16.0955
1925.11 12.1289
1925.15 9.44545
1925.24 6.17395
1925.33 4.32641
1925.42 3.20871
1925.59 1.96842
1925.77 1.33090
1925.95 0.964738
1926.12 0.734219
1926.30 0.579896
1926.65 0.392486
1927.00 0.288124
1927.36 0.224620
1927.71 0.183844
1928.41 0.139313
1929.12 0.128172
1929.47 0.140617
1929.82 0.190170
1930.00 0.259351
1930.18 0.432688
1930.27 0.633944
1930.35 1.06582
1930.40 1.48979
1930.44 2.23331
1930.49 3.65937
1930.51 4.85905
1930.53 6.57387
1930.57 10.5410
1930.60 13.0913
1930.64 10.4230
1930.67 6.57262
1930.69 4.79276
1930.72 3.61234
1930.76 2.18548
1930.81 1.44906
1930.85 1.03886
1930.94 0.611333
1931.03 0.414161
1931.21 0.241312
1931.39 0.170288
1931.75 0.113308
1932.10 0.0910980
1933.53 0.0681361
1934.97 0.0675315
1936.40 0.0757064
1937.83 0.0961535
1938.55 0.116092
1939.26 0.151095
1939.98 0.222804
1940.33 0.291895
1940.69 0.414381
1941.05 0.665726
1941.23 0.905768
1941.41 1.32355
1941.59 2.15002
1941.68 2.91085
1941.77 4.15581
1941.86 6.45750
1941.90 8.39631
1941.95 11.2576
1941.97 13.3559
1941.99 15.9403
1942.01 19.3107
1942.03 23.7920
1942.06 30.1957
1942.08 38.7236
1942.10 50.6583
1942.12 67.2545
1942.14 86.9930
1942.16 108.437
1942.20 135.082
1942.22 126.472
1942.24 107.306
1942.28 67.2526
1942.30 47.5807
1942.33 34.4950
1942.36 25.7860
1942.38 20.0322
1942.44 12.8564
1942.49 8.89025
1942.54 6.49773
1942.60 4.95320
1942.70 3.15566
1942.81 2.18679
1942.92 1.61682
1943.13 1.00229
1943.34 0.695658
1943.55 0.523193
1943.98 0.347103
1944.40 0.265635
1944.83 0.223695
1945.68 0.190231
1947.37 0.200554
1949.07 0.270464
1949.92 0.335101
1950.77 0.434053
1951.62 0.593244
1952.47 0.869235
1953.32 1.40910
1953.75 1.89488
1954.17 2.68208
1954.60 4.08336
1954.81 5.22965
1955.02 6.90670
1955.23 9.50460
1955.45 13.7169
1955.66 20.9699
1955.87 33.7942
1956.09 54.0732
1956.30 67.4896
1956.52 53.9594
1956.73 33.7812
1956.89 23.5739
1957.05 16.8929
1957.21 12.5121
1957.36 9.56154
1957.68 6.03648
1957.99 4.13237
1958.31 2.99533
1958.63 2.27074
1959.26 1.43425
1959.89 0.991509
1960.52 0.730792
1961.78 0.456125
1963.04 0.331246
1964.30 0.290100
1964.94 0.311520
1965.25 0.346539
1965.57 0.417900
1965.88 0.575552
1966.04 0.729987
1966.20 0.998823
1966.36 1.53407
1966.43 2.02207
1966.51 2.82579
1966.59 4.28168
1966.63 5.51106
1966.67 7.30649
1966.71 10.2213
1966.75 15.0160
1966.79 23.6328
1966.81 30.6550
1966.83 39.7314
1966.85 50.7619
1966.86 63.3431
1966.90 79.0313
1966.94 63.3410
1966.97 39.7285
1967.00 27.9307
1967.02 20.1486
1967.05 15.0124
1967.08 11.5352
1967.13 7.35890
1967.18 5.11888
1967.23 3.74932
1967.28 2.87276
1967.39 1.86798
1967.49 1.32787
1967.59 1.01076
1967.80 0.669312
1968.01 0.499315
1968.21 0.404245
1968.63 0.309337
1969.45 0.257283
1970.28 0.280990
1971.10 0.384917
1971.52 0.498103
1971.93 0.705418
1972.34 1.13437
1972.55 1.54239
1972.76 2.23890
1972.96 3.58751
1973.07 4.77823
1973.17 6.68204
1973.27 10.0280
1973.32 12.7060
1973.38 16.4801
1973.43 22.2397
1973.48 31.0740
1973.53 45.7818
1973.58 69.6472
1973.64 111.984
1973.70 139.668
1973.76 111.223
1973.82 69.6394
1973.88 41.0474
1973.95 25.8837
1974.01 17.4967
1974.08 12.5169
1974.14 9.36210
1974.21 7.25275
1974.34 4.72552
1974.47 3.31316
1974.60 2.45398
1974.86 1.51087
1975.12 1.02916
1975.38 0.752477
1975.89 0.461730
1976.41 0.319653
1976.93 0.239882
1977.97 0.157772
1979.01 0.118655
1980.04 0.0974730
1982.12 0.0788773
1984.19 0.0779964
1985.23 0.0845426
1986.27 0.0996340
1987.30 0.134080
1987.82 0.168508
1988.34 0.230390
1988.86 0.359456
1989.12 0.483996
1989.38 0.703381
1989.64 1.14817
1989.77 1.56445
1989.90 2.26417
1990.03 3.60034
1990.09 4.76829
1990.16 6.57411
1990.22 9.67754
1990.29 15.4974
1990.32 20.5380
1990.35 27.9034
1990.38 39.2720
1990.42 56.8948
1990.46 91.6838
1990.50 114.264
1990.54 90.8167
1990.59 56.8924
1990.63 34.4068
1990.67 22.3081
1990.72 15.3735
1990.76 11.1496
1990.80 8.42372
1990.84 6.57616
1990.93 4.31935
1991.02 3.04231
1991.10 2.26915
1991.28 1.41056
1991.45 0.969186
1991.62 0.715981
1991.97 0.450262
1992.31 0.322567
1992.66 0.252651
1993.34 0.185838
1994.03 0.160601
1994.72 0.154585
1996.10 0.178479
1997.48 0.261058
1998.17 0.347626
1998.86 0.504018
1999.21 0.633438
1999.55 0.826702
1999.90 1.13331
2000.24 1.65981
2000.59 2.68533
2000.76 3.60758
2000.93 5.09196
2001.10 7.73145
2001.19 9.86153
2001.28 12.9729
2001.36 17.7292
2001.45 25.3900
2001.53 38.3956
2001.62 60.9953
2001.71 97.9087
2001.80 122.207
2001.89 97.4669
2001.98 60.9868
2002.04 43.2799
2002.11 31.6024
2002.17 23.7549
2002.23 18.3621
2002.36 11.7420
2002.48 8.11705
2002.60 5.91421
2002.73 4.50482
2002.98 2.86272
2003.23 1.98030
2003.47 1.45747
2003.97 0.893225
2004.47 0.613575
2004.96 0.456378
2005.96 0.299944
2006.95 0.237262
2007.95 0.230791
2008.44 0.259970
2008.94 0.358638
2009.19 0.493653
2009.31 0.622014
2009.44 0.843268
2009.56 1.27777
2009.63 1.66486
2009.69 2.29134
2009.75 3.39806
2009.81 5.60786
2009.84 7.61601
2009.87 10.8557
2009.90 16.3688
2009.94 25.9807
2009.95 33.6191
2009.97 41.8345
2010.00 52.0225
2010.03 41.3212
2010.07 25.9810
2010.10 16.3697
2010.13 10.9922
2010.16 7.78233
2010.19 5.76864
2010.25 3.52637
2010.31 2.39087
2010.37 1.74381
2010.43 1.34239
2010.55 0.893098
2010.67 0.661986
2010.79 0.528583
2011.03 0.390605
2011.51 0.295369
2011.99 0.275089
2012.95 0.309417
2013.91 0.419825
2014.39 0.518770
2014.87 0.669555
2015.35 0.912284
2015.83 1.33289
2016.31 2.15636
2016.55 2.89509
2016.79 4.09325
2016.91 4.99101
2017.03 6.21546
2017.15 7.94075
2017.27 10.4682
2017.39 14.3467
2017.51 20.6253
2017.63 31.3562
2017.75 50.1496
2017.88 80.1408
2018.00 100.097
2018.12 80.1292
2018.25 50.1373
2018.35 33.7992
2018.45 23.6344
2018.55 17.1840
2018.65 12.9489
2018.84 8.01874
2019.04 5.41501
2019.24 3.88480
2019.44 2.92326
2019.83 1.82592
2020.23 1.24805
2020.63 0.908955
2021.02 0.692778
2021.42 0.546596
2022.21 0.367110
2023.00 0.265512
2023.80 0.202323
2024.59 0.160483
2026.17 0.110452
2027.76 0.0842166
2029.34 0.0777924
2030.14 0.111282
2030.34 0.146915
2030.53 0.237773
2030.63 0.345419
2030.73 0.583047
2030.83 1.26283
2030.88 2.16829
2030.93 4.14396
2030.97 6.65892
2031.00 8.28277
2031.04 6.58391
2031.07 4.14327
2031.10 2.75241
2031.13 1.92515
2031.19 1.06736
2031.25 0.676041
2031.30 0.470561
2031.42 0.274887
2031.54 0.188452
2032.00 0.0866272
2032.93 0.0529189
2034.79 0.0389854
2038.50 0.0305827
2042.22 0.0294777
2044.07 0.0343215
2045.00 0.0501793
2045.47 0.100709
2045.70 0.242684
2045.81 0.546012
2045.87 0.985585
2045.93 2.09792
2045.97 3.32710
2046.00 4.14212
2046.04 3.32730
2046.07 2.09827
2046.11 1.18080
2046.16 0.734573
2046.24 0.360080
2046.41 0.151197
2046.75 0.0695157
2047.42 0.0453651
2048.77 0.0441299
2050.13 0.0533475
2051.48 0.0727689
2052.15 0.0895703
2052.83 0.115401
2053.51 0.157812
2054.18 0.234414
2054.52 0.298216
2054.86 0.394473
2055.20 0.549518
2055.53 0.822961
2055.70 1.04563
2055.87 1.37435
2056.04 1.88853
2056.21 2.75785
2056.38 4.39847
2056.46 5.83377
2056.55 8.05537
2056.63 11.8434
2056.68 14.7396
2056.72 18.7754
2056.76 24.7447
2056.80 33.4461
2056.84 46.7311
2056.89 67.0482
2056.94 107.064
2057.00 133.655
2057.06 107.059
2057.11 67.0427
2057.17 40.9800
2057.23 26.5028
2057.29 18.2147
2057.35 13.1747
2057.40 9.92727
2057.46 7.72911
2057.58 5.06486
2057.69 3.55655
2057.81 2.63196
2058.04 1.61054
2058.27 1.08558
2058.50 0.783331
2058.74 0.592258
2058.97 0.464877
2059.43 0.309902
2059.89 0.223087
2060.36 0.169659
2060.82 0.134492
2061.74 0.0926368
2062.67 0.0697653
2064.52 0.0474306
2066.37 0.0382518
2068.23 0.0356236
2070.08 0.0427870
2071.00 0.0730799
2071.47 0.173460
2071.58 0.260274
2071.70 0.455851
2071.76 0.663428
2071.81 1.06063
2071.87 1.93629
2071.90 2.78355
2071.93 4.08925
2071.97 6.58150
2072.00 8.19061
2072.04 6.50771
2072.07 4.08963
2072.11 2.29538
2072.16 1.42081
2072.24 0.678889
2072.33 0.399746
2072.41 0.269368
2072.58 0.153917
2072.75 0.107050
2073.43 0.0571067
2074.78 0.0483812
2076.13 0.0558209
2077.49 0.0737988
2078.84 0.113505
2079.52 0.152751
2080.20 0.223395
2080.87 0.370979
2081.21 0.514663
2081.55 0.768703
2081.72 0.978214
2081.89 1.28793
2082.06 1.77666
2082.23 2.61373
2082.40 4.23977
2082.48 5.68926
2082.57 7.98747
2082.65 12.0463
2082.69 15.2604
2082.74 19.8902
2082.78 27.0435
2082.82 38.0850
2082.86 56.2334
2082.91 86.5139
2082.95 138.820
2083.00 172.656
2083.05 137.655
2083.10 86.5091
2083.15 52.0154
2083.20 33.2463
2083.25 22.6689
2083.30 16.3077
2083.35 12.2413
2083.40 9.50481
2083.49 6.21083
2083.59 4.35347
2083.69 3.21952
2083.89 1.97227
2084.09 1.33322
2084.29 0.966661
2084.49 0.735435
2084.69 0.581880
2085.09 0.396037
2085.49 0.293129
2086.29 0.191281
2087.08 0.147384
2087.88 0.128603
2089.48 0.130406
2090.28 0.148089
2091.07 0.181298
2091.87 0.240525
2092.67 0.351273
2093.07 0.444750
2093.47 0.586402
2093.87 0.815056
2094.26 1.21705
2094.46 1.54558
2094.66 2.02738
2094.86 2.78302
2095.06 4.04926
2095.26 6.43720
2095.36 8.50088
2095.46 11.6756
2095.56 17.0177
2095.61 21.1110
2095.66 26.6447
2095.71 34.6635
2095.76 46.4290
2095.81 64.1008
2095.86 89.9764
2095.93 143.776
2096.00 179.565
2096.07 143.766
2096.14 89.9664
2096.21 57.2483
2096.27 38.1475
2096.34 26.7722
2096.41 19.7406
2096.54 11.8341
2096.67 7.82963
2096.80 5.53365
2096.93 4.12144
2097.19 2.53707
2097.46 1.71537
2097.72 1.23905
2097.98 0.937681
2098.24 0.735067
2098.77 0.487757
2099.29 0.348646
2099.82 0.262725
2100.34 0.206063
2101.39 0.138126
2102.44 0.100724
2103.49 0.0781088
2104.54 0.0636880
2106.64 0.0484782
2108.74 0.0466341
2109.79 0.0543057
2110.84 0.0820804
2111.36 0.122087
2111.89 0.232812
2112.15 0.379626
2112.28 0.518983
2112.41 0.759758
2112.54 1.22957
2112.61 1.65632
2112.67 2.33964
2112.74 3.57491
2112.77 4.58805
2112.80 6.02975
2112.84 8.31987
2112.87 12.0751
2112.90 18.6040
2112.93 29.8560
2112.95 38.4433
2112.97 47.7197
2113.00 59.6742
2113.03 47.7188
2113.07 29.8548
2113.09 21.1522
2113.11 15.3685
2113.14 11.5060
2113.16 8.86574
2113.21 5.61229
2113.25 3.87148
2113.30 2.80548
2113.34 2.13571
2113.44 1.35604
2113.53 0.935078
2113.62 0.685512
2113.81 0.418291
2113.99 0.284565
2114.18 0.208984
2114.55 0.130638
2115.29 0.0719930
2116.03 0.0510200
2117.51 0.0370786
2119.00 0.0356162
2120.48 0.0429421
2121.22 0.0524070
2121.96 0.0706971
2122.71 0.110603
2123.08 0.150275
2123.45 0.221574
2123.82 0.370330
2124.00 0.514314
2124.19 0.765601
2124.37 1.27114
2124.47 1.73925
2124.56 2.51332
2124.65 3.96576
2124.70 5.19229
2124.74 7.07348
2124.79 10.2355
2124.84 15.7573
2124.86 20.1981
2124.88 26.5462
2124.91 35.7825
2124.93 49.1620
2124.95 63.0244
2124.97 78.7936
2125.00 97.6999
2125.02 91.8686
2125.04 77.9180
2125.07 49.1600
2125.10 35.3022
2125.12 26.2169
2125.16 15.5950
2125.21 10.0614
2125.26 7.02155
2125.30 5.12700
2125.35 3.92165
2125.44 2.50149
2125.54 1.72581
2125.63 1.26245
2125.81 0.762929
2126.00 0.511410
2126.18 0.368720
2126.55 0.220341
2126.93 0.148655
2127.30 0.108851
2128.04 0.0683687
2128.78 0.0493364
2129.52 0.0389863
2131.00 0.0290213
2132.48 0.0252130
2133.97 0.0247961
2135.45 0.0308656
2136.19 0.0531066
2136.56 0.123371
2136.74 0.306125
2136.84 0.654537
2136.88 1.08860
2136.93 2.00299
2136.97 3.21051
2137.00 3.98670
2137.04 3.17489
2137.07 2.00326
2137.12 1.07578
2137.16 0.648584
2137.26 0.306880
2137.44 0.124636
2137.81 0.0554969
2138.55 0.0354249
2140.03 0.0345956
2141.51 0.0426603
2142.99 0.0595915
2143.73 0.0742685
2144.46 0.0968357
2145.20 0.133968
2145.94 0.201276
2146.31 0.257643
2146.68 0.342776
2147.05 0.481026
2147.42 0.726090
2147.61 0.927750
2147.79 1.22796
