I-127(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
420.072 40.9406
420.098 50.9868
420.124 65.0300
420.151 85.3919
420.177 115.689
420.203 162.205
420.230 233.823
420.265 374.001
420.300 467.028
420.318 439.374
420.335 373.544
420.371 233.788
420.396 164.159
420.421 118.248
420.447 87.9487
420.472 67.4356
420.523 42.7966
420.574 29.3848
420.625 21.3790
420.675 16.2500
420.777 10.3311
420.878 7.18481
420.980 5.32421
421.183 3.33662
421.386 2.36181
421.589 1.82176
421.996 1.29906
422.402 1.09862
422.808 1.04736
423.621 1.22142
424.027 1.45376
424.433 1.83769
424.840 2.48253
425.246 3.64302
425.449 4.59679
425.652 6.01097
425.855 8.23472
426.059 12.0138
426.160 14.9808
426.262 19.2069
426.363 25.5068
426.465 35.4486
426.566 52.4135
426.617 65.6899
426.668 84.3967
426.719 111.798
426.770 153.389
426.820 218.630
426.871 321.348
426.936 514.012
427.000 642.384
427.065 513.868
427.129 321.200
427.191 201.866
427.252 133.381
427.314 93.0186
427.375 68.0239
427.498 40.4794
427.621 26.6819
427.745 18.8725
427.868 14.0484
428.114 8.66617
428.360 5.89952
428.606 4.29699
428.852 3.28947
429.099 2.61777
429.591 1.81288
430.083 1.37999
430.576 1.13757
431.068 1.01111
432.053 1.01691
432.545 1.17588
433.037 1.53499
433.530 2.35188
433.776 3.16221
434.022 4.59801
434.268 7.48706
434.391 10.1632
434.514 14.6474
434.576 18.1189
434.638 22.9872
434.699 30.1240
434.761 41.1022
434.822 59.1898
434.853 72.8568
434.884 91.4689
434.915 117.653
434.945 155.201
434.976 210.456
435.007 291.003
435.053 465.642
435.100 581.697
435.147 465.161
435.193 290.912
435.231 195.669
435.269 136.131
435.307 98.6039
435.345 74.0960
435.420 45.7205
435.496 30.8287
435.571 22.1269
435.647 16.6393
435.798 10.3967
435.949 7.12126
436.100 5.19768
436.251 3.97212
436.403 3.14473
436.705 2.13039
437.007 1.55596
437.309 1.19951
437.612 0.963637
438.216 0.683308
438.821 0.540634
439.425 0.521721
439.577 0.573578
439.728 0.724595
439.803 0.904455
439.879 1.28322
439.917 1.64354
439.954 2.24981
439.992 3.34073
440.030 5.37222
440.065 8.38414
440.100 10.3928
440.135 8.37941
440.170 5.36229
440.202 3.56226
440.234 2.50194
440.266 1.86310
440.298 1.45947
440.361 1.00622
440.425 0.773923
440.552 0.554998
440.679 0.457295
440.934 0.371395
441.188 0.333436
442.206 0.287718
443.223 0.298741
444.241 0.360273
445.259 0.523418
445.768 0.694008
446.277 1.00720
446.531 1.26992
446.786 1.66722
447.040 2.30808
447.294 3.43866
447.422 4.35973
447.549 5.71760
447.676 7.83898
447.803 11.4188
447.867 14.2080
447.930 18.1543
447.994 23.9854
448.058 33.0884
448.121 48.3448
448.153 60.0824
448.185 76.3978
448.217 99.7773
448.248 134.348
448.280 186.803
448.312 266.499
448.356 426.445
448.400 533.095
448.444 426.382
448.488 266.429
448.538 154.671
448.587 96.5330
448.637 64.7305
448.686 46.0596
448.736 34.2836
448.785 26.4638
448.884 17.0771
448.984 11.9071
449.083 8.77058
449.281 5.32932
449.479 3.58447
449.677 2.58146
449.875 1.95269
450.073 1.53301
450.470 1.02474
450.866 0.740783
451.263 0.566451
451.659 0.452364
452.452 0.320286
453.244 0.262763
453.641 0.263106
454.037 0.313531
454.235 0.396325
454.334 0.477475
454.433 0.617195
454.532 0.882909
454.582 1.11388
454.632 1.47346
454.681 2.07544
454.731 3.17272
454.755 4.08201
454.780 5.41026
454.805 7.41327
454.830 10.4082
454.865 16.5611
454.900 20.6616
454.935 16.5601
454.970 10.4052
454.997 7.25280
455.023 5.20659
455.049 3.87444
455.076 2.98212
455.128 1.92176
455.181 1.35018
455.233 1.01082
455.286 0.793925
455.391 0.543531
455.496 0.409644
455.601 0.329594
455.812 0.241679
456.232 0.168611
456.653 0.137214
457.494 0.107529
458.335 0.0921235
460.018 0.0751460
461.700 0.0661106
465.065 0.0605156
466.748 0.0674315
467.168 0.0741873
467.589 0.0913020
467.799 0.112670
468.009 0.165535
468.115 0.227956
468.220 0.366919
468.272 0.510169
468.325 0.776511
468.351 1.00108
468.377 1.33691
468.404 1.85381
468.430 2.64822
468.465 4.20202
468.500 5.23436
468.535 4.19793
468.570 2.64924
468.599 1.79322
468.628 1.26176
468.657 0.928733
468.685 0.712851
468.743 0.463103
468.800 0.332795
468.915 0.209433
469.031 0.155673
469.261 0.111931
469.491 0.0957678
469.951 0.0859196
470.412 0.0857319
471.332 0.0964034
472.253 0.120684
473.174 0.172241
473.634 0.221888
474.094 0.309538
474.555 0.489436
474.785 0.662364
475.015 0.966892
475.245 1.58438
475.360 2.16565
475.475 3.15957
475.590 5.07601
475.648 6.78088
475.706 9.51286
475.763 14.2909
475.821 23.6354
475.849 31.9696
475.878 45.0782
475.907 66.8053
475.936 103.151
475.952 132.004
475.968 164.979
476.000 206.197
476.032 164.969
476.064 103.141
476.096 63.8793
476.128 41.7383
476.160 28.9075
476.192 21.0360
476.223 15.9319
476.255 12.4608
476.319 8.21234
476.382 5.81843
476.446 4.34868
476.573 2.71587
476.700 1.88227
476.827 1.40431
477.081 0.913598
477.336 0.691859
477.590 0.588666
478.098 0.563630
478.607 0.744433
478.861 0.966118
479.115 1.38197
479.243 1.73059
479.370 2.25355
479.497 3.08564
479.624 4.52162
479.751 7.31154
479.815 9.81038
479.878 13.8415
479.942 20.9548
480.005 35.0664
480.037 47.8392
480.069 68.3309
480.101 102.923
480.117 128.797
480.132 162.332
480.166 259.790
480.200 324.484
480.234 259.461
480.268 162.303
480.305 95.1000
480.343 59.7590
480.380 40.2880
480.417 28.7596
480.455 21.4550
480.492 16.5938
480.567 10.7451
480.642 7.50922
480.717 5.54463
480.866 3.38301
481.016 2.28428
481.166 1.65186
481.315 1.25443
481.465 0.988757
481.764 0.666143
482.064 0.485156
482.363 0.373394
482.662 0.299505
483.261 0.210876
483.860 0.161823
485.057 0.112721
486.254 0.0909196
487.451 0.0809166
489.846 0.0790994
492.240 0.0985387
493.438 0.122195
494.635 0.167081
495.832 0.263935
496.431 0.360078
497.029 0.534093
497.329 0.679612
497.628 0.900039
497.927 1.25739
498.227 1.89393
498.376 2.41784
498.526 3.19872
498.676 4.43828
498.825 6.57557
498.975 10.7425
499.050 14.4843
499.125 20.5590
499.199 31.3597
499.237 40.1527
499.274 53.0658
499.312 72.9477
499.349 105.286
499.386 160.921
499.424 259.195
499.462 414.529
499.500 518.007
499.538 414.486
499.576 259.147
499.607 174.015
499.638 120.886
499.669 87.4486
499.700 65.6944
499.762 40.4713
499.824 27.2280
499.886 19.5052
499.948 14.6362
500.072 9.09684
500.195 6.19470
500.319 4.49073
500.443 3.40697
500.567 2.67572
500.814 1.78115
501.062 1.27640
501.310 0.964104
501.557 0.757732
502.053 0.510978
502.548 0.375335
503.538 0.240849
504.529 0.181409
505.519 0.153293
507.500 0.141559
509.481 0.173587
510.471 0.214379
511.462 0.290283
512.452 0.447975
512.947 0.599216
513.443 0.865245
513.938 1.40752
514.186 1.92498
514.433 2.83042
514.681 4.64884
514.805 6.34572
514.928 9.22550
515.052 14.7058
515.114 19.5142
515.176 27.1317
515.238 40.1784
515.269 50.4561
515.300 64.9913
515.331 86.4484
515.362 119.175
515.393 171.224
515.424 254.125
515.462 406.440
515.500 507.558
515.538 405.995
515.577 254.118
515.618 150.790
515.659 95.5561
515.701 64.8433
515.742 46.5818
515.783 34.9556
515.825 27.1748
515.908 17.8085
515.990 12.6276
516.073 9.49299
516.239 6.08699
516.404 4.42688
516.570 3.55694
516.901 2.97418
517.232 3.46449
517.397 4.26569
517.563 5.81650
517.728 9.01925
517.811 11.9802
517.894 16.8717
517.935 20.6010
517.976 25.7591
518.018 33.1531
518.059 44.1936
518.100 61.6725
518.121 74.3735
518.142 91.0446
518.162 113.543
518.183 144.270
518.204 186.638
518.224 244.272
518.262 390.541
518.300 488.033
518.319 459.334
518.338 390.483
518.376 244.188
518.405 166.855
518.434 117.707
518.464 86.0857
518.493 65.2303
518.552 40.7055
518.610 27.6680
518.669 19.9793
518.728 15.1001
518.845 9.51434
518.962 6.56224
519.080 4.81893
519.314 2.94530
519.549 2.00973
519.784 1.47443
520.253 0.913322
520.722 0.638151
521.192 0.482232
522.130 0.321312
523.069 0.246383
524.008 0.209357
525.885 0.193638
527.762 0.243242
528.701 0.309347
529.640 0.437572
530.109 0.547633
530.578 0.716339
531.048 0.992287
531.517 1.48758
531.752 1.89743
531.986 2.51153
532.221 3.49129
532.456 5.19417
532.690 8.55277
532.808 11.6076
532.925 16.6348
533.042 25.7503
533.101 33.3378
533.160 44.6933
533.218 62.7057
533.277 93.1237
533.336 148.555
533.365 192.846
533.394 253.680
533.447 405.946
533.500 507.150
533.553 405.571
533.606 253.608
533.639 186.532
533.672 139.653
533.737 84.0616
533.803 55.0916
533.869 38.5724
533.934 28.3851
534.000 21.7233
534.132 13.8574
534.263 9.58597
534.394 7.02204
534.657 4.23288
534.920 2.83083
535.183 2.02922
535.446 1.52860
535.709 1.19536
536.235 0.792973
536.760 0.568687
537.286 0.431020
537.812 0.340520
538.863 0.232807
539.915 0.173817
542.018 0.115753
544.121 0.0911806
546.223 0.0827077
547.275 0.0843581
548.326 0.0952346
548.852 0.111344
549.378 0.155234
549.641 0.212465
549.772 0.266504
549.904 0.359282
550.035 0.539018
550.101 0.699376
550.167 0.958009
550.232 1.41264
550.298 2.31318
550.331 3.12599
550.364 4.42123
550.397 6.60385
550.429 10.3336
550.465 16.4938
550.500 20.5839
550.535 16.4764
550.571 10.3353
550.601 6.86114
550.631 4.73365
550.660 3.41579
550.690 2.56881
550.750 1.59848
550.810 1.09490
550.869 0.803073
550.929 0.620449
551.049 0.413818
551.168 0.306175
551.287 0.243413
551.526 0.177198
552.004 0.127811
552.482 0.111396
553.438 0.104182
554.393 0.108480
556.304 0.134375
558.215 0.189074
559.171 0.236342
560.127 0.308835
561.082 0.427480
562.038 0.641033
562.516 0.818532
562.993 1.08609
563.471 1.51711
563.949 2.27878
564.188 2.90102
564.427 3.82328
564.666 5.27474
564.905 7.75248
565.024 9.70743
565.144 12.5039
565.263 16.7056
565.382 23.4060
565.502 35.0139
565.562 44.2295
565.621 57.4332
565.681 77.1083
565.741 107.724
565.800 157.333
565.860 238.713
565.930 381.914
566.000 477.144
566.070 381.616
566.140 238.641
566.188 169.918
566.237 123.800
566.285 92.8829
566.333 71.7227
566.430 45.9267
566.526 31.6972
566.623 23.1233
566.719 17.6065
566.912 11.2091
567.105 7.81111
567.298 5.82067
567.684 3.79150
568.070 3.06027
568.263 3.06348
568.456 3.41502
568.650 4.45088
568.746 5.51797
568.843 7.37866
568.939 10.9265
568.987 14.0015
569.036 18.7650
569.084 26.6762
569.132 40.9138
569.156 52.5888
569.180 69.4466
569.204 94.3844
569.229 131.201
569.246 167.752
569.264 209.536
569.300 261.582
569.318 246.175
569.336 209.249
569.372 131.108
569.408 80.0917
569.445 51.9105
569.481 35.8349
569.518 26.1006
569.554 19.8146
569.591 15.5709
569.664 10.3812
569.737 7.46653
569.810 5.67085
569.956 3.66250
570.103 2.61744
570.249 2.00055
570.541 1.32757
570.834 0.978318
571.126 0.768234
571.711 0.529872
572.296 0.398972
572.881 0.316552
574.051 0.219469
575.221 0.165584
576.390 0.133545
577.560 0.120518
577.853 0.124987
578.145 0.143755
578.291 0.169991
578.437 0.234934
578.511 0.308185
578.584 0.458767
578.620 0.599722
578.657 0.832954
578.693 1.24645
578.730 2.00035
578.765 3.14285
578.800 3.90413
578.835 3.14242
578.870 1.99936
578.910 1.19927
578.949 0.782238
578.989 0.554572
579.029 0.420569
579.108 0.279891
579.187 0.212253
579.345 0.151898
579.504 0.126440
579.821 0.105535
580.137 0.0974379
580.771 0.0932444
581.404 0.0986265
582.038 0.118854
582.355 0.141426
582.672 0.183716
582.988 0.273631
583.147 0.361013
583.305 0.514731
583.464 0.822327
583.543 1.10635
583.622 1.58104
583.701 2.46083
583.741 3.21042
583.780 4.36139
583.820 6.24546
583.860 9.58948
583.899 16.1237
583.919 21.7198
583.939 29.7850
583.969 47.6172
584.000 59.5015
584.031 47.6144
584.061 29.7813
584.096 17.4165
584.130 10.9376
584.164 7.36881
584.198 5.26701
584.232 3.93632
584.266 3.05164
584.335 1.98798
584.403 1.39982
584.471 1.04294
584.608 0.650213
584.744 0.450841
584.881 0.336047
585.154 0.215799
585.427 0.157396
585.700 0.124811
586.246 0.0923702
586.792 0.0798836
587.338 0.0824241
587.611 0.0952461
587.884 0.134602
588.020 0.185394
588.157 0.306750
588.225 0.440649
588.293 0.709478
588.328 0.956036
588.362 1.35499
588.396 2.03844
588.430 3.23896
588.465 5.15152
588.500 6.42589
588.535 5.15134
588.570 3.23839
588.600 2.14885
588.630 1.48667
588.660 1.07754
588.690 0.814344
588.750 0.513728
588.810 0.358255
588.929 0.211643
589.049 0.147474
589.288 0.0937850
589.528 0.0721582
590.006 0.0545266
590.485 0.0471570
592.400 0.0371405
596.229 0.0321583
600.059 0.0321494
603.888 0.0362469
607.718 0.0478640
609.632 0.0600684
611.547 0.0825103
613.462 0.130235
614.419 0.177388
615.376 0.262651
615.855 0.333999
616.334 0.442324
616.812 0.618572
617.291 0.934370
617.530 1.19605
617.770 1.58887
618.009 2.21834
618.248 3.31955
618.488 5.51527
618.608 7.53770
618.727 10.9076
618.787 13.5077
618.847 17.1409
618.907 22.4330
618.966 30.5353
619.026 43.7741
619.086 67.1104
619.116 85.7756
619.146 112.327
619.176 150.743
619.206 206.089
619.253 329.807
619.300 412.017
619.347 329.488
619.394 206.047
619.432 139.126
619.470 97.0751
619.508 70.4548
619.545 53.0492
619.621 32.7672
619.697 22.0912
619.772 15.8413
619.848 11.8996
619.999 7.40651
620.150 5.04728
620.301 3.66111
620.452 2.77923
620.603 2.18455
620.905 1.45727
621.207 1.04795
621.509 0.796231
621.811 0.631980
622.416 0.445161
623.020 0.372687
623.322 0.384900
623.624 0.483194
623.775 0.629168
623.851 0.766600
623.926 0.995357
624.002 1.41152
624.078 2.27021
624.115 3.07757
624.153 4.41976
624.191 6.81460
624.229 11.2186
624.264 17.8368
624.300 22.2313
624.336 17.8144
624.372 11.2127
624.402 7.43421
624.433 5.13744
624.464 3.72317
624.494 2.81803
624.556 1.78487
624.617 1.24987
624.678 0.940113
624.739 0.745411
624.862 0.523735
624.985 0.406664
625.107 0.337105
625.353 0.261209
625.843 0.199895
626.334 0.177335
627.315 0.171920
628.296 0.202739
629.277 0.293172
629.767 0.388941
630.258 0.565347
630.503 0.713530
630.748 0.937870
630.993 1.30047
631.239 1.94132
631.361 2.46458
631.484 3.23764
631.606 4.44889
631.729 6.50145
631.852 10.3931
631.913 13.7838
631.974 19.1157
632.036 28.1456
632.066 35.1782
632.097 45.0156
632.128 59.3337
632.158 80.7699
632.189 114.059
632.220 165.620
632.260 265.049
632.300 331.089
632.340 264.762
632.381 165.593
632.406 121.885
632.430 91.4122
632.480 55.1299
632.530 36.1780
632.580 25.3544
632.630 18.6698
632.680 14.2976
632.779 9.13104
632.879 6.32269
632.978 4.63660
633.178 2.80139
633.377 1.87829
633.576 1.35032
633.776 1.02051
633.975 0.800940
634.373 0.535695
634.772 0.387835
635.170 0.297102
635.569 0.237518
636.366 0.166885
637.163 0.128780
638.757 0.0940625
640.351 0.0874171
641.148 0.0939449
641.945 0.112146
642.742 0.156870
643.141 0.202974
643.539 0.287340
643.739 0.358036
643.938 0.464996
644.137 0.637652
644.336 0.942470
644.536 1.55829
644.635 2.13286
644.735 3.10508
644.835 4.94463
644.884 6.54336
644.934 9.05108
644.984 13.2828
645.034 21.1451
645.059 27.7674
645.084 37.6600
645.109 52.8649
645.133 76.3059
645.150 97.7298
645.167 122.063
645.200 152.564
645.233 122.056
645.267 76.2970
645.294 50.9387
645.322 35.2306
645.349 25.4057
645.377 19.0271
645.432 11.6856
645.487 7.85594
645.542 5.62505
645.596 4.22393
645.706 2.63108
645.816 1.79741
645.926 1.30894
646.036 0.998430
646.146 0.788961
646.366 0.532685
646.586 0.388008
646.806 0.298359
647.025 0.239048
647.465 0.167885
647.905 0.128489
648.784 0.0888429
649.664 0.0706577
650.543 0.0613623
652.302 0.0548487
654.061 0.0583970
655.819 0.0776996
656.699 0.105161
657.138 0.132057
657.578 0.180184
658.018 0.280191
658.238 0.377074
658.458 0.548406
658.677 0.896784
658.787 1.22477
658.897 1.78578
659.007 2.86447
659.062 3.82141
659.117 5.34974
659.172 8.00967
659.227 13.1700
659.254 17.7336
659.282 24.8808
659.309 36.5609
659.337 55.8273
659.353 71.4522
659.368 89.3138
659.400 111.646
659.432 89.3096
659.463 55.8225
659.489 37.5495
659.514 26.1632
659.540 18.9748
659.565 14.2741
659.616 8.81674
659.667 5.95337
659.719 4.27886
659.770 3.22472
659.872 2.02365
659.974 1.39449
660.076 1.02535
660.280 0.633200
660.484 0.441158
660.688 0.334261
661.097 0.229340
661.505 0.189709
661.913 0.193187
662.117 0.223084
662.322 0.312062
662.424 0.421891
662.526 0.668820
662.577 0.922919
662.628 1.39090
662.653 1.78178
662.679 2.36078
662.704 3.24108
662.730 4.58133
662.765 7.25892
662.800 9.04382
662.835 7.25877
662.870 4.58075
662.897 3.18551
662.924 2.29147
662.951 1.71180
662.977 1.32742
663.031 0.872710
663.084 0.629728
663.191 0.394651
663.298 0.290208
663.512 0.203498
663.726 0.170735
664.154 0.150628
664.581 0.151317
665.437 0.180472
666.292 0.249336
666.720 0.309922
667.148 0.403296
667.575 0.556497
668.003 0.832303
668.217 1.06118
668.431 1.40513
668.645 1.95608
668.859 2.91932
669.072 4.83732
669.179 6.59982
669.286 9.53306
669.393 14.9438
669.447 19.5282
669.500 26.5119
669.554 37.8700
669.607 57.7457
669.634 73.6015
669.661 95.9443
669.687 128.027
669.714 173.869
669.757 278.289
669.800 347.675
669.843 278.004
669.886 173.840
669.927 109.845
669.967 72.8875
670.008 51.0043
670.048 37.3671
670.129 22.2729
670.210 14.6917
670.291 10.3842
670.372 7.72180
670.534 4.74433
670.697 3.20853
670.859 2.31666
671.021 1.75311
671.183 1.37506
671.507 0.914849
671.831 0.656438
672.155 0.497059
672.479 0.391942
673.127 0.266415
673.776 0.197371
675.072 0.128482
676.369 0.0972153
677.665 0.0812243
680.258 0.0686050
682.851 0.0681434
685.444 0.0760054
688.037 0.0998543
688.685 0.115709
689.333 0.152066
689.657 0.196329
689.819 0.237517
689.981 0.308159
690.143 0.446475
690.224 0.572035
690.305 0.778883
690.387 1.15550
690.427 1.47007
690.468 1.94411
690.508 2.70030
690.549 3.99340
690.589 6.38341
690.630 11.0233
690.665 17.5782
690.700 21.9297
690.735 17.5601
690.771 11.0260
690.807 6.75475
690.843 4.39486
690.879 3.04909
690.915 2.23476
690.987 1.35527
691.059 0.923338
691.131 0.682054
691.203 0.534491
691.347 0.371821
691.492 0.289642
691.636 0.243028
691.924 0.196195
692.501 0.166883
693.078 0.163658
694.232 0.181275
695.385 0.217686
696.539 0.276888
697.693 0.377009
698.846 0.568994
699.423 0.743115
700.000 1.03530
700.625 1.66215
700.937 2.25869
701.249 3.30050
701.561 5.38899
701.717 7.33208
701.874 10.6181
702.030 16.8394
702.108 22.2634
702.186 30.7834
702.264 45.2411
702.342 72.2505
702.381 95.2259
702.420 129.709
