Ge-72(n,tot) ENDF/B-VII.1
2616.15 5.00573
2616.57 6.77269
2616.99 9.27878
2617.41 12.9246
2617.83 18.3579
2618.25 26.7757
2618.67 40.4509
2619.09 64.0708
2619.51 108.211
2619.72 145.103
2619.92 198.931
2620.13 279.752
2620.34 399.856
2620.67 684.118
2621.00 911.469
2621.33 776.409
2621.66 515.747
2621.92 365.594
2622.18 267.498
2622.45 203.348
2622.71 160.082
2623.24 107.926
2623.76 79.0838
2624.29 61.4600
2624.81 49.8575
2625.87 35.8871
2626.92 28.0012
2627.97 23.0428
2629.02 19.6818
2630.07 17.2764
2632.18 14.0888
2634.28 12.0956
2636.38 10.7405
2638.49 9.76447
2642.69 8.45644
2646.90 7.62240
2651.11 7.04411
2655.32 6.61852
2663.73 6.02953
2672.14 5.63406
2680.56 5.34146
2688.97 5.10683
2705.80 4.71368
2714.22 4.51850
2722.63 4.29475
2726.84 4.16025
2731.04 3.99949
2735.25 3.79739
2739.46 3.52726
2741.56 3.35221
2743.66 3.13789
2745.77 2.86960
2747.87 2.52957
2748.92 2.32870
2749.98 2.11205
2751.03 1.90142
2752.08 1.77408
2752.60 1.81133
2753.13 2.01409
2753.39 2.22800
2753.66 2.56580
2753.92 3.09070
2754.18 3.90557
2754.45 5.18497
2754.58 6.09159
2754.71 7.23996
2754.84 8.73115
2754.97 10.6601
2755.10 13.2289
2755.23 16.6528
2755.37 21.3776
2755.50 27.9472
2755.63 37.4807
2755.76 51.5514
2755.89 73.4539
2756.02 108.464
2756.15 167.045
2756.29 266.557
2756.44 458.940
2756.60 614.913
2756.76 526.974
2756.92 353.161
2757.03 261.876
2757.14 199.262
2757.25 156.126
2757.36 125.809
2757.58 87.5511
2757.80 65.6357
2758.02 51.8303
2758.24 42.6224
2758.68 31.3382
2759.12 24.8541
2759.56 20.7475
2760.00 17.9397
2760.44 15.9244
2761.32 13.2394
2762.20 11.5558
2763.08 10.4093
2763.97 9.58212
2765.73 8.47275
2767.49 7.76636
2769.25 7.27750
2771.02 6.91945
2774.54 6.42889
2778.07 6.10731
2781.59 5.87887
2785.12 5.70719
2792.17 5.46378
2799.22 5.29679
2806.27 5.17301
2813.32 5.07615
2827.42 4.93120
2841.52 4.82477
2869.72 4.67170
2897.92 4.56058
2926.12 4.47182
2982.51 4.32994
3095.31 4.10724
3208.11 3.90759
3320.91 3.69782
3433.71 3.44084
3490.11 3.26603
3518.31 3.15247
3546.51 3.00574
3574.71 2.79599
3588.81 2.64639
3602.91 2.44099
3609.96 2.30460
3617.01 2.13345
3624.06 1.91128
3631.11 1.61112
3634.64 1.41872
3638.16 1.18871
3641.69 0.914860
3645.21 0.603215
3646.97 0.449378
3648.74 0.328567
3649.62 0.299467
3650.50 0.311462
3651.38 0.392496
3652.26 0.590968
3652.70 0.759369
3653.14 0.994767
3653.58 1.32067
3654.02 1.76929
3654.47 2.39094
3654.91 3.25419
3655.35 4.47202
3655.79 6.20978
3656.23 8.75491
3656.67 12.5707
3657.11 18.5302
3657.55 28.2392
3657.99 45.1294
3658.43 76.7659
3658.65 103.348
3658.87 142.254
3659.09 200.514
3659.31 287.724
3659.66 494.272
3660.00 661.861
3660.35 566.030
3660.69 377.455
3660.91 286.233
3661.13 221.112
3661.58 141.975
3662.02 99.4484
3662.47 74.4752
3662.91 58.5577
3663.35 47.7988
3664.24 34.5415
3665.13 26.8928
3666.02 22.0331
3667.79 16.3279
3669.57 13.1599
3671.34 11.1760
3673.12 9.82896
3674.89 8.85987
3678.44 7.56588
3681.99 6.74551
3685.54 6.18056
3689.09 5.76824
3696.19 5.20598
3703.29 4.83935
3710.39 4.57977
3717.49 4.38505
3731.69 4.10868
3745.89 3.91764
3774.28 3.65876
3802.68 3.47855
3831.08 3.33526
3887.88 3.09776
4001.47 2.67109
4115.06 2.20194
4228.65 1.61152
4285.45 1.24363
4342.25 0.813347
4399.04 0.337266
4427.44 0.125823
4434.54 0.0857252
4441.64 0.0550019
4448.74 0.0371043
4455.84 0.0367472
4459.39 0.0450850
4462.94 0.0604192
4466.49 0.0839685
4470.04 0.117173
4473.59 0.161784
4477.14 0.219877
4484.24 0.387068
4491.34 0.646191
4498.44 1.03860
4505.54 1.62893
4512.63 2.52094
4519.73 3.88943
4526.83 6.04201
4533.93 9.55748
4541.03 15.6070
4548.13 26.8148
4551.68 36.1187
4555.23 49.8308
4558.78 70.8214
4562.33 104.304
4565.88 159.838
4569.43 253.204
4573.72 431.484
4578.00 572.661
4582.29 485.227
4586.58 320.581
4589.45 239.108
4592.31 182.007
4598.05 114.070
4603.78 78.3418
4609.51 57.6161
4615.24 44.5632
4620.97 35.7929
4632.44 25.0237
4643.90 18.8212
4655.37 14.8531
4678.29 10.1069
4701.22 7.34014
4724.15 5.47031
4770.01 2.91265
4815.86 1.06152
4838.79 0.375078
4844.52 0.249799
4850.25 0.153342
4853.12 0.118440
4855.99 0.0940992
4858.85 0.0818345
4861.72 0.0834137
4864.58 0.100901
4867.45 0.136716
4870.32 0.193695
4873.18 0.275181
4876.05 0.385122
4878.91 0.528196
4884.65 0.937085
4890.38 1.56087
4896.11 2.48539
4901.84 3.83812
4907.57 5.81297
4913.31 8.71314
4919.04 13.0280
4924.77 19.5763
4930.50 29.7842
4936.23 46.2450
4941.97 73.8649
4947.70 122.078
4953.43 207.667
4960.22 378.428
4967.00 533.636
4973.79 477.939
4980.58 332.389
4985.44 251.533
4990.29 194.614
4995.15 154.969
5000.00 126.833
5007.82 96.4658
5015.63 76.9659
5023.45 63.6854
5031.26 54.2008
5046.89 41.7613
5062.52 34.1020
5078.15 28.9777
5093.78 25.3366
5125.05 20.5420
5156.31 17.5457
5187.57 15.5030
5250.09 12.9003
5312.61 11.3091
5375.14 10.2318
5500.18 8.85598
5625.22 8.00389
5750.27 7.41589
6000.36 6.63843
6250.45 6.12618
6500.54 5.74300
7000.72 5.14610
7500.89 4.59494
7750.98 4.28058
8001.07 3.89506
8251.16 3.36653
8376.21 3.00289
8501.25 2.52291
8563.78 2.21801
8626.30 1.85275
8688.82 1.41083
8751.34 0.880729
8782.60 0.588970
8813.86 0.301045
8829.50 0.173136
8845.13 0.0720689
8852.94 0.0381619
8860.76 0.0205305
8868.57 0.0246267
8876.39 0.0577145
8884.20 0.129565
8892.02 0.253407
8899.83 0.447449
8907.65 0.737034
8915.46 1.15806
8923.28 1.76200
8931.09 2.62455
8938.91 3.85925
8946.72 5.64108
8954.54 8.24622
8962.35 12.1269
8970.17 18.0476
8977.99 27.3487
8985.80 42.4409
8993.62 67.6858
9001.43 110.309
9011.72 203.402
9022.00 290.027
9032.29 262.465
9042.58 184.306
9052.93 126.376
9063.28 91.0585
9073.63 69.2816
9083.98 55.1658
9094.33 45.5346
9104.68 38.6646
9125.37 29.6904
9146.07 24.1997
9166.77 20.5489
9208.17 16.0564
9249.56 13.4245
9290.96 11.6990
9332.36 10.4733
9373.75 9.54595
9456.55 8.17730
9497.94 7.61212
9539.34 7.05693
9580.74 6.43615
9601.43 6.05597
9622.13 5.57647
9632.48 5.27383
9642.83 4.90441
9653.18 4.43488
9663.53 3.80791
9668.70 3.40581
9673.88 2.92052
9679.05 2.32756
9684.23 1.60555
9689.40 0.785604
9691.99 0.423632
9693.28 0.306997
9694.58 0.284654
9695.87 0.432431
9696.52 0.609650
9697.16 0.889049
9697.81 1.30804
9698.46 1.91962
9699.11 2.80008
9699.75 4.05898
9700.40 5.86736
9701.05 8.47959
9701.69 12.2966
9702.34 17.9511
9702.99 26.5128
9703.63 39.7213
9704.28 60.4296
9704.93 92.8298
9705.96 178.258
9707.00 263.376
9707.52 268.232
9708.04 245.978
9709.08 177.587
9710.21 121.152
9711.35 87.5348
9712.49 67.1758
9713.62 54.1401
9714.76 45.2919
9715.89 39.0020
9718.17 30.7837
9720.44 25.7426
9722.71 22.3773
9727.26 18.2145
9731.80 15.7635
9736.35 14.1579
9740.90 13.0269
9745.44 12.1876
9754.53 11.0232
9763.62 10.2507
9772.72 9.69742
9781.81 9.27897
9799.99 8.68112
9818.17 8.26705
9854.54 7.71235
9890.90 7.34036
9927.27 7.06130
10000.0 6.64732
10076.1 6.32147
10152.1 6.05252
10304.2 5.59713
10456.3 5.17792
10608.5 4.73150
10760.6 4.17787
10836.6 3.81510
10912.7 3.34435
10950.7 3.04540
10988.7 2.68349
11026.8 2.23419
11064.8 1.66359
11083.8 1.32088
11102.8 0.938454
11121.8 0.530171
11140.9 0.160160
11145.6 0.0938051
11150.4 0.0496652
11155.1 0.0377898
11159.9 0.0729240
11164.6 0.176734
11167.0 0.263840
11169.4 0.380652
11174.1 0.732997
11178.9 1.30844
11183.6 2.22825
11188.4 3.68429
11193.1 6.01103
11197.9 9.79925
11202.7 16.1623
11207.4 27.2009
11212.2 47.1319
11216.9 83.7612
11222.5 158.705
11228.0 231.683
11230.8 234.434
11233.6 213.650
11239.1 152.403
11245.1 103.633
11251.0 74.5491
11256.9 56.8764
11262.9 45.5557
11268.8 37.8628
11274.8 32.4000
11286.7 25.2646
11298.6 20.8932
11310.4 17.9778
11334.2 14.3719
11358.0 12.2451
11381.8 10.8445
11405.6 9.84915
11429.3 9.10123
11476.9 8.03538
11524.4 7.28950
11619.6 6.22703
11714.7 5.36337
11809.8 4.43896
11857.3 3.86699
11904.9 3.14538
11928.7 2.69861
11952.4 2.17294
11976.2 1.55231
12000.0 0.842817
12000.0 13.4040
12500.0 13.2092
15000.0 12.3812
17000.0 11.8499
20000.0 11.2012
25000.0 10.3997
30000.0 9.79766
35000.0 9.33233
40000.0 8.95153
50000.0 8.36802
60000.0 7.93304
70000.0 7.60038
72000.0 7.53384
80000.0 7.31475
100000 6.88665
120669 6.56901
125000 6.50245
150000 6.21101
159405 6.12547
170000 6.02910
200000 5.80688
223085 5.68231
223086 5.68230
250000 5.53707
288997 5.38432
288997 5.38432
300000 5.34122
319418 5.28601
350000 5.19907
356937 5.18404
379245 5.13570
379245 5.13570
400000 5.09072
423254 5.05645
471522 4.98533
498900 4.94499
498900 4.94499
500000 4.94337
514415 4.93043
564609 4.88539
586411 4.86583
600000 4.85364
700000 4.79582
701096 4.79519
701096 4.78055
701097 4.78055
800000 4.54929
845696 4.45682
845697 4.45682
900000 4.34694
1.00000E+06 4.17114
1.20000E+06 3.88604
1.40000E+06 3.67492
1.48453E+06 3.61169
1.48453E+06 3.61168
1.60000E+06 3.52532
1.75254E+06 3.45086
1.80000E+06 3.42770
2.00000E+06 3.37384
2.05746E+06 3.36870
2.07774E+06 3.36689
2.09386E+06 3.36545
2.20000E+06 3.35596
2.40000E+06 3.36650
2.42970E+06 3.37119
2.42971E+06 3.37119
2.43599E+06 3.37218
2.43599E+06 3.37218
2.49845E+06 3.38204
2.49846E+06 3.38204
2.54013E+06 3.38862
2.54013E+06 3.38862
2.55007E+06 3.39020
2.60000E+06 3.39808
2.60807E+06 3.39992
2.60807E+06 3.39992
2.61973E+06 3.40259
2.61973E+06 3.40259
2.79293E+06 3.44219
2.80000E+06 3.44380
2.81098E+06 3.44681
2.91593E+06 3.47549
2.93763E+06 3.48143
2.98123E+06 3.49335
2.98123E+06 3.49335
2.98478E+06 3.49432
2.98478E+06 3.49432
2.99178E+06 3.49624
3.00000E+06 3.49849
3.07655E+06 3.51942
3.07655E+06 3.51942
3.07817E+06 3.51986
3.07817E+06 3.51986
3.12350E+06 3.53226
3.13759E+06 3.53610
3.13760E+06 3.53610
3.17288E+06 3.54576
3.17288E+06 3.54576
3.17491E+06 3.54630
3.17491E+06 3.54630
3.18302E+06 3.54853
3.18302E+06 3.54853
3.20000E+06 3.55317
3.22663E+06 3.56045
3.26212E+06 3.57016
3.26820E+06 3.57181
3.26820E+06 3.57181
3.27327E+06 3.57321
3.27327E+06 3.57321
3.27875E+06 3.57470
3.29558E+06 3.57931
3.37163E+06 3.60009
3.37163E+06 3.60009
3.38350E+06 3.60334
3.39272E+06 3.60586
3.39272E+06 3.60586
3.42588E+06 3.61492
3.42588E+06 3.61492
3.42994E+06 3.61604
3.46279E+06 3.62502
3.46279E+06 3.62502
3.47344E+06 3.62794
3.49423E+06 3.63362
3.50000E+06 3.63519
3.51451E+06 3.63916
3.53783E+06 3.64554
3.53783E+06 3.64554
3.54868E+06 3.64850
3.54868E+06 3.64850
3.59685E+06 3.66168
3.65252E+06 3.67690
3.66012E+06 3.67897
3.66012E+06 3.67897
3.70000E+06 3.68988
4.00000E+06 3.75831
4.50000E+06 3.84736
5.00000E+06 3.90877
5.07664E+06 3.91341
5.07664E+06 3.91341
6.00000E+06 3.96939
7.00000E+06 3.97120
8.00000E+06 3.93284
8.80805E+06 3.87978
9.00000E+06 3.86718
9.87426E+06 3.79344
9.87427E+06 3.79344
1.00000E+07 3.78284
1.09028E+07 3.69394
1.10000E+07 3.68437
1.20000E+07 3.57244
1.30000E+07 3.44566
1.40000E+07 3.30326
1.50000E+07 3.16086
1.52096E+07 3.13101
1.54179E+07 3.10135
1.60000E+07 3.01846
1.70000E+07 2.89090
1.80000E+07 2.78252
1.84227E+07 2.74542
1.90000E+07 2.69472
2.00000E+07 2.62532
