Ag-109(n,tot) ENDF/B-VII.1
31.2780 44.7494
31.3999 34.1995
31.5217 27.4439
31.6436 22.8510
31.8873 17.1755
32.1311 13.9564
32.3748 12.1313
32.4966 11.8782
32.5576 12.2448
32.6185 13.5779
32.7000 16.4460
32.7815 12.8843
32.8397 11.0753
32.8979 10.1687
33.0143 9.27457
33.2472 8.41000
33.7128 7.46855
34.6441 6.49319
35.5754 6.00654
36.5067 5.78163
37.4379 5.83538
37.9036 6.06227
38.3692 6.60554
38.6021 7.11766
38.8349 7.94325
39.0677 9.35025
39.3005 11.9600
39.4169 14.1585
39.5333 17.4830
39.6498 22.8158
39.7662 32.0860
39.8826 50.1748
39.9408 66.3542
39.9990 92.3844
40.0281 111.713
40.0572 137.816
40.0863 174.114
40.1154 226.339
40.1445 304.529
40.1736 426.715
40.2027 625.683
40.2173 769.894
40.2318 953.974
40.2659 1536.58
40.3000 1935.82
40.3171 1829.66
40.3341 1562.16
40.3682 985.977
40.4058 585.803
40.4435 373.159
40.4811 255.280
40.5187 185.132
40.5563 140.544
40.5940 110.639
40.6692 74.4176
40.7445 54.2151
40.8197 41.8191
40.9702 28.0119
41.1207 20.8735
41.2712 16.6901
41.4217 14.0173
41.5722 12.1987
41.8732 9.93679
42.1742 8.62208
42.4752 7.78054
42.7762 7.20307
43.3781 6.47046
43.9801 6.02836
45.1841 5.51916
46.3881 5.22901
47.5921 5.03983
48.7960 4.91453
50.0000 4.85293
51.4280 4.93221
52.1420 5.12104
52.8560 5.57105
53.2130 6.00258
53.5699 6.71021
53.9269 7.93971
54.2839 10.2698
54.4624 12.2660
54.6409 15.3255
54.8194 20.3093
54.9979 29.1368
55.1764 46.8012
55.2657 62.9852
55.3549 89.6558
55.4442 137.801
55.4888 177.577
55.5334 236.637
55.5780 328.804
55.6227 481.144
55.6673 748.738
55.7119 1233.80
55.7560 1991.39
55.8000 2512.95
55.8441 2031.19
55.8881 1283.80
55.9175 931.563
55.9469 690.646
56.0056 412.001
56.0643 270.508
56.1231 191.032
56.1818 142.462
56.2406 110.771
56.3581 73.3885
56.4756 53.0362
56.5930 40.7303
56.8280 27.1837
57.0630 20.2400
57.2980 16.1832
57.5330 13.5921
57.7679 11.8266
58.2379 9.62304
58.7078 8.33350
59.1778 7.50138
59.6478 6.92529
60.5877 6.18421
61.5276 5.72772
63.4074 5.19207
65.2872 4.92724
66.2271 4.91166
67.1671 5.07460
67.6370 5.30017
68.1070 5.72572
68.5769 6.54339
69.0469 8.22287
69.2819 9.73698
69.5168 12.1422
69.7518 16.2115
69.9868 23.7378
70.1043 30.0741
70.2218 39.6527
70.3393 55.0059
70.3980 66.3583
70.4568 81.6467
70.5155 102.868
70.5742 133.414
70.6330 179.466
70.6917 253.074
70.7505 380.235
70.7799 480.750
70.8092 623.852
70.8386 835.036
70.8680 1159.00
70.8973 1673.60
70.9267 2497.79
70.9634 4036.27
71.0000 5097.79
71.0367 4123.70
71.0733 2607.38
71.1020 1792.47
71.1307 1271.46
71.1594 936.585
71.1881 714.391
71.2455 452.539
71.3028 312.305
71.3602 229.216
71.4176 176.138
71.5324 114.751
71.6472 81.9169
71.7619 62.2725
71.8767 49.5553
71.9915 40.8281
72.2210 29.9019
72.4505 23.5334
72.6801 19.4686
72.9096 16.6987
73.3687 13.2396
73.8278 11.2142
74.2868 9.90823
74.7459 9.00629
75.6641 7.85423
76.5822 7.15591
77.5004 6.69243
77.9594 6.52795
78.1890 6.49119
78.3037 6.53910
78.3611 6.63370
78.4185 6.86834
78.5000 7.36176
78.5815 6.81949
78.6526 6.51066
78.7236 6.38194
78.8658 6.27092
79.1500 6.16986
79.4343 6.12351
79.5764 6.15949
79.6474 6.24933
79.7185 6.51616
79.8000 7.00769
79.8815 6.48015
79.9212 6.27939
79.9608 6.16159
80.0401 6.04175
80.1986 5.94484
80.5158 5.85621
81.1500 5.74146
81.7843 5.67130
82.1014 5.71342
82.1807 5.76926
82.2599 5.89209
82.3392 6.20090
82.3789 6.53408
82.4185 7.12370
82.4593 8.06553
82.5000 8.69231
82.5408 8.05706
82.5815 7.10581
82.6210 6.50865
82.6604 6.16614
82.7393 5.83765
82.8182 5.69526
82.8972 5.62013
83.2128 5.50252
83.8441 5.42824
84.4754 5.41238
85.1067 5.47650
85.4223 5.56976
85.7379 5.74579
86.0536 6.08092
86.3692 6.75833
86.5271 7.36003
86.6849 8.30325
86.8427 9.87328
87.0005 12.7165
87.1583 18.5503
87.2373 24.0106
87.3162 33.1899
87.3951 50.2076
87.4345 64.6334
87.4740 86.5838
87.5134 121.975
87.5332 148.143
87.5529 183.165
87.5726 231.055
87.5924 297.766
87.6121 391.862
87.6318 523.716
87.6489 673.208
87.6659 845.601
87.7000 1069.20
87.7171 1012.97
87.7341 867.218
87.7682 550.746
87.7967 371.317
87.8252 259.957
87.8538 190.186
87.8823 144.782
87.9393 92.2947
87.9964 64.6745
88.0534 48.4814
88.1104 38.2055
88.2245 26.3845
88.3386 20.0843
88.4526 16.3184
88.5667 13.8787
88.6808 12.2013
88.9089 10.0937
89.1371 8.85718
89.3652 8.06180
89.5934 7.51528
90.0496 6.82555
90.5059 6.42321
90.9622 6.21562
91.0763 6.21891
91.1904 6.29704
91.2474 6.40394
91.3044 6.61924
91.3615 7.08196
91.3900 7.50324
91.4185 8.13994
91.4593 9.45867
91.5000 10.3338
91.5408 9.43135
91.5815 8.08408
91.6144 7.34706
91.6473 6.88157
91.7130 6.38559
91.7788 6.14758
91.8446 6.01347
91.9761 5.86724
92.1077 5.78443
92.6338 5.60914
93.6861 5.41647
95.7908 5.18498
97.8954 5.03028
100.000 4.90877
103.115 4.75996
103.893 4.72941
104.672 4.71080
105.061 4.71820
105.256 4.73500
105.450 4.77314
105.645 4.86264
105.742 4.95211
105.840 5.10878
105.937 5.41229
105.986 5.67892
106.034 6.09692
106.083 6.80069
106.132 8.08784
106.156 9.15763
106.180 10.7199
106.205 13.0614
106.229 16.5711
106.265 24.0529
106.300 29.2912
106.336 24.6140
106.371 17.2688
106.399 13.3426
106.426 10.8297
106.454 9.20173
106.481 8.12141
106.536 6.83950
106.591 6.14942
106.646 5.73713
106.701 5.47239
106.812 5.16255
106.922 4.99374
107.032 4.89037
107.252 4.77262
107.472 4.70759
107.692 4.66560
108.133 4.61161
109.014 4.54553
109.895 4.49633
111.656 4.41226
112.537 4.38221
112.757 4.38317
112.978 4.40132
113.088 4.42965
113.198 4.49781
113.253 4.56895
113.308 4.69885
113.363 4.96138
113.391 5.19176
113.418 5.53269
113.459 6.26450
113.500 6.75497
113.541 6.26117
113.582 5.52548
113.622 5.06868
113.661 4.80750
113.701 4.65394
113.740 4.55834
113.819 4.45170
113.898 4.39647
114.056 4.34172
114.214 4.31386
114.846 4.25929
116.109 4.18630
118.637 4.03966
121.164 3.87345
123.691 3.68428
124.955 3.58565
126.218 3.49629
127.482 3.44648
128.746 3.52661
129.377 3.69270
130.009 4.05018
130.641 4.80345
131.273 6.46409
131.589 8.02383
131.905 10.5657
132.221 14.9672
132.379 18.4197
132.536 23.2811
132.694 30.3786
132.852 41.1969
133.010 58.6935
133.168 89.2669
133.247 113.753
133.326 149.119
133.405 202.577
133.484 288.100
133.563 436.168
133.603 553.256
133.642 719.884
133.682 965.512
133.721 1341.55
133.761 1937.00
133.800 2884.08
133.850 4684.15
133.900 5944.05
133.950 4828.20
134.000 3064.67
134.044 2021.83
134.088 1389.63
134.132 1001.16
134.176 751.980
134.264 467.847
134.352 320.118
134.440 234.122
134.528 179.762
134.704 117.440
134.880 84.2509
135.056 64.4083
135.232 51.5422
135.408 42.6912
135.760 31.5451
136.112 24.9959
136.464 20.7806
136.816 17.8873
137.519 14.2589
138.223 12.2243
138.575 11.6736
138.927 11.7116
139.103 12.3584
139.191 13.1110
139.279 14.4935
139.367 17.2304
139.411 19.6413
139.455 23.4114
139.499 29.6740
139.543 40.9152
139.587 63.0440
139.609 82.0495
139.631 109.489
139.666 171.282
139.700 214.349
139.735 175.531
139.770 114.447
139.810 70.8544
139.850 48.1582
139.890 35.6846
139.930 28.3137
139.970 23.6196
140.010 20.4699
140.090 16.6217
140.169 14.4333
140.249 13.0573
140.409 11.4549
140.569 10.5564
140.729 9.97670
141.048 9.24926
141.687 8.44657
142.326 7.95383
143.604 7.30777
144.882 6.87298
147.438 6.29623
149.994 5.91488
152.550 5.63119
155.106 5.40035
157.662 5.19876
158.940 5.11164
159.579 5.09972
159.739 5.12018
159.899 5.18481
159.978 5.26304
160.058 5.42641
160.098 5.57869
160.138 5.82744
160.178 6.25693
160.218 7.01723
160.259 8.23640
160.300 9.05333
160.341 8.23096
160.382 7.00574
160.412 6.39142
160.442 5.98951
160.502 5.54763
160.562 5.33251
160.622 5.21412
160.742 5.09380
160.862 5.03465
161.101 4.97395
161.341 4.93860
162.300 4.84617
163.259 4.77097
163.739 4.75064
163.978 4.78531
164.098 4.88591
164.158 5.03028
164.218 5.37024
164.300 6.06075
164.382 5.35653
164.424 5.08364
164.465 4.93124
164.549 4.78756
164.716 4.69027
165.049 4.62654
165.716 4.55820
167.050 4.45263
167.717 4.42051
168.384 4.43096
169.051 4.60678
169.218 4.75847
169.385 5.09665
169.468 5.45668
169.551 6.17204
169.593 6.82685
169.635 7.89835
169.676 9.76604
169.718 13.1227
169.759 18.3206
169.800 21.8099
169.841 18.3588
169.882 13.1966
169.931 9.47080
169.980 7.62081
170.029 6.65106
170.077 6.10660
170.175 5.58195
170.273 5.38224
170.664 5.51765
171.054 6.35885
171.445 8.21841
171.640 9.91090
171.836 12.5967
172.031 17.1130
172.129 20.5727
172.227 25.3521
172.324 32.1844
172.422 42.3440
172.520 58.2504
172.617 84.9073
172.666 105.431
172.715 133.942
172.764 175.137
172.813 237.000
172.862 335.270
172.910 500.667
172.959 798.636
172.984 1034.50
173.008 1355.83
173.054 2200.84
173.100 2795.49
173.146 2283.04
173.192 1459.00
173.242 880.774
173.293 568.634
173.343 393.001
173.393 287.591
173.443 219.895
173.494 174.232
173.594 118.347
173.695 86.8058
173.795 67.2445
173.996 45.1536
174.197 33.5265
174.398 26.6008
174.599 22.1101
174.800 19.0141
175.202 15.0952
175.604 12.7701
176.006 11.2572
176.408 10.2061
177.212 8.85645
178.016 8.03632
178.820 7.48864
179.624 7.09771
181.231 6.57575
182.839 6.24015
184.447 6.00260
186.055 5.82235
189.271 5.55731
192.487 5.35835
195.702 5.18978
197.310 5.12102
197.712 5.11472
198.114 5.13282
198.315 5.17207
198.416 5.21264
198.516 5.28370
198.617 5.41901
198.667 5.53546
198.717 5.71401
198.767 6.00556
198.818 6.51626
198.868 7.49360
198.893 8.31336
198.918 9.48249
198.959 12.1848
199.000 13.9957
199.041 12.1818
199.082 9.47529
199.111 8.16630
199.139 7.29445
199.168 6.71331
199.197 6.31640
199.254 5.83450
199.312 5.56891
199.369 5.40782
199.426 5.30304
199.541 5.17882
199.771 5.06548
200.000 5.01197
200.570 4.94305
201.140 4.89708
202.281 4.81628
203.421 4.73626
204.561 4.66064
205.131 4.63270
205.701 4.62522
206.271 4.66746
206.842 4.83801
207.127 5.03425
207.412 5.38756
207.697 6.04960
207.982 7.38438
208.124 8.57226
208.267 10.4341
208.409 13.5283
208.552 19.1005
208.623 23.6682
208.695 30.3891
208.766 40.7705
208.801 48.1685
208.837 57.8209
208.873 70.7397
208.908 88.3887
208.944 113.315
208.980 149.832
209.015 205.872
209.051 295.658
209.086 446.872
209.122 706.406
209.161 1146.44
209.200 1457.51
209.240 1187.81
209.279 756.286
209.318 476.403
209.358 317.765
209.397 225.053
209.436 167.668
209.475 130.037
209.514 104.283
209.593 72.2954
209.671 53.9390
209.750 42.4512
209.907 29.3469
210.063 22.3810
210.220 18.2096
210.377 15.4916
210.534 13.6123
210.848 11.2256
211.161 9.80545
211.475 8.87917
211.789 8.23432
212.416 7.40486
213.044 6.89989
213.671 6.56226
214.299 6.32110
215.553 5.99934
216.808 5.79428
218.063 5.65979
218.377 5.64098
218.691 5.64244
218.848 5.66567
219.004 5.73884
219.083 5.82688
219.161 6.00921
219.200 6.17772
219.240 6.45181
219.279 6.92120
219.318 7.74371
219.359 9.07986
219.400 9.97509
219.441 9.07422
219.482 7.73195
219.513 7.04106
219.544 6.59676
219.575 6.30829
219.606 6.11510
219.668 5.88467
219.729 5.75898
219.853 5.63273
219.977 5.57167
220.224 5.51078
220.471 5.47709
220.966 5.43296
221.460 5.39948
223.439 5.29704
227.395 5.14952
231.352 5.03582
235.309 4.93654
239.265 4.84050
243.222 4.73610
245.200 4.67512
246.189 4.64127
247.179 4.60608
248.168 4.57629
248.662 4.57247
249.157 4.59456
249.404 4.62878
249.651 4.69643
249.899 4.83072
250.146 5.11208
250.270 5.36745
250.393 5.77234
250.517 6.45308
250.641 7.69067
250.764 10.2253
250.826 12.5742
250.888 16.4676
250.950 23.5082
251.012 37.8920
251.042 51.1701
251.073 72.8291
251.089 88.9099
251.104 110.096
251.120 138.516
251.135 175.833
251.151 226.421
251.168 284.719
251.200 362.045
251.216 344.458
251.233 296.551
251.265 191.068
251.295 125.731
251.325 86.9445
251.355 63.5151
251.385 48.7070
251.445 31.9341
251.505 23.2961
251.565 18.2741
251.625 15.1062
251.745 11.4620
251.864 9.51259
251.984 8.33917
252.104 7.57250
252.224 7.04091
252.464 6.36297
252.704 5.95710
252.943 5.69059
253.183 5.50356
253.663 5.25920
254.142 5.10623
255.101 4.92179
256.060 4.81473
256.540 4.78366
257.020 4.77876
257.499 4.84045
257.739 4.93734
257.979 5.14874
258.099 5.34327
258.218 5.65363
258.338 6.17665
258.458 7.13003
258.578 9.08314
258.638 10.8979
258.698 13.9036
258.758 19.3573
258.788 23.8626
258.818 30.5104
258.848 40.8540
258.878 57.7174
258.908 86.9509
258.938 138.609
258.969 223.646
259.000 283.912
259.031 232.528
259.062 150.070
259.084 109.156
259.106 81.6471
259.128 63.0874
259.149 50.2831
259.193 34.5583
259.236 25.7732
259.279 20.4133
259.323 16.9124
259.410 12.7675
259.497 10.4912
259.583 9.10388
259.757 7.55413
259.931 6.74182
260.104 6.25685
260.278 5.94008
260.451 5.71936
260.799 5.43498
261.146 5.26122
261.840 5.06057
262.535 4.94950
263.229 4.88821
263.577 4.88068
263.750 4.88929
263.924 4.91555
264.098 4.98094
264.184 5.04562
264.271 5.15570
264.358 5.35872
264.445 5.78260
264.488 6.18292
264.532 6.85303
264.575 8.05101
264.618 10.2722
264.659 13.5871
264.700 15.7976
264.741 13.5834
264.782 10.2637
264.811 8.60831
264.841 7.51829
264.870 6.79942
264.900 6.31274
264.959 5.72746
265.018 5.40806
265.077 5.21576
265.135 5.09159
265.253 4.94527
265.371 4.86449
265.489 4.81417
265.725 4.75464
266.197 4.69460
266.668 4.65898
267.612 4.60817
268.555 4.56751
269.499 4.53472
269.970 4.52461
270.442 4.52616
270.914 4.56069
271.149 4.61101
271.385 4.71806
271.621 4.96813
271.739 5.22262
271.857 5.67913
271.975 6.59402
272.034 7.42609
272.093 8.77483
272.152 11.1483
272.211 15.7790
272.240 19.8680
272.270 26.2363
272.299 36.5386
272.329 53.3212
272.364 84.4109
272.400 106.513
272.436 87.8094
272.472 57.6820
272.497 42.5381
272.522 32.3763
272.548 25.5668
272.573 20.9101
272.624 15.1976
272.675 12.0287
272.725 10.0972
272.776 8.84043
272.877 7.35362
272.979 6.53702
273.080 6.03818
273.283 5.47968
273.486 5.18513
273.689 5.00783
274.095 4.80891
274.501 4.70324
274.907 4.64564
275.110 4.63570
275.313 4.65484
275.414 4.69348
275.516 4.78902
275.566 4.88810
275.617 5.06546
275.668 5.41044
275.719 6.12134
275.759 7.07422
275.800 7.70614
275.841 7.06516
275.882 6.10799
275.913 5.60407
275.944 5.28063
275.976 5.07174
276.007 4.93237
276.070 4.76652
276.133 4.67594
276.258 4.58418
276.384 4.53875
276.635 4.49164
276.886 4.46425
277.891 4.39798
279.900 4.30551
280.905 4.26584
281.909 4.23443
282.412 4.22952
282.914 4.25418
283.165 4.30411
283.291 4.35587
283.416 4.44762
283.542 4.62704
283.605 4.78590
283.667 5.03782
283.730 5.46753
283.793 6.27574
283.824 6.96382
283.856 8.00168
283.887 9.61581
283.918 12.1275
283.959 16.9317
284.000 20.1342
284.041 16.9296
284.082 12.1220
284.107 10.0154
284.132 8.54323
284.182 6.78493
284.232 5.86150
284.283 5.33344
284.333 5.00592
284.383 4.79064
284.484 4.53381
284.584 4.39200
284.685 4.30476
284.886 4.20532
285.288 4.11489
285.690 4.06883
286.494 4.01375
287.298 3.98661
288.102 4.01802
288.504 4.09610
288.906 4.28875
289.107 4.47678
289.308 4.78749
289.509 5.32838
289.710 6.34672
289.911 8.50907
290.011 10.5776
290.112 14.1068
290.212 20.7440
290.262 26.4328
290.313 35.1359
290.363 49.2971
290.413 73.9293
290.463 120.417
290.488 158.824
290.513 212.949
290.557 345.922
290.600 440.934
290.643 361.199
290.687 232.051
290.726 152.836
290.766 105.542
290.805 76.8394
290.845 58.6226
290.924 37.9546
291.003 27.2541
291.082 21.0230
291.161 17.0852
291.320 12.5527
291.478 10.1240
291.636 8.66357
291.794 7.71170
291.953 7.05559
292.269 6.24355
292.585 5.83914
292.744 5.78898
292.902 5.95473
292.981 6.23781
293.060 6.87863
293.100 7.49181
293.139 8.50174
293.179 10.2549
293.218 13.3428
293.259 18.3043
293.300 21.5943
293.341 18.2435
293.382 13.2457
293.411 10.7756
293.440 9.13425
293.498 7.29463
293.556 6.38326
293.614 5.87406
293.731 5.34805
293.847 5.08547
294.080 4.81758
294.312 4.67027
294.778 4.48962
295.243 4.36797
296.174 4.19391
297.104 4.06270
298.035 3.95474
298.965 3.87643
299.431 3.87402
299.663 3.90335
299.896 3.98513
300.129 4.19929
300.245 4.42626
300.361 4.84004
300.478 5.67731
300.536 6.43959
300.594 7.67308
300.652 9.83343
300.710 14.0076
300.739 17.6527
300.768 23.2641
300.798 32.2023
300.827 46.4976
300.863 73.9174
300.900 93.5643
300.937 77.2782
300.974 50.7915
301.004 35.8273
301.034 26.4051
301.064 20.4076
301.094 16.4536
301.154 11.8088
301.214 9.32715
301.274 7.84910
301.334 6.90033
301.454 5.78922
301.574 5.18132
301.694 4.80835
301.934 4.38280
302.174 4.14904
302.414 3.99994
302.894 3.81361
303.855 3.59970
304.815 3.44992
306.736 3.19821
308.657 2.98317
309.617 2.91367
310.578 2.91702
311.538 3.09428
312.498 3.71585
312.979 4.40795
313.459 5.63621
313.939 7.91069
314.179 9.76639
314.419 12.4452
314.659 16.4398
314.899 22.6521
315.140 32.8660
315.380 50.9860
315.500 65.6196
315.620 86.8310
315.740 119.017
315.860 170.590
315.980 259.666
316.100 428.886
316.160 574.138
316.220 793.636
316.280 1135.81
316.340 1672.00
316.420 2742.28
316.500 3513.21
316.580 2878.46
316.660 1842.42
316.744 1137.72
316.828 747.056
316.911 522.840
316.995 386.082
317.079 297.298
317.163 236.810
317.330 162.094
317.497 119.420
317.665 92.7359
318.000 62.2897
318.335 46.0804
318.670 36.3345
319.004 29.9643
319.339 25.5399
320.009 19.8956
320.679 16.5192
321.349 14.3432
321.684 13.6421
321.851 13.6042
321.935 13.9793
321.977 14.4963
322.019 15.5017
322.100 18.1202
322.182 15.1932
322.225 13.9980
322.268 13.3173
322.355 12.6266
322.528 12.0221
322.874 11.3800
323.566 10.5025
324.950 9.31843
326.334 8.59259
326.680 8.50345
327.026 8.54049
327.199 8.70071
327.286 8.87503
327.372 9.18263
327.459 9.76254
327.545 10.9878
327.588 12.1508
327.632 14.0935
327.675 17.5687
327.718 23.9727
327.759 33.5980
327.800 39.9885
327.841 33.5481
327.882 23.9204
327.930 17.0045
327.978 13.4709
328.025 11.5661
328.073 10.4516
328.121 9.74976
328.169 9.28025
328.264 8.70838
328.360 8.38182
328.456 8.17306
328.647 7.91954
329.029 7.65473
329.412 7.49378
330.176 7.26484
330.941 7.08590
334.000 6.57283
337.059 6.23366
337.824 6.17072
338.589 6.12642
338.971 6.12391
339.163 6.13628
339.354 6.16949
339.545 6.25029
339.641 6.33043
339.736 6.46795
339.832 6.72525
339.880 6.94372
339.927 7.27602
339.975 7.81085
340.023 8.73413
340.071 10.4601
340.118 13.8478
340.159 18.5716
340.200 21.7193
340.241 18.5673
340.282 13.8380
340.325 10.6743
340.368 8.96198
340.411 7.99750
340.454 7.41696
340.497 7.04434
340.540 6.79341
340.627 6.48688
340.713 6.31342
340.799 6.20527
340.972 6.08050
341.144 6.01116
341.316 5.96633
341.661 5.90865
342.351 5.83817
343.041 5.78642
345.800 5.62535
348.559 5.49393
349.939 5.43949
350.284 5.43054
350.629 5.43079
350.801 5.44186
350.974 5.47823
351.060 5.52325
351.146 5.61933
351.189 5.71086
351.232 5.86451
351.275 6.13929
351.319 6.64773
351.359 7.41086
351.400 7.91739
351.441 7.40588
351.482 6.64155
351.516 6.20948
351.550 5.94471
351.585 5.77983
351.619 5.67292
351.687 5.54938
351.756 5.48388
351.893 5.41926
352.030 5.38798
352.305 5.35579
352.579 5.33668
353.677 5.28576
355.872 5.20237
360.262 5.04703
364.653 4.89242
369.043 4.72526
373.434 4.52574
375.629 4.40294
377.824 4.25431
380.019 4.06764
381.117 3.95743
382.214 3.84286
382.763 3.79333
383.312 3.76496
383.861 3.79209
384.410 3.96769
384.684 4.18566
384.958 4.58879
385.233 5.35570
385.507 6.91230
385.644 8.29562
385.782 10.4564
385.919 14.0196
385.987 16.7004
386.056 20.3488
386.125 25.4559
386.193 32.8558
386.262 44.0483
386.330 61.9271
386.365 75.0559
386.399 92.5798
386.433 116.545
386.468 150.235
386.502 199.065
386.536 272.122
386.571 384.367
386.605 557.345
386.652 914.551
386.700 1173.84
386.748 965.120
386.795 620.560
386.832 433.997
386.869 313.038
386.906 234.389
386.943 181.678
387.017 118.800
387.090 84.6012
387.164 64.0654
387.238 50.7799
387.386 35.1632
387.533 26.6274
387.681 21.4163
387.828 17.9777
387.976 15.5744
388.271 12.4905
388.566 10.6325
388.862 9.40893
389.157 8.54979
389.747 7.43290
390.338 6.74880
390.928 6.33696
391.076 6.29912
391.223 6.34792
391.297 6.45587
391.371 6.71155
391.408 6.95713
391.445 7.35875
391.482 8.03950
391.518 9.20443
391.559 11.1767
391.600 12.4855
391.641 11.1356
391.682 9.12174
391.730 7.64577
391.779 6.89519
391.828 6.48522
391.877 6.23968
391.974 5.96547
392.072 5.81431
392.266 5.63785
392.461 5.52212
393.241 5.20938
394.021 4.97313
394.800 4.77821
395.580 4.65058
395.970 4.65614
396.360 4.79607
396.750 5.31576
396.945 5.95218
397.139 7.22479
397.334 10.0611
397.432 12.8575
397.529 17.7208
397.578 21.5810
397.627 27.0698
397.651 30.7222
397.675 35.1931
397.700 40.7801
397.724 47.8010
397.749 56.8366
397.773 68.6267
397.797 84.3125
397.822 105.527
397.846 135.106
397.870 176.885
397.895 237.279
397.919 323.514
397.960 530.890
398.000 682.698
398.020 652.239
398.041 563.429
398.081 364.190
398.129 214.740
398.177 137.627
398.225 95.6501
398.273 70.8816
398.321 55.1601
398.369 44.6290
398.465 31.8049
398.561 24.5618
398.657 20.0599
398.849 14.9366
399.041 12.2057
399.233 10.5623
399.618 8.74764
400.002 7.82783
400.386 7.33301
401.154 7.07778
401.538 7.28873
401.922 7.82726
402.306 8.92486
402.691 11.1381
403.075 15.9850
403.267 20.6659
403.459 28.6621
403.651 43.6772
403.747 56.4687
403.843 75.9672
403.939 107.402
404.035 161.450
404.131 261.557
404.227 455.724
404.314 744.272
404.400 952.119
404.487 781.466
404.573 502.268
404.667 307.519
404.760 201.484
404.854 141.518
404.947 105.237
405.041 81.8627
405.134 65.9900
405.321 46.4701
405.508 35.3672
405.695 28.4312
406.069 20.5214
406.443 16.3004
406.817 13.7529
407.191 12.0786
407.565 10.9078
408.313 9.39684
409.061 8.47454
409.809 7.85664
410.557 7.41443
412.054 6.82163
413.550 6.43812
416.542 5.95529
419.534 5.64045
421.030 5.51062
422.526 5.38865
424.022 5.27006
424.770 5.21366
425.518 5.16726
425.893 5.15504
426.267 5.16082
426.641 5.20565
427.015 5.34312
427.202 5.48765
427.389 5.73491
427.576 6.17647
427.763 7.02293
427.950 8.83953
428.043 10.5809
428.137 13.5428
428.230 19.0623
428.277 23.7368
428.324 30.7895
428.370 42.0381
428.417 61.0229
428.464 95.3810
428.487 122.631
428.511 159.650
428.555 260.064
428.600 333.214
428.645 275.217
428.690 178.886
428.737 111.900
428.785 74.9906
428.833 53.9489
428.881 41.1617
428.928 32.8630
428.976 27.2062
429.072 20.2239
429.167 16.2268
429.263 13.7217
429.454 10.8489
429.645 9.30754
429.836 8.37287
430.027 7.75636
430.218 7.32415
430.600 6.76395
430.983 6.42035
431.365 6.18895
431.747 6.02245
432.511 5.79714
433.275 5.64922
434.804 5.45924
436.333 5.33459
