Mg-24(n,g) ENDF/B-VII.1
220064 0.000322237
220067 0.000322257
220078 0.000322332
220089 0.000322407
220096 0.000322454
220111 0.000322556
220133 0.000322706
220155 0.000322856
220177 0.000323005
220186 0.000323067
220200 0.000323162
220211 0.000323237
220222 0.000323312
220230 0.000323366
220233 0.000323387
220244 0.000323462
220255 0.000323537
220266 0.000323612
220274 0.000323667
220277 0.000323687
220288 0.000323762
220299 0.000323837
220310 0.000323913
220318 0.000323967
220322 0.000323995
220333 0.000324070
220344 0.000324145
220355 0.000324220
220361 0.000324261
220374 0.000324350
220392 0.000324474
220407 0.000324576
220420 0.000324666
220422 0.000324679
220430 0.000324731
220437 0.000324782
220452 0.000324885
220467 0.000324988
220481 0.000325084
220493 0.000325167
220496 0.000325187
220504 0.000325239
220511 0.000325290
220526 0.000325393
220541 0.000325497
220556 0.000325600
220571 0.000325703
220580 0.000325765
220585 0.000325799
220600 0.000325903
220615 0.000326006
220630 0.000326110
220645 0.000326213
220660 0.000326317
220675 0.000326420
220682 0.000326468
220689 0.000326517
220704 0.000326620
220719 0.000326724
220749 0.000326932
220779 0.000327139
220808 0.000327340
220828 0.000327479
220838 0.000327548
220868 0.000327756
220897 0.000327958
220927 0.000328166
220957 0.000328375
220986 0.000328577
221016 0.000328786
221046 0.000328995
221062 0.000329107
221076 0.000329205
221105 0.000329407
221135 0.000329617
221165 0.000329827
221194 0.000330030
221224 0.000330240
221254 0.000330451
221284 0.000330661
221313 0.000330865
221343 0.000331076
221373 0.000331287
221402 0.000331491
221412 0.000331562
221432 0.000331702
221462 0.000331914
221492 0.000332126
221521 0.000332331
221551 0.000332543
221581 0.000332755
221640 0.000333173
221700 0.000333599
221759 0.000334018
221812 0.000334396
221818 0.000334438
221833 0.000334545
221848 0.000334652
221878 0.000334866
221937 0.000335287
221997 0.000335717
222056 0.000336139
222112 0.000336541
222115 0.000336563
222123 0.000336617
222130 0.000336670
222145 0.000336778
222175 0.000336994
222234 0.000337419
222294 0.000337851
222353 0.000338277
222413 0.000338711
222472 0.000339138
222531 0.000339566
222591 0.000340002
222650 0.000340432
222710 0.000340869
222769 0.000341299
222829 0.000341738
222888 0.000342170
222947 0.000342603
223007 0.000343043
223066 0.000343477
223126 0.000343919
223244 0.000344790
223363 0.000345671
223482 0.000346555
223601 0.000347441
223629 0.000347650
223720 0.000348330
223839 0.000349222
223958 0.000350116
224076 0.000351005
224195 0.000351905
224314 0.000352806
224433 0.000353711
224552 0.000354618
224671 0.000355527
224789 0.000356432
224908 0.000357346
225027 0.000358264
225146 0.000359183
225265 0.000360105
225369 0.000360913
225384 0.000361030
225443 0.000361489
225502 0.000361949
225621 0.000362879
225740 0.000363811
225859 0.000364745
226097 0.000366621
226334 0.000368499
226572 0.000370394
226663 0.000371121
226810 0.000372299
227047 0.000374205
227285 0.000376128
227523 0.000378060
227760 0.000379993
227998 0.000381942
228279 0.000384255
228561 0.000386589
228842 0.000388925
228927 0.000389634
229123 0.000391273
229404 0.000393632
229463 0.000394129
229686 0.000396011
229967 0.000398391
230248 0.000400781
230529 0.000403182
230811 0.000405600
231092 0.000408019
231373 0.000410447
231936 0.000415337
232485 0.000420136
232498 0.000420250
232533 0.000420559
232568 0.000420867
232639 0.000421485
232780 0.000422721
233061 0.000425199
233197 0.000426398
233623 0.000430164
234186 0.000435159
234748 0.000440162
235311 0.000445188
235873 0.000450213
236043 0.000451735
236436 0.000455253
236931 0.000459684
236998 0.000460284
237139 0.000461544
237280 0.000462803
237561 0.000465320
238123 0.000470338
239248 0.000480337
239601 0.000483457
240373 0.000490242
241499 0.000500021
241515 0.000500159
241550 0.000500458
241584 0.000500757
241654 0.000501352
241792 0.000502542
242070 0.000504912
242624 0.000509619
243220 0.000514622
243749 0.000519010
244739 0.000527081
244874 0.000528167
245155 0.000530419
245437 0.000532654
245999 0.000537080
246093 0.000537814
246351 0.000539819
246609 0.000541811
247124 0.000545766
247302 0.000547122
247776 0.000550714
248249 0.000554290
248378 0.000555263
248858 0.000558884
249337 0.000562532
249374 0.000562815
249452 0.000563416
249531 0.000564018
249687 0.000565229
250000 0.000567680
250000 0.000567681
250001 0.000567688
250002 0.000567693
250003 0.000567705
250006 0.000567729
250012 0.000567776
250024 0.000567871
250048 0.000568062
250096 0.000568443
250192 0.000569210
250499 0.000571707
250954 0.000575567
251631 0.000581861
252235 0.000588404
252749 0.000595144
252775 0.000595525
252854 0.000596705
252932 0.000597929
253089 0.000600530
253251 0.000603456
253412 0.000606654
253573 0.000610195
253594 0.000610686
253664 0.000612374
253734 0.000614148
253896 0.000618614
254057 0.000623689
254218 0.000629493
254379 0.000636220
254540 0.000644105
254701 0.000653459
254822 0.000661707
254943 0.000671257
254999 0.000676200
255064 0.000682417
255185 0.000695586
255266 0.000705782
255346 0.000717166
255427 0.000730271
255507 0.000745076
255588 0.000762340
255669 0.000782388
255749 0.000805546
255830 0.000833219
255870 0.000848776
255910 0.000865796
255951 0.000884959
255991 0.000905557
256031 0.000928298
256072 0.000954157
256112 0.000982246
256152 0.00101361
256193 0.00104970
256233 0.00108942
256273 0.00113438
256313 0.00118556
256354 0.00124571
256394 0.00131346
256414 0.00135127
256434 0.00139208
256454 0.00143621
256475 0.00148653
256495 0.00153869
256515 0.00159548
256535 0.00165747
256555 0.00172530
256575 0.00179974
256596 0.00188599
256616 0.00197692
256636 0.00207768
256656 0.00218973
256676 0.00231484
256696 0.00245511
256711 0.00257178
256716 0.00261309
256726 0.00269967
256737 0.00280145
256747 0.00290046
256757 0.00300624
256767 0.00311942
256777 0.00324069
256787 0.00337086
256797 0.00351080
256807 0.00366153
256817 0.00382418
256827 0.00400003
256837 0.00419057
256847 0.00439746
256857 0.00462264
256868 0.00489410
256878 0.00516529
256888 0.00546283
256898 0.00579026
256908 0.00615169
256918 0.00655200
256922 0.00672427
256928 0.00699697
256938 0.00749346
256943 0.00776355
256948 0.00804975
256953 0.00835335
256958 0.00867579
256966 0.00923493
256974 0.00985389
256982 0.0105415
256990 0.0113082
256994 0.0117251
256999 0.0122811
257003 0.0127564
257006 0.0131320
257007 0.0132610
257011 0.0137976
257015 0.0143688
257019 0.0149778
257023 0.0156277
257027 0.0163225
257031 0.0170663
257035 0.0178638
257039 0.0187202
257043 0.0196416
257047 0.0206345
257051 0.0216787
257051 0.0217345
257052 0.0218747
257052 0.0220164
257053 0.0223039
257055 0.0228664
257059 0.0241237
257063 0.0254896
257067 0.0269770
257071 0.0286005
257075 0.0303772
257079 0.0323266
257080 0.0328436
257083 0.0344718
257087 0.0368396
257091 0.0394613
257095 0.0423743
257097 0.0438724
257097 0.0440347
257098 0.0444444
257098 0.0448599
257099 0.0456226
257101 0.0473886
257103 0.0492590
257105 0.0512420
257107 0.0533468
257109 0.0555832
257111 0.0578399
257111 0.0580853
257112 0.0587058
257112 0.0593361
257113 0.0604965
257115 0.0631989
257117 0.0660846
257119 0.0691702
257121 0.0724741
257122 0.0742143
257123 0.0760170
257125 0.0798217
257127 0.0839141
257129 0.0883230
257130 0.0906561
257131 0.0930808
257134 0.100953
257136 0.106754
257137 0.109838
257138 0.113054
257140 0.119910
257142 0.127386
257143 0.131379
257144 0.135555
257146 0.144501
257148 0.153807
257148 0.154836
257149 0.157453
257149 0.160133
257150 0.165123
257152 0.177035
257153 0.183452
257154 0.190203
257156 0.204793
257157 0.211873
257157 0.213492
257158 0.217618
257158 0.220998
257159 0.229775
257160 0.238091
257160 0.239996
257161 0.244849
257161 0.248830
257162 0.259176
257163 0.270118
257164 0.280507
257164 0.282889
257165 0.288964
257165 0.293950
257166 0.306929
257167 0.319269
257167 0.322100
257168 0.329323
257168 0.335255
257169 0.350705
257170 0.365406
257170 0.368780
257171 0.377389
257171 0.384461
257172 0.402885
257173 0.420414
257173 0.424436
257174 0.434698
257174 0.443126
257175 0.462814
257175 0.467329
257176 0.478845
257176 0.488296
257177 0.512871
257178 0.536178
257178 0.541513
257179 0.555104
257179 0.566236
257180 0.592138
257180 0.598055
257181 0.622309
257181 0.628518
257182 0.644293
257182 0.657170
257183 0.690340
257184 0.724837
257186 0.797280
257187 0.834830
257188 0.872897
257190 0.949066
257191 0.986228
257192 1.02204
257193 1.05259
257193 1.05911
257194 1.08406
257194 1.08999
257195 1.10420
257195 1.11490
257196 1.13658
257196 1.14092
257197 1.15635
257197 1.15971
257198 1.16720
257198 1.17223
257199 1.18029
257199 1.18145
257200 1.18334
257200 1.18381
257201 1.18143
257201 1.18026
257202 1.17330
257202 1.17100
257203 1.15963
257203 1.15626
257204 1.14081
257204 1.13647
257205 1.12484
257205 1.11477
257206 1.08985
257206 1.08392
257207 1.05896
257207 1.05243
257208 1.03568
257208 1.01837
257209 0.986064
257210 0.948901
257212 0.872738
257214 0.800859
257214 0.793423
257215 0.774985
257215 0.756787
257216 0.724713
257217 0.693617
257217 0.686850
257218 0.670166
257218 0.657068
257219 0.628425
257219 0.622218
257220 0.606956
257220 0.595009
257220 0.589123
257221 0.568985
257221 0.563362
257222 0.549560
257222 0.538778
257223 0.515352
257223 0.510301
257224 0.497916
257224 0.485872
257225 0.465032
257226 0.445237
257226 0.440976
257227 0.430536
257227 0.422401
257228 0.404775
257228 0.400982
257229 0.391694
257229 0.384456
257230 0.367089
257231 0.352306
257231 0.349126
257232 0.341336
257232 0.335266
257233 0.320696
257234 0.308288
257234 0.305618
257235 0.299074
257235 0.293973
257236 0.281721
257237 0.271275
257237 0.269026
257238 0.263510
257238 0.258148
257239 0.248865
257240 0.239078
257241 0.230718
257241 0.228915
257242 0.224493
257242 0.221040
257243 0.212723
257244 0.204837
257245 0.198085
257245 0.196627
257246 0.193048
257246 0.190250
257247 0.183500
257248 0.177712
257248 0.176460
257249 0.173386
257249 0.170982
257250 0.165174
257252 0.154888
257252 0.153859
257253 0.149839
257254 0.146444
257255 0.139978
257257 0.131432
257259 0.123994
257259 0.123247
257260 0.121407
257260 0.119607
257261 0.116462
257263 0.109892
257265 0.104139
257265 0.103559
257266 0.101286
257267 0.0993561
257268 0.0956551
257270 0.0907090
257272 0.0861295
257274 0.0820872
257274 0.0816781
257275 0.0806682
257275 0.0796767
257276 0.0779366
257278 0.0742654
257280 0.0708442
257283 0.0661343
257285 0.0633878
257285 0.0631086
257286 0.0624185
257286 0.0617396
257287 0.0605450
257289 0.0580103
257291 0.0556306
257293 0.0533935
257295 0.0512882
257297 0.0493046
257298 0.0483556
257300 0.0465378
257302 0.0448205
257304 0.0431966
257306 0.0416595
257308 0.0402031
257310 0.0388221
257315 0.0357259
257315 0.0356075
257316 0.0353142
257316 0.0350245
257317 0.0344557
257319 0.0334128
257323 0.0313676
257328 0.0290671
257332 0.0274061
257336 0.0258853
257340 0.0244894
257341 0.0241584
257345 0.0229003
257349 0.0217397
257353 0.0206669
257358 0.0194364
257362 0.0185312
257366 0.0176894
257371 0.0167175
257375 0.0159982
257379 0.0153420
257379 0.0153095
257380 0.0152287
257380 0.0151485
257381 0.0149901
257383 0.0146962
257388 0.0139642
257392 0.0134188
257396 0.0129059
257401 0.0123068
257405 0.0118583
257409 0.0114350
257414 0.0109385
257418 0.0105653
257422 0.0102120
257426 0.00987698
257435 0.00918424
257443 0.00863137
257444 0.00856602
257448 0.00831242
257452 0.00807070
257461 0.00756655
257469 0.00715991
257478 0.00674345
257487 0.00636529
257495 0.00605760
257504 0.00573989
257512 0.00548013
257521 0.00521066
257530 0.00496283
257538 0.00475887
257547 0.00454598
257555 0.00437011
257564 0.00418590
257572 0.00403321
257581 0.00387275
257589 0.00373933
257590 0.00372322
257594 0.00366002
257598 0.00359871
257607 0.00346728
257615 0.00335754
257624 0.00324140
257633 0.00313241
257650 0.00294404
257667 0.00277580
257684 0.00262493
257701 0.00248912
257719 0.00235959
257736 0.00224901
257744 0.00220051
257753 0.00214845
257770 0.00205673
257787 0.00197285
257804 0.00189594
257822 0.00182127
257839 0.00175645
257856 0.00169660
257873 0.00164122
257890 0.00158987
257908 0.00153948
257925 0.00149529
257959 0.00141563
257993 0.00134598
258028 0.00128305
258062 0.00122910
258097 0.00117984
258131 0.00113720
258165 0.00109898
258200 0.00106363
258234 0.00103267
258268 0.00100462
258303 0.000978400
258337 0.000955212
258371 0.000934012
258440 0.000896217
258509 0.000864231
258578 0.000836921
258646 0.000813733
258715 0.000793315
258784 0.000775500
258853 0.000759863
258921 0.000746249
258990 0.000733984
259127 0.000713401
259265 0.000696645
259402 0.000683002
259499 0.000674765
259540 0.000671584
259677 0.000662056
259952 0.000646965
260227 0.000635688
260502 0.000626994
260777 0.000620107
261052 0.000614516
261602 0.000605949
261606 0.000605896
261615 0.000605778
261624 0.000605661
261642 0.000605428
261678 0.000604971
261749 0.000604079
261950 0.000601732
262151 0.000599589
262701 0.000594514
263801 0.000586416
263803 0.000586403
263809 0.000586362
263815 0.000586322
263828 0.000586241
263852 0.000586080
263901 0.000585759
263999 0.000585124
264249 0.000583533
264499 0.000581981
265000 0.000578954
266000 0.000573036
266249 0.000571566
267127 0.000566328
268005 0.000560951
268499 0.000557846
268875 0.000555442
270009 0.000547961
270749 0.000542893
271750 0.000535809
272014 0.000533899
272999 0.000526629
274018 0.000518889
274625 0.000514183
275896 0.000504139
277166 0.000493880
277499 0.000491163
277501 0.000491146
277508 0.000491087
277516 0.000491028
277530 0.000490909
277559 0.000490672
277617 0.000490198
277750 0.000489106
277884 0.000488014
278150 0.000485824
278683 0.000481432
279749 0.000472605
280314 0.000467912
280376 0.000467397
280579 0.000465710
280782 0.000464023
281188 0.000460648
282000 0.000453904
283251 0.000443553
284250 0.000435344
286500 0.000417137
286609 0.000416267
286877 0.000414136
287144 0.000412014
287680 0.000407794
288750 0.000399459
289001 0.000397525
290001 0.000389913
291000 0.000382442
291876 0.000376018
293250 0.000366184
294752 0.000355785
295500 0.000350747
296052 0.000347091
297627 0.000336946
297750 0.000336171
298031 0.000334411
298313 0.000332664
298875 0.000329212
300000 0.000322474
300502 0.000319538
302250 0.000309655
303377 0.000303562
304500 0.000297706
306252 0.000288992
306495 0.000287824
306750 0.000286608
307313 0.000283963
307875 0.000281370
309000 0.000276335
309127 0.000275779
309392 0.000274626
309658 0.000273484
310189 0.000271233
311250 0.000266861
312002 0.000263867
312991 0.000260058
313500 0.000258154
314878 0.000253188
317753 0.000243687
318000 0.000242924
318743 0.000240677
319486 0.000238503
320628 0.000235302
322501 0.000230413
322734 0.000229835
323500 0.000227984
323503 0.000227977
323513 0.000227954
323523 0.000227931
323542 0.000227885
323581 0.000227793
323659 0.000227609
323815 0.000227244
324127 0.000226522
324751 0.000225115
325982 0.000222475
326378 0.000221665
327001 0.000220426
329123 0.000216545
329251 0.000216328
329253 0.000216324
329257 0.000216317
329262 0.000216309
329271 0.000216295
329288 0.000216265
329323 0.000216206
329394 0.000216088
329534 0.000215853
329815 0.000215391
330377 0.000214494
331501 0.000212806
332128 0.000211925
332263 0.000211741
332635 0.000211245
333007 0.000210764
333751 0.000209848
335004 0.000208443
336001 0.000207448
337879 0.000205869
338251 0.000205602
338545 0.000205402
339523 0.000204804
340501 0.000204311
340754 0.000204200
341753 0.000203834
342751 0.000203578
343629 0.000203446
344348 0.000203403
344827 0.000203407
345001 0.000203415
345706 0.000203483
346410 0.000203608
346504 0.000203630
346878 0.000203724
347251 0.000203835
348315 0.000204242
349379 0.000204787
349501 0.000204859
349903 0.000205107
350305 0.000205376
351108 0.000205974
351751 0.000206513
352255 0.000206974
354001 0.000208832
355130 0.000210258
356251 0.000211856
357390 0.000213671
358005 0.000214734
358501 0.000215635
359627 0.000217828
360752 0.000220233
360880 0.000220520
361145 0.000221125
361411 0.000221743
361941 0.000223016
363002 0.000225718
363672 0.000227535
363755 0.000227767
363942 0.000228293
364129 0.000228827
364504 0.000229915
365252 0.000232179
366630 0.000236661
367502 0.000239718
368068 0.000241798
369505 0.000247436
369752 0.000248459
369953 0.000249303
370448 0.000251428
370943 0.000253621
372002 0.000258548
372381 0.000260392
373818 0.000267792
374252 0.000270159
375256 0.000275885
376235 0.000281820
376502 0.000283502
376693 0.000284722
377412 0.000289445
378131 0.000294382
378752 0.000298826
379568 0.000304930
380946 0.000315964
381002 0.000316433
381006 0.000316466
381020 0.000316586
381035 0.000316706
381063 0.000316947
381120 0.000317429
381235 0.000318399
381464 0.000320358
381921 0.000324363
382836 0.000332724
383252 0.000336687
384666 0.000350965
385502 0.000360031
385657 0.000361766
386077 0.000366549
386496 0.000371463
386627 0.000373026
386928 0.000376660
387228 0.000380365
387752 0.000387003
388326 0.000394541
390002 0.000418264
390156 0.000420580
390368 0.000423808
391071 0.000434847
391127 0.000435749
391342 0.000439242
391557 0.000442785
391986 0.000450030
392252 0.000454625
392901 0.000466198
393377 0.000475023
393509 0.000477523
393816 0.000483427
394502 0.000497089
394731 0.000501800
395080 0.000509128
395627 0.000520987
395646 0.000521407
395708 0.000522776
395769 0.000524152
395893 0.000526920
396140 0.000532530
396633 0.000544056
396752 0.000546898
397094 0.000555192
397435 0.000563696
397619 0.000568368
397878 0.000575051
398606 0.000594540
399003 0.000605622
399593 0.000622715
399791 0.000628623
400128 0.000638886
400368 0.000646357
401143 0.000671440
401253 0.000675123
401361 0.000678769
401640 0.000688330
401919 0.000698101
402378 0.000714642
402694 0.000726379
402932 0.000735413
403469 0.000756428
403503 0.000757788
403596 0.000761517
403688 0.000765268
403874 0.000772855
404244 0.000788370
404502 0.000799447
404628 0.000804940
405019 0.000822341
405190 0.000830124
405753 0.000856514
405794 0.000858482
405934 0.000865230
406073 0.000872053
406315 0.000884074
406570 0.000896996
406878 0.000912962
407345 0.000937941
407440 0.000943139
407643 0.000954380
408003 0.000974775
408120 0.000981532
408520 0.00100512
408895 0.00102794
409037 0.00103676
409213 0.00104784
409554 0.00106975
409670 0.00107735
409999 0.00109927
410071 0.00110414
410258 0.00111694
410445 0.00112993
410587 0.00113992
410784 0.00115397
411104 0.00117727
411221 0.00118594
411569 0.00121219
411621 0.00121618
411809 0.00123069
411996 0.00124541
412138 0.00125670
412354 0.00127412
412655 0.00129888
412771 0.00130857
413139 0.00133991
413172 0.00134276
413266 0.00135088
413359 0.00135906
413546 0.00137559
413689 0.00138838
413925 0.00140980
414206 0.00143578
414321 0.00144657
414710 0.00148372
414723 0.00148498
414770 0.00148953
414817 0.00149407
414910 0.00150322
415097 0.00152171
415100 0.00152200
415109 0.00152288
415118 0.00152375
415135 0.00152549
415170 0.00152899
415240 0.00153600
415495 0.00156184
415498 0.00156214
415506 0.00156297
415514 0.00156380
415530 0.00156546
415563 0.00156878
415628 0.00157544
415757 0.00158884
415872 0.00160084
416015 0.00161589
416274 0.00164350
416280 0.00164415
416296 0.00164584
416312 0.00164754
416343 0.00165093
416406 0.00165774
416532 0.00167145
416647 0.00168405
416791 0.00169995
417049 0.00172878
417065 0.00173058
417126 0.00173744
417187 0.00174432
417308 0.00175815
417422 0.00177121
417566 0.00178782
417825 0.00181803
417851 0.00182108
417909 0.00182791
417967 0.00183476
418083 0.00184851
418197 0.00186211
418341 0.00187938
418600 0.00191074
418636 0.00191513
418747 0.00192870
418858 0.00194233
418972 0.00195639
419117 0.00197437
419375 0.00200661
419421 0.00201238
419528 0.00202579
419634 0.00203925
419748 0.00205370
419892 0.00207203
420151 0.00210517
420206 0.00211223
420409 0.00213838
420523 0.00215311
420668 0.00217188
420926 0.00220539
421055 0.00222218
421185 0.00223912
421298 0.00225385
421314 0.00225594
421379 0.00226435
421443 0.00227276
421572 0.00228959
421702 0.00230654
421777 0.00231632
421831 0.00232335
421960 0.00234015
422089 0.00235692
422219 0.00237379
422348 0.00239050
422477 0.00240716
422606 0.00242377
422735 0.00244032
422848 0.00245477
422865 0.00245694
422930 0.00246515
422994 0.00247335
423123 0.00248969
423252 0.00250593
423382 0.00252221
423511 0.00253826
423640 0.00255419
423740 0.00256646
423769 0.00257000
423834 0.00257792
423899 0.00258581
424028 0.00260135
424092 0.00260901
424157 0.00261675
424222 0.00262445
424286 0.00263200
424351 0.00263962
424399 0.00264522
424415 0.00264708
424480 0.00265461
424545 0.00266210
424626 0.00267137
424708 0.00268067
424789 0.00268979
424871 0.00269894
424917 0.00270403
424960 0.00270877
425048 0.00271840
425137 0.00272803
425174 0.00273200
425226 0.00273756
425270 0.00274222
425314 0.00274687
425359 0.00275159
425403 0.00275617
425447 0.00276073
425492 0.00276536
425506 0.00276680
425536 0.00276986
425581 0.00277443
425625 0.00277887
425669 0.00278328
425714 0.00278776
425758 0.00279211
425802 0.00279643
425847 0.00280081
425891 0.00280506
425899 0.00280583
425917 0.00280756
425935 0.00280928
425949 0.00281062
425980 0.00281357
426024 0.00281772
426068 0.00282184
426113 0.00282602
426157 0.00283007
426193 0.00283336
426202 0.00283418
426224 0.00283618
426246 0.00283817
426290 0.00284211
426335 0.00284611
426379 0.00284999
426468 0.00285772
426556 0.00286521
426616 0.00287024
426645 0.00287264
426689 0.00287625
426724 0.00287910
426734 0.00287991
426756 0.00288168
426778 0.00288345
426823 0.00288702
426867 0.00289048
426872 0.00289087
426892 0.00289239
426911 0.00289390
426956 0.00289735
427000 0.00290069
427044 0.00290398
427064 0.00290546
427089 0.00290731
427133 0.00291052
427177 0.00291369
427222 0.00291689
427256 0.00291928
427266 0.00291997
427289 0.00292154
427311 0.00292309
427355 0.00292608
427384 0.00292804
427399 0.00292904
427444 0.00293202
427499 0.00293560
427532 0.00293771
427621 0.00294329
427710 0.00294868
427798 0.00295383
427843 0.00295639
427887 0.00295885
427932 0.00296132
427976 0.00296369
428020 0.00296601
428065 0.00296833
428109 0.00297055
428153 0.00297273
428188 0.00297443
428198 0.00297491
428220 0.00297595
428242 0.00297699
428274 0.00297847
428286 0.00297902
428331 0.00298105
428375 0.00298298
428419 0.00298487
428464 0.00298675
428508 0.00298853
428553 0.00299031
428597 0.00299200
428641 0.00299363
428670 0.00299468
428686 0.00299526
428730 0.00299679
428774 0.00299828
428863 0.00300113
428952 0.00300378
429040 0.00300619
429050 0.00300645
429090 0.00300746
429129 0.00300842
429210 0.00301027
429290 0.00301193
429371 0.00301343
429452 0.00301476
429494 0.00301537
429515 0.00301567
429567 0.00301634
429619 0.00301694
429635 0.00301710
429669 0.00301744
429703 0.00301775
429787 0.00301837
429825 0.00301859
429879 0.00301883
429971 0.00301907
430000 0.00301910
430064 0.00301907
430156 0.00301885
430179 0.00301876
430248 0.00301840
430294 0.00301808
430340 0.00301771
430386 0.00301729
430407 0.00301707
430432 0.00301680
430479 0.00301625
430525 0.00301565
430571 0.00301500
430600 0.00301456
430617 0.00301429
430663 0.00301352
430709 0.00301269
430755 0.00301181
430801 0.00301087
430817 0.00301054
430847 0.00300988
430893 0.00300883
430940 0.00300770
430986 0.00300654
431032 0.00300532
431078 0.00300405
431124 0.00300272
431142 0.00300218
431170 0.00300133
431216 0.00299989
431262 0.00299840
431308 0.00299685
431355 0.00299521
431375 0.00299450
431401 0.00299355
431447 0.00299184
431468 0.00299104
431493 0.00299007
431539 0.00298825
431631 0.00298445
431677 0.00298247
431723 0.00298043
431769 0.00297835
431816 0.00297616
431862 0.00297397
431908 0.00297172
431933 0.00297048
431954 0.00296943
432000 0.00296708
432046 0.00296468
432092 0.00296223
432133 0.00296000
432138 0.00295973
432150 0.00295907
432184 0.00295718
432231 0.00295452
432266 0.00295251
432277 0.00295187
432300 0.00295053
432323 0.00294917
432369 0.00294642
432399 0.00294460
432415 0.00294362
432461 0.00294077
432553 0.00293493
432645 0.00292890
432669 0.00292729
432738 0.00292261
432830 0.00291620
432876 0.00291293
432922 0.00290961
432926 0.00290932
432937 0.00290856
