Mn-55(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
123844 0.0185094
123853 0.0140445
123862 0.0112187
123879 0.00797985
123897 0.00633046
123932 0.00480580
123967 0.00417609
124037 0.00374365
124107 0.00369744
124178 0.00382737
124248 0.00410097
124318 0.00454477
124388 0.00522051
124443 0.00596258
124498 0.00689660
124608 0.00867000
124663 0.00878431
124718 0.00818168
124828 0.00624937
124914 0.00509779
125000 0.00436745
125000 0.0157065
128263 0.0148109
130000 0.0143339
140000 0.0119344
150000 0.0106585
170000 0.00944228
200000 0.00761796
240000 0.00713045
250000 0.00692023
300000 0.00586910
350000 0.00532721
400000 0.00478531
500000 0.00423073
550000 0.00399835
600000 0.00386577
700000 0.00362030
800000 0.00337401
800000 0.00337401
900000 0.00324555
900000 0.00324555
950000 0.00315903
950000 0.00315903
999999 0.00311520
1.00233E+06 0.00310602
1.10000E+06 0.00272168
1.20000E+06 0.00266587
1.25000E+06 0.00265645
1.30000E+06 0.00265462
1.31277E+06 0.00259464
1.31584E+06 0.00258020
1.31674E+06 0.00257599
1.40000E+06 0.00218491
1.50000E+06 0.00211947
1.55642E+06 0.00205442
1.60000E+06 0.00200417
1.70000E+06 0.00191916
1.80000E+06 0.00188396
1.90000E+06 0.00186545
1.91867E+06 0.00185020
2.00000E+06 0.00178378
2.05220E+06 0.00177153
2.23879E+06 0.00172776
2.25000E+06 0.00172513
2.25567E+06 0.00172006
2.29381E+06 0.00168597
2.30851E+06 0.00167283
2.32288E+06 0.00165999
2.35389E+06 0.00163227
2.40000E+06 0.00159105
2.40924E+06 0.00158318
2.42370E+06 0.00157085
2.44245E+06 0.00155487
2.47108E+06 0.00153047
2.50000E+06 0.00150582
2.61021E+06 0.00148267
2.62941E+06 0.00147864
2.66984E+06 0.00147015
2.74407E+06 0.00145456
2.75000E+06 0.00145331
2.77739E+06 0.00143772
2.79133E+06 0.00142978
2.80323E+06 0.00142301
2.87392E+06 0.00138277
2.87549E+06 0.00138187
2.88037E+06 0.00137909
2.90000E+06 0.00136792
2.92604E+06 0.00135285
2.97000E+06 0.00132739
2.97870E+06 0.00132235
3.00000E+06 0.00131002
3.00768E+06 0.00130589
3.03079E+06 0.00129347
3.03879E+06 0.00128917
3.04670E+06 0.00128492
3.06109E+06 0.00127719
3.08360E+06 0.00126509
3.09166E+06 0.00126075
3.09327E+06 0.00125989
3.09571E+06 0.00125858
3.50000E+06 0.00104128
4.00000E+06 0.000854373
4.50000E+06 0.000626381
5.00000E+06 0.000471541
5.50000E+06 0.000399948
6.00000E+06 0.000351461
7.00000E+06 0.000334632
8.00000E+06 0.000336252
8.00000E+06 0.000336252
8.50000E+06 0.000343508
8.50000E+06 0.000343508
9.00000E+06 0.000355914
9.00000E+06 0.000355914
9.50000E+06 0.000371260
9.50000E+06 0.000371260
1.00000E+07 0.000389810
1.04138E+07 0.000405967
1.05000E+07 0.000409334
1.10000E+07 0.000435262
1.15000E+07 0.000458774
1.20000E+07 0.000498254
1.25000E+07 0.000533401
1.30000E+07 0.000567821
1.35000E+07 0.000594268
1.40000E+07 0.000617986
1.45000E+07 0.000647433
1.50000E+07 0.000661008
1.55000E+07 0.000671213
1.60000E+07 0.000657157
1.65000E+07 0.000646316
1.70000E+07 0.000603636
1.75000E+07 0.000575367
1.80000E+07 0.000520650
1.85000E+07 0.000481538
1.90000E+07 0.000427083
1.95000E+07 0.000389790
1.95159E+07 0.000388608
2.00000E+07 0.000352536
2.10000E+07 0.000254343
2.20000E+07 0.000178401
2.30000E+07 0.000135697
2.40000E+07 0.000100063
2.50000E+07 8.14623E-05
2.60000E+07 6.40222E-05
2.80000E+07 4.39828E-05
3.00000E+07 3.11320E-05
3.17912E+07 2.39158E-05
3.20000E+07 2.30745E-05
3.21758E+07 2.26446E-05
3.40000E+07 1.81835E-05
3.60000E+07 1.35505E-05
3.80000E+07 1.09873E-05
4.00000E+07 8.26265E-06
4.50000E+07 4.75979E-06
5.00000E+07 2.81808E-06
5.50000E+07 1.70336E-06
6.00000E+07 1.18463E-06
