Sb-121(n,tot) ENDF/B-VII.1
29.3314 67.8744
29.3687 90.1310
29.4060 125.772
29.4433 187.623
29.4620 236.773
29.4807 307.150
29.4993 411.907
29.5180 574.316
29.5366 836.144
29.5553 1263.00
29.5777 2032.15
29.6000 2556.55
29.6224 2059.71
29.6447 1297.50
29.6607 917.354
29.6768 665.427
29.6928 498.409
29.7089 384.935
29.7409 247.867
29.7730 172.753
29.8051 127.636
29.8371 98.5607
29.9013 64.7067
29.9654 46.5202
30.0296 35.6317
30.0937 28.5918
30.1578 23.7721
30.2861 17.7665
30.4144 14.2932
30.5427 12.0949
30.6710 10.6100
30.9275 8.77863
31.1841 7.72500
31.4406 7.05704
31.6972 6.60320
32.2103 6.03628
32.7235 5.70250
33.2366 5.48516
33.7497 5.33317
34.7760 5.13502
35.8022 5.01172
36.8285 4.93327
37.0850 4.92379
37.3416 4.92959
37.4699 4.95055
37.5981 5.01505
37.6623 5.09636
37.6944 5.16797
37.7264 5.28051
37.7585 5.46963
37.7906 5.81684
37.8066 6.10513
37.8226 6.52905
37.8387 7.16840
37.8547 8.13156
37.8774 10.0999
37.9000 11.4144
37.9227 10.1006
37.9453 8.13047
37.9689 6.83137
37.9924 6.12007
38.0159 5.71651
38.0395 5.47254
38.0866 5.20949
38.1337 5.07950
38.1808 5.00588
38.2278 4.95989
38.3220 4.90690
38.5104 4.85875
38.6987 4.83486
39.4521 4.78653
40.9590 4.72773
43.9727 4.64316
46.9863 4.57673
48.4932 4.54859
49.2466 4.53751
50.0000 4.53181
50.8737 4.54444
51.3106 4.57207
51.7474 4.63866
51.9658 4.70327
52.1843 4.81018
52.4027 4.99780
52.6211 5.35727
52.7303 5.66805
52.8395 6.14799
52.9487 6.93719
53.0580 8.35262
53.1672 11.2371
53.2218 13.9295
53.2764 18.4539
53.3310 26.8618
53.3583 34.0138
53.3856 44.9505
53.4129 62.7177
53.4402 93.7929
53.4675 153.037
53.4812 202.533
53.4948 272.894
53.5061 349.664
53.5174 437.983
53.5400 551.431
53.5626 446.119
53.5852 283.067
53.6066 181.724
53.6280 122.831
53.6494 87.8669
53.6708 66.0137
53.7136 41.7337
53.7564 29.4324
53.7992 22.3949
53.8420 18.0049
53.9276 13.0423
54.0132 10.4438
54.0988 8.91162
54.1844 7.93126
54.2700 7.26652
54.4411 6.45744
54.6123 6.04505
54.6979 5.96477
54.7835 6.03760
54.8263 6.20836
54.8691 6.61300
54.8905 7.00356
54.9119 7.64798
54.9333 8.75673
54.9547 10.6925
54.9774 13.8592
55.0000 15.9657
55.0227 13.8198
55.0453 10.6109
55.0636 8.85677
55.0819 7.75389
55.1003 7.05308
55.1186 6.59069
55.1552 6.04407
55.1918 5.74540
55.2651 5.43859
55.3384 5.28226
55.4849 5.11554
55.6314 5.01935
55.9244 4.90013
56.2175 4.82329
56.8036 4.72483
57.3897 4.66224
58.5618 4.58344
59.7340 4.53238
60.9062 4.49530
61.4923 4.48182
62.0784 4.47467
62.6644 4.48348
62.9575 4.50349
63.2505 4.55047
63.5436 4.66687
63.6901 4.79004
63.8366 5.01910
63.9831 5.50373
64.0564 5.97024
64.1297 6.77713
64.2029 8.33709
64.2396 9.71739
64.2762 11.9124
64.3128 15.6757
64.3494 22.8074
64.3678 28.9231
64.3861 38.1984
64.4044 52.7372
64.4227 75.6383
64.4464 119.568
64.4700 149.846
64.4937 121.926
64.5173 78.5847
64.5353 55.8742
64.5532 41.1630
64.5712 31.6030
64.5892 25.2081
64.6251 17.6039
64.6610 13.4965
64.6970 11.0499
64.7329 9.48159
64.8048 7.66200
64.8766 6.68563
64.9485 6.10030
65.0922 5.45957
65.2360 5.13173
65.3797 4.93951
65.6671 4.73067
65.9546 4.62214
66.2421 4.55614
66.8170 4.47871
67.9668 4.40050
69.1167 4.35907
69.6916 4.34978
70.2665 4.35400
70.8414 4.38555
71.4163 4.48126
71.7038 4.58218
71.9913 4.75651
72.2787 5.07338
72.5662 5.69944
72.7099 6.25151
72.8536 7.11591
72.9974 8.55718
73.1411 11.1806
73.2848 16.6179
73.3567 21.7677
73.4286 30.5386
73.5004 47.1343
73.5364 61.4993
73.5723 83.8396
73.6082 120.954
73.6441 188.038
73.6621 242.876
73.6801 322.319
73.6980 439.906
73.7160 613.452
73.7430 989.976
73.7700 1250.22
73.7970 1012.15
73.8240 641.191
73.8547 377.033
73.8854 238.862
73.9161 163.183
73.9468 118.488
73.9775 90.2133
74.0082 71.3101
74.0696 48.4694
74.1310 35.7472
74.1924 27.9430
74.3151 19.2399
74.4379 14.7285
74.5607 12.0767
74.6835 10.3775
74.8063 9.21795
75.0518 7.77119
75.2974 6.92757
75.5430 6.38678
75.7885 6.01583
76.2797 5.54680
76.7708 5.26626
77.2619 5.08071
77.7531 4.94872
78.7353 4.77137
79.7176 4.65404
81.6821 4.49547
83.6466 4.37847
84.6289 4.33027
85.6112 4.29809
86.1023 4.29708
86.5934 4.31941
87.0846 4.39085
87.5757 4.57637
87.8213 4.76142
88.0668 5.07110
88.3124 5.61731
88.5579 6.66309
88.8035 8.94793
88.9263 11.2105
89.0491 15.2399
89.1719 23.3901
89.2333 30.9608
89.2946 43.6521
89.3560 67.2029
89.3867 87.2520
89.4174 117.948
89.4481 167.962
89.4788 255.898
89.4942 325.937
89.5095 425.109
89.5249 567.769
89.5402 771.936
89.5651 1243.18
89.5900 1566.74
89.6149 1265.23
89.6398 799.840
89.6580 563.961
89.6762 408.876
89.6944 306.823
89.7126 237.941
89.7490 155.489
89.7855 110.995
89.8219 84.9169
89.8583 68.8619
89.9311 52.9825
90.0039 50.8199
90.0403 54.9967
90.0768 64.6307
90.1132 83.8949
90.1496 123.064
90.1678 157.518
90.1860 210.282
90.2042 293.431
90.2133 351.839
90.2224 424.754
90.2343 543.767
90.2462 681.645
90.2700 863.198
90.2819 820.402
90.2938 705.545
90.3176 453.649
90.3448 272.160
90.3719 176.654
90.3990 123.962
90.4262 92.5713
90.4533 72.5239
90.4805 58.9789
90.5347 42.3373
90.5890 32.8207
90.6433 26.8153
90.7519 19.8308
90.8605 15.9856
90.9690 13.5905
91.1862 10.8102
91.4033 9.27292
91.6204 8.32451
91.8376 7.76869
91.9461 7.78486
92.0004 8.16425
92.0276 8.70127
92.0547 9.82990
92.1000 12.4483
92.1453 9.66889
92.1760 8.33464
92.2067 7.69544
92.2680 7.14388
92.3908 6.73881
92.6362 6.37340
93.1271 5.95291
93.6181 5.68204
94.1090 5.48922
95.0908 5.23135
96.0727 5.06528
98.0363 4.85881
100.000 4.72868
102.664 4.60240
105.328 4.49933
106.659 4.45129
107.991 4.40839
108.657 4.39592
109.323 4.40947
109.656 4.44620
109.989 4.54319
110.156 4.64711
110.322 4.84705
110.405 5.03183
110.489 5.36742
110.530 5.67179
110.572 6.20686
110.613 7.34059
110.634 8.45169
110.655 10.3034
110.678 13.3156
110.700 15.3536
110.745 10.7397
110.779 8.45351
110.814 7.66821
110.882 7.65747
110.951 8.61630
111.019 10.6081
111.088 14.6101
111.122 18.1748
111.156 23.8092
111.190 33.4209
111.225 51.3098
111.242 66.4873
111.259 89.0174
111.276 123.542
111.293 176.594
111.305 226.672
111.317 284.009
111.340 358.954
111.364 291.747
111.387 186.253
111.402 138.474
111.417 105.105
111.447 65.6239
111.476 45.0065
111.506 33.2003
111.536 25.8876
111.565 21.0663
111.625 15.3176
111.684 12.1512
111.744 10.2195
111.862 8.07170
111.981 6.95689
112.100 6.29951
112.219 5.87562
112.338 5.58415
112.575 5.21558
112.813 4.99603
113.288 4.74955
113.764 4.61392
114.239 4.52581
115.189 4.41090
117.090 4.26298
118.992 4.13836
120.893 4.00924
121.843 3.94493
122.794 3.89637
123.269 3.89226
123.744 3.92292
124.220 4.03093
124.695 4.32670
124.933 4.63160
125.170 5.15383
125.408 6.09832
125.646 7.95415
125.764 9.58496
125.883 12.1255
126.002 16.3358
126.121 23.9296
126.180 30.1800
126.240 39.4364
126.299 53.8830
126.358 78.0488
126.388 96.6285
126.418 122.512
126.448 159.901
126.477 216.351
126.507 306.333
126.537 459.471
126.566 739.503
126.581 965.271
126.596 1274.24
126.623 2063.39
126.650 2612.69
126.677 2120.81
126.704 1346.14
126.724 949.672
126.744 688.086
126.763 515.390
126.783 398.352
126.823 257.379
126.862 180.202
126.902 133.804
126.942 103.842
127.021 68.8464
127.100 49.8889
127.179 38.4672
127.258 31.0150
127.337 25.8793
127.496 19.4035
127.654 15.5998
127.812 13.1559
127.971 11.4808
128.287 9.37314
128.604 8.12958
128.920 7.32512
129.237 6.77416
129.870 6.13117
130.187 6.00458
130.504 6.07536
130.820 6.59180
130.979 7.26027
131.137 8.60567
131.295 11.6136
131.374 14.6011
131.453 19.8627
131.533 30.2417
131.572 39.5536
131.612 54.4727
131.651 80.4102
131.671 100.972
131.691 130.294
131.711 173.620
131.731 240.144
131.750 345.883
131.770 514.366
131.795 836.677
131.820 1064.73
131.833 1010.35
131.845 865.639
131.870 550.460
131.888 390.507
131.906 285.248
131.925 215.136
131.943 167.739
131.979 110.241
132.015 78.6855
132.051 59.5764
132.088 47.1957
132.160 32.6750
132.233 24.7626
132.305 19.9693
132.450 14.6445
132.596 11.8728
132.741 10.2243
132.886 9.15092
133.031 8.40505
133.321 7.44510
133.611 6.85880
134.191 6.17855
134.772 5.79000
135.352 5.53215
136.513 5.19573
137.673 4.96930
138.834 4.79302
139.994 4.64700
140.575 4.59146
140.865 4.58694
141.010 4.63549
141.083 4.75589
141.119 4.93240
141.155 5.37091
141.200 6.19264
141.245 5.36680
141.267 5.04752
141.290 4.86791
141.334 4.69887
141.424 4.59305
141.603 4.54879
141.960 4.56094
142.318 4.65152
142.675 4.89770
142.854 5.14515
143.033 5.56012
143.211 6.29383
143.390 7.69913
143.479 8.90851
143.569 10.7622
143.658 13.7724
143.748 19.0537
143.837 29.4530
143.882 38.7870
143.926 53.8137
143.971 79.9750
143.993 100.849
144.016 130.596
144.038 174.985
144.060 243.309
144.083 352.795
144.105 530.056
144.133 860.679
144.160 1093.12
144.188 887.582
144.215 563.626
144.236 391.529
144.257 281.032
144.279 209.105
144.300 161.293
144.342 104.372
144.384 73.6280
144.427 55.2956
144.469 43.5178
144.553 29.8065
144.638 22.4111
144.723 17.9531
144.892 13.0404
145.061 10.5018
145.230 9.00387
145.568 7.36758
145.907 6.52155
146.245 6.02176
146.922 5.51627
147.260 5.43031
147.598 5.47070
147.937 5.71646
148.275 6.38697
148.444 7.05169
148.613 8.15186
148.782 10.0698
148.951 13.6860
149.121 21.4205
149.205 28.8925
149.290 41.7800
149.332 51.9799
149.374 66.5408
149.417 88.2167
149.459 122.232
149.501 179.343
149.522 223.327
149.544 283.950
149.565 370.693
149.586 497.121
149.607 686.250
149.628 969.055
149.659 1574.64
149.690 2001.11
149.721 1629.26
149.752 1037.37
149.781 673.706
149.809 458.839
149.838 328.693
149.866 246.594
149.923 153.922
149.980 106.318
150.037 78.7145
150.094 61.3518
150.209 41.4580
150.323 30.8767
150.437 24.5429
150.551 20.4274
150.665 17.5872
150.893 13.9968
151.121 11.8711
151.350 10.4916
151.578 9.53539
152.034 8.31164
152.491 7.57071
152.947 7.07712
153.403 6.72541
154.316 6.25687
155.229 5.95832
156.142 5.76392
156.370 5.73906
156.598 5.74967
156.712 5.79629
156.827 5.94043
156.884 6.11990
156.941 6.51557
156.969 6.91129
156.998 7.60973
157.026 8.96233
157.041 10.1138
157.055 11.7572
157.077 15.4725
157.100 17.9340
157.123 15.4494
157.145 11.7448
157.171 9.14923
157.196 7.79344
157.222 7.05134
157.247 6.61442
157.298 6.15122
157.349 5.92524
157.400 5.79723
157.451 5.71691
157.553 5.62242
157.756 5.53095
157.960 5.48076
158.367 5.41668
158.775 5.37640
159.182 5.36778
159.386 5.39070
159.589 5.45910
159.793 5.64284
159.895 5.84084
159.997 6.20853
160.099 6.97560
160.149 7.69715
160.200 8.91123
160.251 11.1566
160.277 13.0555
160.302 15.9182
160.328 20.5114
160.353 28.3196
160.379 42.7059
160.404 70.1814
160.427 110.874
160.450 139.224
160.473 114.068
160.496 74.2604
160.521 46.9471
160.546 32.1490
160.571 23.7625
160.595 18.7222
160.620 15.4709
160.645 13.2790
160.694 10.5895
160.744 9.06981
160.793 8.12649
160.892 7.05947
160.991 6.49571
161.090 6.15772
161.288 5.78183
161.486 5.58129
161.684 5.45667
162.080 5.30682
162.872 5.15081
163.664 5.06768
164.060 5.04950
164.456 5.05843
164.852 5.12117
165.248 5.30816
165.446 5.50323
165.644 5.83727
165.842 6.43805
166.040 7.60823
166.139 8.62599
166.238 10.1983
166.337 12.7727
166.436 17.3369
166.535 26.4139
166.585 34.6366
166.634 47.9853
166.684 71.4791
166.708 90.4079
166.733 117.638
166.758 158.706
166.783 222.842
166.807 327.421
166.832 499.984
166.861 806.914
166.890 1021.51
166.920 829.726
166.949 526.777
166.978 331.067
167.008 220.687
167.037 156.355
167.066 116.624
167.096 90.5992
167.125 72.8358
167.184 50.8186
167.242 38.2133
167.301 30.3482
167.418 21.3993
167.536 16.6663
167.653 13.8412
167.770 12.0082
167.887 10.7448
168.122 9.14622
168.356 8.19943
168.591 7.58394
168.826 7.15688
169.295 6.60905
169.764 6.27618
170.233 6.05369
170.702 5.89461
171.640 5.68165
172.578 5.54456
173.517 5.44905
173.986 5.41557
174.220 5.41464
174.279 5.42406
174.338 5.44928
174.396 5.52594
174.425 5.62496
174.455 5.83550
174.477 6.11136
174.500 6.29389
174.523 6.10717
174.545 5.82968
174.575 5.61238
174.605 5.50980
174.665 5.42635
174.724 5.39402
174.784 5.37727
175.023 5.34799
175.500 5.32279
175.739 5.31914
175.977 5.33258
176.097 5.35970
176.157 5.38739
176.216 5.43568
176.276 5.52810
176.306 5.60797
176.335 5.73172
176.365 5.93688
176.395 6.30341
176.425 7.02781
176.440 7.65458
176.455 8.57093
176.477 10.5616
176.500 11.8809
176.523 10.5508
176.545 8.56762
176.561 7.59969
176.577 6.95760
176.593 6.52625
176.609 6.23331
176.640 5.87629
176.672 5.67954
176.704 5.56080
176.736 5.48389
176.799 5.39359
176.862 5.34404
176.926 5.31355
177.052 5.27826
177.306 5.24453
177.559 5.22584
178.573 5.18081
180.600 5.11933
182.627 5.07476
183.134 5.06869
183.641 5.07198
183.894 5.08560
184.021 5.10124
184.148 5.13078
184.275 5.19272
184.338 5.25139
184.401 5.35083
184.465 5.53850
184.496 5.70072
184.528 5.95217
184.560 6.37218
184.591 7.13699
184.607 7.77017
184.623 8.69108
184.639 10.0687
184.655 12.1279
184.677 16.3857
184.700 19.2229
184.723 16.3863
184.745 12.1280
184.760 10.2086
184.774 8.88721
184.803 7.33142
184.832 6.52794
184.861 6.07233
184.890 5.79187
184.918 5.60922
184.976 5.39369
185.034 5.27634
185.091 5.20565
185.207 5.12779
185.322 5.08760
185.437 5.06370
185.668 5.03672
185.898 5.02143
186.129 5.01097
186.590 4.99606
187.513 4.97414
188.435 4.95518
189.357 4.93781
189.818 4.93085
190.280 4.92797
190.510 4.93033
190.741 4.93836
190.971 4.95801
191.202 5.00401
191.317 5.04803
191.432 5.12012
191.548 5.24488
191.663 5.47905
191.778 5.97660
191.836 6.45476
191.894 7.27353
191.951 8.83113
191.980 10.1769
192.009 12.2627
192.038 15.7039
192.067 21.8445
192.095 33.8635
192.110 44.1457
192.124 59.0458
192.147 93.3045
192.170 117.436
192.193 96.5638
192.216 63.3153
192.231 47.4812
192.246 36.6549
192.277 24.0244
192.307 17.5456
192.338 13.8746
192.368 11.6148
192.398 10.1300
192.459 8.36329
192.520 7.38899
192.581 6.79468
192.703 6.13093
192.824 5.78382
192.946 5.57747
193.067 5.44333
193.189 5.35037
193.432 5.23157
193.676 5.15984
193.919 5.11211
194.162 5.07809
194.649 5.03251
195.135 5.00285
196.108 4.96492
197.081 4.93997
198.054 4.92108
199.027 4.90592
199.514 4.90041
199.757 4.89987
200.000 4.90886
200.127 4.94093
200.191 5.00669
200.223 5.09379
200.255 5.28875
200.277 5.53013
200.300 5.69020
200.323 5.52847
200.345 5.28764
200.372 5.11491
200.398 5.02691
200.451 4.95148
200.556 4.90800
200.767 4.88844
201.188 4.87775
202.030 4.86605
203.715 4.84634
207.085 4.80851
208.770 4.78831
209.612 4.77745
210.454 4.76606
211.297 4.75507
211.718 4.75115
212.139 4.75136
212.560 4.76496
212.771 4.78617
212.982 4.83333
213.087 4.87743
213.192 4.94870
213.297 5.07057
213.403 5.29661
213.508 5.77033
213.561 6.22014
213.613 6.98126
213.666 8.40579
213.692 9.61648
213.719 11.4631
213.745 14.4582
213.771 19.6245
213.798 29.2846
213.824 48.2827
213.847 75.9028
213.870 95.3974
213.893 78.5914
213.916 51.7989
213.933 38.1414
213.949 29.1092
213.966 23.0935
213.983 18.9861
214.016 13.9962
214.049 11.2383
214.082 9.56783
214.115 8.48228
214.182 7.20364
214.248 6.50559
214.315 6.08104
214.447 5.60855
214.580 5.36194
214.713 5.21504
214.846 5.11931
214.979 5.05272
215.244 4.96703
215.510 4.91462
216.041 4.85345
216.572 4.81780
217.104 4.79339
218.166 4.76037
218.697 4.74920
219.229 4.74255
219.760 4.74434
220.291 4.76592
220.557 4.79336
220.822 4.84410
221.088 4.94039
221.354 5.13567
221.486 5.30956
221.619 5.58223
221.752 6.03511
221.885 6.84961
222.018 8.49469
222.084 10.0037
222.150 12.4805
222.217 16.9015
222.283 25.7640
222.316 33.7899
222.350 46.6317
222.383 68.1700
222.416 105.005
222.435 134.549
222.453 168.873
222.490 214.434
222.527 175.644
222.564 113.451
222.588 84.8212
222.612 64.8894
222.659 41.3388
222.707 29.0981
222.754 22.1016
222.802 17.7685
222.850 14.9091
222.945 11.4944
223.040 9.60292
223.135 8.44357
223.325 7.14599
223.516 6.46587
223.706 6.06092
223.896 5.79762
224.087 5.61523
224.467 5.38260
224.848 5.24276
225.229 5.15038
225.609 5.08516
226.371 4.99946
227.132 4.94686
227.513 4.92956
227.893 4.92170
228.084 4.92691
228.274 4.95367
228.369 4.99249
228.417 5.02901
228.464 5.08965
228.512 5.19996
228.560 5.42767
228.583 5.64123
228.607 5.99686
228.631 6.62856
228.655 7.78406
228.677 9.53306
228.700 10.6927
228.723 9.52428
228.745 7.78264
228.771 6.54683
228.797 5.91188
228.823 5.56745
228.849 5.36561
228.901 5.15437
228.953 5.05365
229.005 4.99820
229.056 4.96482
229.160 4.92912
229.368 4.90736
229.575 4.91841
229.782 4.97352
229.886 5.03803
229.990 5.16126
230.093 5.42342
230.145 5.67380
230.197 6.09843
230.249 6.89412
230.275 7.57048
230.301 8.60175
230.327 10.2648
230.353 13.1365
230.378 18.4893
230.404 28.9675
230.427 44.2595
230.450 55.0580
230.473 45.7990
230.496 30.9798
230.519 21.2296
230.542 15.6931
230.564 12.4646
230.587 10.4701
230.610 9.16688
230.633 8.27336
230.679 7.16679
230.725 6.53136
230.770 6.13334
230.862 5.67963
230.954 5.43785
231.045 5.29263
231.228 5.13136
231.411 5.04639
231.594 4.99479
231.961 4.93558
232.327 4.90227
232.693 4.88043
233.425 4.85243
234.158 4.83432
234.890 4.82160
235.622 4.81619
235.806 4.81928
235.989 4.83142
236.080 4.84829
236.172 4.88987
236.218 4.93660
236.263 5.03176
236.286 5.12012
236.309 5.26545
236.332 5.51920
236.355 5.97299
236.377 6.67983
236.400 7.14859
236.423 6.67607
236.445 5.97203
236.463 5.59109
236.482 5.35139
236.518 5.09968
236.554 4.98354
236.590 4.92221
236.662 4.86305
236.735 4.83651
236.879 4.81343
237.024 4.80337
237.314 4.79376
237.603 4.78837
238.760 4.77517
241.075 4.75691
242.232 4.75000
243.390 4.74603
243.969 4.74737
244.547 4.75744
244.837 4.77384
244.981 4.79050
245.126 4.82055
245.271 4.88220
245.343 4.94035
245.415 5.03936
245.488 5.22853
245.524 5.39464
245.560 5.65681
245.596 6.10617
245.632 6.95495
245.650 7.68613
245.669 8.80058
245.687 10.5579
245.705 13.3293
245.727 18.4952
245.750 21.9413
245.773 18.4953
245.795 13.3293
245.818 10.0196
245.841 8.17288
245.863 7.10271
245.886 6.45122
245.909 6.02780
245.931 5.74156
245.977 5.39037
246.022 5.19304
246.067 5.07171
246.158 4.93683
246.248 4.86766
246.339 4.82759
246.520 4.78550
246.701 4.76523
246.883 4.75434
247.245 4.74580
247.607 4.74931
247.789 4.75746
247.970 4.77459
248.151 4.81255
248.242 4.84966
248.332 4.91451
248.423 5.04200
248.468 5.15714
248.513 5.34473
248.559 5.67904
248.581 5.95316
248.604 6.35522
248.627 6.97970
248.649 7.99662
248.672 9.76808
248.695 12.9148
248.717 17.8435
248.740 21.1325
248.763 17.8454
248.785 12.9169
248.810 9.53978
248.835 7.75540
248.860 6.76423
248.885 6.17814
248.910 5.80526
248.935 5.55694
248.984 5.25693
249.034 5.09078
249.084 4.98952
249.183 4.87783
249.282 4.82067
249.382 4.78747
249.580 4.75210
249.779 4.73426
249.978 4.72374
250.375 4.71183
251.170 4.70015
251.965 4.69312
253.555 4.68259
255.145 4.67353
256.735 4.66513
258.325 4.65768
259.120 4.65506
259.915 4.65548
260.312 4.65975
260.710 4.67510
260.909 4.69714
261.008 4.71868
261.107 4.75644
261.207 4.83138
261.256 4.89972
261.306 5.01197
261.356 5.21548
261.381 5.38503
261.405 5.63783
261.430 6.03894
261.455 6.71253
261.480 7.93030
261.505 10.2247
261.527 13.5824
261.550 15.8071
261.573 13.5668
261.595 10.2248
261.611 8.59346
261.627 7.50595
261.643 6.78118
261.659 6.28920
261.691 5.69030
261.722 5.36111
261.754 5.16277
261.786 5.03553
261.849 4.88770
261.913 4.80852
261.976 4.76142
262.103 4.71041
262.230 4.68471
262.357 4.66987
262.610 4.65404
263.118 4.64131
263.625 4.63664
264.133 4.63668
264.640 4.64622
264.894 4.66255
265.021 4.67923
265.147 4.70926
265.274 4.77052
265.338 4.82775
265.401 4.92433
265.465 5.10601
265.496 5.26258
265.528 5.50598
265.560 5.91134
265.591 6.64939
265.607 7.26055
265.623 8.14973
265.639 9.49095
265.655 11.4872
265.677 15.6164
265.700 18.3516
265.723 15.5980
265.745 11.4882
265.762 9.43038
265.778 8.07614
265.795 7.18388
265.811 6.58364
265.844 5.85846
265.876 5.46515
265.909 5.22963
265.942 5.07914
266.007 4.90498
266.073 4.81204
266.138 4.75686
266.269 4.69715
266.400 4.66707
266.531 4.64969
266.793 4.63105
267.316 4.61565
267.840 4.60933
268.364 4.60773
268.887 4.61478
269.149 4.62864
269.280 4.64318
269.411 4.66968
269.542 4.72418
269.607 4.77544
269.673 4.86218
269.738 5.02608
269.771 5.16794
269.804 5.38943
269.837 5.76201
269.869 6.44515
269.886 7.01616
269.902 7.85463
269.918 9.13361
269.935 11.0626
269.957 14.9571
269.980 17.5566
270.003 14.9579
270.025 11.0634
270.044 8.90219
270.063 7.57146
270.082 6.73483
270.100 6.19465
270.138 5.57090
270.175 5.24498
270.213 5.05543
270.250 4.93609
270.325 4.80033
270.400 4.72905
270.475 4.68699
270.625 4.64168
270.775 4.61874
270.925 4.60526
271.225 4.59027
271.825 4.57636
272.425 4.56907
273.025 4.56538
273.625 4.56899
273.925 4.57992
274.075 4.59221
274.225 4.61533
274.375 4.66412
274.450 4.71076
274.525 4.79095
274.600 4.94516
274.637 5.08137
274.675 5.29822
274.712 5.67174
274.750 6.38749
274.769 7.01174
274.787 7.96844
274.806 9.49643
274.825 11.9598
274.847 16.4122
274.870 19.3796
274.893 16.4124
274.915 11.9596
274.931 9.87333
274.946 8.46304
274.976 6.83963
275.006 6.01847
275.036 5.56176
275.067 5.28350
275.097 5.10359
275.157 4.89286
275.218 4.77903
275.278 4.71078
275.399 4.63631
275.520 4.59826
275.641 4.57591
275.883 4.55113
276.367 4.52829
276.850 4.51536
277.818 4.49568
278.785 4.47672
279.753 4.45620
280.720 4.43390
281.687 4.41581
281.929 4.41762
282.171 4.43428
282.292 4.46113
282.413 4.53281
282.473 4.61880
282.534 4.80772
282.564 4.99824
282.594 5.33964
282.625 6.01817
282.640 6.60869
282.655 7.47627
282.677 9.33933
282.700 10.5735
282.723 9.32998
282.745 7.47467
282.773 6.11476
282.800 5.43562
282.827 5.07477
282.854 4.86618
