As-75(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
6024.37 0.311879
6026.58 0.249837
6030.99 0.203478
6033.20 0.197878
6035.40 0.215875
6036.51 0.251781
6037.61 0.356862
6038.16 0.495792
6038.71 0.846649
6038.99 1.26471
6039.26 2.19867
6039.40 3.16037
6039.54 4.94470
6039.61 6.44513
6039.68 8.68248
6039.75 12.1124
6039.81 17.2978
6039.91 27.5789
6040.00 34.4407
6040.09 27.5780
6040.19 17.2872
6040.25 12.4860
6040.31 9.26148
6040.43 5.50433
6040.56 3.60445
6040.68 2.54218
6040.92 1.47743
6041.17 0.987130
6041.66 0.565578
6042.15 0.395024
6043.14 0.260679
6044.12 0.210249
6046.09 0.174193
6048.05 0.164843
6051.99 0.174080
6055.92 0.213094
6059.85 0.305717
6061.82 0.395881
6063.78 0.550375
6065.75 0.844004
6066.73 1.09925
6067.72 1.49872
6068.70 2.17074
6069.19 2.68899
6069.68 3.40904
6070.18 4.44495
6070.67 5.97705
6071.16 8.31313
6071.65 11.8657
6072.33 18.9556
6073.00 23.6795
6073.68 18.9496
6074.35 11.8589
6074.95 7.71005
6075.55 5.22867
6076.14 3.72115
6076.74 2.76494
6077.94 1.68631
6079.13 1.13393
6080.33 0.816794
6081.52 0.618893
6083.91 0.395785
6086.30 0.279749
6088.69 0.211936
6093.47 0.140007
6098.25 0.104927
6103.03 0.0856735
6112.59 0.0682017
6122.16 0.0647070
6131.72 0.0713817
6141.28 0.0927717
6146.06 0.116331
6148.45 0.144265
6149.64 0.200085
6150.24 0.343979
6150.54 0.661372
6150.69 1.14899
6150.84 2.50465
6150.92 3.92159
6151.00 4.86821
6151.08 3.92297
6151.16 2.50744
6151.26 1.48866
6151.35 0.968632
6151.55 0.532704
6151.93 0.292698
6152.70 0.204052
6154.23 0.191401
6157.30 0.231953
6160.37 0.307270
6163.44 0.436163
6166.51 0.677623
6168.04 0.884685
6169.57 1.20451
6171.11 1.73265
6171.88 2.13254
6172.64 2.68044
6173.41 3.45139
6174.18 4.56528
6174.94 6.20739
6175.71 8.62191
6176.86 13.7647
6178.00 17.1825
6179.15 13.7341
6180.30 8.57784
6181.04 6.24839
6181.78 4.64333
6183.25 2.76557
6184.73 1.80310
6186.21 1.26045
6187.68 0.928354
6189.16 0.711907
6192.11 0.457687
6195.07 0.320298
6198.02 0.238018
6203.93 0.148734
6209.83 0.103985
6215.74 0.0784943
6227.55 0.0523086
6239.37 0.0403544
6251.18 0.0350861
6262.99 0.0373899
6265.95 0.0424004
6268.90 0.0571417
6270.38 0.0773678
6271.85 0.132389
6272.59 0.204692
6273.33 0.391230
6273.70 0.620591
6274.07 1.15885
6274.25 1.74909
6274.44 2.92190
6274.53 4.00116
6274.62 5.72693
6274.72 8.66233
6274.81 13.8267
6274.86 17.7096
6274.90 22.1185
6275.00 27.6232
6275.10 22.1180
6275.19 13.8262
6275.25 10.1843
6275.31 7.62603
6275.43 4.59297
6275.55 3.01598
6275.67 2.12396
6275.91 1.20676
6276.15 0.780320
6276.63 0.409049
6277.11 0.257815
6278.06 0.138251
6279.02 0.0930892
6280.94 0.0593968
6282.85 0.0474521
6286.68 0.0396851
6290.51 0.0386565
6294.33 0.0412792
6298.16 0.0504275
6300.08 0.0626400
6301.99 0.0952674
6302.95 0.138144
6303.90 0.251086
6304.38 0.394649
6304.86 0.747998
6305.10 1.16073
6305.34 2.05323
6305.46 2.94717
6305.58 4.52983
6305.70 7.68021
6305.76 10.4113
6305.82 14.3792
6305.91 22.9534
6306.00 28.7203
6306.09 22.9531
6306.18 14.3790
6306.24 10.4113
6306.30 7.71769
6306.42 4.56642
6306.54 2.96728
6306.66 2.07702
6306.89 1.17418
6307.13 0.759617
6307.61 0.402140
6308.08 0.257850
6309.03 0.144868
6309.98 0.103108
6311.88 0.0736791
6313.78 0.0654360
6317.57 0.0669029
6321.37 0.0816332
6325.17 0.116952
6327.07 0.152095
6328.97 0.214910
6330.87 0.344207
6331.82 0.467603
6332.76 0.681423
6333.71 1.10221
6334.19 1.48420
6334.66 2.10971
6335.14 3.24043
6335.38 4.17538
6335.61 5.57053
6335.85 7.77750
6336.09 11.4669
6336.32 18.0963
6336.44 23.3685
6336.56 30.4892
6336.78 48.8313
6337.00 60.9948
6337.22 48.7392
6337.44 30.4861
6337.60 21.2185
6337.76 15.1754
6337.93 11.2251
6338.09 8.58431
6338.41 5.42108
6338.73 3.70990
6339.06 2.69245
6339.38 2.04231
6340.02 1.29316
6340.67 0.895984
6341.32 0.661059
6342.61 0.409328
6343.90 0.284748
6345.19 0.214517
6347.78 0.142879
6350.36 0.109651
6352.95 0.0923170
6358.12 0.0777306
6368.45 0.0783294
6378.79 0.0990670
6389.13 0.146883
6394.30 0.191556
6399.47 0.266196
6404.63 0.405714
6407.22 0.526934
6409.80 0.718439
6412.39 1.04823
6413.68 1.31021
6414.97 1.68695
6416.26 2.25264
6417.56 3.14435
6418.85 4.61804
6420.14 7.09818
6421.57 11.2599
6423.00 14.0352
6424.44 11.2827
6425.87 7.15854
6427.04 4.91953
6428.20 3.53779
6429.37 2.68616
6430.53 2.15150
6431.70 1.81306
6432.86 1.60378
6434.03 1.48672
6435.19 1.44264
6436.36 1.46401
6437.52 1.55262
6438.69 1.71977
6439.85 1.98890
6441.02 2.40131
6442.18 3.02577
6443.35 3.97037
6444.51 5.37833
6445.38 6.79382
6446.26 8.41231
6448.00 10.4246
6448.88 9.80729
6449.75 8.34759
6451.50 5.25593
6453.29 3.23905
6455.08 2.12158
6456.88 1.48108
6458.67 1.09020
6462.25 0.663815
6465.83 0.450503
6469.42 0.328835
6473.00 0.252890
6480.17 0.166895
6487.34 0.122324
6494.50 0.0975008
6501.67 0.0864527
6505.25 0.0957332
6507.05 0.143467
6507.94 0.302514
6508.17 0.435736
6508.39 0.727827
6508.61 1.55490
6508.73 2.62694
6508.84 4.95714
6508.92 7.87998
6509.00 9.84166
6509.08 7.87998
6509.16 4.95708
6509.25 3.05186
6509.33 2.00062
6509.50 1.02869
6509.66 0.632846
6509.83 0.439121
6510.16 0.262969
6510.50 0.188946
6511.83 0.105898
6514.50 0.0821823
6519.83 0.0796486
6525.17 0.0892050
6530.50 0.112383
6535.84 0.165500
6538.50 0.218077
6541.17 0.310807
6543.84 0.495588
6545.17 0.664822
6546.51 0.944520
6547.84 1.45479
6548.51 1.88204
6549.17 2.52532
6549.84 3.55354
6550.17 4.30951
6550.51 5.31326
6550.84 6.68119
6551.17 8.56867
6551.51 11.2103
6551.84 14.8822
6552.42 23.7959
6553.00 29.7357
6553.29 27.9862
6553.58 23.7905
6554.16 14.8766
6554.53 10.9110
6554.89 8.15084
6555.62 4.89396
6556.35 3.20567
6557.08 2.24628
6557.81 1.65669
6558.54 1.27104
6559.99 0.816347
6561.45 0.569719
6562.91 0.421717
6565.83 0.260641
6568.74 0.179533
6571.66 0.133063
6577.49 0.0846369
6583.32 0.0617292
6589.16 0.0512038
6592.07 0.0508038
6594.99 0.0591155
6596.45 0.0739753
6597.91 0.117467
6598.63 0.176012
6599.36 0.329263
6599.73 0.520030
6600.09 0.971872
6600.28 1.47555
6600.46 2.49484
6600.55 3.43852
6600.64 4.99100
6600.73 7.70476
6600.82 12.5974
6600.91 20.1819
6601.00 25.1632
6601.09 20.0916
6601.18 12.5967
6601.26 8.32654
6601.33 5.71727
6601.41 4.10378
6601.48 3.06531
6601.64 1.88031
6601.79 1.26933
6602.09 0.689912
6602.39 0.437962
6603.00 0.228988
6603.61 0.146856
6604.82 0.0830706
6606.03 0.0589752
6608.46 0.0402580
6610.89 0.0327641
6615.74 0.0260847
6620.59 0.0227365
6640.01 0.0167754
6659.42 0.0149268
6664.27 0.0153267
6669.12 0.0172713
6671.55 0.0202611
6673.98 0.0288263
6675.19 0.0405208
6676.40 0.0722347
6677.01 0.113716
6677.62 0.219927
6677.92 0.349891
6678.22 0.650276
6678.38 0.974840
6678.53 1.60641
6678.68 3.06749
6678.76 4.55020
6678.83 7.04378
6678.92 11.2382
6679.00 14.0742
6679.09 11.2380
6679.17 7.04358
6679.27 4.05994
6679.36 2.52011
6679.46 1.68675
6679.56 1.19937
6679.75 0.691230
6679.95 0.448986
6680.33 0.235397
6680.72 0.147299
6681.50 0.0769211
6682.27 0.0501473
6683.82 0.0299290
6685.37 0.0225509
6688.48 0.0171726
6691.58 0.0153317
6703.98 0.0148408
6710.19 0.0168323
6716.39 0.0229122
6719.49 0.0312323
6721.04 0.0394054
6722.60 0.0541101
6724.15 0.0848752
6724.92 0.114861
6725.70 0.168107
6726.47 0.277208
6727.25 0.558529
6727.64 0.905073
6727.83 1.21593
6728.02 1.71644
6728.22 2.60554
6728.41 4.38483
6728.51 6.00529
6728.61 8.62474
6728.70 13.0920
6728.75 16.4233
6728.80 20.7982
6728.85 26.6714
6728.90 33.2618
6729.00 41.5816
6729.10 33.2612
6729.20 20.7975
6729.27 14.9214
6729.34 10.8977
6729.41 8.19069
6729.48 6.32968
6729.62 4.05825
6729.75 2.80908
6729.89 2.04875
6730.03 1.55819
6730.30 0.989083
6730.58 0.683265
6730.85 0.501878
6731.41 0.305842
6731.96 0.208211
6732.51 0.152781
6733.61 0.0956973
6734.71 0.0687215
6735.81 0.0542356
6738.02 0.0413269
6742.42 0.0480363
6743.53 0.0631944
6744.63 0.105304
6745.18 0.160162
6745.73 0.299280
6746.00 0.466853
6746.28 0.846014
6746.42 1.24587
6746.55 2.00003
6746.69 3.65733
6746.76 5.24773
6746.83 7.77243
6746.92 12.4306
6747.00 15.5162
6747.09 12.4306
6747.17 7.77250
6747.24 5.36539
6747.30 3.80599
6747.43 2.13836
6747.56 1.34885
6747.69 0.925363
6747.95 0.515639
6748.20 0.332805
6748.72 0.179366
6749.24 0.119059
6750.27 0.0736259
6751.30 0.0586182
6755.43 0.0647529
6757.50 0.0959144
6758.53 0.127882
6759.57 0.185379
6760.60 0.303152
6761.12 0.414470
6761.63 0.604566
6762.15 0.970524
6762.41 1.29376
6762.67 1.80979
6762.92 2.70773
6763.18 4.43940
6763.31 5.96011
6763.44 8.32794
6763.57 12.1681
6763.70 18.4751
6763.85 29.5702
6764.00 36.9740
6764.15 29.5689
6764.30 18.4738
6764.45 11.3690
6764.60 7.41237
6764.75 5.11353
6764.90 3.71690
6765.06 2.80696
6765.21 2.19316
6765.51 1.43906
6765.81 1.01536
6766.11 0.754886
6766.71 0.465790
6767.31 0.317306
6767.91 0.231455
6768.51 0.177270
6769.12 0.141018
6770.32 0.0969156
6771.52 0.0722190
6773.93 0.0470403
6776.34 0.0352378
6778.74 0.0289520
6783.55 0.0235417
6788.37 0.0232981
6793.18 0.0297479
6795.59 0.0403221
6797.99 0.0706253
6799.20 0.111717
6800.40 0.222197
6801.00 0.365053
6801.60 0.724567
6801.90 1.15406
6802.20 2.11996
6802.35 3.12755
6802.50 5.00462
6802.58 6.59826
6802.65 8.99769
6802.73 12.7234
6802.80 18.6045
6802.85 23.7484
6802.90 29.7160
6803.00 37.1946
6803.10 29.7155
6803.20 18.6038
6803.26 13.4910
6803.32 10.0127
6803.45 5.95097
6803.57 3.87115
6803.70 2.69866
6803.95 1.51205
6804.21 0.965178
6804.71 0.492244
6805.22 0.300313
6806.23 0.149321
6807.24 0.0923472
6809.26 0.0496291
6811.28 0.0341164
6813.30 0.0268190
6815.32 0.0228423
6819.35 0.0189654
6827.43 0.0166444
6835.51 0.0165988
6851.67 0.0199124
6855.71 0.0220665
6859.75 0.0264717
6861.77 0.0314665
6863.79 0.0439492
6865.81 0.102021
6866.32 0.155755
6866.82 0.290356
6867.08 0.450541
6867.33 0.806986
6867.45 1.17401
6867.58 1.85541
6867.71 3.28528
6867.77 4.60063
6867.83 6.63922
6867.92 10.6241
6868.00 13.2509
6868.08 10.6241
6868.17 6.63930
6868.24 4.37577
6868.31 2.98870
6868.46 1.59397
6868.61 0.977216
6868.75 0.661319
6869.04 0.363331
6869.33 0.234533
6869.92 0.128458
6870.50 0.0873433
6872.83 0.0460335
6877.49 0.0435657
6879.82 0.0529377
6882.15 0.0792989
6883.32 0.113925
6884.48 0.205328
6885.07 0.322683
6885.65 0.617441
6885.94 0.970660
6886.23 1.76407
6886.38 2.59343
6886.52 4.14205
6886.60 5.47140
6886.67 7.48459
6886.74 10.6324
6886.81 15.4962
6886.91 24.8223
6887.00 30.9510
6887.09 24.7164
6887.19 15.4963
6887.26 10.7957
6887.33 7.72883
6887.39 5.72340
6887.46 4.39173
6887.60 2.78549
6887.74 1.91499
6888.01 1.06348
6888.29 0.682448
6888.83 0.360548
6889.38 0.232890
6890.48 0.135467
6891.58 0.101407
6893.78 0.0830492
6895.97 0.0892739
6898.17 0.117282
6900.36 0.201158
6901.46 0.313061
6902.01 0.420048
6902.56 0.605986
6903.11 0.972513
6903.38 1.30689
6903.66 1.85553
6903.93 2.85421
6904.07 3.68336
6904.21 4.92699
6904.34 6.89754
6904.48 10.2342
6904.62 16.3118
6904.69 21.2232
6904.75 27.8773
6904.88 44.5413
6905.00 55.6361
6905.12 44.5403
6905.25 27.8764
6905.35 18.7434
6905.45 13.0394
6905.55 9.44748
6905.65 7.10354
6905.85 4.39205
6906.05 2.96894
6906.25 2.13934
6906.45 1.61647
6906.85 1.02294
6907.25 0.711275
6907.65 0.528556
6908.44 0.334678
6909.24 0.239634
6910.04 0.186626
6911.64 0.133560
6913.24 0.110106
6914.84 0.0990088
6918.04 0.0930392
6924.43 0.111259
6927.63 0.144123
6929.23 0.214726
6930.03 0.408635
6930.43 0.883899
6930.63 1.72764
6930.73 2.72376
6930.83 4.67346
6930.92 7.39780
6931.00 9.20253
6931.09 7.39918
6931.17 4.67630
6931.27 2.70121
6931.37 1.70609
6931.58 0.875013
6931.99 0.417655
6932.80 0.243139
6934.43 0.204076
6937.69 0.239424
6940.95 0.316574
6944.21 0.448919
6945.84 0.550820
6947.47 0.692781
6949.10 0.898075
6950.73 1.20916
6952.36 1.70895
6953.99 2.57217
6954.81 3.24813
6955.62 4.19134
6956.44 5.52505
6957.25 7.39941
6958.63 11.8279
6960.00 14.7782
6961.38 11.8267
6962.75 7.40358
6964.37 4.22092
6965.99 2.61417
6967.60 1.76451
6969.22 1.28940
6970.84 1.03172
6972.45 0.970885
6973.26 1.07859
6974.07 1.46957
6974.48 1.97117
6974.68 2.40874
6974.88 3.08840
6975.08 4.20982
6975.28 6.21084
6975.49 10.1349
6975.59 13.5025
6975.69 18.3928
6975.84 29.2084
6976.00 36.3630
6976.16 29.1176
6976.31 18.3594
6976.41 13.7027
6976.50 10.4185
6976.69 6.47338
6976.88 4.39142
6977.07 3.19241
6977.26 2.44737
6977.45 1.95508
6977.83 1.36628
6978.21 1.03987
6978.59 0.838657
6979.35 0.609727
6980.87 0.407151
6982.39 0.313196
6985.43 0.218338
6988.47 0.167505
6994.55 0.112041
7000.63 0.0825029
7012.79 0.0532611
7024.95 0.0406689
7037.10 0.0361033
7049.26 0.0389720
7055.34 0.0461840
7058.38 0.0535818
7061.42 0.0668594
7064.46 0.0942723
7065.98 0.120651
7067.50 0.167095
7069.02 0.261295
7069.78 0.349988
7070.54 0.501870
7071.30 0.794725
7071.68 1.05515
7072.06 1.47350
7072.44 2.20460
7072.82 3.63932
7073.01 4.91896
7073.20 6.94318
7073.39 10.2955
7073.58 15.9027
7073.79 25.4449
7074.00 31.7654
7074.21 25.3957
7074.42 15.9018
7074.61 10.4556
7074.79 7.16372
7074.97 5.13439
7075.15 3.83123
7075.51 2.34749
7075.87 1.58046
7076.23 1.13767
7076.60 0.860500
7077.32 0.547490
7078.05 0.384704
7078.77 0.290024
7080.22 0.190451
7081.67 0.142677
7083.11 0.116951
7086.01 0.0937962
7091.81 0.0895627
7097.60 0.113146
7100.50 0.137115
7103.39 0.174831
7106.29 0.236542
7109.19 0.345437
7112.08 0.562462
7113.53 0.761580
7114.98 1.09144
7116.43 1.69554
7117.15 2.20309
7117.88 2.97179
7118.60 4.20839
7118.97 5.12019
7119.33 6.34068
7119.69 8.00929
7120.05 10.3361
7120.41 13.6236
7120.78 18.2397
7121.39 29.1838
7122.00 36.4610
7122.61 29.1588
7123.23 18.2337
7123.77 11.8413
7124.31 8.02135
7124.85 5.69429
7125.39 4.21820
7126.47 2.55279
7127.56 1.70005
7128.64 1.21064
7129.72 0.905418
7131.89 0.561779
7134.05 0.383303
7136.22 0.279145
7138.39 0.213103
7140.55 0.168666
7144.88 0.114392
7149.21 0.0837896
7157.88 0.0523222
7166.54 0.0373230
7175.20 0.0290749
7192.52 0.0209912
7209.85 0.0176886
7227.17 0.0166614
7244.50 0.0177800
7253.16 0.0219854
7255.33 0.0258583
7257.49 0.0362443
7258.58 0.0500295
7259.66 0.0868066
7260.20 0.134238
7260.74 0.253474
7261.01 0.395907
7261.28 0.714419
7261.42 1.04737
7261.55 1.66665
7261.69 2.98188
7261.76 4.21829
7261.82 6.14048
7261.91 9.81937
7262.00 12.2603
7262.09 9.81926
7262.18 6.14036
7262.25 3.99944
7262.33 2.72441
7262.49 1.44225
7262.64 0.879410
7262.80 0.590839
7263.11 0.321697
7263.42 0.205481
7264.03 0.109691
7264.65 0.0723097
7265.89 0.0437435
7267.13 0.0333235
7269.61 0.0259111
7272.08 0.0235981
7281.99 0.0238165
7286.95 0.0261579
7291.90 0.0313982
7294.38 0.0375333
7296.85 0.0531668
7298.09 0.0734847
7299.33 0.127272
7299.95 0.196681
7300.57 0.372022
7300.88 0.582939
7301.19 1.05994
7301.34 1.56230
7301.50 2.51837
7301.65 4.60727
7301.73 6.59382
7301.81 9.76804
7301.90 15.6046
7302.00 19.5060
7302.10 15.6044
7302.19 9.76793
7302.26 7.03169
7302.32 5.17698
7302.45 3.04601
7302.58 1.97301
7302.70 1.37473
7302.96 0.775105
7303.22 0.501123
7303.73 0.265812
7304.24 0.171089
7305.27 0.0970023
7306.29 0.0695355
7308.34 0.0497930
7310.40 0.0435581
7314.50 0.0411790
7318.60 0.0430614
7326.80 0.0522471
7335.01 0.0687154
7343.21 0.0981474
7351.41 0.157414
7355.51 0.212765
7359.61 0.307415
7361.67 0.383401
7363.72 0.498171
7365.77 0.719203
7366.28 0.835613
7366.79 1.05946
7367.05 1.28979
7367.31 1.76194
7367.43 2.22505
7367.56 3.05553
7367.69 4.72831
7367.75 6.21329
7367.82 8.46225
7367.91 13.0535
7368.00 16.1011
7368.09 13.0806
7368.18 8.51663
7368.25 6.23143
7368.32 4.74830
7368.45 3.12027
7368.58 2.34415
7368.71 1.93313
7368.98 1.55639
7369.24 1.41822
7370.30 1.45024
7371.35 1.76082
7372.41 2.26356
7373.47 3.04129
7374.53 4.27779
7375.58 6.32622
7376.64 9.76948
7377.82 15.5931
7379.00 19.4643
7380.19 15.5598
7381.37 9.72035
7382.35 6.48764
7383.33 4.48900
7384.31 3.24068
7385.29 2.43112
7387.25 1.50056
7389.21 1.01541
7391.17 0.734152
7393.13 0.557897
7397.05 0.359625
7400.97 0.258534
7404.89 0.202351
7412.73 0.154331
7420.57 0.158250
7424.49 0.182383
7428.41 0.233903
7432.33 0.343845
7434.29 0.446025
7436.25 0.614639
7437.23 0.742435
7438.21 0.918207
7439.19 1.16823
7440.17 1.53871
7441.15 2.11556
7442.13 3.06787
7442.62 3.78172
7443.11 4.74002
7443.60 6.03544
7444.09 7.77139
7445.05 12.4111
7446.00 15.5020
7446.96 12.4059
7447.91 7.76515
7448.57 5.54863
7449.22 4.05704
7449.88 3.05450
7450.53 2.36654
7451.84 1.52611
7453.15 1.06119
7454.46 0.780538
7455.77 0.599230
7458.38 0.387956
7461.00 0.274606
7463.62 0.207038
7468.86 0.134218
7474.09 0.0987685
7479.33 0.0817926
7484.57 0.0898234
7485.87 0.108204
7487.18 0.162096
7487.84 0.233937
7488.49 0.417809
7488.82 0.640864
7489.15 1.14876
7489.31 1.68709
7489.47 2.71038
7489.56 3.60378
7489.64 4.98055
7489.72 7.18278
7489.80 10.7173
7489.90 17.1273
7490.00 21.3767
7490.10 17.1267
7490.20 10.7165
7490.29 6.82080
7490.38 4.56506
7490.48 3.20939
7490.57 2.37158
7490.75 1.43654
7490.94 0.966932
7491.31 0.532364
7491.68 0.345910
7492.41 0.193109
7493.15 0.133431
7494.63 0.0870260
7496.11 0.0692479
7499.06 0.0551744
7502.01 0.0497463
7507.92 0.0499766
7510.87 0.0700829
7512.35 0.144390
7513.09 0.372452
7513.46 0.922713
7513.64 1.85629
7513.74 2.89581
7513.83 4.84088
7513.91 7.72698
7514.00 9.63857
7514.09 7.72686
7514.17 4.83794
7514.30 2.48480
7514.42 1.44196
7514.66 0.650111
7515.15 0.250884
7516.13 0.102734
7518.09 0.0575358
7522.00 0.0475238
7525.91 0.0601269
7527.87 0.113662
7528.85 0.288586
7529.09 0.435663
7529.34 0.757919
7529.58 1.68242
7529.70 2.89009
7529.83 5.57009
7529.91 8.90876
7530.00 11.1009
7530.09 8.86820
7530.18 5.56997
7530.24 3.85815
7530.31 2.75212
7530.44 1.56211
7530.70 0.688405
7530.96 0.392425
7531.23 0.260084
7532.28 0.104600
7533.33 0.0703598
7534.38 0.0577183
7536.48 0.0486828
7538.58 0.0459055
7546.99 0.0466978
7563.81 0.0641904
7572.22 0.0830911
7580.63 0.119723
7584.83 0.155586
7589.04 0.230229
7591.14 0.313031
7592.19 0.386131
7593.24 0.506964
7594.29 0.734211
7594.82 0.934477
7595.35 1.25489
7595.87 1.81772
7596.13 2.27236
7596.40 2.93225
7596.66 3.94268
7596.92 5.56820
7597.05 6.76346
7597.19 8.32446
7597.32 10.3857
7597.45 13.0820
7597.72 20.8142
7598.00 25.9403
7598.14 24.4153
7598.28 20.7903
7598.55 13.0953
7598.76 9.15535
7598.96 6.60557
7599.17 4.93515
7599.38 3.82124
7599.79 2.49488
7600.20 1.78417
7600.61 1.36424
7601.02 1.09922
7601.84 0.801840
7602.66 0.653103
7603.48 0.574081
7605.13 0.513203
7608.41 0.554863
7611.70 0.726027
7614.98 1.07287
7616.63 1.36575
7618.27 1.80333
7619.91 2.48868
7621.56 3.62622
7622.38 4.48310
7623.20 5.63582
7624.02 7.19938
7624.84 9.30170
7626.42 14.8522
7628.00 18.5426
7629.59 14.8244
7631.17 9.26201
7632.77 5.67131
7634.38 3.67714
7635.98 2.53416
7637.58 1.83841
7639.19 1.38979
7640.79 1.08599
7644.00 0.715475
7647.20 0.508277
7650.41 0.381852
7656.82 0.244466
7663.23 0.181256
7669.65 0.164863
7672.85 0.184234
7674.46 0.210790
7676.06 0.262840
7677.66 0.373893
7678.46 0.479931
7679.26 0.660902
7680.07 1.00574
7680.47 1.30697
7680.87 1.77947
7681.27 2.58109
7681.67 4.07723
7681.87 5.34668
7682.07 7.24119
7682.27 10.1646
7682.47 14.6924
7682.74 23.4724
7683.00 29.3299
7683.27 23.4698
7683.53 14.6888
7683.76 9.66899
7683.99 6.62306
7684.21 4.75023
7684.44 3.54993
7684.90 2.18577
7685.35 1.48153
7685.81 1.07512
7686.27 0.820604
7687.18 0.532878
7688.09 0.382499
7689.00 0.294288
7690.82 0.200288
7692.65 0.153994
7694.47 0.128315
7698.12 0.105126
7701.77 0.104251
7703.59 0.113607
7705.41 0.135752
7707.24 0.187429
7708.15 0.239399
7709.06 0.332357
7709.97 0.522025
7710.43 0.700074
7710.88 1.00179
7711.34 1.57587
7711.57 2.07765
7711.79 2.86868
7712.02 4.21295
7712.25 6.73721
7712.36 8.88640
7712.48 12.1305
7712.59 17.1820
7712.71 24.9992
7712.78 32.0088
7712.85 40.0170
7713.00 49.9359
7713.07 46.9834
7713.15 39.9073
7713.30 24.9974
7713.46 14.4133
7713.63 8.97653
7713.80 6.02237
7713.97 4.28969
7714.14 3.19616
7714.31 2.47467
7714.64 1.61053
7714.98 1.13389
7715.31 0.845877
7715.99 0.529393
7716.66 0.369044
7717.33 0.276810
7718.68 0.180232
7720.03 0.133306
7721.37 0.107047
7724.06 0.0805845
7726.75 0.0692972
7729.45 0.0669495
7732.14 0.0861584
7733.48 0.164354
7734.16 0.401079
7734.49 0.950564
7734.66 1.83218
7734.74 2.77022
7734.83 4.43869
7734.91 7.06155
7735.00 8.82356
7735.09 7.06139
7735.17 4.43845
7735.26 2.76992
7735.34 1.82351
7735.51 0.940652
7735.85 0.394882
7736.53 0.161105
7737.89 0.0831410
7740.61 0.0613201
7746.05 0.0602593
7751.48 0.0703217
7756.92 0.0924468
7762.36 0.140929
7765.07 0.187984
7767.79 0.269909
7770.51 0.430813
7771.87 0.576146
7773.23 0.813270
7774.59 1.23698
7775.27 1.58485
7775.95 2.09821
7776.63 2.89661
7777.31 4.20863
7777.65 5.19086
7777.99 6.50682
7778.33 8.28174
7778.67 10.6467
7779.33 17.0287
7780.00 21.2731
7780.67 17.0148
7781.34 10.6429
7781.77 7.75033
7782.20 5.75485
7783.05 3.42548
7783.91 2.23066
7784.77 1.55774
7785.63 1.14591
7786.49 0.877876
7788.21 0.562991
7789.93 0.392831
7791.65 0.290946
7795.09 0.180557
7798.52 0.125544
7801.96 0.0952568
7805.40 0.0828375
7807.12 0.102036
7807.98 0.183359
7808.41 0.402668
7808.62 0.818924
7808.73 1.33883
7808.83 2.44115
7808.92 3.86452
7809.00 4.82267
7809.08 3.86396
7809.17 2.44007
7809.33 1.02365
7809.49 0.542985
7809.82 0.244635
7810.47 0.114673
7811.77 0.0685740
7814.37 0.0507076
7819.58 0.0396478
7829.99 0.0308271
7840.40 0.0307685
7843.00 0.0342342
7845.61 0.0447974
7846.91 0.0593144
7848.21 0.0985743
7848.86 0.149738
7849.51 0.280209
7849.84 0.439081
7850.16 0.804063
7850.33 1.19544
7850.49 1.95050
7850.65 3.66910
7850.73 5.36964
7850.81 8.20968
7850.91 13.1020
7851.00 16.3967
7851.09 13.1019
7851.19 8.20953
7851.29 4.81975
7851.39 3.04233
7851.50 2.05370
7851.60 1.47439
7851.81 0.860210
7852.02 0.564651
7852.43 0.302253
7852.84 0.193461
7853.67 0.106418
7854.50 0.0734320
7856.15 0.0490779
7857.81 0.0410124
7864.43 0.0423151
7867.74 0.0559313
7869.39 0.0701000
7871.04 0.0958270
7872.70 0.149415
7873.53 0.200916
7874.35 0.290914
7875.18 0.470066
7875.60 0.634646
7876.01 0.907507
7876.42 1.41045
7876.63 1.83577
7876.84 2.48000
7877.04 3.52713
7877.25 5.35617
7877.35 6.81233
7877.46 8.84430
7877.56 11.7457
7877.66 15.8666
7877.83 25.3877
7878.00 31.7406
7878.17 25.3867
7878.34 15.8656
7878.50 9.87548
7878.67 6.47716
7878.83 4.49826
7879.00 3.27991
7879.16 2.48779
7879.33 1.94800
7879.66 1.28658
7879.99 0.912264
7880.32 0.681694
7880.98 0.425361
7881.64 0.293603
7882.30 0.217427
7883.61 0.137395
7884.93 0.0986106
7886.25 0.0771463
7888.89 0.0560393
7891.53 0.0472402
7894.16 0.0438965
7899.44 0.0463477
7904.71 0.0615604
7907.35 0.0784604
7909.99 0.109740
7912.63 0.175743
7913.95 0.239803
7915.26 0.352621
7916.58 0.579800
7917.24 0.790912
7917.90 1.14663
7918.56 1.81584
7918.89 2.39441
7919.22 3.29288
7919.55 4.79873
7919.71 5.95450
7919.88 7.54594
7920.04 9.83097
7920.21 13.1960
7920.37 18.2756
7920.54 25.8893
7920.77 41.4516
7921.00 51.7676
7921.12 48.7094
7921.23 41.3778
7921.46 25.8869
7921.73 14.8585
7922.00 9.19480
7922.26 6.13719
7922.53 4.35197
7922.80 3.23428
7923.07 2.49342
7923.60 1.60856
7924.13 1.12301
7924.67 0.829167
7925.74 0.507430
7926.80 0.344798
7927.87 0.251482
7928.94 0.193086
7930.01 0.154164
7932.14 0.107201
7934.28 0.0811060
7938.55 0.0548896
7942.82 0.0429791
7947.09 0.0369751
7955.64 0.0326774
7964.18 0.0336113
