Co-59(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
228200 0.0112094
228280 0.0112068
228350 0.0112045
228430 0.0112018
228500 0.0111995
228580 0.0111969
228650 0.0111946
228730 0.0111919
228800 0.0111896
228880 0.0111870
228950 0.0111847
229030 0.0111820
229110 0.0111794
229180 0.0111771
229260 0.0111744
229330 0.0111721
229410 0.0111695
229480 0.0111672
229560 0.0111645
229630 0.0111622
229710 0.0111596
229780 0.0111573
229860 0.0111546
229940 0.0111520
230010 0.0111497
230090 0.0111470
230160 0.0111447
230240 0.0111421
230310 0.0111398
230390 0.0111371
230470 0.0111345
230540 0.0111322
230620 0.0111295
230690 0.0111272
230770 0.0111246
230850 0.0111220
230920 0.0111196
231000 0.0111170
231070 0.0111147
231150 0.0111121
231230 0.0111094
231300 0.0111071
231380 0.0111045
231460 0.0111018
231530 0.0110995
231610 0.0110969
231690 0.0110942
231760 0.0110919
231840 0.0110893
231920 0.0110866
231990 0.0110843
232070 0.0110817
232150 0.0110791
232220 0.0110767
232300 0.0110741
232380 0.0110715
232450 0.0110692
232530 0.0110665
232610 0.0110639
232680 0.0110616
232760 0.0110589
232840 0.0110563
232920 0.0110536
232990 0.0110513
233070 0.0110487
233150 0.0110461
233220 0.0110437
233300 0.0110411
233380 0.0110385
233460 0.0110358
233530 0.0110335
233610 0.0110309
233690 0.0110282
233770 0.0110256
233840 0.0110233
233920 0.0110206
234000 0.0110180
234080 0.0110154
234150 0.0110131
234230 0.0110104
234310 0.0110078
234390 0.0110051
234470 0.0110025
234540 0.0110002
234620 0.0109975
234700 0.0109949
234780 0.0109923
234860 0.0109896
234930 0.0109873
235010 0.0109847
235090 0.0109820
235170 0.0109794
235250 0.0109768
235330 0.0109741
235400 0.0109718
235480 0.0109692
235560 0.0109665
235640 0.0109639
235720 0.0109612
235800 0.0109586
235870 0.0109563
235950 0.0109537
236030 0.0109510
236110 0.0109484
236190 0.0109457
236270 0.0109431
236350 0.0109405
236430 0.0109378
236500 0.0109355
236580 0.0109329
236660 0.0109302
236740 0.0109276
236820 0.0109249
236900 0.0109223
236980 0.0109197
237060 0.0109170
237140 0.0109144
237220 0.0109117
237300 0.0109091
237380 0.0109065
237460 0.0109038
237530 0.0109015
237610 0.0108989
237690 0.0108962
237770 0.0108936
237850 0.0108910
237930 0.0108883
238010 0.0108857
238090 0.0108830
238170 0.0108804
238250 0.0108778
238330 0.0108751
238410 0.0108725
238490 0.0108698
238570 0.0108672
238650 0.0108646
238730 0.0108619
238810 0.0108593
238890 0.0108566
238970 0.0108540
239050 0.0108514
239130 0.0108487
239210 0.0108461
239290 0.0108434
239370 0.0108408
239450 0.0108382
239530 0.0108355
239610 0.0108329
239690 0.0108302
239770 0.0108276
239860 0.0108246
239940 0.0108220
240020 0.0108193
240100 0.0108167
240180 0.0108141
240260 0.0108114
240340 0.0108088
240420 0.0108061
240500 0.0108035
240580 0.0108009
240660 0.0107982
240740 0.0107956
240830 0.0107926
240910 0.0107900
240990 0.0107873
241070 0.0107847
241150 0.0107821
241230 0.0107794
241310 0.0107768
241390 0.0107741
241480 0.0107712
241560 0.0107685
241640 0.0107659
241720 0.0107632
241800 0.0107606
241880 0.0107580
241970 0.0107550
242050 0.0107524
242130 0.0107497
242210 0.0107471
242290 0.0107444
242370 0.0107418
242460 0.0107388
242540 0.0107362
242620 0.0107335
242700 0.0107309
242780 0.0107283
242870 0.0107253
242950 0.0107227
243030 0.0107200
243110 0.0107174
243200 0.0107144
243280 0.0107118
243360 0.0107091
243440 0.0107065
243530 0.0107035
243610 0.0107009
243690 0.0106982
243770 0.0106956
243860 0.0106926
243940 0.0106900
244020 0.0106873
244100 0.0106847
244190 0.0106817
244270 0.0106791
244350 0.0106765
244430 0.0106738
244520 0.0106708
244600 0.0106682
244680 0.0106656
244770 0.0106626
244850 0.0106600
244930 0.0106573
245020 0.0106543
245100 0.0106517
245180 0.0106491
245270 0.0106461
245350 0.0106435
245430 0.0106408
245520 0.0106378
245600 0.0106352
245680 0.0106326
245770 0.0106296
245850 0.0106270
245930 0.0106243
246020 0.0106213
246100 0.0106187
246190 0.0106157
246270 0.0106131
246350 0.0106105
246440 0.0106075
246520 0.0106048
246610 0.0106019
246690 0.0105992
246770 0.0105966
246860 0.0105936
246940 0.0105910
247030 0.0105880
247110 0.0105854
247200 0.0105824
247280 0.0105798
247360 0.0105771
247450 0.0105742
247530 0.0105715
247620 0.0105685
247700 0.0105659
247790 0.0105629
247870 0.0105603
247960 0.0105573
248040 0.0105547
248130 0.0105517
248210 0.0105491
248300 0.0105461
248380 0.0105435
248470 0.0105405
248550 0.0105379
248640 0.0105349
248720 0.0105322
248810 0.0105293
248890 0.0105266
248980 0.0105237
249060 0.0105210
249150 0.0105181
249230 0.0105154
249320 0.0105124
249400 0.0105098
249490 0.0105068
249570 0.0105042
249660 0.0105012
249750 0.0104983
249830 0.0104956
249920 0.0104926
250000 0.0104900
250090 0.0104880
250170 0.0104863
250260 0.0104843
250350 0.0104824
250430 0.0104806
250520 0.0104787
250600 0.0104769
250690 0.0104750
250780 0.0104730
250860 0.0104713
250950 0.0104693
251030 0.0104676
251120 0.0104656
251210 0.0104636
251290 0.0104619
251380 0.0104599
251470 0.0104580
251550 0.0104562
251640 0.0104543
251730 0.0104523
251810 0.0104505
251900 0.0104486
251990 0.0104466
252070 0.0104449
252160 0.0104429
252250 0.0104410
252330 0.0104392
252420 0.0104372
252510 0.0104353
252600 0.0104333
252680 0.0104316
252770 0.0104296
252860 0.0104277
252940 0.0104259
253030 0.0104240
253120 0.0104220
253210 0.0104200
253290 0.0104183
253380 0.0104163
253470 0.0104144
253560 0.0104124
253640 0.0104107
253730 0.0104087
253820 0.0104067
253910 0.0104048
254000 0.0104028
254080 0.0104011
254170 0.0103991
254260 0.0103971
254350 0.0103952
254440 0.0103932
254520 0.0103915
254610 0.0103895
254700 0.0103875
254790 0.0103856
254880 0.0103836
254970 0.0103817
255050 0.0103799
255140 0.0103780
255230 0.0103760
255320 0.0103740
255410 0.0103721
255500 0.0103701
255580 0.0103684
255670 0.0103664
255760 0.0103644
255850 0.0103625
255940 0.0103605
256030 0.0103586
256120 0.0103566
256210 0.0103546
256300 0.0103527
256380 0.0103509
256470 0.0103490
256560 0.0103470
256650 0.0103450
256740 0.0103431
256830 0.0103411
256920 0.0103391
257010 0.0103372
257100 0.0103352
257190 0.0103333
257280 0.0103313
257370 0.0103293
257460 0.0103274
257550 0.0103254
257640 0.0103235
257730 0.0103215
257820 0.0103195
257910 0.0103176
258000 0.0103156
258090 0.0103136
258180 0.0103117
258270 0.0103097
258360 0.0103078
258450 0.0103058
258540 0.0103038
258630 0.0103019
258720 0.0102999
258810 0.0102979
258900 0.0102960
258990 0.0102940
259080 0.0102921
259170 0.0102901
259260 0.0102881
259350 0.0102862
259440 0.0102842
259530 0.0102823
259620 0.0102803
259710 0.0102783
259800 0.0102764
259900 0.0102742
259990 0.0102722
260080 0.0102703
260170 0.0102683
260260 0.0102663
260350 0.0102644
260440 0.0102624
260530 0.0102605
260620 0.0102585
260720 0.0102563
260810 0.0102543
260900 0.0102524
260990 0.0102504
261080 0.0102485
261170 0.0102465
261260 0.0102445
261360 0.0102424
261450 0.0102404
261540 0.0102384
261630 0.0102365
261720 0.0102345
261820 0.0102323
261910 0.0102304
262000 0.0102284
262090 0.0102264
262180 0.0102245
262280 0.0102223
262370 0.0102203
262460 0.0102184
262550 0.0102164
262640 0.0102145
262740 0.0102123
262830 0.0102103
262920 0.0102083
263010 0.0102064
263110 0.0102042
263200 0.0102022
263290 0.0102003
263390 0.0101981
263480 0.0101961
263570 0.0101942
263660 0.0101922
263760 0.0101900
263850 0.0101881
263940 0.0101861
264040 0.0101839
264130 0.0101820
264220 0.0101800
264320 0.0101778
264410 0.0101759
264500 0.0101739
264600 0.0101717
264690 0.0101698
264780 0.0101678
264880 0.0101656
264970 0.0101637
265060 0.0101617
265160 0.0101595
265250 0.0101576
265340 0.0101556
265440 0.0101534
265530 0.0101515
265630 0.0101493
265720 0.0101473
265810 0.0101453
265910 0.0101432
266000 0.0101412
266100 0.0101390
266190 0.0101371
266290 0.0101349
266380 0.0101329
266470 0.0101310
266570 0.0101288
266660 0.0101268
266760 0.0101246
266850 0.0101227
266950 0.0101205
267040 0.0101185
267140 0.0101164
267230 0.0101144
267330 0.0101122
267420 0.0101102
267520 0.0101081
267610 0.0101061
267710 0.0101039
267800 0.0101020
267900 0.0100998
267990 0.0100978
268090 0.0100956
268180 0.0100937
268280 0.0100915
268370 0.0100895
268470 0.0100874
268560 0.0100854
268660 0.0100832
268750 0.0100813
268850 0.0100791
268950 0.0100769
269040 0.0100749
269140 0.0100728
269230 0.0100708
269330 0.0100686
269420 0.0100666
269520 0.0100645
269620 0.0100623
269710 0.0100603
269810 0.0100581
269910 0.0100560
270000 0.0100540
270100 0.0100518
270190 0.0100499
270290 0.0100477
270390 0.0100455
270480 0.0100435
270580 0.0100414
270680 0.0100392
270770 0.0100372
270870 0.0100350
270970 0.0100329
271060 0.0100309
271160 0.0100287
271260 0.0100265
271350 0.0100246
271450 0.0100224
271550 0.0100202
271650 0.0100180
271740 0.0100161
271840 0.0100139
271940 0.0100117
272040 0.0100095
272130 0.0100076
272230 0.0100054
272330 0.0100032
272430 0.0100010
272520 0.00999906
272620 0.00999688
272720 0.00999470
272820 0.00999252
272910 0.00999056
273010 0.00998838
273110 0.00998620
273210 0.00998402
273310 0.00998184
273400 0.00997988
273500 0.00997770
273600 0.00997552
273700 0.00997334
273800 0.00997116
273890 0.00996920
273990 0.00996702
274090 0.00996484
274190 0.00996266
274290 0.00996048
274390 0.00995830
274490 0.00995612
274580 0.00995416
274680 0.00995198
274780 0.00994980
274880 0.00994762
274980 0.00994544
275080 0.00994326
275180 0.00994108
275280 0.00993890
275380 0.00993672
275480 0.00993454
275570 0.00993257
275670 0.00993039
275770 0.00992821
275870 0.00992603
275970 0.00992385
276070 0.00992167
276170 0.00991949
276270 0.00991731
276370 0.00991513
276470 0.00991295
276570 0.00991077
276670 0.00990859
276770 0.00990641
276870 0.00990423
276970 0.00990205
277070 0.00989987
277170 0.00989769
277270 0.00989551
277370 0.00989333
277470 0.00989115
277570 0.00988897
277670 0.00988679
277770 0.00988461
277870 0.00988243
277970 0.00988025
278070 0.00987807
278170 0.00987589
278280 0.00987350
278380 0.00987132
278480 0.00986914
278580 0.00986696
278680 0.00986478
278780 0.00986260
278880 0.00986042
278980 0.00985824
279080 0.00985606
279180 0.00985388
279290 0.00985148
279390 0.00984930
279490 0.00984712
279590 0.00984494
279690 0.00984276
279790 0.00984058
279890 0.00983840
280000 0.00983600
280100 0.00983382
280200 0.00983164
280300 0.00982946
280400 0.00982728
280510 0.00982488
280610 0.00982270
280710 0.00982052
280810 0.00981834
280910 0.00981616
281020 0.00981376
281120 0.00981158
281220 0.00980940
281320 0.00980722
281430 0.00980483
281530 0.00980265
281630 0.00980047
281730 0.00979829
281840 0.00979589
281940 0.00979371
282040 0.00979153
282140 0.00978935
282250 0.00978695
282350 0.00978477
282450 0.00978259
282560 0.00978019
282660 0.00977801
282760 0.00977583
282870 0.00977343
282970 0.00977125
283070 0.00976907
283180 0.00976668
283280 0.00976450
283380 0.00976232
283490 0.00975992
283590 0.00975774
283690 0.00975556
283800 0.00975316
283900 0.00975098
284000 0.00974880
284110 0.00974640
284210 0.00974422
284320 0.00974182
284420 0.00973964
284520 0.00973746
284630 0.00973507
284730 0.00973289
284840 0.00973049
284940 0.00972831
285050 0.00972591
285150 0.00972373
285260 0.00972133
285360 0.00971915
285460 0.00971697
285570 0.00971457
285670 0.00971239
285780 0.00971000
285880 0.00970782
285990 0.00970542
286090 0.00970324
286200 0.00970084
286300 0.00969866
286410 0.00969626
286510 0.00969408
286620 0.00969168
286720 0.00968950
286830 0.00968711
286940 0.00968471
287040 0.00968253
287150 0.00968013
287250 0.00967795
287360 0.00967555
287460 0.00967337
287570 0.00967097
287680 0.00966858
287780 0.00966640
287890 0.00966400
287990 0.00966182
288100 0.00965942
288210 0.00965702
288310 0.00965484
288420 0.00965244
288520 0.00965026
288630 0.00964787
288740 0.00964547
288840 0.00964329
288950 0.00964089
289060 0.00963849
289160 0.00963631
289270 0.00963391
289380 0.00963152
289480 0.00962934
289590 0.00962694
289700 0.00962454
289810 0.00962214
289910 0.00961996
290020 0.00961756
290130 0.00961517
290230 0.00961299
290340 0.00961059
290450 0.00960819
290560 0.00960579
290660 0.00960361
290770 0.00960121
290880 0.00959882
290990 0.00959642
291090 0.00959424
291200 0.00959184
291310 0.00958944
291420 0.00958704
291530 0.00958465
291630 0.00958247
291740 0.00958007
291850 0.00957767
291960 0.00957527
292070 0.00957287
292180 0.00957048
292280 0.00956830
292390 0.00956590
292500 0.00956350
292610 0.00956110
292720 0.00955870
292830 0.00955631
292940 0.00955391
293040 0.00955173
293150 0.00954933
293260 0.00954693
293370 0.00954453
293480 0.00954214
293590 0.00953974
293700 0.00953734
293810 0.00953494
293920 0.00953254
294030 0.00953015
294140 0.00952775
294250 0.00952535
294360 0.00952295
294460 0.00952077
294570 0.00951837
294680 0.00951598
294790 0.00951358
294900 0.00951118
295010 0.00950878
295120 0.00950638
295230 0.00950399
295340 0.00950159
295450 0.00949919
295560 0.00949679
295670 0.00949439
295790 0.00949178
295900 0.00948938
296010 0.00948698
296120 0.00948458
296230 0.00948219
296340 0.00947979
296450 0.00947739
296560 0.00947499
296670 0.00947259
296780 0.00947020
296890 0.00946780
297000 0.00946540
297110 0.00946300
297230 0.00946039
297340 0.00945799
297450 0.00945559
297560 0.00945319
297670 0.00945079
297780 0.00944840
297890 0.00944600
298010 0.00944338
298120 0.00944098
298230 0.00943859
298340 0.00943619
298450 0.00943379
298570 0.00943117
298680 0.00942878
298790 0.00942638
298900 0.00942398
299010 0.00942158
299130 0.00941897
299240 0.00941657
299350 0.00941417
299460 0.00941177
299580 0.00940916
299690 0.00940676
299800 0.00940436
299910 0.00940196
300000 0.00940000
300030 0.00939954
300140 0.00939787
300250 0.00939620
300360 0.00939453
300480 0.00939270
300590 0.00939103
300700 0.00938936
300820 0.00938754
300930 0.00938586
301040 0.00938419
301160 0.00938237
301270 0.00938070
301380 0.00937902
301500 0.00937720
301610 0.00937553
301730 0.00937370
301840 0.00937203
301950 0.00937036
302070 0.00936854
302180 0.00936686
302290 0.00936519
302410 0.00936337
302520 0.00936170
302640 0.00935987
302750 0.00935820
302870 0.00935638
302980 0.00935470
303090 0.00935303
303210 0.00935121
303320 0.00934954
303440 0.00934771
303550 0.00934604
303670 0.00934422
303780 0.00934254
303900 0.00934072
304010 0.00933905
304130 0.00933722
304240 0.00933555
304360 0.00933373
304470 0.00933206
304590 0.00933023
304700 0.00932856
304820 0.00932674
304940 0.00932491
305050 0.00932324
305170 0.00932142
305280 0.00931974
305400 0.00931792
305510 0.00931625
305630 0.00931442
305750 0.00931260
305860 0.00931093
305980 0.00930910
306090 0.00930743
306210 0.00930561
306330 0.00930378
306440 0.00930211
306560 0.00930029
306680 0.00929846
306790 0.00929679
306910 0.00929497
307030 0.00929314
307140 0.00929147
307260 0.00928965
307380 0.00928782
307490 0.00928615
307610 0.00928433
307730 0.00928250
307850 0.00928068
307960 0.00927901
308080 0.00927718
308200 0.00927536
308320 0.00927354
308430 0.00927186
308550 0.00927004
308670 0.00926822
308790 0.00926639
308900 0.00926472
309020 0.00926290
309140 0.00926107
309260 0.00925925
309380 0.00925742
309490 0.00925575
309610 0.00925393
309730 0.00925210
309850 0.00925028
309970 0.00924846
310090 0.00924663
310200 0.00924496
310320 0.00924314
310440 0.00924131
310560 0.00923949
310680 0.00923766
310800 0.00923584
310920 0.00923402
311040 0.00923219
311150 0.00923052
311270 0.00922870
311390 0.00922687
311510 0.00922505
311630 0.00922322
311750 0.00922140
311870 0.00921958
311990 0.00921775
312110 0.00921593
312230 0.00921410
312350 0.00921228
312470 0.00921046
312590 0.00920863
312710 0.00920681
312830 0.00920498
312950 0.00920316
313070 0.00920134
313190 0.00919951
313310 0.00919769
313430 0.00919586
313550 0.00919404
313670 0.00919222
313790 0.00919039
313910 0.00918857
314030 0.00918674
314150 0.00918492
314280 0.00918294
314400 0.00918112
314520 0.00917930
314640 0.00917747
314760 0.00917565
314880 0.00917382
315000 0.00917200
315120 0.00917018
315240 0.00916835
315370 0.00916638
315490 0.00916455
315610 0.00916273
315730 0.00916090
315850 0.00915908
315970 0.00915726
316100 0.00915528
316220 0.00915346
316340 0.00915163
316460 0.00914981
316590 0.00914783
316710 0.00914601
316830 0.00914418
316950 0.00914236
317070 0.00914054
317200 0.00913856
317320 0.00913674
317440 0.00913491
317570 0.00913294
317690 0.00913111
317810 0.00912929
317930 0.00912746
318060 0.00912549
318180 0.00912366
318300 0.00912184
318430 0.00911986
318550 0.00911804
318670 0.00911622
318800 0.00911424
318920 0.00911242
319040 0.00911059
319170 0.00910862
319290 0.00910679
319420 0.00910482
319540 0.00910299
319660 0.00910117
319790 0.00909919
319910 0.00909737
320040 0.00909539
320160 0.00909357
320290 0.00909159
320410 0.00908977
320530 0.00908794
320660 0.00908597
320780 0.00908414
320910 0.00908217
321030 0.00908034
321160 0.00907837
321280 0.00907654
321410 0.00907457
321530 0.00907274
321660 0.00907077
321780 0.00906894
321910 0.00906697
322030 0.00906514
322160 0.00906317
322290 0.00906119
322410 0.00905937
322540 0.00905739
322660 0.00905557
322790 0.00905359
322910 0.00905177
323040 0.00904979
323170 0.00904782
323290 0.00904599
323420 0.00904402
323540 0.00904219
323670 0.00904022
323800 0.00903824
323920 0.00903642
324050 0.00903444
324180 0.00903246
324300 0.00903064
324430 0.00902866
324560 0.00902669
324680 0.00902486
324810 0.00902289
324940 0.00902091
325070 0.00901894
325190 0.00901711
325320 0.00901514
325450 0.00901316
325580 0.00901118
325700 0.00900936
325830 0.00900738
325960 0.00900541
326090 0.00900343
326210 0.00900161
326340 0.00899963
326470 0.00899766
326600 0.00899568
326730 0.00899370
326850 0.00899188
326980 0.00898990
327110 0.00898793
327240 0.00898595
327370 0.00898398
327500 0.00898200
327620 0.00898018
327750 0.00897820
327880 0.00897622
328010 0.00897425
328140 0.00897227
328270 0.00897030
328400 0.00896832
328530 0.00896634
328660 0.00896437
328790 0.00896239
328920 0.00896042
329050 0.00895844
329170 0.00895662
329300 0.00895464
329430 0.00895266
329560 0.00895069
329690 0.00894871
329820 0.00894674
329950 0.00894476
330080 0.00894278
330210 0.00894081
330340 0.00893883
330470 0.00893686
330610 0.00893473
330740 0.00893275
330870 0.00893078
331000 0.00892880
331130 0.00892682
331260 0.00892485
331390 0.00892287
331520 0.00892090
331650 0.00891892
331780 0.00891694
331910 0.00891497
332050 0.00891284
332180 0.00891086
332310 0.00890889
332440 0.00890691
332570 0.00890494
332700 0.00890296
332830 0.00890098
332970 0.00889886
333100 0.00889688
333230 0.00889490
333360 0.00889293
333490 0.00889095
333630 0.00888882
333760 0.00888685
333890 0.00888487
334020 0.00888290
334160 0.00888077
334290 0.00887879
334420 0.00887682
334550 0.00887484
334690 0.00887271
334820 0.00887074
334950 0.00886876
335090 0.00886663
335220 0.00886466
335350 0.00886268
335490 0.00886055
335620 0.00885858
335750 0.00885660
335890 0.00885447
336020 0.00885250
336150 0.00885052
336290 0.00884839
336420 0.00884642
336560 0.00884429
336690 0.00884231
336820 0.00884034
336960 0.00883821
337090 0.00883623
337230 0.00883410
337360 0.00883213
337500 0.00883000
337630 0.00882802
337770 0.00882590
337900 0.00882392
338030 0.00882194
338170 0.00881982
338300 0.00881784
338440 0.00881571
338570 0.00881374
338710 0.00881161
338850 0.00880948
338980 0.00880750
339120 0.00880538
339250 0.00880340
339390 0.00880127
339520 0.00879930
339660 0.00879717
339800 0.00879504
339930 0.00879306
340070 0.00879094
340200 0.00878896
340340 0.00878683
340480 0.00878470
340610 0.00878273
340750 0.00878060
340890 0.00877847
341020 0.00877650
341160 0.00877437
341300 0.00877224
341430 0.00877026
341570 0.00876814
341710 0.00876601
341840 0.00876403
341980 0.00876190
342120 0.00875978
342260 0.00875765
342390 0.00875567
342530 0.00875354
342670 0.00875142
342810 0.00874929
342940 0.00874731
343080 0.00874518
343220 0.00874306
343360 0.00874093
343500 0.00873880
343630 0.00873682
343770 0.00873470
343910 0.00873257
344050 0.00873044
344190 0.00872831
344330 0.00872618
344470 0.00872406
344600 0.00872208
344740 0.00871995
344880 0.00871782
345020 0.00871570
345160 0.00871357
345300 0.00871144
345440 0.00870931
345580 0.00870718
345720 0.00870506
345860 0.00870293
346000 0.00870080
346140 0.00869867
346280 0.00869654
346420 0.00869442
346560 0.00869229
346700 0.00869016
346840 0.00868803
346980 0.00868590
347120 0.00868378
347260 0.00868165
347400 0.00867952
347540 0.00867739
347680 0.00867526
347820 0.00867314
347960 0.00867101
348100 0.00866888
348240 0.00866675
348380 0.00866462
348520 0.00866250
348670 0.00866022
348810 0.00865809
348950 0.00865596
349090 0.00865383
349230 0.00865170
349370 0.00864958
349520 0.00864730
349660 0.00864517
349800 0.00864304
349940 0.00864091
350000 0.00864000
350080 0.00863910
350230 0.00863742
350370 0.00863586
350510 0.00863429
350650 0.00863272
350800 0.00863104
350940 0.00862947
351080 0.00862790
351220 0.00862634
351370 0.00862466
351510 0.00862309
351650 0.00862152
351800 0.00861984
351940 0.00861827
352080 0.00861670
352230 0.00861502
352370 0.00861346
352510 0.00861189
352660 0.00861021
352800 0.00860864
352940 0.00860707
353090 0.00860539
353230 0.00860382
353380 0.00860214
353520 0.00860058
353670 0.00859890
353810 0.00859733
353950 0.00859576
354100 0.00859408
354240 0.00859251
354390 0.00859083
354530 0.00858926
354680 0.00858758
354820 0.00858602
354970 0.00858434
355110 0.00858277
355260 0.00858109
355400 0.00857952
355550 0.00857784
355690 0.00857627
355840 0.00857459
355990 0.00857291
356130 0.00857134
356280 0.00856966
356420 0.00856810
356570 0.00856642
356720 0.00856474
356860 0.00856317
357010 0.00856149
357160 0.00855981
357300 0.00855824
357450 0.00855656
357600 0.00855488
357740 0.00855331
357890 0.00855163
358040 0.00854995
358180 0.00854838
358330 0.00854670
358480 0.00854502
358620 0.00854346
358770 0.00854178
358920 0.00854010
359070 0.00853842
359220 0.00853674
359360 0.00853517
359510 0.00853349
359660 0.00853181
359810 0.00853013
359960 0.00852845
360100 0.00852688
360250 0.00852520
360400 0.00852352
360550 0.00852184
360700 0.00852016
360850 0.00851848
361000 0.00851680
361140 0.00851523
361290 0.00851355
361440 0.00851187
361590 0.00851019
361740 0.00850851
361890 0.00850683
362040 0.00850515
362190 0.00850347
362340 0.00850179
362490 0.00850011
362640 0.00849843
362790 0.00849675
362940 0.00849507
363090 0.00849339
363240 0.00849171
363390 0.00849003
363540 0.00848835
363690 0.00848667
363840 0.00848499
363990 0.00848331
364140 0.00848163
364290 0.00847995
364440 0.00847827
364590 0.00847659
364750 0.00847480
364900 0.00847312
365050 0.00847144
365200 0.00846976
365350 0.00846808
365500 0.00846640
365650 0.00846472
365810 0.00846293
365960 0.00846125
366110 0.00845957
366260 0.00845789
366410 0.00845621
366570 0.00845442
366720 0.00845274
366870 0.00845106
367020 0.00844938
367180 0.00844758
367330 0.00844590
367480 0.00844422
367640 0.00844243
367790 0.00844075
367940 0.00843907
368100 0.00843728
368250 0.00843560
368400 0.00843392
368560 0.00843213
368710 0.00843045
368860 0.00842877
369020 0.00842698
369170 0.00842530
369320 0.00842362
369480 0.00842182
369630 0.00842014
369790 0.00841835
369940 0.00841667
370100 0.00841488
370250 0.00841320
370410 0.00841141
370560 0.00840973
370720 0.00840794
370870 0.00840626
371030 0.00840446
371180 0.00840278
371340 0.00840099
371490 0.00839931
371650 0.00839752
371800 0.00839584
371960 0.00839405
372110 0.00839237
372270 0.00839058
372430 0.00838878
372580 0.00838710
372740 0.00838531
372890 0.00838363
373050 0.00838184
373210 0.00838005
373360 0.00837837
373520 0.00837658
373680 0.00837478
373830 0.00837310
373990 0.00837131
374150 0.00836952
374300 0.00836784
374460 0.00836605
374620 0.00836426
374780 0.00836246
374930 0.00836078
375090 0.00835899
375250 0.00835720
375410 0.00835541
375560 0.00835373
375720 0.00835194
375880 0.00835014
376040 0.00834835
376200 0.00834656
376360 0.00834477
376510 0.00834309
376670 0.00834130
376830 0.00833950
376990 0.00833771
377150 0.00833592
377310 0.00833413
377470 0.00833234
377630 0.00833054
377790 0.00832875
377950 0.00832696
378110 0.00832517
378260 0.00832349
378420 0.00832170
378580 0.00831990
378740 0.00831811
378900 0.00831632
379060 0.00831453
379220 0.00831274
379390 0.00831083
379550 0.00830904
379710 0.00830725
379870 0.00830546
380030 0.00830366
380190 0.00830187
380350 0.00830008
380510 0.00829829
380670 0.00829650
380830 0.00829470
380990 0.00829291
381160 0.00829101
381320 0.00828922
381480 0.00828742
381640 0.00828563
381800 0.00828384
381960 0.00828205
382130 0.00828014
382290 0.00827835
382450 0.00827656
382610 0.00827477
382780 0.00827286
382940 0.00827107
383100 0.00826928
383260 0.00826749
383430 0.00826558
383590 0.00826379
383750 0.00826200
383920 0.00826010
384080 0.00825830
384240 0.00825651
384410 0.00825461
384570 0.00825282
384730 0.00825102
384900 0.00824912
385060 0.00824733
385230 0.00824542
385390 0.00824363
385550 0.00824184
385720 0.00823994
385880 0.00823814
386050 0.00823624
386210 0.00823445
386380 0.00823254
386540 0.00823075
386710 0.00822885
386870 0.00822706
387040 0.00822515
387200 0.00822336
387370 0.00822146
387530 0.00821966
387700 0.00821776
387870 0.00821586
388030 0.00821406
388200 0.00821216
388360 0.00821037
388530 0.00820846
388700 0.00820656
388860 0.00820477
389030 0.00820286
389200 0.00820096
389360 0.00819917
389530 0.00819726
389700 0.00819536
389860 0.00819357
390030 0.00819166
390200 0.00818976
390360 0.00818797
390530 0.00818606
390700 0.00818416
390870 0.00818226
391030 0.00818046
391200 0.00817856
391370 0.00817666
391540 0.00817475
391710 0.00817285
391880 0.00817094
392040 0.00816915
392210 0.00816725
392380 0.00816534
392550 0.00816344
392720 0.00816154
392890 0.00815963
393060 0.00815773
393230 0.00815582
393400 0.00815392
393560 0.00815213
393730 0.00815022
393900 0.00814832
394070 0.00814642
394240 0.00814451
394410 0.00814261
394580 0.00814070
394750 0.00813880
394920 0.00813690
395090 0.00813499
395270 0.00813298
395440 0.00813107
395610 0.00812917
395780 0.00812726
395950 0.00812536
396120 0.00812346
396290 0.00812155
396460 0.00811965
396630 0.00811774
396800 0.00811584
396980 0.00811382
397150 0.00811192
397320 0.00811002
397490 0.00810811
397660 0.00810621
397840 0.00810419
398010 0.00810229
398180 0.00810038
398350 0.00809848
398530 0.00809646
398700 0.00809456
398870 0.00809266
399040 0.00809075
399220 0.00808874
399390 0.00808683
399560 0.00808493
399740 0.00808291
399910 0.00808101
400000 0.00808000
400080 0.00807942
400260 0.00807810
400430 0.00807686
400610 0.00807555
400780 0.00807431
400950 0.00807307
401130 0.00807175
401300 0.00807051
401480 0.00806920
401650 0.00806796
401830 0.00806664
402000 0.00806540
402180 0.00806409
402350 0.00806285
402530 0.00806153
402700 0.00806029
402880 0.00805898
403050 0.00805774
403230 0.00805642
403410 0.00805511
403580 0.00805387
403760 0.00805255
403930 0.00805131
404110 0.00805000
404290 0.00804868
404460 0.00804744
404640 0.00804613
404820 0.00804481
404990 0.00804357
405170 0.00804226
405350 0.00804095
405520 0.00803970
405700 0.00803839
405880 0.00803708
406060 0.00803576
406230 0.00803452
406410 0.00803321
406590 0.00803189
406770 0.00803058
406950 0.00802927
407120 0.00802802
407300 0.00802671
407480 0.00802540
407660 0.00802408
407840 0.00802277
408020 0.00802145
408200 0.00802014
408380 0.00801883
408550 0.00801759
408730 0.00801627
408910 0.00801496
409090 0.00801364
409270 0.00801233
409450 0.00801102
409630 0.00800970
