Y-90(n,g) ENDF/B-VII.1
1.02000E+06 0.00624253
1.03000E+06 0.00619451
1.04000E+06 0.00614650
1.05000E+06 0.00609848
1.05926E+06 0.00604510
1.06000E+06 0.00604085
1.07000E+06 0.00586652
1.08000E+06 0.00574716
1.09000E+06 0.00565593
1.10000E+06 0.00558325
1.11000E+06 0.00552364
1.13000E+06 0.00543022
1.14000E+06 0.00540178
1.15000E+06 0.00541354
1.16000E+06 0.00539960
1.17000E+06 0.00538565
1.20000E+06 0.00537045
1.20326E+06 0.00536390
1.22529E+06 0.00531965
1.30000E+06 0.00516954
1.31277E+06 0.00515080
1.38664E+06 0.00504236
1.50000E+06 0.00487593
1.55000E+06 0.00472152
1.60000E+06 0.00480959
1.63000E+06 0.00455622
1.65000E+06 0.00458424
1.69000E+06 0.00464028
1.70000E+06 0.00431609
1.75000E+06 0.00437880
1.80000E+06 0.00409125
1.85000E+06 0.00415892
1.90000E+06 0.00386874
1.95000E+06 0.00361331
2.00000E+06 0.00361515
2.01000E+06 0.00361552
2.02000E+06 0.00361589
2.04000E+06 0.00337796
2.06000E+06 0.00337427
2.08000E+06 0.00337058
2.10000E+06 0.00337743
2.50000E+06 0.00236123
2.60000E+06 0.00217392
2.70000E+06 0.00200729
2.80000E+06 0.00184928
2.90000E+06 0.00169127
3.00000E+06 0.00155339
3.50000E+06 0.000929376
4.00000E+06 0.000619335
4.91958E+06 0.000374810
5.00000E+06 0.000353426
6.00000E+06 0.000261564
6.23518E+06 0.000259198
6.93393E+06 0.000252169
6.93393E+06 0.000252169
7.00000E+06 0.000251504
7.65493E+06 0.000265667
8.00000E+06 0.000273129
9.00000E+06 0.000335742
1.00000E+07 0.000428045
1.10000E+07 0.000543319
1.20000E+07 0.000634185
1.30000E+07 0.000676448
1.40000E+07 0.000678346
1.40843E+07 0.000673262
1.40843E+07 0.000673261
1.49822E+07 0.000619080
1.50000E+07 0.000618006
1.60000E+07 0.000518857
1.70000E+07 0.000395949
1.80000E+07 0.000281182
1.85387E+07 0.000235752
1.85387E+07 0.000235752
1.90000E+07 0.000196847
2.00000E+07 0.000140014
