Ba-137(n,g) ENDF/B-VII.1
489.833 0.0119176
500.000 0.0103903
518.979 0.0101860
528.469 0.0116291
537.959 0.0150760
542.703 0.0182415
547.448 0.0232484
552.193 0.0316575
556.938 0.0471719
559.310 0.0603127
561.683 0.0804340
564.055 0.113481
566.427 0.173403
567.614 0.223575
568.800 0.299696
569.986 0.423304
571.172 0.643957
571.765 0.825870
572.358 1.09774
572.952 1.53016
573.545 2.27919
573.841 2.87842
574.138 3.74754
574.434 5.07600
574.731 7.24798
575.027 11.1469
575.176 14.3602
575.324 19.1281
575.472 26.5844
575.621 38.9686
575.769 60.9097
575.917 101.122
576.059 161.710
576.200 202.030
576.342 161.615
576.483 101.029
576.586 70.5529
576.690 50.5803
576.793 37.4690
576.897 28.6299
577.103 18.0590
577.310 12.3292
577.517 8.91805
577.724 6.73642
578.137 4.22031
578.551 2.88505
578.965 2.09453
579.378 1.58881
579.792 1.24612
580.619 0.825104
581.446 0.586295
582.273 0.437990
583.101 0.339662
584.755 0.221495
586.409 0.155928
588.064 0.115817
589.718 0.0895111
593.027 0.0582425
596.336 0.0410733
599.644 0.0306396
602.953 0.0238251
609.570 0.0157499
616.188 0.0113188
622.805 0.00861939
629.423 0.00684793
642.658 0.00472821
655.893 0.00354470
682.362 0.00231687
708.832 0.00171138
735.302 0.00136278
788.242 0.000996367
841.181 0.000829993
894.121 0.000770180
947.060 0.000813467
973.530 0.000911685
1000.00 0.00119458
1011.24 0.00152060
1022.48 0.00239109
1028.10 0.00356889
1033.72 0.00687419
1036.53 0.0114586
1037.94 0.0160475
1039.34 0.0244608
1040.75 0.0425329
1041.45 0.0606169
1042.15 0.0936391
1042.51 0.121619
1042.86 0.164338
1043.21 0.234527
1043.56 0.361987
1043.73 0.469258
1043.91 0.632521
1044.09 0.898756
1044.26 1.37317
1044.35 1.76800
1044.44 2.36107
1044.53 3.31091
1044.61 4.94702
1044.70 8.22493
1044.74 11.2325
1044.79 16.2273
1044.83 25.3976
1044.85 33.1339
1044.88 44.8920
1044.90 63.8612
1044.92 96.8011
1044.94 158.977
1044.96 275.078
1044.98 445.493
1045.00 551.399
1045.02 435.921
1045.04 275.074
1045.05 189.580
1045.06 137.661
1045.08 103.057
1045.09 79.4145
1045.12 49.9277
1045.14 34.4548
1045.17 24.8338
1045.20 18.8935
1045.25 11.9556
1045.30 8.17343
1045.35 5.93404
1045.41 4.50137
1045.46 3.54573
1045.57 2.34572
1045.67 1.67056
1045.78 1.24986
1045.88 0.970180
1046.09 0.632042
1046.30 0.444996
1046.51 0.329857
1046.72 0.254628
1047.14 0.164719
1047.57 0.115462
1048.41 0.0659756
1049.25 0.0428353
1050.09 0.0302132
1051.78 0.0176006
1055.15 0.00857413
1058.52 0.00544401
1065.26 0.00332782
1072.00 0.00281003
1078.74 0.00299913
1085.48 0.00428896
1088.85 0.00624122
1092.22 0.0118573
1093.90 0.0196829
1094.74 0.0275147
1095.59 0.0418191
1096.43 0.0724317
1096.85 0.102825
1097.27 0.158008
1097.48 0.204417
1097.69 0.274606
1097.90 0.389393
1098.11 0.593930
1098.22 0.764796
1098.32 1.01872
1098.43 1.42378
1098.53 2.12836
1098.64 3.53774
1098.69 4.83048
1098.74 6.92357
1098.80 10.8093
1098.82 14.0008
1098.85 18.7898
1098.88 26.7593
1098.90 39.9228
1098.93 64.0511
1098.95 110.339
1098.98 176.210
1099.00 219.981
1099.02 176.203
1099.05 110.336
1099.07 66.6387
1099.09 43.4612
1099.12 30.0574
1099.14 21.8399
1099.16 16.3247
1099.19 12.7572
1099.23 8.37405
1099.28 5.85979
1099.33 4.34942
1099.42 2.66341
1099.51 1.78843
1099.60 1.28707
1099.70 0.967550
1099.79 0.755706
1099.97 0.495633
1100.16 0.350697
1100.34 0.261314
1100.53 0.202340
1100.90 0.131690
1101.27 0.0928070
1102.01 0.0535697
1102.75 0.0351460
1103.49 0.0250739
1104.97 0.0149879
1107.93 0.00775495
1110.90 0.00524749
1116.82 0.00355055
1122.75 0.00309433
1134.60 0.00321358
1146.44 0.00412159
1158.29 0.00631658
1164.22 0.00854152
1170.14 0.0126148
1173.11 0.0160589
1176.07 0.0213353
1179.03 0.0300326
1181.99 0.0459042
1183.48 0.0593056
1184.96 0.0797907
1186.44 0.113432
1187.92 0.174500
1188.66 0.225749
1189.40 0.303531
1190.14 0.430309
1190.88 0.657089
1191.25 0.845245
1191.62 1.12670
1191.99 1.57630
1192.36 2.35990
1192.55 2.99457
1192.73 3.91695
1192.92 5.33805
1193.10 7.68950
1193.20 9.49800
1193.29 11.9835
1193.38 15.6101
1193.47 21.0339
1193.57 29.8206
1193.66 44.7685
1193.75 72.9423
1193.80 95.7657
1193.84 127.602
1193.92 203.767
1194.00 254.369
1194.08 202.709
1194.16 126.770
1194.23 80.9345
1194.30 54.3600
1194.38 38.2017
1194.45 28.1807
1194.59 16.9042
1194.74 11.1844
1194.88 7.92113
1195.03 5.89417
1195.32 3.62568
1195.61 2.44749
1195.90 1.76171
1196.19 1.32816
1196.48 1.03772
1197.06 0.682626
1197.64 0.483253
1198.22 0.360096
1198.79 0.278750
1199.95 0.181323
1201.11 0.127531
1202.27 0.0946911
1203.43 0.0732208
1205.75 0.0477528
1208.06 0.0338312
1210.38 0.0254093
1212.70 0.0199398
1217.33 0.0135294
1221.97 0.0100956
1231.24 0.00683432
1240.50 0.00555204
1249.77 0.00513281
1268.31 0.00577677
1277.58 0.00683445
1286.85 0.00865255
1296.12 0.0118043
1305.39 0.0176889
1310.02 0.0226925
1314.65 0.0303629
1319.29 0.0429747
1323.92 0.0658556
1326.24 0.0850326
1328.56 0.114131
1330.88 0.161410
1333.19 0.245875
1334.35 0.315603
1335.51 0.419798
1336.67 0.585852
1337.25 0.708364
1337.83 0.873668
1338.41 1.10465
1338.99 1.43975
1339.56 1.95272
1340.14 2.79387
1340.72 4.31289
1341.01 5.57118
1341.30 7.44131
1341.59 10.3925
1341.88 15.3192
1342.17 24.1923
1342.46 40.7068
1342.73 65.3767
1343.00 81.9143
1343.27 65.3441
1343.54 40.6754
1343.73 28.7661
1343.92 20.8787
1344.11 15.6179
1344.29 12.0244
1344.67 7.66643
1345.05 5.27083
1345.42 3.82810
1345.80 2.90216
1346.55 1.82712
1347.30 1.25237
1348.06 0.911212
1348.81 0.692300
1349.56 0.543614
1351.06 0.360429
1352.57 0.256361
1354.07 0.191587
1355.58 0.148618
1358.59 0.0969043
1361.60 0.0681767
1364.60 0.0505896
1367.61 0.0390490
1373.63 0.0253257
1379.65 0.0177919
1385.67 0.0132161
1391.69 0.0102307
1403.72 0.00670199
1415.76 0.00477688
1427.80 0.00361410
1439.83 0.00286014
1463.90 0.00198046
1487.98 0.00151703
1536.12 0.00111974
1584.27 0.00109652
1608.34 0.00123138
1632.41 0.00155331
1656.49 0.00231628
1668.52 0.00310269
1680.56 0.00455840
1686.58 0.00579649
1692.59 0.00769990
1698.61 0.0108445
1704.63 0.0165970
1707.64 0.0214566
1710.65 0.0288955
1713.66 0.0411233
1716.67 0.0633444
1718.17 0.0820047
1719.68 0.110373
1721.18 0.156640
1722.68 0.239619
1723.44 0.308498
1724.19 0.411856
1724.94 0.577419
1725.32 0.700369
1725.69 0.867140
1726.07 1.10199
1726.45 1.44538
1726.82 1.97718
1727.20 2.86361
1727.39 3.54601
1727.57 4.50057
1727.76 5.89024
1727.95 8.01638
1728.14 11.4794
1728.33 17.5816
1728.42 22.4544
1728.51 29.3755
1728.61 39.3710
1728.70 53.7424
1728.85 85.9654
1729.00 107.431
1729.15 85.9476
1729.30 53.7251
1729.43 34.7563
1729.56 23.5188
1729.70 16.6894
1729.83 12.3503
1730.09 7.44837
1730.36 4.95092
1730.62 3.51298
1730.89 2.62012
1731.41 1.61419
1731.94 1.09122
1732.47 0.786189
1733.00 0.593072
1733.53 0.463400
1734.59 0.304978
1735.64 0.215874
1736.70 0.160766
1737.76 0.124395
1739.87 0.0808267
1741.99 0.0567396
1744.10 0.0420411
1746.22 0.0324224
1750.45 0.0210067
1754.68 0.0147533
1758.91 0.0109616
1763.14 0.00849122
1771.60 0.00557402
1780.06 0.00398377
1788.52 0.00302267
1796.97 0.00239819
1813.89 0.00166361
1830.81 0.00126568
1864.65 0.000875433
1898.49 0.000704190
1932.33 0.000623150
2000.00 0.000584893
2087.92 0.000685834
2131.87 0.000811816
2175.83 0.00103024
2219.79 0.00143835
2241.77 0.00179136
2263.75 0.00235391
2285.73 0.00336397
2296.72 0.00423156
2307.71 0.00563200
2318.70 0.00824829
2324.19 0.0106160
2329.68 0.0146586
2335.18 0.0227807
2337.93 0.0305582
2340.67 0.0443713
2343.42 0.0730342
2344.80 0.100857
2346.17 0.150250
2346.86 0.190878
2347.54 0.251485
2348.23 0.347705
2348.92 0.513698
2349.26 0.646573
2349.60 0.838451
2349.95 1.13184
2350.29 1.60872
2350.63 2.46296
2350.81 3.16402
2350.98 4.19328
2351.15 5.79965
2351.32 8.42426
2351.49 13.0336
2351.66 21.2771
2351.83 34.0063
2352.00 42.4769
2352.17 33.9202
2352.34 21.2088
2352.44 15.6172
2352.55 11.7049
2352.76 7.05328
2352.97 4.62695
2353.18 3.24762
2353.39 2.39270
2353.60 1.83260
2354.02 1.17248
2354.44 0.813225
2354.86 0.597907
2355.69 0.363626
2356.53 0.245869
2357.37 0.178758
2358.21 0.136934
2359.05 0.109256
2360.73 0.0761746
2362.40 0.0582043
2365.76 0.0411592
2369.11 0.0348323
2372.47 0.0334192
2379.18 0.0397925
2382.53 0.0479187
2385.88 0.0612753
2389.24 0.0837115
2392.59 0.124189
2394.27 0.157563
2395.95 0.207196
2397.63 0.285518
2399.30 0.419446
2400.14 0.525209
2400.98 0.676463
2401.82 0.903785
2402.66 1.26598
2403.50 1.89307
2403.91 2.39022
2404.33 3.10172
2404.75 4.16349
2405.17 5.80961
2405.59 8.47124
2406.01 12.8283
2406.51 20.5646
2407.00 25.7349
2407.50 20.5538
2407.99 12.8179
2408.43 8.31947
2408.86 5.62972
2409.30 3.99529
2409.74 2.95886
2410.61 1.78885
2411.48 1.18957
2412.36 0.845556
2413.23 0.630975
2414.98 0.389295
2416.72 0.263803
2418.47 0.190604
2420.21 0.144230
2421.96 0.113024
2425.45 0.0749457
2428.95 0.0534991
2432.44 0.0402360
2435.93 0.0314729
2442.92 0.0209807
2449.90 0.0151907
2456.89 0.0116760
2463.87 0.00939892
2477.84 0.00677637
2491.81 0.00546376
2519.75 0.00461075
2547.69 0.00521834
2561.66 0.00618208
2575.63 0.00797201
2589.60 0.0115588
2596.58 0.0148846
2603.57 0.0205995
2610.55 0.0320622
2614.05 0.0429887
2617.54 0.0622840
2619.28 0.0781823
2621.03 0.102031
2622.78 0.140353
2624.52 0.208021
2625.40 0.263335
2626.27 0.345412
2627.14 0.474813
2628.01 0.696298
2628.45 0.871662
2628.89 1.12276
2629.32 1.50184
2629.76 2.10810
2630.20 3.16673
2630.42 4.01138
2630.63 5.22862
2630.85 7.06669
2631.07 9.94615
2631.29 14.6767
2631.51 22.5661
2631.75 36.0729
2632.00 45.0642
2632.25 36.0065
2632.50 22.5129
2632.70 15.0665
2632.90 10.4590
2633.10 7.56398
2633.30 5.67763
2633.71 3.49850
2634.11 2.35620
2634.52 1.68953
2634.92 1.27082
2635.73 0.794875
2636.54 0.545644
2637.35 0.399801
2638.96 0.245055
2640.58 0.169491
2642.20 0.127553
2645.43 0.0864101
2648.66 0.0695549
2651.90 0.0635525
2658.36 0.0699027
2661.60 0.0816602
2664.83 0.101661
2668.06 0.135264
2669.68 0.160483
2671.30 0.194615
2672.91 0.242197
2674.53 0.310963
2676.15 0.415177
2677.76 0.583159
2678.57 0.708435
2679.38 0.878131
2680.19 1.11546
2681.00 1.45974
2681.81 1.98199
2682.61 2.81174
2683.42 4.19613
2684.23 6.54998
2685.12 10.4872
2686.00 13.1127
2686.89 10.4781
2687.77 6.54096
2688.65 4.03772
2689.53 2.63255
2690.40 1.81990
2691.28 1.32200
2692.16 0.999109
2693.03 0.779917
2694.79 0.511381
2696.54 0.360246
2698.30 0.267299
2701.81 0.163865
2705.32 0.110760
2708.82 0.0799531
2712.33 0.0605037
2715.84 0.0474395
2722.86 0.0315110
2729.88 0.0225239
2736.90 0.0169500
2743.91 0.0132503
2757.95 0.00878726
2771.99 0.00629143
2786.02 0.00475080
2800.06 0.00373095
2828.13 0.00250314
2856.20 0.00181808
2884.27 0.00139678
2912.34 0.00112010
2968.49 0.000797722
3024.63 0.000652153
3052.70 0.000645053
3080.77 0.000751750
3094.81 0.000947274
3101.83 0.00115419
3108.85 0.00154222
3115.86 0.00238801
3119.37 0.00324009
3122.88 0.00480670
3124.64 0.00613633
3126.39 0.00817838
3128.15 0.0115540
3129.90 0.0177285
3130.78 0.0229542
3131.66 0.0309502
3132.53 0.0441024
3133.41 0.0680245
3134.29 0.118716
3134.73 0.168700
3135.16 0.258318
3135.60 0.445044
3135.82 0.624665
3136.04 0.939609
3136.26 1.57313
3136.37 2.16018
3136.48 3.13394
3136.53 3.89343
3136.59 4.96197
3136.64 6.52924
3136.70 8.89609
3136.75 12.8568
3136.78 15.9197
3136.81 19.9649
3136.84 25.8696
3136.86 34.0899
3136.89 46.1145
3136.92 64.0474
3136.96 102.723
3137.00 128.092
3137.04 102.721
3137.08 64.0448
3137.13 36.3750
3137.18 22.2365
3137.23 14.7148
3137.28 10.3676
3137.33 7.66535
3137.38 5.88348
3137.47 3.78185
3137.57 2.61945
3137.67 1.92463
3137.86 1.16024
3138.06 0.772974
3138.25 0.552322
3138.45 0.414204
3138.64 0.322085
3139.04 0.210518
3139.43 0.148433
3139.82 0.110285
3140.21 0.0851821
3140.99 0.0552216
3141.77 0.0387478
3142.55 0.0287095
3143.33 0.0221590
3144.89 0.0143940
3146.45 0.0101509
3148.01 0.00758049
3149.57 0.00590639
3152.70 0.00393005
3155.82 0.00285275
3158.94 0.00220103
3162.06 0.00177710
3168.31 0.00127685
3174.55 0.00100400
3187.04 0.000731827
3212.02 0.000541726
3237.00 0.000494179
3261.98 0.000521688
3274.47 0.000576042
3286.96 0.000689145
3299.45 0.000945346
3305.69 0.00120603
3311.94 0.00168656
3315.06 0.00209487
3318.18 0.00272262
3321.31 0.00376127
3324.43 0.00566530
3327.55 0.00975605
3329.11 0.0138435
3330.67 0.0213158
3332.23 0.0372821
3333.02 0.0531615
3333.80 0.0819624
3334.58 0.142931
3334.97 0.202736
3335.36 0.309855
3335.75 0.532153
3335.94 0.744931
3336.14 1.11600
3336.33 1.85115
3336.43 2.52805
3336.53 3.63728
3336.63 5.68726
3336.67 7.41462
3336.72 9.97078
3336.77 14.1514
3336.80 17.3148
3336.82 21.3848
3336.85 27.1936
3336.87 34.9814
3336.89 45.9266
3336.92 61.5903
3336.96 98.7822
3337.00 123.178
3337.04 98.7800
3337.08 61.5879
3337.11 45.3900
3337.13 33.8565
3337.19 20.2492
3337.24 13.2130
3337.29 9.28148
3337.34 6.81124
3337.39 5.19911
3337.50 3.31618
3337.60 2.28577
3337.70 1.67354
3337.91 1.00658
3338.12 0.669743
3338.32 0.478118
3338.53 0.357855
3338.74 0.278176
3339.15 0.181580
3339.56 0.127914
3339.98 0.0949798
3340.39 0.0733287
3341.22 0.0475137
3342.04 0.0333320
3342.87 0.0247058
3343.69 0.0190717
3345.35 0.0124022
3347.00 0.00876150
3348.65 0.00655825
3350.30 0.00512756
3353.61 0.00344729
3356.91 0.00254476
3360.22 0.00201557
3363.52 0.00169346
3370.14 0.00141734
3376.75 0.00161659
3383.36 0.00379544
3386.66 0.0129118
3388.31 0.0487174
3388.73 0.0849562
3389.14 0.185254
3389.35 0.320508
3389.55 0.681236
3389.66 1.15197
3389.76 2.32883
3389.81 3.74876
3389.84 4.99392
3389.86 6.86787
3389.89 10.1552
3389.92 16.3348
3389.93 21.5989
3389.94 29.5431
3389.95 41.8936
3389.97 59.5162
3389.98 95.1158
3390.00 119.037
3390.02 95.1153
3390.03 59.5160
3390.05 41.8937
3390.06 30.3092
3390.07 22.6132
3390.08 17.3745
3390.11 10.8583
3390.13 7.47120
3390.16 5.36797
3390.18 4.07787
3390.23 2.55312
3390.33 1.26628
3390.42 0.756682
3390.62 0.356558
3390.81 0.206705
3391.21 0.0947412
3391.60 0.0543477
3393.16 0.0143061
3396.28 0.00402192
3402.53 0.00138200
3415.02 0.000674750
3440.01 0.000468268
3464.99 0.000473120
3477.49 0.000676329
3483.73 0.00151797
3486.85 0.00486429
3488.42 0.0180363
3489.20 0.0690172
3489.59 0.259249
3489.69 0.444396
3489.78 0.922154
3489.83 1.52311
3489.88 2.96783
3489.91 4.63787
3489.93 7.95687
3489.94 11.0547
3489.95 16.1965
3489.97 25.2997
3489.98 42.1782
3489.99 68.4884
3490.00 84.2520
3490.01 68.4885
3490.02 42.1784
3490.03 27.4307
3490.04 18.6519
3490.05 12.8696
3490.06 9.58389
3490.09 5.71500
3490.11 3.76621
3490.15 1.97512
3490.19 1.20973
3490.27 0.586270
3490.36 0.344583
3490.53 0.160185
3490.69 0.0922609
3491.37 0.0241605
3492.71 0.00643273
3495.39 0.00191457
3500.77 0.000774627
3511.51 0.000491517
3533.00 0.000435520
3554.49 0.000465597
3565.23 0.000572769
3570.60 0.000967121
3573.29 0.00250622
3574.63 0.00850915
3575.30 0.0313658
3575.64 0.114589
3575.81 0.390330
3575.89 1.15537
3575.93 2.73159
3575.95 4.90863
3575.97 9.71850
3575.99 15.5273
3576.00 19.4370
3576.01 15.5273
3576.03 9.71851
3576.05 5.06475
3576.07 2.94706
3576.10 1.30532
3576.18 0.451544
3576.33 0.135139
3576.64 0.0373250
3577.25 0.0101053
3578.48 0.00292483
3580.93 0.00108582
3585.82 0.000626196
3595.62 0.000524967
3615.21 0.000535738
3654.40 0.000647973
3693.59 0.000850758
3732.77 0.00122708
3752.37 0.00154491
3771.96 0.00202955
3791.55 0.00282088
3811.15 0.00424406
3820.94 0.00542618
3830.74 0.00720595
3840.54 0.0100660
3850.33 0.0150943
3855.23 0.0191785
3860.13 0.0251917
3865.03 0.0345659
3869.93 0.0503414
3874.83 0.0799160
3877.28 0.105415
3879.72 0.145061
3882.17 0.211128
3884.62 0.331570
3885.85 0.431121
3887.07 0.576971
3888.30 0.796128
3889.52 1.12477
3891.26 1.79763
3893.00 2.24459
3894.74 1.79556
3896.48 1.12277
3897.96 0.740588
3899.44 0.507289
3900.93 0.363159
3902.41 0.270466
3905.37 0.164783
3908.34 0.110078
3911.30 0.0784688
3914.26 0.0586660
3920.19 0.0362760
3926.12 0.0246112
3932.05 0.0177887
3937.98 0.0134615
3943.90 0.0105483
3955.76 0.00699269
3967.61 0.00499030
3979.47 0.00375346
3991.32 0.00293732
4015.04 0.00196324
4038.75 0.00142918
4062.46 0.00110863
4086.17 0.000905502
4133.59 0.000693328
4181.01 0.000665814
4204.72 0.000767354
4216.58 0.000893959
4228.43 0.00114241
4240.29 0.00169566
4246.22 0.00225696
4252.14 0.00329128
4255.11 0.00416977
4258.07 0.00552019
4261.04 0.00775143
4264.00 0.0118327
4265.48 0.0152826
4266.96 0.0205650
4268.44 0.0292510
4269.93 0.0450418
4271.41 0.0784751
4272.15 0.111364
4272.89 0.170406
4273.63 0.292908
4274.00 0.410972
4274.37 0.617096
4274.74 1.02915
4274.93 1.40767
4275.11 2.03844
4275.21 2.52695
4275.30 3.20271
4275.39 4.19707
4275.48 5.70108
4275.58 8.17646
4275.67 12.4850
4275.72 16.0006
4275.76 20.8900
4275.81 27.9251
4275.85 37.9962
4275.93 60.8335
4276.00 75.7327
4276.07 60.5029
4276.15 37.7372
4276.21 25.1786
4276.27 17.5060
4276.33 12.6103
4276.39 9.47695
4276.51 5.82460
4276.63 3.92381
4276.75 2.80577
4276.87 2.10674
4277.11 1.30731
4277.35 0.888417
4277.60 0.642415
4277.84 0.485920
4278.08 0.380300
4278.56 0.251072
4279.04 0.178060
4279.52 0.132836
4280.01 0.102906
4280.97 0.0670045
4281.93 0.0471169
4282.90 0.0349639
4283.86 0.0269990
4285.79 0.0175365
4287.72 0.0123494
4289.65 0.00920073
4291.57 0.00714711
4295.43 0.00471956
4299.29 0.00339472
4303.14 0.00259308
4307.00 0.00207146
4314.71 0.00145644
4322.43 0.00112180
4337.85 0.000789881
4353.28 0.000639051
4368.70 0.000561437
4399.55 0.000500956
4430.40 0.000506405
4461.25 0.000573277
4476.68 0.000648464
4492.11 0.000796299
4507.53 0.00126872
4515.24 0.00266349
4519.10 0.00777505
4521.03 0.0274278
4521.51 0.0472265
4521.99 0.101808
4522.23 0.174809
4522.47 0.369125
4522.60 0.618997
4522.72 1.23453
4522.78 1.97005
4522.84 3.56228
4522.87 5.16632
4522.90 8.06841
4522.93 13.9152
4522.94 19.0815
4522.96 27.0920
4522.98 43.1484
4523.00 54.1855
4523.02 43.1481
4523.04 27.0919
4523.07 16.7608
4523.09 11.0390
4523.11 7.56386
4523.13 5.53293
4523.17 3.25827
4523.22 2.13182
4523.30 1.10958
4523.39 0.677153
4523.56 0.327278
4523.73 0.192870
4524.42 0.0522639
4525.79 0.0144052
4528.53 0.00465929
4534.02 0.00239509
4539.51 0.00227845
4545.00 0.00265671
4550.49 0.00349325
4555.98 0.00522056
4558.73 0.00687698
4561.47 0.0100509
4562.85 0.0132661
4564.22 0.0204679
4564.90 0.0291950
4565.59 0.0519996
4565.93 0.0821364
4566.28 0.163494
4566.45 0.271038
4566.62 0.550227
4566.70 0.901179
4566.79 1.74825
4566.83 2.70595
4566.88 4.70655
4566.90 6.67333
4566.92 9.86486
4566.94 15.6327
4566.96 27.0990
4566.98 43.4640
4567.00 54.2323
4567.02 43.4639
4567.04 27.0991
4567.05 19.9749
4567.06 15.2681
4567.08 9.47823
4567.11 6.34266
4567.13 4.50637
4567.17 2.55992
4567.22 1.65728
4567.31 0.851956
4567.39 0.522881
4567.57 0.257972
4567.75 0.158127
4568.46 0.0568474
4569.88 0.0356073
4571.29 0.0405360
4572.71 0.0564360
4574.13 0.0907317
4574.84 0.122556
4575.55 0.175372
4576.26 0.271807
4576.61 0.352731
4576.97 0.474476
4577.32 0.669467
4577.68 1.00234
4578.03 1.62028
4578.38 2.81872
4578.69 4.51034
4579.00 5.63787
4579.31 4.50331
4579.62 2.81331
4579.85 1.92885
4580.09 1.36265
4580.33 0.998358
4580.57 0.756593
4581.04 0.472065
4581.51 0.320451
4581.99 0.230856
4582.46 0.173954
4583.41 0.108807
4584.36 0.0743933
4585.30 0.0541117
4586.25 0.0411518
4587.20 0.0323915
4589.09 0.0216357
4590.99 0.0155403
4592.88 0.0117563
4594.78 0.00924901
4598.57 0.00623586
4602.36 0.00456675
4609.94 0.00288682
4617.52 0.00211304
4625.09 0.00170931
4640.25 0.00137932
4655.41 0.00139163
4670.57 0.00184601
4678.15 0.00256425
4685.73 0.00463965
4689.52 0.00753106
4693.31 0.0157001
4695.21 0.0269717
4696.15 0.0381690
4697.10 0.0584585
4698.05 0.101316
4698.52 0.143329
4699.00 0.218239
4699.23 0.280177
4699.47 0.372856
4699.71 0.520511
4699.94 0.775395
4700.18 1.27795
4700.30 1.73619
4700.42 2.48144
4700.54 3.83647
4700.59 4.94924
4700.65 6.60584
4700.71 9.20401
4700.77 13.5402
4700.83 21.2764
4700.89 35.6346
4700.95 57.1970
4701.00 71.2615
4701.06 57.1951
4701.11 35.6333
4701.18 20.2554
4701.24 12.3704
4701.31 8.18054
4701.37 5.76116
4701.44 4.25822
4701.51 3.26767
4701.64 2.09770
4701.77 1.45308
4701.90 1.06465
4702.16 0.642116
4702.43 0.428250
4702.69 0.306193
4702.95 0.229797
4703.22 0.178846
4703.74 0.117171
4704.27 0.0827727
4705.32 0.0477889
4706.38 0.0312301
4707.43 0.0221248
4709.54 0.0129621
4713.75 0.00634053
4717.97 0.00401024
4726.39 0.00236144
4734.82 0.00181467
4751.68 0.00151146
4768.53 0.00153283
4785.39 0.00170839
4802.24 0.00206371
4819.10 0.00304897
4827.53 0.00576906
4831.74 0.0157046
