S-33(n,g) ENDF/B-VII.1
50467.9 0.000729295
50701.9 0.000986616
50935.9 0.00142048
51169.8 0.00224468
51286.8 0.00297079
51403.8 0.00413094
51462.3 0.00498996
51520.8 0.00615063
51579.3 0.00776861
51637.7 0.0101089
51696.2 0.0136436
51754.7 0.0192505
51784.0 0.0233037
51813.2 0.0285793
51842.5 0.0354735
51871.7 0.0443905
51935.9 0.0707673
52000.0 0.0882441
52032.1 0.0830236
52064.2 0.0706113
52128.3 0.0443135
52205.4 0.0251461
52282.4 0.0156026
52359.4 0.0105951
52436.5 0.00776390
52513.5 0.00607057
52590.6 0.00503179
52744.7 0.00408157
52898.7 0.00416013
53052.8 0.00546685
53129.9 0.00698427
53206.9 0.00969479
53284.0 0.0147565
53322.5 0.0188456
53361.0 0.0244824
53430.5 0.0386047
53500.0 0.0479403
53569.5 0.0383600
53639.0 0.0241226
53685.6 0.0174471
53732.3 0.0129108
53825.5 0.00769715
53918.7 0.00506280
54012.0 0.00358469
54105.2 0.00267999
54198.5 0.00208748
54385.0 0.00138305
54571.5 0.000993981
54757.9 0.000754830
55130.9 0.000485184
55503.9 0.000342455
55876.9 0.000256777
56622.8 0.000162199
57368.8 0.000113312
58114.8 8.46197E-05
59606.7 5.40266E-05
61098.6 3.91736E-05
62590.5 3.12747E-05
65574.4 2.54330E-05
68558.2 2.84895E-05
70050.1 3.45817E-05
71542.0 4.70730E-05
72288.0 5.79580E-05
73034.0 7.47114E-05
73779.9 0.000102122
74525.9 0.000151181
74898.9 0.000191605
75271.8 0.000251917
75644.8 0.000347579
76017.8 0.000512554
76390.8 0.000833705
76577.3 0.00112206
76763.8 0.00158997
76950.2 0.00241997
77043.5 0.00309603
77136.7 0.00408833
77230.0 0.00561551
77323.2 0.00809761
77369.8 0.00993175
77416.5 0.0123642
77463.1 0.0156073
77509.7 0.0198914
77557.3 0.0254497
77604.9 0.0317919
77700.0 0.0396722
77747.6 0.0373064
77795.2 0.0316910
77890.3 0.0197942
77984.9 0.0122096
78079.5 0.00794992
78174.1 0.00548907
78268.7 0.00398285
78363.3 0.00300761
78458.0 0.00234518
78647.2 0.00153445
78836.4 0.00107892
79025.6 0.000798938
79404.0 0.000487974
79782.5 0.000328727
80160.9 0.000236597
80539.3 0.000178604
80917.7 0.000139772
81674.6 9.26429E-05
82431.4 6.62296E-05
83188.3 4.99573E-05
83945.2 3.92278E-05
85458.9 2.64026E-05
86972.6 1.93214E-05
88486.3 1.50082E-05
90000.0 1.21963E-05
92500.0 9.33734E-06
95000.0 7.69402E-06
100000 6.20716E-06
106795 6.40282E-06
110193 7.53713E-06
113590 1.00140E-05
116988 1.56325E-05
118686 2.12713E-05
120385 3.14587E-05
121234 3.99271E-05
122084 5.26678E-05
122933 7.31067E-05
123783 0.000108935
124632 0.000180535
125057 0.000246671
125481 0.000357359
125906 0.000563097
126118 0.000739037
126331 0.00101008
126543 0.00145641
126755 0.00225485
126862 0.00290269
126968 0.00383522
127074 0.00520672
127180 0.00721398
127260 0.00922742
127340 0.0115241
127500 0.0143752
127580 0.0135192
127660 0.0114866
127820 0.00717785
128001 0.00416192
128182 0.00259237
128362 0.00173675
128543 0.00123392
128724 0.000917706
128905 0.000707442
129266 0.000455611
129628 0.000317002
129989 0.000233010
130713 0.000140912
131436 9.43138E-05
132159 6.75701E-05
132882 5.08284E-05
133605 3.96643E-05
135051 2.61736E-05
136498 1.86486E-05
137944 1.40289E-05
139390 1.09919E-05
142283 7.37454E-06
145175 5.38638E-06
148068 4.18075E-06
150960 3.39859E-06
156745 2.49373E-06
162530 2.03744E-06
174100 1.75319E-06
180575 1.84744E-06
187050 2.15888E-06
193525 2.84266E-06
200000 4.36364E-06
202548 5.46521E-06
205095 7.14637E-06
207643 9.88399E-06
210190 1.47736E-05
211464 1.88023E-05
212738 2.48166E-05
214011 3.43699E-05
215285 5.08840E-05
216559 8.31697E-05
217196 0.000112296
217833 0.000159797
218469 0.000244727
219106 0.000417642
219425 0.000578177
219743 0.000842963
219902 0.00104138
220062 0.00130770
220221 0.00166761
220380 0.00214974
220535 0.00275004
220690 0.00343489
221000 0.00428477
221155 0.00402893
221310 0.00342238
221620 0.00213770
221920 0.00133510
222220 0.000877385
222520 0.000609599
222819 0.000444281
223119 0.000336533
223419 0.000263019
224019 0.000172593
224619 0.000121549
225218 9.00769E-05
226418 5.50258E-05
227617 3.70282E-05
228816 2.66004E-05
230016 2.00304E-05
231215 1.56289E-05
233614 1.02845E-05
236013 7.28892E-06
238411 5.44373E-06
240810 4.22740E-06
245608 2.77373E-06
250405 1.97046E-06
255203 1.47954E-06
260000 1.15712E-06
260000 0.000500550
330000 0.000436591
400000 0.000390992
500000 0.000342461
525000 0.000332680
600000 0.000307315
650000 0.000293047
700000 0.000280410
800000 0.000259504
865698 0.000247888
900000 0.000237778
1.00000E+06 0.000220638
1.25000E+06 0.000215606
1.50000E+06 0.000199836
1.75000E+06 0.000189778
2.00000E+06 0.000183069
2.02614E+06 0.000183148
2.02615E+06 0.000183147
2.20000E+06 0.000148654
2.38376E+06 0.000135825
2.38376E+06 0.000135825
2.50000E+06 0.000128076
2.75000E+06 0.000119323
2.95368E+06 0.000115396
3.00000E+06 0.000111805
3.02376E+06 0.000111000
3.05983E+06 9.91094E-05
3.15491E+06 8.59593E-05
3.25000E+06 7.48688E-05
3.31851E+06 7.04127E-05
3.40000E+06 6.52099E-05
3.60000E+06 5.87363E-05
3.71012E+06 5.69365E-05
3.71013E+06 5.69363E-05
4.00000E+06 4.81109E-05
4.03259E+06 4.72447E-05
4.35506E+06 3.97697E-05
4.67753E+06 3.38919E-05
5.00000E+06 2.91926E-05
5.57500E+06 2.34112E-05
6.00000E+06 2.01713E-05
6.15000E+06 1.91863E-05
6.72500E+06 1.60062E-05
7.00000E+06 1.47570E-05
7.30000E+06 1.35534E-05
7.33538E+06 1.34383E-05
8.00000E+06 1.15315E-05
8.64764E+06 1.00517E-05
8.90781E+06 9.53952E-06
9.00000E+06 9.36779E-06
9.20000E+06 9.01148E-06
9.86382E+06 6.68005E-06
1.00000E+07 6.29784E-06
1.10000E+07 4.18144E-06
1.12060E+07 3.71162E-06
1.20000E+07 2.39101E-06
1.25000E+07 1.73699E-06
1.30000E+07 1.27778E-06
1.40000E+07 7.15327E-07
1.45000E+07 5.23205E-07
1.50000E+07 3.86763E-07
1.60000E+07 2.17584E-07
1.70000E+07 1.21732E-07
1.80000E+07 7.04053E-08
1.85000E+07 5.13925E-08
1.90000E+07 3.78303E-08
2.00000E+07 2.09853E-08
