As-75(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
6122.16 6.99381
6131.72 6.14258
6141.28 5.31192
6146.06 4.88535
6148.45 4.67242
6149.64 4.58882
6150.24 4.63583
6150.54 4.87555
6150.69 5.30731
6150.84 6.61740
6150.92 8.08630
6151.00 9.22370
6151.08 8.45300
6151.16 7.06510
6151.26 6.00521
6151.35 5.43734
6151.55 4.92910
6151.93 4.60141
6152.70 4.40472
6154.23 4.23059
6157.30 4.00985
6160.37 3.93235
6163.44 4.18274
6166.51 5.31102
6168.04 6.66162
6169.57 9.16069
6171.11 13.9728
6171.88 17.9922
6172.64 23.8676
6173.41 32.6706
6174.18 46.2047
6174.94 67.4647
6175.71 100.942
6176.86 180.706
6178.00 253.379
6179.15 227.516
6180.30 159.329
6181.04 124.735
6181.78 99.4754
6183.25 67.9292
6184.73 50.4473
6186.21 39.8970
6187.68 33.0276
6189.16 28.2843
6192.11 22.2705
6195.07 18.6755
6198.02 16.3106
6203.93 13.4050
6209.83 11.6844
6215.74 10.5349
6227.55 9.05681
6239.37 8.09763
6251.18 7.37276
6262.99 6.72962
6265.95 6.55349
6268.90 6.34164
6270.38 6.20299
6271.85 6.01367
6272.59 5.88570
6273.33 5.73987
6273.70 5.69616
6274.07 5.81240
6274.25 6.10020
6274.44 6.90390
6274.53 7.79648
6274.62 9.40625
6274.72 12.4780
6274.81 18.5687
6274.86 23.6324
6274.90 29.9639
6275.00 40.9133
6275.10 38.0819
6275.19 28.7199
6275.25 23.9786
6275.31 20.4122
6275.43 15.8469
6275.55 13.2494
6275.67 11.6620
6275.91 9.86620
6276.15 8.92201
6276.63 7.96771
6277.11 7.49561
6278.06 7.02263
6279.02 6.77704
6280.94 6.50177
6282.85 6.32961
6286.68 6.08304
6290.51 5.88109
6294.33 5.69055
6298.16 5.49289
6300.08 5.38296
6301.99 5.25636
6302.95 5.18489
6303.90 5.12144
6304.38 5.12285
6304.86 5.24943
6305.10 5.48571
6305.34 6.12918
6305.46 6.86441
6305.58 8.28342
6305.70 11.3557
6305.76 14.1862
6305.82 18.5002
6305.91 28.6066
6306.00 37.2517
6306.09 33.0347
6306.18 24.0183
6306.24 19.4830
6306.30 16.2679
6306.42 12.3158
6306.54 10.1849
6306.66 8.93302
6306.89 7.57246
6307.13 6.88634
6307.61 6.21812
6308.08 5.89746
6309.03 5.57903
6309.98 5.40994
6311.88 5.20534
6313.78 5.06030
6317.57 4.81561
6321.37 4.57480
6325.17 4.30859
6327.07 4.16063
6328.97 4.00651
6330.87 3.87614
6331.82 3.85864
6332.76 3.94786
6333.71 4.34412
6334.19 4.83759
6334.66 5.79728
6335.14 7.80384
6335.38 9.62158
6335.61 12.5022
6335.85 17.3310
6336.09 25.8753
6336.32 42.1395
6336.44 55.6484
6336.56 74.5306
6336.78 126.521
6337.00 169.186
6337.22 145.934
6337.44 99.0738
6337.60 73.4554
6337.76 56.0457
6337.93 44.2674
6338.09 36.1494
6338.41 26.0356
6338.73 20.2765
6339.06 16.6851
6339.38 14.2843
6340.02 11.3444
6340.67 9.65246
6341.32 8.57019
6342.61 7.28064
6343.90 6.54109
6345.19 6.05908
6347.78 5.45452
6350.36 5.07335
6352.95 4.79655
6358.12 4.39002
6368.45 3.81525
6378.79 3.40541
6389.13 3.26949
6394.30 3.46710
6399.47 4.11018
6404.63 5.80997
6407.22 7.54338
6409.80 10.5213
6412.39 15.9907
6413.68 20.4923
6414.97 27.0937
6416.26 37.1625
6417.56 53.2250
6418.85 79.9944
6420.14 125.270
6421.57 201.323
6423.00 251.423
6424.44 199.479
6425.87 122.475
6427.04 80.4747
6428.20 54.2473
6429.37 37.7260
6430.53 26.9645
6431.70 19.7251
6432.86 14.7620
6434.03 11.3853
6435.19 9.23495
6436.36 8.17314
6437.52 8.24988
6438.69 9.72471
6439.85 13.1540
6441.02 19.5793
6442.18 30.8840
6443.35 50.3919
6444.51 83.4965
6445.38 121.121
6446.26 170.362
6448.00 264.499
6448.88 274.980
6449.75 256.681
6451.50 190.591
6453.29 135.975
6455.08 101.259
6456.88 79.2109
6458.67 64.5650
6462.25 46.8991
6465.83 36.9214
6469.42 30.6124
6473.00 26.2958
6480.17 20.7868
6487.34 17.4051
6494.50 15.0828
6501.67 13.3469
6505.25 12.6268
6507.05 12.3340
6507.94 12.3310
6508.17 12.4266
6508.39 12.6856
6508.61 13.4946
6508.73 14.5763
6508.84 16.9527
6508.92 19.9459
6509.00 21.9535
6509.08 19.9250
6509.16 16.9045
6509.25 14.9291
6509.33 13.8321
6509.50 12.8013
6509.66 12.3636
6509.83 12.1344
6510.16 11.8934
6510.50 11.7583
6511.83 11.4402
6514.50 10.9620
6519.83 10.0723
6525.17 9.17349
6530.50 8.19056
6535.84 7.01472
6538.50 6.30509
6541.17 5.48850
6543.84 4.60097
6545.17 4.21517
6546.51 4.05153
6547.84 4.59495
6548.51 5.54135
6549.17 7.48889
6549.84 11.4502
6550.17 14.8205
6550.51 19.7317
6550.84 27.0427
6551.17 38.0321
6551.51 54.7852
6551.84 80.2570
6552.42 152.516
6553.00 225.877
6553.29 230.959
6553.58 212.939
6554.16 155.753
6554.53 125.570
6554.89 102.787
6555.62 73.3926
6556.35 56.4927
6557.08 46.0059
6557.81 39.0356
6558.54 34.1377
6559.99 27.8006
6561.45 23.9277
6562.91 21.3388
6565.83 18.1054
6568.74 16.1631
6571.66 14.8586
6577.49 13.1877
6583.32 12.1269
6589.16 11.3515
6592.07 11.0139
6594.99 10.6722
6596.45 10.4778
6597.91 10.2337
6598.63 10.0719
6599.36 9.86590
6599.73 9.75606
6600.09 9.71918
6600.28 9.83848
6600.46 10.3116
6600.55 10.9005
6600.64 12.0534
6600.73 14.4141
6600.82 19.3942
6600.91 28.7115
6601.00 38.0857
6601.09 36.4457
6601.18 29.1763
6601.26 24.1898
6601.33 20.8109
6601.41 18.5445
6601.48 16.9805
6601.64 15.0344
6601.79 13.9158
6602.09 12.7045
6602.39 12.0796
6603.00 11.4423
6603.61 11.1138
6604.82 10.7575
6606.03 10.5491
6608.46 10.2787
6610.89 10.0843
6615.74 9.78260
6620.59 9.53671
6640.01 8.79245
6659.42 8.22646
6664.27 8.09470
6669.12 7.95725
6671.55 7.88038
6673.98 7.78737
6675.19 7.72668
6676.40 7.64499
6677.01 7.59139
6677.62 7.53475
6677.92 7.52460
6678.22 7.59507
6678.38 7.73914
6678.53 8.11568
6678.68 9.22007
6678.76 10.5193
6678.83 12.9612
6678.92 17.7206
6679.00 22.3580
6679.09 21.1232
6679.17 17.1982
6679.27 13.9067
6679.36 12.0134
6679.46 10.8984
6679.56 10.1970
6679.75 9.39638
6679.95 8.96765
6680.33 8.53193
6680.72 8.31559
6681.50 8.09862
6682.27 7.98651
6683.82 7.86153
6685.37 7.78404
6688.48 7.67444
6691.58 7.58676
6703.98 7.28189
6710.19 7.12384
6716.39 6.93548
6719.49 6.81138
6721.04 6.73282
6722.60 6.63433
6724.15 6.50124
6724.92 6.41309
6725.70 6.30312
6726.47 6.16537
6727.25 6.02096
6727.64 6.01004
6727.83 6.07537
6728.02 6.26588
6728.22 6.75694
6728.41 8.05209
6728.51 9.43659
6728.61 11.9231
6728.70 16.6225
6728.75 20.3991
6728.80 25.6481
6728.85 33.1854
6728.90 42.4266
6729.00 58.2395
6729.10 53.4934
6729.20 39.4742
6729.27 31.9304
6729.34 26.4047
6729.41 22.4758
6729.48 19.6415
6729.62 15.9658
6729.75 13.7839
6729.89 12.3615
6730.03 11.3836
6730.30 10.1512
6730.58 9.41400
6730.85 8.93182
6731.41 8.34084
6731.96 7.99414
6732.51 7.76541
6733.61 7.47809
6734.71 7.29936
6735.81 7.17211
6738.02 6.98903
6742.42 6.70302
6743.53 6.62167
6744.63 6.52279
6745.18 6.46539
6745.73 6.41931
6746.00 6.43291
6746.28 6.56772
6746.42 6.78244
6746.55 7.28592
6746.69 8.61843
6746.76 10.0618
6746.83 12.5737
6746.92 17.8626
6747.00 22.8037
6747.09 21.3091
6747.17 16.8828
6747.24 14.2629
6747.30 12.4360
6747.43 10.3180
6747.56 9.21351
6747.69 8.56884
6747.95 7.87513
6748.20 7.51841
6748.72 7.15907
6749.24 6.97595
6750.27 6.77632
6751.30 6.65392
6755.43 6.29919
6757.50 6.09301
6758.53 5.96362
6759.57 5.80713
6760.60 5.62039
6761.12 5.52409
6761.63 5.45250
6762.15 5.48919
6762.41 5.62807
6762.67 5.97000
6762.92 6.77647
6763.18 8.74906
6763.31 10.7473
6763.44 14.1693
6763.57 20.2661
6763.70 31.3251
6763.85 53.6518
6764.00 74.8146
6764.15 68.6729
6764.30 50.0856
6764.45 36.2571
6764.60 27.8098
6764.75 22.5309
6764.90 19.1151
6765.06 16.7597
6765.21 15.0852
6765.51 12.8815
6765.81 11.5279
6766.11 10.6252
6766.71 9.51255
6767.31 8.85839
6767.91 8.43112
6768.51 8.12945
6769.12 7.90533
6770.32 7.59172
6771.52 7.38066
6773.93 7.10648
6776.34 6.92737
6778.74 6.79391
6783.55 6.59053
6788.37 6.41994
6793.18 6.24299
6795.59 6.13382
6797.99 5.98424
6799.20 5.87731
6800.40 5.73366
6801.00 5.65544
6801.60 5.64195
6801.90 5.76867
6802.20 6.28682
6802.35 6.99618
6802.50 8.55085
6802.58 10.0155
6802.65 12.3842
6802.73 16.3383
6802.80 23.0884
6802.85 29.4430
6802.90 37.4262
6803.00 50.6587
6803.10 46.0191
6803.20 33.8038
6803.26 27.4868
6803.32 22.9294
6803.45 17.2472
6803.57 14.1015
6803.70 12.2039
6803.95 10.1144
6804.21 9.04057
6804.71 7.98119
6805.22 7.47140
6806.23 6.98048
6807.24 6.73967
6809.26 6.49157
6811.28 6.35373
6813.30 6.25790
6815.32 6.18245
6819.35 6.06130
6827.43 5.86603
6835.51 5.69004
6851.67 5.33073
6855.71 5.23052
6859.75 5.11927
6861.77 5.05564
6863.79 4.98090
6865.81 4.88714
6866.32 4.86742
6866.82 4.88093
6867.08 4.94118
6867.33 5.14136
6867.45 5.39283
6867.58 5.92064
6867.71 7.16209
6867.77 8.39808
6867.83 10.4366
6867.92 14.8255
6868.00 18.6192
6868.08 16.9847
6868.17 13.1392
6868.24 10.7165
6868.31 9.13784
6868.46 7.43852
6868.61 6.62098
6868.75 6.16958
6869.04 5.70057
6869.33 5.46892
6869.92 5.24103
6870.50 5.12616
6872.83 4.92113
6877.49 4.69798
6879.82 4.58699
6882.15 4.45593
6883.32 4.37662
6884.48 4.29144
6885.07 4.26557
6885.65 4.32913
6885.94 4.49949
6886.23 5.02852
6886.38 5.68489
6886.52 7.05124
6886.60 8.31185
6886.67 10.3205
6886.74 13.6300
6886.81 19.0432
6886.91 30.3709
6887.00 39.9087
6887.09 35.2883
6887.19 25.3366
6887.26 19.7952
6887.33 15.9985
6887.39 13.4131
6887.46 11.6339
6887.60 9.38717
6887.74 8.09453
6888.01 6.72931
6888.29 6.05156
6888.83 5.39638
6889.38 5.08113
6890.48 4.76487
6891.58 4.59165
6893.78 4.36860
6895.97 4.19041
6898.17 4.01026
6900.36 3.80634
6901.46 3.70378
6902.01 3.66935
6902.56 3.67908
6903.11 3.82473
6903.38 4.03367
6903.66 4.46216
6903.93 5.39585
6904.07 6.26062
6904.21 7.65279
6904.34 10.0121
6904.48 14.2760
6904.62 22.5692
6904.69 29.6078
6904.75 39.5189
6904.88 66.2178
6905.00 88.5738
6905.12 77.2068
6905.25 53.2578
6905.35 38.9949
6905.45 29.6441
6905.55 23.5155
6905.65 19.3716
6905.85 14.3543
6906.05 11.5593
6906.25 9.83720
6906.45 8.69339
6906.85 7.30008
6907.25 6.49485
6907.65 5.97721
6908.44 5.35386
6909.24 4.98829
6910.04 4.74387
6911.64 4.42378
6913.24 4.20844
6914.84 4.04113
6918.04 3.77069
6924.43 3.30553
6927.63 3.05941
6929.23 2.91165
6930.03 2.87139
6930.43 3.07776
6930.63 3.67721
6930.73 4.52786
6930.83 6.42850
6930.92 9.51213
6931.00 12.3907
6931.09 11.5134
6931.17 8.92671
6931.27 6.73810
6931.37 5.51286
6931.58 4.36757
6931.99 3.60544
6932.80 3.18600
6934.43 2.93742
6937.69 2.76270
6940.95 2.79601
6944.21 3.21032
6945.84 3.70915
6947.47 4.57532
6949.10 6.07448
6950.73 8.72133
6952.36 13.5857
6953.99 23.0794
6954.81 31.1510
6955.62 43.0797
6956.44 60.9715
6957.25 87.7659
6958.63 158.571
6960.00 223.696
6961.38 201.551
6962.75 141.450
6964.37 91.5945
6965.99 63.7718
6967.60 47.6833
6969.22 37.6578
6970.84 30.9416
6972.45 26.1392
6973.26 24.2305
6974.07 22.7171
6974.48 22.3094
6974.68 22.3366
6974.88 22.6889
6975.08 23.6854
6975.28 26.0842
6975.49 31.8693
6975.59 37.4720
6975.69 46.3233
6975.84 68.6467
6976.00 89.5599
6976.16 83.0155
6976.31 64.1412
6976.41 54.8227
6976.50 47.8044
6976.69 38.6944
6976.88 33.3940
6977.07 30.0487
6977.26 27.7751
6977.45 26.1329
6977.83 23.9034
6978.21 22.4288
6978.59 21.3509
6979.35 19.8127
6980.87 17.8315
6982.39 16.4767
6985.43 14.5823
6988.47 13.2586
6994.55 11.4750
7000.63 10.3072
7012.79 8.83207
7024.95 7.88946
7037.10 7.17281
7049.26 6.51971
7055.34 6.15993
7058.38 5.95157
7061.42 5.70636
7064.46 5.39574
7065.98 5.19978
7067.50 4.96320
7069.02 4.67716
7069.78 4.52288
7070.54 4.39003
7071.30 4.37684
7071.68 4.51212
7072.06 4.89477
7072.44 5.85240
7072.82 8.30764
7073.01 10.8677
7073.20 15.3554
7073.39 23.5726
7073.58 38.8412
7073.79 68.7728
7074.00 97.0351
7074.21 88.9000
7074.42 64.1614
7074.61 47.7500
7074.79 36.9670
7074.97 29.8628
7075.15 25.0300
7075.51 19.1150
7075.87 15.7620
7076.23 13.6584
7076.60 12.2362
7077.32 10.4587
7078.05 9.40168
7078.77 8.70437
7080.22 7.83449
7081.67 7.30267
7083.11 6.93327
7086.01 6.42463
7091.81 5.75026
7097.60 5.18618
7100.50 4.89551
7103.39 4.58458
7106.29 4.24909
7109.19 3.90381
7112.08 3.64302
7113.53 3.65653
7114.98 3.96529
7116.43 5.04743
7117.15 6.26138
7117.88 8.42793
7118.60 12.4508
7118.97 15.7081
7119.33 20.3480
7119.69 27.0893
7120.05 37.0769
7120.41 52.0923
7120.78 74.6329
7121.39 134.754
7122.00 190.745
7122.61 173.064
7123.23 122.632
7123.77 88.7861
7124.31 66.8683
7124.85 52.6312
7125.39 43.0825
7126.47 31.5302
7127.56 25.0640
7128.64 21.0436
7129.72 18.3446
7131.89 15.0010
7134.05 13.0352
7136.22 11.7514
7138.39 10.8483
7140.55 10.1786
7144.88 9.24753
7149.21 8.62577
7157.88 7.82979
7166.54 7.32266
7175.20 6.95577
7192.52 6.42604
7209.85 6.02529
7227.17 5.67884
7244.50 5.34330
7253.16 5.15316
7255.33 5.09376
7257.49 5.01879
7258.58 4.96887
7259.66 4.90305
7260.20 4.86376
7260.74 4.83608
7261.01 4.85554
7261.28 4.98113
7261.42 5.17091
7261.55 5.60374
7261.69 6.70145
7261.76 7.86227
7261.82 9.83688
7261.91 14.1542
7262.00 18.2201
7262.09 17.0360
7262.18 13.4408
7262.25 11.0230
7262.33 9.45727
7262.49 7.73483
7262.64 6.89231
7262.80 6.41805
7263.11 5.92161
7263.42 5.67236
7264.03 5.42501
7264.65 5.30106
7265.89 5.17052
7267.13 5.09572
7269.61 4.99818
7272.08 4.92494
7281.99 4.67892
7286.95 4.55301
7291.90 4.40911
7294.38 4.32095
7296.85 4.20580
7298.09 4.12659
7299.33 4.01880
7299.95 3.95160
7300.57 3.89764
7300.88 3.91999
7301.19 4.10962
7301.34 4.40920
7301.50 5.11942
7301.65 6.99436
7301.73 9.01123
7301.81 12.5510
7301.90 19.9997
7302.00 27.0666
7302.10 25.0070
7302.19 18.8031
7302.26 15.4751
7302.32 13.0608
7302.45 10.0696
7302.58 8.42285
7302.70 7.43105
7302.96 6.33708
7303.22 5.77128
7303.73 5.20602
7304.24 4.92829
7305.27 4.64994
7306.29 4.50436
7308.34 4.33742
7310.40 4.22886
7314.50 4.06452
7318.60 3.92180
7326.80 3.64266
7335.01 3.34588
7343.21 3.02564
7351.41 2.71689
7355.51 2.61824
7359.61 2.65492
7361.67 2.78728
7363.72 3.06800
7365.77 3.60382
7366.28 3.80392
7366.79 4.07021
7367.05 4.27687
7367.31 4.65629
7367.43 5.03044
7367.56 5.73866
7367.69 7.29784
7367.75 8.79790
7367.82 11.2382
7367.91 16.8691
7368.00 22.1671
7368.09 20.7201
7368.18 16.1775
7368.25 13.5794
7368.32 11.7824
7368.45 9.69073
7368.58 8.64678
7368.71 8.09439
7368.98 7.64965
7369.24 7.60370
7370.30 8.77034
7371.35 11.1761
7372.41 15.0776
7373.47 21.4388
7374.53 32.1791
7375.58 51.1283
7376.64 85.2548
7377.82 148.821
7379.00 203.609
7380.19 178.571
7381.37 122.310
7382.35 87.9867
7383.33 65.5220
7384.31 50.8164
7385.29 40.8720
7387.25 28.8042
7389.21 22.0410
7391.17 17.8379
7393.13 15.0153
7397.05 11.4991
7400.97 9.39177
7404.89 7.95962
7412.73 6.01633
7420.57 4.56179
7424.49 3.89575
7428.41 3.26930
7432.33 2.80810
7434.29 2.79180
7436.25 3.18237
7437.23 3.69104
7438.21 4.58853
7439.19 6.14318
7440.17 8.85801
7441.15 13.7330
7442.13 22.8865
7442.62 30.3705
7443.11 41.0413
7443.60 56.3835
7444.09 78.3423
7445.05 144.908
7446.00 208.795
7446.96 191.693
7447.91 136.783
7448.57 106.522
7449.22 84.6197
7449.88 69.0029
7450.53 57.7214
7451.84 43.0185
7453.15 34.1932
7454.46 28.4592
7455.77 24.4949
7458.38 19.4456
7461.00 16.4029
7463.62 14.3833
7468.86 11.8677
7474.09 10.3448
7479.33 9.29192
7484.57 8.45090
7485.87 8.24014
7487.18 8.00901
7487.84 7.88355
7488.49 7.77709
7488.82 7.78076
7489.15 7.97322
7489.31 8.29994
7489.47 9.08365
7489.56 9.86830
7489.64 11.1917
7489.72 13.5047
7489.80 17.5782
7489.90 26.0027
7490.00 33.8481
7490.10 31.4169
7490.20 24.3403
7490.29 19.3863
7490.38 16.2623
7490.48 14.2518
7490.57 12.9321
7490.75 11.3423
7490.94 10.4598
7491.31 9.53158
7491.68 9.05677
7492.41 8.56620
7493.15 8.30037
7494.63 7.98359
7496.11 7.77214
7499.06 7.45763
7502.01 7.20340
7507.92 6.76073
7510.87 6.53074
7512.35 6.39365
7513.09 6.37999
7513.46 6.65476
7513.64 7.35195
7513.74 8.26482
7513.83 10.1894
7513.91 13.4848
7514.00 16.5509
7514.09 15.5996
7514.17 12.8268
7514.30 10.1763
7514.42 8.85413
7514.66 7.71787
7515.15 7.01201
7516.13 6.62644
7518.09 6.36962
7522.00 6.08822
7525.91 5.83235
7527.87 5.67291
7528.85 5.60526
7529.09 5.63418
7529.34 5.77818
7529.58 6.41361
7529.70 7.44190
7529.83 10.0993
7529.91 13.9693
7530.00 17.5388
7530.09 16.3990
7530.18 13.1842
7530.24 11.2798
7530.31 9.95718
7530.44 8.41645
7530.70 7.13280
7530.96 6.62113
7531.23 6.35620
7532.28 5.94488
7533.33 5.78558
7534.38 5.68500
7536.48 5.53952
7538.58 5.42085
7546.99 5.00839
7563.81 4.17402
7572.22 3.67757
7580.63 3.05222
7584.83 2.64464
7589.04 2.11224
7591.14 1.77634
7592.19 1.59646
7593.24 1.43534
7594.29 1.38546
7594.82 1.49495
7595.35 1.84128
7595.87 2.74832
7596.13 3.65181
7596.40 5.13859
7596.66 7.68897
7596.92 12.2499
7597.05 15.8584
7597.19 20.8187
7597.32 27.7225
7597.45 37.2778
7597.72 68.0106
7598.00 96.7368
7598.14 97.0931
7598.28 87.9659
7598.55 62.3516
7598.76 47.3447
7598.96 36.9025
7599.17 29.6457
7599.38 24.5490
7599.79 18.0649
7600.20 14.2781
7600.61 11.8523
7601.02 10.1956
7601.84 8.11458
7602.66 6.87817
7603.48 6.07163
7605.13 5.10462
7608.41 4.32602
7611.70 4.43547
7614.98 5.73400
7616.63 7.25475
7618.27 9.92127
7619.91 14.6947
7621.56 23.6142
7622.38 30.8895
7623.20 41.2314
7624.02 56.0749
7624.84 77.2781
7626.42 140.113
7628.00 198.804
7629.59 180.407
7631.17 127.523
7632.77 88.0938
7634.38 64.1214
7635.98 49.3557
7637.58 39.7841
7639.19 33.2473
7640.79 28.5757
7644.00 22.4491
7647.20 18.6699
7650.41 16.1296
7656.82 12.9262
7663.23 10.9339
7669.65 9.45275
7672.85 8.76652
7674.46 8.41116
7676.06 8.03645
7677.66 7.64559
7678.46 7.46246
7679.26 7.33351
7680.07 7.39041
7680.47 7.60836
7680.87 8.12643
7681.27 9.29669
7681.67 12.0230
7681.87 14.6671
7682.07 18.9784
7682.27 26.2381
7682.47 38.5648
7682.74 65.9630
7683.00 92.1004
7683.27 84.7800
7683.53 62.0354
7683.76 46.9613
7683.99 37.0016
7684.21 30.4455
7684.44 25.9862
7684.90 20.5231
7685.35 17.4163
7685.81 15.4574
7686.27 14.1243
7687.18 12.4396
7688.09 11.4166
7689.00 10.7239
7690.82 9.82530
7692.65 9.24155
7694.47 8.81007
7698.12 8.16051
7701.77 7.62359
7703.59 7.35760
7705.41 7.07070
7707.24 6.73437
7708.15 6.53345
7709.06 6.30070
7709.97 6.03514
7710.43 5.90363
7710.88 5.81001
7711.34 5.86456
7711.57 6.05009
7711.79 6.49411
7712.02 7.50627
7712.25 9.89945
7712.36 12.2424
7712.48 16.1236
7712.59 22.7499
7712.71 34.0436
7712.78 45.1185
7712.85 59.0481
7713.00 82.9226
7713.07 83.6637
7713.15 76.5742
7713.30 56.1447
7713.46 39.0335
7713.63 29.2367
7713.80 23.4457
7713.97 19.7932
7714.14 17.3315
7714.31 15.6055
7714.64 13.3668
7714.98 11.9966
7715.31 11.0855
7715.99 9.95075
7716.66 9.27278
7717.33 8.81836
7718.68 8.23556
7720.03 7.86346
7721.37 7.59331
7724.06 7.20091
7726.75 6.90131
7729.45 6.63880
7732.14 6.37078
7733.48 6.21351
7734.16 6.18892
7734.49 6.45096
7734.66 7.09575
7734.74 7.90869
7734.83 9.54471
7734.91 12.5415
7735.00 15.4411
7735.09 14.6609
7735.17 12.1802
7735.26 10.3318
7735.34 9.17520
7735.51 7.97562
7735.85 7.09390
7736.53 6.57993
7737.89 6.26410
7740.61 5.97010
7746.05 5.52368
7751.48 5.06882
7756.92 4.54708
7762.36 3.91294
7765.07 3.54833
7767.79 3.18086
7770.51 2.94383
7771.87 3.02122
7773.23 3.47757
7774.59 4.87962
7775.27 6.37240
7775.95 8.93490
7776.63 13.4924
7777.31 21.9613
7777.65 28.8555
7777.99 38.6484
7778.33 52.6744
7778.67 72.6020
7779.33 133.472
7780.00 191.574
7780.67 175.640
7781.34 125.411
7781.77 99.2118
7782.20 79.8595
7783.05 55.4851
7783.91 41.8117
7784.77 33.4947
7785.63 28.0398
7786.49 24.2558
7788.21 19.4246
7789.93 16.5162
7791.65 14.5943
7795.09 12.2274
7798.52 10.8261
7801.96 9.89167
7805.40 9.20573
7807.12 8.90994
7807.98 8.78089
7808.41 8.81221
7808.62 9.06134
7808.73 9.46921
7808.83 10.4901
7808.92 12.0427
7809.00 13.5243
7809.08 13.0768
7809.17 11.7641
7809.33 10.1896
7809.49 9.55499
7809.82 9.07382
7810.47 8.75760
7811.77 8.50037
7814.37 8.18859
7819.58 7.73408
7829.99 7.07831
7840.40 6.55876
7843.00 6.42744
7845.61 6.27954
7846.91 6.19033
7848.21 6.07963
7848.86 6.01349
7849.51 5.95474
7849.84 5.95974
7850.16 6.08767
7850.33 6.30684
7850.49 6.84326
7850.65 8.33329
7850.73 10.0074
7850.81 13.0877
7850.91 19.1473
7851.00 24.8727
7851.09 23.0883
7851.19 17.9969
7851.29 13.9084
7851.39 11.5469
7851.50 10.1293
7851.60 9.24123
7851.81 8.21758
7852.02 7.66804
7852.43 7.10829
7852.84 6.82888
7853.67 6.54454
7854.50 6.39262
7856.15 6.21224
7857.81 6.08910
7864.43 5.69684
7867.74 5.47514
7869.39 5.33977
7871.04 5.17522
7872.70 4.96465
7873.53 4.83619
7874.35 4.69377
7875.18 4.56219
7875.60 4.53380
7876.01 4.59251
7876.42 4.89341
7876.63 5.26231
7876.84 5.94393
7877.04 7.25500
7877.25 9.91302
7877.35 12.2478
7877.46 15.7342
7877.56 21.0660
7877.66 29.2163
7877.83 50.5750
7878.00 70.8561
7878.17 65.0319
7878.34 47.2701
7878.50 34.2860
7878.67 26.2124
7878.83 21.1577
7879.00 17.8443
7879.16 15.5645
7879.33 13.9275
7879.66 11.7785
7879.99 10.4486
7880.32 9.55892
7880.98 8.45790
7881.64 7.80674
7882.30 7.37832
7883.61 6.84469
7884.93 6.51900
7886.25 6.29335
7888.89 5.98565
7891.53 5.76795
7894.16 5.59074
7899.44 5.27969
7904.71 4.95850
7907.35 4.77050
7909.99 4.54551
7912.63 4.26006
7913.95 4.08630
7915.26 3.89416
7916.58 3.71886
7917.24 3.68546
7917.90 3.77969
7918.56 4.23644
7918.89 4.80008
7919.22 5.86122
7919.55 7.95565
7919.71 9.73969
7919.88 12.3702
7920.04 16.4061
7920.21 22.7526
7920.37 32.9953
7920.54 49.4935
7920.77 87.2779
7921.00 121.594
7921.12 121.280
7921.23 109.381
7921.46 77.3134
7921.73 51.1806
7922.00 36.4818
7922.26 27.9562
7922.53 22.6580
7922.80 19.1478
7923.07 16.6956
7923.60 13.5569
7924.13 11.6716
7924.67 10.4318
7925.74 8.91945
7926.80 8.03910
7927.87 7.46419
7928.94 7.05810
7930.01 6.75437
7932.14 6.32523
7934.28 6.03002
7938.55 5.63168
7942.82 5.35505
7947.09 5.13531
7955.64 4.77053
7964.18 4.43807
7972.72 4.09489
7981.27 3.69381
7983.40 3.56941
7985.54 3.41878
7986.61 3.32442
7987.68 3.20855
7988.21 3.14546
7988.74 3.11172
7989.01 3.15818
7989.28 3.38919
7989.41 3.71303
7989.54 4.41525
7989.68 6.09117
7989.74 7.77106
7989.81 10.5012
7989.91 16.8253
7990.00 22.8318
7990.10 21.0172
7990.19 15.7228
7990.26 12.5704
7990.33 10.3990
7990.48 7.83339
7990.62 6.49422
7990.76 5.71638
7991.05 4.87371
7991.33 4.43922
7991.90 4.00005
7992.47 3.77513
7993.61 3.52911
7994.75 3.37941
7997.04 3.16865
7999.32 2.99828
8003.88 2.69892
8008.44 2.46555
8013.01 2.46671
8015.29 2.73347
8017.57 3.46319
8018.71 4.16868
8019.85 5.28261
8020.99 7.06905
8022.13 10.0089
8023.27 15.0453
8024.41 24.1057
8025.56 41.3312
8026.13 55.4247
8026.70 75.1330
8027.85 135.682
8029.00 191.345
8030.15 172.455
8031.31 121.153
8032.20 90.5462
8033.09 69.6102
8033.98 55.3846
8034.87 45.4822
8036.65 33.1007
8038.43 25.9582
8040.21 21.4362
8041.99 18.3682
8045.55 14.5245
8049.11 12.2313
8052.67 10.6897
8054.45 10.0721
8056.23 9.50151
8057.12 9.21879
8058.01 8.94023
8058.45 8.83071
8058.90 8.85194
8059.12 9.04780
8059.34 9.66900
8059.46 10.3936
8059.57 11.7504
8059.68 14.4533
8059.79 20.0747
8059.89 29.7730
8060.00 38.8956
8060.11 36.0269
8060.21 27.8514
8060.29 23.2911
8060.36 20.0212
8060.51 16.0797
8060.66 13.9626
8060.81 12.7087
8061.11 11.3201
8061.41 10.5892
8062.01 9.82378
8062.61 9.41037
8063.80 8.92720
8065.00 8.61537
8067.39 8.17359
8069.79 7.83910
8074.58 7.32120
8079.36 6.91780
8088.94 6.30087
8098.52 5.82862
8117.67 5.08820
