Ta-181(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
350.000 43.5675
400.000 41.2830
500.000 37.7889
600.000 35.2085
700.000 33.2020
720.000 32.8517
850.000 30.8839
1000.00 29.1081
1250.00 26.8912
1500.00 25.2526
1700.00 24.2100
2000.00 22.9484
2500.00 21.3717
3000.00 20.2045
3500.00 19.2949
4000.00 18.5595
5000.00 17.4301
5000.00 21.3198
6272.77 20.0874
10000.0 16.6835
20000.0 13.4212
50000.0 10.5519
100000 9.13268
137026 8.58447
159434 8.39368
200000 8.17674
248783 7.98041
303301 7.76099
339422 7.67011
400000 7.53597
484870 7.32392
497951 7.31403
545534 7.29608
600000 7.28119
618640 7.26081
622501 7.25732
720665 7.22119
777279 7.20240
800000 7.19492
970349 7.19042
1.00000E+06 7.19006
1.03361E+06 7.19402
1.20000E+06 7.21411
1.23827E+06 7.19760
1.24639E+06 7.19828
1.31435E+06 7.20407
1.34747E+06 7.20689
1.39775E+06 7.23783
1.40000E+06 7.24187
1.40000E+06 7.24187
1.41122E+06 7.24149
1.60000E+06 7.26014
1.80000E+06 7.26165
2.00000E+06 7.24381
2.20000E+06 7.20800
2.40000E+06 7.15155
2.60000E+06 7.08071
2.80000E+06 7.00049
3.00000E+06 6.90997
3.20000E+06 6.87905
3.40000E+06 6.77217
3.60000E+06 6.66245
3.73837E+06 6.58602
3.80000E+06 6.55197
4.00000E+06 6.44167
4.20000E+06 6.33341
4.40000E+06 6.22785
4.60000E+06 6.12551
4.80000E+06 6.02693
4.87521E+06 5.99124
5.00000E+06 5.93204
5.20000E+06 5.84088
5.40000E+06 5.75383
5.60000E+06 5.67073
5.80000E+06 5.59191
5.97533E+06 5.52662
6.00000E+06 5.51743
6.20000E+06 5.44771
6.40000E+06 5.38281
6.60000E+06 5.32299
6.80000E+06 5.26836
7.00000E+06 5.21902
7.20000E+06 5.17491
7.40000E+06 5.13595
7.60000E+06 5.10184
7.61899E+06 5.09760
7.61900E+06 5.09760
7.80000E+06 5.07267
8.00000E+06 5.04792
8.20000E+06 5.02765
8.40000E+06 5.01145
8.60000E+06 4.99908
8.80000E+06 4.99031
9.00000E+06 4.98491
9.20000E+06 4.98262
9.40000E+06 4.98312
9.60000E+06 4.98617
9.80000E+06 4.99155
1.00000E+07 4.99903
1.02000E+07 5.00830
1.04000E+07 5.01915
1.06000E+07 5.03149
1.08000E+07 5.04515
1.10000E+07 5.05983
1.12000E+07 5.07546
1.14000E+07 5.09187
1.16000E+07 5.10890
1.18000E+07 5.12667
1.20000E+07 5.14480
1.22000E+07 5.16330
1.24000E+07 5.18198
1.26000E+07 5.20095
1.28000E+07 5.21991
1.30000E+07 5.23885
1.32000E+07 5.25765
1.34000E+07 5.27618
1.36000E+07 5.29441
1.38000E+07 5.31230
1.40000E+07 5.32953
1.42000E+07 5.34625
1.42972E+07 5.35393
1.42972E+07 5.35393
1.44000E+07 5.36224
1.46000E+07 5.37745
1.48000E+07 5.39184
1.50000E+07 5.40528
1.52000E+07 5.41776
1.54000E+07 5.42921
1.56000E+07 5.43953
1.58000E+07 5.44892
1.60000E+07 5.45706
1.62000E+07 5.46414
1.64000E+07 5.47006
1.66000E+07 5.47492
1.68000E+07 5.47856
1.70000E+07 5.48127
1.72000E+07 5.48288
1.74000E+07 5.48338
1.76000E+07 5.48300
1.78000E+07 5.48159
1.80000E+07 5.47937
1.82000E+07 5.47624
1.84000E+07 5.47234
1.86000E+07 5.46757
1.88000E+07 5.46207
1.90000E+07 5.45585
1.92000E+07 5.44903
1.94000E+07 5.44161
1.96000E+07 5.43350
1.98000E+07 5.42483
2.00000E+07 5.41550
