I-127(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
3050.19 6.11074
3050.25 5.49792
3050.31 5.18378
3050.43 4.88051
3050.55 4.74407
3050.80 4.61919
3051.04 4.55730
3052.00 4.41112
3052.48 4.33737
3052.96 4.26471
3053.21 4.25984
3053.45 4.39632
3053.57 4.67708
3053.69 5.49884
3053.75 6.52366
3053.81 8.66018
3053.84 10.6443
3053.87 13.8533
3053.90 19.2590
3053.93 28.7589
3053.95 36.6820
3053.96 46.5461
3054.00 61.5277
3054.04 53.3908
3054.07 37.2675
3054.10 27.2473
3054.13 20.9614
3054.16 16.9048
3054.19 14.1933
3054.25 10.9480
3054.31 9.16017
3054.37 8.06671
3054.43 7.34412
3054.55 6.46634
3054.79 5.63559
3055.03 5.24258
3055.51 4.84075
3055.99 4.60207
3056.48 4.41305
3056.72 4.33548
3056.96 4.29345
3057.20 4.37052
3057.32 4.53782
3057.44 4.93006
3057.56 5.87157
3057.62 6.80973
3057.68 8.41117
3057.74 11.3286
3057.80 17.1381
3057.83 22.2554
3057.86 30.1317
3057.89 42.6015
3057.92 62.8854
3057.94 82.2580
3057.96 106.151
3058.00 141.376
3058.04 122.621
3058.08 83.5514
3058.12 57.9208
3058.16 42.3892
3058.20 32.5152
3058.24 26.2856
3058.31 18.9388
3058.39 15.0044
3058.47 12.6403
3058.54 11.0970
3058.70 9.24619
3058.85 8.19978
3059.01 7.53780
3059.31 6.76018
3059.62 6.32032
3059.93 6.03956
3060.54 5.70207
3061.16 5.50444
3061.78 5.37351
3063.01 5.20717
3064.24 5.10340
3065.47 5.03545
3066.08 5.01715
3066.70 5.02742
3067.00 5.06687
3067.31 5.19291
3067.47 5.36065
3067.62 5.77079
3067.70 6.23234
3067.77 7.18232
3067.81 8.08672
3067.85 9.55236
3067.89 12.1333
3067.93 16.9160
3067.96 24.0758
3068.00 28.9384
3068.04 24.0809
3068.07 16.9199
3068.11 12.1331
3068.15 9.54760
3068.19 8.04826
3068.23 7.16885
3068.30 6.21092
3068.38 5.74187
3068.54 5.31740
3068.69 5.13572
3069.00 4.98194
3069.31 4.91503
3069.92 4.84835
3070.54 4.80724
3073.00 4.67271
3074.23 4.58830
3075.46 4.46522
3076.08 4.37511
3076.69 4.26140
3077.00 4.21808
3077.16 4.22663
3077.31 4.30203
3077.46 4.56778
3077.54 4.88233
3077.62 5.48299
3077.70 6.71641
3077.73 7.84180
3077.77 9.56492
3077.81 12.4869
3077.85 17.4710
3077.89 26.7061
3077.91 34.1621
3077.93 45.0048
3077.94 58.3229
3077.96 75.0837
3078.00 99.8537
3078.04 86.7718
3078.07 59.6410
3078.11 41.6936
3078.14 30.6787
3078.18 23.8854
3078.21 19.4962
3078.28 14.4119
3078.35 11.7226
3078.42 10.0792
3078.49 9.02047
3078.63 7.73800
3078.77 7.01205
3078.91 6.55246
3079.19 6.01092
3079.47 5.70548
3079.74 5.51006
3080.30 5.27351
3080.86 5.13308
3081.41 5.03794
3082.52 4.91078
3084.75 4.74991
3086.97 4.61889
3089.20 4.47172
3090.31 4.37857
3091.42 4.26099
3092.54 4.10481
3093.09 4.00816
3093.65 3.90325
3094.21 3.82252
3094.48 3.83326
3094.76 3.95982
3095.04 4.42101
3095.18 4.97454
3095.32 6.04221
3095.46 8.26086
3095.53 10.2925
3095.60 13.4715
3095.67 18.8687
3095.73 28.3547
3095.77 36.0140
3095.80 46.8194
3095.84 62.2402
3095.87 83.4135
3095.94 142.371
3096.00 190.140
3096.06 163.508
3096.13 110.955
3096.19 73.1972
3096.26 51.4185
3096.33 38.5424
3096.39 30.5650
3096.46 25.1705
3096.52 21.4597
3096.65 16.6926
3096.78 13.8479
3096.92 12.0222
3097.18 9.84638
3097.44 8.61889
3097.70 7.84819
3097.97 7.32076
3098.23 6.94171
3098.75 6.43285
3099.28 6.10890
3099.80 5.88478
3100.33 5.72028
3101.38 5.49385
3102.43 5.34370
3104.53 5.15195
3106.63 5.02938
3108.73 4.94156
3110.83 4.88920
3111.35 4.89516
3111.88 4.94137
3112.14 5.01568
3112.40 5.21862
3112.53 5.47158
3112.66 6.06224
3112.73 6.70574
3112.80 7.94726
3112.83 9.06836
3112.86 10.8445
3112.89 13.7912
3112.93 18.7250
3112.96 26.9845
3113.00 32.6506
3113.04 26.9763
3113.07 18.7132
3113.10 14.6297
3113.12 11.9812
3113.17 8.96950
3113.22 7.46714
3113.27 6.63374
3113.38 5.79770
3113.48 5.41860
3113.68 5.08940
3113.88 4.95336
3114.28 4.83966
3114.68 4.78958
3116.29 4.70274
3119.50 4.59281
3122.71 4.47997
3124.32 4.43814
3124.72 4.44867
3125.12 4.50945
3125.32 4.60357
3125.53 4.85382
3125.63 5.15682
3125.73 5.82133
3125.78 6.49207
3125.83 7.70427
3125.88 10.1372
3125.90 12.2769
3125.93 15.5587
3125.96 22.2367
3126.00 26.8039
3126.04 22.2415
3126.07 15.5614
3126.11 11.4037
3126.14 9.03772
3126.18 7.59369
3126.21 6.71938
3126.28 5.73340
3126.35 5.24076
3126.49 4.77520
3126.62 4.57224
3126.90 4.39435
3127.17 4.31299
3127.72 4.22298
3128.27 4.15828
3129.37 4.03289
3130.47 3.88253
3131.57 3.68599
3132.12 3.56648
3132.67 3.44160
3133.22 3.36018
3133.49 3.39624
3133.77 3.59613
3134.04 4.25787
3134.18 5.02131
3134.32 6.45982
3134.45 9.40595
3134.52 12.0372
3134.59 16.0805
3134.66 22.7915
3134.73 34.2293
3134.80 55.5706
3134.83 72.4271
3134.86 95.5579
3134.93 162.988
3135.00 218.718
3135.07 189.241
3135.14 128.437
3135.19 95.1758
3135.24 72.4670
3135.29 57.0507
3135.34 46.3433
3135.44 33.0361
3135.54 25.5105
3135.64 20.7594
3135.74 17.5864
3135.93 13.7230
3136.13 11.4947
3136.33 10.0837
3136.53 9.11267
3136.73 8.41459
3137.13 7.47696
3137.53 6.88096
3137.93 6.46903
3138.33 6.16710
3139.13 5.74758
3139.92 5.46318
3141.52 5.07190
3143.11 4.76005
3143.91 4.59911
3144.71 4.41688
3145.51 4.19642
3145.91 4.06952
3146.30 3.94273
3146.70 3.87093
3146.90 3.92204
3147.10 4.15276
3147.30 4.88330
3147.40 5.71648
3147.50 7.25542
3147.60 10.3806
3147.65 13.1502
3147.70 17.3506
3147.75 24.3015
3147.80 36.2704
3147.83 45.5017
3147.85 58.1370
3147.88 75.5588
3147.90 98.3286
3147.95 168.779
3148.00 225.767
3148.03 219.993
3148.05 194.024
3148.10 131.556
3148.13 102.137
3148.16 80.7579
3148.23 54.1833
3148.29 39.5564
3148.35 30.8089
3148.41 25.1826
3148.47 21.3455
3148.60 16.5682
3148.72 13.7883
3148.85 12.0069
3149.09 9.89995
3149.34 8.71867
3149.59 7.97263
3149.84 7.46202
3150.09 7.09173
3150.58 6.59151
3151.08 6.26890
3151.57 6.04267
3152.07 5.87432
3153.06 5.63796
3154.05 5.47692
3156.04 5.26354
3158.02 5.11963
3160.00 5.00832
3163.97 4.82496
3167.94 4.64294
3169.92 4.53457
3171.91 4.39924
3172.90 4.31479
3173.89 4.21339
3174.88 4.08835
3175.87 3.93111
3176.86 3.73627
3177.36 3.63384
3177.86 3.55987
3178.35 3.62466
3178.60 3.82386
3178.85 4.32945
3179.10 5.60875
3179.22 6.92358
3179.34 9.21823
3179.47 13.5008
3179.53 17.0572
3179.59 22.2819
3179.65 30.2172
3179.72 42.7102
3179.78 63.0254
3179.84 95.6725
3179.92 164.139
3180.00 220.312
3180.08 190.762
3180.16 130.071
3180.22 97.1452
3180.28 74.4572
3180.34 58.9285
3180.39 48.2296
3180.51 34.5711
3180.62 26.7914
3180.74 21.8685
3180.85 18.5947
3181.08 14.5688
3181.32 12.2399
3181.55 10.7560
3181.78 9.73983
3182.01 9.00873
3182.47 8.02686
3182.93 7.40716
3183.39 6.98209
3183.85 6.67328
3184.78 6.25502
3185.70 5.98516
3186.62 5.79615
3187.54 5.65605
3189.39 5.46080
3191.23 5.33211
3193.08 5.25630
3194.00 5.29410
3194.23 5.35762
3194.46 5.53065
3194.58 5.74507
3194.70 6.22875
3194.75 6.73843
3194.81 7.67860
3194.87 9.72455
3194.90 11.6526
3194.93 14.6729
3194.96 20.3764
3195.00 24.1497
3195.04 20.3352
3195.07 14.6194
3195.11 11.1253
3195.14 9.09962
3195.21 7.17585
3195.28 6.35277
3195.35 5.93618
3195.49 5.55006
3195.63 5.38223
3195.90 5.23998
3196.18 5.17996
3197.29 5.09447
3199.50 5.03089
3200.60 5.01717
3201.71 5.03161
3202.26 5.07336
3202.82 5.20657
3203.09 5.38985
3203.37 5.86591
3203.51 6.45419
3203.58 6.97502
3203.65 7.81099
3203.72 9.26878
3203.78 12.1180
3203.82 14.6930
3203.85 18.6306
3203.89 25.3088
3203.92 36.1902
3203.96 54.9361
3204.00 67.4766
3204.04 54.9226
3204.08 36.1725
3204.10 27.3779
3204.13 21.2384
3204.16 17.1312
3204.18 14.4081
3204.24 10.9552
3204.29 9.08607
3204.35 7.93808
3204.40 7.21159
3204.51 6.35699
3204.61 5.89952
3204.72 5.62681
3204.93 5.33251
3205.36 5.09825
3205.79 5.00755
3206.64 4.93725
3207.49 4.91645
3208.35 4.92867
3209.20 5.01371
3209.63 5.14552
3209.84 5.27705
3210.06 5.50909
3210.27 5.97625
3210.38 6.40670
3210.48 7.11405
3210.59 8.42146
3210.64 9.51057
3210.70 11.1559
3210.75 13.8525
3210.80 18.4240
3210.86 26.9448
3210.91 43.8615
3210.96 67.4763
3211.00 82.9505
3211.05 67.5059
3211.09 43.8978
3211.12 33.1914
3211.15 25.9067
3211.21 17.3658
3211.27 12.9735
3211.32 10.4898
3211.38 8.94759
3211.44 7.96126
3211.56 6.79913
3211.67 6.16491
3211.79 5.78756
3212.02 5.37410
3212.49 5.04335
3212.95 4.91315
3213.89 4.80499
3214.82 4.75511
3216.68 4.69765
3218.55 4.65550
3222.27 4.57868
3226.00 4.49612
3229.73 4.39493
3231.59 4.33072
3233.45 4.25005
3235.32 4.14012
3236.25 4.06614
3237.18 3.97110
3238.11 3.84346
3238.58 3.76341
3239.04 3.67442
3239.51 3.59729
3239.74 3.59247
3239.98 3.66890
3240.21 3.98835
3240.33 4.39106
3240.44 5.18177
3240.56 6.88969
3240.62 8.46755
3240.67 11.0279
3240.73 15.4357
3240.79 23.6206
3240.82 30.3945
3240.85 40.2603
3240.88 54.8856
3240.91 77.0908
3240.95 129.561
3241.00 172.851
3241.02 167.976
3241.05 148.075
3241.09 100.147
3241.14 69.1248
3241.18 50.2189
3241.22 38.1514
3241.26 30.4857
3241.35 21.4303
3241.43 16.6173
3241.52 13.6852
3241.60 11.7943
3241.77 9.51467
3241.94 8.23060
3242.11 7.42154
3242.45 6.47382
3242.78 5.94272
3243.12 5.60429
3243.80 5.19497
3244.48 4.94992
3245.15 4.77995
3246.50 4.53641
3247.86 4.33289
3248.53 4.22633
3249.21 4.10638
3249.88 3.96530
3250.22 3.88772
3250.56 3.81625
3250.90 3.79547
3251.07 3.85394
3251.24 4.04777
3251.41 4.60285
3251.49 5.21605
3251.57 6.32442
3251.66 8.53963
3251.74 13.3830
3251.79 18.2254
3251.83 26.2718
3251.87 40.6609
3251.89 51.9276
3251.91 67.6822
3251.96 113.588
3252.00 151.742
3252.02 147.917
3252.04 130.370
3252.09 88.5752
3252.13 60.0066
3252.17 43.1413
3252.22 32.6484
3252.26 26.1043
3252.30 21.5967
3252.34 18.5010
3252.43 14.5161
3252.51 12.1062
3252.60 10.5432
3252.77 8.68805
3252.94 7.63735
3253.10 6.97823
3253.44 6.20170
3253.78 5.76155
3254.12 5.47874
3254.80 5.13308
3255.48 4.92337
3256.15 4.77736
3257.51 4.57329
3258.86 4.42138
3260.22 4.28954
3262.92 4.03117
3264.28 3.88723
3265.63 3.72268
3266.99 3.52778
3268.34 3.29363
3269.02 3.16166
3269.70 3.02664
3270.37 2.90878
3271.05 2.87233
3271.39 2.93972
3271.73 3.13887
3272.07 3.60503
3272.41 4.64799
3272.58 5.60943
3272.75 7.10332
3272.91 9.51648
3273.08 13.6026
3273.25 21.0388
3273.34 27.0669
3273.42 35.6232
3273.51 48.4312
3273.59 67.7255
3273.68 98.2779
3273.76 145.714
3273.88 250.876
3274.00 338.098
3274.12 291.742
3274.24 196.765
3274.36 132.835
3274.47 94.2379
3274.59 70.5955
3274.70 55.4994
3274.81 45.1894
3274.93 37.9103
3275.16 28.5768
3275.39 22.9571
3275.62 19.3105
3276.08 14.9319
3276.54 12.4597
3276.99 10.8975
3277.45 9.83099
3277.91 9.06088
3278.83 8.02839
3279.75 7.37023
3280.67 6.91409
3281.58 6.57872
3283.42 6.11381
3285.26 5.80307
3287.09 5.59360
3287.55 5.56940
3288.01 5.59361
3288.24 5.66501
3288.47 5.88153
3288.58 6.15825
3288.70 6.79006
3288.76 7.46648
3288.81 8.72362
3288.87 11.4108
3288.90 13.9813
3288.93 17.8764
3288.96 25.3657
3289.00 30.3742
3289.04 25.3625
3289.07 17.8671
3289.10 14.3069
3289.12 11.9080
3289.17 9.16703
3289.22 7.79322
3289.27 7.02817
3289.37 6.26108
3289.47 5.90455
3289.67 5.58853
3289.87 5.44988
3290.27 5.31877
3290.67 5.24667
3292.28 5.06428
3293.88 4.90324
3295.48 4.72295
3297.08 4.49167
3297.88 4.34048
3298.68 4.15054
3299.48 3.90822
3299.88 3.77042
3300.28 3.64467
3300.68 3.62432
3300.88 3.75635
3301.08 4.16408
3301.28 5.29324
3301.38 6.50381
3301.48 8.67300
3301.58 12.8309
3301.63 16.3560
3301.68 21.6236
3301.73 29.7862
3301.78 42.9575
3301.83 65.0469
3301.88 102.643
3301.94 176.907
3302.00 239.510
3302.06 208.024
3302.12 141.485
3302.19 90.4486
3302.26 62.2028
3302.33 46.0137
3302.40 36.0646
3302.47 29.5436
3302.54 25.0353
3302.67 19.3772
3302.81 16.0124
3302.95 13.8524
3303.22 11.2654
3303.50 9.80528
3303.77 8.87998
3304.05 8.24577
3304.32 7.78580
3304.87 7.16446
3305.42 6.76630
3305.97 6.48882
3306.52 6.28405
3307.63 6.00156
3308.73 5.81998
3309.83 5.73040
3310.10 5.74879
3310.38 5.84411
3310.51 5.98226
3310.65 6.32037
3310.72 6.69777
3310.79 7.45439
3310.86 9.24377
3310.89 11.0704
3310.93 14.2135
3310.96 19.3881
3311.00 22.8618
3311.04 19.3861
3311.07 14.2063
3311.12 10.3540
3311.17 8.42561
3311.21 7.42169
3311.26 6.85858
3311.35 6.26694
3311.44 5.98995
3311.62 5.73978
3311.81 5.62977
3312.54 5.47411
3314.00 5.35913
3315.47 5.28953
3316.20 5.28738
3316.56 5.37210
3316.75 5.62634
3316.84 6.11967
3316.88 6.74309
3316.93 8.02406
3316.97 9.73468
3317.00 10.8381
3317.04 9.73386
3317.07 8.02085
3317.12 6.75535
3317.16 6.12748
3317.25 5.62249
3317.43 5.34371
3317.79 5.22512
3318.50 5.16571
3319.93 5.10739
3322.78 5.01734
3328.50 4.86155
3334.21 4.70865
3335.64 4.67169
3337.07 4.64572
3337.78 4.65052
3338.49 4.70735
3338.85 4.80455
3339.21 5.08224
3339.39 5.44309
3339.48 5.77374
3339.57 6.32139
3339.66 7.33506
3339.70 8.18843
3339.74 9.44612
3339.79 11.4994
3339.83 14.9291
3339.88 21.4117
3339.92 33.8063
3339.96 51.3270
3340.00 63.1274
3340.04 51.3099
3340.08 33.7825
3340.10 25.4692
3340.13 19.7253
3340.16 15.8856
3340.19 13.2599
3340.24 10.0731
3340.29 8.32021
3340.35 7.26611
3340.40 6.58679
3340.51 5.80163
3340.72 5.12181
3340.94 4.84217
3341.37 4.60992
3341.80 4.50860
3342.66 4.40114
3343.52 4.32573
3345.24 4.17971
3346.97 3.99906
3347.83 3.88423
3348.69 3.74476
3349.55 3.57169
3350.41 3.35439
3351.27 3.09169
3351.70 2.96205
3352.13 2.88914
3352.35 2.91866
3352.56 3.05381
3352.78 3.40799
3352.99 4.24786
3353.10 5.04164
3353.21 6.28805
3353.32 8.34927
3353.42 11.8536
3353.53 18.3343
3353.58 23.6444
3353.64 31.1842
3353.69 42.6463
3353.75 60.3741
3353.80 88.5827
3353.85 132.700
3353.93 229.055
3354.00 309.566
3354.07 267.828
3354.15 181.118
3354.20 136.992
3354.25 105.900
3354.30 84.1765
3354.35 68.7327
3354.45 49.0639
3354.55 37.5848
3354.65 30.3148
3354.75 25.4060
3354.95 19.3691
3355.15 15.8574
3355.35 13.6144
3355.75 10.9698
3356.15 9.48163
3356.55 8.54217
3356.94 7.89717
3357.34 7.42784
3358.14 6.78940
3358.94 6.37300
3359.74 6.07565
3360.54 5.84809
3362.14 5.50245
3363.73 5.20980
3364.53 5.05153
3365.33 4.85936
3365.73 4.74433
3366.13 4.64689
3366.33 4.67433
3366.43 4.76610
3366.53 4.99341
3366.63 5.56064
3366.68 6.13214
3366.73 7.11028
3366.78 8.88859
3366.83 12.4000
3366.85 15.4580
3366.88 20.1059
3366.90 27.3390
3366.93 38.1802
3366.95 50.0089
3366.96 63.7036
3367.00 84.6707
3367.04 74.3543
3367.07 51.5733
3367.11 35.4913
3367.15 25.8966
3367.19 20.2043
3367.22 16.6243
3367.26 14.2402
3367.30 12.5731
3367.38 10.4664
3367.45 9.18996
3367.53 8.35897
3367.68 7.36402
3367.98 6.42141
3368.28 5.96810
3368.89 5.49642
3369.50 5.20689
3370.10 4.95810
3370.41 4.83133
3370.71 4.70284
3371.01 4.59627
3371.16 4.58523
3371.31 4.66806
3371.47 5.02100
3371.54 5.45458
3371.62 6.27497
3371.69 7.97078
3371.77 11.7465
3371.81 15.4940
3371.84 21.8698
3371.86 26.7245
3371.88 33.2919
3371.90 42.2264
3371.92 54.0832
3371.94 71.0532
3371.96 91.3362
3372.00 123.811
3372.02 121.490
3372.04 108.239
3372.08 75.0930
3372.12 50.6197
3372.17 36.5994
3372.21 28.0568
3372.25 22.7989
3372.29 19.2051
3372.34 16.7469
3372.42 13.5886
3372.51 11.6759
3372.59 10.4304
3372.76 8.94093
3372.93 8.08736
3373.10 7.54567
3373.44 6.89655
3373.78 6.52337
3374.12 6.28029
3374.79 5.97983
3375.47 5.79728
3376.15 5.67221
3377.50 5.50666
3378.86 5.39907
3380.21 5.32698
3381.57 5.31676
3381.91 5.35670
3382.25 5.48607
3382.42 5.65976
3382.59 6.08552
3382.67 6.57269
3382.75 7.57525
3382.80 8.55251
3382.84 10.1706
3382.88 13.1006
3382.92 18.7458
3382.96 26.9338
3383.00 32.3184
3383.04 26.9293
3383.08 18.7380
3383.11 14.3324
3383.14 11.5353
3383.17 9.77392
3383.20 8.62447
3383.26 7.29435
3383.32 6.59545
3383.45 5.92906
3383.57 5.63356
3383.82 5.38276
3384.07 5.27895
3384.56 5.18820
3385.06 5.14418
3387.04 5.05362
3391.00 4.92338
3392.98 4.84978
3394.96 4.74903
3395.95 4.67434
3396.94 4.56526
3397.43 4.49396
3397.93 4.43994
3398.18 4.48434
3398.30 4.57959
3398.42 4.80312
3398.55 5.35121
3398.61 5.90445
3398.67 6.85940
3398.73 8.62323
3398.80 12.2009
3398.83 15.4067
3398.86 20.4181
3398.89 28.4998
3398.92 41.2080
3398.96 68.0892
3399.00 90.4564
3399.04 78.5000
3399.08 54.2055
3399.12 39.4655
3399.15 29.7816
3399.19 23.5795
3399.22 19.5589
3399.29 14.6698
3399.36 11.9828
3399.43 10.3436
3399.50 9.26357
3399.63 7.95894
3399.77 7.21368
3399.91 6.74576
3400.19 6.19536
3400.46 5.88568
3400.74 5.68988
3401.29 5.45572
3401.85 5.32039
3402.40 5.23148
3403.50 5.12018
3404.61 5.05273
3405.72 5.01285
3406.82 5.03125
3407.10 5.07874
3407.37 5.21499
3407.51 5.38810
3407.65 5.79776
3407.72 6.24512
3407.79 7.13472
3407.86 9.22771
3407.89 11.4440
3407.93 15.2554
3407.96 21.3781
3408.00 25.5529
3408.04 21.3535
3408.07 15.2232
3408.10 12.2111
3408.12 10.2471
3408.17 8.01266
3408.22 6.89770
3408.27 6.27915
3408.38 5.65862
3408.48 5.37720
3408.68 5.13263
3408.88 5.03168
3409.28 4.94640
3409.68 4.90863
3411.29 4.84430
3414.50 4.77573
3416.10 4.75070
3417.71 4.74012
3418.51 4.75354
3419.31 4.81865
3419.72 4.91912
3420.12 5.19764
3420.32 5.55775
3420.42 5.88885
3420.52 6.44021
3420.62 7.46872
3420.67 8.33249
3420.72 9.64833
3420.77 11.7779
3420.82 15.4946
3420.87 22.5736
3420.89 28.4905
3420.92 37.0250
3420.96 56.3893
3421.00 69.4390
3421.04 56.4355
3421.08 37.0818
3421.13 23.6425
3421.17 16.4826
3421.22 12.5755
3421.26 10.3170
3421.31 8.85767
3421.36 7.90520
3421.45 6.74425
3421.54 6.09695
3421.63 5.70802
3421.81 5.27836
3422.18 4.92965
3422.54 4.79244
3423.27 4.68212
3424.00 4.63909
3424.73 4.62745
3425.46 4.66623
3425.82 4.74363
3426.19 4.96970
3426.37 5.26465
3426.55 5.98195
3426.65 6.79481
3426.74 8.48986
3426.78 10.1253
3426.83 12.8350
3426.87 17.8892
3426.92 27.4184
3426.96 41.1002
3427.00 50.3401
3427.04 41.1057
3427.08 27.4231
3427.13 17.7413
3427.17 12.7520
3427.22 10.0265
3427.27 8.42146
3427.36 6.73640
3427.45 5.92682
3427.63 5.20597
3427.82 4.90283
3428.19 4.65154
3428.56 4.54651
3429.29 4.44668
3430.03 4.38727
3431.50 4.28821
3432.98 4.17724
3434.45 4.02960
3435.19 3.93289
3435.92 3.81567
3436.66 3.68214
3437.03 3.62414
3437.40 3.60939
3437.77 3.75296
3437.95 3.99690
3438.13 4.54010
3438.32 5.80870
3438.41 7.05590
3438.50 9.16657
3438.59 12.9769
3438.69 20.4813
3438.73 27.0261
3438.78 37.0075
3438.82 52.6300
3438.87 77.1865
3438.94 130.969
3439.00 175.346
3439.07 151.567
3439.13 102.957
3439.18 77.2706
3439.22 59.4949
3439.27 47.2774
3439.31 38.7079
3439.41 27.9497
3439.50 21.7602
3439.59 17.8776
3439.68 15.2736
3439.87 12.0800
3440.05 10.2444
3440.23 9.07554
3440.60 7.69754
3440.97 6.92446
3441.34 6.43400
3441.71 6.09583
3442.07 5.84812
3442.81 5.50668
3443.55 5.27744
3445.02 4.96885
3446.49 4.73466
3447.23 4.61913
3447.96 4.49168
3448.70 4.33961
3449.43 4.15568
3449.80 4.07893
3449.99 4.07855
3450.17 4.16376
3450.35 4.49384
3450.45 4.89226
3450.54 5.65635
3450.63 7.22186
3450.68 8.61942
3450.72 10.7996
3450.77 14.3575
3450.81 20.4842
3450.86 31.6506
3450.88 40.5218
3450.91 52.5313
3450.95 88.9270
3451.00 119.451
3451.05 104.280
3451.09 71.7441
3451.13 52.5859
3451.17 39.8941
3451.21 31.5488
3451.25 26.0166
3451.32 19.0943
3451.40 15.2759
3451.47 12.8867
3451.55 11.3204
3451.70 9.39680
3451.85 8.29432
3452.00 7.59153
3452.30 6.76151
3452.60 6.29086
3452.90 5.99200
3453.51 5.63727
3454.11 5.44743
3454.71 5.37785
3455.02 5.42211
3455.32 5.63502
3455.47 5.93691
3455.62 6.67840
3455.70 7.50937
3455.77 9.15690
3455.81 10.6765
3455.85 13.0542
3455.88 17.1892
3455.92 24.2443
3455.96 35.7233
3456.00 43.4976
3456.04 35.7609
3456.08 24.2838
3456.12 17.3589
3456.15 13.2308
3456.19 10.7729
3456.23 9.26811
3456.30 7.54063
3456.37 6.67546
3456.52 5.86155
3456.67 5.50377
3456.96 5.19460
3457.25 5.05863
3457.84 4.92504
3458.43 4.84873
3460.78 4.66169
3463.13 4.51233
3465.48 4.35317
3467.82 4.15124
3469.00 4.01756
3470.17 3.84553
3470.76 3.73827
3471.35 3.61240
3471.94 3.46450
3472.52 3.29712
3473.11 3.14513
3473.40 3.12540
3473.70 3.24461
3473.99 3.78384
3474.14 4.46881
3474.28 5.81443
3474.43 8.69057
3474.51 11.3658
3474.58 15.6074
3474.65 22.9061
3474.73 35.9689
3474.76 46.6670
3474.80 61.4544
3474.84 83.3308
3474.87 113.827
3474.94 195.605
3475.00 261.956
3475.07 225.960
3475.13 153.427
3475.18 114.452
3475.22 87.5242
3475.27 69.0477
3475.31 56.1056
3475.41 39.8803
3475.50 30.5561
3475.59 24.7103
3475.68 20.7905
3475.87 15.9832
3476.05 13.2195
3476.23 11.4589
3476.42 10.2533
3476.60 9.38237
3476.97 8.21685
3477.34 7.47733
3477.71 6.96759
3478.07 6.59446
3478.81 6.08102
3479.55 5.73757
3480.28 5.48332
3481.02 5.27875
3482.49 4.93509
3483.23 4.76708
3483.96 4.58250
3484.70 4.36272
3485.07 4.23398
3485.43 4.09629
3485.80 3.98315
3485.99 3.97961
3486.17 4.09630
3486.35 4.55768
3486.45 5.11704
3486.54 6.19111
3486.63 8.39197
3486.68 10.3555
3486.72 13.4156
3486.77 18.4022
3486.81 26.9699
3486.84 33.5553
3486.86 42.5378
3486.88 54.8738
3486.91 71.8003
3486.95 123.330
3487.00 165.877
3487.05 145.054
3487.09 99.1053
3487.13 76.9927
3487.16 60.6023
3487.22 40.6508
3487.28 29.9058
3487.34 23.6446
3487.40 19.5698
3487.47 16.8053
3487.59 13.3959
3487.71 11.3941
3487.84 10.1187
3488.08 8.59461
3488.33 7.73243
3488.58 7.18253
3489.07 6.52344
3489.56 6.14049
3490.06 5.88724
3491.05 5.56458
3492.03 5.35773
3493.02 5.20467
3495.00 4.96727
3496.97 4.74919
3497.96 4.62626
3498.95 4.47845
3499.94 4.28381
3500.43 4.15808
3500.93 4.00674
3501.42 3.83601
3501.67 3.76260
3501.91 3.74448
3502.16 3.92519
3502.28 4.23097
3502.41 4.89858
3502.53 6.44480
3502.59 7.94268
3502.65 10.3857
3502.72 14.7443
3502.75 18.1850
3502.78 22.8355
3502.81 29.7064
3502.84 39.8125
3502.87 54.9387
3502.90 76.8483
3502.95 131.759
3503.00 178.496
3503.03 175.251
3503.05 155.566
3503.10 106.565
3503.15 70.3359
3503.21 49.5923
3503.26 37.1741
3503.31 29.5639
3503.37 24.4228
3503.42 20.9076
3503.53 16.4203
3503.63 13.7265
3503.74 11.9797
3503.95 9.89905
3504.17 8.71562
3504.38 7.96799
3504.59 7.45247
3504.81 7.07996
3505.23 6.57545
3505.66 6.25084
3506.09 6.02421
3506.51 5.85705
3507.37 5.62612
3508.22 5.48160
3509.07 5.44133
3509.29 5.48963
3509.50 5.64962
3509.61 5.85704
3509.71 6.32787
3509.77 6.82691
3509.82 7.73892
3509.87 9.63835
3509.90 11.4108
3509.93 14.1060
3509.96 19.4453
3510.00 22.9623
3510.04 19.4291
3510.07 14.0804
3510.11 10.6302
3510.15 8.70276
3510.22 6.94908
3510.29 6.21870
3510.37 5.86113
3510.51 5.52836
3510.66 5.38176
3510.95 5.24839
3511.25 5.18349
3512.42 5.05664
3514.77 4.90455
3517.11 4.77437
3519.46 4.63837
3521.80 4.47246
3522.98 4.36641
3524.15 4.23412
3525.32 4.06468
3525.91 3.96580
3526.50 3.87002
3527.08 3.83210
3527.38 3.89784
3527.67 4.13387
3527.96 4.83227
3528.11 5.60672
3528.26 7.01730
3528.40 9.81818
3528.48 12.2378
3528.55 15.9316
3528.62 21.9160
3528.70 31.8239
3528.77 49.2450
3528.84 80.6212
3528.92 137.409
3529.00 183.763
3529.08 158.932
3529.16 108.463
3529.24 71.1285
3529.33 49.9923
3529.41 37.5285
3529.50 29.7225
3529.58 24.5420
3529.66 20.9304
3529.83 16.3394
3530.00 13.6054
3530.17 11.8472
3530.51 9.74979
3530.84 8.56491
3531.18 7.81838
3531.52 7.30654
3531.85 6.93732
3532.52 6.43982
3533.20 6.12118
3533.87 5.89937
3534.54 5.73559
3535.89 5.50868
3537.24 5.35982
