Rb-85(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
4375.30 3.37487
4375.44 5.03986
4375.57 8.23416
4375.64 11.0571
4375.71 15.4564
4375.77 22.5963
4375.84 34.1056
4375.92 54.6858
4376.00 68.1782
4376.08 54.4106
4376.16 34.1040
4376.22 23.6948
4376.28 17.0127
4376.34 12.5613
4376.39 9.61801
4376.51 6.06928
4376.63 4.14962
4376.74 3.00812
4376.86 2.27855
4377.10 1.43741
4377.33 0.990914
4377.56 0.726320
4378.03 0.442121
4378.50 0.300035
4378.97 0.219091
4379.90 0.134431
4381.77 0.0696121
4383.64 0.0450191
4387.38 0.0257824
4391.12 0.0182038
4398.60 0.0120103
4406.08 0.00943994
4421.04 0.00723787
4436.00 0.00635578
4450.96 0.00612090
4465.92 0.00675326
4480.88 0.0114393
4484.62 0.0161375
4488.36 0.0289282
4490.23 0.0460723
4492.10 0.0927807
4493.04 0.154975
4493.97 0.320666
4494.44 0.533686
4494.67 0.732264
4494.91 1.06609
4495.14 1.69790
4495.26 2.24649
4495.37 3.10556
4495.49 4.55176
4495.61 7.22883
4495.67 9.49807
4495.73 12.8170
4495.78 17.8735
4495.84 25.5927
4495.92 41.0916
4496.00 51.2712
4496.08 40.8851
4496.16 25.5934
4496.25 14.6514
4496.34 9.09384
4496.43 6.05745
4496.53 4.30351
4496.62 3.19258
4496.71 2.46412
4496.89 1.59161
4497.07 1.10949
4497.26 0.817909
4497.62 0.499569
4497.99 0.338429
4498.35 0.246506
4499.08 0.151288
4500.55 0.0831048
4502.01 0.0653082
4503.47 0.0714915
4504.93 0.116261
4505.66 0.182819
4506.39 0.363251
4506.76 0.594065
4506.94 0.807098
4507.12 1.16024
4507.31 1.81576
4507.40 2.36895
4507.49 3.21349
4507.58 4.60445
4507.67 7.02705
4507.76 11.6865
4507.81 15.6696
4507.85 21.2517
4507.93 34.0421
4508.00 42.5889
4508.07 34.0421
4508.15 21.2517
4508.20 14.8663
4508.25 10.7394
4508.30 7.96272
4508.36 6.11861
4508.46 3.87763
4508.57 2.65737
4508.67 1.92863
4508.78 1.46150
4508.99 0.921485
4509.20 0.634193
4509.41 0.463770
4509.83 0.280724
4510.67 0.137264
4511.50 0.0832597
4513.18 0.0424106
4514.86 0.0272500
4518.22 0.0157204
4521.58 0.0113590
4535.00 0.00689676
4548.43 0.00764561
4555.15 0.0143569
4558.50 0.0406531
4559.34 0.0666779
4560.18 0.136342
4560.60 0.226236
4561.02 0.451581
4561.23 0.719950
4561.44 1.32050
4561.55 1.94055
4561.65 3.09509
4561.70 4.08075
4561.76 5.52775
4561.81 7.74697
4561.86 11.1682
4561.93 17.8647
4562.00 22.3391
4562.07 17.8649
4562.14 11.1685
4562.19 7.69477
4562.25 5.46041
4562.30 4.01421
4562.35 3.05000
4562.46 1.90993
4562.56 1.29876
4562.78 0.705859
4562.99 0.442840
4563.41 0.221337
4563.84 0.133523
4564.69 0.0652385
4565.54 0.0397954
4568.93 0.0139885
4575.73 0.00721591
4589.32 0.00558128
4616.50 0.00576329
4643.68 0.00755881
4657.27 0.0114684
4664.06 0.0226380
4665.76 0.0330851
4667.46 0.0612361
4668.31 0.0986545
4669.16 0.198165
4669.58 0.326061
4670.01 0.645482
4670.22 1.02563
4670.43 1.86781
4670.54 2.73079
4670.64 4.32347
4670.70 5.65588
4670.75 7.63333
4670.80 10.6480
4670.86 15.2744
4670.93 24.4882
4671.00 30.5416
4671.07 24.4884
4671.14 15.2749
4671.19 11.3021
4671.23 8.51632
4671.32 5.14624
4671.41 3.38235
4671.50 2.38265
4671.68 1.35119
4671.85 0.867177
4672.21 0.444790
4672.56 0.272709
4673.27 0.136661
4673.98 0.0855010
4675.40 0.0477495
4676.81 0.0350068
4679.65 0.0287248
4682.48 0.0323520
4685.32 0.0460479
4688.15 0.0877560
4689.57 0.145155
4690.28 0.201424
4690.99 0.301675
4691.70 0.507793
4692.05 0.703502
4692.41 1.04142
4692.76 1.70310
4692.94 2.29734
4693.11 3.26369
4693.29 4.98291
4693.38 6.39671
4693.47 8.45425
4693.56 11.6693
4693.65 16.8614
4693.73 25.9542
4693.82 41.9535
4693.91 67.1246
4694.00 83.9067
4694.09 67.1242
4694.18 41.9538
4694.24 30.5917
4694.29 22.8501
4694.40 13.7031
4694.52 8.96132
4694.63 6.26621
4694.74 4.60967
4694.85 3.52602
4695.08 2.24842
4695.30 1.55598
4695.52 1.14033
4695.97 0.688559
4696.42 0.461721
4696.87 0.332088
4697.76 0.197315
4698.66 0.132323
4699.56 0.0962081
4701.35 0.0596161
4704.93 0.0333062
4708.52 0.0247447
4715.69 0.0236706
4719.27 0.0376936
4721.07 0.0853685
4721.51 0.129011
4721.96 0.238198
4722.19 0.368222
4722.41 0.660998
4722.52 0.965993
4722.63 1.54058
4722.75 2.77585
4722.80 3.94107
4722.86 5.78490
4722.93 9.26065
4723.00 11.5436
4723.07 9.26119
4723.14 5.78597
4723.20 3.84037
4723.26 2.65049
4723.38 1.42802
4723.51 0.882077
4723.63 0.601285
4723.87 0.335867
4724.11 0.220722
4724.59 0.127314
4725.07 0.0930948
4726.04 0.0744998
4727.00 0.0826175
4727.96 0.117002
4728.93 0.220514
4729.41 0.357539
4729.89 0.707637
4730.13 1.13052
4730.25 1.50526
4730.37 2.09647
4730.49 3.12355
4730.61 5.07576
4730.67 6.77016
4730.73 9.37748
4730.79 13.5413
4730.85 20.2976
4730.93 32.4435
4731.00 40.5875
4731.07 32.4436
4731.15 20.2979
4731.20 14.1718
4731.25 10.1185
4731.31 7.47342
4731.36 5.72605
4731.47 3.61557
4731.57 2.47307
4731.68 1.78843
4731.79 1.35564
4732.00 0.856383
4732.43 0.433800
4732.86 0.265601
4733.72 0.134686
4734.57 0.0860104
4736.29 0.0508550
4738.00 0.0405895
4739.72 0.0409097
4741.43 0.0557777
4742.29 0.0792004
4743.15 0.144126
4743.57 0.228765
4744.00 0.441935
4744.22 0.697483
4744.43 1.26879
4744.54 1.86024
4744.65 2.96529
4744.70 3.91219
4744.75 5.30859
4744.81 7.51369
4744.86 10.9526
4744.93 17.5202
4745.00 21.8914
4745.07 17.5203
4745.14 10.9527
4745.19 7.98853
4745.23 5.97386
4745.32 3.57277
4745.41 2.33493
4745.50 1.64016
4745.67 0.929251
4745.85 0.598033
4746.20 0.310380
4746.56 0.193536
4747.27 0.101110
4747.98 0.0661156
4750.81 0.0300087
4756.48 0.0206154
4767.81 0.0201319
4790.49 0.0287093
4801.82 0.0373363
4813.16 0.0520534
4818.83 0.0642498
4824.50 0.0849699
4827.33 0.104307
4830.17 0.145747
4831.58 0.194784
4833.00 0.320006
4833.71 0.480915
4834.06 0.632858
4834.42 0.895076
4834.77 1.41009
4834.95 1.87498
4835.13 2.63578
4835.30 4.00290
4835.39 5.13906
4835.48 6.80997
4835.57 9.45850
4835.66 13.8217
4835.75 21.6804
4835.83 36.0144
4835.92 57.6281
4836.00 71.7816
4836.08 57.3548
4836.17 36.0165
4836.24 23.6867
4836.31 16.2828
4836.38 11.7021
4836.45 8.75231
4836.59 5.38432
4836.74 3.63847
4836.88 2.62882
4837.02 1.99602
4837.30 1.28048
4837.59 0.907203
4837.87 0.690357
4838.44 0.461596
4839.01 0.350870
4839.58 0.290303
4840.71 0.232285
4842.99 0.202055
4845.26 0.207344
4849.81 0.258258
4854.35 0.357569
4856.63 0.434568
4858.90 0.540848
4861.17 0.692128
4863.45 0.916073
4865.72 1.26428
4867.99 1.83733
4870.27 2.83981
4871.40 3.61428
4872.54 4.64866
4874.77 7.42866
4877.00 9.28165
4879.23 7.44514
4881.46 4.72847
4883.15 3.53750
4883.58 3.49662
4884.00 3.82804
4884.21 4.39188
4884.43 5.77344
4884.53 7.22943
4884.64 9.92259
4884.74 15.4466
4884.80 20.3802
4884.85 27.6042
4884.92 42.7734
4885.00 52.8764
4885.08 42.7101
4885.15 27.4777
4885.22 18.3871
4885.29 13.0085
4885.36 9.76459
4885.43 7.71100
4885.57 5.39385
4885.70 4.19972
4885.98 3.03629
4886.25 2.49059
4886.81 1.95649
4887.36 1.67184
4889.56 1.11042
4891.76 0.823677
4893.97 0.648353
4896.17 0.544524
4898.37 0.519435
4899.48 0.571886
4900.03 0.641045
4900.58 0.775453
4901.13 1.05936
4901.40 1.32759
4901.68 1.77765
4901.96 2.61733
4902.09 3.33281
4902.23 4.41969
4902.37 6.20199
4902.51 9.31303
4902.64 15.3495
4902.71 20.4555
4902.78 27.6564
4902.89 44.0877
4903.00 55.0425
4903.11 44.0823
4903.22 27.6473
4903.32 18.2179
4903.41 12.5045
4903.51 8.99575
4903.60 6.74892
4903.79 4.19706
4903.98 2.88505
4904.17 2.12248
4904.36 1.64450
4904.74 1.10329
4905.12 0.818035
4905.50 0.649387
4906.26 0.465210
4907.02 0.369852
4907.77 0.312304
4909.29 0.245757
4912.33 0.180996
4915.36 0.145964
4921.44 0.105269
4927.51 0.0813850
4939.65 0.0550061
4951.79 0.0423889
4963.94 0.0380934
4970.01 0.0394604
4976.08 0.0450686
4982.15 0.0601919
4985.19 0.0761806
4988.22 0.105608
4991.26 0.167455
4992.78 0.227156
4994.29 0.331620
4995.81 0.539175
4996.57 0.729453
4997.33 1.04506
4998.09 1.62338
4998.47 2.11107
4998.85 2.84899
4999.23 4.03999
4999.61 6.09704
4999.80 7.71586
4999.99 9.96651
5000.18 13.1721
5000.36 17.6624
5000.68 28.2491
5001.00 35.3048
5001.32 28.2449
5001.64 17.6581
5001.96 10.8094
5002.28 7.01034
5002.60 4.82956
5002.92 3.50060
5003.24 2.64293
5003.56 2.06163
5004.21 1.35169
5004.85 0.953075
5005.49 0.708775
5006.77 0.437571
5008.06 0.298580
5009.34 0.218181
5011.91 0.133527
5014.48 0.0921655
5017.05 0.0688910
5022.19 0.0449521
5027.32 0.0334862
5032.46 0.0271413
5042.74 0.0209315
5053.01 0.0186819
5063.28 0.0191240
5073.56 0.0267464
5076.13 0.0344051
5078.70 0.0552802
5079.98 0.0832950
5081.27 0.158974
5081.91 0.258045
5082.55 0.513774
5082.87 0.828290
5083.03 1.11131
5083.19 1.56684
5083.35 2.37778
5083.51 3.98922
5083.59 5.47602
5083.67 7.85187
5083.75 11.8953
5083.83 18.9395
5083.92 30.3440
5084.00 37.8180
5084.08 30.1993
5084.17 18.9398
5084.25 11.5717
5084.34 7.48489
5084.42 5.14722
5084.51 3.72643
5084.68 2.19200
5084.85 1.44004
5085.02 1.01590
5085.19 0.757115
5085.52 0.468976
5086.20 0.236330
5086.88 0.146853
5088.24 0.0791762
5089.59 0.0546937
5092.30 0.0375737
5095.02 0.0326935
5100.44 0.0347147
5103.15 0.0483855
5104.51 0.0932656
5105.19 0.233180
5105.53 0.592623
5105.70 1.26137
5105.78 2.08668
5105.87 3.76952
5105.93 6.02518
5106.00 7.50539
5106.07 6.02538
5106.13 3.76988
5106.23 1.93225
5106.33 1.11967
5106.52 0.505116
5106.91 0.196896
5107.68 0.0839702
5109.22 0.0511950
5112.31 0.0470691
5115.39 0.0531764
5118.48 0.0646837
5121.56 0.0852169
5124.65 0.130585
5126.19 0.183456
5126.97 0.231969
5127.74 0.315293
5128.51 0.482147
5128.89 0.639096
5129.28 0.908574
5129.67 1.43677
5129.86 1.91509
5130.05 2.69959
5130.24 4.11484
5130.34 5.29542
5130.44 7.04100
5130.53 9.82217
5130.63 14.4481
5130.73 22.7588
5130.82 38.2951
5130.91 61.2749
5131.00 76.6250
5131.09 61.2767
5131.18 38.2996
5131.24 26.6281
5131.31 19.1298
5131.37 14.2090
5131.44 10.8914
5131.57 6.90118
5131.70 4.75876
5131.83 3.47479
5131.96 2.66103
5132.22 1.72017
5132.48 1.22299
5132.74 0.930491
5133.27 0.621432
5133.79 0.473062
5134.31 0.394305
5135.35 0.327060
5137.44 0.330479
5139.52 0.429449
5141.61 0.656492
5142.65 0.865292
5143.70 1.20430
5144.22 1.45774
5144.74 1.80123
5145.26 2.28318
5145.78 2.98198
5146.30 4.04423
5146.82 5.73397
5147.35 8.56666
5147.87 13.3889
5148.43 21.4035
5149.00 26.7308
5149.57 21.3846
5150.13 13.3871
5150.80 7.64829
5151.46 4.72960
5152.12 3.16327
5152.78 2.25314
5153.44 1.68594
5154.10 1.31192
5155.42 0.869757
5156.74 0.633110
5158.07 0.496924
5160.71 0.374627
5163.35 0.376060
5164.68 0.428977
5166.00 0.545103
5167.32 0.793791
5167.98 1.02354
5168.64 1.39900
5169.30 2.06404
5169.96 3.38617
5170.30 4.58035
5170.63 6.48251
5170.96 9.68390
5171.29 15.1442
5171.64 24.1727
5172.00 30.1850
5172.36 24.1378
5172.72 15.1111
5172.94 11.1210
5173.16 8.33505
5173.61 5.03137
5174.05 3.31246
5174.50 2.33292
5174.95 1.72951
5175.39 1.33393
5176.28 0.866420
5177.17 0.611344
5178.07 0.457282
5179.85 0.288103
5181.63 0.201499
5183.42 0.150935
5186.98 0.0964838
5190.55 0.0687617
5194.12 0.0524452
5201.25 0.0345793
5208.38 0.0252941
5215.52 0.0197688
5229.78 0.0137719
5244.05 0.0109263
5258.31 0.00994119
5265.45 0.0103743
5272.58 0.0125954
5279.71 0.0252139
5281.50 0.0378824
5283.28 0.0726856
5284.17 0.119268
5285.06 0.243437
5285.51 0.403006
5285.96 0.802466
5286.18 1.27492
5286.40 2.32423
5286.51 3.40468
5286.62 5.37806
5286.68 7.04080
5286.74 9.45598
5286.79 13.1913
5286.85 18.8817
5286.92 30.1301
5287.00 37.7455
5287.08 30.1302
5287.15 18.8821
5287.22 12.7104
5287.28 8.84312
5287.34 6.40498
5287.40 4.83346
5287.52 2.98941
5287.65 2.01734
5287.89 1.09000
5288.14 0.680841
5288.63 0.339907
5289.12 0.205356
5290.11 0.101522
5291.09 0.0631374
5293.06 0.0350617
5295.03 0.0255423
5298.97 0.0205543
5302.90 0.0226474
5306.84 0.0316586
5308.81 0.0414351
5310.78 0.0594533
5312.75 0.0974312
5313.73 0.134256
5314.71 0.199138
5315.70 0.329790
5316.19 0.451125
5316.68 0.655448
5317.18 1.03866
5317.42 1.36928
5317.67 1.88360
5317.91 2.74123
5318.16 4.30613
5318.28 5.60017
5318.41 7.49933
5318.53 10.3542
5318.65 14.6459
5318.83 23.4625
5319.00 29.2969
5319.18 23.4072
5319.35 14.6450
5319.52 9.02534
5319.70 5.87392
5319.87 4.05549
5320.04 2.94834
5320.22 2.22697
5320.39 1.73725
5320.74 1.13940
5321.09 0.802400
5321.43 0.595790
5322.13 0.365782
5322.82 0.247892
5323.52 0.179631
5324.91 0.107818
5326.30 0.0728284
5327.69 0.0532160
5330.47 0.0332165
5336.03 0.0187642
5341.59 0.0142645
5352.71 0.0176206
5355.49 0.0244716
5358.27 0.0443557
5359.66 0.0715734
5361.05 0.145783
5361.74 0.243400
5362.44 0.496524
5362.78 0.810022
5362.96 1.09248
5363.13 1.54898
5363.31 2.36572
5363.39 3.03359
5363.48 4.00383
5363.57 5.51735
5363.65 7.99122
5363.74 12.2753
5363.83 19.7861
5363.91 31.7274
5364.00 39.5682
5364.09 31.5825
5364.18 19.7863
5364.26 12.0830
5364.35 7.81134
5364.44 5.36806
5364.53 3.89624
5364.62 2.93525
5364.71 2.29128
5364.88 1.49940
5365.06 1.05338
5365.24 0.781397
5365.59 0.479417
5366.30 0.235096
5367.01 0.141156
5368.43 0.0698553
5369.84 0.0439184
5372.68 0.0256673
5375.51 0.0208827
5378.35 0.0223503
5381.18 0.0338584
5382.60 0.0513609
5384.01 0.100441
5384.72 0.166021
5385.43 0.338477
5385.79 0.556288
5386.14 1.08376
5386.32 1.68374
5386.49 2.94716
5386.58 4.17300
5386.67 6.25536
5386.76 10.1776
5386.85 17.7888
5386.92 28.4553
5387.00 35.5811
5387.08 28.4554
5387.15 17.7890
5387.23 10.9390
5387.31 7.07449
5387.38 4.86246
5387.46 3.51761
5387.61 2.06496
5387.77 1.34997
5388.08 0.704114
5388.38 0.431918
5389.00 0.212241
5389.62 0.127697
5390.85 0.0635567
5392.08 0.0401657
5394.54 0.0235201
5397.00 0.0189008
5401.93 0.0288627
5403.16 0.0430891
5404.39 0.0830572
5405.01 0.136311
5405.63 0.275720
5405.93 0.449713
5406.24 0.866553
5406.40 1.33331
5406.55 2.29580
5406.63 3.20146
5406.70 4.71751
5406.78 7.43306
5406.86 12.4225
5406.93 19.8543
5407.00 24.8362
5407.07 19.8544
5407.14 12.4226
5407.19 9.22638
5407.23 6.93545
5407.32 4.19610
5407.41 2.75956
5407.49 1.94439
5407.67 1.10221
5407.84 0.706541
5408.20 0.360838
5408.55 0.219771
5409.25 0.107890
5409.95 0.0654321
5411.35 0.0333964
5412.75 0.0216349
5418.36 0.00962073
5429.57 0.00624579
5440.78 0.00566022
5452.00 0.00570254
5463.21 0.00619395
5474.42 0.00753508
5485.63 0.0133275
5491.24 0.0336429
5492.64 0.0536569
5494.04 0.108119
5494.74 0.180180
5495.45 0.369162
5495.80 0.606821
5496.15 1.17992
5496.32 1.82863
5496.50 3.18592
5496.58 4.49354
5496.67 6.69689
5496.76 10.7989
5496.85 18.6176
5496.92 29.7842
5497.00 37.2290
5497.08 29.7844
5497.15 18.6179
5497.25 10.4874
5497.34 6.43778
5497.43 4.25687
5497.52 3.00940
5497.70 1.71258
5497.89 1.09983
5498.25 0.563181
5498.62 0.342714
5499.35 0.167980
5500.08 0.101835
5501.55 0.0526618
5503.01 0.0358607
5505.94 0.0329093
5507.40 0.0662236
5508.13 0.181621
5508.50 0.490419
5508.68 1.08871
5508.77 1.85448
5508.87 3.51648
5508.93 5.63329
5509.00 7.02001
5509.07 5.63323
5509.13 3.51633
5509.21 2.11633
5509.28 1.34919
5509.42 0.666538
5509.71 0.259682
5510.28 0.0908493
5511.43 0.0350864
5513.72 0.0186615
5518.31 0.0144902
5522.89 0.0148996
5527.48 0.0171825
5532.06 0.0223139
5536.65 0.0359046
5538.94 0.0537907
5541.23 0.102229
5542.38 0.166832
5543.52 0.339414
5544.10 0.561951
5544.38 0.770506
5544.67 1.12306
5544.96 1.79459
5545.10 2.37944
5545.24 3.30060
5545.39 4.87895
5545.53 7.82622
5545.60 10.3563
5545.67 14.1217
5545.74 20.0706
5545.82 29.2523
5545.91 46.9198
5546.00 58.5392
5546.09 46.7168
5546.19 29.2525
5546.29 17.2593
5546.39 10.9333
5546.49 7.41249
5546.59 5.31274
5546.69 3.96751
5546.79 3.07655
5546.99 2.00010
5547.19 1.40047
5547.39 1.03710
5547.79 0.635651
5548.19 0.431666
5548.59 0.314263
5549.39 0.191548
5551.00 0.0993370
5552.60 0.0663287
5555.81 0.0438630
5559.02 0.0381691
5565.43 0.0412957
5571.85 0.0562156
5575.06 0.0697978
5578.27 0.0905914
5581.47 0.124072
5584.68 0.182468
5587.89 0.297523
5589.49 0.401982
5591.10 0.573416
5591.90 0.703373
5592.70 0.882555
5593.50 1.13857
5594.31 1.52059
5595.11 2.12161
5595.91 3.12906
5596.31 3.89543
5596.71 4.93758
5597.11 6.36736
5597.51 8.30760
5598.26 13.2890
5599.00 16.6080
5599.74 13.2846
5600.49 8.30332
5601.34 4.79763
5602.18 2.98378
5603.03 1.99708
5603.87 1.41917
5604.72 1.05581
5605.57 0.814730
5607.26 0.526096
5608.95 0.367277
5610.64 0.271099
5614.03 0.165647
5617.42 0.112314
5620.80 0.0817462
5624.19 0.0626557
5627.57 0.0499770
5634.34 0.0348184
5641.11 0.0266094
5654.65 0.0191181
5668.19 0.0173055
5681.73 0.0199767
5688.51 0.0244203
5695.28 0.0352040
5698.66 0.0480259
5702.05 0.0801148
5703.74 0.121236
5705.43 0.230214
5706.28 0.372815
5706.70 0.508591
5707.12 0.744433
5707.55 1.20972
5707.76 1.63514
5707.97 2.33381
5708.18 3.61119
5708.29 4.68042
5708.39 6.27422
5708.50 8.83648
5708.60 13.2173
5708.71 21.3080
5708.82 36.7786
5708.91 58.8885
5709.00 73.3922
5709.09 58.6353
5709.19 36.7797
5709.28 22.3852
5709.38 14.4394
5709.47 9.91169
5709.56 7.19020
5709.66 5.41840
5709.75 4.23222
5709.94 2.77680
5710.13 1.95884
5710.32 1.46058
5710.70 0.908490
5711.08 0.626111
5711.46 0.463925
5712.21 0.294759
5713.73 0.170912
5715.24 0.131490
5718.27 0.121227
5721.30 0.153553
5722.81 0.187408
5724.32 0.240992
5725.84 0.329000
5727.35 0.484796
5728.87 0.797328
5729.62 1.08584
5730.38 1.56761
5731.14 2.45907
5731.52 3.21847
5731.89 4.37927
5732.08 5.20796
5732.27 6.27969
5732.46 7.70133
5732.65 9.63077
5732.84 12.3138
5733.03 16.1342
5733.22 21.6677
5733.41 29.6490
5733.70 47.4125
5734.00 59.2452
5734.15 55.7410
5734.30 47.4072
5734.59 29.6435
5734.94 17.0564
5735.28 10.5704
5735.62 7.06041
5735.96 5.00782
5736.30 3.72130
5736.64 2.86785
5737.32 1.84877
5738.00 1.28806
5738.69 0.948575
5740.05 0.576841
5741.41 0.388620
5742.78 0.280604
5744.14 0.212892
5745.50 0.167743
5748.23 0.113134
5750.96 0.0826811
5753.68 0.0640315
5756.41 0.0518402
5761.86 0.0375414
5767.32 0.0300318
5778.22 0.0236756
5789.13 0.0228022
5800.04 0.0257821
5805.49 0.0293375
5810.94 0.0363169
5816.40 0.0603538
5817.76 0.0812501
5819.13 0.136069
5819.81 0.207564
5820.49 0.393634
5820.83 0.626950
5821.17 1.19129
5821.34 1.83402
5821.51 3.17497
5821.60 4.45970
5821.68 6.65421
5821.77 10.7044
5821.85 18.6460
5821.93 29.8299
5822.00 37.2443
5822.07 29.8302
5822.15 18.6467
5822.23 10.7054
5822.32 6.65545
5822.41 4.44194
5822.49 3.16494
5822.66 1.82583
5822.83 1.19120
5823.17 0.629519
5823.51 0.397706
5824.20 0.213785
5824.88 0.144481
5826.24 0.0938641
5827.61 0.0772749
5830.33 0.0696329
5833.06 0.0727405
5838.52 0.0925959
5843.97 0.131699
5849.43 0.208821
5852.16 0.277395
5854.89 0.387024
5857.62 0.577006
5858.98 0.727927
5860.34 0.944170
5861.71 1.26639
5863.07 1.76771
5864.44 2.57990
5865.80 3.91200
5867.40 6.25759
5869.00 7.82011
5870.60 6.25336
5872.20 3.90800
5873.78 2.42130
5875.36 1.58303
5876.93 1.09693
5878.51 0.798596
5880.09 0.605015
5881.66 0.473477
5884.82 0.312416
5887.97 0.222063
5891.13 0.166892
5897.44 0.107227
5903.75 0.0809030
5910.05 0.0781832
5913.21 0.0932680
5914.79 0.111673
5916.36 0.147091
5917.94 0.223339
5918.73 0.297649
5919.52 0.428038
5920.31 0.688201
5920.70 0.926822
5921.10 1.32295
5921.49 2.05198
5921.69 2.66534
5921.88 3.59681
5922.08 5.09814
5922.28 7.70326
5922.48 12.6228
5922.57 16.7253
5922.67 22.4605
5922.84 35.9254
5923.00 44.9036
5923.16 35.9232
5923.33 22.4588
5923.43 16.6259
5923.53 12.5188
5923.73 7.61483
5923.93 5.01943
5924.13 3.53702
5924.33 2.61485
5924.53 2.01172
5924.92 1.29502
5925.32 0.904716
5925.72 0.669635
5926.52 0.413408
5927.32 0.283964
5928.12 0.209672
5929.71 0.131951
5931.31 0.0940632
5932.90 0.0727699
5936.09 0.0511786
5939.28 0.0423816
5942.47 0.0432078
5944.07 0.0512550
5945.67 0.0782257
5946.46 0.116202
5947.26 0.218996
5947.66 0.351252
5948.06 0.681093
5948.26 1.07003
5948.46 1.92100
5948.56 2.78613
5948.66 4.33965
5948.71 5.62912
5948.76 7.51500
5948.81 10.3370
5948.86 14.4841
5948.93 23.1460
5949.00 28.9543
5949.07 23.1460
5949.14 14.4841
5949.23 8.24386
5949.31 5.05581
5949.40 3.35629
5949.48 2.37262
5949.65 1.35656
5949.82 0.878223
5950.16 0.455952
5950.50 0.282725
5951.18 0.144677
5951.86 0.0920075
5953.22 0.0517649
5954.57 0.0366055
5960.00 0.0197137
5965.43 0.0150708
5970.86 0.0126249
5981.71 0.00978352
5992.57 0.00805981
6014.28 0.00600613
6035.99 0.00485436
6079.42 0.00395077
6101.13 0.00474696
6111.99 0.00860084
6117.42 0.0234630
6118.77 0.0383163
6120.13 0.0788627
6120.81 0.132481
6121.49 0.272316
6121.83 0.447416
6122.17 0.866275
6122.34 1.33767
6122.50 2.30546
6122.59 3.22317
6122.67 4.76594
6122.76 7.54671
6122.84 12.7308
6122.92 20.3885
6123.00 25.4591
6123.08 20.3885
6123.16 12.7309
6123.21 9.19728
6123.26 6.80530
6123.36 4.00761
6123.47 2.59058
6123.57 1.79756
6123.77 1.00222
6123.98 0.637140
6124.39 0.321457
6124.80 0.193997
6125.63 0.0937417
6126.45 0.0559855
6129.74 0.0175208
6136.32 0.00764266
6149.49 0.00657575
6162.66 0.0142547
6165.95 0.0224367
6169.24 0.0453314
6170.89 0.0765226
6172.53 0.161983
6173.36 0.275398
6173.77 0.384300
6174.18 0.573742
6174.59 0.950024
6174.80 1.29455
6175.00 1.86181
6175.21 2.90308
6175.31 3.77809
6175.41 5.08701
6175.52 7.20313
6175.62 10.8498
6175.72 17.6652
6175.82 31.0416
6175.91 49.5816
6176.00 62.0721
6176.09 49.5814
6176.18 31.0418
6176.27 18.6058
6176.36 11.8497
6176.45 8.05899
6176.55 5.80555
6176.64 4.34936
6176.73 3.38018
6176.92 2.19749
6177.10 1.53899
6177.29 1.13661
6177.66 0.692035
6178.03 0.465401
6178.40 0.334635
6179.14 0.197511
6180.62 0.0936128
6182.10 0.0556829
6185.06 0.0281259
6188.02 0.0189443
6193.94 0.0183262
6196.90 0.0414958
6198.38 0.129178
6198.75 0.210667
6199.12 0.412231
6199.31 0.646887
6199.49 1.15664
6199.58 1.66883
6199.68 2.57488
6199.77 4.38735
6199.81 5.94253
6199.86 8.22133
6199.93 13.1486
6200.00 16.4408
6200.07 13.1487
6200.14 8.22140
6200.21 4.92544
6200.29 3.14301
6200.44 1.53393
6200.59 0.892698
6200.73 0.582780
6201.03 0.303357
6201.33 0.186923
6201.92 0.0931915
6202.52 0.0572559
6204.90 0.0197961
6209.65 0.00953720
6219.17 0.00713467
6228.68 0.00771644
6238.20 0.00992802
6247.71 0.0152013
6252.47 0.0205248
6257.23 0.0301715
6259.60 0.0382181
6261.98 0.0503628
6264.36 0.0699581
6266.74 0.104577
6269.12 0.174697
6270.31 0.240372
6271.50 0.352008
6272.69 0.564758
6273.28 0.751352
6273.88 1.04602
6274.47 1.55026
6274.77 1.94500
6275.06 2.50334
6275.36 3.32490
6275.66 4.57212
6275.96 6.53591
6276.25 9.64942
6276.63 15.4448
6277.00 19.2936
6277.37 15.4261
6277.75 9.64737
6278.03 6.65993
6278.31 4.73053
6278.59 3.47995
6278.88 2.64528
6279.44 1.65736
6280.00 1.12795
6280.57 0.814164
6281.13 0.614435
6282.26 0.385301
6283.39 0.264137
6284.51 0.192716
6285.64 0.147164
6286.77 0.116402
6289.02 0.0788500
6291.28 0.0578966
6293.53 0.0453021
6295.79 0.0375051
6300.30 0.0306772
6302.55 0.0310678
6304.80 0.0352109
6307.06 0.0472701
6309.31 0.0841534
6310.44 0.134979
6311.57 0.272199
6312.13 0.450163
6312.41 0.617060
6312.70 0.899617
6312.98 1.43904
6313.12 1.91193
6313.26 2.65991
6313.40 3.93735
6313.54 6.35472
6313.61 8.44737
6313.68 11.5858
6313.75 16.5061
6313.82 24.2677
6313.91 38.8218
6314.00 48.5250
6314.09 38.8217
6314.18 24.2679
6314.27 14.7094
6314.36 9.50077
6314.45 6.52672
6314.54 4.72091
6314.64 3.54810
6314.73 2.76488
6314.91 1.80957
6315.09 1.27229
6315.27 0.944884
6315.64 0.581759
6316.37 0.288387
6317.10 0.176354
6318.56 0.0935258
6320.01 0.0679440
6321.47 0.0660356
6322.93 0.0942912
6323.66 0.140384
6324.39 0.267222
