Sb-123(n,g) ENDF/B-VII.1
67.2361 0.278529
67.2736 0.225473
67.3486 0.164872
67.4985 0.114591
67.6484 0.0952351
67.9483 0.0815796
68.2481 0.0780611
69.4475 0.0850223
70.6469 0.105758
71.8464 0.145772
72.4461 0.179866
73.0458 0.232124
73.6455 0.318011
74.2452 0.473972
74.5450 0.604824
74.8449 0.803837
75.1447 1.12821
75.4446 1.71067
75.5945 2.19388
75.7445 2.92057
75.8944 4.08656
76.0443 6.13212
76.1942 10.2250
76.2692 14.0101
76.3442 20.3522
76.4191 32.1612
76.4566 42.2715
76.4941 57.8766
76.5316 83.6125
76.5503 103.103
76.5690 129.806
76.5878 167.375
76.6065 221.656
76.6253 301.688
76.6440 419.404
76.6580 536.690
76.6720 670.663
76.7000 837.958
76.7140 788.645
76.7280 670.401
76.7560 419.084
76.7787 281.759
76.8014 195.915
76.8241 141.813
76.8468 106.485
76.8922 65.5885
76.9376 44.1101
76.9830 31.5836
77.0284 23.6856
77.1192 14.7009
77.2100 9.99348
77.3008 7.22983
77.3916 5.47229
77.4824 4.28662
77.6640 2.83643
77.8456 2.01772
78.0272 1.51098
78.2088 1.17586
78.5719 0.774381
78.9351 0.552434
79.2983 0.417148
79.6615 0.328768
80.3879 0.224443
81.1143 0.167944
82.5670 0.113075
84.0198 0.0898174
85.4725 0.0797306
88.3780 0.0783942
91.2835 0.0945957
94.1890 0.135294
95.6418 0.173491
97.0945 0.235937
98.5473 0.346839
100.000 0.571337
100.601 0.737530
101.203 0.991557
101.804 1.40828
102.406 2.16332
102.706 2.79553
103.007 3.75495
103.308 5.31363
103.608 8.09853
103.759 10.3977
103.909 13.8352
104.059 19.3146
104.210 28.8204
104.285 36.4454
104.360 47.5341
104.435 64.5304
104.510 92.4019
104.586 142.788
104.623 184.583
104.661 246.843
104.698 345.203
104.736 510.525
104.774 808.385
104.811 1364.57
104.846 2177.48
104.880 2716.61
104.915 2176.26
104.949 1363.28
104.974 951.839
105.000 682.146
105.025 505.139
105.050 385.847
105.101 243.249
105.151 166.114
105.202 120.100
105.253 90.6857
105.354 56.8019
105.455 38.8070
105.556 28.1666
105.657 21.3541
105.758 16.7430
105.961 11.0760
106.163 7.86237
106.365 5.86712
106.567 4.54497
106.972 2.95588
107.376 2.07476
107.781 1.53588
108.186 1.18274
108.995 0.763316
109.804 0.533444
110.613 0.394051
111.422 0.303249
113.040 0.196160
114.659 0.137934
116.277 0.102915
117.895 0.0803687
121.132 0.0547819
124.368 0.0440427
125.986 0.0445267
127.605 0.0558282
128.414 0.0750905
128.818 0.0950555
129.223 0.131866
129.627 0.210242
129.830 0.287261
130.032 0.424871
130.133 0.538489
130.234 0.708130
130.335 0.978175
130.437 1.44519
130.538 2.36052
130.588 3.18753
130.639 4.53482
130.689 6.95030
130.715 8.93570
130.740 11.8617
130.765 16.4310
130.791 23.9749
130.816 37.2207
130.841 61.0760
130.866 97.2415
130.890 121.157
130.915 97.2229
130.939 61.0527
130.961 39.3595
130.983 26.5242
131.006 18.7373
131.028 13.8381
131.072 8.33236
131.116 5.53333
131.160 3.92821
131.205 2.93169
131.293 1.81038
131.382 1.22921
131.470 0.890968
131.559 0.676902
131.647 0.532965
131.824 0.357423
132.001 0.258636
132.178 0.197521
132.355 0.157119
132.710 0.108605
133.064 0.0816330
133.772 0.0540752
134.480 0.0408112
135.188 0.0332902
136.604 0.0252608
139.437 0.0184728
142.270 0.0153582
147.935 0.0123511
153.600 0.0111320
159.265 0.0110246
164.931 0.0121720
170.596 0.0160955
172.012 0.0184862
173.429 0.0233822
174.137 0.0289488
174.491 0.0340623
174.845 0.0429400
175.199 0.0610447
175.376 0.0784525
175.553 0.109158
175.730 0.171595
175.819 0.230462
175.907 0.331398
175.996 0.526288
176.040 0.700032
176.084 0.978781
176.128 1.46773
176.173 2.42699
176.195 3.28870
176.217 4.64951
176.239 6.90942
176.261 10.7297
176.286 17.1786
176.310 21.4591
176.335 17.1529
176.359 10.7328
176.378 7.37913
176.396 5.22656
176.415 3.83864
176.434 2.92015
176.471 1.83281
176.508 1.25104
176.546 0.906880
176.583 0.688770
176.658 0.438609
176.732 0.306440
176.807 0.228628
176.956 0.145491
177.105 0.104489
177.255 0.0814454
177.553 0.0580582
177.852 0.0473250
178.150 0.0418048
178.747 0.0373069
179.941 0.0376149
181.135 0.0430021
182.329 0.0527579
183.523 0.0701559
184.120 0.0856249
184.717 0.115492
185.016 0.147482
185.165 0.175733
185.314 0.223033
185.464 0.314956
185.538 0.399113
185.613 0.540286
185.687 0.806274
185.725 1.03721
185.762 1.39987
185.799 2.01371
185.837 3.16079
185.855 4.13635
185.874 5.59522
185.893 7.86868
185.911 11.3883
185.936 18.1524
185.960 22.6620
185.984 18.1566
186.009 11.3949
186.031 7.36994
186.053 4.99016
186.075 3.55815
186.097 2.65531
186.141 1.64610
186.186 1.13469
186.230 0.842477
186.274 0.661574
186.362 0.460466
186.451 0.358391
186.539 0.300969
186.716 0.245105
187.069 0.217588
187.422 0.227506
188.129 0.297882
188.835 0.445944
189.189 0.573261
189.542 0.768313
189.895 1.08788
190.249 1.66439
190.425 2.14460
190.602 2.86873
190.779 4.03627
190.955 6.09584
191.044 7.77655
191.132 10.2577
191.220 14.1434
191.309 20.7252
191.353 25.8801
191.397 33.2036
191.441 44.0842
191.485 61.1488
191.530 90.1029
191.552 112.611
191.574 144.031
191.596 189.775
191.618 258.467
191.640 364.737
191.662 528.840
191.691 846.276
191.720 1056.70
191.749 844.938
191.778 528.644
191.801 360.417
191.823 253.784
191.846 185.208
191.869 140.082
191.914 87.0564
191.959 58.9226
192.005 42.3427
192.050 31.8536
192.140 19.8395
192.231 13.5080
192.321 9.78325
192.412 7.40860
192.502 5.80342
192.683 3.83566
192.864 2.72312
193.045 2.03344
193.226 1.57679
193.589 1.02893
193.951 0.725905
194.313 0.541278
194.675 0.421151
195.399 0.282355
196.123 0.218875
196.485 0.213218
196.847 0.248860
197.028 0.314182
197.119 0.380316
197.209 0.497169
197.300 0.727337
197.345 0.934638
197.390 1.26932
197.435 1.86008
197.481 3.02815
197.503 4.08500
197.526 5.76608
197.549 8.58414
197.571 13.4018
197.596 21.3879
197.620 26.6816
197.645 21.3541
197.669 13.4018
197.687 9.31397
197.705 6.67430
197.724 4.95323
197.742 3.79902
197.778 2.42579
197.815 1.68488
197.851 1.24391
197.888 0.963088
197.960 0.639021
198.033 0.466285
198.106 0.363571
198.252 0.251836
198.397 0.194928
198.543 0.161515
198.835 0.124868
199.417 0.0939352
200.000 0.0825834
200.488 0.0831550
200.976 0.102681
201.220 0.134822
201.342 0.167136
201.463 0.224647
201.585 0.340524
201.646 0.447653
201.707 0.626128
201.768 0.956249
201.799 1.23637
201.829 1.66457
201.860 2.36098
201.890 3.58511
201.921 5.94152
201.936 7.92266
201.951 10.7579
201.976 17.1834
202.000 21.4666
202.024 17.1851
202.049 10.7597
202.065 7.80080
202.081 5.77317
202.113 3.42364
202.145 2.23034
202.177 1.56281
202.209 1.15470
202.241 0.889485
202.305 0.579077
202.369 0.411409
202.433 0.311165
202.560 0.202147
202.688 0.147220
202.816 0.115596
203.072 0.0821522
203.328 0.0654516
203.584 0.0556992
204.095 0.0449300
205.118 0.0353809
206.141 0.0309127
208.188 0.0271613
210.234 0.0274248
212.280 0.0326728
213.303 0.0390848
214.327 0.0514024
215.350 0.0782515
215.861 0.105069
216.373 0.153828
216.629 0.194758
216.884 0.257007
217.140 0.358428
217.396 0.540283
217.524 0.691013
217.652 0.917407
217.780 1.27999
217.908 1.91436
218.035 3.17771
218.099 4.34124
218.163 6.27665
218.227 9.85400
218.259 12.8900
218.291 17.5151
218.323 25.0611
218.355 38.2850
218.387 63.8375
218.403 85.4368
218.419 116.189
218.432 148.818
218.445 185.788
218.470 232.139
218.496 185.765
218.521 116.161
218.546 71.7682
218.572 46.8587
218.597 32.3758
218.622 23.5314
218.647 17.7753
218.673 13.8772
218.723 9.09684
218.773 6.40123
218.824 4.74310
218.925 2.90117
219.026 1.95571
219.127 1.40874
219.228 1.06382
219.329 0.832957
219.531 0.552466
219.732 0.395255
219.934 0.298477
220.136 0.234792
220.540 0.158943
220.944 0.117504
221.751 0.0771153
222.559 0.0611680
223.366 0.0601863
223.770 0.0692836
223.972 0.0800232
224.174 0.100357
224.376 0.143500
224.477 0.185112
224.578 0.257432
224.679 0.399652
224.729 0.528376
224.779 0.738320
224.830 1.11520
224.855 1.42459
224.880 1.88286
224.906 2.60022
224.931 3.78243
224.956 5.86308
224.981 9.64687
225.006 15.4069
225.030 19.2444
225.054 15.4085
225.079 9.64869
225.101 6.21787
225.123 4.19539
225.145 2.97525
225.167 2.20431
225.211 1.33893
225.255 0.899396
225.299 0.647438
225.343 0.491032
225.431 0.315153
225.519 0.223897
225.607 0.170678
225.783 0.114318
225.960 0.0866398
226.136 0.0710605
226.488 0.0551322
227.192 0.0438439
227.897 0.0407677
229.306 0.0421407
230.715 0.0491513
232.124 0.0627806
233.533 0.0892492
234.238 0.113481
234.942 0.158460
235.294 0.203199
235.647 0.301415
235.823 0.416103
235.911 0.520020
235.999 0.694106
236.087 1.02501
236.131 1.31664
236.175 1.78308
236.219 2.59788
236.263 4.19038
236.285 5.60894
236.307 7.85132
236.329 11.5632
236.351 17.8137
236.376 28.3906
236.400 35.4477
236.425 28.3984
236.449 17.8272
236.464 13.1310
236.480 9.86210
236.511 6.01000
236.541 4.01191
236.572 2.87688
236.603 2.18031
236.633 1.72580
236.695 1.19303
236.756 0.907683
236.818 0.740289
236.940 0.567244
237.186 0.458760
237.432 0.454868
237.923 0.568619
238.415 0.836146
238.660 1.06823
238.906 1.42278
239.152 1.99898
239.397 3.02412
239.520 3.86559
239.643 5.11547
239.766 7.09029
239.889 10.4705
240.012 16.9868
240.073 22.7661
240.135 32.0258
240.196 48.1772
240.227 61.0662
240.257 79.6337
240.288 107.499
240.319 151.270
240.350 223.088
240.380 342.682
240.415 548.034
240.450 684.805
240.485 547.938
240.520 342.570
240.547 234.731
240.574 165.709
240.601 121.322
240.627 91.8790
240.681 57.2515
240.735 38.8104
240.789 27.9229
240.842 21.0221
240.950 13.1082
241.057 8.93510
241.165 6.47457
241.272 4.90496
241.380 3.84348
241.595 2.54207
241.810 1.80530
242.025 1.34833
242.240 1.04556
242.670 0.682018
243.100 0.480399
243.530 0.357084
243.960 0.276207
244.820 0.180073
245.680 0.127285
246.540 0.0952164
247.400 0.0742881
249.120 0.0495459
250.840 0.0360534
252.560 0.0279195
254.280 0.0226678
257.720 0.0166186
261.160 0.0135584
268.040 0.0114177
274.920 0.0124527
278.360 0.0143360
281.800 0.0178371
285.240 0.0245646
286.960 0.0303713
288.680 0.0394293
290.400 0.0548509
292.120 0.0854009
292.980 0.115110
293.840 0.173922
294.270 0.235285
294.485 0.287919
294.700 0.374263
294.915 0.539670
295.023 0.691323
295.130 0.948775
295.238 1.44669
295.292 1.89528
295.345 2.62703
295.399 3.94568
295.426 5.03729
295.453 6.65931
295.480 9.22098
295.507 13.5217
295.534 21.2620
295.560 35.6862
295.585 56.9422
295.610 71.1078
295.635 56.9439
295.660 35.6933
295.687 20.9703
295.715 13.2365
295.742 8.99242
295.770 6.49477
295.798 4.91315
295.825 3.86038
295.880 2.60142
295.935 1.90975
295.991 1.49456
296.101 1.04835
296.211 0.834972
296.321 0.725088
296.542 0.645481
296.983 0.722932
297.424 1.01725
297.645 1.28422
297.866 1.69562
298.086 2.36562
298.307 3.55502
298.417 4.52715
298.527 5.96616
298.638 8.22418
298.748 12.0580
298.858 19.3399
298.914 25.7141
298.969 35.7505
299.024 52.8575
299.051 66.2212
299.079 84.9822
299.107 112.439
299.134 153.994
299.162 218.931
299.189 320.520
299.225 512.977
299.260 641.328
299.295 512.901
299.331 320.432
299.354 230.669
299.378 169.590
299.425 99.4042
299.472 64.0603
299.520 44.3522
299.567 32.3957
299.614 24.6468
299.708 15.5942
299.803 10.7309
299.897 7.82868
300.086 4.69258
300.275 3.12534
300.464 2.23353
300.652 1.67937
300.841 1.31315
301.219 0.880764
301.596 0.669655
301.785 0.633638
301.974 0.691500
302.068 0.817124
302.162 1.15413
302.210 1.53952
302.257 2.32412
302.280 3.04430
302.304 4.21324
302.328 6.21377
302.351 9.69889
302.376 15.3094
302.400 19.0253
302.425 15.2760
302.449 9.68013
302.470 6.51950
302.490 4.57835
302.511 3.37236
302.531 2.59589
302.572 1.69948
302.614 1.23164
302.655 0.957213
302.696 0.783109
302.778 0.580549
302.943 0.400724
303.107 0.319247
303.437 0.239061
303.766 0.195724
304.424 0.145347
305.082 0.115496
306.399 0.0817858
307.716 0.0644333
310.349 0.0508930
312.982 0.0530501
315.615 0.0727318
316.932 0.0958099
318.249 0.139760
318.907 0.177437
319.565 0.235436
320.224 0.331105
320.882 0.505312
321.211 0.651694
321.540 0.874479
321.870 1.23771
322.199 1.88959
322.363 2.43019
322.528 3.24258
322.693 4.54450
322.857 6.82237
323.022 11.3662
323.104 15.5521
323.186 22.5355
323.227 27.9237
323.269 35.4486
323.310 46.4421
323.351 63.2442
323.392 90.7342
323.433 139.192
323.454 178.083
323.474 233.167
323.495 313.312
323.515 428.294
323.548 685.649
323.580 856.470
323.612 684.706
323.645 428.187
323.675 271.734
323.705 180.942
323.735 126.924
323.765 93.1410
323.825 55.6536
323.886 36.7352
323.946 25.9764
324.006 19.3083
324.126 11.8433
324.247 7.99079
324.367 5.75052
324.488 4.33513
324.608 3.38471
324.849 2.22793
325.090 1.57785
325.330 1.17674
325.571 0.912071
326.053 0.595741
326.535 0.421512
327.016 0.315857
327.498 0.247537
328.461 0.170345
329.424 0.140563
329.906 0.146185
330.147 0.160181
330.388 0.190871
330.628 0.260888
330.749 0.330550
330.869 0.454027
330.990 0.701542
331.050 0.929584
331.110 1.30915
331.170 2.00755
331.200 2.59782
331.230 3.49659
331.260 4.95044
331.291 7.48612
331.321 12.3109
331.336 16.3549
331.351 22.0602
331.375 35.2722
331.400 44.0290
331.425 35.2171
331.449 22.0623
331.472 14.1392
331.495 9.48324
331.517 6.69515
331.540 4.94328
331.585 2.99051
331.630 2.00077
331.675 1.43632
331.721 1.08576
331.811 0.692709
331.901 0.489062
331.992 0.370420
332.172 0.245051
332.353 0.184023
332.534 0.150564
332.895 0.120830
333.257 0.119788
333.438 0.131461
333.618 0.158684
333.799 0.220880
333.889 0.282004
333.980 0.388476
334.070 0.596683
334.115 0.783288
334.160 1.08390
334.206 1.61355
334.251 2.66236
334.273 3.60632
334.296 5.11327
334.319 7.63973
334.341 11.9342
334.366 19.0775
334.390 23.8130
334.415 19.0472
334.439 11.9346
334.455 8.62395
334.471 6.36460
334.504 3.76498
334.536 2.44888
334.568 1.71234
334.601 1.26430
334.633 0.973312
334.697 0.632516
334.762 0.448824
334.827 0.338822
334.956 0.219229
335.085 0.158836
335.214 0.124011
335.473 0.0870254
335.731 0.0684240
335.990 0.0574938
336.506 0.0453254
337.540 0.0344226
338.574 0.0292522
340.641 0.0246453
342.709 0.0242229
344.776 0.0287514
345.810 0.0347631
346.844 0.0466470
347.877 0.0730333
348.394 0.0996264
348.911 0.148196
349.169 0.189078
349.428 0.251312
349.686 0.352804
349.945 0.534999
350.074 0.686153
350.203 0.913069
350.332 1.27650
350.462 1.91231
350.591 3.17818
350.655 4.34250
350.720 6.28151
350.785 9.85728
350.817 12.8885
350.849 17.5193
350.881 25.0463
350.914 38.2695
350.946 63.7097
350.962 85.2560
350.978 115.934
350.991 148.597
351.004 185.625
351.030 231.841
351.056 185.323
351.082 115.916
351.103 77.1579
351.125 53.3192
351.146 38.3666
351.168 28.7189
351.210 17.5998
351.253 11.8102
351.296 8.43847
351.339 6.31922
351.425 3.91712
351.511 2.66017
351.596 1.92416
351.682 1.45640
351.768 1.14092
351.939 0.755048
352.111 0.537248
352.282 0.402431
352.454 0.313283
352.797 0.206316
353.139 0.147081
353.482 0.110861
353.825 0.0871176
354.511 0.0588813
355.197 0.0433595
356.569 0.0277440
357.941 0.0204489
359.313 0.0165085
362.056 0.0128784
364.800 0.0120634
367.543 0.0141022
368.915 0.0178675
369.601 0.0217430
370.287 0.0288557
370.973 0.0440032
371.316 0.0589781
371.659 0.0860060
371.830 0.108557
372.002 0.142657
372.173 0.197787
372.345 0.295505
372.430 0.375646
372.516 0.494527
372.602 0.681958
372.687 1.00250
372.773 1.61938
372.816 2.16591
372.859 3.03744
372.902 4.55269
372.945 7.48327
372.966 10.0765
372.988 14.1079
373.009 20.6640
373.030 31.4652
373.055 50.3601
373.080 62.8807
373.105 50.2758
373.130 31.4609
373.150 20.9751
373.171 14.4897
373.192 10.4388
373.212 7.81168
373.253 4.79127
373.294 3.21808
373.336 2.30160
373.377 1.72660
373.459 1.07294
373.541 0.731218
373.624 0.530851
373.706 0.403534
373.788 0.317685
373.953 0.212759
374.117 0.153555
374.282 0.116933
374.447 0.0927293
374.776 0.0637660
375.105 0.0478086
375.764 0.0318570
376.422 0.0245896
377.080 0.0208405
378.397 0.0177459
381.031 0.0182095
383.665 0.0238181
384.982 0.0292736
386.299 0.0379426
387.615 0.0525012
388.932 0.0793546
389.591 0.102122
390.249 0.137027
390.908 0.194497
391.566 0.299069
391.895 0.386983
392.225 0.520830
392.554 0.739273
392.883 1.13208
393.048 1.45830
393.212 1.94934
393.377 2.73804
393.541 4.12363
393.624 5.24765
393.706 6.90098
393.788 9.47433
393.871 13.7945
393.953 21.8604
393.994 28.7971
394.035 39.5095
394.076 57.2952
394.097 70.8271
394.117 89.3367
394.138 115.619
394.159 153.829
394.179 210.593
394.200 294.288
394.230 470.943
394.260 588.086
394.290 470.272
394.320 294.234
394.340 214.264
394.359 159.288
394.398 94.8449
394.436 61.7241
394.475 43.0093
394.514 31.5295
394.552 24.0652
394.629 15.2893
394.707 10.5412
394.784 7.70072
394.938 4.61821
395.093 3.07195
395.247 2.18980
395.402 1.63913
395.556 1.27303
395.865 0.831335
396.174 0.585501
396.483 0.434751
396.792 0.335706
397.410 0.217776
398.027 0.152950
398.645 0.113543
399.263 0.0878194
400.499 0.0574060
401.734 0.0408248
402.970 0.0308367
404.206 0.0244087
406.677 0.0171885
409.148 0.0145020
410.384 0.0152251
411.620 0.0201427
412.238 0.0279695
412.855 0.0505521
413.164 0.0813238
413.319 0.111300
413.473 0.164340
413.628 0.271898
413.705 0.372622
413.782 0.543750
413.859 0.869713
413.898 1.15483
413.937 1.60515
413.975 2.37266
414.014 3.82057
414.033 5.05944
414.052 6.93879
414.072 9.88461
414.091 14.5306
414.116 23.2644
414.140 29.0562
414.165 23.2279
414.189 14.5322
414.215 8.69024
414.241 5.53403
414.267 3.76450
414.294 2.70404
414.320 2.02782
414.346 1.57355
414.398 1.02368
414.450 0.717999
414.502 0.531400
414.607 0.325415
414.711 0.220475
414.816 0.159934
415.024 0.0964219
415.233 0.0655232
415.442 0.0481879
415.859 0.0304105
416.695 0.0171427
417.530 0.0122325
419.200 0.00845160
420.870 0.00702486
424.211 0.00705410
425.046 0.00837332
425.881 0.0124946
426.299 0.0182768
426.716 0.0342182
426.925 0.0553431
427.134 0.110542
427.238 0.179360
427.342 0.344056
427.395 0.528265
427.447 0.907581
427.473 1.26398
427.499 1.85969
427.525 2.92467
427.551 4.89131
427.576 7.83239
427.600 9.78357
427.625 7.82002
427.649 4.89185
427.670 3.20351
427.691 2.18285
427.713 1.55726
427.734 1.15729
427.776 0.703860
427.818 0.470796
427.903 0.252179
427.988 0.157213
428.157 0.0789245
428.327 0.0482677
428.666 0.0246915
429.004 0.0159371
429.682 0.00940029
430.360 0.00700042
433.070 0.00446789
438.492 0.00363620
443.913 0.00353522
449.334 0.00379529
454.755 0.00458317
457.466 0.00537286
460.177 0.00673923
462.887 0.00942694
464.243 0.0119270
465.598 0.0162607
466.953 0.0250723
467.631 0.0335769
468.309 0.0487782
468.986 0.0806137
469.325 0.111828
469.664 0.167948
469.834 0.214674
470.003 0.285181
470.172 0.398975
470.342 0.600444
470.426 0.765220
470.511 1.00958
470.596 1.39422
470.681 2.05052
470.765 3.30710
470.808 4.41699
470.850 6.17966
470.892 9.22614
470.935 15.0632
470.956 20.1632
470.977 28.0496
470.998 40.7212
471.019 61.1702
471.032 78.3116
471.045 97.8889
471.070 122.216
471.095 97.7293
471.121 61.1635
471.141 41.4801
471.161 29.0432
471.181 21.1334
471.201 15.9531
471.241 9.87854
471.281 6.67329
471.322 4.79024
471.362 3.60210
471.442 2.24526
471.522 1.53121
471.602 1.11165
471.683 0.844108
471.763 0.663650
471.923 0.442618
472.084 0.317789
472.244 0.240580
472.405 0.189606
472.726 0.128813
473.047 0.0956250
473.689 0.0633709
474.331 0.0500738
474.973 0.0450354
476.257 0.0485818
476.899 0.0566989
477.541 0.0710976
478.183 0.0963519
478.825 0.143648
479.146 0.183829
479.467 0.245274
479.788 0.345864
480.109 0.527167
480.270 0.677964
480.430 0.905204
480.591 1.27069
480.751 1.91395
480.832 2.43708
480.912 3.20688
480.992 4.40930
481.072 6.43188
481.153 10.2317
481.193 13.5079
481.233 18.6057
481.273 27.1374
481.313 42.6900
481.333 55.6013
481.353 74.4717
481.373 103.014
481.393 145.754
481.422 233.360
481.450 291.483
481.478 233.014
481.507 145.734
481.524 107.087
481.542 80.1068
481.577 48.1876
481.613 31.5309
481.648 22.0708
481.684 16.2311
481.719 12.4184
481.789 7.91626
481.860 5.47001
481.931 4.00273
482.072 2.40561
482.213 1.60283
482.355 1.14429
482.496 0.857944
482.637 0.667296
482.920 0.437179
483.203 0.308999
483.485 0.230355
483.768 0.178672
484.333 0.117152
484.898 0.0834094
485.464 0.0630390
486.029 0.0499596
487.160 0.0355907
488.290 0.0315611
488.855 0.0351427
489.421 0.0509088
489.703 0.0742357
489.845 0.0973073
489.986 0.138327
490.127 0.221361
490.198 0.298899
490.268 0.429663
490.339 0.676178
490.374 0.889327
490.410 1.22194
490.445 1.78107
490.480 2.80618
490.498 3.66268
490.516 4.92089
490.533 6.83915
490.551 9.73352
490.576 15.5737
490.600 19.4708
490.625 15.5743
490.649 9.73423
490.667 6.74735
490.686 4.80984
490.704 3.54906
490.722 2.70874
490.759 1.70449
490.795 1.16510
490.832 0.844368
490.868 0.640361
490.941 0.405470
491.014 0.280834
491.087 0.207182
491.234 0.128020
491.380 0.0886303
491.526 0.0661824
491.818 0.0427669
492.402 0.0247859
492.987 0.0178320
494.156 0.0120762
495.325 0.00953072
497.662 0.00709132
500.000 0.00590572
504.925 0.00489577
509.851 0.00502779
512.313 0.00567852
514.776 0.00749976
516.007 0.00984896
517.238 0.0161031
517.854 0.0244464
518.470 0.0472389
518.778 0.0777392
518.931 0.107275
519.085 0.159437
519.239 0.264950
519.316 0.363799
519.393 0.531443
519.470 0.850488
519.509 1.12978
519.547 1.56941
519.586 2.31998
519.624 3.73523
519.643 4.94927
519.663 6.78021
519.682 9.64421
519.701 14.1503
519.726 22.6559
519.750 28.2961
519.775 22.6201
519.799 14.1516
519.824 8.60573
519.850 5.54657
519.875 3.80393
519.900 2.74783
519.925 2.06899
519.950 1.61027
520.001 1.05175
520.051 0.739480
520.102 0.548148
520.202 0.336380
520.303 0.228055
520.404 0.165534
520.605 0.0998860
520.807 0.0680137
521.008 0.0502205
521.411 0.0322031
522.217 0.0194484
523.023 0.0155556
524.635 0.0148625
526.247 0.0187823
527.054 0.0228106
527.860 0.0292568
528.666 0.0400896
529.472 0.0600267
529.875 0.0768849
530.278 0.102657
530.681 0.144920
531.084 0.221411
531.285 0.285340
531.487 0.382164
531.688 0.539002
531.890 0.817943
531.990 1.04718
