Ga-69(n,tot) ENDF/B-VII.1
612.981 5.50173
613.599 5.41397
614.217 5.36573
614.835 5.33375
616.071 5.28969
618.543 5.22661
621.015 5.17122
630.903 4.93991
640.792 4.65807
650.680 4.30053
655.624 4.08691
660.568 3.85187
665.512 3.61301
670.456 3.44084
672.929 3.44783
675.401 3.61747
677.873 4.14731
680.345 5.53742
681.581 6.93457
682.817 9.27620
684.053 13.3849
685.289 21.1104
685.907 27.5937
686.525 37.2536
687.143 52.3043
687.761 77.1486
688.379 121.429
688.688 157.222
688.997 208.993
689.306 286.647
689.615 407.826
689.924 603.916
690.233 924.672
690.617 1538.12
691.000 1998.61
691.384 1662.20
691.767 1080.32
692.010 809.883
692.254 618.528
692.740 388.189
693.227 265.884
693.713 194.808
694.200 150.151
694.686 120.315
695.659 84.0851
696.632 63.6355
697.606 50.8734
699.552 36.2590
701.498 28.3834
703.444 23.5762
705.390 20.3834
707.336 18.1306
711.229 15.1929
715.121 13.3817
719.013 12.1628
722.905 11.2902
730.690 10.1282
738.475 9.39096
746.259 8.88117
754.044 8.50665
769.613 7.98990
785.182 7.64598
800.751 7.39673
816.320 7.20488
847.459 6.92161
878.597 6.71434
909.735 6.54941
925.304 6.47838
929.197 6.46254
933.089 6.44964
935.035 6.44690
936.981 6.45434
937.954 6.47159
938.441 6.49044
938.927 6.52561
939.414 6.59988
939.657 6.67128
939.901 6.79504
940.144 7.03679
940.265 7.25387
940.387 7.60583
940.509 8.22944
940.570 8.73568
940.630 9.47665
940.691 10.6123
940.752 12.4476
940.813 15.5773
940.874 21.0443
940.937 29.8364
941.000 35.6876
941.063 29.8243
941.127 21.0473
941.184 15.8050
941.242 12.7115
941.299 10.8527
941.357 9.68170
941.472 8.37302
941.587 7.70805
941.702 7.32813
941.817 7.09182
942.046 6.82623
942.276 6.68827
942.506 6.60751
942.966 6.52120
943.426 6.47794
943.886 6.45276
944.806 6.42509
946.646 6.39985
948.486 6.38596
952.165 6.36642
955.845 6.35005
963.204 6.31994
970.563 6.29123
1000.00 6.18296
1062.97 5.96955
1125.94 5.76312
1188.90 5.54629
1220.39 5.42761
1228.26 5.39644
1236.13 5.36505
1240.07 5.34991
1244.00 5.33719
1245.97 5.33437
1247.94 5.34172
1248.92 5.35905
1249.41 5.37804
1249.90 5.41355
1250.40 5.48858
1250.64 5.56072
1250.89 5.68576
1251.13 5.92973
1251.26 6.14869
1251.38 6.50331
1251.50 7.12991
1251.63 8.38021
1251.69 9.52642
1251.75 11.3421
1251.81 14.4085
1251.87 19.7029
1251.94 28.3859
1252.00 34.1913
1252.07 28.3888
1252.13 19.7062
1252.18 15.1671
1252.23 12.2638
1252.28 10.3970
1252.33 9.17913
1252.43 7.72274
1252.53 6.94241
1252.63 6.48116
1252.73 6.18752
1252.92 5.85009
1253.12 5.67070
1253.32 5.56507
1253.72 5.45107
1254.11 5.39357
1254.51 5.36029
1255.30 5.32417
1256.89 5.29265
1258.47 5.27655
1261.64 5.25528
1264.81 5.23786
1271.16 5.20500
1277.50 5.17180
1290.18 5.10075
1302.87 5.01955
1315.55 4.92017
1321.89 4.85818
1328.23 4.78123
1334.57 4.67711
1337.75 4.60675
1340.92 4.51511
1342.50 4.45739
1344.09 4.38868
1345.67 4.30601
1347.26 4.20816
1348.05 4.15563
1348.84 4.10661
1349.64 4.07591
1350.43 4.10704
1350.83 4.18228
1351.22 4.34586
1351.62 4.68696
1352.01 5.41632
1352.41 7.11946
1352.61 8.82219
1352.81 11.7909
1353.01 17.4289
1353.10 22.2408
1353.20 29.5383
1353.30 41.1432
1353.40 60.6545
1353.45 75.6149
1353.50 95.4257
1353.55 122.936
1353.60 159.357
1353.70 266.199
1353.80 347.759
1353.85 335.108
1353.90 292.251
1354.00 193.291
1354.11 120.904
1354.22 81.2014
1354.33 58.6264
1354.45 44.8765
1354.56 35.9508
1354.67 29.8408
1354.89 22.2380
1355.11 17.8415
1355.33 15.0512
1355.78 11.8074
1356.22 10.0252
1356.66 8.92459
1357.11 8.18709
1357.55 7.66381
1358.44 6.97370
1359.33 6.54413
1360.21 6.25220
1361.10 6.04129
1362.88 5.75664
1364.65 5.57274
1366.42 5.44287
1368.20 5.34537
1371.75 5.20579
1375.30 5.10748
1382.40 4.96913
1389.49 4.86694
1396.59 4.78094
1410.79 4.62806
1439.18 4.32580
1467.58 3.96562
1495.97 3.47799
1510.17 3.15035
1524.36 2.73113
1538.56 2.17417
1545.66 1.82755
1552.76 1.44142
1556.31 1.25115
1559.86 1.09653
1563.41 1.05251
1565.18 1.12577
1566.95 1.32397
1568.73 1.74101
1570.50 2.55621
1571.39 3.21722
1572.28 4.14279
1573.17 5.45543
1574.05 7.34923
1574.94 10.1500
1575.83 14.4126
1576.71 21.1759
1577.60 32.5014
1578.49 52.9188
1578.93 69.4948
1579.38 93.4235
1579.82 129.322
1580.26 184.921
1580.71 274.303
1581.15 418.578
1581.73 708.846
1582.30 936.545
1582.88 791.010
1583.45 521.446
1583.85 384.868
1584.24 290.493
1584.64 225.643
1585.04 180.184
1585.83 123.237
1586.63 90.6564
1587.42 70.3044
1588.21 56.7544
1589.80 40.2698
1591.39 30.9058
1592.97 25.0162
1596.15 18.1818
1599.32 14.4383
1602.50 12.1436
1608.85 9.70401
1615.19 9.15298
1618.37 9.79745
1621.54 11.6838
1624.72 16.3296
1626.31 20.8918
1627.89 28.5380
1629.48 42.1577
1631.07 68.5579
1631.86 91.3130
1632.65 125.633
1633.45 178.838
1634.24 261.352
1635.37 440.711
1636.50 582.970
1637.63 495.688
1638.76 330.258
1639.65 236.295
1640.54 174.558
1641.43 133.986
1642.32 106.519
1644.10 73.2845
1645.88 54.8386
1647.66 43.5357
1649.44 36.0750
1653.00 27.0554
1656.56 21.9293
1660.12 18.6791
1667.24 14.8431
1674.36 12.6714
1681.48 11.2739
1695.72 9.56347
1709.96 8.52902
1724.20 7.80800
1752.68 6.78309
1781.16 5.94157
1795.40 5.50018
1809.64 4.99264
1816.76 4.69673
1823.88 4.36128
1831.00 3.97966
1838.12 3.56225
1841.68 3.36221
1845.24 3.20940
1848.80 3.19508
1852.36 3.56554
1854.14 4.08830
1855.92 5.08286
1857.70 6.97652
1859.48 10.7241
1860.37 13.9349
1861.26 18.7478
1862.15 26.2281
1863.04 38.4111
1863.93 59.4937
1864.82 98.9366
1865.27 131.815
1865.71 180.005
1866.16 251.957
1866.60 359.278
1867.30 613.005
1868.00 817.466
1868.71 697.763
1869.41 464.809
1869.98 329.382
1870.55 241.341
1871.12 183.990
1871.69 145.470
1872.83 99.0453
1873.97 73.4306
1875.11 57.7679
1876.25 47.4616
1878.53 35.0352
1880.80 28.0020
1883.08 23.5690
1885.36 20.5563
1887.64 18.3933
1892.20 15.5169
1896.76 13.7088
1901.31 12.4875
1902.45 12.2551
1903.59 12.0735
1904.16 12.0306
1904.45 12.0413
1904.73 12.0999
1905.02 12.2676
1905.16 12.4423
1905.30 12.7442
1905.44 13.3155
1905.52 13.7956
1905.59 14.5197
1905.66 15.6699
1905.73 17.6148
1905.80 21.1392
1905.87 27.7886
1905.94 37.5391
1906.00 44.0470
1906.07 37.5195
1906.13 27.7478
1906.17 23.2205
1906.22 20.1294
1906.30 16.5594
1906.39 14.7483
1906.47 13.7389
1906.56 13.1113
1906.65 12.6994
1906.82 12.2086
1906.99 11.9303
1907.16 11.7543
1907.50 11.5393
1907.84 11.4057
1908.19 11.3079
1908.87 11.1599
1910.24 10.9346
1911.61 10.7454
1917.10 10.1357
1928.07 9.28815
1939.03 8.71400
1950.00 8.29406
1971.94 7.70951
1982.91 7.49589
1985.65 7.45027
1988.39 7.41227
1989.76 7.40173
1991.13 7.41321
1991.82 7.44755
1992.16 7.48591
1992.50 7.55722
1992.85 7.70597
1993.02 7.84558
1993.19 8.08126
1993.36 8.52564
1993.45 8.90821
1993.53 9.49237
1993.62 10.4681
1993.70 12.1982
1993.74 13.6203
1993.79 15.6777
1993.83 18.7143
1993.87 23.0573
1993.94 32.4593
1994.00 38.7087
1994.06 32.4630
1994.13 23.0605
1994.17 18.3802
1994.22 15.2862
1994.27 13.2401
1994.31 11.8526
1994.40 10.1830
1994.50 9.27965
1994.59 8.73195
1994.68 8.38046
1994.86 7.97467
1995.05 7.75609
1995.23 7.62599
1995.60 7.48301
1995.96 7.40910
1996.33 7.36472
1997.06 7.31349
1998.53 7.26163
2000.00 7.22924
2002.61 7.18447
2005.22 7.14534
2010.43 7.07363
2020.86 6.94386
2041.72 6.71857
2083.43 6.34976
2125.15 6.03645
2146.01 5.88940
2156.44 5.82014
2159.04 5.80603
2161.65 5.79958
2162.96 5.80668
2164.26 5.84220
2164.91 5.89713
2165.24 5.95202
2165.56 6.04966
2165.89 6.24596
2166.05 6.42708
2166.21 6.72868
2166.38 7.28357
2166.46 7.75579
2166.54 8.46542
2166.62 9.62648
2166.70 11.6219
2166.78 15.3888
2166.83 18.5556
2166.87 22.9163
2166.93 33.3075
2167.00 40.1027
2167.07 33.1511
2167.14 22.9239
2167.21 16.1363
2167.27 12.4535
2167.34 10.3496
2167.41 9.07143
2167.48 8.23853
2167.55 7.68426
2167.69 7.00746
2167.83 6.62562
2167.97 6.39292
2168.24 6.13371
2168.52 5.99963
2168.80 5.92133
2169.35 5.83733
2170.46 5.76856
2171.56 5.73834
2173.78 5.70614
2175.99 5.68450
2180.42 5.64865
2184.85 5.61543
2202.56 5.48500
2237.97 5.21038
2273.39 4.90034
2308.81 4.53585
2326.52 4.32859
2344.23 4.10728
2361.94 3.88799
2379.65 3.72971
2397.36 3.85186
2406.22 4.24411
2415.07 5.23773
2423.93 7.73479
2428.35 10.2829
2432.78 14.6961
2437.21 22.8515
2439.42 29.5597
2441.64 39.3235
2443.85 53.9964
2446.06 76.7662
2448.28 113.176
2450.49 171.740
2453.50 296.872
2456.50 401.528
2459.51 348.080
2462.51 236.035
2464.57 178.219
2466.62 137.587
2468.68 109.270
2470.73 89.1797
2474.85 63.6441
2478.96 48.7646
2483.07 39.3465
2487.18 32.9876
2495.41 25.1336
2503.63 20.5862
2511.85 17.6748
2520.08 15.6733
2528.30 14.2228
2544.75 12.2747
2561.20 11.0339
2577.65 10.1763
2594.09 9.54776
2626.99 8.68375
2659.89 8.11080
2725.68 7.37455
2791.47 6.89211
2857.26 6.52256
2923.05 6.20536
2939.50 6.13037
2955.95 6.05714
2964.17 6.02209
2972.40 5.99100
2976.51 5.98073
2980.62 5.98520
2982.68 6.00721
2983.70 6.03332
2984.73 6.08394
2985.76 6.19451
2986.27 6.30379
2986.79 6.49865
2987.05 6.65846
2987.30 6.89564
2987.56 7.26898
2987.82 7.90541
2988.07 9.12145
2988.20 10.1966
2988.33 11.8906
2988.46 14.8248
2988.59 20.3852
2988.65 25.1950
2988.72 32.5714
2988.78 44.2994
2988.84 63.1080
2988.92 97.6010
2989.00 120.153
2989.08 96.9932
2989.16 62.9312
2989.24 39.2676
2989.33 26.8126
2989.42 19.9658
2989.50 15.9551
2989.59 13.3870
2989.68 11.6916
2989.85 9.63702
2990.02 8.50139
2990.20 7.81084
2990.54 7.05122
2990.89 6.66451
2991.24 6.44241
2991.93 6.20895
2992.62 6.09434
2993.31 6.02918
2994.70 5.95989
2996.08 5.92395
2997.47 5.90144
3000.24 5.87267
3005.78 5.83595
3011.32 5.80675
3022.39 5.75347
3033.47 5.70225
3044.55 5.65283
3055.63 5.60972
3061.17 5.59746
3063.94 5.59876
3066.71 5.61250
3069.48 5.65754
3070.86 5.70908
3072.25 5.80799
3072.94 5.89312
3073.63 6.02359
3074.33 6.23715
3075.02 6.61810
3075.37 6.93205
3075.71 7.39745
3076.06 8.13080
3076.40 9.38220
3076.75 11.7748
3076.92 13.8800
3077.10 17.2217
3077.27 22.9565
3077.44 33.8886
3077.53 43.4090
3077.61 57.8342
3077.70 81.0261
3077.79 117.753
3077.89 185.600
3078.00 230.366
3078.11 185.121
3078.21 118.004
3078.29 85.7934
3078.36 64.1102
3078.43 49.5321
3078.51 39.5131
3078.65 27.2856
3078.80 20.5224
3078.94 16.4408
3079.09 13.8049
3079.38 10.7424
3079.67 9.09410
3079.96 8.11162
3080.26 7.47970
3080.55 7.05069
3081.13 6.51826
3081.71 6.21404
3082.30 6.02318
3082.88 5.89517
3084.05 5.73820
3085.21 5.64808
3087.55 5.55029
3089.88 5.49752
3092.21 5.46293
3096.88 5.41582
3106.21 5.34972
3115.55 5.29328
3134.21 5.18447
3152.88 5.07311
3190.21 4.83252
3227.54 4.55895
3264.87 4.24168
3302.20 3.87020
3339.53 3.44356
3358.20 3.22205
3367.53 3.12015
3369.86 3.09940
3372.20 3.08762
3373.36 3.09314
3374.53 3.12927
3375.11 3.18693
3375.70 3.34663
3375.99 3.55031
3376.28 4.03911
3376.43 4.58812
3376.57 5.71821
3376.64 6.77835
3376.72 8.54616
3376.79 11.6935
3376.86 17.3901
3376.93 25.9863
3377.00 31.7080
3377.07 25.9964
3377.14 17.4019
3377.20 12.6258
3377.25 9.66328
3377.31 7.80860
3377.37 6.62088
3377.48 5.23270
3377.59 4.50404
3377.82 3.80858
3378.04 3.50333
3378.50 3.24647
3378.95 3.14276
3379.86 3.05777
3380.76 3.02127
3382.57 2.98473
3384.38 2.96274
3391.63 2.90973
3406.12 2.90887
3420.61 3.16009
3435.10 4.00811
3442.35 4.90611
3449.60 6.41533
3456.84 9.00606
3464.09 13.6329
3471.33 22.4235
3474.96 29.7954
3478.58 40.6851
3482.20 57.2978
3485.83 83.5408
3489.45 126.327
3493.07 196.695
3497.84 344.810
3502.60 471.588
3507.37 412.333
3512.13 281.467
3515.67 208.401
3519.22 158.435
3522.76 124.470
3526.30 100.847
3533.39 71.3904
3540.47 54.5228
3547.56 43.9471
3554.64 36.8454
3568.81 28.1021
3582.99 23.0441
3597.16 19.8015
3611.33 17.5678
3625.50 15.9453
3653.84 13.7596
3682.18 12.3626
3710.52 11.3950
3724.70 11.0163
3731.78 10.8536
3733.55 10.8209
3735.32 10.8036
3736.21 10.8148
3737.09 10.8789
3737.54 10.9781
3737.98 11.2459
3738.20 11.5770
3738.42 12.3356
3738.53 13.1434
3738.64 14.6751
3738.70 16.0307
3738.76 18.0822
3738.81 21.3491
3738.87 26.5997
3738.93 36.2823
3739.00 42.6398
3739.07 36.1522
3739.14 26.6249
3739.20 20.5847
3739.27 17.2021
3739.33 15.1955
3739.40 13.9763
3739.53 12.6267
3739.66 11.9560
3739.92 11.3364
3740.18 11.0691
3740.70 10.8448
3741.23 10.7512
3742.27 10.6660
3743.32 10.6207
3745.41 10.5602
3747.49 10.5115
3755.85 10.3431
3772.57 10.0494
3806.00 9.56616
3839.43 9.18127
3847.79 9.09696
3856.15 9.01762
3864.51 8.94955
3866.60 8.94044
3868.69 8.94912
3869.73 8.97705
3870.78 9.06915
3871.30 9.19789
3871.56 9.32202
3871.82 9.53767
3872.08 9.95924
3872.21 10.3399
3872.34 10.9525
3872.47 12.0455
3872.60 14.2145
3872.67 16.2213
3872.73 19.4180
3872.80 24.8506
3872.86 34.2943
3872.93 49.4880
3873.00 59.5945
3873.07 49.5085
3873.14 34.3192
3873.18 26.8690
3873.23 21.9904
3873.28 18.7160
3873.33 16.4684
3873.42 13.7076
3873.51 12.2024
3873.61 11.2861
3873.70 10.7016
3873.89 10.0173
3874.08 9.65069
3874.27 9.43194
3874.65 9.19500
3875.40 9.00505
3876.16 8.92969
3877.67 8.86516
3879.18 8.83356
3882.20 8.79440
3885.22 8.76442
3897.31 8.66262
3909.40 8.56953
3921.49 8.48125
3945.66 8.31600
3957.75 8.24002
3963.79 8.21213
3965.30 8.21327
3966.81 8.23308
3967.57 8.26732
3968.33 8.36496
3968.70 8.49149
3969.08 8.80029
3969.27 9.15288
3969.46 9.89436
3969.55 10.6113
3969.65 11.8251
3969.74 14.0616
3969.84 18.3841
3969.92 24.5634
3970.00 28.6206
3970.08 24.4915
3970.17 18.3929
3970.22 15.4006
3970.28 13.4072
3970.40 11.1736
3970.51 10.0769
3970.63 9.47481
3970.86 8.88030
3971.09 8.61041
3971.56 8.37820
3972.02 8.28314
3972.94 8.20531
3973.87 8.17248
3977.58 8.12193
3984.99 8.06917
3999.80 7.97761
4029.44 7.79917
4059.08 7.61492
4088.72 7.40994
4118.36 7.15567
4133.18 6.99132
4147.99 6.78045
4155.40 6.64751
4162.81 6.48717
4170.22 6.28844
4177.63 6.03593
4181.34 5.88412
4185.04 5.71451
4188.75 5.53411
4192.45 5.37510
4196.16 5.36656
4198.01 5.55542
4199.86 6.10421
4201.71 7.55727
4202.64 9.05797
4203.57 11.6521
4204.49 16.3843
4205.42 25.6808
4205.88 33.6970
4206.34 45.7394
4206.81 64.1941
4207.27 92.5022
4207.99 160.655
4208.70 220.381
4209.42 195.220
4210.13 135.778
4210.72 99.3645
4211.30 75.2970
4211.89 59.4296
4212.47 48.6615
4213.64 35.5221
4214.82 28.1410
4215.99 23.5617
4217.16 20.5029
4219.50 16.7485
4221.84 14.5753
4224.18 13.1786
4226.53 12.2123
4228.87 11.5069
4233.55 10.5486
4238.24 9.92831
4242.92 9.49229
4247.61 9.16689
4256.97 8.70622
4266.34 8.38500
4285.08 7.92520
4303.82 7.53754
4313.19 7.32631
4322.55 7.07251
4327.24 6.91694
4331.92 6.73107
4336.61 6.50118
4341.29 6.20697
4343.63 6.02756
4345.98 5.82342
4348.32 5.59807
4350.66 5.37775
4353.00 5.27995
4354.17 5.40573
4355.34 5.86894
4356.51 7.18875
4357.10 8.58484
4357.69 11.0087
4358.27 15.4314
4358.86 24.0112
4359.15 31.3139
4359.44 42.1214
4359.74 58.3713
4360.03 82.6771
4360.51 145.975
4361.00 203.334
4361.49 182.537
4361.97 128.547
4362.51 85.9421
4363.05 61.5264
4363.59 47.1420
4364.13 38.1124
4364.67 32.0825
4365.21 27.8624
4366.29 22.4444
4367.37 19.1838
4368.44 17.0444
4370.60 14.4461
4372.76 12.9477
4374.91 11.9822
4377.07 11.3112
4379.23 10.8191
4383.54 10.1457
4387.85 9.70630
4392.17 9.39609
4396.48 9.16449
4405.11 8.83934
4413.73 8.61934
4430.99 8.33392
4448.24 8.15072
4465.49 8.01893
4500.00 7.83433
4500.00 12.5362
7250.00 11.5828
10000.0 10.9837
17500.0 9.78780
25000.0 9.09832
37500.0 8.45789
50000.0 8.03275
70000.0 7.57434
100000 7.10475
100000 7.10474
126132 6.77826
200000 6.17376
300000 5.57986
323359 5.46441
323360 5.46441
323364 5.46438
323364 5.46438
361682 5.28291
400000 5.12703
500000 4.75928
582492 4.50179
582500 4.50173
582501 4.50173
582501 4.50175
600000 4.45155
700000 4.19031
750000 4.07321
800000 3.96664
884747 3.80219
884760 3.80215
884760 3.80217
900000 3.77478
1.00000E+06 3.61033
1.04353E+06 3.54655
1.04355E+06 3.54651
1.04370E+06 3.54631
1.12290E+06 3.44110
1.12298E+06 3.44100
1.15058E+06 3.40748
1.15060E+06 3.40746
1.15060E+06 3.40746
1.25000E+06 3.30311
1.35614E+06 3.20359
1.35616E+06 3.20357
1.35630E+06 3.20347
1.50000E+06 3.10335
1.50930E+06 3.09795
1.50975E+06 3.09769
1.54820E+06 3.07667
1.54821E+06 3.07666
1.54823E+06 3.07664
1.54823E+06 3.07664
1.74890E+06 2.99853
1.74893E+06 2.99851
1.75000E+06 2.99826
1.79060E+06 2.98846
1.79063E+06 2.98846
1.91925E+06 2.96901
1.91928E+06 2.96900
1.95233E+06 2.96670
1.95236E+06 2.96669
2.00000E+06 2.96516
2.00123E+06 2.96515
2.00127E+06 2.96505
2.00194E+06 2.96514
2.00198E+06 2.96513
2.03695E+06 2.96536
2.03698E+06 2.96535
2.05338E+06 2.96583
2.05342E+06 2.96582
2.07510E+06 2.96680
2.07513E+06 2.96680
2.23013E+06 2.98426
2.23017E+06 2.98427
2.25174E+06 2.98805
2.25178E+06 2.98806
2.25245E+06 2.98819
2.28391E+06 2.99423
2.28394E+06 2.99424
2.35341E+06 3.00971
2.35345E+06 3.00971
2.38770E+06 3.01833
2.38774E+06 3.01833
2.45872E+06 3.03805
2.45876E+06 3.03806
2.46420E+06 3.03967
2.46424E+06 3.03965
2.46552E+06 3.04006
2.46556E+06 3.04006
3.00000E+06 3.23943
4.00000E+06 3.60085
4.44684E+06 3.69752
4.44745E+06 3.69764
4.54811E+06 3.71841
5.00000E+06 3.80766
6.00000E+06 3.90372
6.70369E+06 3.91694
7.00000E+06 3.92226
8.00000E+06 3.87931
8.44566E+06 3.83885
8.48528E+06 3.83536
9.00000E+06 3.79191
9.00972E+06 3.79073
9.24021E+06 3.76297
9.48683E+06 3.73450
9.74004E+06 3.70649
1.00000E+07 3.67895
1.02411E+07 3.64784
1.04591E+07 3.62069
1.04606E+07 3.62044
1.04881E+07 3.61699
1.05607E+07 3.60796
1.07410E+07 3.58611
1.10000E+07 3.55626
1.14891E+07 3.49075
1.20000E+07 3.43224
1.30000E+07 3.30992
1.40000E+07 3.19330
1.45000E+07 3.13906
1.47939E+07 3.10918
1.50000E+07 3.08863
1.60000E+07 3.00226
1.70000E+07 2.93736
1.80000E+07 2.89401
1.90000E+07 2.86975
2.00000E+07 2.86142
